state,place,state_name,place_name,subgroup_type,subgroup,share_digital_access,share_digital_access_quality,share_poverty_exposure,share_poverty_exposure_quality
06,60620,California,Richmond city,all,All,0.9263725719027984,1,0,1
06,60620,California,Richmond city,race-ethnicity,Other Races and Ethnicities,0.9450583127607048,1,0,1
06,60620,California,Richmond city,race-ethnicity,Black,0.8568136932192232,1,0,2
06,60620,California,Richmond city,race-ethnicity,Hispanic,0.9365038661827364,1,0,1
06,60620,California,Richmond city,race-ethnicity,White,0.9370725417647718,1,NA,NA
06,62000,California,Riverside city,all,All,0.8831504995902915,1,1.5763520541025886e-4,1
06,62000,California,Riverside city,race-ethnicity,Other Races and Ethnicities,0.8780286820256075,1,0,1
06,62000,California,Riverside city,race-ethnicity,Black,0.8645884072089625,1,0,2
06,62000,California,Riverside city,race-ethnicity,Hispanic,0.8961845659126794,1,2.6727562150324143e-4,1
06,62000,California,Riverside city,race-ethnicity,White,0.8902743962624202,1,NA,NA
06,62938,California,Roseville city,all,All,0.9440444240048872,1,0,1
06,62938,California,Roseville city,race-ethnicity,Other Races and Ethnicities,0.9383192623861364,1,0,2
06,62938,California,Roseville city,race-ethnicity,Black,0.9651791751183232,2,0,3
06,62938,California,Roseville city,race-ethnicity,Hispanic,0.8999393046041793,1,0,2
06,62938,California,Roseville city,race-ethnicity,White,0.9453903168073764,1,NA,NA
06,64000,California,Sacramento city,all,All,0.9200528340451788,1,0.0760818510668788,1
06,64000,California,Sacramento city,race-ethnicity,Other Races and Ethnicities,0.9343817283742136,1,0.06568262520163783,1
06,64000,California,Sacramento city,race-ethnicity,Black,0.8816087992877861,1,0.1487570301480554,1
06,64000,California,Sacramento city,race-ethnicity,Hispanic,0.9316950102784526,1,0.0760206007858858,1
06,64000,California,Sacramento city,race-ethnicity,White,0.9166733461264632,1,NA,NA
06,64224,California,Salinas city,all,All,0.9165173860764152,1,0,1
06,64224,California,Salinas city,race-ethnicity,Other Races and Ethnicities,0.9132011458937366,1,0,1
06,64224,California,Salinas city,race-ethnicity,Black,0.8682136602451839,2,0,3
06,64224,California,Salinas city,race-ethnicity,Hispanic,0.9171627213018936,1,0,1
06,64224,California,Salinas city,race-ethnicity,White,0.9274409544679816,1,NA,NA
06,65000,California,San Bernardino city,all,All,0.8104075246466595,1,0.01898605574919781,1
06,65000,California,San Bernardino city,race-ethnicity,Other Races and Ethnicities,0.8466656089692739,1,0.02433393919748785,1
06,65000,California,San Bernardino city,race-ethnicity,Black,0.7429326383610236,1,0.01345719649949526,1
06,65000,California,San Bernardino city,race-ethnicity,Hispanic,0.8374417591258003,1,0.01884199911534286,1
06,65000,California,San Bernardino city,race-ethnicity,White,0.7945544303540837,1,NA,NA
06,65042,California,San Buenaventura (Ventura) city,all,All,0.919003002568462,1,0,1
06,65042,California,San Buenaventura (Ventura) city,race-ethnicity,Other Races and Ethnicities,0.936338206099982,1,0,2
06,65042,California,San Buenaventura (Ventura) city,race-ethnicity,Black,0.7257405515832482,2,0,3
06,65042,California,San Buenaventura (Ventura) city,race-ethnicity,Hispanic,0.9047571531918078,1,0,2
06,65042,California,San Buenaventura (Ventura) city,race-ethnicity,White,0.9189358010410642,1,NA,NA
06,66000,California,San Diego city,all,All,0.9196772335458836,1,0.03838504762077066,1
06,66000,California,San Diego city,race-ethnicity,Other Races and Ethnicities,0.9359524482299276,1,0.01827678638661035,1
06,66000,California,San Diego city,race-ethnicity,Black,0.8473407195558653,1,0.03665509720420602,1
06,66000,California,San Diego city,race-ethnicity,Hispanic,0.9075361796673272,1,0.014657829557911,1
06,66000,California,San Diego city,race-ethnicity,White,0.917143494644982,1,NA,NA
06,67000,California,San Francisco city,all,All,0.9114227082233844,1,0.03770170926553929,1
06,67000,California,San Francisco city,race-ethnicity,Other Races and Ethnicities,0.9091203439297392,1,0.02158907328535761,1
06,67000,California,San Francisco city,race-ethnicity,Black,0.7912041652819319,1,0.11410968413745227,1
06,67000,California,San Francisco city,race-ethnicity,Hispanic,0.8779729962999377,1,0.02361336737061963,1
06,67000,California,San Francisco city,race-ethnicity,White,0.9285744676324804,1,NA,NA
06,68000,California,San Jose city,all,All,0.9398413361004286,1,0.01031592278363415,1
06,68000,California,San Jose city,race-ethnicity,Other Races and Ethnicities,0.9497404443541888,1,0.01280312909739647,1
06,68000,California,San Jose city,race-ethnicity,Black,0.8840357938857656,1,0.01336607362753959,2
06,68000,California,San Jose city,race-ethnicity,Hispanic,0.9247574744914993,1,0.00980945677873099,1
06,68000,California,San Jose city,race-ethnicity,White,0.926916887649872,1,NA,NA
06,68084,California,San Leandro city,all,All,0.9302228656664034,1,0,1
06,68084,California,San Leandro city,race-ethnicity,Other Races and Ethnicities,0.9376179708086492,1,0,2
06,68084,California,San Leandro city,race-ethnicity,Black,0.927833954230974,1,0,2
06,68084,California,San Leandro city,race-ethnicity,Hispanic,0.932713695583095,1,0,2
06,68084,California,San Leandro city,race-ethnicity,White,0.9170203735144312,1,NA,NA
06,68196,California,San Marcos city,all,All,0.9574501924443076,1,0,1
06,68196,California,San Marcos city,race-ethnicity,Other Races and Ethnicities,0.9757671582072216,1,0,2
06,68196,California,San Marcos city,race-ethnicity,Black,0.9600997506234414,2,0,3
06,68196,California,San Marcos city,race-ethnicity,Hispanic,0.9529593934378088,1,0,2
06,68196,California,San Marcos city,race-ethnicity,White,0.9481836741307236,1,NA,NA
06,68252,California,San Mateo city,all,All,0.9399735457287772,1,0,1
06,68252,California,San Mateo city,race-ethnicity,Other Races and Ethnicities,0.9418423332370776,1,0,2
06,68252,California,San Mateo city,race-ethnicity,Black,0.9215202369200396,2,0,3
06,68252,California,San Mateo city,race-ethnicity,Hispanic,0.9119181221844622,1,0,2
06,68252,California,San Mateo city,race-ethnicity,White,0.9388058533531576,1,NA,NA
06,68378,California,San Ramon city,all,All,0.9817127252357388,1,0,2
06,68378,California,San Ramon city,race-ethnicity,Other Races and Ethnicities,0.9862897697487802,1,0,2
06,68378,California,San Ramon city,race-ethnicity,Black,0.9883720930232558,2,0,3
06,68378,California,San Ramon city,race-ethnicity,Hispanic,0.967531504818384,1,0,3
06,68378,California,San Ramon city,race-ethnicity,White,0.9743535904973304,1,NA,NA
06,69000,California,Santa Ana city,all,All,0.8900413615535119,1,0,1
06,69000,California,Santa Ana city,race-ethnicity,Other Races and Ethnicities,0.8868575005638484,1,0,1
06,69000,California,Santa Ana city,race-ethnicity,Black,0.8715203426124197,2,0,3
06,69000,California,Santa Ana city,race-ethnicity,Hispanic,0.8884574010773812,1,0,1
06,69000,California,Santa Ana city,race-ethnicity,White,0.8981048750160785,1,NA,NA
06,69070,California,Santa Barbara city,all,All,0.9183009469102006,1,0,1
06,69070,California,Santa Barbara city,race-ethnicity,Other Races and Ethnicities,0.9340762129407458,1,0,2
06,69070,California,Santa Barbara city,race-ethnicity,Black,0.8557951482479784,3,0,3
06,69070,California,Santa Barbara city,race-ethnicity,Hispanic,0.8949505594990855,1,0,2
06,69070,California,Santa Barbara city,race-ethnicity,White,0.913620577554354,1,NA,NA
06,69084,California,Santa Clara city,all,All,0.930606150623036,1,0,1
06,69084,California,Santa Clara city,race-ethnicity,Other Races and Ethnicities,0.95869244107636,1,0,1
06,69084,California,Santa Clara city,race-ethnicity,Black,0.9057412167952014,2,0,3
06,69084,California,Santa Clara city,race-ethnicity,Hispanic,0.8966831683168317,1,0,2
06,69084,California,Santa Clara city,race-ethnicity,White,0.8855173302409484,1,NA,NA
06,69088,California,Santa Clarita city,all,All,0.95234657675344,1,0,1
06,69088,California,Santa Clarita city,race-ethnicity,Other Races and Ethnicities,0.9570192110129444,1,0,1
06,69088,California,Santa Clarita city,race-ethnicity,Black,0.9056564391567522,2,0,2
06,69088,California,Santa Clarita city,race-ethnicity,Hispanic,0.9451634538950716,1,0,2
06,69088,California,Santa Clarita city,race-ethnicity,White,0.9529442917668614,1,NA,NA
06,69196,California,Santa Maria city,all,All,0.9122945045696146,1,0,1
06,69196,California,Santa Maria city,race-ethnicity,Other Races and Ethnicities,0.9222696879643388,1,0,2
06,69196,California,Santa Maria city,race-ethnicity,Black,0.8026624902114331,2,0,3
06,69196,California,Santa Maria city,race-ethnicity,Hispanic,0.9255189687968904,1,0,1
06,69196,California,Santa Maria city,race-ethnicity,White,0.9078355911330048,1,NA,NA
06,70000,California,Santa Monica city,all,All,0.9159413108113932,1,0,1
06,70000,California,Santa Monica city,race-ethnicity,Other Races and Ethnicities,0.9246533531002006,1,0,2
06,70000,California,Santa Monica city,race-ethnicity,Black,0.763696998570748,2,0,2
06,70000,California,Santa Monica city,race-ethnicity,Hispanic,0.9105627873842368,1,0,2
06,70000,California,Santa Monica city,race-ethnicity,White,0.9226284705309304,1,NA,NA
06,70098,California,Santa Rosa city,all,All,0.9223326432792264,1,0,1
06,70098,California,Santa Rosa city,race-ethnicity,Other Races and Ethnicities,0.9239478910905023,1,0,1
06,70098,California,Santa Rosa city,race-ethnicity,Black,0.8565096952908587,2,0,2
06,70098,California,Santa Rosa city,race-ethnicity,Hispanic,0.9186886430048922,1,0,1
06,70098,California,Santa Rosa city,race-ethnicity,White,0.9235357334766254,1,NA,NA
06,72016,California,Simi Valley city,all,All,0.9464470187447264,1,0,1
06,72016,California,Simi Valley city,race-ethnicity,Other Races and Ethnicities,0.9639060990166544,1,0,2
06,72016,California,Simi Valley city,race-ethnicity,Black,0.8758782201405152,2,0,3
06,72016,California,Simi Valley city,race-ethnicity,Hispanic,0.918285086112129,1,0,2
06,72016,California,Simi Valley city,race-ethnicity,White,0.9409553467163432,1,NA,NA
06,73080,California,South Gate city,all,All,0.8997192094997214,1,0,1
06,73080,California,South Gate city,race-ethnicity,Other Races and Ethnicities,0.9252122730617034,1,0,1
06,73080,California,South Gate city,race-ethnicity,Black,0.8218298555377207,3,0,3
06,73080,California,South Gate city,race-ethnicity,Hispanic,0.9089386667865532,1,0,1
06,73080,California,South Gate city,race-ethnicity,White,0.87062458722521,1,NA,NA
06,75000,California,Stockton city,all,All,0.8789653197742104,1,0.06288978540329733,1
06,75000,California,Stockton city,race-ethnicity,Other Races and Ethnicities,0.9132074808614822,1,0.04922225480473755,1
06,75000,California,Stockton city,race-ethnicity,Black,0.8301047775214697,1,0.1190591903993151,1
06,75000,California,Stockton city,race-ethnicity,Hispanic,0.8798413210165548,1,0.06326986231804586,1
06,75000,California,Stockton city,race-ethnicity,White,0.8421715808042625,1,NA,NA
06,77000,California,Sunnyvale city,all,All,0.9554291224686596,1,0,1
06,77000,California,Sunnyvale city,race-ethnicity,Other Races and Ethnicities,0.9617452957729552,1,0,1
06,77000,California,Sunnyvale city,race-ethnicity,Black,0.9358786098874204,2,0,3
06,77000,California,Sunnyvale city,race-ethnicity,Hispanic,0.9189725582993016,1,0,2
06,77000,California,Sunnyvale city,race-ethnicity,White,0.94441752096924525,1,NA,NA
06,78120,California,Temecula city,all,All,0.970194558221182,1,0,1
06,78120,California,Temecula city,race-ethnicity,Other Races and Ethnicities,0.9805007221954742,1,0,2
06,78120,California,Temecula city,race-ethnicity,Black,0.986322188449848,2,0,3
06,78120,California,Temecula city,race-ethnicity,Hispanic,0.9644567219152854,1,0,2
06,78120,California,Temecula city,race-ethnicity,White,0.9635960142265072,1,NA,NA
06,78582,California,Thousand Oaks city,all,All,0.9401213130725836,1,0,1
06,78582,California,Thousand Oaks city,race-ethnicity,Other Races and Ethnicities,0.9476289373485636,1,0,3
06,78582,California,Thousand Oaks city,race-ethnicity,Black,0.9572413793103448,2,0,3
06,78582,California,Thousand Oaks city,race-ethnicity,Hispanic,0.929305600517967,1,0,3
06,78582,California,Thousand Oaks city,race-ethnicity,White,0.9374798615514142,1,NA,NA
06,80000,California,Torrance city,all,All,0.9456155372529832,1,0,1
06,80000,California,Torrance city,race-ethnicity,Other Races and Ethnicities,0.960156567335032,1,0,2
06,80000,California,Torrance city,race-ethnicity,Black,0.8517905195611675,2,0,3
06,80000,California,Torrance city,race-ethnicity,Hispanic,0.9569205113952196,1,0,2
06,80000,California,Torrance city,race-ethnicity,White,0.9336956877639894,1,NA,NA
06,80238,California,Tracy city,all,All,0.9431739805155616,1,0,2
06,80238,California,Tracy city,race-ethnicity,Other Races and Ethnicities,0.9417612386733528,1,0,2
06,80238,California,Tracy city,race-ethnicity,Black,0.9330508474576272,2,0,3
06,80238,California,Tracy city,race-ethnicity,Hispanic,0.9409733042484678,1,0,2
06,80238,California,Tracy city,race-ethnicity,White,0.9458032109661064,1,NA,NA
06,80854,California,Tustin city,all,All,0.9510607672570248,1,0,2
06,80854,California,Tustin city,race-ethnicity,Other Races and Ethnicities,0.964471087067768,1,0,2
06,80854,California,Tustin city,race-ethnicity,Black,0.92077863286555,3,0,3
06,80854,California,Tustin city,race-ethnicity,Hispanic,0.9526804994836164,1,0,2
06,80854,California,Tustin city,race-ethnicity,White,0.9378700646675217,1,NA,NA
06,81344,California,Upland city,all,All,0.9319037444037443,1,0,1
06,81344,California,Upland city,race-ethnicity,Other Races and Ethnicities,0.9452167319600656,1,0,1
06,81344,California,Upland city,race-ethnicity,Black,0.8928803289331314,2,0,3
06,81344,California,Upland city,race-ethnicity,Hispanic,0.927386834781621,1,0,2
06,81344,California,Upland city,race-ethnicity,White,0.926211895823003,1,NA,NA
06,81554,California,Vacaville city,all,All,0.8976881552182757,1,0,2
06,81554,California,Vacaville city,race-ethnicity,Other Races and Ethnicities,0.8854755555555556,1,0,2
06,81554,California,Vacaville city,race-ethnicity,Black,0.6447956743267131,2,0,3
06,81554,California,Vacaville city,race-ethnicity,Hispanic,0.8916291835023252,1,0,3
06,81554,California,Vacaville city,race-ethnicity,White,0.9407105434479338,1,NA,NA
06,81666,California,Vallejo city,all,All,0.9232788193059434,1,0,1
06,81666,California,Vallejo city,race-ethnicity,Other Races and Ethnicities,0.938638024722743,1,0,1
06,81666,California,Vallejo city,race-ethnicity,Black,0.894081969406413,1,0,1
06,81666,California,Vallejo city,race-ethnicity,Hispanic,0.926218161683278,1,0,2
06,81666,California,Vallejo city,race-ethnicity,White,0.9154767561079296,1,NA,NA
06,82590,California,Victorville city,all,All,0.9052165147001294,1,0.08514171910095789,1
06,82590,California,Victorville city,race-ethnicity,Other Races and Ethnicities,0.9311884378164412,1,0.09626945809508612,2
06,82590,California,Victorville city,race-ethnicity,Black,0.8474751267129716,1,0.0561674812044521,2
06,82590,California,Victorville city,race-ethnicity,Hispanic,0.9256228727025188,1,0.09509338632483644,2
06,82590,California,Victorville city,race-ethnicity,White,0.9067102869549908,1,NA,NA
06,82954,California,Visalia city,all,All,0.9071080373138056,1,0.1721685016497234,1
06,82954,California,Visalia city,race-ethnicity,Other Races and Ethnicities,0.8981360995546432,1,0.2684009897467849,1
06,82954,California,Visalia city,race-ethnicity,Black,0.9522439585730724,2,0.05757880394368255,3
06,82954,California,Visalia city,race-ethnicity,Hispanic,0.8961666936048704,1,0.1959917364862548,1
06,82954,California,Visalia city,race-ethnicity,White,0.9111612038503716,1,NA,NA
06,82996,California,Vista city,all,All,0.9190885039178518,1,0,1
06,82996,California,Vista city,race-ethnicity,Other Races and Ethnicities,0.932344137242911,1,0,2
06,82996,California,Vista city,race-ethnicity,Black,0.8063994828700711,2,0,3
06,82996,California,Vista city,race-ethnicity,Hispanic,0.9177360774818402,1,0,2
06,82996,California,Vista city,race-ethnicity,White,0.9181087954348096,1,NA,NA
06,84200,California,West Covina city,all,All,0.931779955391422,1,0,1
06,84200,California,West Covina city,race-ethnicity,Other Races and Ethnicities,0.9407755807256672,1,0,1
06,84200,California,West Covina city,race-ethnicity,Black,0.8956404320987654,2,0,3
06,84200,California,West Covina city,race-ethnicity,Hispanic,0.9221687040289346,1,0,1
06,84200,California,West Covina city,race-ethnicity,White,0.9167998465767436,1,NA,NA
06,84550,California,Westminster city,all,All,0.9389154897169842,1,0,1
06,84550,California,Westminster city,race-ethnicity,Other Races and Ethnicities,0.9394783210622364,1,0,1
06,84550,California,Westminster city,race-ethnicity,Black,0.9472168905950096,3,0,3
06,84550,California,Westminster city,race-ethnicity,Hispanic,0.950246505947804,1,0,2
06,84550,California,Westminster city,race-ethnicity,White,0.9372491654476576,1,NA,NA
06,85292,California,Whittier city,all,All,0.8831436960910258,1,0,1
06,85292,California,Whittier city,race-ethnicity,Other Races and Ethnicities,0.903702016646652,1,0,1
06,85292,California,Whittier city,race-ethnicity,Black,0.6854410201912858,3,0,3
06,85292,California,Whittier city,race-ethnicity,Hispanic,0.9037159288120598,1,0,1
06,85292,California,Whittier city,race-ethnicity,White,0.8618790354460403,1,NA,NA
08,03455,Colorado,Arvada city,all,All,0.9452250962140876,1,0,1
08,03455,Colorado,Arvada city,race-ethnicity,Other Races and Ethnicities,0.963072844337836,1,0,2
08,03455,Colorado,Arvada city,race-ethnicity,Black,0.9074509803921568,2,0,3
08,03455,Colorado,Arvada city,race-ethnicity,Hispanic,0.9267992069020952,1,0,2
08,03455,Colorado,Arvada city,race-ethnicity,White,0.943007581343467,1,NA,NA
08,04000,Colorado,Aurora city,all,All,0.9306511671568934,1,0,1
08,04000,Colorado,Aurora city,race-ethnicity,Other Races and Ethnicities,0.932188073610392,1,0,1
08,04000,Colorado,Aurora city,race-ethnicity,Black,0.9045283789943572,1,0,1
08,04000,Colorado,Aurora city,race-ethnicity,Hispanic,0.9174830952145764,1,0,1
08,04000,Colorado,Aurora city,race-ethnicity,White,0.9376661673843848,1,NA,NA
08,07850,Colorado,Boulder city,all,All,0.8448108262651292,1,0.4157396703581469,1
08,07850,Colorado,Boulder city,race-ethnicity,Other Races and Ethnicities,0.78703763895209,1,0.3626522940776998,1
08,07850,Colorado,Boulder city,race-ethnicity,Black,0.7559055118110236,2,0.06562690097153054,3
08,07850,Colorado,Boulder city,race-ethnicity,Hispanic,0.7436425501432665,1,0.3602768533622861,2
08,07850,Colorado,Boulder city,race-ethnicity,White,0.8560133025654948,1,NA,NA
08,12815,Colorado,Centennial city,all,All,0.9538213610936168,1,0,1
08,12815,Colorado,Centennial city,race-ethnicity,Other Races and Ethnicities,0.9581380417335472,1,0,3
08,12815,Colorado,Centennial city,race-ethnicity,Black,0.8219512195121951,2,0,3
08,12815,Colorado,Centennial city,race-ethnicity,Hispanic,0.9329412978438048,1,0,3
08,12815,Colorado,Centennial city,race-ethnicity,White,0.957297798429524,1,NA,NA
08,16000,Colorado,Colorado Springs city,all,All,0.9310135877226572,1,0,1
08,16000,Colorado,Colorado Springs city,race-ethnicity,Other Races and Ethnicities,0.9329805996472664,1,0,1
08,16000,Colorado,Colorado Springs city,race-ethnicity,Black,0.8915756907649088,1,0,1
08,16000,Colorado,Colorado Springs city,race-ethnicity,Hispanic,0.9145976906576604,1,0,1
08,16000,Colorado,Colorado Springs city,race-ethnicity,White,0.9336223169964344,1,NA,NA
08,20000,Colorado,Denver city,all,All,0.9060991880294116,1,0.01091540560654924,1
08,20000,Colorado,Denver city,race-ethnicity,Other Races and Ethnicities,0.8979710218833864,1,0.00527682730758131,1
08,20000,Colorado,Denver city,race-ethnicity,Black,0.8627729395431024,1,0.02900256108534643,1
08,20000,Colorado,Denver city,race-ethnicity,Hispanic,0.8804927756361574,1,0.01389662643144537,1
08,20000,Colorado,Denver city,race-ethnicity,White,0.914364345642067,1,NA,NA
08,27425,Colorado,Fort Collins city,all,All,0.8844701057630046,1,0.23535237907607492,1
08,27425,Colorado,Fort Collins city,race-ethnicity,Other Races and Ethnicities,0.8623436696933356,1,0.2977854959347655,1
08,27425,Colorado,Fort Collins city,race-ethnicity,Black,0.811412383650344,2,0.1959905924515623,3
08,27425,Colorado,Fort Collins city,race-ethnicity,Hispanic,0.835694589711895,1,0.24461410836218136,2
08,27425,Colorado,Fort Collins city,race-ethnicity,White,0.8894154033865601,1,NA,NA
08,32155,Colorado,Greeley city,all,All,0.843908273683817,1,0.01960674283009255,1
08,32155,Colorado,Greeley city,race-ethnicity,Other Races and Ethnicities,0.8742197744558091,1,0.00185072528919514,2
08,32155,Colorado,Greeley city,race-ethnicity,Black,0.66512455516014235,2,0.0039699547360928,3
08,32155,Colorado,Greeley city,race-ethnicity,Hispanic,0.8368591974019949,1,0.03812224230543656,1
08,32155,Colorado,Greeley city,race-ethnicity,White,0.8430214120438342,1,NA,NA
08,43000,Colorado,Lakewood city,all,All,0.9201005089712612,1,0,1
08,43000,Colorado,Lakewood city,race-ethnicity,Other Races and Ethnicities,0.9432228679126748,1,0,2
08,43000,Colorado,Lakewood city,race-ethnicity,Black,0.8358795285901353,2,0,3
08,43000,Colorado,Lakewood city,race-ethnicity,Hispanic,0.9093351432368996,1,0,1
08,43000,Colorado,Lakewood city,race-ethnicity,White,0.9170036527465996,1,NA,NA
08,45970,Colorado,Longmont city,all,All,0.9212260474344308,1,0,1
08,45970,Colorado,Longmont city,race-ethnicity,Other Races and Ethnicities,0.8803608869686765,1,0,2
08,45970,Colorado,Longmont city,race-ethnicity,Black,0.752129471890971,3,0,3
08,45970,Colorado,Longmont city,race-ethnicity,Hispanic,0.8721746243595815,1,0,2
08,45970,Colorado,Longmont city,race-ethnicity,White,0.93150618007719,1,NA,NA
08,46465,Colorado,Loveland city,all,All,0.928494297979931,1,0,2
08,46465,Colorado,Loveland city,race-ethnicity,Other Races and Ethnicities,0.9643119400793068,2,0,3
08,46465,Colorado,Loveland city,race-ethnicity,Black,0.9263157894736842,3,0,3
08,46465,Colorado,Loveland city,race-ethnicity,Hispanic,0.9573110893032384,1,0,3
08,46465,Colorado,Loveland city,race-ethnicity,White,0.9249589084932144,1,NA,NA
08,62000,Colorado,Pueblo city,all,All,0.8349727168294084,1,0.14830315296351215,1
08,62000,Colorado,Pueblo city,race-ethnicity,Other Races and Ethnicities,0.8231144665599024,1,0.08885856294928328,1
08,62000,Colorado,Pueblo city,race-ethnicity,Black,0.7093333333333334,2,0.3322303824846846,2
08,62000,Colorado,Pueblo city,race-ethnicity,Hispanic,0.8524155947823878,1,0.14721561411293357,1
08,62000,Colorado,Pueblo city,race-ethnicity,White,0.8427330967749749,1,NA,NA
08,77290,Colorado,Thornton city,all,All,0.9469894263473224,1,0,1
08,77290,Colorado,Thornton city,race-ethnicity,Other Races and Ethnicities,0.958034373435675,1,0,2
08,77290,Colorado,Thornton city,race-ethnicity,Black,0.9560357675111774,2,0,3
08,77290,Colorado,Thornton city,race-ethnicity,Hispanic,0.9406745146713728,1,0,2
08,77290,Colorado,Thornton city,race-ethnicity,White,0.942853497683913,1,NA,NA
08,83835,Colorado,Westminster city,all,All,0.9302289349547757,1,0,1
08,83835,Colorado,Westminster city,race-ethnicity,Other Races and Ethnicities,0.9439512943254172,1,0,2
08,83835,Colorado,Westminster city,race-ethnicity,Black,0.8966346153846154,3,0,3
08,83835,Colorado,Westminster city,race-ethnicity,Hispanic,0.8756038647342995,1,0,2
08,83835,Colorado,Westminster city,race-ethnicity,White,0.9276371353704224,1,NA,NA
09,08000,Connecticut,Bridgeport city,all,All,0.8665917093631547,1,0.11918873038091551,1
09,08000,Connecticut,Bridgeport city,race-ethnicity,Other Races and Ethnicities,0.9020400266557752,1,0.09887721839913076,1
09,08000,Connecticut,Bridgeport city,race-ethnicity,Black,0.8835599169947443,1,0.09012289485662268,1
09,08000,Connecticut,Bridgeport city,race-ethnicity,Hispanic,0.8895941340827237,1,0.1537994536072043,1
09,08000,Connecticut,Bridgeport city,race-ethnicity,White,0.8165599540111405,1,NA,NA
09,18430,Connecticut,Danbury city,all,All,0.8735106790259521,1,0,1
09,18430,Connecticut,Danbury city,race-ethnicity,Other Races and Ethnicities,0.9056043995803033,1,0,2
09,18430,Connecticut,Danbury city,race-ethnicity,Black,0.8472271491072484,2,0,3
09,18430,Connecticut,Danbury city,race-ethnicity,Hispanic,0.8671388878018237,1,0,2
09,18430,Connecticut,Danbury city,race-ethnicity,White,0.8602423105327239,1,NA,NA
09,37000,Connecticut,Hartford city,all,All,0.787046939010546,1,0.36537635727869455,1
09,37000,Connecticut,Hartford city,race-ethnicity,Other Races and Ethnicities,0.8282315658943211,1,0.28373105207864324,1
09,37000,Connecticut,Hartford city,race-ethnicity,Black,0.7963803972073477,1,0.4248397747135366,1
09,37000,Connecticut,Hartford city,race-ethnicity,Hispanic,0.8316532440503122,1,0.35224363997283603,1
09,37000,Connecticut,Hartford city,race-ethnicity,White,0.7216791088991588,1,NA,NA
09,52000,Connecticut,New Haven city,all,All,0.8387812420634327,1,0.02093000616542817,1
09,52000,Connecticut,New Haven city,race-ethnicity,Other Races and Ethnicities,0.8564656534605108,1,0.02819934372436423,1
09,52000,Connecticut,New Haven city,race-ethnicity,Black,0.8629583866554874,1,0.00469724143820992,1
09,52000,Connecticut,New Haven city,race-ethnicity,Hispanic,0.85603467382471,1,0.04636614535418583,1
09,52000,Connecticut,New Haven city,race-ethnicity,White,0.8069401804819053,1,NA,NA
09,55990,Connecticut,Norwalk city,all,All,0.925799099327248,1,0,1
09,55990,Connecticut,Norwalk city,race-ethnicity,Other Races and Ethnicities,0.9168051568716322,1,0,2
09,55990,Connecticut,Norwalk city,race-ethnicity,Black,0.9135705564276992,1,0,2
09,55990,Connecticut,Norwalk city,race-ethnicity,Hispanic,0.9046349544883268,1,0,2
09,55990,Connecticut,Norwalk city,race-ethnicity,White,0.9311573498268848,1,NA,NA
09,73000,Connecticut,Stamford city,all,All,0.9279112891262424,1,0,1
09,73000,Connecticut,Stamford city,race-ethnicity,Other Races and Ethnicities,0.9426831548302664,1,0,2
09,73000,Connecticut,Stamford city,race-ethnicity,Black,0.8819775797643001,1,0,2
09,73000,Connecticut,Stamford city,race-ethnicity,Hispanic,0.9054544484175696,1,0,2
09,73000,Connecticut,Stamford city,race-ethnicity,White,0.930986197239448,1,NA,NA
09,80000,Connecticut,Waterbury city,all,All,0.8277950133148185,1,0.17548562708788715,1
09,80000,Connecticut,Waterbury city,race-ethnicity,Other Races and Ethnicities,0.8257067561092477,1,0.24320190346702925,1
09,80000,Connecticut,Waterbury city,race-ethnicity,Black,0.8610570824524313,1,0.24208600182982615,1
09,80000,Connecticut,Waterbury city,race-ethnicity,Hispanic,0.8209453816602639,1,0.19132862539004764,1
09,80000,Connecticut,Waterbury city,race-ethnicity,White,0.8165127748160211,1,NA,NA
11,50000,District of Columbia,Washington city,all,All,0.8407679673982733,1,0.1420223021725735,1
11,50000,District of Columbia,Washington city,race-ethnicity,Other Races and Ethnicities,0.8473325989456291,1,0.09314015375517444,1
11,50000,District of Columbia,Washington city,race-ethnicity,Black,0.7739561927049022,1,0.17606310013717422,1
11,50000,District of Columbia,Washington city,race-ethnicity,Hispanic,0.8422618274401809,1,0.02460270747498528,1
11,50000,District of Columbia,Washington city,race-ethnicity,White,0.9121115304316992,1,NA,NA
12,07300,Florida,Boca Raton city,all,All,0.902083966983754,1,0,1
12,07300,Florida,Boca Raton city,race-ethnicity,Other Races and Ethnicities,0.9047701198999396,1,0,2
12,07300,Florida,Boca Raton city,race-ethnicity,Black,0.8250819928158676,3,0,3
12,07300,Florida,Boca Raton city,race-ethnicity,Hispanic,0.9192296426479204,1,0,2
12,07300,Florida,Boca Raton city,race-ethnicity,White,0.9080554873240164,1,NA,NA
12,07875,Florida,Boynton Beach city,all,All,0.8738786346078838,1,0,2
12,07875,Florida,Boynton Beach city,race-ethnicity,Other Races and Ethnicities,0.9449796220822528,1,0,2
12,07875,Florida,Boynton Beach city,race-ethnicity,Black,0.8017035265989241,1,0,2
12,07875,Florida,Boynton Beach city,race-ethnicity,Hispanic,0.9237078977932636,1,0,3
12,07875,Florida,Boynton Beach city,race-ethnicity,White,0.9016581176189908,1,NA,NA
12,10275,Florida,Cape Coral city,all,All,0.9269182344315892,1,0,1
12,10275,Florida,Cape Coral city,race-ethnicity,Other Races and Ethnicities,0.9235558028727436,1,0,2
