year,state,county,state_name,county_name,in_universe,subgroup,subgroup_type,share_debt_coll,share_debt_coll_quality,index_air_hazard,index_air_hazard_quality,share_transit_commuter,share_transit_commuter_quality,share_transportation_cost,share_transportation_cost_quality
2016,33,017,New Hampshire,Strafford County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,33,019,New Hampshire,Sullivan County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,33,019,New Hampshire,Sullivan County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,33,019,New Hampshire,Sullivan County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,33,019,New Hampshire,Sullivan County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,001,New Jersey,Atlantic County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,001,New Jersey,Atlantic County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,001,New Jersey,Atlantic County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,001,New Jersey,Atlantic County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,003,New Jersey,Bergen County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,003,New Jersey,Bergen County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,003,New Jersey,Bergen County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,003,New Jersey,Bergen County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,005,New Jersey,Burlington County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,005,New Jersey,Burlington County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,005,New Jersey,Burlington County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,005,New Jersey,Burlington County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,007,New Jersey,Camden County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,007,New Jersey,Camden County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,007,New Jersey,Camden County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,007,New Jersey,Camden County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,009,New Jersey,Cape May County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,009,New Jersey,Cape May County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,009,New Jersey,Cape May County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,009,New Jersey,Cape May County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,011,New Jersey,Cumberland County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,011,New Jersey,Cumberland County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,011,New Jersey,Cumberland County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,011,New Jersey,Cumberland County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,013,New Jersey,Essex County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,013,New Jersey,Essex County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,013,New Jersey,Essex County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,013,New Jersey,Essex County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,015,New Jersey,Gloucester County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,015,New Jersey,Gloucester County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,015,New Jersey,Gloucester County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,015,New Jersey,Gloucester County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,017,New Jersey,Hudson County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,017,New Jersey,Hudson County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,017,New Jersey,Hudson County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,017,New Jersey,Hudson County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,019,New Jersey,Hunterdon County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,019,New Jersey,Hunterdon County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,019,New Jersey,Hunterdon County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,019,New Jersey,Hunterdon County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,021,New Jersey,Mercer County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,021,New Jersey,Mercer County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,021,New Jersey,Mercer County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,021,New Jersey,Mercer County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,023,New Jersey,Middlesex County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,023,New Jersey,Middlesex County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,023,New Jersey,Middlesex County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,023,New Jersey,Middlesex County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,025,New Jersey,Monmouth County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,025,New Jersey,Monmouth County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,025,New Jersey,Monmouth County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,025,New Jersey,Monmouth County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,027,New Jersey,Morris County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,027,New Jersey,Morris County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,027,New Jersey,Morris County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,027,New Jersey,Morris County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,029,New Jersey,Ocean County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,029,New Jersey,Ocean County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,029,New Jersey,Ocean County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,029,New Jersey,Ocean County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,031,New Jersey,Passaic County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,031,New Jersey,Passaic County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,031,New Jersey,Passaic County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,031,New Jersey,Passaic County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,033,New Jersey,Salem County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,033,New Jersey,Salem County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,033,New Jersey,Salem County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,033,New Jersey,Salem County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,035,New Jersey,Somerset County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,035,New Jersey,Somerset County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,035,New Jersey,Somerset County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,035,New Jersey,Somerset County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,037,New Jersey,Sussex County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,037,New Jersey,Sussex County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,037,New Jersey,Sussex County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,037,New Jersey,Sussex County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,039,New Jersey,Union County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,039,New Jersey,Union County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,039,New Jersey,Union County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,039,New Jersey,Union County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,041,New Jersey,Warren County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,041,New Jersey,Warren County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,041,New Jersey,Warren County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,34,041,New Jersey,Warren County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,001,New Mexico,Bernalillo County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,001,New Mexico,Bernalillo County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,001,New Mexico,Bernalillo County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,001,New Mexico,Bernalillo County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,003,New Mexico,Catron County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,003,New Mexico,Catron County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,003,New Mexico,Catron County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,003,New Mexico,Catron County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,005,New Mexico,Chaves County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,005,New Mexico,Chaves County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,005,New Mexico,Chaves County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,005,New Mexico,Chaves County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,006,New Mexico,Cibola County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,006,New Mexico,Cibola County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,006,New Mexico,Cibola County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,006,New Mexico,Cibola County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,007,New Mexico,Colfax County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,007,New Mexico,Colfax County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,007,New Mexico,Colfax County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,007,New Mexico,Colfax County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,009,New Mexico,Curry County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,009,New Mexico,Curry County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,009,New Mexico,Curry County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,009,New Mexico,Curry County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,011,New Mexico,De Baca County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,011,New Mexico,De Baca County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,011,New Mexico,De Baca County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,011,New Mexico,De Baca County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,013,New Mexico,Doña Ana County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,013,New Mexico,Doña Ana County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,013,New Mexico,Doña Ana County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,013,New Mexico,Doña Ana County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,015,New Mexico,Eddy County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,015,New Mexico,Eddy County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,015,New Mexico,Eddy County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,015,New Mexico,Eddy County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,017,New Mexico,Grant County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,017,New Mexico,Grant County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,017,New Mexico,Grant County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,017,New Mexico,Grant County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,019,New Mexico,Guadalupe County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,019,New Mexico,Guadalupe County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,019,New Mexico,Guadalupe County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,019,New Mexico,Guadalupe County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,021,New Mexico,Harding County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,021,New Mexico,Harding County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,021,New Mexico,Harding County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,021,New Mexico,Harding County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,023,New Mexico,Hidalgo County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,023,New Mexico,Hidalgo County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,023,New Mexico,Hidalgo County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,023,New Mexico,Hidalgo County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,025,New Mexico,Lea County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,025,New Mexico,Lea County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,025,New Mexico,Lea County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,025,New Mexico,Lea County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,027,New Mexico,Lincoln County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,027,New Mexico,Lincoln County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,027,New Mexico,Lincoln County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,027,New Mexico,Lincoln County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,028,New Mexico,Los Alamos County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,028,New Mexico,Los Alamos County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,028,New Mexico,Los Alamos County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,028,New Mexico,Los Alamos County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,029,New Mexico,Luna County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,029,New Mexico,Luna County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,029,New Mexico,Luna County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,029,New Mexico,Luna County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,031,New Mexico,McKinley County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,031,New Mexico,McKinley County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,031,New Mexico,McKinley County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,031,New Mexico,McKinley County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,033,New Mexico,Mora County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,033,New Mexico,Mora County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,033,New Mexico,Mora County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,033,New Mexico,Mora County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,035,New Mexico,Otero County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,035,New Mexico,Otero County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,035,New Mexico,Otero County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,035,New Mexico,Otero County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,037,New Mexico,Quay County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,037,New Mexico,Quay County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,037,New Mexico,Quay County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,037,New Mexico,Quay County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,039,New Mexico,Rio Arriba County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,039,New Mexico,Rio Arriba County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,039,New Mexico,Rio Arriba County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,039,New Mexico,Rio Arriba County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,041,New Mexico,Roosevelt County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,041,New Mexico,Roosevelt County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,041,New Mexico,Roosevelt County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,041,New Mexico,Roosevelt County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,043,New Mexico,Sandoval County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,043,New Mexico,Sandoval County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,043,New Mexico,Sandoval County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,043,New Mexico,Sandoval County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,045,New Mexico,San Juan County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,045,New Mexico,San Juan County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,045,New Mexico,San Juan County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,045,New Mexico,San Juan County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,047,New Mexico,San Miguel County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,047,New Mexico,San Miguel County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,047,New Mexico,San Miguel County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,047,New Mexico,San Miguel County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,049,New Mexico,Santa Fe County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,049,New Mexico,Santa Fe County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,049,New Mexico,Santa Fe County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,049,New Mexico,Santa Fe County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,051,New Mexico,Sierra County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,051,New Mexico,Sierra County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,051,New Mexico,Sierra County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,051,New Mexico,Sierra County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,053,New Mexico,Socorro County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,053,New Mexico,Socorro County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,053,New Mexico,Socorro County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,053,New Mexico,Socorro County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,055,New Mexico,Taos County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,055,New Mexico,Taos County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,055,New Mexico,Taos County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,055,New Mexico,Taos County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,057,New Mexico,Torrance County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,057,New Mexico,Torrance County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,057,New Mexico,Torrance County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,057,New Mexico,Torrance County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,059,New Mexico,Union County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,059,New Mexico,Union County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,059,New Mexico,Union County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,059,New Mexico,Union County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,061,New Mexico,Valencia County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,061,New Mexico,Valencia County,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,061,New Mexico,Valencia County,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,061,New Mexico,Valencia County,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2016,36,001,New York,Albany County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
