year,state,place,state_name,place_name,in_universe,subgroup,subgroup_type,share_hs_degree,share_hs_degree_lb,share_hs_degree_ub,share_hs_degree_quality,share_employed,share_employed_lb,share_employed_ub,share_employed_quality
2021,12,16725,Florida,Deerfield Beach city,TRUE,Without Disability,disability,0.8736,0.7938,0.9535,Marginal,0.8351,0.8048,0.8654,Marginal
2021,12,17200,Florida,Deltona city,TRUE,All,all,0.8593,0.781,0.9376,Marginal,0.7822,0.7633,0.8012,Marginal
2021,12,17200,Florida,Deltona city,TRUE,With Disability,disability,NA,NA,NA,NA,0.5052,0.4129,0.5976,Marginal
2021,12,17200,Florida,Deltona city,TRUE,Without Disability,disability,0.8768,0.8022,0.9513,Marginal,0.8138,0.7939,0.8336,Marginal
2021,12,17935,Florida,Doral city,TRUE,All,all,0.8265,0.7329,0.9201,Marginal,0.8042,0.7863,0.822,Marginal
2021,12,17935,Florida,Doral city,TRUE,With Disability,disability,NA,NA,NA,NA,0.3676,0.2568,0.4784,Marginal
2021,12,17935,Florida,Doral city,TRUE,Without Disability,disability,0.8345,0.7452,0.9239,Marginal,0.8157,0.7973,0.834,Marginal
2021,12,24000,Florida,Fort Lauderdale city,TRUE,All,all,0.8236,0.7452,0.9019,Weak,0.7911,0.7741,0.8081,Weak
2021,12,24000,Florida,Fort Lauderdale city,TRUE,With Disability,disability,NA,NA,NA,NA,0.472,0.3854,0.5586,Weak
2021,12,24000,Florida,Fort Lauderdale city,TRUE,Without Disability,disability,0.8504,0.7708,0.9301,Weak,0.8151,0.7964,0.8338,Weak
2021,12,24125,Florida,Fort Myers city,TRUE,All,all,0.8343,0.7503,0.9183,Marginal,0.7675,0.7422,0.7927,Marginal
2021,12,24125,Florida,Fort Myers city,TRUE,With Disability,disability,NA,NA,NA,NA,0.3398,0.2543,0.4253,Marginal
2021,12,24125,Florida,Fort Myers city,TRUE,Without Disability,disability,0.8409,0.757,0.9247,Marginal,0.8045,0.7783,0.8307,Marginal
2021,12,25175,Florida,Gainesville city,TRUE,All,all,0.9718,0.9485,0.9951,Strong,0.7919,0.768,0.8159,Strong
2021,12,25175,Florida,Gainesville city,TRUE,With Disability,disability,NA,NA,NA,NA,0.5244,0.4379,0.6109,Strong
2021,12,25175,Florida,Gainesville city,TRUE,Without Disability,disability,0.9721,0.9481,0.996,Strong,0.8191,0.7952,0.8431,Strong
2021,12,30000,Florida,Hialeah city,TRUE,All,all,0.8459,0.7908,0.901,Marginal,0.8012,0.783,0.8194,Marginal
2021,12,30000,Florida,Hialeah city,TRUE,With Disability,disability,NA,NA,NA,NA,0.3395,0.242,0.4371,Marginal
2021,12,30000,Florida,Hialeah city,TRUE,Without Disability,disability,0.8596,0.8052,0.914,Marginal,0.8289,0.8118,0.8461,Marginal
2021,12,32000,Florida,Hollywood city,TRUE,All,all,0.8595,0.7959,0.923,Marginal,0.8171,0.8027,0.8316,Marginal
2021,12,32000,Florida,Hollywood city,TRUE,With Disability,disability,NA,NA,NA,NA,0.4432,0.3686,0.5177,Marginal
2021,12,32000,Florida,Hollywood city,TRUE,Without Disability,disability,0.8607,0.7957,0.9257,Marginal,0.8431,0.8282,0.8579,Marginal
2021,12,32275,Florida,Homestead city,TRUE,All,all,0.7637,0.6813,0.8462,Weak,0.7709,0.746,0.7957,Weak
2021,12,32275,Florida,Homestead city,TRUE,With Disability,disability,NA,NA,NA,NA,0.37,0.2735,0.4665,Weak
2021,12,32275,Florida,Homestead city,TRUE,Without Disability,disability,0.7647,0.6795,0.8498,Weak,0.8086,0.7888,0.8283,Weak
2021,12,35000,Florida,Jacksonville city,TRUE,All,all,0.8807,0.85,0.9114,Weak,0.7977,0.7894,0.8059,Weak
2021,12,35000,Florida,Jacksonville city,TRUE,With Disability,disability,0.7487,0.6069,0.8906,Weak,0.4382,0.4035,0.4728,Weak
2021,12,35000,Florida,Jacksonville city,TRUE,Without Disability,disability,0.8878,0.8577,0.9179,Weak,0.8327,0.8246,0.8409,Weak
2021,12,36950,Florida,Kissimmee city,TRUE,All,all,0.8629,0.799,0.9267,Marginal,0.7761,0.7504,0.8018,Marginal
2021,12,36950,Florida,Kissimmee city,TRUE,With Disability,disability,NA,NA,NA,NA,0.4528,0.3765,0.5291,Marginal
2021,12,36950,Florida,Kissimmee city,TRUE,Without Disability,disability,0.8753,0.8153,0.9352,Marginal,0.8125,0.7874,0.8376,Marginal
2021,12,38250,Florida,Lakeland city,TRUE,All,all,0.8946,0.8519,0.9373,Marginal,0.7609,0.7425,0.7793,Marginal
2021,12,38250,Florida,Lakeland city,TRUE,With Disability,disability,NA,NA,NA,NA,0.3775,0.3172,0.4379,Marginal
2021,12,38250,Florida,Lakeland city,TRUE,Without Disability,disability,0.9,0.8579,0.9422,Marginal,0.8097,0.7928,0.8265,Marginal
2021,12,39425,Florida,Largo city,TRUE,All,all,0.8883,0.8093,0.9673,Marginal,0.8161,0.7947,0.8376,Marginal
2021,12,39425,Florida,Largo city,TRUE,With Disability,disability,NA,NA,NA,NA,0.5883,0.5056,0.6711,Marginal
2021,12,39425,Florida,Largo city,TRUE,Without Disability,disability,0.8875,0.8037,0.9713,Marginal,0.8429,0.8209,0.865,Marginal
2021,12,43975,Florida,Melbourne city,TRUE,All,all,0.9223,0.8658,0.9789,Marginal,0.7802,0.758,0.8025,Marginal
2021,12,43975,Florida,Melbourne city,TRUE,With Disability,disability,NA,NA,NA,NA,0.4249,0.3283,0.5215,Marginal
2021,12,43975,Florida,Melbourne city,TRUE,Without Disability,disability,0.9295,0.8723,0.9867,Marginal,0.8175,0.7963,0.8387,Marginal
2021,12,45000,Florida,Miami city,TRUE,All,all,0.8627,0.8177,0.9077,Marginal,0.8039,0.7922,0.8156,Marginal
2021,12,45000,Florida,Miami city,TRUE,With Disability,disability,NA,NA,NA,NA,0.3953,0.3259,0.4648,Marginal
2021,12,45000,Florida,Miami city,TRUE,Without Disability,disability,0.8759,0.8318,0.92,Marginal,0.8274,0.8156,0.8392,Marginal
2021,12,45025,Florida,Miami Beach city,TRUE,All,all,0.864,0.7111,1,Marginal,0.8156,0.7965,0.8347,Marginal
2021,12,45025,Florida,Miami Beach city,TRUE,With Disability,disability,NA,NA,NA,NA,0.4656,0.3474,0.5838,Marginal
2021,12,45025,Florida,Miami Beach city,TRUE,Without Disability,disability,0.8675,0.7135,1,Marginal,0.8269,0.8082,0.8455,Marginal
2021,12,45060,Florida,Miami Gardens city,TRUE,All,all,0.9203,0.8811,0.9596,Marginal,0.763,0.7391,0.7868,Marginal
2021,12,45060,Florida,Miami Gardens city,TRUE,With Disability,disability,NA,NA,NA,NA,0.352,0.2429,0.461,Marginal
2021,12,45060,Florida,Miami Gardens city,TRUE,Without Disability,disability,0.9209,0.8807,0.9612,Marginal,0.7959,0.773,0.8188,Marginal
2021,12,45975,Florida,Miramar city,TRUE,All,all,0.8811,0.824,0.9383,Marginal,0.8398,0.8228,0.8568,Marginal
2021,12,45975,Florida,Miramar city,TRUE,With Disability,disability,NA,NA,NA,NA,0.4527,0.3495,0.556,Marginal
2021,12,45975,Florida,Miramar city,TRUE,Without Disability,disability,0.8992,0.8487,0.9497,Marginal,0.8568,0.8398,0.8738,Marginal
2021,12,49675,Florida,North Port city,TRUE,All,all,0.7855,0.6682,0.9028,Weak,0.8347,0.8055,0.8638,Weak
2021,12,49675,Florida,North Port city,TRUE,With Disability,disability,NA,NA,NA,NA,0.4596,0.3443,0.5749,Weak
2021,12,49675,Florida,North Port city,TRUE,Without Disability,disability,NA,NA,NA,NA,0.8702,0.8436,0.8969,Weak
2021,12,53000,Florida,Orlando city,TRUE,All,all,0.8366,0.7865,0.8867,Weak,0.8122,0.8021,0.8223,Weak
2021,12,53000,Florida,Orlando city,TRUE,With Disability,disability,NA,NA,NA,NA,0.466,0.4176,0.5145,Weak
2021,12,53000,Florida,Orlando city,TRUE,Without Disability,disability,0.8577,0.8143,0.901,Weak,0.8433,0.8332,0.8534,Weak
2021,12,54000,Florida,Palm Bay city,TRUE,All,all,0.8261,0.7275,0.9247,Strong,0.752,0.7235,0.7804,Strong
2021,12,54000,Florida,Palm Bay city,TRUE,With Disability,disability,NA,NA,NA,NA,0.3592,0.2654,0.453,Strong
2021,12,54000,Florida,Palm Bay city,TRUE,Without Disability,disability,0.8855,0.8082,0.9627,Strong,0.7982,0.7716,0.8247,Strong
2021,12,54200,Florida,Palm Coast city,TRUE,All,all,0.8162,0.7117,0.9207,Marginal,0.7704,0.7432,0.7976,Marginal
2021,12,54200,Florida,Palm Coast city,TRUE,With Disability,disability,NA,NA,NA,NA,0.3593,0.2624,0.4561,Marginal
2021,12,54200,Florida,Palm Coast city,TRUE,Without Disability,disability,0.8259,0.7179,0.9339,Marginal,0.811,0.7847,0.8372,Marginal
2021,12,55775,Florida,Pembroke Pines city,TRUE,All,all,0.9404,0.9074,0.9734,Marginal,0.8271,0.8151,0.8391,Marginal
2021,12,55775,Florida,Pembroke Pines city,TRUE,With Disability,disability,NA,NA,NA,NA,0.4539,0.3771,0.5308,Marginal
2021,12,55775,Florida,Pembroke Pines city,TRUE,Without Disability,disability,0.955,0.9292,0.9807,Marginal,0.844,0.8318,0.8562,Marginal
2021,12,57425,Florida,Plantation city,TRUE,All,all,0.9008,0.8329,0.9687,Marginal,0.8291,0.811,0.8473,Marginal
2021,12,57425,Florida,Plantation city,TRUE,With Disability,disability,NA,NA,NA,NA,0.4755,0.3742,0.5769,Marginal
2021,12,57425,Florida,Plantation city,TRUE,Without Disability,disability,0.9183,0.8472,0.9894,Marginal,0.8512,0.8344,0.868,Marginal
2021,12,58050,Florida,Pompano Beach city,TRUE,All,all,0.798,0.6991,0.897,Marginal,0.8108,0.7885,0.833,Marginal
2021,12,58050,Florida,Pompano Beach city,TRUE,With Disability,disability,NA,NA,NA,NA,0.5308,0.4289,0.6326,Marginal
2021,12,58050,Florida,Pompano Beach city,TRUE,Without Disability,disability,0.8251,0.7349,0.9152,Marginal,0.8287,0.8058,0.8515,Marginal
2021,12,58715,Florida,Port St. Lucie city,TRUE,All,all,0.9014,0.8291,0.9738,Strong,0.8143,0.7934,0.8352,Strong
2021,12,58715,Florida,Port St. Lucie city,TRUE,With Disability,disability,NA,NA,NA,NA,0.4864,0.3867,0.5861,Strong
2021,12,58715,Florida,Port St. Lucie city,TRUE,Without Disability,disability,0.8986,0.8241,0.973,Strong,0.8464,0.8253,0.8675,Strong
2021,12,63000,Florida,St. Petersburg city,TRUE,All,all,0.8869,0.8323,0.9414,Weak,0.8321,0.8195,0.8447,Weak
2021,12,63000,Florida,St. Petersburg city,TRUE,With Disability,disability,NA,NA,NA,NA,0.5232,0.4605,0.5859,Weak
2021,12,63000,Florida,St. Petersburg city,TRUE,Without Disability,disability,0.8999,0.8465,0.9532,Weak,0.8585,0.8457,0.8712,Weak
2021,12,69700,Florida,Sunrise city,TRUE,All,all,0.9074,0.8446,0.9702,Marginal,0.8279,0.8105,0.8452,Marginal
2021,12,69700,Florida,Sunrise city,TRUE,With Disability,disability,NA,NA,NA,NA,0.4773,0.3797,0.575,Marginal
2021,12,69700,Florida,Sunrise city,TRUE,Without Disability,disability,0.9239,0.858,0.9897,Marginal,0.8494,0.8333,0.8655,Marginal
2021,12,70600,Florida,Tallahassee city,TRUE,All,all,0.933,0.9052,0.9607,Strong,0.8297,0.8145,0.845,Strong
2021,12,70600,Florida,Tallahassee city,TRUE,With Disability,disability,0.7315,0.5437,0.9194,Strong,0.4814,0.4058,0.557,Strong
2021,12,70600,Florida,Tallahassee city,TRUE,Without Disability,disability,0.9517,0.928,0.9754,Strong,0.8626,0.8468,0.8784,Strong
2021,12,71000,Florida,Tampa city,TRUE,All,all,0.8979,0.8676,0.9282,Marginal,0.8079,0.7967,0.8191,Marginal
2021,12,71000,Florida,Tampa city,TRUE,With Disability,disability,0.6223,0.4357,0.8089,Marginal,0.4253,0.3792,0.4714,Marginal
2021,12,71000,Florida,Tampa city,TRUE,Without Disability,disability,0.9165,0.8854,0.9475,Marginal,0.8411,0.831,0.8513,Marginal
2021,12,76600,Florida,West Palm Beach city,TRUE,All,all,0.7989,0.7165,0.8813,Marginal,0.7897,0.7718,0.8076,Marginal
2021,12,76600,Florida,West Palm Beach city,TRUE,With Disability,disability,NA,NA,NA,NA,0.3975,0.3187,0.4763,Marginal
2021,12,76600,Florida,West Palm Beach city,TRUE,Without Disability,disability,0.7978,0.7141,0.8815,Marginal,0.8204,0.8013,0.8395,Marginal
2021,13,03440,Georgia,Athens-Clarke County unified government (balance),TRUE,All,all,0.9934,0.9862,1,Marginal,0.7851,0.7634,0.8067,Marginal
2021,13,03440,Georgia,Athens-Clarke County unified government (balance),TRUE,With Disability,disability,0.9671,0.9096,1,Marginal,0.5004,0.4058,0.5951,Marginal
2021,13,03440,Georgia,Athens-Clarke County unified government (balance),TRUE,Without Disability,disability,0.9954,0.9889,1,Marginal,0.8153,0.793,0.8377,Marginal
2021,13,04000,Georgia,Atlanta city,TRUE,All,all,0.9409,0.9197,0.9622,Weak,0.8287,0.815,0.8423,Weak
2021,13,04000,Georgia,Atlanta city,TRUE,With Disability,disability,NA,NA,NA,NA,0.5001,0.4455,0.5547,Weak
2021,13,04000,Georgia,Atlanta city,TRUE,Without Disability,disability,0.9452,0.9237,0.9667,Weak,0.8548,0.841,0.8685,Weak
2021,13,04204,Georgia,Augusta-Richmond County consolidated government (balance),TRUE,All,all,0.8482,0.7632,0.9333,Strong,0.7343,0.7127,0.756,Strong
2021,13,04204,Georgia,Augusta-Richmond County consolidated government (balance),TRUE,With Disability,disability,NA,NA,NA,NA,0.4607,0.3999,0.5215,Strong
2021,13,04204,Georgia,Augusta-Richmond County consolidated government (balance),TRUE,Without Disability,disability,0.8397,0.7488,0.9306,Strong,0.7833,0.7601,0.8065,Strong
2021,13,19000,Georgia,Columbus city,TRUE,All,all,0.9306,0.9011,0.9602,Weak,0.7335,0.7159,0.751,Weak
2021,13,19000,Georgia,Columbus city,TRUE,With Disability,disability,0.7915,0.6396,0.9434,Weak,0.4124,0.3561,0.4687,Weak
2021,13,19000,Georgia,Columbus city,TRUE,Without Disability,disability,0.9481,0.9213,0.9748,Weak,0.7832,0.7638,0.8026,Weak
2021,13,42425,Georgia,Johns Creek city,TRUE,All,all,0.9158,0.8565,0.9751,Marginal,0.8021,0.7794,0.8247,Marginal
2021,13,42425,Georgia,Johns Creek city,TRUE,With Disability,disability,NA,NA,NA,NA,0.5779,0.3974,0.7584,Marginal
2021,13,42425,Georgia,Johns Creek city,TRUE,Without Disability,disability,0.9401,0.8818,0.9984,Marginal,0.811,0.7873,0.8348,Marginal
2021,13,49008,Georgia,Macon-Bibb County,TRUE,All,all,0.8902,0.8311,0.9492,Strong,0.7247,0.7002,0.7492,Strong
2021,13,49008,Georgia,Macon-Bibb County,TRUE,With Disability,disability,NA,NA,NA,NA,0.3308,0.2654,0.3963,Strong
2021,13,49008,Georgia,Macon-Bibb County,TRUE,Without Disability,disability,0.9222,0.8773,0.967,Strong,0.7858,0.7608,0.8107,Strong
2021,13,67284,Georgia,Roswell city,TRUE,All,all,0.8882,0.8005,0.9758,Marginal,0.828,0.8076,0.8483,Marginal
2021,13,67284,Georgia,Roswell city,TRUE,With Disability,disability,NA,NA,NA,NA,0.6374,0.5181,0.7567,Marginal
2021,13,67284,Georgia,Roswell city,TRUE,Without Disability,disability,0.9659,0.9298,1,Marginal,0.8381,0.8175,0.8588,Marginal
2021,13,68516,Georgia,Sandy Springs city,TRUE,All,all,0.9503,0.8655,1,Strong,0.8569,0.8372,0.8767,Strong
2021,13,68516,Georgia,Sandy Springs city,TRUE,With Disability,disability,NA,NA,NA,NA,0.7652,0.6387,0.8918,Strong
2021,13,68516,Georgia,Sandy Springs city,TRUE,Without Disability,disability,0.9479,0.8588,1,Strong,0.8597,0.8393,0.8801,Strong
2021,13,69000,Georgia,Savannah city,TRUE,All,all,0.8746,0.7857,0.9635,Weak,0.7934,0.7765,0.8102,Weak
2021,13,69000,Georgia,Savannah city,TRUE,With Disability,disability,0.5918,0.2326,0.9509,Weak,0.4548,0.3989,0.5106,Weak
2021,13,69000,Georgia,Savannah city,TRUE,Without Disability,disability,0.9289,0.8846,0.9733,Weak,0.8319,0.8153,0.8485,Weak
2021,13,72122,Georgia,South Fulton city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2021,13,72122,Georgia,South Fulton city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2021,13,72122,Georgia,South Fulton city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2021,13,80508,Georgia,Warner Robins city,TRUE,All,all,0.9472,0.8943,1,Marginal,0.8058,0.7827,0.8289,Marginal
2021,13,80508,Georgia,Warner Robins city,TRUE,With Disability,disability,NA,NA,NA,NA,0.4836,0.3999,0.5673,Marginal
2021,13,80508,Georgia,Warner Robins city,TRUE,Without Disability,disability,0.964,0.9182,1,Marginal,0.841,0.8158,0.8662,Marginal
2021,15,71550,Hawaii,Urban Honolulu CDP,TRUE,All,all,0.9344,0.8964,0.9723,Strong,0.8229,0.8121,0.8337,Strong
2021,15,71550,Hawaii,Urban Honolulu CDP,TRUE,With Disability,disability,NA,NA,NA,NA,0.5261,0.4579,0.5943,Strong
2021,15,71550,Hawaii,Urban Honolulu CDP,TRUE,Without Disability,disability,0.9352,0.8969,0.9734,Strong,0.8415,0.8306,0.8525,Strong
2021,16,08830,Idaho,Boise City city,TRUE,All,all,0.912,0.8613,0.9627,Marginal,0.8346,0.8211,0.8481,Marginal
2021,16,08830,Idaho,Boise City city,TRUE,With Disability,disability,NA,NA,NA,NA,0.5126,0.4533,0.5719,Marginal
2021,16,08830,Idaho,Boise City city,TRUE,Without Disability,disability,0.9322,0.8882,0.9761,Marginal,0.8614,0.848,0.8748,Marginal
2021,16,52120,Idaho,Meridian city,TRUE,All,all,0.9074,0.86,0.9547,Weak,0.8283,0.8114,0.8452,Weak
2021,16,52120,Idaho,Meridian city,TRUE,With Disability,disability,NA,NA,NA,NA,0.5399,0.47,0.6098,Weak
2021,16,52120,Idaho,Meridian city,TRUE,Without Disability,disability,0.9216,0.8756,0.9676,Weak,0.8594,0.8437,0.8751,Weak
2021,16,56260,Idaho,Nampa city,TRUE,All,all,0.9157,0.871,0.9604,Marginal,0.8034,0.7826,0.8242,Marginal
2021,16,56260,Idaho,Nampa city,TRUE,With Disability,disability,NA,NA,NA,NA,0.5384,0.4621,0.6147,Marginal
2021,16,56260,Idaho,Nampa city,TRUE,Without Disability,disability,0.9329,0.893,0.9727,Marginal,0.8362,0.8172,0.8553,Marginal
2021,17,02154,Illinois,Arlington Heights village,TRUE,All,all,0.9437,0.898,0.9894,Weak,0.8492,0.8356,0.8628,Weak
2021,17,02154,Illinois,Arlington Heights village,TRUE,With Disability,disability,NA,NA,NA,NA,0.5414,0.458,0.6248,Weak
2021,17,02154,Illinois,Arlington Heights village,TRUE,Without Disability,disability,0.9419,0.8949,0.9888,Weak,0.8649,0.8517,0.8781,Weak
2021,17,03012,Illinois,Aurora city,TRUE,All,all,0.8982,0.8501,0.9462,Marginal,0.8188,0.8049,0.8326,Marginal
2021,17,03012,Illinois,Aurora city,TRUE,With Disability,disability,NA,NA,NA,NA,0.5054,0.4392,0.5716,Marginal
2021,17,03012,Illinois,Aurora city,TRUE,Without Disability,disability,0.9056,0.8518,0.9593,Marginal,0.8371,0.8235,0.8508,Marginal
2021,17,06613,Illinois,Bloomington city,TRUE,All,all,0.9609,0.9372,0.9846,Marginal,0.8387,0.8217,0.8557,Marginal
2021,17,06613,Illinois,Bloomington city,TRUE,With Disability,disability,NA,NA,NA,NA,0.4808,0.3848,0.5767,Marginal
2021,17,06613,Illinois,Bloomington city,TRUE,Without Disability,disability,0.9823,0.9684,0.9961,Marginal,0.8586,0.8418,0.8754,Marginal
2021,17,12385,Illinois,Champaign city,TRUE,All,all,0.9674,0.9428,0.9921,Weak,0.8234,0.8048,0.842,Weak
2021,17,12385,Illinois,Champaign city,TRUE,With Disability,disability,NA,NA,NA,NA,0.5485,0.4635,0.6334,Weak
2021,17,12385,Illinois,Champaign city,TRUE,Without Disability,disability,0.97,0.9448,0.9952,Weak,0.842,0.8232,0.8607,Weak
2021,17,14000,Illinois,Chicago city,TRUE,All,all,0.8963,0.8774,0.9153,Strong,0.7969,0.7922,0.8016,Strong
2021,17,14000,Illinois,Chicago city,TRUE,With Disability,disability,0.7998,0.7081,0.8914,Strong,0.433,0.4102,0.4558,Strong
2021,17,14000,Illinois,Chicago city,TRUE,Without Disability,disability,0.9017,0.8824,0.9209,Strong,0.8229,0.8183,0.8275,Strong
2021,17,14351,Illinois,Cicero town,TRUE,All,all,0.9139,0.8572,0.9706,Marginal,0.8204,0.802,0.8387,Marginal
2021,17,14351,Illinois,Cicero town,TRUE,With Disability,disability,NA,NA,NA,NA,0.5085,0.4009,0.6161,Marginal
2021,17,14351,Illinois,Cicero town,TRUE,Without Disability,disability,0.9281,0.8704,0.9858,Marginal,0.8353,0.8173,0.8534,Marginal
2021,17,23074,Illinois,Elgin city,TRUE,All,all,0.895,0.8356,0.9544,Marginal,0.8255,0.8104,0.8407,Marginal
2021,17,23074,Illinois,Elgin city,TRUE,With Disability,disability,NA,NA,NA,NA,0.4667,0.3764,0.5571,Marginal
2021,17,23074,Illinois,Elgin city,TRUE,Without Disability,disability,0.9206,0.8722,0.969,Marginal,0.8441,0.8301,0.8582,Marginal
2021,17,24582,Illinois,Evanston city,TRUE,All,all,0.9698,0.945,0.9946,Marginal,0.8134,0.7929,0.8339,Marginal
2021,17,24582,Illinois,Evanston city,TRUE,With Disability,disability,NA,NA,NA,NA,0.5386,0.432,0.6452,Marginal
2021,17,24582,Illinois,Evanston city,TRUE,Without Disability,disability,0.9734,0.9484,0.9984,Marginal,0.8278,0.8082,0.8475,Marginal
2021,17,38570,Illinois,Joliet city,TRUE,All,all,0.8964,0.85,0.9429,Marginal,0.8117,0.7957,0.8276,Marginal
2021,17,38570,Illinois,Joliet city,TRUE,With Disability,disability,NA,NA,NA,NA,0.4813,0.4098,0.5528,Marginal
2021,17,38570,Illinois,Joliet city,TRUE,Without Disability,disability,0.9011,0.8519,0.9503,Marginal,0.8374,0.8234,0.8513,Marginal
2021,17,51622,Illinois,Naperville city,TRUE,All,all,0.9504,0.922,0.9788,Marginal,0.8334,0.8224,0.8444,Marginal
2021,17,51622,Illinois,Naperville city,TRUE,With Disability,disability,NA,NA,NA,NA,0.5563,0.4873,0.6253,Marginal
2021,17,51622,Illinois,Naperville city,TRUE,Without Disability,disability,0.9576,0.9311,0.9841,Marginal,0.8459,0.8344,0.8574,Marginal
2021,17,59000,Illinois,Peoria city,TRUE,All,all,0.8977,0.858,0.9373,Weak,0.786,0.7679,0.8041,Weak
2021,17,59000,Illinois,Peoria city,TRUE,With Disability,disability,NA,NA,NA,NA,0.4418,0.3579,0.5257,Weak
2021,17,59000,Illinois,Peoria city,TRUE,Without Disability,disability,0.9431,0.9067,0.9795,Weak,0.8165,0.7989,0.8342,Weak
2021,17,65000,Illinois,Rockford city,TRUE,All,all,0.7757,0.6967,0.8546,Weak,0.7416,0.7224,0.7608,Weak
2021,17,65000,Illinois,Rockford city,TRUE,With Disability,disability,NA,NA,NA,NA,0.4008,0.3414,0.4602,Weak
2021,17,65000,Illinois,Rockford city,TRUE,Without Disability,disability,0.779,0.6979,0.8601,Weak,0.7815,0.7628,0.8002,Weak
2021,17,68003,Illinois,Schaumburg village,TRUE,All,all,0.9715,0.9305,1,Marginal,0.8464,0.8259,0.867,Marginal
2021,17,68003,Illinois,Schaumburg village,TRUE,With Disability,disability,NA,NA,NA,NA,0.5808,0.4687,0.6929,Marginal
2021,17,68003,Illinois,Schaumburg village,TRUE,Without Disability,disability,0.9727,0.9301,1,Marginal,0.8575,0.8371,0.8779,Marginal
2021,17,72000,Illinois,Springfield city,TRUE,All,all,0.8632,0.7924,0.934,Marginal,0.8048,0.7844,0.8253,Marginal
2021,17,72000,Illinois,Springfield city,TRUE,With Disability,disability,NA,NA,NA,NA,0.4167,0.3495,0.4838,Marginal
2021,17,72000,Illinois,Springfield city,TRUE,Without Disability,disability,0.9002,0.8278,0.9727,Marginal,0.8491,0.8299,0.8682,Marginal
2021,17,79293,Illinois,Waukegan city,TRUE,All,all,0.8612,0.7993,0.9232,Marginal,0.778,0.7571,0.7989,Marginal
2021,17,79293,Illinois,Waukegan city,TRUE,With Disability,disability,NA,NA,NA,NA,0.4978,0.408,0.5877,Marginal
2021,17,79293,Illinois,Waukegan city,TRUE,Without Disability,disability,0.8788,0.8201,0.9376,Marginal,0.8024,0.7807,0.8242,Marginal
2021,18,05860,Indiana,Bloomington city,TRUE,All,all,0.9741,0.9538,0.9945,Marginal,0.8139,0.7918,0.836,Marginal
2021,18,05860,Indiana,Bloomington city,TRUE,With Disability,disability,NA,NA,NA,NA,0.5335,0.4419,0.6252,Marginal
2021,18,05860,Indiana,Bloomington city,TRUE,Without Disability,disability,0.9856,0.9733,0.9979,Marginal,0.8448,0.8208,0.8687,Marginal
2021,18,10342,Indiana,Carmel city,TRUE,All,all,0.9097,0.8254,0.994,Marginal,0.8664,0.8473,0.8854,Marginal
2021,18,10342,Indiana,Carmel city,TRUE,With Disability,disability,NA,NA,NA,NA,0.7829,0.6888,0.877,Marginal
2021,18,10342,Indiana,Carmel city,TRUE,Without Disability,disability,0.9222,0.8342,1,Marginal,0.8695,0.8498,0.8892,Marginal
2021,18,22000,Indiana,Evansville city,TRUE,All,all,0.9017,0.8589,0.9445,Weak,0.8084,0.7899,0.8268,Weak
2021,18,22000,Indiana,Evansville city,TRUE,With Disability,disability,NA,NA,NA,NA,0.4173,0.3377,0.497,Weak
2021,18,22000,Indiana,Evansville city,TRUE,Without Disability,disability,0.9354,0.8974,0.9734,Weak,0.8578,0.8408,0.8748,Weak
2021,18,23278,Indiana,Fishers city,TRUE,All,all,0.9328,0.8936,0.972,Marginal,0.8539,0.8374,0.8705,Marginal
2021,18,23278,Indiana,Fishers city,TRUE,With Disability,disability,NA,NA,NA,NA,0.6236,0.4912,0.756,Marginal
2021,18,23278,Indiana,Fishers city,TRUE,Without Disability,disability,0.9377,0.8956,0.9798,Marginal,0.8652,0.849,0.8813,Marginal
2021,18,25000,Indiana,Fort Wayne city,TRUE,All,all,0.8631,0.8189,0.9074,Strong,0.7932,0.779,0.8074,Strong
2021,18,25000,Indiana,Fort Wayne city,TRUE,With Disability,disability,NA,NA,NA,NA,0.4238,0.3738,0.4739,Strong
2021,18,25000,Indiana,Fort Wayne city,TRUE,Without Disability,disability,0.8886,0.842,0.9351,Strong,0.8407,0.8271,0.8543,Strong
2021,18,31000,Indiana,Hammond city,TRUE,All,all,0.9524,0.9202,0.9847,Weak,0.7144,0.6837,0.7452,Weak
2021,18,31000,Indiana,Hammond city,TRUE,With Disability,disability,NA,NA,NA,NA,0.3547,0.2683,0.441,Weak
2021,18,31000,Indiana,Hammond city,TRUE,Without Disability,disability,0.9493,0.9146,0.984,Weak,0.7624,0.7326,0.7921,Weak
2021,18,36003,Indiana,Indianapolis city (balance),TRUE,All,all,0.8732,0.843,0.9034,Strong,0.7915,0.7823,0.8007,Strong
2021,18,36003,Indiana,Indianapolis city (balance),TRUE,With Disability,disability,0.7582,0.6221,0.8944,Strong,0.4726,0.4326,0.5127,Strong
2021,18,36003,Indiana,Indianapolis city (balance),TRUE,Without Disability,disability,0.8828,0.8534,0.9123,Strong,0.8282,0.8184,0.8381,Strong
2021,18,71000,Indiana,South Bend city,TRUE,All,all,0.9389,0.9055,0.9724,Weak,0.7903,0.7698,0.8108,Weak
2021,18,71000,Indiana,South Bend city,TRUE,With Disability,disability,NA,NA,NA,NA,0.4217,0.353,0.4904,Weak
