year,state,place,state_name,place_name,in_universe,subgroup,subgroup_type,pctl_income_20,pctl_income_20_lb,pctl_income_20_ub,pctl_income_20_quality,pctl_income_50,pctl_income_50_lb,pctl_income_50_ub,pctl_income_50_quality,pctl_income_80,pctl_income_80_lb,pctl_income_80_ub,pctl_income_80_quality,count_homeless,count_homeless_lb,count_homeless_ub,share_homeless,count_homeless_quality,share_homeless_quality,share_poverty_exposure,share_poverty_exposure_quality,rate_juv_arrest,rate_juv_arrest_quality,share_in_preschool,share_in_preschool_lb,share_in_preschool_ub,share_in_preschool_quality,rate_learning,rate_learning_lb,rate_learning_ub,rate_learning_quality,share_hs_degree,share_hs_degree_lb,share_hs_degree_ub,share_hs_degree_quality,share_digital_access,share_digital_access_quality,share_employed,share_employed_lb,share_employed_ub,share_employed_quality
2021,01,35896,Alabama,Hoover city,TRUE,White,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,344.8,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,35896,Alabama,Hoover city,TRUE,"White, Non-Hispanic",race-ethnicity,47977,45249,50094,Weak,106151,102771,109762,Weak,209510,200374,218425,Weak,8,8,8,0.0011,Weak,Weak,0,Marginal,NA,NA,0.644,0.5788,0.7092,Weak,NA,NA,NA,NA,0.9493,0.913,0.9855,Weak,0.7955,Weak,0.8236,0.809,0.8382,Weak
2021,01,35896,Alabama,Hoover city,TRUE,Other Races and Ethnicities,race-ethnicity,42685,27274,59635,Weak,92809,82281,123970,Weak,201805,179545,265325,Weak,3,3,3,0.0017,Weak,Weak,0,Weak,0,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8075,Weak,0.8103,0.7577,0.8628,Weak
2021,01,35896,Alabama,Hoover city,TRUE,Hispanic,race-ethnicity,33472,21099,38679,Weak,74186,57398,86584,Weak,155051,130045,170890,Weak,NA,NA,NA,NA,NA,NA,0,Weak,414.1,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6491,Weak,0.7947,0.7442,0.8453,Weak
2021,01,37000,Alabama,Huntsville city,TRUE,All,all,30125,27318,31709,Weak,73175,70486,76362,Weak,158929,154194,165149,Weak,388,388,388,0.0089,Strong,Strong,0.2132,Strong,508.3,Marginal,0.4483,0.3668,0.5297,Weak,NA,NA,NA,NA,0.9154,0.8699,0.9609,Weak,0.7396,Weak,0.7945,0.7768,0.8122,Weak
2021,01,37000,Alabama,Huntsville city,TRUE,Black,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.294,Strong,1299.6,Marginal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,37000,Alabama,Huntsville city,TRUE,"Black, Non-Hispanic",race-ethnicity,15191,13140,17891,Weak,41416,37976,45561,Weak,91956,84205,101268,Weak,180,180,180,0.0125,Strong,Strong,NA,NA,NA,NA,0.4234,0.2258,0.6209,Weak,NA,NA,NA,NA,0.9303,0.8438,1,Weak,0.6122,Weak,0.7551,0.7054,0.8047,Weak
2021,01,37000,Alabama,Huntsville city,TRUE,White,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.6,Marginal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,37000,Alabama,Huntsville city,TRUE,"White, Non-Hispanic",race-ethnicity,38828,35781,41935,Weak,90657,86223,93907,Weak,181529,171960,188704,Weak,116,116,116,0.0055,Strong,Strong,0.0938,Strong,NA,NA,0.4846,0.3805,0.5887,Weak,NA,NA,NA,NA,0.9074,0.8478,0.967,Weak,0.795,Weak,0.8181,0.7998,0.8364,Weak
2021,01,37000,Alabama,Huntsville city,TRUE,Other Races and Ethnicities,race-ethnicity,30489,27432,40910,Weak,84760,74382,98517,Weak,158057,146348,188435,Weak,26,26,26,0.0076,Strong,Strong,0.1597,Marginal,0,Marginal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7792,Weak,0.7399,0.6853,0.7944,Weak
2021,01,37000,Alabama,Huntsville city,TRUE,Hispanic,race-ethnicity,23172,18728,31646,Weak,47231,40246,62125,Weak,113927,89811,129426,Weak,47,47,47,0.0093,Strong,Strong,0.2533,Marginal,58,Marginal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5582,Weak,0.7627,0.7063,0.8191,Weak
2021,01,50000,Alabama,Mobile city,TRUE,All,all,20455,19322,21519,Weak,52418,50633,55065,Weak,110582,105984,114543,Weak,2336,2335,2337,0.044,Strong,Strong,0.1558,Strong,2400.2,Marginal,0.4934,0.4187,0.5681,Weak,NA,NA,NA,NA,0.926,0.8863,0.9657,Weak,0.5571,Weak,0.7421,0.723,0.7612,Weak
2021,01,50000,Alabama,Mobile city,TRUE,Black,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,Strong,2666.9,Marginal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,50000,Alabama,Mobile city,TRUE,"Black, Non-Hispanic",race-ethnicity,15823,14391,17721,Weak,40122,37811,42711,Weak,83060,78349,88856,Weak,1353,1352,1354,0.0507,Strong,Strong,NA,NA,NA,NA,0.4945,0.3835,0.6056,Weak,NA,NA,NA,NA,0.9214,0.8729,0.9699,Weak,0.4427,Weak,0.6872,0.6547,0.7196,Weak
2021,01,50000,Alabama,Mobile city,TRUE,White,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1496.5,Marginal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,50000,Alabama,Mobile city,TRUE,"White, Non-Hispanic",race-ethnicity,30977,27698,33660,Weak,71345,66944,75067,Weak,141932,132080,148840,Weak,683,683,683,0.0353,Strong,Strong,0.0173,Strong,NA,NA,0.5218,0.4009,0.6427,Weak,NA,NA,NA,NA,0.9283,0.8591,0.9976,Weak,0.6748,Weak,0.7945,0.7658,0.8231,Weak
2021,01,50000,Alabama,Mobile city,TRUE,Other Races and Ethnicities,race-ethnicity,29289,11777,38644,Weak,60979,55786,73886,Weak,112813,90598,137161,Weak,126,125,127,0.034,Strong,Strong,0.0667,Marginal,399.2,Marginal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7174,Weak,0.829,0.7541,0.9038,Weak
2021,01,50000,Alabama,Mobile city,TRUE,Hispanic,race-ethnicity,23782,8058,36203,Weak,49616,40507,67076,Weak,117771,78610,176520,Weak,175,175,175,0.0602,Strong,Strong,0.0054,Weak,1213.6,Marginal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4256,Weak,0.8316,0.73740000000000006,0.9258,Weak
2021,01,51000,Alabama,Montgomery city,TRUE,All,all,23038,21199,24721,Weak,59536,56948,62125,Weak,120747,115168,125954,Weak,266,266,266,0.0097,Strong,Strong,0.2705,Strong,0,Weak,0.3875,0.3069,0.4682,Weak,NA,NA,NA,NA,0.8742,0.825,0.9234,Weak,0.6526,Weak,0.7439,0.724,0.7637,Weak
2021,01,51000,Alabama,Montgomery city,TRUE,Black,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.313,Strong,0,Weak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,51000,Alabama,Montgomery city,TRUE,"Black, Non-Hispanic",race-ethnicity,17561,15854,20276,Weak,47109,43905,49636,Weak,88609,81819,93673,Weak,239,239,239,0.0112,Strong,Strong,NA,NA,NA,NA,0.387,0.2768,0.4971,Weak,NA,NA,NA,NA,0.8747,0.8023,0.9471,Weak,0.5638,Weak,0.7165,0.6828,0.7502,Weak
2021,01,51000,Alabama,Montgomery city,TRUE,White,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Weak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,51000,Alabama,Montgomery city,TRUE,"White, Non-Hispanic",race-ethnicity,36587,33651,41287,Weak,82316,78418,87343,Weak,155350,149088,165666,Weak,10,10,10,0.0053,Strong,Strong,0.0631,Strong,NA,NA,0.4652,0.291,0.6393,Weak,NA,NA,NA,NA,0.9343,0.8631,1,Weak,0.7803,Weak,0.8015,0.7732,0.8298,Weak
2021,01,51000,Alabama,Montgomery city,TRUE,Other Races and Ethnicities,race-ethnicity,26830,20733,41013,Weak,80627,69394,101159,Weak,168254,151902,198353,Weak,11,11,11,0.0072,Strong,Strong,0.1105,Marginal,0,Weak,NA,NA,NA,NA,NA,NA,NA,NA,0.8848,0.7535,1,Weak,0.7246,Weak,0.7448,0.682,0.8076,Weak
2021,01,51000,Alabama,Montgomery city,TRUE,Hispanic,race-ethnicity,29818,20579,33038,Weak,49588,35951,65858,Weak,120493,100788,182574,Weak,6,6,6,0.0023,Strong,Strong,0.2933,Marginal,0,Weak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5423,Weak,0.7037,0.6206,0.7867,Weak
2021,01,77256,Alabama,Tuscaloosa city,TRUE,All,all,19932,17684,23418,Marginal,53457,49182,58442,Marginal,119270,108103,126967,Marginal,295,295,295,0.0098,Strong,Strong,0.2609,Strong,833.2,Marginal,0.4503,0.2779,0.6227,Marginal,NA,NA,NA,NA,0.9776,0.951,1,Marginal,0.6402,Marginal,0.7701,0.7392,0.8011,Marginal
2021,01,77256,Alabama,Tuscaloosa city,TRUE,Black,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1276,Strong,985.8,Marginal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,77256,Alabama,Tuscaloosa city,TRUE,"Black, Non-Hispanic",race-ethnicity,17214,13418,19339,Marginal,39359,36587,45299,Marginal,79911,73175,88609,Marginal,219,219,219,0.0166,Strong,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9301,0.8432,1,Marginal,0.5461,Marginal,0.7235,0.679,0.768,Marginal
2021,01,77256,Alabama,Tuscaloosa city,TRUE,White,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,701.9,Marginal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,77256,Alabama,Tuscaloosa city,TRUE,"White, Non-Hispanic",race-ethnicity,25317,19621,29120,Marginal,70465,61985,77656,Marginal,150007,137606,159764,Marginal,37,37,37,0.0028,Strong,Strong,0.4497,Strong,NA,NA,0.6939,0.5478,0.84,Marginal,NA,NA,NA,NA,0.9963,0.9906,1,Marginal,0.7321,Marginal,0.8169,0.7762,0.8576,Marginal
2021,01,77256,Alabama,Tuscaloosa city,TRUE,Other Races and Ethnicities,race-ethnicity,19587,0,29270,Marginal,42322,29270,65065,Marginal,113433,71268,174798,Marginal,9,9,9,0.0117,Strong,Strong,0.2029,Marginal,0,Marginal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6666,Marginal,0.6958,0.5687,0.8229,Marginal
2021,01,77256,Alabama,Tuscaloosa city,TRUE,Hispanic,race-ethnicity,30380,3170,58242,Marginal,77656,59241,91738,Marginal,95416,84882,230744,Marginal,29,29,29,0.0102,Strong,Strong,0.0947,Weak,211,Marginal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4264,Marginal,0.8389,0.7523,0.9255,Marginal
2021,02,03000,Alaska,Anchorage municipality,TRUE,All,all,49571,46365,54359,Marginal,102151,98279,106862,Marginal,191034,183801,198612,Marginal,1690,1690,1690,0.0387,Strong,Strong,0.089,Strong,0,Weak,0.3245,0.246,0.4031,Marginal,NA,NA,NA,NA,0.9303,0.8905,0.9701,Marginal,0.7339,Marginal,0.8183,0.8015,0.835,Marginal
2021,02,03000,Alaska,Anchorage municipality,TRUE,Black,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.071,Marginal,0,Weak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,02,03000,Alaska,Anchorage municipality,TRUE,"Black, Non-Hispanic",race-ethnicity,36587,15147,59019,Marginal,77565,71184,95457,Marginal,122230,100005,145130,Marginal,135,135,135,0.0662,Strong,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7734,Marginal,0.7782,0.6857,0.8707,Marginal
2021,02,03000,Alaska,Anchorage municipality,TRUE,White,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Weak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,02,03000,Alaska,Anchorage municipality,TRUE,"White, Non-Hispanic",race-ethnicity,55786,50476,60497,Marginal,114053,107424,120366,Marginal,203802,195644,214687,Marginal,235,235,235,0.0132,Strong,Strong,0.0035,Strong,NA,NA,0.4767,0.3501,0.6032,Marginal,NA,NA,NA,NA,0.9205,0.8618,0.9792,Marginal,0.768,Marginal,0.8503,0.8295,0.8711,Marginal
2021,02,03000,Alaska,Anchorage municipality,TRUE,Other Races and Ethnicities,race-ethnicity,40254,34558,49378,Marginal,91634,86787,104242,Marginal,168513,155699,200459,Marginal,1163,1163,1163,0.0623,Strong,Strong,0.1561,Strong,0,Weak,0.2031,0.0959,0.3104,Marginal,NA,NA,NA,NA,0.9173,0.8413,0.9932,Marginal,0.649,Marginal,0.7679,0.7342,0.8016,Marginal
2021,02,03000,Alaska,Anchorage municipality,TRUE,Hispanic,race-ethnicity,40001,30993,47708,Marginal,79881,66186,94700,Marginal,146965,135826,191143,Marginal,155,155,155,0.0302,Strong,Strong,0.2329,Marginal,0,Weak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6461,Marginal,0.791,0.7294,0.8527,Marginal
2021,04,04720,Arizona,Avondale city,TRUE,All,all,43390,40507,46837,Marginal,85292,80492,91738,Marginal,143805,136545,152666,Marginal,467,467,467,0.0226,Strong,Strong,0,Strong,1967.3,Strong,0.2401,0.1588,0.3215,Marginal,NA,NA,NA,NA,0.9254,0.8741,0.9767,Marginal,0.7307,Marginal,0.7937,0.7704,0.817,Marginal
2021,04,04720,Arizona,Avondale city,TRUE,Black,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Weak,7464.2,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,04,04720,Arizona,Avondale city,TRUE,"Black, Non-Hispanic",race-ethnicity,34513,14634,45571,Marginal,66324,56963,92407,Marginal,145629,111395,188445,Marginal,124,124,124,0.0581,Strong,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6514,Marginal,0.8176,0.7472,0.888,Marginal
2021,04,04720,Arizona,Avondale city,TRUE,White,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2397.2,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,04,04720,Arizona,Avondale city,TRUE,"White, Non-Hispanic",race-ethnicity,46343,41773,51286,Marginal,94462,84639,101268,Marginal,154237,141471,170740,Marginal,47,47,47,0.0106,Strong,Strong,0,Marginal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8152,Marginal,0.8151,0.7846,0.8456,Marginal
2021,04,04720,Arizona,Avondale city,TRUE,Other Races and Ethnicities,race-ethnicity,47708,26661,71609,Marginal,93663,83728,106614,Marginal,151368,122955,181197,Marginal,29,29,29,0.0221,Strong,Strong,0,Marginal,95.6,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7182,Marginal,0.8019,0.7325,0.8713,Marginal
2021,04,04720,Arizona,Avondale city,TRUE,Hispanic,race-ethnicity,41900,37793,47708,Marginal,80492,75951,88892,Marginal,134180,123547,148357,Marginal,255,255,255,0.0199,Strong,Strong,0,Strong,0,Strong,0.23,0.1128,0.3473,Marginal,NA,NA,NA,NA,0.8933,0.8145,0.972,Marginal,0.6703,Marginal,0.7749,0.7391,0.8108,Marginal
2021,04,07940,Arizona,Buckeye city,TRUE,All,all,47109,43798,49960,Marginal,92172,89155,95416,Marginal,156471,151473,162401,Marginal,38,38,38,0.0025,Strong,Strong,0,Marginal,1241.5,Strong,0.2723,0.1871,0.3575,Marginal,NA,NA,NA,NA,0.8563,0.7773,0.9352,Marginal,0.7131,Marginal,0.7929,0.7735,0.8123,Marginal
2021,04,07940,Arizona,Buckeye city,TRUE,Black,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Weak,7400.4,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,04,07940,Arizona,Buckeye city,TRUE,"Black, Non-Hispanic",race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,7,0.0054,Weak,Weak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8059,Marginal,0.8398,0.7681,0.9115,Marginal
2021,04,07940,Arizona,Buckeye city,TRUE,White,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1473.4,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,04,07940,Arizona,Buckeye city,TRUE,"White, Non-Hispanic",race-ethnicity,50002,45734,52442,Marginal,96078,92172,99273,Marginal,164371,155409,177030,Marginal,3,0,6,7e-4,Weak,Weak,0,Marginal,NA,NA,0.367,0.2531,0.481,Marginal,NA,NA,NA,NA,NA,NA,NA,NA,0.7303,Marginal,0.7876,0.7647,0.8106,Marginal
2021,04,07940,Arizona,Buckeye city,TRUE,Other Races and Ethnicities,race-ethnicity,27468,21614,36974,Marginal,77526,55786,93269,Marginal,153071,134895,192025,Marginal,12,10,14,0.0137,Weak,Weak,0,Marginal,23.3,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6804,Marginal,0.6876,0.6196,0.7557,Marginal
2021,04,07940,Arizona,Buckeye city,TRUE,Hispanic,race-ethnicity,45734,37191,53662,Marginal,84682,79406,93187,Marginal,141932,125115,152282,Marginal,10,8,12,0.0011,Weak,Weak,0,Marginal,882.8,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6609,Marginal,0.8151,0.7774,0.8528,Marginal
2021,04,12000,Arizona,Chandler city,TRUE,All,all,47231,44505,49139,Weak,99517,97070,102534,Weak,184156,178302,192749,Weak,527,523,531,0.0108,Strong,Strong,2e-4,Strong,1481.2,Strong,0.4813,0.416,0.5465,Weak,NA,NA,NA,NA,0.92,0.8847,0.9554,Weak,0.8229,Weak,0.8389,0.8278,0.85,Weak
2021,04,12000,Arizona,Chandler city,TRUE,Black,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Marginal,4904.1,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,04,12000,Arizona,Chandler city,TRUE,"Black, Non-Hispanic",race-ethnicity,37344,27849,42937,Weak,74685,59635,88391,Weak,148300,132015,170455,Weak,72,67,77,0.0246,Weak,Weak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7885,Weak,0.8513,0.8043,0.8983,Weak
2021,04,12000,Arizona,Chandler city,TRUE,White,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1740.5,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,04,12000,Arizona,Chandler city,TRUE,"White, Non-Hispanic",race-ethnicity,48923,46117,52564,Weak,102914,99176,106907,Weak,189877,180510,198105,Weak,107,104,110,0.0046,Marginal,Marginal,2e-4,Strong,NA,NA,0.5916,0.4868,0.6964,Weak,NA,NA,NA,NA,0.9364,0.8904,0.9824,Weak,0.8389,Weak,0.8477,0.8324,0.863,Weak
2021,04,12000,Arizona,Chandler city,TRUE,Other Races and Ethnicities,race-ethnicity,58229,52685,64713,Weak,119072,104686,127738,Weak,223146,202536,243915,Weak,71,64,78,0.0084,Weak,Weak,0,Marginal,306.2,Strong,0.4529,0.3112,0.5946,Weak,NA,NA,NA,NA,0.9685,0.9204,1,Weak,0.8631,Weak,0.8187,0.7884,0.8489,Weak
2021,04,12000,Arizona,Chandler city,TRUE,Hispanic,race-ethnicity,39026,29114,44305,Weak,85126,77656,91242,Weak,151902,141593,166978,Weak,280,275,285,0.0197,Strong,Strong,3e-4,Marginal,0,Strong,0.3075,0.1829,0.4321,Weak,NA,NA,NA,NA,0.8615,0.7827,0.9403,Weak,0.7433,Weak,0.829,0.798,0.86,Weak
2021,04,23620,Arizona,Flagstaff city,TRUE,All,all,28294,25885,30489,Weak,74332,70539,78303,Weak,145762,136367,153667,Weak,189,187,191,0.0199,Strong,Strong,0.367,Strong,2725.7,Strong,0.3698,0.2868,0.4528,Weak,NA,NA,NA,NA,0.9744,0.9591,0.9898,Weak,0.6106,Weak,0.7808,0.7592,0.8024,Weak
2021,04,23620,Arizona,Flagstaff city,TRUE,Black,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0738,Weak,9482.8,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,04,23620,Arizona,Flagstaff city,TRUE,"Black, Non-Hispanic",race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,04,23620,Arizona,Flagstaff city,TRUE,White,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2038.2,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,04,23620,Arizona,Flagstaff city,TRUE,"White, Non-Hispanic",race-ethnicity,35781,29270,42937,Weak,83728,79382,89304,Weak,158929,153667,172785,Weak,21,19,23,0.0055,Weak,Weak,0.3382,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9871,0.9711,1,Weak,0.7329,Weak,0.8398,0.8152,0.8643,Weak
2021,04,23620,Arizona,Flagstaff city,TRUE,Other Races and Ethnicities,race-ethnicity,17975,13925,20827,Weak,51771,46584,60979,Weak,109762,101380,120251,Weak,93,91,95,0.0332,Strong,Strong,0.4805,Strong,3394,Strong,0.2773,0.1591,0.3955,Weak,NA,NA,NA,NA,0.9338,0.894,0.9736,Weak,0.3252,Weak,0.6693,0.6332,0.7054,Weak
2021,04,23620,Arizona,Flagstaff city,TRUE,Hispanic,race-ethnicity,30002,21614,38828,Weak,71562,52956,78483,Weak,126450,109490,163207,Weak,66,66,66,0.0235,Strong,Strong,0.2525,Marginal,1469,Strong,NA,NA,NA,NA,NA,NA,NA,NA,0.9814,0.9471,1,Weak,0.6025,Weak,0.8338,0.7639,0.9037,Weak
2021,04,27400,Arizona,Gilbert town,TRUE,All,all,60761,58242,63419,Strong,123445,119270,126580,Strong,203042,197083,209766,Strong,471,471,471,0.0092,Strong,Strong,0,Strong,1319.6,Strong,0.4687,0.4087,0.5287,Strong,NA,NA,NA,NA,0.9247,0.8853,0.964,Strong,0.8726,Strong,0.8284,0.8168,0.84,Strong
2021,04,27400,Arizona,Gilbert town,TRUE,Black,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Weak,4698,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,04,27400,Arizona,Gilbert town,TRUE,"Black, Non-Hispanic",race-ethnicity,42937,24811,51883,Strong,84300,64465,115292,Strong,156203,143124,184869,Strong,86,85,87,0.0421,Strong,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8352,Strong,0.849,0.7825,0.9156,Strong
2021,04,27400,Arizona,Gilbert town,TRUE,White,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1412,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,04,27400,Arizona,Gilbert town,TRUE,"White, Non-Hispanic",race-ethnicity,63213,60497,66007,Strong,126450,122955,129876,Strong,208723,201451,215987,Strong,146,145,147,0.0049,Strong,Strong,0,Strong,NA,NA,0.4666,0.3858,0.5474,Strong,NA,NA,NA,NA,0.9094,0.8551,0.9637,Strong,0.8816,Strong,0.8247,0.8105,0.8389,Strong
2021,04,27400,Arizona,Gilbert town,TRUE,Other Races and Ethnicities,race-ethnicity,61985,49588,70787,Strong,126835,116838,137482,Strong,209014,194633,228060,Strong,39,38,40,0.0068,Marginal,Marginal,0,Marginal,212.9,Strong,0.3301,0.1965,0.4637,Strong,NA,NA,NA,NA,NA,NA,NA,NA,0.8905,Strong,0.8052,0.7703,0.84,Strong
2021,04,27400,Arizona,Gilbert town,TRUE,Hispanic,race-ethnicity,58242,48783,63926,Strong,114940,100426,126835,Strong,177220,167360,207082,Strong,185,184,186,0.0137,Strong,Strong,0,Marginal,1198.2,Strong,0.512,0.3892,0.6348,Strong,NA,NA,NA,NA,0.9546,0.9007,1,Strong,0.8266,Strong,0.8528,0.8266,0.8791,Strong
2021,04,27820,Arizona,Glendale city,TRUE,All,all,30380,28482,32745,Strong,71562,68596,74394,Strong,137568,133583,144307,Strong,1427,1426,1428,0.016,Strong,Strong,0.0333,Strong,NA,NA,0.2224,0.1623,0.2824,Strong,NA,NA,NA,NA,0.8606,0.8133,0.9079,Strong,0.6591,Strong,0.7565,0.7393,0.7738,Strong
2021,04,27820,Arizona,Glendale city,TRUE,Black,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0131,Marginal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
