year,state,place,state_name,place_name,share_in_preschool,share_in_preschool_quality,rate_learning,rate_learning_lb,rate_learning_ub,rate_learning_quality,meps20_black,meps20_black_quality,meps20_hispanic,meps20_hispanic_quality,meps20_white,meps20_white_quality,share_hs_degree,share_hs_degree_quality,share_digital_access,share_digital_access_quality,pctl_income_20,pctl_20_quality,pctl_income_50,pctl_50_quality,pctl_income_80,pctl_80_quality,pctl_income_quality,share_debt_col,share_debt_col_quality,ratio_black_nh_house_value_households,ratio_black_nh_house_value_households_quality,ratio_hispanic_house_value_households,ratio_hispanic_house_value_households_quality,ratio_other_nh_house_value_households,ratio_other_nh_house_value_households_quality,ratio_white_nh_house_value_households,ratio_white_nh_house_value_households_quality,count_homeless,count_homeless_lb,count_homeless_ub,share_homeless,homeless_quality,share_affordable_80_ami,share_affordable_50_ami,share_affordable_30_ami,share_affordable_quality,share_election_turnout,share_election_turnout_quality,share_desc_rep_asian_other,share_desc_rep_black_nonhispanic,share_desc_rep_hispanic,share_desc_rep_white_nonhispanic,share_poverty_exposure,share_poverty_exposure_quality,share_black_nh_exposure,share_black_nh_exposure_quality,share_hispanic_exposure,share_hispanic_exposure_quality,share_other_nh_exposure,share_other_nh_exposure_quality,share_white_nh_exposure,share_white_nh_exposure_quality,index_air_quality,index_air_quality_quality,ratio_high_low_ses_fb_friends,ratio_high_low_ses_fb_friends_quality,count_membership_associations_per_10k,count_membership_associations_per_10k_quality,rate_juv_arrest,rate_juv_arrest_quality,rate_violent_crime,rate_property_crime,rate_crime_quality,share_employed,share_employed_quality
2017,06,22804,California,Escondido city,NA,NA,1.2763628,1.1500866,1.402639,1,0.487524,1,0.65914309,1,0.14181769,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1%:2.4%,3,20.4%:36.5%,3,9.6%:8.2%,3,68.9%:52.9%,3,1089,1089,1089,0.0378624573,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,22804,California,Escondido city,NA,NA,NA,NA,NA,NA,0.50687623,1,0.64889109,1,0.13305204,1,NA,NA,NA,NA,25808.061665846926,1,66226.69888224415,1,133432.2684066223,1,1,NA,NA,1.8%:3.0%,3,22.0%:37.1%,3,12.1%:9.8%,3,64.2%:50.0%,3,1622,1620,1624,0.0628999099,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8089768800198892,1
2019,06,22804,California,Escondido city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7%:2.3%,3,18.4%:36.5%,3,10.2%:8.6%,3,69.7%:52.6%,3,1764,1764,1764,0.0640406609,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,06,22804,California,Escondido city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6505013441044475,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7770113745697897,3,1.3,2,NA,NA,NA,NA,NA,NA,NA
2021,06,22804,California,Escondido city,0.1800281476726859,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.861314088603512,1,0.9274116334198346,1,33650.09646059241,1,82243.61993606757,1,160739.729370117,1,1,NA,NA,1.0%:2.3%,3,15.3%:34.7%,3,15.0%:12.0%,3,68.7%:51.0%,3,NA,NA,NA,NA,NA,1.2480684075152482,0.8552531052723056,0.7813671350756074,1,NA,NA,0.10631722826409935,0.0198226395409494,0.5201825109116961,0.3536776212832551,0,1,0.965190318169178,1,0.4005410489047934,1,0.8756955963169185,1,0.5615539822803228,1,NA,NA,NA,NA,NA,NA,1361.68625256482,1,900.6688985294797,2630.0324214390894,1,0.7569473746139868,1
2014,06,23182,California,Fairfield city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5%:15.2%,3,15.0%:21.3%,3,19.2%:19.6%,3,52.2%:43.9%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,06,23182,California,Fairfield city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7%:14.2%,3,18.5%:24.7%,3,16.8%:18.9%,3,56.0%:42.2%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,23182,California,Fairfield city,NA,NA,1.0864257,0.95173651,1.2211149,1,0.28211212,1,0.37830749,1,0.11962026,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.4%:16.8%,3,9.4%:23.4%,3,22.9%:19.0%,3,47.3%:40.9%,3,723,723,723,0.0261785798,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,06,23182,California,Fairfield city,NA,NA,1.0300581,0.88107246,1.1790439,1,0.36256218,1,0.43510425,1,0.14822912,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5%:15.7%,3,21.8%:21.3%,3,23.9%:21.8%,3,45.8%:41.2%,3,597,597,597,0.0217795782,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,23182,California,Fairfield city,NA,NA,NA,NA,NA,NA,0.30016312,1,0.37743318,1,0.11910322,1,NA,NA,NA,NA,40633.65737641791,1,82412.06395999998,1,154581.45342265625,1,1,NA,NA,13.0%:16.0%,3,17.7%:22.5%,3,22.7%:20.1%,3,46.6%:41.4%,3,573,573,573,0.0209913179,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8295230302738605,1
2019,06,23182,California,Fairfield city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6%:18.4%,3,14.6%:20.6%,3,22.5%:19.7%,3,46.2%:41.4%,3,379,379,379,0.0139800813,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,06,23182,California,Fairfield city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6462976676880537,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8525682105747127,3,2.8,2,NA,NA,NA,NA,NA,NA,NA
2021,06,23182,California,Fairfield city,0.20439954740369676,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8186048704480603,1,0.9321208757945716,1,37420.226891428574,1,92599.20322391303,1,150159.86086885715,1,1,NA,NA,12.4%:15.8%,3,20.9%:24.3%,3,28.5%:24.2%,3,38.3%:35.7%,3,NA,NA,NA,NA,NA,1.1185497400417124,0.8014397103522132,0.8851274781136436,1,NA,NA,0.26167894258904245,0.15608919382504288,0.29258736084485254,0.2896445027410621,0,1,0.8222975068657904,1,0.6278511318334576,1,0.6994223372054387,1,0.6601002522253112,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7577241518578351,1
2014,06,24638,California,Folsom city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2%:2.3%,2,7.4%:7.8%,2,15.5%:12.0%,2,73.8%:77.9%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,06,24638,California,Folsom city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0%:0.2%,3,5.5%:5.2%,2,16.3%:14.6%,2,78.1%:80.0%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,24638,California,Folsom city,NA,NA,1.0547332,0.93887758,1.1705887,1,0,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5%:1.2%,2,7.5%:7.7%,2,15.6%:13.7%,2,76.4%:77.4%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,06,24638,California,Folsom city,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8%:1.3%,2,6.2%:8.0%,2,15.1%:16.2%,2,76.9%:74.4%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,24638,California,Folsom city,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,NA,NA,NA,NA,45918.723514630874,2,98419.88232786888,2,176981.57932340426,2,2,NA,NA,1.3%:0.9%,2,11.4%:10.8%,2,14.9%:16.5%,2,72.4%:71.8%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8137065202717905,2
2019,06,24638,California,Folsom city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7%:1.8%,2,7.3%:7.8%,2,15.9%:15.6%,2,76.1%:74.9%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,06,24638,California,Folsom city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7820150658728335,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.137107338609732,3,5.3,2,NA,NA,NA,NA,NA,NA,NA
2021,06,24638,California,Folsom city,0.3950581395348837,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8802259887005649,3,0.9071728892311964,1,48938.55683516484,2,113072.24498939392,2,202902.32080842103,2,2,NA,NA,1.6%:2.7%,2,7.0%:6.6%,2,17.0%:18.7%,2,74.4%:72.0%,2,NA,NA,NA,NA,NA,1.3722041594768868,1.2648273119733748,0.8359331758246277,2,NA,NA,0.2377747755710155,0.04530245830229416,0.15747275918233355,0.5594500069443568,0,1,0.7199845005924097,2,0.8140552867653643,1,0.7039698720232922,1,0.40845482121785814,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.832976344592209,2
2014,06,24680,California,Fontana city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7%:9.6%,2,52.1%:61.5%,2,12.2%:7.5%,2,27.0%:21.4%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,06,24680,California,Fontana city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9%:9.3%,2,59.2%:67.6%,2,9.4%:6.4%,2,21.5%:16.7%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,24680,California,Fontana city,NA,NA,1.0198774,0.93496859,1.1047863,1,0.6629253,1,0.84845304,1,0.57357723,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6%:7.7%,2,56.3%:64.2%,2,12.6%:8.0%,2,23.5%:20.1%,2,2227,2227,2227,0.0585836805,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,06,24680,California,Fontana city,NA,NA,1.0876005,0.99227852,1.1829224,1,0.65807378,1,0.85591191,1,0.57019943,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4%:9.9%,2,56.5%:64.8%,2,9.9%:7.9%,2,23.1%:17.5%,2,1221,1221,1221,0.0328437686,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,24680,California,Fontana city,NA,NA,NA,NA,NA,NA,0.65992647,1,0.85317105,1,0.57591432,1,NA,NA,NA,NA,30663.76511722715,1,67771.26568391516,1,132258.5101965801,1,1,NA,NA,7.2%:8.6%,2,61.7%:66.3%,2,7.7%:6.1%,2,23.3%:19.1%,2,997,997,997,0.0263735689,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7625038006285291,1
2019,06,24680,California,Fontana city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1%:10.0%,2,55.6%:64.6%,2,8.8%:8.5%,2,25.5%:16.9%,2,721,721,721,0.0190312788,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,06,24680,California,Fontana city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6093201043843165,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7287956462515722,3,0.8,2,NA,NA,NA,NA,NA,NA,NA
2021,06,24680,California,Fontana city,0.2006881628636034,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9754752543625776,1,0.9300436836515495,1,37016.2174782608,1,87470.72161644684,1,139090.63682434292,1,1,0.35032,1,11.7%:10.3%,2,57.0%:65.6%,2,13.2%:8.7%,2,18.1%:15.4%,2,NA,NA,NA,NA,NA,1.298305613870688,0.9231246064060032,0.8774243791415205,1,NA,NA,0.100025470115865,0.08380629256032332,0.6822771244719756,0.133891112851836,0,1,0.8600100546773473,1,0.2689024919536916,1,0.8515376294701201,1,0.8209577597965821,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7334636003607887,1
2014,06,26000,California,Fremont city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3%:4.5%,2,8.9%:14.8%,2,58.0%:52.2%,2,31.8%:28.5%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,06,26000,California,Fremont city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1%:4.9%,2,8.2%:12.9%,2,59.9%:53.2%,2,29.8%:29.1%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,26000,California,Fremont city,NA,NA,1.1083664,1.0184280000000001,1.1983048,1,0.041975308,1,0.039030708,1,0.021783995,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0%:3.9%,2,9.4%:15.3%,2,59.7%:54.1%,2,27.9%:26.8%,2,303,303,303,0.0086150523,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,06,26000,California,Fremont city,NA,NA,1.0827476,0.98263133,1.1828638,1,0.03846154,1,0.039117537,1,0.024242423,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1%:3.2%,2,8.1%:14.4%,2,61.6%:55.4%,2,29.3%:26.9%,2,276,276,276,0.0076344325,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,26000,California,Fremont city,NA,NA,NA,NA,NA,NA,0.047685836,1,0.041387025,1,0.025816649,1,NA,NA,NA,NA,55417.26313813387,2,136329.07413116808,2,248476.0827436976,2,2,NA,NA,1.7%:3.9%,2,7.5%:13.8%,2,61.2%:55.9%,2,29.5%:26.4%,2,282,281,283,0.0078516537,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8266010508144837,2
2019,06,26000,California,Fremont city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3%:4.0%,2,8.5%:14.6%,2,62.7%:55.1%,2,26.5%:26.3%,2,275,275,275,0.0076856432,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,06,26000,California,Fremont city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7200783635545692,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2998174974512822,3,1,2,NA,NA,NA,NA,NA,NA,NA
2021,06,26000,California,Fremont city,0.5398655488776661,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9908702401911956,1,0.9633005330407513,1,67016.1600957248,2,154344.48491778912,2,273967.7546782268,2,2,NA,NA,2.0%:4.3%,2,8.2%:13.8%,2,65.7%:58.5%,2,24.2%:23.3%,2,NA,NA,NA,NA,NA,1.636070792810486,1.3967398591831055,1.379288681370244,1,NA,NA,0.6616184741384523,0.02755483753920052,0.12488445024233052,0.1859422380800166,0,1,0.9418777455371294,1,0.818921667890215,1,0.3088476115918619,1,0.7824633671468583,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8189525468434031,2
2014,06,27000,California,Fresno city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0%:6.8%,2,22.5%:39.0%,2,12.3%:12.5%,2,61.1%:41.6%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,06,27000,California,Fresno city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2%:7.2%,2,27.1%:39.9%,2,13.4%:12.5%,2,56.3%:40.3%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,27000,California,Fresno city,NA,NA,1.0516003,0.95650393,1.1466967,1,0.77060974,1,0.80933821,1,0.38006833,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1%:7.7%,2,23.8%:38.5%,2,15.8%:13.1%,2,57.3%:40.7%,2,2648,2647,2649,0.0272759106,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,06,27000,California,Fresno city,NA,NA,1.0538182,0.94844836,1.159188,1,0.76526141,1,0.80578786,1,0.37025118,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2%:8.1%,2,30.0%:39.2%,2,14.2%:14.6%,2,52.7%:38.2%,2,2550,2549,2551,0.0260113832,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,27000,California,Fresno city,NA,NA,NA,NA,NA,NA,0.81479388,1,0.83978611,1,0.40556648,1,NA,NA,NA,NA,20231.76631593748,3,51789.62919732427,3,105343.7298360518,3,3,NA,NA,3.1%:7.2%,2,27.5%:39.5%,2,16.1%:13.1%,2,53.3%:40.2%,2,2673,2669,2677,0.0267666709,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7330208227931804,3
2019,06,27000,California,Fresno city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7%:7.0%,2,30.9%:40.2%,2,14.8%:14.6%,2,50.6%:38.2%,2,1230,1228,1232,0.0123187248,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,06,27000,California,Fresno city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5597990571353465,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6398777894057187,2,0.4,1,NA,NA,NA,NA,NA,NA,NA
2021,06,27000,California,Fresno city,0.2420250402045891,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8063977741336039,1,0.8633784932742752,1,22602.61952703482,3,62752.76296094803,3,128697.42895553636,3,3,0.28788,1,3.0%:6.4%,2,28.6%:41.7%,2,21.6%:15.3%,2,46.8%:36.6%,2,NA,NA,NA,NA,NA,1.358159251505823,0.9654423804424112,0.7899904681356879,1,NA,NA,0.17666026828643458,0.06467128785656738,0.4998849034116856,0.25878354044531243,0.27438888481459583,1,0.8961413158859449,1,0.43479953846844493,1,0.7707304563099523,1,0.626741741361231,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7414253051456615,3
2014,06,28000,California,Fullerton city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2%:3.0%,3,16.0%:29.7%,2,27.1%:23.6%,2,55.7%:43.7%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,06,28000,California,Fullerton city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7%:2.8%,3,15.5%:28.2%,2,31.0%:24.8%,2,52.8%:44.1%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,28000,California,Fullerton city,NA,NA,1.1088413,0.9905504,1.2271322,1,0.19277108,1,0.41022316,1,0.0683676,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6%:2.8%,3,13.6%:27.0%,2,37.2%:26.3%,2,47.6%:43.9%,2,496,496,496,0.0181379355,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,06,28000,California,Fullerton city,NA,NA,1.13957,1.0072265,1.2719135,1,0.22955975,1,0.42231703,1,0.077549875,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1%:1.7%,2,19.3%:34.5%,2,28.3%:24.0%,2,50.3%:39.9%,2,530,530,530,0.0194795653,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
