year,state,county,state_name,county_name,subgroup,subgroup_type,index_air_hazard,index_air_hazard_quality,rate_learning,rate_learning_lb,rate_learning_ub,rate_learning_quality,share_digital_access,share_digital_access_quality,share_in_preschool,share_in_preschool_lb,share_in_preschool_ub,share_in_preschool_quality
2017,18,169,Indiana,Wabash County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,18,169,Indiana,Wabash County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,18,169,Indiana,Wabash County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,18,169,Indiana,Wabash County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,18,171,Indiana,Warren County,All,all,NA,NA,1.11,0.77,1.45,Strong,NA,NA,NA,NA,NA,NA
2017,18,171,Indiana,Warren County,Economically Disadvantaged,income,NA,NA,1.11,0.64,1.58,Strong,NA,NA,NA,NA,NA,NA
2017,18,171,Indiana,Warren County,Not Economically Disadvantaged,income,NA,NA,1.12,0.75,1.5,Strong,NA,NA,NA,NA,NA,NA
2017,18,171,Indiana,Warren County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,18,171,Indiana,Warren County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,18,171,Indiana,Warren County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,18,171,Indiana,Warren County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,18,173,Indiana,Warrick County,All,all,NA,NA,1.18,1.06,1.29,Strong,NA,NA,NA,NA,NA,NA
2017,18,173,Indiana,Warrick County,Economically Disadvantaged,income,NA,NA,1.06,0.88,1.23,Strong,NA,NA,NA,NA,NA,NA
2017,18,173,Indiana,Warrick County,Not Economically Disadvantaged,income,NA,NA,1.2,1.08,1.32,Strong,NA,NA,NA,NA,NA,NA
2017,18,173,Indiana,Warrick County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,18,173,Indiana,Warrick County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,18,173,Indiana,Warrick County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,18,173,Indiana,Warrick County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,18,175,Indiana,Washington County,All,all,NA,NA,1.01,0.83,1.19,Strong,NA,NA,NA,NA,NA,NA
2017,18,175,Indiana,Washington County,Economically Disadvantaged,income,NA,NA,0.98,0.75,1.2,Strong,NA,NA,NA,NA,NA,NA
2017,18,175,Indiana,Washington County,Not Economically Disadvantaged,income,NA,NA,1.02,0.81,1.24,Strong,NA,NA,NA,NA,NA,NA
2017,18,175,Indiana,Washington County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,18,175,Indiana,Washington County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,18,175,Indiana,Washington County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,18,175,Indiana,Washington County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,18,177,Indiana,Wayne County,All,all,NA,NA,0.89,0.78,1.01,Strong,NA,NA,NA,NA,NA,NA
2017,18,177,Indiana,Wayne County,Economically Disadvantaged,income,NA,NA,0.76,0.63,0.9,Strong,NA,NA,NA,NA,NA,NA
2017,18,177,Indiana,Wayne County,Not Economically Disadvantaged,income,NA,NA,1,0.85,1.15,Strong,NA,NA,NA,NA,NA,NA
2017,18,177,Indiana,Wayne County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,18,177,Indiana,Wayne County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,18,177,Indiana,Wayne County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,18,177,Indiana,Wayne County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,18,179,Indiana,Wells County,All,all,NA,NA,1.02,0.85,1.18,Strong,NA,NA,NA,NA,NA,NA
2017,18,179,Indiana,Wells County,Economically Disadvantaged,income,NA,NA,1.04,0.8,1.28,Strong,NA,NA,NA,NA,NA,NA
2017,18,179,Indiana,Wells County,Not Economically Disadvantaged,income,NA,NA,0.97,0.79,1.14,Strong,NA,NA,NA,NA,NA,NA
2017,18,179,Indiana,Wells County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,18,179,Indiana,Wells County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,18,179,Indiana,Wells County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,18,179,Indiana,Wells County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,18,181,Indiana,White County,All,all,NA,NA,0.89,0.72,1.06,Strong,NA,NA,NA,NA,NA,NA
2017,18,181,Indiana,White County,Economically Disadvantaged,income,NA,NA,0.77,0.55,0.99,Strong,NA,NA,NA,NA,NA,NA
2017,18,181,Indiana,White County,Not Economically Disadvantaged,income,NA,NA,1,0.79,1.21,Strong,NA,NA,NA,NA,NA,NA
2017,18,181,Indiana,White County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,18,181,Indiana,White County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,18,181,Indiana,White County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,18,181,Indiana,White County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,18,183,Indiana,Whitley County,All,all,NA,NA,0.92,0.77,1.07,Strong,NA,NA,NA,NA,NA,NA
2017,18,183,Indiana,Whitley County,Economically Disadvantaged,income,NA,NA,0.78,0.56,1.01,Strong,NA,NA,NA,NA,NA,NA
2017,18,183,Indiana,Whitley County,Not Economically Disadvantaged,income,NA,NA,0.94,0.79,1.1,Strong,NA,NA,NA,NA,NA,NA
2017,18,183,Indiana,Whitley County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,18,183,Indiana,Whitley County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,18,183,Indiana,Whitley County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,18,183,Indiana,Whitley County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,001,Iowa,Adair County,All,all,NA,NA,1.18,0.77,1.59,Strong,NA,NA,NA,NA,NA,NA
2017,19,001,Iowa,Adair County,Economically Disadvantaged,income,NA,NA,0.95,0.43,1.47,Weak,NA,NA,NA,NA,NA,NA
2017,19,001,Iowa,Adair County,Not Economically Disadvantaged,income,NA,NA,1.22,0.73,1.71,Weak,NA,NA,NA,NA,NA,NA
2017,19,001,Iowa,Adair County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,001,Iowa,Adair County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,001,Iowa,Adair County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,001,Iowa,Adair County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,003,Iowa,Adams County,All,all,NA,NA,1.72,0.25,3.18,Weak,NA,NA,NA,NA,NA,NA
2017,19,003,Iowa,Adams County,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,003,Iowa,Adams County,Not Economically Disadvantaged,income,NA,NA,2.18,-1.36,5.73,Weak,NA,NA,NA,NA,NA,NA
2017,19,003,Iowa,Adams County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,003,Iowa,Adams County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,003,Iowa,Adams County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,003,Iowa,Adams County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,005,Iowa,Allamakee County,All,all,NA,NA,1,0.75,1.24,Strong,NA,NA,NA,NA,NA,NA
2017,19,005,Iowa,Allamakee County,Economically Disadvantaged,income,NA,NA,0.94,0.65,1.22,Strong,NA,NA,NA,NA,NA,NA
2017,19,005,Iowa,Allamakee County,Not Economically Disadvantaged,income,NA,NA,1.1,0.78,1.42,Strong,NA,NA,NA,NA,NA,NA
2017,19,005,Iowa,Allamakee County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,005,Iowa,Allamakee County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,005,Iowa,Allamakee County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,005,Iowa,Allamakee County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,007,Iowa,Appanoose County,All,all,NA,NA,0.8,0.53,1.08,Strong,NA,NA,NA,NA,NA,NA
2017,19,007,Iowa,Appanoose County,Economically Disadvantaged,income,NA,NA,0.69,0.34,1.03,Strong,NA,NA,NA,NA,NA,NA
2017,19,007,Iowa,Appanoose County,Not Economically Disadvantaged,income,NA,NA,0.95,0.62,1.28,Strong,NA,NA,NA,NA,NA,NA
2017,19,007,Iowa,Appanoose County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,007,Iowa,Appanoose County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,007,Iowa,Appanoose County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,007,Iowa,Appanoose County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,009,Iowa,Audubon County,All,all,NA,NA,0.89,0.5,1.28,Strong,NA,NA,NA,NA,NA,NA
2017,19,009,Iowa,Audubon County,Economically Disadvantaged,income,NA,NA,0.75,0.01,1.48,Weak,NA,NA,NA,NA,NA,NA
2017,19,009,Iowa,Audubon County,Not Economically Disadvantaged,income,NA,NA,0.88,0.46,1.29,Strong,NA,NA,NA,NA,NA,NA
2017,19,009,Iowa,Audubon County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,009,Iowa,Audubon County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,009,Iowa,Audubon County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,009,Iowa,Audubon County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,011,Iowa,Benton County,All,all,NA,NA,0.9,0.73,1.07,Strong,NA,NA,NA,NA,NA,NA
2017,19,011,Iowa,Benton County,Economically Disadvantaged,income,NA,NA,0.9,0.61,1.18,Strong,NA,NA,NA,NA,NA,NA
2017,19,011,Iowa,Benton County,Not Economically Disadvantaged,income,NA,NA,0.91,0.74,1.09,Strong,NA,NA,NA,NA,NA,NA
2017,19,011,Iowa,Benton County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,011,Iowa,Benton County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,011,Iowa,Benton County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,011,Iowa,Benton County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,013,Iowa,Black Hawk County,All,all,NA,NA,1.09,1,1.17,Strong,NA,NA,NA,NA,NA,NA
2017,19,013,Iowa,Black Hawk County,Economically Disadvantaged,income,NA,NA,1.05,0.94,1.16,Strong,NA,NA,NA,NA,NA,NA
2017,19,013,Iowa,Black Hawk County,Not Economically Disadvantaged,income,NA,NA,1.09,0.99,1.19,Strong,NA,NA,NA,NA,NA,NA
2017,19,013,Iowa,Black Hawk County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,013,Iowa,Black Hawk County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,013,Iowa,Black Hawk County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,013,Iowa,Black Hawk County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,015,Iowa,Boone County,All,all,NA,NA,0.82,0.62,1.02,Strong,NA,NA,NA,NA,NA,NA
2017,19,015,Iowa,Boone County,Economically Disadvantaged,income,NA,NA,0.92,0.61,1.22,Strong,NA,NA,NA,NA,NA,NA
2017,19,015,Iowa,Boone County,Not Economically Disadvantaged,income,NA,NA,0.76,0.54,0.98,Strong,NA,NA,NA,NA,NA,NA
2017,19,015,Iowa,Boone County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,015,Iowa,Boone County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,015,Iowa,Boone County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,015,Iowa,Boone County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,017,Iowa,Bremer County,All,all,NA,NA,0.87,0.69,1.05,Strong,NA,NA,NA,NA,NA,NA
2017,19,017,Iowa,Bremer County,Economically Disadvantaged,income,NA,NA,0.92,0.59,1.26,Strong,NA,NA,NA,NA,NA,NA
2017,19,017,Iowa,Bremer County,Not Economically Disadvantaged,income,NA,NA,0.86,0.68,1.03,Strong,NA,NA,NA,NA,NA,NA
2017,19,017,Iowa,Bremer County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,017,Iowa,Bremer County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,017,Iowa,Bremer County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,017,Iowa,Bremer County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,019,Iowa,Buchanan County,All,all,NA,NA,0.88,0.68,1.08,Strong,NA,NA,NA,NA,NA,NA
2017,19,019,Iowa,Buchanan County,Economically Disadvantaged,income,NA,NA,0.66,0.34,0.98,Strong,NA,NA,NA,NA,NA,NA
2017,19,019,Iowa,Buchanan County,Not Economically Disadvantaged,income,NA,NA,0.97,0.77,1.18,Strong,NA,NA,NA,NA,NA,NA
2017,19,019,Iowa,Buchanan County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,019,Iowa,Buchanan County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,019,Iowa,Buchanan County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,019,Iowa,Buchanan County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,021,Iowa,Buena Vista County,All,all,NA,NA,1.06,0.87,1.25,Strong,NA,NA,NA,NA,NA,NA
2017,19,021,Iowa,Buena Vista County,Economically Disadvantaged,income,NA,NA,1.1,0.89,1.31,Strong,NA,NA,NA,NA,NA,NA
2017,19,021,Iowa,Buena Vista County,Not Economically Disadvantaged,income,NA,NA,0.95,0.68,1.22,Strong,NA,NA,NA,NA,NA,NA
2017,19,021,Iowa,Buena Vista County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,021,Iowa,Buena Vista County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,021,Iowa,Buena Vista County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,021,Iowa,Buena Vista County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,023,Iowa,Butler County,All,all,NA,NA,0.94,0.7,1.18,Strong,NA,NA,NA,NA,NA,NA
2017,19,023,Iowa,Butler County,Economically Disadvantaged,income,NA,NA,0.91,0.52,1.31,Strong,NA,NA,NA,NA,NA,NA
2017,19,023,Iowa,Butler County,Not Economically Disadvantaged,income,NA,NA,0.96,0.71,1.21,Strong,NA,NA,NA,NA,NA,NA
2017,19,023,Iowa,Butler County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,023,Iowa,Butler County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,023,Iowa,Butler County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,023,Iowa,Butler County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,025,Iowa,Calhoun County,All,all,NA,NA,0.76,0.47,1.05,Strong,NA,NA,NA,NA,NA,NA
2017,19,025,Iowa,Calhoun County,Economically Disadvantaged,income,NA,NA,0.56,-0.06,1.18,Marginal,NA,NA,NA,NA,NA,NA
2017,19,025,Iowa,Calhoun County,Not Economically Disadvantaged,income,NA,NA,0.75,0.44,1.06,Strong,NA,NA,NA,NA,NA,NA
2017,19,025,Iowa,Calhoun County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,025,Iowa,Calhoun County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,025,Iowa,Calhoun County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,025,Iowa,Calhoun County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,027,Iowa,Carroll County,All,all,NA,NA,1.17,0.96,1.37,Strong,NA,NA,NA,NA,NA,NA
2017,19,027,Iowa,Carroll County,Economically Disadvantaged,income,NA,NA,1.08,0.78,1.37,Strong,NA,NA,NA,NA,NA,NA
2017,19,027,Iowa,Carroll County,Not Economically Disadvantaged,income,NA,NA,1.19,0.96,1.42,Strong,NA,NA,NA,NA,NA,NA
2017,19,027,Iowa,Carroll County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,027,Iowa,Carroll County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,027,Iowa,Carroll County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,027,Iowa,Carroll County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,029,Iowa,Cass County,All,all,NA,NA,1.2,0.95,1.44,Strong,NA,NA,NA,NA,NA,NA
2017,19,029,Iowa,Cass County,Economically Disadvantaged,income,NA,NA,1.16,0.84,1.47,Strong,NA,NA,NA,NA,NA,NA
2017,19,029,Iowa,Cass County,Not Economically Disadvantaged,income,NA,NA,1.14,0.84,1.43,Strong,NA,NA,NA,NA,NA,NA
2017,19,029,Iowa,Cass County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,029,Iowa,Cass County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,029,Iowa,Cass County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,029,Iowa,Cass County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,031,Iowa,Cedar County,All,all,NA,NA,0.92,0.73,1.12,Strong,NA,NA,NA,NA,NA,NA
2017,19,031,Iowa,Cedar County,Economically Disadvantaged,income,NA,NA,0.9,0.57,1.23,Strong,NA,NA,NA,NA,NA,NA
2017,19,031,Iowa,Cedar County,Not Economically Disadvantaged,income,NA,NA,0.91,0.71,1.12,Strong,NA,NA,NA,NA,NA,NA
2017,19,031,Iowa,Cedar County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,031,Iowa,Cedar County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,031,Iowa,Cedar County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,031,Iowa,Cedar County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,033,Iowa,Cerro Gordo County,All,all,NA,NA,0.87,0.72,1.02,Strong,NA,NA,NA,NA,NA,NA
2017,19,033,Iowa,Cerro Gordo County,Economically Disadvantaged,income,NA,NA,0.76,0.55,0.96,Strong,NA,NA,NA,NA,NA,NA
2017,19,033,Iowa,Cerro Gordo County,Not Economically Disadvantaged,income,NA,NA,0.86,0.7,1.03,Strong,NA,NA,NA,NA,NA,NA
2017,19,033,Iowa,Cerro Gordo County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,033,Iowa,Cerro Gordo County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,033,Iowa,Cerro Gordo County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,033,Iowa,Cerro Gordo County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,035,Iowa,Cherokee County,All,all,NA,NA,1,0.73,1.27,Strong,NA,NA,NA,NA,NA,NA
2017,19,035,Iowa,Cherokee County,Economically Disadvantaged,income,NA,NA,1.07,0.68,1.46,Strong,NA,NA,NA,NA,NA,NA
2017,19,035,Iowa,Cherokee County,Not Economically Disadvantaged,income,NA,NA,0.85,0.56,1.15,Strong,NA,NA,NA,NA,NA,NA
2017,19,035,Iowa,Cherokee County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,035,Iowa,Cherokee County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,035,Iowa,Cherokee County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,035,Iowa,Cherokee County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,037,Iowa,Chickasaw County,All,all,NA,NA,0.85,0.58,1.12,Strong,NA,NA,NA,NA,NA,NA
2017,19,037,Iowa,Chickasaw County,Economically Disadvantaged,income,NA,NA,0.97,0.57,1.38,Weak,NA,NA,NA,NA,NA,NA
2017,19,037,Iowa,Chickasaw County,Not Economically Disadvantaged,income,NA,NA,0.74,0.45,1.03,Strong,NA,NA,NA,NA,NA,NA
2017,19,037,Iowa,Chickasaw County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,037,Iowa,Chickasaw County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,037,Iowa,Chickasaw County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,037,Iowa,Chickasaw County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,039,Iowa,Clarke County,All,all,NA,NA,1.08,0.79,1.37,Strong,NA,NA,NA,NA,NA,NA
2017,19,039,Iowa,Clarke County,Economically Disadvantaged,income,NA,NA,1.16,0.81,1.51,Strong,NA,NA,NA,NA,NA,NA
2017,19,039,Iowa,Clarke County,Not Economically Disadvantaged,income,NA,NA,0.93,0.56,1.29,Strong,NA,NA,NA,NA,NA,NA
2017,19,039,Iowa,Clarke County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,039,Iowa,Clarke County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,039,Iowa,Clarke County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,039,Iowa,Clarke County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,041,Iowa,Clay County,All,all,NA,NA,1.03,0.8,1.26,Strong,NA,NA,NA,NA,NA,NA
2017,19,041,Iowa,Clay County,Economically Disadvantaged,income,NA,NA,1.07,0.74,1.4,Strong,NA,NA,NA,NA,NA,NA
2017,19,041,Iowa,Clay County,Not Economically Disadvantaged,income,NA,NA,0.94,0.68,1.19,Strong,NA,NA,NA,NA,NA,NA
2017,19,041,Iowa,Clay County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,041,Iowa,Clay County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,041,Iowa,Clay County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,041,Iowa,Clay County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,043,Iowa,Clayton County,All,all,NA,NA,0.91,0.66,1.17,Strong,NA,NA,NA,NA,NA,NA
2017,19,043,Iowa,Clayton County,Economically Disadvantaged,income,NA,NA,1,0.63,1.36,Strong,NA,NA,NA,NA,NA,NA
2017,19,043,Iowa,Clayton County,Not Economically Disadvantaged,income,NA,NA,0.86,0.58,1.15,Strong,NA,NA,NA,NA,NA,NA
2017,19,043,Iowa,Clayton County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,043,Iowa,Clayton County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,043,Iowa,Clayton County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,043,Iowa,Clayton County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,045,Iowa,Clinton County,All,all,NA,NA,0.83,0.69,0.97,Strong,NA,NA,NA,NA,NA,NA
2017,19,045,Iowa,Clinton County,Economically Disadvantaged,income,NA,NA,0.68,0.5,0.87,Strong,NA,NA,NA,NA,NA,NA
