year,state,county,state_name,county_name,in_universe,subgroup,subgroup_type,share_affordable_30_ami,share_affordable_50_ami,share_affordable_80_ami,share_affordable_30_ami_quality,share_affordable_50_ami_quality,share_affordable_80_ami_quality,share_affordable_available_30_ami,share_affordable_available_50_ami,share_affordable_available_80_ami,share_affordable_available_30_ami_quality,share_affordable_available_50_ami_quality,share_affordable_available_80_ami_quality
2017,42,097,Pennsylvania,Northumberland County,TRUE,Renter,tenure,0.9106,1.2106,1.3136,Strong,Strong,Strong,0.6706,0.9119,1.0556,Strong,Strong,Strong
2017,42,097,Pennsylvania,Northumberland County,TRUE,Owner,tenure,2.5989,2.4791,2.1738,Strong,Strong,Strong,0.8833,0.9391,0.985,Strong,Strong,Strong
2017,42,099,Pennsylvania,Perry County,TRUE,All,all,2.0453,2.0696,1.7575,Weak,Weak,Weak,0.7054,1.0511,1.1433,Weak,Weak,Weak
2017,42,099,Pennsylvania,Perry County,TRUE,Renter,tenure,NA,NA,1.5779,NA,NA,Weak,NA,NA,1.3505,NA,NA,Weak
2017,42,099,Pennsylvania,Perry County,TRUE,Owner,tenure,NA,2.5344,1.8807,NA,Weak,Weak,NA,0.9736,1.0012,NA,Weak,Weak
2017,42,101,Pennsylvania,Philadelphia County,TRUE,All,all,0.7184,1.1188,1.2724,Strong,Strong,Strong,0.3964,0.7591,0.967,Strong,Strong,Strong
2017,42,101,Pennsylvania,Philadelphia County,TRUE,Renter,tenure,0.3176,0.8679,1.1,Strong,Strong,Strong,0.2518,0.7103,0.9503,Strong,Strong,Strong
2017,42,101,Pennsylvania,Philadelphia County,TRUE,Owner,tenure,1.6149,1.5817,1.53,Strong,Strong,Strong,0.7196,0.8491,0.9921,Strong,Strong,Strong
2017,42,103,Pennsylvania,Pike County,TRUE,All,all,1.2929,1.6291,1.6641,Marginal,Marginal,Marginal,0.4456,0.7037,0.9628,Marginal,Marginal,Marginal
2017,42,103,Pennsylvania,Pike County,TRUE,Renter,tenure,NA,NA,1.3384,NA,NA,Marginal,NA,NA,0.9713,NA,NA,Marginal
2017,42,103,Pennsylvania,Pike County,TRUE,Owner,tenure,1.736,1.8701,1.7996,Marginal,Marginal,Marginal,0.4448,0.7035,0.9593,Marginal,Marginal,Marginal
2017,42,105,Pennsylvania,Potter County,TRUE,All,all,NA,2.4449,2.2123,NA,Weak,Weak,NA,1.4148,1.4856,NA,Weak,Weak
2017,42,105,Pennsylvania,Potter County,TRUE,Renter,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,42,105,Pennsylvania,Potter County,TRUE,Owner,tenure,NA,NA,2.6693,NA,NA,Weak,NA,NA,1.5855,NA,NA,Weak
2017,42,107,Pennsylvania,Schuylkill County,TRUE,All,all,1.9157,2.0084,1.8333,Strong,Strong,Strong,0.7341,0.8327,1.006,Strong,Strong,Strong
2017,42,107,Pennsylvania,Schuylkill County,TRUE,Renter,tenure,0.8427,1.1039,1.2626,Strong,Strong,Strong,0.6641,0.7409,1.0138,Strong,Strong,Strong
2017,42,107,Pennsylvania,Schuylkill County,TRUE,Owner,tenure,3.2065,2.9267,2.2762,Strong,Strong,Strong,0.8183,0.9259,1,Strong,Strong,Strong
2017,42,109,Pennsylvania,Snyder County,TRUE,All,all,2.2365,2.1419,2.0223,Weak,Weak,Weak,0.8833,0.8846,1.0794,Weak,Weak,Weak
2017,42,109,Pennsylvania,Snyder County,TRUE,Renter,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,42,109,Pennsylvania,Snyder County,TRUE,Owner,tenure,NA,NA,2.1667,NA,NA,Weak,NA,NA,0.9299,NA,NA,Weak
2017,42,111,Pennsylvania,Somerset County,TRUE,All,all,1.9576,2.0148,1.7411,Marginal,Marginal,Marginal,0.8011,0.8689,1.0107,Marginal,Marginal,Marginal
2017,42,111,Pennsylvania,Somerset County,TRUE,Renter,tenure,0.9619,1.2018,1.3526,Marginal,Marginal,Marginal,0.7227,0.841,1.0594,Marginal,Marginal,Marginal
2017,42,111,Pennsylvania,Somerset County,TRUE,Owner,tenure,2.7396,2.6162,1.9509,Marginal,Marginal,Marginal,0.8626,0.8896,0.9844,Marginal,Marginal,Marginal
2017,42,113,Pennsylvania,Sullivan County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,42,113,Pennsylvania,Sullivan County,TRUE,Renter,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,42,113,Pennsylvania,Sullivan County,TRUE,Owner,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,42,115,Pennsylvania,Susquehanna County,TRUE,All,all,1.3083,1.5962,1.7422,Weak,Weak,Weak,0.4611,0.6919,0.9731,Weak,Weak,Weak
2017,42,115,Pennsylvania,Susquehanna County,TRUE,Renter,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,42,115,Pennsylvania,Susquehanna County,TRUE,Owner,tenure,NA,1.8724,1.8884,NA,Weak,Weak,NA,0.6846,0.9625,NA,Weak,Weak
2017,42,117,Pennsylvania,Tioga County,TRUE,All,all,2.0306,1.9195,1.6966,Marginal,Marginal,Marginal,0.8947,0.913,1.0364,Marginal,Marginal,Marginal
2017,42,117,Pennsylvania,Tioga County,TRUE,Renter,tenure,1.391,1.3591,1.4255,Marginal,Marginal,Marginal,1.0677,0.9936,1.1816,Marginal,Marginal,Marginal
2017,42,117,Pennsylvania,Tioga County,TRUE,Owner,tenure,2.5891,2.3851,1.862,Marginal,Marginal,Marginal,0.7437,0.846,0.9478,Marginal,Marginal,Marginal
2017,42,119,Pennsylvania,Union County,TRUE,All,all,2.2232,2.1193,2.0154,Weak,Weak,Weak,0.87,0.9016,1.0569,Weak,Weak,Weak
2017,42,119,Pennsylvania,Union County,TRUE,Renter,tenure,NA,NA,1.7773,NA,NA,Weak,NA,NA,1.2393,NA,NA,Weak
2017,42,119,Pennsylvania,Union County,TRUE,Owner,tenure,NA,NA,2.1875,NA,NA,Weak,NA,NA,0.92490000000000006,NA,NA,Weak
2017,42,121,Pennsylvania,Venango County,TRUE,All,all,2.1183,2.3043,1.9461,Marginal,Marginal,Marginal,0.8473,1.1478,1.2144,Marginal,Marginal,Marginal
2017,42,121,Pennsylvania,Venango County,TRUE,Renter,tenure,1.1044,1.4392,1.5477,Marginal,Marginal,Marginal,0.6927,1.0373000000000001,1.303,Marginal,Marginal,Marginal
2017,42,121,Pennsylvania,Venango County,TRUE,Owner,tenure,2.9767,3.0809,2.2226,Marginal,Marginal,Marginal,0.9782,1.2471,1.153,Marginal,Marginal,Marginal
2017,42,123,Pennsylvania,Warren County,TRUE,All,all,2.4112,2.3807,2.0904,Weak,Weak,Weak,0.8698,0.9782,1.1457,Weak,Weak,Weak
2017,42,123,Pennsylvania,Warren County,TRUE,Renter,tenure,NA,NA,1.5888,NA,NA,Weak,NA,NA,1.1669,NA,NA,Weak
2017,42,123,Pennsylvania,Warren County,TRUE,Owner,tenure,3.6986,3.2718,2.3825,Weak,Weak,Weak,1.049,1.0476,1.1333,Weak,Weak,Weak
2017,42,125,Pennsylvania,Washington County,TRUE,All,all,2.0354,2.0233,1.7766,Strong,Strong,Strong,0.7221,0.9338,1.0185,Strong,Strong,Strong
2017,42,125,Pennsylvania,Washington County,TRUE,Renter,tenure,0.7907,1.1588,1.2367,Strong,Strong,Strong,0.5156,0.8633,0.9914,Strong,Strong,Strong
2017,42,125,Pennsylvania,Washington County,TRUE,Owner,tenure,3.3868,2.7955,2.1069,Strong,Strong,Strong,0.9464,0.9968,1.0351,Strong,Strong,Strong
2017,42,127,Pennsylvania,Wayne County,TRUE,All,all,1.297,1.5712,1.7151,Weak,Weak,Weak,0.4498,0.6785,0.9532,Weak,Weak,Weak
2017,42,127,Pennsylvania,Wayne County,TRUE,Renter,tenure,NA,NA,1.3765,NA,NA,Weak,NA,NA,0.9612,NA,NA,Weak
2017,42,127,Pennsylvania,Wayne County,TRUE,Owner,tenure,NA,1.8544,1.8653,NA,Weak,Weak,NA,0.68,0.9496,NA,Weak,Weak
2017,42,129,Pennsylvania,Westmoreland County,TRUE,All,all,1.8319,1.9324,1.7711,Strong,Strong,Strong,0.6148,0.8987,1.0052,Strong,Strong,Strong
2017,42,129,Pennsylvania,Westmoreland County,TRUE,Renter,tenure,0.8869,1.3163,1.2279,Strong,Strong,Strong,0.5697,0.9278,1.0167,Strong,Strong,Strong
2017,42,129,Pennsylvania,Westmoreland County,TRUE,Owner,tenure,2.862,2.4131,2.106,Strong,Strong,Strong,0.664,0.876,0.9981,Strong,Strong,Strong
2017,42,131,Pennsylvania,Wyoming County,TRUE,All,all,NA,1.9754,2.1555,NA,Weak,Weak,NA,1.1087,1.2847,NA,Weak,Weak
2017,42,131,Pennsylvania,Wyoming County,TRUE,Renter,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,42,131,Pennsylvania,Wyoming County,TRUE,Owner,tenure,NA,NA,2.6238,NA,NA,Weak,NA,NA,1.4625,NA,NA,Weak
2017,42,133,Pennsylvania,York County,TRUE,All,all,1.1056,1.5212,1.6303,Strong,Strong,Strong,0.387,0.6889,0.9151,Strong,Strong,Strong
2017,42,133,Pennsylvania,York County,TRUE,Renter,tenure,0.3335,0.7903,1.2653,Strong,Strong,Strong,0.2454,0.5765,0.8959,Strong,Strong,Strong
2017,42,133,Pennsylvania,York County,TRUE,Owner,tenure,2.0071,2.2679,1.8781,Strong,Strong,Strong,0.5523,0.8037,0.9281,Strong,Strong,Strong
2017,44,001,Rhode Island,Bristol County,TRUE,All,all,1.0333,1.092,1.321,Marginal,Marginal,Marginal,0.6066,0.5729,0.8226,Marginal,Marginal,Marginal
2017,44,001,Rhode Island,Bristol County,TRUE,Renter,tenure,NA,0.9294,1.3022,NA,Marginal,Marginal,NA,0.6864,0.9489,NA,Marginal,Marginal
2017,44,001,Rhode Island,Bristol County,TRUE,Owner,tenure,NA,NA,1.3411,NA,NA,Marginal,NA,NA,0.6872,NA,NA,Marginal
2017,44,003,Rhode Island,Kent County,TRUE,All,all,0.8385,1.1748,1.4731,Strong,Strong,Strong,0.4419,0.5846,0.8421,Strong,Strong,Strong
2017,44,003,Rhode Island,Kent County,TRUE,Renter,tenure,0.6713,0.7548,1.1921,Strong,Strong,Strong,0.4984,0.5582,0.9303,Strong,Strong,Strong
2017,44,003,Rhode Island,Kent County,TRUE,Owner,tenure,1.1148,1.8279,1.7606,Strong,Strong,Strong,0.3486,0.6256,0.752,Strong,Strong,Strong
2017,44,005,Rhode Island,Newport County,TRUE,All,all,1.0312,1.2009,1.3095,Marginal,Marginal,Marginal,0.5755,0.6864,0.7867,Marginal,Marginal,Marginal
2017,44,005,Rhode Island,Newport County,TRUE,Renter,tenure,0.9982,1.1,1.2059,Marginal,Marginal,Marginal,0.7557,0.7832,0.8688,Marginal,Marginal,Marginal
2017,44,005,Rhode Island,Newport County,TRUE,Owner,tenure,NA,1.3212,1.4201,NA,Marginal,Marginal,NA,0.5711,0.699,NA,Marginal,Marginal
2017,44,007,Rhode Island,Providence County,TRUE,All,all,0.7139,1.0816,1.3744,Strong,Strong,Strong,0.4213,0.6252,0.9196,Strong,Strong,Strong
2017,44,007,Rhode Island,Providence County,TRUE,Renter,tenure,0.5793,0.9411,1.3248,Strong,Strong,Strong,0.4783,0.6846,1.0265,Strong,Strong,Strong
2017,44,007,Rhode Island,Providence County,TRUE,Owner,tenure,1.129,1.407,1.4634,Strong,Strong,Strong,0.2455,0.4876,0.7283,Strong,Strong,Strong
2017,44,009,Rhode Island,Washington County,TRUE,All,all,1.0964,1.4699,1.495,Strong,Strong,Strong,0.5766,0.6619,0.8307,Strong,Strong,Strong
2017,44,009,Rhode Island,Washington County,TRUE,Renter,tenure,0.7207,0.8339,1.1904,Strong,Strong,Strong,0.6104,0.7072,0.9098,Strong,Strong,Strong
2017,44,009,Rhode Island,Washington County,TRUE,Owner,tenure,1.7651,2.5104,1.7992,Strong,Strong,Strong,0.5164,0.5879,0.7518,Strong,Strong,Strong
2017,45,001,South Carolina,Abbeville County,TRUE,All,all,NA,NA,1.7975,NA,NA,Weak,NA,NA,1.1045,NA,NA,Weak
2017,45,001,South Carolina,Abbeville County,TRUE,Renter,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,45,001,South Carolina,Abbeville County,TRUE,Owner,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,45,003,South Carolina,Aiken County,TRUE,All,all,1.6643,1.7243,1.6807,Strong,Strong,Strong,0.5959,0.7598,0.9652,Strong,Strong,Strong
2017,45,003,South Carolina,Aiken County,TRUE,Renter,tenure,0.6501,0.9411,1.189,Strong,Strong,Strong,0.4467,0.6319,0.9225,Strong,Strong,Strong
2017,45,003,South Carolina,Aiken County,TRUE,Owner,tenure,2.5043,2.3328,2.0128,Strong,Strong,Strong,0.7195,0.8592,0.994,Strong,Strong,Strong
2017,45,005,South Carolina,Allendale County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,45,005,South Carolina,Allendale County,TRUE,Renter,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,45,005,South Carolina,Allendale County,TRUE,Owner,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,45,007,South Carolina,Anderson County,TRUE,All,all,1.8506,1.7531,1.7474,Strong,Strong,Strong,0.7125,0.7218,0.9394,Strong,Strong,Strong
2017,45,007,South Carolina,Anderson County,TRUE,Renter,tenure,0.7092,0.7197,1.1778,Strong,Strong,Strong,0.5015,0.5377,0.8827,Strong,Strong,Strong
2017,45,007,South Carolina,Anderson County,TRUE,Owner,tenure,3.1446,2.9358,2.2444,Strong,Strong,Strong,0.9516,0.9324,0.989,Strong,Strong,Strong
2017,45,009,South Carolina,Bamberg County,TRUE,All,all,NA,NA,1.9395,NA,NA,Weak,NA,NA,1.4157,NA,NA,Weak
2017,45,009,South Carolina,Bamberg County,TRUE,Renter,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,45,009,South Carolina,Bamberg County,TRUE,Owner,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,45,011,South Carolina,Barnwell County,TRUE,All,all,NA,NA,1.7763,NA,NA,Weak,NA,NA,1.2525,NA,NA,Weak
2017,45,011,South Carolina,Barnwell County,TRUE,Renter,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,45,011,South Carolina,Barnwell County,TRUE,Owner,tenure,NA,NA,1.785,NA,NA,Weak,NA,NA,1.0446,NA,NA,Weak
2017,45,013,South Carolina,Beaufort County,TRUE,All,all,1.4315,1.3581,1.3657,Strong,Strong,Strong,0.3668,0.5761,0.8605,Strong,Strong,Strong
2017,45,013,South Carolina,Beaufort County,TRUE,Renter,tenure,0.3338,0.5856,1.0281,Strong,Strong,Strong,0.1457,0.4103,0.8476,Strong,Strong,Strong
2017,45,013,South Carolina,Beaufort County,TRUE,Owner,tenure,2.2939,2.0316,1.5893,Strong,Strong,Strong,0.5406,0.7206,0.8691,Strong,Strong,Strong
2017,45,015,South Carolina,Berkeley County,TRUE,All,all,1.061,1.1616,1.5472,Weak,Weak,Weak,0.3668,0.6012,0.962,Weak,Weak,Weak
2017,45,015,South Carolina,Berkeley County,TRUE,Renter,tenure,0.3935,0.7219,1.2669,Weak,Weak,Weak,0.2716,0.5786,1.0005,Weak,Weak,Weak
2017,45,015,South Carolina,Berkeley County,TRUE,Owner,tenure,2.0552,1.7423,1.8561,Weak,Weak,Weak,0.5087,0.6311,0.9195,Weak,Weak,Weak
2017,45,017,South Carolina,Calhoun County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,45,017,South Carolina,Calhoun County,TRUE,Renter,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,45,017,South Carolina,Calhoun County,TRUE,Owner,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,45,019,South Carolina,Charleston County,TRUE,All,all,1.0258,1.134,1.3813,Marginal,Marginal,Marginal,0.3227,0.5249,0.8442,Marginal,Marginal,Marginal
2017,45,019,South Carolina,Charleston County,TRUE,Renter,tenure,0.3689,0.5976,1.0942,Marginal,Marginal,Marginal,0.2531,0.4599,0.8425,Marginal,Marginal,Marginal
2017,45,019,South Carolina,Charleston County,TRUE,Owner,tenure,2.0346,1.9156,1.7051,Marginal,Marginal,Marginal,0.4295,0.6196,0.8462,Marginal,Marginal,Marginal
2017,45,021,South Carolina,Cherokee County,TRUE,All,all,1.5572,1.5572,1.5641,Marginal,Marginal,Marginal,0.6782,0.6782,0.9685,Marginal,Marginal,Marginal
2017,45,021,South Carolina,Cherokee County,TRUE,Renter,tenure,0.5672,0.5672,1.2308,Marginal,Marginal,Marginal,0.3744,0.3744,1.0567,Marginal,Marginal,Marginal
2017,45,021,South Carolina,Cherokee County,TRUE,Owner,tenure,2.2697,2.2697,1.7812,Marginal,Marginal,Marginal,0.8968,0.8968,0.911,Marginal,Marginal,Marginal
2017,45,023,South Carolina,Chester County,TRUE,All,all,1.5994,1.5994,1.6427,Weak,Weak,Weak,0.6983,0.6983,1.0235,Weak,Weak,Weak
2017,45,023,South Carolina,Chester County,TRUE,Renter,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,45,023,South Carolina,Chester County,TRUE,Owner,tenure,NA,NA,1.8187,NA,NA,Weak,NA,NA,0.9207,NA,NA,Weak
2017,45,025,South Carolina,Chesterfield County,TRUE,All,all,1.8951,1.8951,1.7925,Weak,Weak,Weak,0.8652,0.8652,0.9888,Weak,Weak,Weak
2017,45,025,South Carolina,Chesterfield County,TRUE,Renter,tenure,NA,NA,1.1558,NA,NA,Weak,NA,NA,0.8667,NA,NA,Weak
2017,45,025,South Carolina,Chesterfield County,TRUE,Owner,tenure,NA,NA,2.2462,NA,NA,Weak,NA,NA,1.0759,NA,NA,Weak
2017,45,027,South Carolina,Clarendon County,TRUE,All,all,1.8039,1.8039,1.7843,Weak,Weak,Weak,0.9239,0.9239,1.081,Weak,Weak,Weak
2017,45,027,South Carolina,Clarendon County,TRUE,Renter,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,45,027,South Carolina,Clarendon County,TRUE,Owner,tenure,NA,NA,2.1965,NA,NA,Weak,NA,NA,1.2028,NA,NA,Weak
2017,45,029,South Carolina,Colleton County,TRUE,All,all,1.8361,1.8361,1.6124,Weak,Weak,Weak,0.8563,0.8563,1.0885,Weak,Weak,Weak
2017,45,029,South Carolina,Colleton County,TRUE,Renter,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,45,029,South Carolina,Colleton County,TRUE,Owner,tenure,2.3751,2.3751,1.7387,Weak,Weak,Weak,0.8808,0.8808,0.9983,Weak,Weak,Weak
2017,45,031,South Carolina,Darlington County,TRUE,All,all,1.5261,1.5261,1.6512,Weak,Weak,Weak,0.6909,0.6909,1.0507,Weak,Weak,Weak
2017,45,031,South Carolina,Darlington County,TRUE,Renter,tenure,0.7035,0.7035,1.4642,Weak,Weak,Weak,0.5344,0.5344,1.1824,Weak,Weak,Weak
2017,45,031,South Carolina,Darlington County,TRUE,Owner,tenure,2.3303,2.3303,1.8233,Weak,Weak,Weak,0.8438,0.8438,0.9295,Weak,Weak,Weak
2017,45,033,South Carolina,Dillon County,TRUE,All,all,1.3266,1.3266,1.6843,Weak,Weak,Weak,0.73740000000000006,0.73740000000000006,1.1822,Weak,Weak,Weak
2017,45,033,South Carolina,Dillon County,TRUE,Renter,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,45,033,South Carolina,Dillon County,TRUE,Owner,tenure,NA,NA,2.2241,NA,NA,Weak,NA,NA,1.3409,NA,NA,Weak
2017,45,035,South Carolina,Dorchester County,TRUE,All,all,1.0061,1.1729,1.5991,Marginal,Marginal,Marginal,0.3943,0.6006,0.9573,Marginal,Marginal,Marginal
2017,45,035,South Carolina,Dorchester County,TRUE,Renter,tenure,0.3544,0.7471,1.3391,Marginal,Marginal,Marginal,0.2416,0.5844,1.0438,Marginal,Marginal,Marginal
2017,45,035,South Carolina,Dorchester County,TRUE,Owner,tenure,1.7616,1.6398,1.8649,Marginal,Marginal,Marginal,0.5712,0.6183,0.8688,Marginal,Marginal,Marginal
2017,45,037,South Carolina,Edgefield County,TRUE,All,all,NA,2.0402,2.0242,NA,Weak,Weak,NA,1.0757,1.3087,NA,Weak,Weak
2017,45,037,South Carolina,Edgefield County,TRUE,Renter,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,45,037,South Carolina,Edgefield County,TRUE,Owner,tenure,NA,NA,2.256,NA,NA,Weak,NA,NA,1.2372,NA,NA,Weak
2017,45,039,South Carolina,Fairfield County,TRUE,All,all,NA,NA,1.8714,NA,NA,Weak,NA,NA,1.1982,NA,NA,Weak
2017,45,039,South Carolina,Fairfield County,TRUE,Renter,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,45,039,South Carolina,Fairfield County,TRUE,Owner,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,45,041,South Carolina,Florence County,TRUE,All,all,1.4694,1.4675,1.528,Marginal,Marginal,Marginal,0.6425,0.7147,0.9792,Marginal,Marginal,Marginal
2017,45,041,South Carolina,Florence County,TRUE,Renter,tenure,0.6511,0.8858,1.2826,Marginal,Marginal,Marginal,0.4817,0.6147,1.0205,Marginal,Marginal,Marginal
2017,45,041,South Carolina,Florence County,TRUE,Owner,tenure,2.3067,2.0309,1.7403,Marginal,Marginal,Marginal,0.807,0.8115,0.9435,Marginal,Marginal,Marginal
2017,45,043,South Carolina,Georgetown County,TRUE,All,all,1.365,1.4203,1.5383,Marginal,Marginal,Marginal,0.7138,0.804,1.0632,Marginal,Marginal,Marginal
2017,45,043,South Carolina,Georgetown County,TRUE,Renter,tenure,0.6235,0.729,1.1111,Marginal,Marginal,Marginal,0.4802,0.5959,0.9706,Marginal,Marginal,Marginal
2017,45,043,South Carolina,Georgetown County,TRUE,Owner,tenure,2.2106,2.2328,1.902,Marginal,Marginal,Marginal,0.9803,1.0484,1.1421,Marginal,Marginal,Marginal
2017,45,045,South Carolina,Greenville County,TRUE,All,all,1.3798,1.3932,1.6625,Strong,Strong,Strong,0.5558,0.68,0.9478,Strong,Strong,Strong
2017,45,045,South Carolina,Greenville County,TRUE,Renter,tenure,0.5208,0.8011,1.318,Strong,Strong,Strong,0.3935,0.5829,0.9629,Strong,Strong,Strong
2017,45,045,South Carolina,Greenville County,TRUE,Owner,tenure,2.2792,2.0267,1.9731,Strong,Strong,Strong,0.7257,0.784,0.9341,Strong,Strong,Strong
2017,45,047,South Carolina,Greenwood County,TRUE,All,all,1.4027,1.4889,1.6252,Marginal,Marginal,Marginal,0.6634,0.7224,0.9547,Marginal,Marginal,Marginal
2017,45,047,South Carolina,Greenwood County,TRUE,Renter,tenure,0.5948,0.6812,1.2368,Marginal,Marginal,Marginal,0.4912,0.5736,0.9427,Marginal,Marginal,Marginal
2017,45,047,South Carolina,Greenwood County,TRUE,Owner,tenure,2.4404,2.4955,1.9992,Marginal,Marginal,Marginal,0.8844,0.9078,0.9662,Marginal,Marginal,Marginal
2017,45,049,South Carolina,Hampton County,TRUE,All,all,NA,NA,1.8048,NA,NA,Weak,NA,NA,1.2809,NA,NA,Weak
2017,45,049,South Carolina,Hampton County,TRUE,Renter,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,45,049,South Carolina,Hampton County,TRUE,Owner,tenure,NA,NA,1.793,NA,NA,Weak,NA,NA,1.0526,NA,NA,Weak
2017,45,051,South Carolina,Horry County,TRUE,All,all,1.5043,1.4774,1.4974,Strong,Strong,Strong,0.5055,0.5199,0.8298,Strong,Strong,Strong
2017,45,051,South Carolina,Horry County,TRUE,Renter,tenure,0.3968,0.4361,1.0356,Strong,Strong,Strong,0.3007,0.3254,0.7814,Strong,Strong,Strong
2017,45,051,South Carolina,Horry County,TRUE,Owner,tenure,2.3457,2.2989,1.8051,Strong,Strong,Strong,0.661,0.6734,0.8621,Strong,Strong,Strong
2017,45,053,South Carolina,Jasper County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,45,053,South Carolina,Jasper County,TRUE,Renter,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,45,053,South Carolina,Jasper County,TRUE,Owner,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,45,055,South Carolina,Kershaw County,TRUE,All,all,1.4339,1.4521,1.6082,Marginal,Marginal,Marginal,0.4995,0.5868,0.8121,Marginal,Marginal,Marginal
2017,45,055,South Carolina,Kershaw County,TRUE,Renter,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,45,055,South Carolina,Kershaw County,TRUE,Owner,tenure,1.8016,1.8039,1.7692,Marginal,Marginal,Marginal,0.5883,0.6406,0.8232,Marginal,Marginal,Marginal
2017,45,057,South Carolina,Lancaster County,TRUE,All,all,1.8108,1.7075,1.6506,Marginal,Marginal,Marginal,0.7922,0.8107,0.9675,Marginal,Marginal,Marginal
2017,45,057,South Carolina,Lancaster County,TRUE,Renter,tenure,0.8347,0.8897,1.1648,Marginal,Marginal,Marginal,0.5808,0.6234,0.8839,Marginal,Marginal,Marginal
2017,45,057,South Carolina,Lancaster County,TRUE,Owner,tenure,2.6047,2.3658,1.9523,Marginal,Marginal,Marginal,0.9642,0.9614,1.0194,Marginal,Marginal,Marginal
2017,45,059,South Carolina,Laurens County,TRUE,All,all,1.6069,1.6069,1.7484,Marginal,Marginal,Marginal,0.5683,0.5683,0.87,Marginal,Marginal,Marginal
2017,45,059,South Carolina,Laurens County,TRUE,Renter,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,45,059,South Carolina,Laurens County,TRUE,Owner,tenure,2.2401,2.2401,1.9929,Marginal,Marginal,Marginal,0.6812,0.6812,0.874,Marginal,Marginal,Marginal
2017,45,061,South Carolina,Lee County,TRUE,All,all,NA,NA,2.0141,NA,NA,Weak,NA,NA,1.3107,NA,NA,Weak
2017,45,061,South Carolina,Lee County,TRUE,Renter,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,45,061,South Carolina,Lee County,TRUE,Owner,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,45,063,South Carolina,Lexington County,TRUE,All,all,1.6628,1.7749,1.7561,Strong,Strong,Strong,0.4773,0.7059,0.9617,Strong,Strong,Strong
2017,45,063,South Carolina,Lexington County,TRUE,Renter,tenure,0.4612,0.9883,1.1734,Strong,Strong,Strong,0.3414,0.6833,0.9209,Strong,Strong,Strong
2017,45,063,South Carolina,Lexington County,TRUE,Owner,tenure,3.1686,2.5114,2.1672,Strong,Strong,Strong,0.6477,0.7272,0.9905,Strong,Strong,Strong
2017,45,065,South Carolina,McCormick County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,45,065,South Carolina,McCormick County,TRUE,Renter,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,45,065,South Carolina,McCormick County,TRUE,Owner,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
