year,state,place,state_name,place_name,in_universe,subgroup,subgroup_type,ratio_black_nh_house_value_households,ratio_black_nh_house_value_households_quality,ratio_hispanic_house_value_households,ratio_hispanic_house_value_households_quality,ratio_other_nh_house_value_households,ratio_other_nh_house_value_households_quality,ratio_white_nh_house_value_households,ratio_white_nh_house_value_households_quality,rate_juv_arrest,rate_juv_arrest_quality
2025,06,13210,California,Chino city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,13210,California,Chino city,TRUE,Under Age 45,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,13210,California,Chino city,TRUE,Age 45 and Over,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,13210,California,Chino city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,13210,California,Chino city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,13214,California,Chino Hills city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,13214,California,Chino Hills city,TRUE,Under Age 45,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,13214,California,Chino Hills city,TRUE,Age 45 and Over,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,13214,California,Chino Hills city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,13214,California,Chino Hills city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,13392,California,Chula Vista city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,13392,California,Chula Vista city,TRUE,Under Age 45,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,13392,California,Chula Vista city,TRUE,Age 45 and Over,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,13392,California,Chula Vista city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,13392,California,Chula Vista city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,13588,California,Citrus Heights city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,13588,California,Citrus Heights city,TRUE,Under Age 45,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,13588,California,Citrus Heights city,TRUE,Age 45 and Over,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,13588,California,Citrus Heights city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,13588,California,Citrus Heights city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,14218,California,Clovis city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,14218,California,Clovis city,TRUE,Under Age 45,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,14218,California,Clovis city,TRUE,Age 45 and Over,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,14218,California,Clovis city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,14218,California,Clovis city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,15044,California,Compton city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,15044,California,Compton city,TRUE,Under Age 45,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,15044,California,Compton city,TRUE,Age 45 and Over,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,15044,California,Compton city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,15044,California,Compton city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,16000,California,Concord city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,16000,California,Concord city,TRUE,Under Age 45,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,16000,California,Concord city,TRUE,Age 45 and Over,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,16000,California,Concord city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,16000,California,Concord city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,16350,California,Corona city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,16350,California,Corona city,TRUE,Under Age 45,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,16350,California,Corona city,TRUE,Age 45 and Over,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,16350,California,Corona city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,16350,California,Corona city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,16532,California,Costa Mesa city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,16532,California,Costa Mesa city,TRUE,Under Age 45,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,16532,California,Costa Mesa city,TRUE,Age 45 and Over,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,16532,California,Costa Mesa city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,16532,California,Costa Mesa city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,17918,California,Daly City city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,17918,California,Daly City city,TRUE,Under Age 45,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,17918,California,Daly City city,TRUE,Age 45 and Over,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,17918,California,Daly City city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,17918,California,Daly City city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,19766,California,Downey city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,19766,California,Downey city,TRUE,Under Age 45,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,19766,California,Downey city,TRUE,Age 45 and Over,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,19766,California,Downey city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,19766,California,Downey city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,21712,California,El Cajon city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,21712,California,El Cajon city,TRUE,Under Age 45,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,21712,California,El Cajon city,TRUE,Age 45 and Over,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,21712,California,El Cajon city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,21712,California,El Cajon city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,22020,California,Elk Grove city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,22020,California,Elk Grove city,TRUE,Under Age 45,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,22020,California,Elk Grove city,TRUE,Age 45 and Over,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,22020,California,Elk Grove city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,22020,California,Elk Grove city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,22230,California,El Monte city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,22230,California,El Monte city,TRUE,Under Age 45,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,22230,California,El Monte city,TRUE,Age 45 and Over,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,22230,California,El Monte city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,22230,California,El Monte city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,22804,California,Escondido city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,22804,California,Escondido city,TRUE,Under Age 45,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,22804,California,Escondido city,TRUE,Age 45 and Over,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,22804,California,Escondido city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,22804,California,Escondido city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,23182,California,Fairfield city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,23182,California,Fairfield city,TRUE,Under Age 45,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,23182,California,Fairfield city,TRUE,Age 45 and Over,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,23182,California,Fairfield city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,23182,California,Fairfield city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,24638,California,Folsom city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,24638,California,Folsom city,TRUE,Under Age 45,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,24638,California,Folsom city,TRUE,Age 45 and Over,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,24638,California,Folsom city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,24638,California,Folsom city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,24680,California,Fontana city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,24680,California,Fontana city,TRUE,Under Age 45,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,24680,California,Fontana city,TRUE,Age 45 and Over,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,24680,California,Fontana city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,24680,California,Fontana city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,26000,California,Fremont city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,26000,California,Fremont city,TRUE,Under Age 45,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,26000,California,Fremont city,TRUE,Age 45 and Over,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,26000,California,Fremont city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,26000,California,Fremont city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,27000,California,Fresno city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,27000,California,Fresno city,TRUE,Under Age 45,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,27000,California,Fresno city,TRUE,Age 45 and Over,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,27000,California,Fresno city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,27000,California,Fresno city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,28000,California,Fullerton city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,28000,California,Fullerton city,TRUE,Under Age 45,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,28000,California,Fullerton city,TRUE,Age 45 and Over,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,28000,California,Fullerton city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,28000,California,Fullerton city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,29000,California,Garden Grove city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,29000,California,Garden Grove city,TRUE,Under Age 45,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,29000,California,Garden Grove city,TRUE,Age 45 and Over,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,29000,California,Garden Grove city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,29000,California,Garden Grove city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,30000,California,Glendale city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,30000,California,Glendale city,TRUE,Under Age 45,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,30000,California,Glendale city,TRUE,Age 45 and Over,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,30000,California,Glendale city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,30000,California,Glendale city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,32548,California,Hawthorne city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,32548,California,Hawthorne city,TRUE,Under Age 45,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,32548,California,Hawthorne city,TRUE,Age 45 and Over,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,32548,California,Hawthorne city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,32548,California,Hawthorne city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,33000,California,Hayward city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,33000,California,Hayward city,TRUE,Under Age 45,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,33000,California,Hayward city,TRUE,Age 45 and Over,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,33000,California,Hayward city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,33000,California,Hayward city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,33182,California,Hemet city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,33182,California,Hemet city,TRUE,Under Age 45,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,33182,California,Hemet city,TRUE,Age 45 and Over,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,33182,California,Hemet city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,33182,California,Hemet city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,33434,California,Hesperia city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,33434,California,Hesperia city,TRUE,Under Age 45,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,33434,California,Hesperia city,TRUE,Age 45 and Over,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,33434,California,Hesperia city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,33434,California,Hesperia city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,36000,California,Huntington Beach city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,36000,California,Huntington Beach city,TRUE,Under Age 45,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,36000,California,Huntington Beach city,TRUE,Age 45 and Over,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,36000,California,Huntington Beach city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,36000,California,Huntington Beach city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,36448,California,Indio city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,36448,California,Indio city,TRUE,Under Age 45,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,36448,California,Indio city,TRUE,Age 45 and Over,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,36448,California,Indio city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,36448,California,Indio city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,36546,California,Inglewood city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,36546,California,Inglewood city,TRUE,Under Age 45,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,36546,California,Inglewood city,TRUE,Age 45 and Over,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,36546,California,Inglewood city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,36546,California,Inglewood city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,36770,California,Irvine city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,36770,California,Irvine city,TRUE,Under Age 45,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,36770,California,Irvine city,TRUE,Age 45 and Over,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,36770,California,Irvine city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,36770,California,Irvine city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,37692,California,Jurupa Valley city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,37692,California,Jurupa Valley city,TRUE,Under Age 45,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,37692,California,Jurupa Valley city,TRUE,Age 45 and Over,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,37692,California,Jurupa Valley city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,37692,California,Jurupa Valley city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,39496,California,Lake Forest city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,39496,California,Lake Forest city,TRUE,Under Age 45,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,39496,California,Lake Forest city,TRUE,Age 45 and Over,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,39496,California,Lake Forest city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,39496,California,Lake Forest city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,39892,California,Lakewood city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,39892,California,Lakewood city,TRUE,Under Age 45,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,39892,California,Lakewood city,TRUE,Age 45 and Over,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,39892,California,Lakewood city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,39892,California,Lakewood city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,40130,California,Lancaster city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,40130,California,Lancaster city,TRUE,Under Age 45,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,40130,California,Lancaster city,TRUE,Age 45 and Over,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,40130,California,Lancaster city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,40130,California,Lancaster city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,41992,California,Livermore city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,41992,California,Livermore city,TRUE,Under Age 45,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,41992,California,Livermore city,TRUE,Age 45 and Over,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,41992,California,Livermore city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,41992,California,Livermore city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,43000,California,Long Beach city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,43000,California,Long Beach city,TRUE,Under Age 45,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,43000,California,Long Beach city,TRUE,Age 45 and Over,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,43000,California,Long Beach city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,43000,California,Long Beach city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,44000,California,Los Angeles city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,44000,California,Los Angeles city,TRUE,Under Age 45,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,44000,California,Los Angeles city,TRUE,Age 45 and Over,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,44000,California,Los Angeles city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,44000,California,Los Angeles city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,45484,California,Manteca city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,45484,California,Manteca city,TRUE,Under Age 45,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,45484,California,Manteca city,TRUE,Age 45 and Over,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,45484,California,Manteca city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,45484,California,Manteca city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,46842,California,Menifee city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,46842,California,Menifee city,TRUE,Under Age 45,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,46842,California,Menifee city,TRUE,Age 45 and Over,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,46842,California,Menifee city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,46842,California,Menifee city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,46898,California,Merced city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,46898,California,Merced city,TRUE,Under Age 45,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,46898,California,Merced city,TRUE,Age 45 and Over,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,46898,California,Merced city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,46898,California,Merced city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,47766,California,Milpitas city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,47766,California,Milpitas city,TRUE,Under Age 45,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,47766,California,Milpitas city,TRUE,Age 45 and Over,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,47766,California,Milpitas city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,47766,California,Milpitas city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,48256,California,Mission Viejo city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,48256,California,Mission Viejo city,TRUE,Under Age 45,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,48256,California,Mission Viejo city,TRUE,Age 45 and Over,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,48256,California,Mission Viejo city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,48256,California,Mission Viejo city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,48354,California,Modesto city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,48354,California,Modesto city,TRUE,Under Age 45,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,48354,California,Modesto city,TRUE,Age 45 and Over,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,48354,California,Modesto city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,48354,California,Modesto city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,49270,California,Moreno Valley city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,49270,California,Moreno Valley city,TRUE,Under Age 45,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,49270,California,Moreno Valley city,TRUE,Age 45 and Over,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,49270,California,Moreno Valley city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,49270,California,Moreno Valley city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,06,49670,California,Mountain View city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
