state,county,subgroup_type,subgroup,share_in_preschool,share_in_preschool_ub,share_in_preschool_lb,share_in_preschool_quality,share_hs_degree,share_hs_degree_ub,share_hs_degree_lb,share_hs_degree_quality,rate_learning,rate_learning_lb,rate_learning_ub,rate_learning_quality,pctl_income_20,pctl_income_50,pctl_income_80,pctl_income_quality,rate_low_birth_weight,rate_low_birth_weight_lb,rate_low_birth_weight_ub,rate_low_birth_weight_quality,share_employed,share_employed_ub,share_employed_lb,share_employed_quality
13,185,race-ethnicity,"Black, Non-Hispanic",0.4686985173,0.6273636783,0.3100333563,3,0.9650915283,1,0.9114625549,3,0.90222937,0.80539691,0.99906182,1,8442.579852,25592.182401,59881.594784,1,0.15671642,0.12918918,0.18424366,1,0.6630907509,0.7028098669,0.623371635,1
13,185,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,0.98161227,0.71493524,1.2482893,1,9286.938596,33820.55765,62165.877342,3,0.096774191,0.050229713,0.14331867,2,0.6720257235,0.7654550125,0.5785964344,3
13,185,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16252.39444,45342.8217,84788.036784,3,NA,NA,NA,3,0.618147448,0.7453969077,0.4908979884,3
13,185,race-ethnicity,"White, Non-Hispanic",0.3612676056,0.4754438088,0.2470914025,3,0.9320137694,0.9897590222,0.8742685165,3,0.85714763,0.75193542,0.96235985,1,19248.843,50655.479112,103915.17098,1,0.065808296,0.047427014,0.084189579,1,0.7513392465,0.7750002805,0.7276782125,1
13,187,all,All,0.1890489914,0.3809072823,0,3,1,1,1,3,0.64183962,0.45474946,0.82892978,1,21680.28,51667.95,96750.76,2,0.10123339,0.09827026,0.10419653,3,0.7597719862,0.8015874915,0.717956481,2
13,187,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15776807,0.15102272,0.16451342,3,NA,NA,NA,NA
13,187,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,0.82860541,-0.7691952,2.4264059,3,6216.789972,37133.128538,73872.321808,3,0.069103658,0.06123767,0.076969646,3,0.7416598861,0.841392805,0.6419269672,3
13,187,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12157.164,26496.449232,57746.529,3,0.091538459,0.075862303,0.10721461,3,0.7907869482,0.9184449086,0.6631289877,3
13,187,race-ethnicity,"White, Non-Hispanic",0.3432264241,0.4418678319,0.2445850164,3,0.9116560296,0.9699655321,0.853346527,3,0.60413015,0.44159022,0.76667011,1,22084.5075,49916.917108,96020.21165,2,0.079761237,0.076268889,0.083253585,3,0.7403291462,0.7609487439,0.7197095484,2
13,189,all,All,0.4344242995,0.5843354206,0.2845131784,2,0.867924558,1,0.7231145929,3,0.74981672,0.55118948,0.94844395,1,16310.86,40523.88,88645.99,2,0.10123339,0.09827026,0.10419653,3,0.7498735393,0.7873146174,0.7124324612,2
13,189,race-ethnicity,"Black, Non-Hispanic",0.4874274662,0.5976512181,0.3772037142,3,0.7208943716,0.8343955998,0.6073931435,3,0.79991639,0.58432472,1.0155081,1,10598.37944,25226.1153,56171.911664,2,0.15776807,0.15102272,0.16451342,3,0.6566002969,0.6842990102,0.6289015835,2
13,189,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13170.261,20652.531236,42996.216725,3,0.069103658,0.06123767,0.076969646,3,0.7456926258,0.8523830607,0.6390021909,3
13,189,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18441.280352,32685.262016,63275.151675,3,0.091538459,0.075862303,0.10721461,3,0.6100519931,0.7612036295,0.4589003567,3
13,189,race-ethnicity,"White, Non-Hispanic",0.4454148472,0.5492587971,0.3415708972,3,0.9279811098,0.9913183104,0.8646439092,3,0.69862008,0.44270289,0.95453727,1,22276.49367,51701.082381,99465.605985,2,0.079761237,0.076268889,0.083253585,3,0.7402034756,0.7622420599,0.7181648914,2
13,191,all,All,0.471078827,0.6364517177,0.3057059363,2,0.7514635342,0.9457883593,0.5571387092,3,0.92147136,0.59708691,1.2458558,1,20768.49,53896.76,109921,2,0.10123339,0.09827026,0.10419653,3,0.7990837988,0.8366518784,0.7615157193,2
13,191,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,1.0775281,0.66862249,1.4864337,1,14774.262844,31659.422548,69650.528088,2,0.15776807,0.15102272,0.16451342,3,0.7639892026,0.8037114085,0.7242669967,2
13,191,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20261.94,43516.518615,84788.036784,2,0.069103658,0.06123767,0.076969646,3,0.7751980333,0.8426824951,0.7077135716,2
13,191,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20821.80602,56733.432,113141.93721,3,0.091538459,0.075862303,0.10721461,3,0.7593480345,0.8502266604,0.6684694087,3
13,191,race-ethnicity,"White, Non-Hispanic",0.4810126582,0.578941971,0.3830833455,2,0.8616780045,0.9398126356,0.7835433734,3,0.84186411,0.48574364,1.1979846,1,26382.684192,59245.792144,116929.57981,2,0.079761237,0.076268889,0.083253585,3,0.7956149614,0.8154425612,0.7757873616,2
13,193,all,All,0.5109441359,0.6869151632,0.3349731086,2,0.7458401185,0.8900843383,0.6015958987,2,0.77617842,0.47333047,1.0790263,1,15196.45,39510.78,92597.07,2,0.10123339,0.09827026,0.10419653,3,0.7395813318,0.7742105364,0.7049521272,2
13,193,race-ethnicity,"Black, Non-Hispanic",0.6272401434,0.7495923868,0.5048878999,3,0.8297764228,0.9121336051,0.7474192405,3,0.87792057,0.61240971,1.1434314,1,10174.844768,25436.110656,55720.335,2,0.15776807,0.15102272,0.16451342,3,0.6818394322,0.7089007645,0.6547780999,2
13,193,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20261.94,43030.321664,77707.852272,3,0.069103658,0.06123767,0.076969646,3,0.7304993809,0.8056259372,0.6553728246,2
13,193,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20057.57325,45342.8217,84289.6704,3,0.091538459,0.075862303,0.10721461,3,0.7473884141,0.8573346231,0.637442205,3
13,193,race-ethnicity,"White, Non-Hispanic",0.5209272376,0.6277603058,0.4140941694,3,0.85,0.92377172,0.77622828,3,NA,NA,NA,NA,22892.900096,53592.8313,108907.9275,2,0.079761237,0.076268889,0.083253585,3,0.7449449021,0.7653852696,0.7245045346,2
13,195,all,All,0.4699197861,0.6245907309,0.3152488413,2,0.7244655862,0.9155579043,0.5333732682,3,0.98029816,0.81094122,1.1496551,1,25530.04,64635.59,125624,2,0.10123339,0.09827026,0.10419653,3,0.7946262664,0.8287945243,0.7604580085,2
13,195,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,1.248271,0.30234349,2.1941984,3,11309.486375,28166.318675,66965.7117,2,0.15776807,0.15102272,0.16451342,3,0.695092968,0.7428488786,0.6473370573,2
13,195,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,1.0627345,0.6825611,1.4429078,1,21105.945836,42675.537575,98270.409,3,0.069103658,0.06123767,0.076969646,3,0.7082973207,0.7924804506,0.6241141908,2
13,195,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22794.663324,76995.372,167330.54453,3,0.091538459,0.075862303,0.10721461,3,0.8135981665,0.8963879371,0.730808396,3
13,195,race-ethnicity,"White, Non-Hispanic",0.4537422037,0.5383545354,0.3691298721,2,0.8274483678,0.901141221,0.7537555145,2,0.97772104,0.82086802,1.1345741,1,26496.449232,60785.82,123683.44218,2,0.079761237,0.076268889,0.083253585,3,0.7739646457,0.7914745811,0.7564547103,2
13,197,all,All,0.5109441359,0.6869151632,0.3349731086,2,0.7458401312,0.8900843486,0.6015959138,2,0.65356672,0.28986847,1.017265,1,15196.45,39510.78,92597.07,2,0.10123339,0.09827026,0.10419653,3,0.7395813362,0.7742105406,0.7049521318,2
13,197,race-ethnicity,"Black, Non-Hispanic",0.6272401434,0.7495923868,0.5048878999,3,0.8297764228,0.9121336051,0.7474192405,3,0.76016331,0.26066169,1.2596649,3,10174.844768,25436.110656,55720.335,2,0.15776807,0.15102272,0.16451342,3,0.6818394322,0.7089007645,0.6547780999,2
13,197,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20261.94,43030.321664,77707.852272,3,0.069103658,0.06123767,0.076969646,3,0.7304993809,0.8056259372,0.6553728246,2
13,197,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20057.57325,45342.8217,84289.6704,3,0.091538459,0.075862303,0.10721461,3,0.7473884141,0.8573346231,0.637442205,3
13,197,race-ethnicity,"White, Non-Hispanic",0.5209272376,0.6277603058,0.4140941694,3,0.85,0.92377172,0.77622828,3,0.55727321,0.1459673,0.96857911,1,22892.900096,53592.8313,108907.9275,2,0.079761237,0.076268889,0.083253585,3,0.7449449021,0.7653852696,0.7245045346,2
13,199,all,All,0.6622062663,0.8554985828,0.4689139499,3,0.8931828273,1,0.7696048246,3,1.0619786,0.84479809,1.2791591,1,15196.45,40929.12,91178.73,2,0.10123339,0.09827026,0.10419653,3,0.7816252856,0.8230021104,0.7402484609,2
13,199,race-ethnicity,"Black, Non-Hispanic",0.6435006435,0.8148961027,0.4721051843,3,0.9352601156,1,0.8599390753,3,1.1214745,0.9002158,1.3427333,1,10704.513424,29675.462432,60623.531408,2,0.15776807,0.15102272,0.16451342,3,0.7849608198,0.8202063142,0.7497153253,2
13,199,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16577.432466,32006.401075,50768.766123,3,0.069103658,0.06123767,0.076969646,3,0.7018950437,0.8176397487,0.5861503387,3
13,199,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28493.581052,59033.524176,108697.58585,3,0.091538459,0.075862303,0.10721461,3,0.6895223421,0.7979141349,0.5811305493,3
13,199,race-ethnicity,"White, Non-Hispanic",0.5684367988,0.6783556208,0.4585179768,3,0.6648160999,0.7716521391,0.5579800607,3,1.027791,0.7409516,1.3146305,1,20879.358192,51932.559888,96244.215,2,0.079761237,0.076268889,0.083253585,3,0.76433579,0.7872403835,0.7414311966,2
13,201,all,All,0.5624817943,0.7292329731,0.3957306156,2,0.9968287533,1,0.9727811545,3,0.85808349,0.47543231,1.2407347,1,15804.31,37889.83,81047.76,2,0.10123339,0.09827026,0.10419653,3,0.7125216295,0.7517249366,0.6733183224,2
13,201,race-ethnicity,"Black, Non-Hispanic",0.5222696766,0.6401307348,0.4044086185,3,0.9240097009,0.9974591278,0.850560274,3,0.69767398,0.14324348,1.2521045,3,10280.978752,26671.832825,56467.827327,2,0.15776807,0.15102272,0.16451342,3,0.626141788,0.6585162257,0.5937673502,2
13,201,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9401.611173,32419.104,53927.117348,3,0.069103658,0.06123767,0.076969646,3,0.6815453863,0.768607838,0.5944829347,2
13,201,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22161.89806,36471.492,62812.014,3,0.091538459,0.075862303,0.10721461,3,0.636884307,0.765150432,0.508618182,3
13,201,race-ethnicity,"White, Non-Hispanic",0.4618284637,0.5761940476,0.3474628798,3,0.7563829787,0.8599469729,0.6528189846,3,0.93753517,0.54290795,1.3321624,1,20348.688272,47038.489902,92090.5173,2,0.079761237,0.076268889,0.083253585,3,0.7578657978,0.7800223956,0.7357091999,2
13,205,all,All,0.5624817943,0.7292329731,0.3957306156,2,0.9968287527,1,0.9727811516,3,1.1407267,0.94485527,1.336598,1,15804.31,37889.83,81047.76,2,0.10123339,0.09827026,0.10419653,3,0.7125216281,0.7517249352,0.673318321,2
13,205,race-ethnicity,"Black, Non-Hispanic",0.5222696766,0.6401307348,0.4044086185,3,0.9240097009,0.9974591278,0.850560274,3,1.1291186,0.9293943,1.3288428,1,10280.978752,26671.832825,56467.827327,2,0.15776807,0.15102272,0.16451342,3,0.626141788,0.6585162257,0.5937673502,2
13,205,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,1.0802201,0.54778045,1.6126597,3,9401.611173,32419.104,53927.117348,3,0.069103658,0.06123767,0.076969646,3,0.6815453863,0.768607838,0.5944829347,2
13,205,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22161.89806,36471.492,62812.014,3,0.091538459,0.075862303,0.10721461,3,0.636884307,0.765150432,0.508618182,3
13,205,race-ethnicity,"White, Non-Hispanic",0.4618284637,0.5761940476,0.3474628798,3,0.7563829787,0.8599469729,0.6528189846,3,1.1273992,0.84381318,1.4109852,1,20348.688272,47038.489902,92090.5173,2,0.079761237,0.076268889,0.083253585,3,0.7578657978,0.7800223956,0.7357091999,2
13,207,all,All,0.4002413516,0.5502144558,0.2502682474,2,0.8251365781,0.9838658913,0.6664072648,3,0.95393395,0.7562784,1.1515895,1,16412.17,45791.98,94369.99,2,0.10123339,0.09827026,0.10419653,3,0.7318277304,0.7681966172,0.6954588436,2
13,207,race-ethnicity,"Black, Non-Hispanic",0.5084745763,0.6394137731,0.3775353795,3,0.8047945205,0.9115048951,0.698084146,3,0.98934281,0.65528625,1.3233993,1,12018.992454,28164.0966,65710.953792,2,0.15776807,0.15102272,0.16451342,3,0.7190879173,0.7494461322,0.6887297023,2
13,207,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20722.296177,42347.4546,100255.006,3,0.069103658,0.06123767,0.076969646,3,0.7948829141,0.875657168,0.7141086603,3
13,207,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31082.938671,58927.390192,107329.69803,3,0.091538459,0.075862303,0.10721461,3,0.7614942529,0.8627884005,0.6602001053,3
13,207,race-ethnicity,"White, Non-Hispanic",0.3983634798,0.4948008431,0.3019261164,3,0.7860432164,0.8609969712,0.7110894617,2,0.98860484,0.80171728,1.1754924,1,21984.2049,51805.234848,102574.00097,2,0.079761237,0.076268889,0.083253585,3,0.7378147685,0.7573665226,0.7182630145,2
13,209,all,All,0.5196959226,0.6726274177,0.3667644274,2,0.7752351362,0.9271632014,0.623307071,3,1.2695315,0.90835547,1.6307075,1,15196.45,42347.45,87126.34,2,0.10123339,0.09827026,0.10419653,3,0.7051174362,0.7427840993,0.6674507731,2
13,209,race-ethnicity,"Black, Non-Hispanic",0.661380597,0.7966777902,0.5260834038,3,NA,NA,NA,NA,1.059268,0.07302206,2.0455139,3,10131.29734,26340.522,51103.953725,2,0.15776807,0.15102272,0.16451342,3,0.6902640264,0.731163599,0.6493644538,2
13,209,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13469.03748,32006.401075,51182.447636,2,0.069103658,0.06123767,0.076969646,3,0.7089292617,0.7749257918,0.6429327316,2
13,209,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19524.116425,37128.19165,95486.754825,3,0.091538459,0.075862303,0.10721461,3,0.6159486709,0.7456743907,0.4862229512,3
13,209,race-ethnicity,"White, Non-Hispanic",0.3341633466,0.4192729022,0.249053791,2,0.7670230726,0.8507188802,0.683327265,3,1.384287,1.0084039,1.7601701,1,19271.239962,45589.365,90368.2524,2,0.079761237,0.076268889,0.083253585,3,0.7123004642,0.7316164126,0.6929845157,2
13,211,all,All,0.476056338,0.6896645257,0.2624481503,3,0.7173766051,0.87850537930000006,0.5562478309,2,1.109566,0.89302295,1.3261091,1,25327.42,60785.82,108604,2,0.10123339,0.09827026,0.10419653,3,0.7914745431,0.8278565231,0.7550925631,2
13,211,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,1.0156523,0.70926094,1.3220437,1,12718.055328,41334.180448,81271.282308,2,0.15776807,0.15102272,0.16451342,3,0.7359338061,0.7837883357,0.6880792766,2
13,211,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18033.1266,39299.612,109867.70723,3,0.069103658,0.06123767,0.076969646,3,0.7937984496,0.8879067615,0.6996901377,3
13,211,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15844.83708,52681.044,130983.35593,3,0.091538459,0.075862303,0.10721461,3,0.863084922,0.9658331279,0.7603367161,3
13,211,race-ethnicity,"White, Non-Hispanic",0.5487274984,0.6453000671,0.4521549298,2,0.8513573654,0.9187623212,0.7839524095,2,1.0255281,0.80205101,1.2490051,1,27874.188496,62102.8461,110862.7172,2,0.079761237,0.076268889,0.083253585,3,0.7491202472,0.7684916964,0.729748798,2
13,213,all,All,0.3015545982,0.4300558151,0.1730533814,2,0.777011481,0.9285112749,0.6255116871,3,0.86703753,0.73032188,1.0037532,1,19147.53,45589.36,94218.02,2,0.10123339,0.09827026,0.10419653,3,0.6967218046,0.7335957154,0.6598478938,2
13,213,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15256.461825,41443.581165,71482.206125,3,0.15776807,0.15102272,0.16451342,3,0.588,0.7510644614,0.4249355386,3
13,213,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,0.87285078,0.64266676,1.1030349,1,22897.363716,43877.391008,73562.988561,2,0.069103658,0.06123767,0.076969646,3,0.7695195195,0.819753904,0.7192851351,2
13,213,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14943.8652,43765.7904,84442.371012,2,0.091538459,0.075862303,0.10721461,3,0.6661971831,0.7551358444,0.5772585218,2
13,213,race-ethnicity,"White, Non-Hispanic",0.3652251185,0.4400675166,0.2903827203,2,0.8783732421,0.9368548847,0.8198915995,2,0.8417927,0.71528339,0.96830201,1,21515.160832,48628.656,94856.747568,2,0.079761237,0.076268889,0.083253585,3,0.7492247298,0.7656113672,0.7328380923,2
13,215,all,All,0.5488203892,0.682790522,0.4148502564,1,0.9339108976,1,0.8504017095,1,1.0747622,1.0075592,1.1419653,1,19248.84,47818.18,91583.97,1,0.12241993,0.11030078,0.13453908,1,0.7104822642,0.7434058034,0.677558725,1
13,215,race-ethnicity,"Black, Non-Hispanic",0.5280764636,0.6259218372,0.43023109,1,0.877721943,0.9469623462,0.8084815399,3,1.0898507,1.0210841,1.1586173,1,12874.959464,33820.55765,70734.9632,1,0.1671875,0.14674534,0.18762966,1,0.7067336341,0.7299673712,0.6834998971,1
13,215,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,1.0960249,0.90045035,1.2915994,1,21757.753713,45994.6038,83431.03395,1,0.083333336,0.05378034,0.11288632999999999,2,0.753509434,0.8017187957,0.7053000722,1
13,215,race-ethnicity,Other Races and Ethnicities,0.431322208,0.5954023764,0.2672420395,3,NA,NA,NA,NA,NA,NA,NA,NA,23952.237408,53344.674075,105531.74436,1,0.062146891,0.026579946,0.097713836,2,0.7836052836,0.8376527878,0.7295577794,1
13,215,race-ethnicity,"White, Non-Hispanic",0.4751278475,0.5706476532,0.3796080418,1,0.913570887,0.9747657146,0.8523760595,3,1.03089,0.92822772,1.1335522,1,24314.328,56733.432,109846.72683,1,0.089447238,0.071714304,0.10718017,1,0.732606299,0.753220082,0.7119925159,1
13,217,all,All,0.7099265398,0.8810993943,0.5387536853,3,0.8091969591,0.9393762244,0.6790176938,2,0.89930218,0.81673998,0.98186439,1,29075.88,60076.65,111440.7,2,0.10123339,0.09827026,0.10419653,3,0.7785646982,0.8128022444,0.7443271521,2
13,217,race-ethnicity,"Black, Non-Hispanic",0.6714345814,0.7830731845,0.5597959783,3,0.8951925948,0.9674672038,0.8229179858,3,0.99015933,0.90248811,1.0778306,1,23365.20725,56985.556095,102788.08223,2,0.15776807,0.15102272,0.16451342,3,0.7764788586,0.8006310798,0.7523266374,2
13,217,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,0.95754606,0.71490258,1.2001895,1,18028.488681,42675.537575,78416.136425,2,0.069103658,0.06123767,0.076969646,3,0.7544761567,0.8147317868,0.6942205266,2
13,217,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16577.432466,41334.180448,83923.631055,3,0.091538459,0.075862303,0.10721461,3,0.6618265189,0.7494436274,0.5742094104,2
13,217,race-ethnicity,"White, Non-Hispanic",0.4036838066,0.5310568745,0.2763107387,3,0.7230014025,0.8362385188,0.6097642862,3,0.79627573,0.68223852,0.91031295,1,24866.148699,56438.521975,108104.47155,2,0.079761237,0.076268889,0.083253585,3,0.733321982,0.7568425143,0.7098014496,2
13,219,all,All,0.4699197861,0.6245907309,0.3152488413,2,0.724465598,0.9155579136,0.5333732825,3,1.0525348,0.91221929,1.1928504,1,25530.04,64635.59,125624,2,0.10123339,0.09827026,0.10419653,3,0.7946262668,0.8287945246,0.7604580089,2
13,219,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,1.2142749,-0.27278158,2.7013314,3,11309.486375,28166.318675,66965.7117,2,0.15776807,0.15102272,0.16451342,3,0.695092968,0.7428488786,0.6473370573,2
13,219,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,0.90388799,0.48548415,1.3222919,1,21105.945836,42675.537575,98270.409,3,0.069103658,0.06123767,0.076969646,3,0.7082973207,0.7924804506,0.6241141908,2
13,219,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22794.663324,76995.372,167330.54453,3,0.091538459,0.075862303,0.10721461,3,0.8135981665,0.8963879371,0.730808396,3
13,219,race-ethnicity,"White, Non-Hispanic",0.4537422037,0.5383545354,0.3691298721,2,0.8274483678,0.901141221,0.7537555145,2,1.012762,0.88485593,1.1406679,1,26496.449232,60785.82,123683.44218,2,0.079761237,0.076268889,0.083253585,3,0.7739646457,0.7914745811,0.7564547103,2
13,221,all,All,0.4699197861,0.6245907309,0.3152488413,2,0.724465625,0.9155579348,0.5333733153,3,1.1608398,0.91858685,1.4030927,1,25530.04,64635.59,125624,2,0.10123339,0.09827026,0.10419653,3,0.7946262671,0.828794525,0.7604580093,2
13,221,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,1.0325903,0.58765137,1.4775292,3,11309.486375,28166.318675,66965.7117,2,0.15776807,0.15102272,0.16451342,3,0.695092968,0.7428488786,0.6473370573,2
13,221,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21105.945836,42675.537575,98270.409,3,0.069103658,0.06123767,0.076969646,3,0.7082973207,0.7924804506,0.6241141908,2
13,221,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22794.663324,76995.372,167330.54453,3,0.091538459,0.075862303,0.10721461,3,0.8135981665,0.8963879371,0.730808396,3
13,221,race-ethnicity,"White, Non-Hispanic",0.4537422037,0.5383545354,0.3691298721,2,0.8274483678,0.901141221,0.7537555145,2,1.2003357,0.96527594,1.4353955,1,26496.449232,60785.82,123683.44218,2,0.079761237,0.076268889,0.083253585,3,0.7739646457,0.7914745811,0.7564547103,2
13,223,all,All,0.2977141795,0.4734766333,0.1219517257,3,1,1,1,3,0.77591848,0.70328283,0.84855413,1,35458.39,73956.08,127650.2,1,0.096567772,0.082604669,0.11053088,1,0.8278793211,0.8617202415,0.7940384008,1
13,223,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,0.87525612,0.75651205,0.9940002,1,34044.383344,65817.087776,114463.49922,1,0.15364583,0.11757743,0.18971424,1,0.8001825512,0.8434568852,0.7569082171,1
13,223,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,1.0043763000000001,0.8091684,1.1995842,1,34354.014475,70916.79,107388.282,3,0.088435374,0.042536277,0.13433447,2,0.7648087978,0.8496501201,0.6799674755,3
13,223,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31871.016028,46632.869536,105984.79566,3,0.13157895,0.05557999,0.20757791,2,0.6247689464,0.7603400512,0.4891978416,3
13,223,race-ethnicity,"White, Non-Hispanic",0.4268985096,0.5279726941,0.3258243251,3,0.8660265203,0.9371953378,0.7948577029,3,0.7129972,0.63878018,0.78721422,1,33259.017399,67346.198589,117773.93856,1,0.075880758,0.060281206,0.091480307,1,0.8263833117,0.8438820333,0.8088845901,1
13,225,all,All,0.4002413516,0.5502144558,0.2502682474,2,0.8251366052,0.9838659087,0.6664073017,3,1.0378828,0.84050381,1.2352618,1,16412.17,45791.98,94369.99,2,0.10123339,0.09827026,0.10419653,3,0.731827721,0.7681966082,0.6954588338,2
13,225,race-ethnicity,"Black, Non-Hispanic",0.5084745763,0.6394137731,0.3775353795,3,0.8047945205,0.9115048951,0.698084146,3,1.1069945,0.89059526,1.3233938,1,12018.992454,28164.0966,65710.953792,2,0.15776807,0.15102272,0.16451342,3,0.7190879173,0.7494461322,0.6887297023,2
13,225,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,1.1621169,0.76356155,1.5606723,1,20722.296177,42347.4546,100255.006,3,0.069103658,0.06123767,0.076969646,3,0.7948829141,0.875657168,0.7141086603,3
13,225,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31082.938671,58927.390192,107329.69803,3,0.091538459,0.075862303,0.10721461,3,0.7614942529,0.8627884005,0.6602001053,3
13,225,race-ethnicity,"White, Non-Hispanic",0.3983634798,0.4948008431,0.3019261164,3,0.7860432164,0.8609969712,0.7110894617,2,0.88338673,0.6036303,1.1631432,1,21984.2049,51805.234848,102574.00097,2,0.079761237,0.076268889,0.083253585,3,0.7378147685,0.7573665226,0.7182630145,2
13,227,all,All,0.3015545982,0.4300558151,0.1730533814,2,0.7770115057,0.9285112936,0.6255117178,3,0.8355267,0.65414786,1.0169055,1,19147.53,45589.36,94218.02,2,0.10123339,0.09827026,0.10419653,3,0.696721804,0.7335957148,0.6598478932,2
13,227,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15256.461825,41443.581165,71482.206125,3,0.15776807,0.15102272,0.16451342,3,0.588,0.7510644614,0.4249355386,3
13,227,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,0.97639638,0.41246602,1.5403267,3,22897.363716,43877.391008,73562.988561,2,0.069103658,0.06123767,0.076969646,3,0.7695195195,0.819753904,0.7192851351,2
13,227,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14943.8652,43765.7904,84442.371012,2,0.091538459,0.075862303,0.10721461,3,0.6661971831,0.7551358444,0.5772585218,2
