year,state,place,share_employed,share_employed_quality
2021,06,59444,0.7958225300736078,2
2021,06,59451,0.7664532699430088,1
2021,06,59920,0.6970867134827087,2
2021,06,60102,0.8193862404459543,2
2021,06,60466,0.7289528173352793,2
2021,06,60620,0.7796780196121719,2
2021,06,62000,0.7679268541993237,1
2021,06,62938,0.8249709685784085,1
2021,06,64000,0.7752247139288212,1
2021,06,64224,0.7805010813116974,1
2021,06,65000,0.7285109169579198,2
2021,06,65042,0.7961054797028932,1
2021,06,66000,0.8089288586032488,1
2021,06,67000,0.8228219031258698,1
2021,06,68000,0.8083764784300242,1
2021,06,68084,0.8025205711299962,2
2021,06,68196,0.7629184911150709,2
2021,06,68252,0.8289445133238639,2
2021,06,68378,0.7980435224078408,2
2021,06,69000,0.7686806078278151,1
2021,06,69070,0.8089929986809109,2
2021,06,69084,0.8299492550401523,2
2021,06,69088,0.7990343005410728,1
2021,06,69196,0.778975687741251,2
2021,06,70000,0.7902063455413912,1
2021,06,70098,0.7809220364384084,1
2021,06,72016,0.8048740538101761,1
2021,06,73080,0.766135556928944,2
2021,06,75000,0.7254941508713335,1
2021,06,77000,0.8128186393295295,1
2021,06,78120,0.7395047169234203,1
2021,06,78582,0.7980811781925035,1
2021,06,80000,0.8072343706811642,1
2021,06,80238,0.7379388061053035,2
2021,06,80854,0.8139123886407407,3
2021,06,81344,0.7640350137638823,2
2021,06,81554,0.8164703217473124,2
2021,06,81666,0.7607719455342236,1
2021,06,82590,0.7077355123922309,2
2021,06,82954,0.6863614553516768,1
2021,06,82996,0.7750434564503291,2
2021,06,84200,0.7802071126278282,2
2021,06,84550,0.7486725426920002,2
2021,06,85292,0.8011732347919293,2
2021,08,03455,0.8621248595573769,1
2021,08,04000,0.8222247321861267,1
2021,08,07850,0.8593543029002488,1
2021,08,12815,0.8497818369993809,2
2021,08,16000,0.8151530391112215,1
2021,08,20000,0.8493706772468992,1
2021,08,27425,0.8418445200386304,2
2021,08,32155,0.8065526487753217,2
2021,08,43000,0.8351469039472335,2
2021,08,45970,0.825722469319796,2
2021,08,46465,0.8026302971261569,2
2021,08,62000,0.7479709598986336,2
2021,08,77290,0.7945734734720482,2
2021,08,83835,0.829930342467846,2
2021,09,08000,0.7962038464115795,1
2021,09,18430,0.8493202303077804,2
2021,09,37000,0.7162813618151822,1
2021,09,52000,0.713206241692613,1
2021,09,55990,0.7708425522204773,2
2021,09,73000,0.8346308791181631,2
2021,09,80000,0.6846386983569948,1
2021,11,50000,0.8299007960731648,1
2021,12,07300,0.826682209024135,1
2021,12,07875,0.8230676103654582,2
2021,12,10275,0.8150705252201796,1
2021,12,12875,0.7800275242289524,2
2021,12,14400,0.8189813463512713,1
2021,12,16475,0.782075628431034,2
2021,12,16725,0.782740808264965,1
2021,12,17200,0.7649750951164372,2
2021,12,17935,0.8134782608695652,2
2021,12,24000,0.8195024269391773,1
2021,12,24125,0.7541726113672659,2
2021,12,25175,0.80211270568496,1
2021,12,30000,0.7948933142133877,1
2021,12,32000,0.8125268071048682,2
2021,12,32275,0.7632331321097379,2
2021,12,35000,0.7887938524148956,1
2021,12,36950,0.765477979524967,2
2021,12,38250,0.7212969584562332,2
2021,12,39425,0.8171958279641335,2
2021,12,43975,0.7715498089402135,2
2021,12,45000,0.8065657509587894,1
2021,12,45025,0.8078247771102779,2
2021,12,45060,0.7329462800587118,2
2021,12,45975,0.8394475570925629,2
2021,12,49675,0.8887284651527017,2
2021,12,53000,0.7733802508209101,2
2021,12,54000,0.7836579636056332,1
2021,12,54200,0.7540807221959797,2
2021,12,55775,0.8504958975910349,2
2021,12,57425,0.7959025724952875,2
2021,12,58050,0.8036288769172655,2
2021,12,58715,0.7866170509236383,1
2021,12,63000,0.8161475554498078,1
2021,12,69700,0.7973452469123515,2
2021,12,70600,0.8310837124968778,1
2021,12,71000,0.8158333738991912,1
2021,12,76600,0.7856588433141091,2
2021,13,03440,0.8382534759126306,1
2021,13,04000,0.843226757959945,1
2021,13,04204,0.7415128609531408,1
2021,13,19000,0.7333019414662417,1
2021,13,42425,0.8052651757219454,2
2021,13,49008,0.7232911409355487,1
2021,13,67284,0.8711507832322662,2
2021,13,68516,0.8571251367277446,1
2021,13,69000,0.7985132525815244,2
2021,13,72122,0.8251455714168182,2
2021,13,80508,0.8182895557742104,2
2021,15,71550,0.795851312168607,1
2021,16,08830,0.8247242688567265,2
2021,16,52120,0.8594546702217041,2
2021,16,56260,0.8438544285767354,2
2021,17,02154,0.8407850811272767,3
2021,17,03012,0.8095376176182877,2
2021,17,06613,0.8456796261310531,2
2021,17,12385,0.8588115363377649,2
2021,17,14000,0.7918142246570784,1
2021,17,14351,0.8118998585713222,2
2021,17,23074,0.8125690683424539,2
2021,17,24582,0.8422805050112149,2
2021,17,38570,0.7823320820065358,2
2021,17,51622,0.8186032638296814,2
2021,17,59000,0.7781788825930664,2
2021,17,65000,0.7189349846265007,1
2021,17,68003,0.8323102965683994,2
2021,17,72000,0.7683228417266186,2
2021,17,79293,0.7559284725506302,2
2021,18,05860,0.7952602952602952,2
2021,18,10342,0.8945010115872942,2
2021,18,22000,0.8723384922918497,2
2021,18,23278,0.8577570165963689,2
2021,18,25000,0.7788568842425132,1
2021,18,31000,0.6856794979863258,2
2021,18,36003,0.7853657999287729,1
2021,18,71000,0.7749908833296311,1
2021,19,12000,0.8535414300653301,2
2021,19,19000,0.8613258161316723,2
2021,19,21000,0.8170337241106753,1
2021,19,73335,0.8571643039440667,2
2021,20,36000,0.7254125104875547,1
2021,20,38900,0.8155538677529978,1
2021,20,52575,0.8629450089667747,2
2021,20,53775,0.8614609411111456,2
2021,20,71000,0.785501809748714,1
2021,20,79000,0.8046545500042667,2
2021,21,46027,0.8523138411455186,1
2021,21,48006,0.8075877627044883,2
2021,22,05000,0.7291900197469093,2
2021,22,40735,0.8122700357342714,2
2021,22,41155,0.7460463501432167,2
2021,22,55000,0.7349854356356192,1
2021,22,70000,0.6956335627021604,1
2021,24,04000,0.7491876952954797,1
2021,24,30325,0.8309125462381647,2
2021,25,07000,0.8211042573208185,1
2021,25,09000,0.8430981000387746,1
2021,25,11000,0.8267488700321995,1
2021,25,23000,0.7257942878790213,1
2021,25,34550,0.7462081279237684,2
2021,25,37000,0.8016608187134503,1
2021,25,37490,0.8168128254638614,1
2021,25,45000,0.7444263834870132,1
2021,25,45560,0.8655369986590272,2
2021,25,55745,0.8177629325111339,1
2021,25,62535,0.8201056669051673,2
2021,25,67000,0.6622333103922918,1
2021,25,82000,0.7335515587819638,1
2021,26,03000,0.8421180763383047,1
2021,26,21000,0.6563435563747371,2
2021,26,22000,0.5860194655185316,1
2021,26,27440,0.7942888114241502,2
2021,26,29000,0.6842428818698771,1
2021,26,34000,0.8307698232462567,1
2021,26,46000,0.7729307610686962,1
2021,26,49000,0.797541174573021,2
2021,26,69035,0.808724193125794,2
2021,26,74900,0.794213456331677,2
2021,26,76460,0.7004950979432888,1
2021,26,80700,0.8090751545268816,2
2021,26,84000,0.7926276052406179,1
2021,26,86000,0.7021133540135389,2
2021,26,88940,0.8287129903930368,2
2021,27,06616,0.8221077561741607,2
2021,27,07966,0.8574516562481744,2
2021,27,17000,0.8350059776121973,1
2021,27,43000,0.832716951654929,1
2021,27,51730,0.924690514937036,2
2021,27,54880,0.8864007926678227,2
2021,27,58000,0.8421124784374472,1
2021,27,71428,0.8760382825786206,2
2021,28,36000,0.731015990078869,1
2021,29,15670,0.8433081318173947,2
2021,29,35000,0.7993513792318199,2
2021,29,38000,0.8291298918255186,1
2021,29,41348,0.8902735610783117,1
2021,29,54074,0.8771954903174184,3
2021,29,65000,0.7866402973074509,1
2021,29,70000,0.8025330505840158,2
2021,30,06550,0.8177424584548252,1
2021,31,28000,0.8733046132245921,1
2021,31,37000,0.8339961620068581,1
2021,32,31900,0.7713954028661457,1
2021,32,40000,0.7229420004155245,1
2021,32,51800,0.7529399385525506,1
2021,32,60600,0.8315497085472752,1
2021,32,68400,0.8385727434000063,2
2021,33,45140,0.8426145205223462,1
2021,33,50260,0.8293782821465715,2
2021,34,13690,0.7903922922027569,2
2021,34,21000,0.7262635714878696,1
2021,34,36000,0.776184101262867,1
2021,34,51000,0.6651206832604136,1
2021,34,57000,0.691603203202953,1
2021,34,74000,0.732839627452164,2
2021,35,02000,0.7805499292737377,1
2021,35,39380,0.7165799530966958,1
2021,35,63460,0.7387869608619324,2
2021,35,70500,0.7930624805235276,2
2021,36,01000,0.8039100734094616,1
2021,36,11000,0.6791212231946252,1
2021,36,50617,0.8126534335990302,2
2021,36,51000,0.7408599806510344,1
2021,36,63000,0.7032006632530929,1
2021,36,73000,0.7250381324516302,1
2021,36,84000,0.7608133315989805,1
2021,37,02140,0.8035375112890839,2
2021,37,10740,0.8328606786656313,2
2021,37,12000,0.8388001171020525,1
2021,37,14100,0.8437324796792631,2
2021,37,19000,0.8191273246402888,1
2021,37,22920,0.7590757588009073,1
2021,37,25580,0.7813942972152796,2
2021,37,28000,0.8059169401070935,1
2021,37,28080,0.7872254652175316,2
2021,37,31400,0.7842405785777095,2
2021,37,55000,0.8247088451767449,1
2021,37,74440,0.7973473830577779,2
2021,37,75000,0.7891397227084737,1
2021,38,25700,0.9262086848929196,2
2021,39,01000,0.759064016990986,1
2021,39,15000,0.7686381237215344,1
2021,39,16000,0.6848206039601757,1
2021,39,18000,0.8163989598599884,2
2021,39,21000,0.7425507165561849,1
2021,39,61000,0.8515055865891709,2
2021,39,77000,0.7364905845170564,1
2021,40,09050,0.8038762897946148,2
2021,40,23200,0.8102758642582775,2
2021,40,41850,0.7045250713412148,1
2021,40,52500,0.8302876334826043,2
2021,40,55000,0.7995583453541413,2
2021,40,75000,0.7724270324090259,2
2021,41,05350,0.8345185766285159,2
2021,41,05800,0.8226827864133563,2
2021,41,23850,0.8037997173502118,2
2021,41,31250,0.7659806416653016,2
2021,41,34100,0.8074074600936019,1
2021,41,47000,0.7760300678202574,2
2021,41,59000,0.8166207745676235,1
2021,41,64900,0.7808867362476526,2
2021,42,02000,0.6580674423267451,1
2021,42,06088,0.8025757789149179,2
2021,42,24000,0.7469064018844859,1
2021,42,60000,0.7565826506421675,1
2021,42,61000,0.7943218031531397,1
2021,42,63624,0.6694308815201508,2
2021,42,69000,0.8296350218384457,2
2021,44,19180,0.7762164600143207,2
2021,44,54640,0.8105530866850076,2
2021,44,59000,0.7308420041682019,1
2021,44,74300,0.8464404725840654,2
2021,45,13330,0.8265267576075551,2
2021,45,16000,0.7979439714250243,2
2021,45,48535,0.8243118015808122,2
2021,45,50875,0.8091956081491002,2
2021,46,59020,0.9030637289190093,1
2021,47,14000,0.7932070575053148,2
2021,47,15160,0.7381905843444305,2
2021,47,27740,0.834198292790446,3
2021,47,40000,0.7997541791295947,1
2021,47,48000,0.755895134320139,1
2021,47,51560,0.8386848442274393,2
2021,47,52006,0.8299895688591086,1
2021,48,01000,0.817249230646694,1
2021,48,01924,0.7773641480763415,2
2021,48,03000,0.7876476441247606,1
2021,48,04000,0.7972443914272873,2
2021,48,05000,0.8498757963484214,1
2021,48,06128,0.7238805651827063,2
2021,48,07000,0.8088537950237573,1
2021,48,10768,0.7208212599813828,1
2021,48,10912,0.7681536282840121,2
2021,48,13024,0.8346485858163,2
2021,48,13552,0.838987433715626,3
2021,48,15976,0.7681536282840121,2
2021,48,16432,0.7847629500689993,3
2021,48,17000,0.7545521092359078,1
2021,48,19000,0.7912472979137266,1
2021,48,19972,0.8345081978047083,2
2021,48,22660,0.7500689184292135,2
2021,48,24000,0.7408503941676307,1
2021,48,26232,0.800025327416334,2
2021,48,27000,0.7958779903643519,2
2021,48,27684,0.8276427643290881,2
2021,48,29000,0.7716817022116894,2
2021,48,30464,0.7866863185604307,2
2021,48,35000,0.7775090110134842,1
2021,48,37000,0.8256382952989171,1
2021,48,39148,0.7482715704762141,1
2021,48,41464,0.6943677391903981,1
2021,48,41980,0.8068580506374002,2
2021,48,42508,0.8446198891772975,1
2021,48,43888,0.7991609149664178,2
2021,48,45000,0.8068137225030837,1
2021,48,45384,0.7519986646488681,1
2021,48,45744,0.8108873697877089,1
2021,48,47892,0.8045209894662587,2
2021,48,48072,0.8471924068795571,1
2021,48,48768,0.6795387874317542,2
2021,48,50820,0.8207048423318895,2
2021,48,53388,0.7441327573578836,2
2021,48,56000,0.7196009626669616,1
2021,48,56348,0.8404704678198743,2
2021,48,57200,0.6822130675147816,2
2021,48,58016,0.7965718537695485,1
2021,48,61796,0.8197000009796539,2
2021,48,63500,0.8312488307328154,2
2021,48,64472,0.8072909288378901,1
2021,48,65000,0.762805987373526,1
2021,48,70808,0.7877115900752442,2
2021,48,72176,0.7636627369558725,2
2021,48,74144,0.7845394332850105,1
2021,48,76000,0.8192731217240328,1
2021,48,79000,0.8247793776126336,1
2021,49,43660,0.811450920181754,3
2021,49,44320,0.7997984244208607,3
2021,49,55980,0.811167000439269,2
2021,49,57300,0.8064641478895062,2
2021,49,62470,0.736883061057445,1
2021,49,65330,0.7761497761497761,2
2021,49,67000,0.8563760873574621,2
2021,49,67440,0.8236932371090346,2
2021,49,70850,0.8413374826723816,3
2021,49,82950,0.831166118031477,3
2021,49,83470,0.8237194439740847,2
2021,51,01000,0.8926228206156148,1
2021,51,16000,0.8309128282349747,1
2021,51,35000,0.8082890931637636,1
2021,51,47672,0.8081852581098845,2
2021,51,56000,0.7947074016717487,1
2021,51,57000,0.8239885567179107,1
2021,51,64000,0.8237196409714888,1
2021,51,67000,0.7966492647504252,1
2021,51,68000,0.7883620451099007,2
2021,51,76432,0.8217502263933482,2
2021,51,82000,0.8295994353821253,1
2021,53,03180,0.7592098018085242,2
2021,53,05210,0.7774514368519557,1
2021,53,05280,0.8113036943094014,2
2021,53,22640,0.7786095229829472,2
2021,53,23515,0.7382223425090896,2
2021,53,35275,0.794230728827447,2
2021,53,35415,0.8269680660377761,1
2021,53,35940,0.7621596625033641,2
2021,53,53545,0.7991084190788719,2
2021,53,57745,0.7860463842351151,2
2021,53,63000,0.8486102538459639,1
2021,53,67000,0.741129310385723,1
2021,53,67167,0.815993903141475,2
2021,53,70000,0.8048120962468661,2
2021,53,74060,0.7842252460862802,1
2021,53,80010,0.7164587509074518,2
2021,55,02375,0.8925280323889093,3
2021,55,31000,0.7922229518266591,1
2021,55,39225,0.8214885368012945,2
2021,55,48000,0.8481542003792902,2
2021,55,53000,0.7544930826862829,1
2021,55,66000,0.8162934730824202,2
