year,state,county,share_employed,share_employed_ub,share_employed_lb,employed_quality
2018,13,167,0.6915235224,0.7287922505,0.6542547944,2
2018,13,169,0.7318277265,0.7681966135,0.6954588395,2
2018,13,171,0.7438690039,0.7813145459,0.706423462,2
2018,13,173,0.6643472206,0.7032508877,0.6254435534,2
2018,13,175,0.6915235325,0.7287922602,0.6542548048,2
2018,13,177,0.7271550645,0.7695529901,0.684757139,2
2018,13,179,0.7878417833,0.8245701848,0.7511133817,2
2018,13,181,0.7498735336,0.787314612,0.7124324553,2
2018,13,183,0.7878417827,0.8245701843,0.751113381,2
2018,13,185,0.7176767927,0.7628168526,0.6725367328,1
2018,13,187,0.7597719862,0.8015874915,0.717956481,2
2018,13,189,0.7498735393,0.7873146174,0.7124324612,2
2018,13,191,0.7990837988,0.8366518784,0.7615157193,2
2018,13,193,0.7395813318,0.7742105364,0.7049521272,2
2018,13,195,0.7946262664,0.8287945243,0.7604580085,2
2018,13,197,0.7395813362,0.7742105406,0.7049521318,2
2018,13,199,0.7816252856,0.8230021104,0.7402484609,2
2018,13,201,0.7125216295,0.7517249366,0.6733183224,2
2018,13,205,0.7125216281,0.7517249352,0.673318321,2
2018,13,207,0.7318277304,0.7681966172,0.6954588436,2
2018,13,209,0.7051174362,0.7427840993,0.6674507731,2
2018,13,211,0.7914745431,0.8278565231,0.7550925631,2
2018,13,213,0.6967218046,0.7335957154,0.6598478938,2
2018,13,215,0.7104822642,0.7434058034,0.677558725,1
2018,13,217,0.7785646982,0.8128022444,0.7443271521,2
2018,13,219,0.7946262668,0.8287945246,0.7604580089,2
2018,13,221,0.7946262671,0.828794525,0.7604580093,2
2018,13,223,0.8278793211,0.8617202415,0.7940384008,1
2018,13,225,0.731827721,0.7681966082,0.6954588338,2
2018,13,227,0.696721804,0.7335957148,0.6598478932,2
2018,13,229,0.6643472327,0.7032508995,0.6254435659,2
2018,13,231,0.7438690088,0.7813145505,0.7064234671,2
2018,13,233,0.739089522,0.7748280251,0.703351019,2
2018,13,235,0.7735643382,0.8124944113,0.7346342651,2
2018,13,237,0.7318277205,0.7681966078,0.6954588333,2
2018,13,239,0.7395813199,0.774210525,0.7049521148,2
2018,13,241,0.7597719898,0.8015874948,0.7179564847,2
2018,13,243,0.7395813337,0.7742105382,0.7049521292,2
2018,13,245,0.7473723129,0.781883222,0.7128614037,1
2018,13,247,0.7785647068,0.8128022525,0.7443271612,2
2018,13,249,0.7395813199,0.774210525,0.7049521148,2
2018,13,251,0.788293481,0.8242095635,0.7523773986,2
2018,13,253,0.7125216275,0.7517249347,0.6733183204,2
2018,13,255,0.7438690149,0.7813145563,0.7064234734,2
2018,13,257,0.7860771425,0.8207935563,0.7513607287,2
2018,13,259,0.7395813283,0.7742105331,0.7049521236,2
2018,13,261,0.7395813382,0.7742105425,0.7049521339,2
2018,13,263,0.7395813344,0.7742105389,0.7049521299,2
2018,13,265,0.7498735407,0.7873146187,0.7124324627,2
2018,13,267,0.7051174283,0.7427840917,0.6674507649,2
2018,13,269,0.7395813362,0.7742105406,0.7049521318,2
2018,13,271,0.7051174391,0.7427841021,0.6674507761,2
2018,13,273,0.7125216279,0.7517249351,0.6733183208,2
2018,13,275,0.7530793988,0.7951292473,0.7110295504,2
2018,13,277,0.7436442569,0.7841210829,0.703167431,2
2018,13,279,0.7051174334,0.7427840966,0.6674507702,2
2018,13,281,0.7597719854,0.8015874907,0.7179564802,2
2018,13,283,0.6915235285,0.7287922563,0.6542548007,2
2018,13,285,0.7816252966,0.8230021206,0.7402484726,2
2018,13,287,0.7436442452,0.7841210718,0.7031674186,2
2018,13,289,0.7318277304,0.7681966172,0.6954588436,2
2018,13,291,0.7597719905,0.8015874955,0.7179564855,2
2018,13,293,0.7438690068,0.7813145486,0.706423465,2
2018,13,295,0.7442354224,0.7791750303,0.7092958145,2
2018,13,297,0.7914745365,0.8278565169,0.7550925561,2
2018,13,299,0.664347225,0.703250892,0.625443558,2
2018,13,301,0.7498735329,0.7873146113,0.7124324545,2
2018,13,303,0.749873531,0.7873146095,0.7124324526,2
2018,13,305,0.7051174311,0.7427840945,0.6674507678,2
2018,13,307,0.7395813169,0.7742105222,0.7049521117,2
2018,13,309,0.7051174371,0.7427841002,0.667450774,2
2018,13,311,0.759771986,0.8015874913,0.7179564807,2
2018,13,313,0.7825257157,0.8251995937,0.7398518377,1
2018,13,315,0.6915235248,0.7287922527,0.6542547968,2
2018,13,317,0.749873539,0.7873146171,0.7124324609,2
2018,13,319,0.7318277204,0.7681966077,0.6954588332,2
2018,13,321,0.7530794013,0.7951292496,0.7110295529,2
2018,15,1,0.7683015797,0.8023757919,0.7342273676,1
2018,15,3,0.831143656,0.8433933207,0.8188939913,1
2018,15,5,,,,
2018,15,7,0.8464075977,0.8707908185,0.8220243769,2
2018,15,9,0.8464075915,0.8707908127,0.8220243703,2
2018,16,1,0.8323024761,0.8506662285,0.8139387237,1
2018,16,3,0.7816551609,0.8192454916,0.7440648302,2
2018,16,5,0.7609788718,0.7959913691,0.7259663744,2
2018,16,7,0.7609788761,0.7959913733,0.725966379,2
2018,16,9,0.7674196493,0.8036279543,0.7312113443,2
2018,16,11,0.7877047264,0.8129875124,0.7624219404,2
2018,16,13,0.7876481636,0.8248608672,0.75043546,2
2018,16,15,0.78165516,0.8192454908,0.7440648292,2
2018,16,17,0.7674196523,0.8036279571,0.7312113474,2
2018,16,19,0.7440679967,0.7869409248,0.7011950685,1
2018,16,21,0.7674196496,0.8036279546,0.7312113446,2
2018,16,23,0.781655154,0.8192454852,0.7440648229,2
2018,16,25,0.787648161,0.8248608647,0.7504354572,2
2018,16,27,0.795133936,0.8205728162,0.7696950557,2
2018,16,29,0.7609788819,0.7959913787,0.725966385,2
2018,16,31,0.7983067134,0.8400486416,0.7565647852,2
2018,16,33,0.7816551588,0.8192454896,0.7440648279,2
2018,16,35,0.7816551516,0.8192454828,0.7440648203,2
2018,16,37,0.7816551613,0.819245492,0.7440648307,2
2018,16,39,0.7876481546,0.8248608588,0.7504354504,2
2018,16,41,0.7609788714,0.7959913688,0.7259663741,2
2018,16,43,0.789624211,0.8279260432,0.7513223787,2
2018,16,45,0.750393143,0.7951003465,0.7056859395,2
2018,16,47,0.7876481524,0.8248608568,0.7504354481,2
2018,16,49,0.7816551478,0.8192454793,0.7440648163,2
2018,16,51,0.7896242081,0.8279260406,0.7513223757,2
2018,16,53,0.7876481587,0.8248608627,0.7504354548,2
2018,16,55,0.8003626036,0.8258352956,0.7748899115,1
2018,16,57,0.767419649,0.803627954,0.7312113439,2
2018,16,59,0.7816551535,0.8192454847,0.7440648224,2
2018,16,61,0.7816551588,0.8192454896,0.7440648279,2
2018,16,63,0.7876481648,0.8248608683,0.7504354613,2
2018,16,65,0.7896242028,0.8279260356,0.75132237,2
2018,16,67,0.7876481545,0.8248608587,0.7504354503,2
2018,16,69,0.781655162,0.8192454926,0.7440648314,2
2018,16,71,0.7609788787,0.7959913757,0.7259663817,2
2018,16,73,0.7801942868,0.826823236,0.7335653377,2
2018,16,75,0.7503931565,0.7951003592,0.7056859538,2
2018,16,77,0.7609788705,0.7959913679,0.7259663731,2
2018,16,79,0.7674196456,0.8036279508,0.7312113404,2
2018,16,81,0.7896242095,0.8279260418,0.7513223771,2
2018,16,83,0.7983067144,0.8400486426,0.7565647863,1
2018,16,85,0.7816551643,0.8192454948,0.7440648338,2
2018,16,87,0.7503931507,0.7951003538,0.7056859476,2
2018,17,1,0.8497103642,0.8788186589,0.8206020695,2
2018,17,3,0.7417569685,0.774972276,0.708541661,2
2018,17,5,0.8174581036,0.8447964612,0.7901197459,2
2018,17,7,0.8349704917,0.8712131392,0.7987278442,2
2018,17,9,0.8497103615,0.8788186564,0.8206020666,2
2018,17,11,0.8128032827,0.8387383884,0.786868177,2
2018,17,13,0.7782428507,0.8089743607,0.7475113406,2
2018,17,15,0.8427083068,0.8725710396,0.812845574,2
2018,17,17,0.7782428521,0.8089743621,0.7475113422,2
2018,17,19,0.8163939961,0.8459766045,0.7868113877,1
2018,17,21,0.7989809856,0.8260188035,0.7719431676,2
2018,17,23,0.8376218052,0.8690795041,0.8061641063,2
2018,17,25,0.8376218143,0.8690795125,0.8061641161,2
2018,17,27,0.8174581048,0.8447964623,0.7901197472,2
2018,17,29,0.8290305026,0.8643697584,0.7936912469,2
2018,17,31,0.80812399,0.8141295426,0.8021184374,1
2018,17,33,0.8376218089,0.8690795075,0.8061641102,2
2018,17,35,0.8290305057,0.8643697612,0.7936912502,2
2018,17,37,0.8684488031,0.9017820053,0.835115601,1
2018,17,39,0.798980994,0.8260188115,0.7719431764,2
2018,17,41,0.8290305143,0.8643697691,0.7936912595,2
2018,17,43,0.8528281667,0.8645369834,0.8411193501,1
2018,17,45,0.829030518,0.8643697725,0.7936912635,2
2018,17,47,0.7417569668,0.7749722743,0.7085416592,2
2018,17,49,0.8174580958,0.8447964538,0.7901197377,2
2018,17,51,0.817458102,0.8447964597,0.7901197443,2
2018,17,53,0.7709150544,0.800036479,0.7417936298,2
2018,17,55,0.7512038525,0.7815046057,0.7209030994,2
2018,17,57,0.8161176587,0.8415118105,0.7907235069,2
2018,17,59,0.7417569722,0.7749722796,0.7085416649,2
2018,17,61,0.7782428511,0.8089743611,0.7475113411,2
2018,17,63,0.8471080046,0.879038667,0.8151773423,2
2018,17,65,0.74175698,0.774972287,0.708541673,2
2018,17,67,0.8161176562,0.8415118081,0.7907235042,2
2018,17,69,0.741756966,0.7749722736,0.7085416583,2
2018,17,71,0.8161176566,0.8415118085,0.7907235047,2
2018,17,73,0.8161176609,0.8415118126,0.7907235091,2
2018,17,75,0.7709150549,0.8000364794,0.7417936303,2
2018,17,77,0.7512038556,0.7815046086,0.7209031025,2
2018,17,79,0.8376217993,0.8690794987,0.8061640999,2
2018,17,81,0.819798636,0.8454424906,0.7941547813,2
2018,17,83,0.7782428555,0.8089743653,0.7475113457,2
2018,17,85,0.8427083053,0.8725710382,0.8128455724,2
2018,17,87,0.7417569626,0.7749722703,0.7085416548,2
2018,17,89,0.8454718146,0.8640830541,0.8268605751,1
2018,17,91,0.8096340899,0.8451651882,0.7741029915,1
2018,17,93,0.8471079951,0.8790386582,0.8151773319,2
2018,17,95,0.8128032798,0.8387383856,0.7868681739,2
2018,17,97,0.8358527984,0.8507688949,0.820936702,1
2018,17,99,0.8506671998,0.8818461624,0.8194882372,1
2018,17,101,0.8376218074,0.8690795062,0.8061641086,2
2018,17,103,0.8427083084,0.8725710411,0.8128455757,2
2018,17,105,0.7709150523,0.800036477,0.7417936276,2
2018,17,107,0.7989809896,0.8260188074,0.7719431718,2
2018,17,109,0.8161176566,0.8415118085,0.7907235047,2
2018,17,111,0.8618613308,0.8830679738,0.8406546877,1
2018,17,113,0.838582551,0.8649667504,0.8121983516,1
2018,17,115,0.8236088449,0.8611026676,0.7861150222,1
2018,17,117,0.7782428602,0.8089743697,0.7475113507,2
2018,17,119,0.8182526833,0.8445201764,0.7919851903,1
2018,17,121,0.8197986356,0.8454424902,0.7941547809,2
2018,17,123,0.8128032813,0.838738387,0.7868681755,2
2018,17,125,0.8497103655,0.8788186601,0.8206020709,2
2018,17,127,0.741756963,0.7749722708,0.7085416553,2
2018,17,129,0.7989809835,0.8260188015,0.7719431654,2
2018,17,131,0.8161176557,0.8415118077,0.7907235037,2
2018,17,133,0.8197986363,0.8454424909,0.7941547817,2
2018,17,135,0.8174581014,0.8447964591,0.7901197437,2
2018,17,137,0.7782428497,0.8089743597,0.7475113396,2
2018,17,139,0.7989809862,0.8260188041,0.7719431682,2
2018,17,141,0.8060177444,0.8434794452,0.7685560436,2
2018,17,143,0.8072370393,0.8365857259,0.7778883527,1
2018,17,145,0.7512038626,0.7815046154,0.7209031098,2
2018,17,147,0.7989809893,0.8260188071,0.7719431715,2
2018,17,149,0.8497103637,0.8788186585,0.820602069,2
2018,17,151,0.7417569743,0.7749722816,0.7085416671,2
2018,17,153,0.7417569718,0.7749722792,0.7085416644,2
2018,17,155,0.812803284,0.8387383896,0.7868681784,2
2018,17,157,0.8197986314,0.8454424863,0.7941547765,2
2018,17,159,0.8376217962,0.8690794958,0.8061640965,2
2018,17,161,0.8221116217,0.8552369563,0.7889862872,1
2018,17,163,0.807012832,0.8368957571,0.7771299069,1
2018,17,165,0.7417569718,0.7749722792,0.7085416644,2
2018,17,167,0.8380933895,0.8635403918,0.8126463872,1
2018,17,169,0.849710363,0.8788186578,0.8206020682,2
2018,17,171,0.7782428577,0.8089743674,0.747511348,2
2018,17,173,0.7989809933,0.8260188109,0.7719431757,2
2018,17,175,0.812803284,0.8387383896,0.7868681784,2
2018,17,177,0.8060177442,0.843479445,0.7685560434,2
2018,17,179,0.7910791785,0.8256254431,0.756532914,1
2018,17,181,0.7417569756,0.7749722828,0.7085416684,2
2018,17,183,0.7709150599,0.8000364842,0.7417936355,2
2018,17,185,0.7417569738,0.7749722811,0.7085416665,2
2018,17,187,0.8161176606,0.8415118123,0.7907235089,2
2018,17,189,0.8197986417,0.845442496,0.7941547874,2
2018,17,191,0.8376218089,0.8690795075,0.8061641102,2
2018,17,193,0.7417569629,0.7749722707,0.7085416552,2
2018,17,195,0.8427083063,0.8725710391,0.8128455734,2
2018,17,197,0.8487315253,0.8632806709,0.8341823796,1
2018,17,199,0.7512038513,0.7815046045,0.7209030981,2
2018,17,201,0.8085051492,0.8323167324,0.784693566,1
2018,17,203,0.8128032869,0.8387383923,0.7868681814,2
2018,18,1,0.8605490564,0.8885020684,0.8325960444,2
2018,18,3,0.8039154453,0.8253749688,0.7824559218,1
2018,18,5,0.7682745014,0.8067080689,0.729840934,2
2018,18,7,0.8378433256,0.8654465367,0.8102401144,2
2018,18,9,0.783041992,0.8173647009,0.748719283,2
2018,18,11,0.86913035,0.9011571244,0.8371035757,2
2018,18,13,0.8184919585,0.8560310453,0.7809528717,2
2018,18,15,0.8378433266,0.8654465377,0.8102401156,2
2018,18,17,0.8245122458,0.8581928593,0.7908316322,2
2018,18,19,0.8365228056,0.8739019735,0.7991436377,1
2018,18,21,0.7686826797,0.8043148732,0.7330504863,2
2018,18,23,0.8378433281,0.865446539,0.8102401171,2
2018,18,25,0.8224718201,0.8528206247,0.7921230156,2
2018,18,27,0.7575690281,0.7907975328,0.7243405233,2
2018,18,29,0.8023950699,0.8383948755,0.7663952642,2
2018,18,31,0.7504477109,0.796998605,0.7038968168,2
2018,18,33,0.8303612304,0.858224737,0.8024977238,2
2018,18,35,0.7714099818,0.8141984233,0.7286215404,1
2018,18,37,0.8224718155,0.8528206204,0.7921230107,2
2018,18,39,0.7906817999,0.8226534644,0.7587101355,1
2018,18,41,0.7692935037,0.8083924079,0.7301945994,2
2018,18,43,0.7958928509,0.8287514136,0.7630342882,2
2018,18,45,0.7686826775,0.804314871,0.7330504839,2
2018,18,47,0.8023950832,0.8383948879,0.7663952785,2
2018,18,49,0.7766421735,0.8142567945,0.7390275525,2
2018,18,51,0.8519515142,0.8836575522,0.8202454761,2
2018,18,53,0.7567354018,0.7934722514,0.7199985523,2
2018,18,55,0.7575690203,0.7907975254,0.7243405151,2
2018,18,57,0.8681984572,0.8877413191,0.8486555954,1
2018,18,59,0.8213815352,0.8613963106,0.7813667598,2
2018,18,61,0.795892854,0.8287514165,0.7630342915,2
2018,18,63,0.8420457838,0.8742065259,0.8098850418,1
2018,18,65,0.7830419838,0.8173646932,0.7487192744,2
2018,18,67,0.8245122464,0.8581928599,0.7908316329,2
2018,18,69,0.8605490581,0.8885020699,0.8325960463,2
2018,18,71,0.768274518,0.8067080845,0.7298409515,2
2018,18,73,0.7766421803,0.8142568009,0.7390275598,2
2018,18,75,0.7830419801,0.8173646898,0.7487192705,2
2018,18,77,0.7504477087,0.796998603,0.7038968145,2
2018,18,79,0.7504477076,0.7969986019,0.7038968133,2
2018,18,81,0.830117093,0.8677761039,0.792458082,1
2018,18,83,0.8224718198,0.8528206243,0.7921230152,2
2018,18,85,0.8130022031,0.8467764129,0.7792279932,2
2018,18,87,0.8303612286,0.8582247353,0.8024977219,2
2018,18,89,0.7960727658,0.8163619111,0.7757836204,1
2018,18,91,0.7967538565,0.8361412397,0.7573664732,1
2018,18,93,0.7575690232,0.7907975282,0.7243405182,2
2018,18,95,0.8137508984,0.8482922235,0.7792095733,1
2018,18,97,0.7860351498,0.8010811577,0.7709891418,1
2018,18,99,0.8130022088,0.8467764182,0.7792279994,2
2018,18,101,0.757569036,0.7907975404,0.7243405317,2
2018,18,103,0.7567353892,0.7934722394,0.719998539,2
2018,18,105,0.8243581969,0.8627693478,0.785947046,1
2018,18,107,0.8378433258,0.8654465369,0.8102401146,2
2018,18,109,0.8184919562,0.8560310432,0.7809528692,2
2018,18,111,0.7766421756,0.8142567965,0.7390275548,2
2018,18,113,0.8303612289,0.8582247356,0.8024977222,2
2018,18,115,0.80239507,0.8383948757,0.7663952644,2
2018,18,117,0.757569016,0.7907975213,0.7243405107,2
2018,18,119,0.757569026,0.7907975309,0.7243405211,2
2018,18,121,0.7686826838,0.804314877,0.7330504905,2
2018,18,123,0.8224718243,0.8528206286,0.79212302,2
2018,18,125,0.8224718165,0.8528206213,0.7921230117,2
2018,18,127,0.8277107496,0.8588494323,0.7965720669,1
2018,18,129,0.8519515114,0.8836575497,0.8202454731,2
2018,18,131,0.7766421674,0.8142567888,0.7390275461,2
2018,18,133,0.8184919594,0.8560310462,0.7809528727,2
2018,18,135,0.7830419887,0.8173646978,0.7487192795,2
2018,18,137,0.8023950696,0.8383948753,0.766395264,2
2018,18,139,0.7692935095,0.8083924134,0.7301946056,2
2018,18,141,0.8239198977,0.847317956,0.8005218393,1
2018,18,143,0.750447695,0.7969985901,0.7038967998,2
2018,18,145,0.8213815252,0.8613963015,0.7813667489,2
2018,18,147,0.82247181,0.8528206152,0.7921230048,2
2018,18,149,0.7766421746,0.8142567955,0.7390275537,2
2018,18,151,0.8303612332,0.8582247396,0.8024977267,2
2018,18,153,0.7686826761,0.8043148698,0.7330504825,2
2018,18,155,0.802395065,0.838394871,0.766395259,2
2018,18,157,0.8162679574,0.8477311947,0.7848047202,1
2018,18,159,0.8245122453,0.8581928589,0.7908316317,2
2018,18,161,0.7692935137,0.8083924173,0.73019461,2
2018,18,163,0.8018730825,0.8362316745,0.7675144905,1
2018,18,165,0.7686826836,0.8043148768,0.7330504903,2
2018,18,167,0.8167074663,0.8574758668,0.7759390659,1
2018,18,169,0.7567353997,0.7934722494,0.7199985501,2
2018,18,171,0.7686826718,0.8043148657,0.7330504779,2
2018,18,173,0.8519515177,0.8836575554,0.8202454799,2
2018,18,175,0.7958928641,0.828751426,0.7630343022,2
2018,18,177,0.7692935087,0.8083924127,0.7301946048,2
2018,18,179,0.8605490593,0.8885020711,0.8325960476,2
2018,18,181,0.8378433261,0.8654465372,0.810240115,2
2018,18,183,0.8605490599,0.8885020716,0.8325960482,2
2018,19,1,0.8000693207,0.8335863823,0.7665522591,2
2018,19,3,0.8000693234,0.8335863849,0.766552262,2
2018,19,5,0.8970696328,0.9236782341,0.8704610314,2
2018,19,7,0.800069332,0.8335863929,0.7665522711,2
2018,19,9,0.8000693295,0.8335863905,0.7665522684,2
2018,19,11,0.8393407264,0.8715608978,0.807120555,2
2018,19,13,0.853573377,0.8912079225,0.8159388314,1
2018,19,15,0.8823094264,0.9151443877,0.8494744651,2
2018,19,17,0.8970696249,0.9236782271,0.8704610226,2
2018,19,19,0.883421677,0.9092297618,0.8576135923,2
2018,19,21,0.8034005553,0.8344349304,0.7723661803,2
2018,19,23,0.8486995375,0.8775659178,0.8198331573,2
2018,19,25,0.8034005451,0.8344349207,0.7723661695,2
2018,19,27,0.8034005598,0.8344349345,0.772366185,2
2018,19,29,0.8442460139,0.8704264226,0.8180656052,2
2018,19,31,0.802312934,0.8401765975,0.7644492706,2
2018,19,33,0.8864925975,0.9161326783,0.8568525168,2
2018,19,35,0.803400551,0.8344349262,0.7723661757,2
2018,19,37,0.897069632,0.9236782334,0.8704610305,2
2018,19,39,0.8000693136,0.8335863757,0.7665522515,2
2018,19,41,0.9076327332,0.9347492022,0.8805162642,2
2018,19,43,0.8970696288,0.9236782306,0.870461027,2
2018,19,45,0.8023129342,0.8401765976,0.7644492708,2
2018,19,47,0.8034005522,0.8344349274,0.772366177,2
2018,19,49,0.8844121769,0.9039860847,0.8648382691,2
2018,19,51,0.8083832298,0.8446269171,0.7721395424,2
2018,19,53,0.8000693163,0.8335863782,0.7665522544,2
2018,19,55,0.8834216822,0.9092297665,0.8576135979,2
2018,19,57,0.841807583,0.8789914418,0.8046237243,2
2018,19,59,0.9076327332,0.9347492022,0.8805162642,2
2018,19,61,0.8834216757,0.9092297606,0.8576135909,2
2018,19,63,0.9076327216,0.9347491922,0.8805162511,2
2018,19,65,0.8970696178,0.9236782209,0.8704610148,2
2018,19,67,0.8864925973,0.9161326781,0.8568525166,2
2018,19,69,0.8486995357,0.8775659161,0.8198331552,2
2018,19,71,0.844246019,0.8704264273,0.8180656106,2
2018,19,73,0.8034005555,0.8344349305,0.7723661805,2
2018,19,75,0.8486995364,0.8775659168,0.8198331561,2
2018,19,77,0.8000693315,0.8335863924,0.7665522705,2
2018,19,79,0.8486995371,0.8775659175,0.8198331568,2
2018,19,81,0.8864925911,0.9161326726,0.8568525096,2
2018,19,83,0.8486995425,0.8775659224,0.8198331627,2
2018,19,85,0.8442460214,0.8704264296,0.8180656132,2
2018,19,87,0.841807583,0.8789914418,0.8046237243,2
2018,19,89,0.8970696255,0.9236782277,0.8704610233,2
2018,19,91,0.8486995406,0.8775659206,0.8198331605,2
2018,19,93,0.8034005499,0.8344349252,0.7723661746,2
2018,19,95,0.8393407284,0.8715608996,0.8071205572,2
2018,19,97,0.8834216833,0.9092297675,0.8576135992,2
2018,19,99,0.8506448948,0.8795292265,0.821760563,2
2018,19,101,0.8083832337,0.8446269208,0.7721395466,2
2018,19,103,0.8921303569,0.9259094003,0.8583513136,1
2018,19,105,0.8023129415,0.8401766044,0.7644492786,2
2018,19,107,0.8083832313,0.8446269186,0.772139544,2
2018,19,109,0.8864925885,0.9161326703,0.8568525067,2
2018,19,111,0.8418075838,0.8789914425,0.8046237251,2
2018,19,113,0.8527190934,0.8813881393,0.8240500476,1
2018,19,115,0.8418075827,0.8789914415,0.8046237238,2
2018,19,117,0.8000693185,0.8335863803,0.7665522568,2
2018,19,119,0.9076327268,0.9347491967,0.8805162569,2
2018,19,121,0.8506448878,0.8795292201,0.8217605555,2
2018,19,123,0.8083832355,0.8446269225,0.7721395485,2
2018,19,125,0.8506448925,0.8795292244,0.8217605606,2
2018,19,127,0.8393407281,0.8715608993,0.8071205568,2
2018,19,129,0.844246019,0.8704264273,0.8180656106,2
2018,19,131,0.8864925885,0.9161326703,0.8568525067,2
2018,19,133,0.8034005534,0.8344349285,0.7723661783,2
2018,19,135,0.8000693163,0.8335863782,0.7665522544,2
2018,19,137,0.8442460082,0.8704264172,0.8180655991,2
2018,19,139,0.8023129348,0.8401765982,0.7644492715,2
2018,19,141,0.9076327273,0.9347491972,0.8805162575,2
2018,19,143,0.9076327215,0.9347491921,0.8805162509,2
2018,19,145,0.8442460146,0.8704264232,0.8180656059,2
2018,19,147,0.9076327234,0.9347491938,0.8805162531,2
2018,19,149,0.8567665596,0.8919888618,0.8215442574,2
2018,19,151,0.803400557,0.834434932,0.7723661821,2
2018,19,153,0.8985232399,0.9151634483,0.8818830314,1
2018,19,155,0.8442460091,0.8704264181,0.8180656001,2
2018,19,157,0.8393407277,0.8715608989,0.8071205564,2
2018,19,159,0.8000693246,0.8335863859,0.7665522632,2
2018,19,161,0.803400545,0.8344349206,0.7723661694,2
2018,19,163,0.8212258367,0.8570283416,0.7854233319,1
2018,19,165,0.844246017,0.8704264255,0.8180656085,2
2018,19,167,0.907632725,0.9347491951,0.8805162549,2
2018,19,169,0.8823094423,0.9151444017,0.8494744829,1
2018,19,171,0.8393407412,0.8715609114,0.807120571,2
2018,19,173,0.8000693261,0.8335863874,0.7665522649,2
2018,19,175,0.8000693261,0.8335863874,0.7665522649,2
2018,19,177,0.8083832372,0.844626924,0.7721395503,2
2018,19,179,0.8083832317,0.844626919,0.7721395445,2
2018,19,181,0.8506448874,0.8795292197,0.821760555,2
2018,19,183,0.8083832265,0.8446269141,0.7721395389,2
2018,19,185,0.800069325,0.8335863863,0.7665522636,2
2018,19,187,0.8486995369,0.8775659172,0.8198331566,2
2018,19,189,0.8864925944,0.9161326755,0.8568525133,2
2018,19,191,0.8970696277,0.9236782296,0.8704610258,2
2018,19,193,0.8567665604,0.8919888625,0.8215442584,1
2018,19,195,0.8864925911,0.9161326726,0.8568525097,2
2018,19,197,0.848699545,0.8775659247,0.8198331654,2
2018,20,1,0.8344154064,0.8710725519,0.7977582608,2
2018,20,3,0.8344153931,0.8710725398,0.7977582463,2
2018,20,5,0.8333649548,0.8707841439,0.7959457657,2
2018,20,7,0.7847482425,0.8212889091,0.7482075759,2
2018,20,9,0.7847482318,0.8212888991,0.7482075646,2
2018,20,11,0.8344153969,0.8710725433,0.7977582505,2
2018,20,13,0.8273047701,0.8593643906,0.7952451495,2
2018,20,15,0.8341576877,0.8577475896,0.8105677857,2
2018,20,17,0.8004857825,0.8341930018,0.7667785631,2
2018,20,19,0.8004857802,0.8341929997,0.7667785606,2
2018,20,21,0.7712902193,0.8095891249,0.7329913137,2
2018,20,23,0.8763881383,0.9049821769,0.8477940996,2
2018,20,25,0.8324894336,0.8659319372,0.7990469299,2
2018,20,27,0.8599744798,0.8861146322,0.8338343273,2
2018,20,29,0.8599744765,0.8861146292,0.8338343238,2
2018,20,31,0.8004857741,0.834192994,0.7667785542,2
2018,20,33,0.7847482322,0.8212888995,0.748207565,2
2018,20,35,0.7939513374,0.8187007123,0.7692019626,2
2018,20,37,0.7712902276,0.8095891328,0.7329913225,2
2018,20,39,0.8763881341,0.9049821732,0.8477940951,2
2018,20,41,0.8599744708,0.8861146239,0.8338343176,2
2018,20,43,0.8333649614,0.8707841499,0.7959457729,2
2018,20,45,0.8394592213,0.8857123242,0.7932061184,1
2018,20,47,0.7847482352,0.8212889022,0.7482075682,2
2018,20,49,0.800485773,0.834192993,0.766778553,2
2018,20,51,0.8763881369,0.9049821757,0.8477940982,2
2018,20,53,0.8599744802,0.8861146326,0.8338343278,2
2018,20,55,0.8324894422,0.8659319451,0.7990469392,2
2018,20,57,0.8324894545,0.8659319564,0.7990469525,2
2018,20,59,0.834415399,0.8710725452,0.7977582529,2
2018,20,61,0.8283333259,0.868534921,0.7881317309,2
2018,20,63,0.8763881364,0.9049821752,0.8477940976,2
2018,20,65,0.8763881364,0.9049821752,0.8477940976,2
2018,20,67,0.8324894401,0.8659319432,0.7990469369,2
2018,20,69,0.8324894413,0.8659319443,0.7990469382,2
2018,20,71,0.8763881439,0.904982182,0.8477941059,2
2018,20,73,0.8004857825,0.8341930019,0.7667785631,2
2018,20,75,0.8324894442,0.865931947,0.7990469414,2
2018,20,77,0.7847482412,0.8212889079,0.7482075745,2
2018,20,79,0.8574305239,0.8893819247,0.8254791232,2
2018,20,81,0.8324894526,0.8659319547,0.7990469505,2
2018,20,83,0.8324894412,0.8659319442,0.7990469381,2
2018,20,85,0.8273047621,0.8593643832,0.7952451409,2
2018,20,87,0.8333649687,0.8707841566,0.7959457809,2
2018,20,89,0.8599744748,0.8861146276,0.8338343219,2
2018,20,91,0.8617537066,0.87749076,0.8460166533,1
2018,20,93,0.8324894459,0.8659319485,0.7990469432,2
2018,20,95,0.7847482374,0.8212889043,0.7482075705,2
2018,20,97,0.7847482338,0.8212889009,0.7482075667,2
2018,20,99,0.7712902193,0.8095891249,0.7329913137,2
2018,20,101,0.8763881323,0.9049821715,0.8477940931,2
