year,state,county,subgroup_type,subgroup,ratio_living_wage,ratio_living_wage_quality
2018,01,001,all,All,.6535196,1
2018,01,001,industry,Goods Producing,.9922178,1
2018,01,001,industry,Public Administration,.7390048,1
2018,01,001,industry,"Trade, Transit, Utilities",.6031128,1
2018,01,001,industry,Information Services,1.196498,3
2018,01,001,industry,Professional Services,.8042978,1
2018,01,001,industry,Education and Health,.5465157,1
2018,01,001,industry,Leisure and Other,.3590378,1
2018,01,003,all,All,.6171548,1
2018,01,003,industry,Goods Producing,.8211297,1
2018,01,003,industry,Public Administration,.7848094,1
2018,01,003,industry,"Trade, Transit, Utilities",.5753138,1
2018,01,003,industry,Information Services,.8307183,1
2018,01,003,industry,Professional Services,.7409345,1
2018,01,003,industry,Education and Health,.7304742,1
2018,01,003,industry,Leisure and Other,.4524059,1
2018,01,005,all,All,.6750551,1
2018,01,005,industry,Goods Producing,.7668994,1
2018,01,005,industry,Public Administration,.7978203,1
2018,01,005,industry,"Trade, Transit, Utilities",.6493388,1
2018,01,005,industry,Information Services,.8789493,3
2018,01,005,industry,Professional Services,.8357826,1
2018,01,005,industry,Education and Health,.6401544,1
2018,01,005,industry,Leisure and Other,.3664585,1
2018,01,007,all,All,.6744227,1
2018,01,007,industry,Goods Producing,.9263471,1
2018,01,007,industry,Public Administration,.8146723,1
2018,01,007,industry,"Trade, Transit, Utilities",.5545837,1
2018,01,007,industry,Information Services,NA,NA
2018,01,007,industry,Professional Services,.7146606,1
2018,01,007,industry,Education and Health,.63331,1
2018,01,007,industry,Leisure and Other,NA,NA
2018,01,009,all,All,.5991952,1
2018,01,009,industry,Goods Producing,.6997901,1
2018,01,009,industry,Public Administration,.7015396,1
2018,01,009,industry,"Trade, Transit, Utilities",.5956963,1
2018,01,009,industry,Information Services,1.018195,3
2018,01,009,industry,Professional Services,.7413401,1
2018,01,009,industry,Education and Health,.6280616,1
2018,01,009,industry,Leisure and Other,.3315256,1
2018,01,011,all,All,.6247683,1
2018,01,011,industry,Goods Producing,.6479422,3
2018,01,011,industry,Public Administration,.799036,3
2018,01,011,industry,"Trade, Transit, Utilities",.6173527,1
2018,01,011,industry,Information Services,NA,NA
2018,01,011,industry,Professional Services,.5302188,3
2018,01,011,industry,Education and Health,.5960327,3
2018,01,011,industry,Leisure and Other,NA,NA
2018,01,013,all,All,.6210605,1
2018,01,013,industry,Goods Producing,.7981091,1
2018,01,013,industry,Public Administration,.7539242,1
2018,01,013,industry,"Trade, Transit, Utilities",.6062292,1
2018,01,013,industry,Information Services,.5737857,3
2018,01,013,industry,Professional Services,.5529292,1
2018,01,013,industry,Education and Health,.6896552,1
2018,01,013,industry,Leisure and Other,.3907119,1
2018,01,015,all,All,.6989739,1
2018,01,015,industry,Goods Producing,.9005129,1
2018,01,015,industry,Public Administration,.894711,1
2018,01,015,industry,"Trade, Transit, Utilities",.6091974,1
2018,01,015,industry,Information Services,.8675338,3
2018,01,015,industry,Professional Services,.7246243,1
2018,01,015,industry,Education and Health,.6760718,1
2018,01,015,industry,Leisure and Other,.4058263,1
2018,01,017,all,All,.6681271,1
2018,01,017,industry,Goods Producing,.8616284,1
2018,01,017,industry,Public Administration,.7396252,1
2018,01,017,industry,"Trade, Transit, Utilities",.5485579,1
2018,01,017,industry,Information Services,.79226,3
2018,01,017,industry,Professional Services,.7178715,1
2018,01,017,industry,Education and Health,.6060606,1
2018,01,017,industry,Leisure and Other,.3952172,1
2018,01,019,all,All,.6145718,1
2018,01,019,industry,Goods Producing,.7054135,1
2018,01,019,industry,Public Administration,.7434187,1
2018,01,019,industry,"Trade, Transit, Utilities",.632184,1
2018,01,019,industry,Information Services,.8444569,3
2018,01,019,industry,Professional Services,.6182796,1
2018,01,019,industry,Education and Health,.7202448,1
2018,01,019,industry,Leisure and Other,.3726363,1
2018,01,021,all,All,.673897,1
2018,01,021,industry,Goods Producing,.8398221,1
2018,01,021,industry,Public Administration,.7418737,1
2018,01,021,industry,"Trade, Transit, Utilities",.6470153,1
2018,01,021,industry,Information Services,.8592882,3
2018,01,021,industry,Professional Services,.600204,1
2018,01,021,industry,Education and Health,.7443456,1
2018,01,021,industry,Leisure and Other,.3721728,1
2018,01,023,all,All,.8924632,1
2018,01,023,industry,Goods Producing,1.299632,1
2018,01,023,industry,Public Administration,.6476716,1
2018,01,023,industry,"Trade, Transit, Utilities",.7527574,1
2018,01,023,industry,Information Services,.7573529,3
2018,01,023,industry,Professional Services,.6488971,1
2018,01,023,industry,Education and Health,.6194853,3
2018,01,023,industry,Leisure and Other,.3143382,1
2018,01,025,all,All,.7174639,1
2018,01,025,industry,Goods Producing,1.087319,1
2018,01,025,industry,Public Administration,.8342603,1
2018,01,025,industry,"Trade, Transit, Utilities",.5571005,1
2018,01,025,industry,Information Services,.6043752,3
2018,01,025,industry,Professional Services,.6961439,1
2018,01,025,industry,Education and Health,.6145718,1
2018,01,025,industry,Leisure and Other,.3564146,1
2018,01,027,all,All,.610864,1
2018,01,027,industry,Goods Producing,.6572118,1
2018,01,027,industry,Public Administration,.7196268,1
2018,01,027,industry,"Trade, Transit, Utilities",.4912866,1
2018,01,027,industry,Information Services,.6164257,3
2018,01,027,industry,Professional Services,.6854839,1
2018,01,027,industry,Education and Health,.6117909,1
2018,01,027,industry,Leisure and Other,.337412,3
2018,01,029,all,All,.7869856,1
2018,01,029,industry,Goods Producing,1.222655,1
2018,01,029,industry,Public Administration,.7202448,1
2018,01,029,industry,"Trade, Transit, Utilities",.7119021,1
2018,01,029,industry,Information Services,NA,NA
2018,01,029,industry,Professional Services,NA,NA
2018,01,029,industry,Education and Health,.4681127,3
2018,01,029,industry,Leisure and Other,.4630145,3
2018,01,031,all,All,.6094436,1
2018,01,031,industry,Goods Producing,.6423865,1
2018,01,031,industry,Public Administration,.8388238,1
2018,01,031,industry,"Trade, Transit, Utilities",.5719253,1
2018,01,031,industry,Information Services,.5902269,3
2018,01,031,industry,Professional Services,.7778184,1
2018,01,031,industry,Education and Health,.6625183,1
2018,01,031,industry,Leisure and Other,.3930271,1
2018,01,033,all,All,.7826246,1
2018,01,033,industry,Goods Producing,.9604105,1
2018,01,033,industry,Public Administration,1.103372,1
2018,01,033,industry,"Trade, Transit, Utilities",.6304985,1
2018,01,033,industry,Information Services,1.004399,3
2018,01,033,industry,Professional Services,.7418438,1
2018,01,033,industry,Education and Health,.8174486,1
2018,01,033,industry,Leisure and Other,.4233871,1
2018,01,035,all,All,.6386726,1
2018,01,035,industry,Goods Producing,.7220986,1
2018,01,035,industry,Public Administration,.7669016,1
2018,01,035,industry,"Trade, Transit, Utilities",.6979978,1
2018,01,035,industry,Information Services,.6127179,3
2018,01,035,industry,Professional Services,.6446978,1
2018,01,035,industry,Education and Health,.6284761,3
2018,01,035,industry,Leisure and Other,.3545606,1
2018,01,037,all,All,.6522535,1
2018,01,037,industry,Goods Producing,.7539391,3
2018,01,037,industry,Public Administration,.6379015,1
2018,01,037,industry,"Trade, Transit, Utilities",.519421,3
2018,01,037,industry,Information Services,NA,NA
2018,01,037,industry,Professional Services,NA,NA
2018,01,037,industry,Education and Health,NA,NA
2018,01,037,industry,Leisure and Other,.699432,3
2018,01,039,all,All,.6479422,1
2018,01,039,industry,Goods Producing,.67297,1
2018,01,039,industry,Public Administration,.8073786,1
2018,01,039,industry,"Trade, Transit, Utilities",.73693,1
2018,01,039,industry,Information Services,.6822396,3
2018,01,039,industry,Professional Services,.7276604,1
2018,01,039,industry,Education and Health,.65165,1
2018,01,039,industry,Leisure and Other,.410178,1
2018,01,041,all,All,.6553578,1
2018,01,041,industry,Goods Producing,.6840935,1
2018,01,041,industry,Public Administration,.7233346,1
2018,01,041,industry,"Trade, Transit, Utilities",.6813126,1
2018,01,041,industry,Information Services,1.176307,3
2018,01,041,industry,Professional Services,.6586022,1
2018,01,041,industry,Education and Health,.5580274,3
2018,01,041,industry,Leisure and Other,.6182796,1
2018,01,043,all,All,.6829044,1
2018,01,043,industry,Goods Producing,.8318015,1
2018,01,043,industry,Public Administration,.7778799,1
2018,01,043,industry,"Trade, Transit, Utilities",.6599265,1
2018,01,043,industry,Information Services,.8409926,3
2018,01,043,industry,Professional Services,.796875,1
2018,01,043,industry,Education and Health,.7306985,1
2018,01,043,industry,Leisure and Other,.4342831,1
2018,01,045,all,All,.9581172,1
2018,01,045,industry,Goods Producing,1.284285,1
2018,01,045,industry,Public Administration,.8660737,1
2018,01,045,industry,"Trade, Transit, Utilities",.7950334,1
2018,01,045,industry,Information Services,.9275389,3
2018,01,045,industry,Professional Services,.8585063,1
2018,01,045,industry,Education and Health,.9998147,1
2018,01,045,industry,Leisure and Other,.3145849,1
2018,01,047,all,All,.6720431,1
2018,01,047,industry,Goods Producing,.9213942,1
2018,01,047,industry,Public Administration,.8225189,1
2018,01,047,industry,"Trade, Transit, Utilities",.5320727,1
2018,01,047,industry,Information Services,.8286986,3
2018,01,047,industry,Professional Services,.6145718,1
2018,01,047,industry,Education and Health,.6859474,1
2018,01,047,industry,Leisure and Other,.3503893,1
2018,01,049,all,All,.663529,1
2018,01,049,industry,Goods Producing,.8176449,1
2018,01,049,industry,Public Administration,.7555063,1
2018,01,049,industry,"Trade, Transit, Utilities",.6053895,1
2018,01,049,industry,Information Services,1.001292,3
2018,01,049,industry,Professional Services,.6132337,1
2018,01,049,industry,Education and Health,.6487634,1
2018,01,049,industry,Leisure and Other,.4360465,1
2018,01,051,all,All,.5995755,1
2018,01,051,industry,Goods Producing,.8993632,1
2018,01,051,industry,Public Administration,.7726094,1
2018,01,051,industry,"Trade, Transit, Utilities",.4978776,1
2018,01,051,industry,Information Services,.7118853,3
2018,01,051,industry,Professional Services,.753891,1
2018,01,051,industry,Education and Health,.57393,1
2018,01,051,industry,Leisure and Other,.3904315,1
2018,01,053,all,All,.7054135,1
2018,01,053,industry,Goods Producing,.9371524,1
2018,01,053,industry,Public Administration,.8512545,1
2018,01,053,industry,"Trade, Transit, Utilities",.6071562,1
2018,01,053,industry,Information Services,1.022432,3
2018,01,053,industry,Professional Services,.6803856,1
2018,01,053,industry,Education and Health,.7220986,1
2018,01,053,industry,Leisure and Other,.3415833,1
2018,01,055,all,All,.6470588,1
2018,01,055,industry,Goods Producing,.8354779,1
2018,01,055,industry,Public Administration,.8658088,1
2018,01,055,industry,"Trade, Transit, Utilities",.5854779,1
2018,01,055,industry,Information Services,.7233456,3
2018,01,055,industry,Professional Services,.6700368,1
2018,01,055,industry,Education and Health,.7555147,1
