year,state,county,state_name,county_name,subgroup_type,subgroup,ratio_living_wage,ratio_living_wage_quality
2022,22,039,Louisiana,Evangeline Parish,industry,Leisure and Other,.3784283,1
2022,22,041,Louisiana,Franklin Parish,all,All,.4345878,1
2022,22,041,Louisiana,Franklin Parish,industry,Goods Producing,.4006656,1
2022,22,041,Louisiana,Franklin Parish,industry,Public Administration,.552142,1
2022,22,041,Louisiana,Franklin Parish,industry,"Trade, Transit, Utilities",.4544291,1
2022,22,041,Louisiana,Franklin Parish,industry,Information Services,0,3
2022,22,041,Louisiana,Franklin Parish,industry,Professional Services,.578917,1
2022,22,041,Louisiana,Franklin Parish,industry,Education and Health,.4179468,1
2022,22,041,Louisiana,Franklin Parish,industry,Leisure and Other,.0880056,1
2022,22,043,Louisiana,Grant Parish,all,All,.6998706,1
2022,22,043,Louisiana,Grant Parish,industry,Goods Producing,1.01423,1
2022,22,043,Louisiana,Grant Parish,industry,Public Administration,.7190599,1
2022,22,043,Louisiana,Grant Parish,industry,"Trade, Transit, Utilities",.4068564,1
2022,22,043,Louisiana,Grant Parish,industry,Information Services,0,3
2022,22,043,Louisiana,Grant Parish,industry,Professional Services,.6727037,1
2022,22,043,Louisiana,Grant Parish,industry,Education and Health,.4023286,1
2022,22,043,Louisiana,Grant Parish,industry,Leisure and Other,.2027814,3
2022,22,045,Louisiana,Iberia Parish,all,All,.6640218,1
2022,22,045,Louisiana,Iberia Parish,industry,Goods Producing,.9690427,1
2022,22,045,Louisiana,Iberia Parish,industry,Public Administration,.6590357,1
2022,22,045,Louisiana,Iberia Parish,industry,"Trade, Transit, Utilities",.5345994,1
2022,22,045,Louisiana,Iberia Parish,industry,Information Services,.6666233,3
2022,22,045,Louisiana,Iberia Parish,industry,Professional Services,.7596254,1
2022,22,045,Louisiana,Iberia Parish,industry,Education and Health,.4728148,1
2022,22,045,Louisiana,Iberia Parish,industry,Leisure and Other,.4263137,1
2022,22,047,Louisiana,Iberville Parish,all,All,.9454362,1
2022,22,047,Louisiana,Iberville Parish,industry,Goods Producing,1.249686,1
2022,22,047,Louisiana,Iberville Parish,industry,Public Administration,.6860279,1
2022,22,047,Louisiana,Iberville Parish,industry,"Trade, Transit, Utilities",.7172492,1
2022,22,047,Louisiana,Iberville Parish,industry,Information Services,1.179281,3
2022,22,047,Louisiana,Iberville Parish,industry,Professional Services,.8536585,1
2022,22,047,Louisiana,Iberville Parish,industry,Education and Health,.494091,1
2022,22,047,Louisiana,Iberville Parish,industry,Leisure and Other,.3818833,1
2022,22,049,Louisiana,Jackson Parish,all,All,.6355485,1
2022,22,049,Louisiana,Jackson Parish,industry,Goods Producing,1.054193,1
2022,22,049,Louisiana,Jackson Parish,industry,Public Administration,.5757736,1
2022,22,049,Louisiana,Jackson Parish,industry,"Trade, Transit, Utilities",.4311709,1
2022,22,049,Louisiana,Jackson Parish,industry,Information Services,0,3
2022,22,049,Louisiana,Jackson Parish,industry,Professional Services,.677413,1
2022,22,049,Louisiana,Jackson Parish,industry,Education and Health,.5089663,1
2022,22,049,Louisiana,Jackson Parish,industry,Leisure and Other,.1018592,1
2022,22,051,Louisiana,Jefferson Parish,all,All,.7073261,1
2022,22,051,Louisiana,Jefferson Parish,industry,Goods Producing,.8066107,1
2022,22,051,Louisiana,Jefferson Parish,industry,Public Administration,.8142164,1
2022,22,051,Louisiana,Jefferson Parish,industry,"Trade, Transit, Utilities",.6413419,1
2022,22,051,Louisiana,Jefferson Parish,industry,Information Services,.5728909,1
2022,22,051,Louisiana,Jefferson Parish,industry,Professional Services,.8174025,1
2022,22,051,Louisiana,Jefferson Parish,industry,Education and Health,.7899605,1
2022,22,051,Louisiana,Jefferson Parish,industry,Leisure and Other,.5513073,1
2022,22,053,Louisiana,Jefferson Davis Parish,all,All,.5056323,1
2022,22,053,Louisiana,Jefferson Davis Parish,industry,Goods Producing,.6201997,1
2022,22,053,Louisiana,Jefferson Davis Parish,industry,Public Administration,.6415344,1
2022,22,053,Louisiana,Jefferson Davis Parish,industry,"Trade, Transit, Utilities",.4486687,1
2022,22,053,Louisiana,Jefferson Davis Parish,industry,Information Services,.8339733,3
2022,22,053,Louisiana,Jefferson Davis Parish,industry,Professional Services,.6800435,1
2022,22,053,Louisiana,Jefferson Davis Parish,industry,Education and Health,.5536354,1
2022,22,053,Louisiana,Jefferson Davis Parish,industry,Leisure and Other,.3225806,1
2022,22,055,Louisiana,Lafayette Parish,all,All,.6585645,1
2022,22,055,Louisiana,Lafayette Parish,industry,Goods Producing,.9207177,1
2022,22,055,Louisiana,Lafayette Parish,industry,Public Administration,.7663103,1
2022,22,055,Louisiana,Lafayette Parish,industry,"Trade, Transit, Utilities",.5739374,1
2022,22,055,Louisiana,Lafayette Parish,industry,Information Services,.7953677,1
2022,22,055,Louisiana,Lafayette Parish,industry,Professional Services,.8402265,1
2022,22,055,Louisiana,Lafayette Parish,industry,Education and Health,.633749,1
2022,22,055,Louisiana,Lafayette Parish,industry,Leisure and Other,.389412,1
2022,22,057,Louisiana,Lafourche Parish,all,All,.7552217,1
2022,22,057,Louisiana,Lafourche Parish,industry,Goods Producing,1.025217,1
2022,22,057,Louisiana,Lafourche Parish,industry,Public Administration,.6885719,1
2022,22,057,Louisiana,Lafourche Parish,industry,"Trade, Transit, Utilities",.8825777,1
2022,22,057,Louisiana,Lafourche Parish,industry,Information Services,.7985227,1
2022,22,057,Louisiana,Lafourche Parish,industry,Professional Services,.684539,1
2022,22,057,Louisiana,Lafourche Parish,industry,Education and Health,.6698931,1
2022,22,057,Louisiana,Lafourche Parish,industry,Leisure and Other,.410405,1
2022,22,059,Louisiana,LaSalle Parish,all,All,.5286738,1
2022,22,059,Louisiana,LaSalle Parish,industry,Goods Producing,.7232463,1
2022,22,059,Louisiana,LaSalle Parish,industry,Public Administration,.7208995,1
2022,22,059,Louisiana,LaSalle Parish,industry,"Trade, Transit, Utilities",.4294675,1
2022,22,059,Louisiana,LaSalle Parish,industry,Information Services,0,3
2022,22,059,Louisiana,LaSalle Parish,industry,Professional Services,.5328341,1
2022,22,059,Louisiana,LaSalle Parish,industry,Education and Health,.5203533,1
2022,22,059,Louisiana,LaSalle Parish,industry,Leisure and Other,.1068868,1
2022,22,061,Louisiana,Lincoln Parish,all,All,.5378512,1
2022,22,061,Louisiana,Lincoln Parish,industry,Goods Producing,.7355619,1
2022,22,061,Louisiana,Lincoln Parish,industry,Public Administration,.6631547,1
2022,22,061,Louisiana,Lincoln Parish,industry,"Trade, Transit, Utilities",.4721644,1
2022,22,061,Louisiana,Lincoln Parish,industry,Information Services,.5619147,3
2022,22,061,Louisiana,Lincoln Parish,industry,Professional Services,.7729579,1
2022,22,061,Louisiana,Lincoln Parish,industry,Education and Health,.4539542,1
2022,22,061,Louisiana,Lincoln Parish,industry,Leisure and Other,.3316858,1
2022,22,063,Louisiana,Livingston Parish,all,All,.5177994,1
2022,22,063,Louisiana,Livingston Parish,industry,Goods Producing,.7804332,1
2022,22,063,Louisiana,Livingston Parish,industry,Public Administration,.6177911,1
2022,22,063,Louisiana,Livingston Parish,industry,"Trade, Transit, Utilities",.4518297,1
2022,22,063,Louisiana,Livingston Parish,industry,Information Services,.716953,1
2022,22,063,Louisiana,Livingston Parish,industry,Professional Services,.7465149,1
2022,22,063,Louisiana,Livingston Parish,industry,Education and Health,.4387603,1
2022,22,063,Louisiana,Livingston Parish,industry,Leisure and Other,.3432288,1
2022,22,065,Louisiana,Madison Parish,all,All,.4397081,1
2022,22,065,Louisiana,Madison Parish,industry,Goods Producing,.6470814,1
2022,22,065,Louisiana,Madison Parish,industry,Public Administration,.6067588,1
2022,22,065,Louisiana,Madison Parish,industry,"Trade, Transit, Utilities",.4365079,1
2022,22,065,Louisiana,Madison Parish,industry,Information Services,0,3
2022,22,065,Louisiana,Madison Parish,industry,Professional Services,.5325141,1
2022,22,065,Louisiana,Madison Parish,industry,Education and Health,.3193804,1
2022,22,065,Louisiana,Madison Parish,industry,Leisure and Other,.2604967,1
2022,22,067,Louisiana,Morehouse Parish,all,All,.5221519,1
2022,22,067,Louisiana,Morehouse Parish,industry,Goods Producing,.7126846,1
2022,22,067,Louisiana,Morehouse Parish,industry,Public Administration,.5977497,1
2022,22,067,Louisiana,Morehouse Parish,industry,"Trade, Transit, Utilities",.5505011,1
2022,22,067,Louisiana,Morehouse Parish,industry,Information Services,.9704642,3
2022,22,067,Louisiana,Morehouse Parish,industry,Professional Services,.5907173,1
2022,22,067,Louisiana,Morehouse Parish,industry,Education and Health,.4371045,1
2022,22,067,Louisiana,Morehouse Parish,industry,Leisure and Other,.2979958,1
2022,22,069,Louisiana,Natchitoches Parish,all,All,.5201903,1
2022,22,069,Louisiana,Natchitoches Parish,industry,Goods Producing,.6905864,1
2022,22,069,Louisiana,Natchitoches Parish,industry,Public Administration,.6719393,1
2022,22,069,Louisiana,Natchitoches Parish,industry,"Trade, Transit, Utilities",.4359568,1
2022,22,069,Louisiana,Natchitoches Parish,industry,Information Services,.6796553,3
2022,22,069,Louisiana,Natchitoches Parish,industry,Professional Services,.6712962,1
2022,22,069,Louisiana,Natchitoches Parish,industry,Education and Health,.3742284,1
2022,22,069,Louisiana,Natchitoches Parish,industry,Leisure and Other,.2938529,1
2022,22,071,Louisiana,Orleans Parish,all,All,.7365643,1
2022,22,071,Louisiana,Orleans Parish,industry,Goods Producing,1.069458,1
2022,22,071,Louisiana,Orleans Parish,industry,Public Administration,.8803183,1
2022,22,071,Louisiana,Orleans Parish,industry,"Trade, Transit, Utilities",.5776152,1
2022,22,071,Louisiana,Orleans Parish,industry,Information Services,.9369002,1
2022,22,071,Louisiana,Orleans Parish,industry,Professional Services,1.075756,1
2022,22,071,Louisiana,Orleans Parish,industry,Education and Health,.7131718,1
2022,22,071,Louisiana,Orleans Parish,industry,Leisure and Other,.4822457,1
2022,22,073,Louisiana,Ouachita Parish,all,All,.5727815,1
2022,22,073,Louisiana,Ouachita Parish,industry,Goods Producing,.758303,1
2022,22,073,Louisiana,Ouachita Parish,industry,Public Administration,.7221934,1
2022,22,073,Louisiana,Ouachita Parish,industry,"Trade, Transit, Utilities",.51959,1
2022,22,073,Louisiana,Ouachita Parish,industry,Information Services,.8789569,1
2022,22,073,Louisiana,Ouachita Parish,industry,Professional Services,.6944084,1
2022,22,073,Louisiana,Ouachita Parish,industry,Education and Health,.5721328,1
2022,22,073,Louisiana,Ouachita Parish,industry,Leisure and Other,.4073689,1
2022,22,075,Louisiana,Plaquemines Parish,all,All,.8750616,1
2022,22,075,Louisiana,Plaquemines Parish,industry,Goods Producing,1.238283,1
2022,22,075,Louisiana,Plaquemines Parish,industry,Public Administration,.6756701,3
2022,22,075,Louisiana,Plaquemines Parish,industry,"Trade, Transit, Utilities",.8442279,1
2022,22,075,Louisiana,Plaquemines Parish,industry,Information Services,.775777,3
2022,22,075,Louisiana,Plaquemines Parish,industry,Professional Services,.9210039,1
2022,22,075,Louisiana,Plaquemines Parish,industry,Education and Health,.5130735,1
2022,22,075,Louisiana,Plaquemines Parish,industry,Leisure and Other,.3952886,1
2022,22,077,Louisiana,Pointe Coupee Parish,all,All,.5610022,1
2022,22,077,Louisiana,Pointe Coupee Parish,industry,Goods Producing,.6499637,1
2022,22,077,Louisiana,Pointe Coupee Parish,industry,Public Administration,.5892439,1
2022,22,077,Louisiana,Pointe Coupee Parish,industry,"Trade, Transit, Utilities",.6451222,1
2022,22,077,Louisiana,Pointe Coupee Parish,industry,Information Services,0,3
2022,22,077,Louisiana,Pointe Coupee Parish,industry,Professional Services,.4030501,1
2022,22,077,Louisiana,Pointe Coupee Parish,industry,Education and Health,.4218107,1
2022,22,077,Louisiana,Pointe Coupee Parish,industry,Leisure and Other,.4348221,1
2022,22,079,Louisiana,Rapides Parish,all,All,.5912031,1
2022,22,079,Louisiana,Rapides Parish,industry,Goods Producing,.7742562,1
2022,22,079,Louisiana,Rapides Parish,industry,Public Administration,.7192755,1
2022,22,079,Louisiana,Rapides Parish,industry,"Trade, Transit, Utilities",.5226391,1
2022,22,079,Louisiana,Rapides Parish,industry,Information Services,.6539457,1
2022,22,079,Louisiana,Rapides Parish,industry,Professional Services,.6600906,1
2022,22,079,Louisiana,Rapides Parish,industry,Education and Health,.5944372,1
2022,22,079,Louisiana,Rapides Parish,industry,Leisure and Other,.377749,1
2022,22,081,Louisiana,Red River Parish,all,All,.5640084,1
2022,22,081,Louisiana,Red River Parish,industry,Goods Producing,.7568206,3
2022,22,081,Louisiana,Red River Parish,industry,Public Administration,.6155999,1
2022,22,081,Louisiana,Red River Parish,industry,"Trade, Transit, Utilities",.4839979,1
2022,22,081,Louisiana,Red River Parish,industry,Information Services,0,3
2022,22,081,Louisiana,Red River Parish,industry,Professional Services,.2951207,1
2022,22,081,Louisiana,Red River Parish,industry,Education and Health,.4964586,3
2022,22,081,Louisiana,Red River Parish,industry,Leisure and Other,.2583946,3
2022,22,083,Louisiana,Richland Parish,all,All,.5248336,1
2022,22,083,Louisiana,Richland Parish,industry,Goods Producing,.6995648,1
2022,22,083,Louisiana,Richland Parish,industry,Public Administration,.5707032,1
2022,22,083,Louisiana,Richland Parish,industry,"Trade, Transit, Utilities",.531234,1
2022,22,083,Louisiana,Richland Parish,industry,Information Services,.6464413,3
2022,22,083,Louisiana,Richland Parish,industry,Professional Services,.5859575,1
2022,22,083,Louisiana,Richland Parish,industry,Education and Health,.4480287,1
2022,22,083,Louisiana,Richland Parish,industry,Leisure and Other,.2979391,1
2022,22,085,Louisiana,Sabine Parish,all,All,.5324013,1
2022,22,085,Louisiana,Sabine Parish,industry,Goods Producing,.7107394,1
2022,22,085,Louisiana,Sabine Parish,industry,Public Administration,.5422001,1
2022,22,085,Louisiana,Sabine Parish,industry,"Trade, Transit, Utilities",.4239613,1
2022,22,085,Louisiana,Sabine Parish,industry,Information Services,.3142148,3
2022,22,085,Louisiana,Sabine Parish,industry,Professional Services,.7283773,1
2022,22,085,Louisiana,Sabine Parish,industry,Education and Health,.5075777,1
2022,22,085,Louisiana,Sabine Parish,industry,Leisure and Other,.2838385,1
2022,22,087,Louisiana,St. Bernard Parish,all,All,.6734089,1
2022,22,087,Louisiana,St. Bernard Parish,industry,Goods Producing,1.162432,1
2022,22,087,Louisiana,St. Bernard Parish,industry,Public Administration,.5751521,1
2022,22,087,Louisiana,St. Bernard Parish,industry,"Trade, Transit, Utilities",.5019733,1
2022,22,087,Louisiana,St. Bernard Parish,industry,Information Services,.8984953,3
2022,22,087,Louisiana,St. Bernard Parish,industry,Professional Services,.6758757,1
2022,22,087,Louisiana,St. Bernard Parish,industry,Education and Health,.6049581,1
2022,22,087,Louisiana,St. Bernard Parish,industry,Leisure and Other,.3175876,1
2022,22,089,Louisiana,St. Charles Parish,all,All,.9380999,1
2022,22,089,Louisiana,St. Charles Parish,industry,Goods Producing,1.326775,1
2022,22,089,Louisiana,St. Charles Parish,industry,Public Administration,.6863804,1
2022,22,089,Louisiana,St. Charles Parish,industry,"Trade, Transit, Utilities",.921905,1
2022,22,089,Louisiana,St. Charles Parish,industry,Information Services,.5524232,3
2022,22,089,Louisiana,St. Charles Parish,industry,Professional Services,.7791507,1
2022,22,089,Louisiana,St. Charles Parish,industry,Education and Health,.5668187,1
2022,22,089,Louisiana,St. Charles Parish,industry,Leisure and Other,.4693498,1
2022,22,091,Louisiana,St. Helena Parish,all,All,.5265123,1
2022,22,091,Louisiana,St. Helena Parish,industry,Goods Producing,.6945482,3
2022,22,091,Louisiana,St. Helena Parish,industry,Public Administration,.5399967,3
2022,22,091,Louisiana,St. Helena Parish,industry,"Trade, Transit, Utilities",.4001743,1
2022,22,091,Louisiana,St. Helena Parish,industry,Information Services,0,3
2022,22,091,Louisiana,St. Helena Parish,industry,Professional Services,.2312049,3
2022,22,091,Louisiana,St. Helena Parish,industry,Education and Health,.3310929,3
2022,22,091,Louisiana,St. Helena Parish,industry,Leisure and Other,.3740354,3
2022,22,093,Louisiana,St. James Parish,all,All,.8880383,1
2022,22,093,Louisiana,St. James Parish,industry,Goods Producing,1.283082,1
2022,22,093,Louisiana,St. James Parish,industry,Public Administration,.7068413,1
2022,22,093,Louisiana,St. James Parish,industry,"Trade, Transit, Utilities",.7245718,1
2022,22,093,Louisiana,St. James Parish,industry,Information Services,0,3
2022,22,093,Louisiana,St. James Parish,industry,Professional Services,.8183056,1
2022,22,093,Louisiana,St. James Parish,industry,Education and Health,.5234821,1
2022,22,093,Louisiana,St. James Parish,industry,Leisure and Other,.1261676,1
2022,22,095,Louisiana,St. John the Baptist Parish,all,All,.7497601,1
2022,22,095,Louisiana,St. John the Baptist Parish,industry,Goods Producing,1.230206,1
2022,22,095,Louisiana,St. John the Baptist Parish,industry,Public Administration,.677983,1
2022,22,095,Louisiana,St. John the Baptist Parish,industry,"Trade, Transit, Utilities",.612404,1
2022,22,095,Louisiana,St. John the Baptist Parish,industry,Information Services,.7899472,3
2022,22,095,Louisiana,St. John the Baptist Parish,industry,Professional Services,.6444938,1
2022,22,095,Louisiana,St. John the Baptist Parish,industry,Education and Health,.5116363,1
2022,22,095,Louisiana,St. John the Baptist Parish,industry,Leisure and Other,.3679823,1
2022,22,097,Louisiana,St. Landry Parish,all,All,.5551906,1
2022,22,097,Louisiana,St. Landry Parish,industry,Goods Producing,.7660972,1
2022,22,097,Louisiana,St. Landry Parish,industry,Public Administration,.6375383,1
2022,22,097,Louisiana,St. Landry Parish,industry,"Trade, Transit, Utilities",.5709593,1
2022,22,097,Louisiana,St. Landry Parish,industry,Information Services,.6110381,3
2022,22,097,Louisiana,St. Landry Parish,industry,Professional Services,.6760841,1
2022,22,097,Louisiana,St. Landry Parish,industry,Education and Health,.4704337,1
2022,22,097,Louisiana,St. Landry Parish,industry,Leisure and Other,.3242444,1
2022,22,099,Louisiana,St. Martin Parish,all,All,.6089335,1
2022,22,099,Louisiana,St. Martin Parish,industry,Goods Producing,.8965385,1
2022,22,099,Louisiana,St. Martin Parish,industry,Public Administration,.6021464,1
2022,22,099,Louisiana,St. Martin Parish,industry,"Trade, Transit, Utilities",.547213,1
2022,22,099,Louisiana,St. Martin Parish,industry,Information Services,0,3
2022,22,099,Louisiana,St. Martin Parish,industry,Professional Services,.7880504,1
2022,22,099,Louisiana,St. Martin Parish,industry,Education and Health,.4403156,1
2022,22,099,Louisiana,St. Martin Parish,industry,Leisure and Other,.10817,1
2022,22,101,Louisiana,St. Mary Parish,all,All,.6860436,1
2022,22,101,Louisiana,St. Mary Parish,industry,Goods Producing,1.008304,1
2022,22,101,Louisiana,St. Mary Parish,industry,Public Administration,.6556768,1
2022,22,101,Louisiana,St. Mary Parish,industry,"Trade, Transit, Utilities",.6903818,1
2022,22,101,Louisiana,St. Mary Parish,industry,Information Services,.3836143,3
2022,22,101,Louisiana,St. Mary Parish,industry,Professional Services,.6981284,1
2022,22,101,Louisiana,St. Mary Parish,industry,Education and Health,.4505454,1
2022,22,101,Louisiana,St. Mary Parish,industry,Leisure and Other,.4530243,1
2022,22,103,Louisiana,St. Tammany Parish,all,All,.6610754,1
2022,22,103,Louisiana,St. Tammany Parish,industry,Goods Producing,.857178,1
2022,22,103,Louisiana,St. Tammany Parish,industry,Public Administration,.7708436,1
2022,22,103,Louisiana,St. Tammany Parish,industry,"Trade, Transit, Utilities",.6586087,1
2022,22,103,Louisiana,St. Tammany Parish,industry,Information Services,1.011347,1
2022,22,103,Louisiana,St. Tammany Parish,industry,Professional Services,.9361124,1
2022,22,103,Louisiana,St. Tammany Parish,industry,Education and Health,.6216083,1
2022,22,103,Louisiana,St. Tammany Parish,industry,Leisure and Other,.3721633,1
2022,22,105,Louisiana,Tangipahoa Parish,all,All,.5373534,1
2022,22,105,Louisiana,Tangipahoa Parish,industry,Goods Producing,.6839622,1
2022,22,105,Louisiana,Tangipahoa Parish,industry,Public Administration,.7489801,1
2022,22,105,Louisiana,Tangipahoa Parish,industry,"Trade, Transit, Utilities",.5411779,1
2022,22,105,Louisiana,Tangipahoa Parish,industry,Information Services,.7394186,1
2022,22,105,Louisiana,Tangipahoa Parish,industry,Professional Services,.6208567,1
2022,22,105,Louisiana,Tangipahoa Parish,industry,Education and Health,.4672361,1
2022,22,105,Louisiana,Tangipahoa Parish,industry,Leisure and Other,.332101,1
2022,22,107,Louisiana,Tensas Parish,all,All,.4921915,1
2022,22,107,Louisiana,Tensas Parish,industry,Goods Producing,.4825909,1
2022,22,107,Louisiana,Tensas Parish,industry,Public Administration,.5613159,1
2022,22,107,Louisiana,Tensas Parish,industry,"Trade, Transit, Utilities",.5760369,3
2022,22,107,Louisiana,Tensas Parish,industry,Information Services,NA,
2022,22,107,Louisiana,Tensas Parish,industry,Professional Services,.5417947,3
2022,22,107,Louisiana,Tensas Parish,industry,Education and Health,.4909114,3
2022,22,107,Louisiana,Tensas Parish,industry,Leisure and Other,.2912186,3
2022,22,109,Louisiana,Terrebonne Parish,all,All,.7030057,1
2022,22,109,Louisiana,Terrebonne Parish,industry,Goods Producing,.9908304,1
2022,22,109,Louisiana,Terrebonne Parish,industry,Public Administration,.7235949,1
2022,22,109,Louisiana,Terrebonne Parish,industry,"Trade, Transit, Utilities",.6558839,1
2022,22,109,Louisiana,Terrebonne Parish,industry,Information Services,.7450331,3
2022,22,109,Louisiana,Terrebonne Parish,industry,Professional Services,.8153974,1
2022,22,109,Louisiana,Terrebonne Parish,industry,Education and Health,.6285023,1
2022,22,109,Louisiana,Terrebonne Parish,industry,Leisure and Other,.5250255,1
2022,22,111,Louisiana,Union Parish,all,All,.495589,1
2022,22,111,Louisiana,Union Parish,industry,Goods Producing,.5708355,1
2022,22,111,Louisiana,Union Parish,industry,Public Administration,.5877011,1
2022,22,111,Louisiana,Union Parish,industry,"Trade, Transit, Utilities",.4819668,1
2022,22,111,Louisiana,Union Parish,industry,Information Services,.824468,3
2022,22,111,Louisiana,Union Parish,industry,Professional Services,.4923456,1
2022,22,111,Louisiana,Union Parish,industry,Education and Health,.4761287,1
2022,22,111,Louisiana,Union Parish,industry,Leisure and Other,.3298521,1
2022,22,113,Louisiana,Vermilion Parish,all,All,.558327,1
2022,22,113,Louisiana,Vermilion Parish,industry,Goods Producing,.835252,1
2022,22,113,Louisiana,Vermilion Parish,industry,Public Administration,.5913703,1
2022,22,113,Louisiana,Vermilion Parish,industry,"Trade, Transit, Utilities",.514198,1
2022,22,113,Louisiana,Vermilion Parish,industry,Information Services,.6587363,3
2022,22,113,Louisiana,Vermilion Parish,industry,Professional Services,.6993477,1
2022,22,113,Louisiana,Vermilion Parish,industry,Education and Health,.481581,1
2022,22,113,Louisiana,Vermilion Parish,industry,Leisure and Other,.3411998,1
2022,22,115,Louisiana,Vernon Parish,all,All,.5424529,1
2022,22,115,Louisiana,Vernon Parish,industry,Goods Producing,.5772095,1
2022,22,115,Louisiana,Vernon Parish,industry,Public Administration,.5720374,1
2022,22,115,Louisiana,Vernon Parish,industry,"Trade, Transit, Utilities",.4257696,1
2022,22,115,Louisiana,Vernon Parish,industry,Information Services,.6138282,3
2022,22,115,Louisiana,Vernon Parish,industry,Professional Services,.6464126,1
2022,22,115,Louisiana,Vernon Parish,industry,Education and Health,.6026564,1
2022,22,115,Louisiana,Vernon Parish,industry,Leisure and Other,.3301887,1
2022,22,117,Louisiana,Washington Parish,all,All,.5359969,1
2022,22,117,Louisiana,Washington Parish,industry,Goods Producing,.7707015,1
2022,22,117,Louisiana,Washington Parish,industry,Public Administration,.6680732,1
2022,22,117,Louisiana,Washington Parish,industry,"Trade, Transit, Utilities",.4179853,1
2022,22,117,Louisiana,Washington Parish,industry,Information Services,.7436709,3
2022,22,117,Louisiana,Washington Parish,industry,Professional Services,.5577532,1
2022,22,117,Louisiana,Washington Parish,industry,Education and Health,.4938028,1
2022,22,117,Louisiana,Washington Parish,industry,Leisure and Other,.277558,1
2022,22,119,Louisiana,Webster Parish,all,All,.5593958,1
2022,22,119,Louisiana,Webster Parish,industry,Goods Producing,.7834101,1
2022,22,119,Louisiana,Webster Parish,industry,Public Administration,.619773,1
2022,22,119,Louisiana,Webster Parish,industry,"Trade, Transit, Utilities",.5190732,1
2022,22,119,Louisiana,Webster Parish,industry,Information Services,.7834101,3
2022,22,119,Louisiana,Webster Parish,industry,Professional Services,.6333205,1
2022,22,119,Louisiana,Webster Parish,industry,Education and Health,.5133128,1
2022,22,119,Louisiana,Webster Parish,industry,Leisure and Other,.3328213,1
2022,22,121,Louisiana,West Baton Rouge Parish,all,All,.7113518,1
2022,22,121,Louisiana,West Baton Rouge Parish,industry,Goods Producing,.9223301,1
2022,22,121,Louisiana,West Baton Rouge Parish,industry,Public Administration,.6850054,1
2022,22,121,Louisiana,West Baton Rouge Parish,industry,"Trade, Transit, Utilities",.6839682,1
2022,22,121,Louisiana,West Baton Rouge Parish,industry,Information Services,.3709236,3
2022,22,121,Louisiana,West Baton Rouge Parish,industry,Professional Services,.736246,1
2022,22,121,Louisiana,West Baton Rouge Parish,industry,Education and Health,.3983072,1
2022,22,121,Louisiana,West Baton Rouge Parish,industry,Leisure and Other,.4138661,1
2022,22,123,Louisiana,West Carroll Parish,all,All,.4832543,1
2022,22,123,Louisiana,West Carroll Parish,industry,Goods Producing,.5590718,1
2022,22,123,Louisiana,West Carroll Parish,industry,Public Administration,.6370869,1
2022,22,123,Louisiana,West Carroll Parish,industry,"Trade, Transit, Utilities",.4160074,1
2022,22,123,Louisiana,West Carroll Parish,industry,Information Services,.1292194,3
2022,22,123,Louisiana,West Carroll Parish,industry,Professional Services,.6391746,1
2022,22,123,Louisiana,West Carroll Parish,industry,Education and Health,.3632648,3
2022,22,123,Louisiana,West Carroll Parish,industry,Leisure and Other,.299644,3
2022,22,125,Louisiana,West Feliciana Parish,all,All,.795207,1
2022,22,125,Louisiana,West Feliciana Parish,industry,Goods Producing,.9628419,1
2022,22,125,Louisiana,West Feliciana Parish,industry,Public Administration,.2525619,1
2022,22,125,Louisiana,West Feliciana Parish,industry,"Trade, Transit, Utilities",1.148027,1
2022,22,125,Louisiana,West Feliciana Parish,industry,Information Services,.8944565,3
2022,22,125,Louisiana,West Feliciana Parish,industry,Professional Services,.783406,1
2022,22,125,Louisiana,West Feliciana Parish,industry,Education and Health,.5119826,1
2022,22,125,Louisiana,West Feliciana Parish,industry,Leisure and Other,.5210603,1
2022,22,127,Louisiana,Winn Parish,all,All,.5696203,1
2022,22,127,Louisiana,Winn Parish,industry,Goods Producing,.720596,1
2022,22,127,Louisiana,Winn Parish,industry,Public Administration,.6421414,1
2022,22,127,Louisiana,Winn Parish,industry,"Trade, Transit, Utilities",.4107331,1
2022,22,127,Louisiana,Winn Parish,industry,Information Services,0,3
2022,22,127,Louisiana,Winn Parish,industry,Professional Services,.6164293,1
2022,22,127,Louisiana,Winn Parish,industry,Education and Health,.5762131,1
2022,22,127,Louisiana,Winn Parish,industry,Leisure and Other,.0919699,1
2022,23,001,Maine,Androscoggin County,all,All,.6150558,1
2022,23,001,Maine,Androscoggin County,industry,Goods Producing,.6678936,1
2022,23,001,Maine,Androscoggin County,industry,Public Administration,.6779862,1
2022,23,001,Maine,Androscoggin County,industry,"Trade, Transit, Utilities",.5675611,1
2022,23,001,Maine,Androscoggin County,industry,Information Services,.7860366,1
2022,23,001,Maine,Androscoggin County,industry,Professional Services,.7489313,1
2022,23,001,Maine,Androscoggin County,industry,Education and Health,.6880788,1
2022,23,001,Maine,Androscoggin County,industry,Leisure and Other,.3769888,1
2022,23,003,Maine,Aroostook County,all,All,.6100831,1
2022,23,003,Maine,Aroostook County,industry,Goods Producing,.6798069,1
2022,23,003,Maine,Aroostook County,industry,Public Administration,.7285241,1
2022,23,003,Maine,Aroostook County,industry,"Trade, Transit, Utilities",.5202467,1
2022,23,003,Maine,Aroostook County,industry,Information Services,.6295253,1
