year,state,county,share_employed,share_employed_ub,share_employed_lb,share_employed_quality
2021,16,059,0.76988,0.80777,0.73199,2
2021,16,061,0.76988,0.80777,0.73199,2
2021,16,063,0.81799,0.85333,0.78265,2
2021,16,065,0.82112,0.85438,0.78786,2
2021,16,067,0.81799,0.85333,0.78265,2
2021,16,069,0.76988,0.80777,0.73199,2
2021,16,071,0.77316,0.80707,0.73925,2
2021,16,073,0.80138,0.84312,0.75965,2
2021,16,075,0.76283,0.80390,0.72176,2
2021,16,077,0.77316,0.80707,0.73925,2
2021,16,079,0.79650,0.83049,0.76252,2
2021,16,081,0.82112,0.85438,0.78786,2
2021,16,083,0.76083,0.80327,0.71838,1
2021,16,085,0.76988,0.80777,0.73199,2
2021,16,087,0.76283,0.80390,0.72176,2
2021,17,001,0.80515,0.83897,0.77133,2
2021,17,003,0.75083,0.78672,0.71494,2
2021,17,005,0.77364,0.80323,0.74404,2
2021,17,007,0.75949,0.80258,0.71640,2
2021,17,009,0.80515,0.83897,0.77133,2
2021,17,011,0.81140,0.83708,0.78573,2
2021,17,013,0.79694,0.82823,0.76566,2
2021,17,015,0.80822,0.83956,0.77687,2
2021,17,017,0.79694,0.82823,0.76566,2
2021,17,019,0.85881,0.88543,0.83218,1
2021,17,021,0.80152,0.82978,0.77325,2
2021,17,023,0.79504,0.83035,0.75973,2
2021,17,025,0.79504,0.83035,0.75973,2
2021,17,027,0.77364,0.80323,0.74404,2
2021,17,029,0.80065,0.84030,0.76100,2
2021,17,031,0.79183,0.79805,0.78560,1
2021,17,033,0.79504,0.83035,0.75973,2
2021,17,035,0.80065,0.84030,0.76100,2
2021,17,037,0.82137,0.85978,0.78295,1
2021,17,039,0.80152,0.82978,0.77325,2
2021,17,041,0.80065,0.84030,0.76100,2
2021,17,043,0.83253,0.84487,0.82020,1
2021,17,045,0.80065,0.84030,0.76100,2
2021,17,047,0.75083,0.78672,0.71494,2
2021,17,049,0.77364,0.80323,0.74404,2
2021,17,051,0.77364,0.80323,0.74404,2
2021,17,053,0.77280,0.80257,0.74303,2
2021,17,055,0.70686,0.73981,0.67390,2
2021,17,057,0.76806,0.79674,0.73938,2
2021,17,059,0.75083,0.78672,0.71494,2
2021,17,061,0.79694,0.82823,0.76566,2
2021,17,063,0.84301,0.87681,0.80921,2
2021,17,065,0.75083,0.78672,0.71494,2
2021,17,067,0.76806,0.79674,0.73938,2
2021,17,069,0.75083,0.78672,0.71494,2
2021,17,071,0.76806,0.79674,0.73938,2
2021,17,073,0.76806,0.79674,0.73938,2
2021,17,075,0.77280,0.80257,0.74303,2
2021,17,077,0.70686,0.73981,0.67390,2
2021,17,079,0.79504,0.83035,0.75973,2
2021,17,081,0.83900,0.86328,0.81471,2
2021,17,083,0.79694,0.82823,0.76566,2
2021,17,085,0.80822,0.83956,0.77687,2
2021,17,087,0.75083,0.78672,0.71494,2
2021,17,089,0.82213,0.84151,0.80274,1
2021,17,091,0.78365,0.82336,0.74394,1
2021,17,093,0.84301,0.87681,0.80921,2
2021,17,095,0.81140,0.83708,0.78573,2
2021,17,097,0.80092,0.81659,0.78526,1
2021,17,099,0.80172,0.83762,0.76583,1
2021,17,101,0.79504,0.83035,0.75973,2
2021,17,103,0.80822,0.83956,0.77687,2
2021,17,105,0.77280,0.80257,0.74303,2
2021,17,107,0.80152,0.82978,0.77325,2
2021,17,109,0.76806,0.79674,0.73938,2
2021,17,111,0.83601,0.85862,0.81341,1
2021,17,113,0.84567,0.87253,0.81882,1
2021,17,115,0.70457,0.75021,0.65894,1
2021,17,117,0.79694,0.82823,0.76566,2
2021,17,119,0.81428,0.84075,0.78780,1
2021,17,121,0.83900,0.86328,0.81471,2
2021,17,123,0.81140,0.83708,0.78573,2
2021,17,125,0.80515,0.83897,0.77133,2
2021,17,127,0.75083,0.78672,0.71494,2
2021,17,129,0.80152,0.82978,0.77325,2
2021,17,131,0.76806,0.79674,0.73938,2
2021,17,133,0.83900,0.86328,0.81471,2
2021,17,135,0.77364,0.80323,0.74404,2
2021,17,137,0.79694,0.82823,0.76566,2
2021,17,139,0.80152,0.82978,0.77325,2
2021,17,141,0.82851,0.86334,0.79369,2
2021,17,143,0.77817,0.81142,0.74493,1
2021,17,145,0.70686,0.73981,0.67390,2
2021,17,147,0.80152,0.82978,0.77325,2
2021,17,149,0.80515,0.83897,0.77133,2
2021,17,151,0.75083,0.78672,0.71494,2
2021,17,153,0.75083,0.78672,0.71494,2
2021,17,155,0.81140,0.83708,0.78573,2
2021,17,157,0.83900,0.86328,0.81471,2
2021,17,159,0.79504,0.83035,0.75973,2
2021,17,161,0.77136,0.80803,0.73470,1
2021,17,163,0.80512,0.83507,0.77517,1
2021,17,165,0.75083,0.78672,0.71494,2
2021,17,167,0.76832,0.79918,0.73746,1
2021,17,169,0.80515,0.83897,0.77133,2
2021,17,171,0.79694,0.82823,0.76566,2
2021,17,173,0.80152,0.82978,0.77325,2
2021,17,175,0.81140,0.83708,0.78573,2
2021,17,177,0.82851,0.86334,0.79369,2
2021,17,179,0.83369,0.86450,0.80288,1
2021,17,181,0.75083,0.78672,0.71494,2
2021,17,183,0.77280,0.80257,0.74303,2
2021,17,185,0.75083,0.78672,0.71494,2
2021,17,187,0.76806,0.79674,0.73938,2
2021,17,189,0.83900,0.86328,0.81471,2
2021,17,191,0.79504,0.83035,0.75973,2
2021,17,193,0.75083,0.78672,0.71494,2
2021,17,195,0.80822,0.83956,0.77687,2
2021,17,197,0.80905,0.82533,0.79276,1
2021,17,199,0.70686,0.73981,0.67390,2
2021,17,201,0.73199,0.75994,0.70404,1
2021,17,203,0.81140,0.83708,0.78573,2
2021,18,001,0.80965,0.84117,0.77813,2
2021,18,003,0.79265,0.81367,0.77162,1
2021,18,005,0.82923,0.86513,0.79332,2
2021,18,007,0.83986,0.86736,0.81235,2
2021,18,009,0.74813,0.78558,0.71067,2
2021,18,011,0.88340,0.91489,0.85191,2
2021,18,013,0.77433,0.81494,0.73372,2
2021,18,015,0.83986,0.86736,0.81235,2
2021,18,017,0.78580,0.82313,0.74847,2
2021,18,019,0.81558,0.85378,0.77738,1
2021,18,021,0.78916,0.82535,0.75297,2
2021,18,023,0.83986,0.86736,0.81235,2
2021,18,025,0.84418,0.87337,0.81499,2
2021,18,027,0.79274,0.82528,0.76020,2
2021,18,029,0.81594,0.85240,0.77948,2
2021,18,031,0.81167,0.85360,0.76974,2
2021,18,033,0.79727,0.82694,0.76759,2
2021,18,035,0.76405,0.80899,0.71912,1
2021,18,037,0.84418,0.87337,0.81499,2
2021,18,039,0.77983,0.81333,0.74634,1
2021,18,041,0.73343,0.77582,0.69105,2
2021,18,043,0.81350,0.84507,0.78194,2
2021,18,045,0.78916,0.82535,0.75297,2
2021,18,047,0.81594,0.85240,0.77948,2
2021,18,049,0.77925,0.81757,0.74093,2
2021,18,051,0.84998,0.88335,0.81662,2
2021,18,053,0.71291,0.75343,0.67240,2
2021,18,055,0.79274,0.82528,0.76020,2
2021,18,057,0.86974,0.88927,0.85021,1
2021,18,059,0.85317,0.89014,0.81619,2
2021,18,061,0.81350,0.84507,0.78194,2
2021,18,063,0.88057,0.91053,0.85061,1
2021,18,065,0.74813,0.78558,0.71067,2
2021,18,067,0.78580,0.82313,0.74847,2
2021,18,069,0.80965,0.84117,0.77813,2
2021,18,071,0.82923,0.86513,0.79332,2
2021,18,073,0.77925,0.81757,0.74093,2
2021,18,075,0.74813,0.78558,0.71067,2
2021,18,077,0.81167,0.85360,0.76974,2
2021,18,079,0.81167,0.85360,0.76974,2
2021,18,081,0.82987,0.86760,0.79214,1
2021,18,083,0.84418,0.87337,0.81499,2
2021,18,085,0.83266,0.86509,0.80023,2
2021,18,087,0.79727,0.82694,0.76759,2
2021,18,089,0.73086,0.75341,0.70831,1
2021,18,091,0.76303,0.80596,0.72011,1
2021,18,093,0.79274,0.82528,0.76020,2
2021,18,095,0.78709,0.82228,0.75191,1
2021,18,097,0.78664,0.80168,0.77159,1
2021,18,099,0.83266,0.86509,0.80023,2
2021,18,101,0.79274,0.82528,0.76020,2
2021,18,103,0.71291,0.75343,0.67240,2
2021,18,105,0.79526,0.83246,0.75806,1
2021,18,107,0.83986,0.86736,0.81235,2
2021,18,109,0.77433,0.81494,0.73372,2
2021,18,111,0.77925,0.81757,0.74093,2
2021,18,113,0.79727,0.82694,0.76759,2
2021,18,115,0.81594,0.85240,0.77948,2
2021,18,117,0.79274,0.82528,0.76020,2
2021,18,119,0.79274,0.82528,0.76020,2
2021,18,121,0.78916,0.82535,0.75297,2
2021,18,123,0.84418,0.87337,0.81499,2
2021,18,125,0.84418,0.87337,0.81499,2
2021,18,127,0.78304,0.81714,0.74893,1
2021,18,129,0.84998,0.88335,0.81662,2
2021,18,131,0.77925,0.81757,0.74093,2
2021,18,133,0.77433,0.81494,0.73372,2
2021,18,135,0.74813,0.78558,0.71067,2
2021,18,137,0.81594,0.85240,0.77948,2
2021,18,139,0.73343,0.77582,0.69105,2
2021,18,141,0.80684,0.83192,0.78176,1
2021,18,143,0.81167,0.85360,0.76974,2
2021,18,145,0.85317,0.89014,0.81619,2
2021,18,147,0.84418,0.87337,0.81499,2
2021,18,149,0.77925,0.81757,0.74093,2
2021,18,151,0.79727,0.82694,0.76759,2
2021,18,153,0.78916,0.82535,0.75297,2
2021,18,155,0.81594,0.85240,0.77948,2
2021,18,157,0.81792,0.84969,0.78616,1
2021,18,159,0.78580,0.82313,0.74847,2
2021,18,161,0.73343,0.77582,0.69105,2
2021,18,163,0.87233,0.90040,0.84426,1
2021,18,165,0.78916,0.82535,0.75297,2
2021,18,167,0.74109,0.78828,0.69390,1
2021,18,169,0.71291,0.75343,0.67240,2
2021,18,171,0.78916,0.82535,0.75297,2
2021,18,173,0.84998,0.88335,0.81662,2
2021,18,175,0.81350,0.84507,0.78194,2
2021,18,177,0.73343,0.77582,0.69105,2
2021,18,179,0.80965,0.84117,0.77813,2
2021,18,181,0.83986,0.86736,0.81235,2
2021,18,183,0.80965,0.84117,0.77813,2
2021,19,001,0.80124,0.83668,0.76580,2
2021,19,003,0.80124,0.83668,0.76580,2
2021,19,005,0.85674,0.88751,0.82597,2
2021,19,007,0.80124,0.83668,0.76580,2
2021,19,009,0.80124,0.83668,0.76580,2
2021,19,011,0.81525,0.84934,0.78116,2
2021,19,013,0.83402,0.87317,0.79487,1
2021,19,015,0.85481,0.89341,0.81622,2
2021,19,017,0.85674,0.88751,0.82597,2
2021,19,019,0.86780,0.89593,0.83967,2
2021,19,021,0.83676,0.86611,0.80740,2
2021,19,023,0.82798,0.85813,0.79784,2
2021,19,025,0.83676,0.86611,0.80740,2
2021,19,027,0.83676,0.86611,0.80740,2
2021,19,029,0.80274,0.83305,0.77242,2
2021,19,031,0.84631,0.88060,0.81202,2
2021,19,033,0.82502,0.86005,0.78999,2
2021,19,035,0.83676,0.86611,0.80740,2
2021,19,037,0.85674,0.88751,0.82597,2
2021,19,039,0.80124,0.83668,0.76580,2
2021,19,041,0.85579,0.88769,0.82390,2
2021,19,043,0.85674,0.88751,0.82597,2
2021,19,045,0.84631,0.88060,0.81202,2
2021,19,047,0.83676,0.86611,0.80740,2
2021,19,049,0.88728,0.90647,0.86809,2
2021,19,051,0.79733,0.83560,0.75907,2
2021,19,053,0.80124,0.83668,0.76580,2
2021,19,055,0.86780,0.89593,0.83967,2
2021,19,057,0.85273,0.89091,0.81455,2
2021,19,059,0.85579,0.88769,0.82390,2
2021,19,061,0.86780,0.89593,0.83967,2
2021,19,063,0.85579,0.88769,0.82390,2
2021,19,065,0.85674,0.88751,0.82597,2
2021,19,067,0.82502,0.86005,0.78999,2
2021,19,069,0.82798,0.85813,0.79784,2
2021,19,071,0.80274,0.83305,0.77242,2
2021,19,073,0.83676,0.86611,0.80740,2
2021,19,075,0.82798,0.85813,0.79784,2
2021,19,077,0.80124,0.83668,0.76580,2
2021,19,079,0.82798,0.85813,0.79784,2
2021,19,081,0.82502,0.86005,0.78999,2
2021,19,083,0.82798,0.85813,0.79784,2
2021,19,085,0.80274,0.83305,0.77242,2
2021,19,087,0.85273,0.89091,0.81455,2
2021,19,089,0.85674,0.88751,0.82597,2
2021,19,091,0.82798,0.85813,0.79784,2
2021,19,093,0.83676,0.86611,0.80740,2
2021,19,095,0.81525,0.84934,0.78116,2
2021,19,097,0.86780,0.89593,0.83967,2
2021,19,099,0.89536,0.92049,0.87023,2
2021,19,101,0.79733,0.83560,0.75907,2
2021,19,103,0.91447,0.94483,0.88412,1
2021,19,105,0.84631,0.88060,0.81202,2
2021,19,107,0.79733,0.83560,0.75907,2
2021,19,109,0.82502,0.86005,0.78999,2
2021,19,111,0.85273,0.89091,0.81455,2
2021,19,113,0.85354,0.88347,0.82360,1
2021,19,115,0.85273,0.89091,0.81455,2
2021,19,117,0.80124,0.83668,0.76580,2
2021,19,119,0.85579,0.88769,0.82390,2
2021,19,121,0.89536,0.92049,0.87023,2
2021,19,123,0.79733,0.83560,0.75907,2
2021,19,125,0.89536,0.92049,0.87023,2
2021,19,127,0.81525,0.84934,0.78116,2
2021,19,129,0.80274,0.83305,0.77242,2
2021,19,131,0.82502,0.86005,0.78999,2
2021,19,133,0.83676,0.86611,0.80740,2
2021,19,135,0.80124,0.83668,0.76580,2
2021,19,137,0.80274,0.83305,0.77242,2
2021,19,139,0.84631,0.88060,0.81202,2
2021,19,141,0.85579,0.88769,0.82390,2
2021,19,143,0.85579,0.88769,0.82390,2
2021,19,145,0.80274,0.83305,0.77242,2
2021,19,147,0.85579,0.88769,0.82390,2
2021,19,149,0.85716,0.89291,0.82141,2
2021,19,151,0.83676,0.86611,0.80740,2
2021,19,153,0.85829,0.87720,0.83938,1
2021,19,155,0.80274,0.83305,0.77242,2
2021,19,157,0.81525,0.84934,0.78116,2
2021,19,159,0.80124,0.83668,0.76580,2
2021,19,161,0.83676,0.86611,0.80740,2
2021,19,163,0.86132,0.89315,0.82949,1
2021,19,165,0.80274,0.83305,0.77242,2
2021,19,167,0.85579,0.88769,0.82390,2
2021,19,169,0.85481,0.89341,0.81622,1
2021,19,171,0.81525,0.84934,0.78116,2
2021,19,173,0.80124,0.83668,0.76580,2
2021,19,175,0.80124,0.83668,0.76580,2
2021,19,177,0.79733,0.83560,0.75907,2
2021,19,179,0.79733,0.83560,0.75907,2
2021,19,181,0.89536,0.92049,0.87023,2
2021,19,183,0.79733,0.83560,0.75907,2
2021,19,185,0.80124,0.83668,0.76580,2
2021,19,187,0.82798,0.85813,0.79784,2
2021,19,189,0.82502,0.86005,0.78999,2
2021,19,191,0.85674,0.88751,0.82597,2
2021,19,193,0.85716,0.89291,0.82141,1
2021,19,195,0.82502,0.86005,0.78999,2
2021,19,197,0.82798,0.85813,0.79784,2
2021,20,001,0.83639,0.87476,0.79801,2
2021,20,003,0.83639,0.87476,0.79801,2
2021,20,005,0.78207,0.82460,0.73954,2
2021,20,007,0.75742,0.79597,0.71887,2
2021,20,009,0.75742,0.79597,0.71887,2
2021,20,011,0.83639,0.87476,0.79801,2
2021,20,013,0.82911,0.86086,0.79736,2
2021,20,015,0.86436,0.88629,0.84244,2
2021,20,017,0.78185,0.81773,0.74598,2
2021,20,019,0.78185,0.81773,0.74598,2
2021,20,021,0.80198,0.84079,0.76317,2
2021,20,023,0.88522,0.91395,0.85650,2
2021,20,025,0.79250,0.83137,0.75362,2
2021,20,027,0.82551,0.85601,0.79502,2
2021,20,029,0.82551,0.85601,0.79502,2
2021,20,031,0.78185,0.81773,0.74598,2
2021,20,033,0.75742,0.79597,0.71887,2
2021,20,035,0.77119,0.79744,0.74495,2
2021,20,037,0.80198,0.84079,0.76317,2
2021,20,039,0.88522,0.91395,0.85650,2
2021,20,041,0.82551,0.85601,0.79502,2
2021,20,043,0.78207,0.82460,0.73954,2
2021,20,045,0.81555,0.86325,0.76785,1
2021,20,047,0.75742,0.79597,0.71887,2
2021,20,049,0.78185,0.81773,0.74598,2
2021,20,051,0.88522,0.91395,0.85650,2
2021,20,053,0.82551,0.85601,0.79502,2
2021,20,055,0.79250,0.83137,0.75362,2
2021,20,057,0.79250,0.83137,0.75362,2
2021,20,059,0.83639,0.87476,0.79801,2
2021,20,061,0.82544,0.86716,0.78372,2
2021,20,063,0.88522,0.91395,0.85650,2
2021,20,065,0.88522,0.91395,0.85650,2
2021,20,067,0.79250,0.83137,0.75362,2
2021,20,069,0.79250,0.83137,0.75362,2
2021,20,071,0.88522,0.91395,0.85650,2
2021,20,073,0.78185,0.81773,0.74598,2
2021,20,075,0.79250,0.83137,0.75362,2
2021,20,077,0.75742,0.79597,0.71887,2
2021,20,079,0.84400,0.87842,0.80958,2
2021,20,081,0.79250,0.83137,0.75362,2
2021,20,083,0.79250,0.83137,0.75362,2
2021,20,085,0.82911,0.86086,0.79736,2
2021,20,087,0.78207,0.82460,0.73954,2
2021,20,089,0.82551,0.85601,0.79502,2
2021,20,091,0.87497,0.88997,0.85997,1
2021,20,093,0.79250,0.83137,0.75362,2
2021,20,095,0.75742,0.79597,0.71887,2
2021,20,097,0.75742,0.79597,0.71887,2
2021,20,099,0.80198,0.84079,0.76317,2
2021,20,101,0.88522,0.91395,0.85650,2
2021,20,103,0.78207,0.82460,0.73954,2
2021,20,105,0.82551,0.85601,0.79502,2
2021,20,107,0.83639,0.87476,0.79801,2
2021,20,109,0.88522,0.91395,0.85650,2
2021,20,111,0.78185,0.81773,0.74598,2
2021,20,113,0.83959,0.87918,0.79999,2
2021,20,115,0.78185,0.81773,0.74598,2
2021,20,117,0.82551,0.85601,0.79502,2
2021,20,119,0.79250,0.83137,0.75362,2
2021,20,121,0.83639,0.87476,0.79801,2
2021,20,123,0.82551,0.85601,0.79502,2
2021,20,125,0.80198,0.84079,0.76317,2
2021,20,127,0.78185,0.81773,0.74598,2
2021,20,129,0.79250,0.83137,0.75362,2
2021,20,131,0.82551,0.85601,0.79502,2
2021,20,133,0.80198,0.84079,0.76317,2
2021,20,135,0.88522,0.91395,0.85650,2
2021,20,137,0.88522,0.91395,0.85650,2
2021,20,139,0.82911,0.86086,0.79736,2
2021,20,141,0.88522,0.91395,0.85650,2
2021,20,143,0.82551,0.85601,0.79502,2
2021,20,145,0.75742,0.79597,0.71887,2
2021,20,147,0.88522,0.91395,0.85650,2
2021,20,149,0.82544,0.86716,0.78372,2
2021,20,151,0.75742,0.79597,0.71887,2
2021,20,153,0.88522,0.91395,0.85650,2
2021,20,155,0.83959,0.87918,0.79999,2
2021,20,157,0.82551,0.85601,0.79502,2
2021,20,159,0.83959,0.87918,0.79999,2
2021,20,161,0.82544,0.86716,0.78372,2
2021,20,163,0.88522,0.91395,0.85650,2
2021,20,165,0.75742,0.79597,0.71887,2
2021,20,167,0.88522,0.91395,0.85650,2
2021,20,169,0.82551,0.85601,0.79502,2
2021,20,171,0.88522,0.91395,0.85650,2
2021,20,173,0.80958,0.82825,0.79091,1
2021,20,175,0.79250,0.83137,0.75362,2
2021,20,177,0.79767,0.82629,0.76905,1
2021,20,179,0.88522,0.91395,0.85650,2
2021,20,181,0.88522,0.91395,0.85650,2
2021,20,183,0.88522,0.91395,0.85650,2
2021,20,185,0.75742,0.79597,0.71887,2
2021,20,187,0.79250,0.83137,0.75362,2
2021,20,189,0.79250,0.83137,0.75362,2
2021,20,191,0.75742,0.79597,0.71887,2
2021,20,193,0.88522,0.91395,0.85650,2
2021,20,195,0.88522,0.91395,0.85650,2
2021,20,197,0.82911,0.86086,0.79736,2
2021,20,199,0.88522,0.91395,0.85650,2
2021,20,201,0.82551,0.85601,0.79502,2
2021,20,203,0.88522,0.91395,0.85650,2
2021,20,205,0.78185,0.81773,0.74598,2
2021,20,207,0.78185,0.81773,0.74598,2
2021,20,209,0.72541,0.76571,0.68510,1
2021,21,001,0.69122,0.74543,0.63701,2
2021,21,003,0.72047,0.75461,0.68634,2
2021,21,005,0.80512,0.84510,0.76513,2
2021,21,007,0.76622,0.80006,0.73239,2
2021,21,009,0.72047,0.75461,0.68634,2
2021,21,011,0.69556,0.73530,0.65582,2
2021,21,013,0.66182,0.71406,0.60957,2
2021,21,015,0.86011,0.89594,0.82428,1
2021,21,017,0.80281,0.83622,0.76941,2
2021,21,019,0.63372,0.67947,0.58797,2
2021,21,021,0.73545,0.77878,0.69211,2
2021,21,023,0.69556,0.73530,0.65582,2
2021,21,025,0.55300,0.61123,0.49476,2
2021,21,027,0.74383,0.78045,0.70722,2
2021,21,029,0.77543,0.81478,0.73608,2
2021,21,031,0.72047,0.75461,0.68634,2
2021,21,033,0.74558,0.78848,0.70268,2
2021,21,035,0.76622,0.80006,0.73239,2
2021,21,037,0.78804,0.81929,0.75679,2
2021,21,039,0.76622,0.80006,0.73239,2
2021,21,041,0.78804,0.81929,0.75679,2
2021,21,043,0.63372,0.67947,0.58797,2
2021,21,045,0.69122,0.74543,0.63701,2
2021,21,047,0.70907,0.75467,0.66346,2
2021,21,049,0.80281,0.83622,0.76941,2
2021,21,051,0.65812,0.70938,0.60687,2
2021,21,053,0.69122,0.74543,0.63701,2
2021,21,055,0.74558,0.78848,0.70268,2
2021,21,057,0.69122,0.74543,0.63701,2
2021,21,059,0.79988,0.84065,0.75912,1
2021,21,061,0.72047,0.75461,0.68634,2
2021,21,063,0.63372,0.67947,0.58797,2
2021,21,065,0.72011,0.76490,0.67533,2
2021,21,067,0.85231,0.87342,0.83120,1
2021,21,069,0.69556,0.73530,0.65582,2
2021,21,071,0.56246,0.60902,0.51589,2
2021,21,073,0.80512,0.84510,0.76513,2
2021,21,075,0.76622,0.80006,0.73239,2
2021,21,077,0.78804,0.81929,0.75679,2
2021,21,079,0.73545,0.77878,0.69211,2
2021,21,081,0.78804,0.81929,0.75679,2
2021,21,083,0.76622,0.80006,0.73239,2
2021,21,085,0.74383,0.78045,0.70722,2
2021,21,087,0.69122,0.74543,0.63701,2
2021,21,089,0.63372,0.67947,0.58797,2
2021,21,091,0.79988,0.84065,0.75912,2
2021,21,093,0.75026,0.77784,0.72267,2
2021,21,095,0.66182,0.71406,0.60957,2
2021,21,097,0.80281,0.83622,0.76941,2
2021,21,099,0.72047,0.75461,0.68634,2
2021,21,101,0.74569,0.79036,0.70101,2
2021,21,103,0.80206,0.83654,0.76758,2
2021,21,105,0.76622,0.80006,0.73239,2
2021,21,107,0.74558,0.78848,0.70268,2
2021,21,109,0.65812,0.70938,0.60687,2
2021,21,111,0.81094,0.82477,0.79711,1
2021,21,113,0.73545,0.77878,0.69211,2
2021,21,115,0.56246,0.60902,0.51589,2
2021,21,117,0.82657,0.85804,0.79510,1
2021,21,119,0.55300,0.61123,0.49476,2
2021,21,121,0.66182,0.71406,0.60957,2
2021,21,123,0.78203,0.82249,0.74157,2
2021,21,125,0.65812,0.70938,0.60687,2
2021,21,127,0.63372,0.67947,0.58797,2
2021,21,129,0.55300,0.61123,0.49476,2
2021,21,131,0.55300,0.61123,0.49476,2
2021,21,133,0.55300,0.61123,0.49476,2
2021,21,135,0.69556,0.73530,0.65582,2
2021,21,137,0.73545,0.77878,0.69211,2
2021,21,139,0.74558,0.78848,0.70268,2
2021,21,141,0.72047,0.75461,0.68634,2
2021,21,143,0.70907,0.75467,0.66346,2
2021,21,145,0.76622,0.80006,0.73239,2
2021,21,147,0.61473,0.67963,0.54983,2
2021,21,149,0.74569,0.79036,0.70101,2
2021,21,151,0.72011,0.76490,0.67533,1
2021,21,153,0.56246,0.60902,0.51589,2
2021,21,155,0.78203,0.82249,0.74157,2
2021,21,157,0.76622,0.80006,0.73239,2
2021,21,159,0.56246,0.60902,0.51589,2
2021,21,161,0.69556,0.73530,0.65582,2
2021,21,163,0.74383,0.78045,0.70722,2
2021,21,165,0.69556,0.73530,0.65582,2
2021,21,167,0.80512,0.84510,0.76513,2
2021,21,169,0.72047,0.75461,0.68634,2
2021,21,171,0.72047,0.75461,0.68634,2
2021,21,173,0.69556,0.73530,0.65582,2
2021,21,175,0.69556,0.73530,0.65582,2
2021,21,177,0.74558,0.78848,0.70268,2
2021,21,179,0.78203,0.82249,0.74157,2
2021,21,181,0.80281,0.83622,0.76941,2
2021,21,183,0.74569,0.79036,0.70101,2
2021,21,185,0.80206,0.83654,0.76758,2
2021,21,187,0.78804,0.81929,0.75679,2
2021,21,189,0.55300,0.61123,0.49476,2
2021,21,191,0.78804,0.81929,0.75679,2
2021,21,193,0.55300,0.61123,0.49476,2
2021,21,195,0.56246,0.60902,0.51589,2
2021,21,197,0.72011,0.76490,0.67533,2
2021,21,199,0.61473,0.67963,0.54983,2
2021,21,201,0.69556,0.73530,0.65582,2
2021,21,203,0.65812,0.70938,0.60687,2
2021,21,205,0.69556,0.73530,0.65582,2
2021,21,207,0.69122,0.74543,0.63701,2
2021,21,209,0.80281,0.83622,0.76941,2
2021,21,211,0.79187,0.81775,0.76598,2
2021,21,213,0.72047,0.75461,0.68634,2
2021,21,215,0.77543,0.81478,0.73608,2
2021,21,217,0.69122,0.74543,0.63701,2
2021,21,219,0.70907,0.75467,0.66346,2
2021,21,221,0.70907,0.75467,0.66346,2
2021,21,223,0.80206,0.83654,0.76758,2
2021,21,225,0.74569,0.79036,0.70101,2
2021,21,227,0.80708,0.84750,0.76665,1
2021,21,229,0.78203,0.82249,0.74157,2
2021,21,231,0.61473,0.67963,0.54983,2
2021,21,233,0.74569,0.79036,0.70101,2
2021,21,235,0.66182,0.71406,0.60957,2
2021,21,237,0.55300,0.61123,0.49476,2
2021,21,239,0.80512,0.84510,0.76513,2
2021,22,001,0.75827,0.80548,0.71107,2
2021,22,003,0.72476,0.76364,0.68588,2
2021,22,005,0.82162,0.86728,0.77596,1
2021,22,007,0.71166,0.75981,0.66351,2
2021,22,009,0.66199,0.70823,0.61574,2
2021,22,011,0.72476,0.76364,0.68588,2
2021,22,013,0.68951,0.72151,0.65751,2
2021,22,015,0.75625,0.79226,0.72024,2
2021,22,017,0.69058,0.72598,0.65518,1
2021,22,019,0.73712,0.76709,0.70716,2
2021,22,021,0.60901,0.65115,0.56686,2
2021,22,023,0.74604,0.79358,0.69850,2
2021,22,025,0.66199,0.70823,0.61574,2
2021,22,027,0.68951,0.72151,0.65751,2
2021,22,029,0.66199,0.70823,0.61574,2
2021,22,031,0.68951,0.72151,0.65751,2
2021,22,033,0.74007,0.76684,0.71330,1
2021,22,035,0.60901,0.65115,0.56686,2
2021,22,037,0.72526,0.77328,0.67724,2
2021,22,039,0.68300,0.73282,0.63317,2
2021,22,041,0.60901,0.65115,0.56686,2
2021,22,043,0.66199,0.70823,0.61574,2
2021,22,045,0.67267,0.71405,0.63130,2
2021,22,047,0.72526,0.77328,0.67724,2
2021,22,049,0.60901,0.65115,0.56686,2
2021,22,051,0.77158,0.79172,0.75144,1
2021,22,053,0.74604,0.79358,0.69850,2
2021,22,055,0.80682,0.83775,0.77589,1
2021,22,057,0.71166,0.75981,0.66351,1
2021,22,059,0.66199,0.70823,0.61574,2
2021,22,061,0.68951,0.72151,0.65751,2
2021,22,063,0.73028,0.77992,0.68063,1
2021,22,065,0.60901,0.65115,0.56686,2
2021,22,067,0.60901,0.65115,0.56686,2
2021,22,069,0.68951,0.72151,0.65751,2
2021,22,071,0.73498,0.75518,0.71478,1
2021,22,073,0.73393,0.77513,0.69273,1
2021,22,075,0.78218,0.82325,0.74110,2
2021,22,077,0.72526,0.77328,0.67724,2
2021,22,079,0.71210,0.74395,0.68024,2
2021,22,081,0.68951,0.72151,0.65751,2
2021,22,083,0.60901,0.65115,0.56686,2
2021,22,085,0.68951,0.72151,0.65751,2
2021,22,087,0.78218,0.82325,0.74110,2
2021,22,089,0.75957,0.80434,0.71479,2
2021,22,091,0.73028,0.77992,0.68063,2
2021,22,093,0.75957,0.80434,0.71479,2
2021,22,095,0.75957,0.80434,0.71479,2
