year,state,county,subgroup_type,subgroup,ratio_living_wage,ratio_living_wage_quality
2020,01,001,all,All,.7339936,1
2020,01,001,industry,Goods Producing,NA,NA
2020,01,001,industry,Public Administration,.7830739,1
2020,01,001,industry,"Trade, Transit, Utilities",.7074637,1
2020,01,001,industry,Information Services,NA,NA
2020,01,001,industry,Professional Services,.877255,1
2020,01,001,industry,Education and Health,.649098,1
2020,01,001,industry,Leisure and Other,.4036965,1
2020,01,003,all,All,.6938633,3
2020,01,003,industry,Goods Producing,NA,NA
2020,01,003,industry,Public Administration,.7409345,1
2020,01,003,industry,"Trade, Transit, Utilities",.6459205,3
2020,01,003,industry,Information Services,NA,NA
2020,01,003,industry,Professional Services,.761855,1
2020,01,003,industry,Education and Health,.8106695,1
2020,01,003,industry,Leisure and Other,.5230126,1
2020,01,005,all,All,.7173035,1
2020,01,005,industry,Goods Producing,.8807862,1
2020,01,005,industry,Public Administration,.7508267,1
2020,01,005,industry,"Trade, Transit, Utilities",.6824027,1
2020,01,005,industry,Information Services,.8293535,3
2020,01,005,industry,Professional Services,.6796474,1
2020,01,005,industry,Education and Health,.6722998,1
2020,01,005,industry,Leisure and Other,.4119214,1
2020,01,007,all,All,.773268,1
2020,01,007,industry,Goods Producing,NA,NA
2020,01,007,industry,Public Administration,.63331,1
2020,01,007,industry,"Trade, Transit, Utilities",.6254374,1
2020,01,007,industry,Information Services,NA,NA
2020,01,007,industry,Professional Services,.6621764,1
2020,01,007,industry,Education and Health,.723408,1
2020,01,007,industry,Leisure and Other,NA,NA
2020,01,009,all,All,.6394332,1
2020,01,009,industry,Goods Producing,.7251575,1
2020,01,009,industry,Public Administration,.7254491,1
2020,01,009,industry,"Trade, Transit, Utilities",.6324353,1
2020,01,009,industry,Information Services,NA,NA
2020,01,009,industry,Professional Services,.8310007,1
2020,01,009,industry,Education and Health,.6438069,1
2020,01,009,industry,Leisure and Other,.3743877,1
2020,01,011,all,All,.7499074,1
2020,01,011,industry,Goods Producing,.7879125,3
2020,01,011,industry,Public Administration,.6803856,1
2020,01,011,industry,"Trade, Transit, Utilities",.6701891,1
2020,01,011,industry,Information Services,NA,NA
2020,01,011,industry,Professional Services,.6442344,3
2020,01,011,industry,Education and Health,.7693734,1
2020,01,011,industry,Leisure and Other,NA,NA
2020,01,013,all,All,.6813126,1
2020,01,013,industry,Goods Producing,.8880238,1
2020,01,013,industry,Public Administration,.7959462,1
2020,01,013,industry,"Trade, Transit, Utilities",.6701891,1
2020,01,013,industry,Information Services,.5978866,3
2020,01,013,industry,Professional Services,.5807379,1
2020,01,013,industry,Education and Health,.7499074,1
2020,01,013,industry,Leisure and Other,.4157397,1
2020,01,015,all,All,.7667643,3
2020,01,015,industry,Goods Producing,NA,NA
2020,01,015,industry,Public Administration,.8359289,1
2020,01,015,industry,"Trade, Transit, Utilities",.667827,1
2020,01,015,industry,Information Services,.9133381,3
2020,01,015,industry,Professional Services,.6284353,1
2020,01,015,industry,Education and Health,.7475265,1
2020,01,015,industry,Leisure and Other,.4374312,1
2020,01,017,all,All,.7219788,1
2020,01,017,industry,Goods Producing,NA,NA
2020,01,017,industry,Public Administration,.787392,1
2020,01,017,industry,"Trade, Transit, Utilities",.6078861,1
2020,01,017,industry,Information Services,.8862724,3
2020,01,017,industry,Professional Services,.6786236,1
2020,01,017,industry,Education and Health,.6580869,1
2020,01,017,industry,Leisure and Other,.4385725,1
2020,01,019,all,All,.650723,1
2020,01,019,industry,Goods Producing,.7285874,1
2020,01,019,industry,Public Administration,.7687554,1
2020,01,019,industry,"Trade, Transit, Utilities",.6581387,1
2020,01,019,industry,Information Services,.7953282,3
2020,01,019,industry,Professional Services,.6456248,1
2020,01,019,industry,Education and Health,.7638117,1
2020,01,019,industry,Leisure and Other,.3874676,1
2020,01,021,all,All,.7332221,1
2020,01,021,industry,Goods Producing,.9149055,1
2020,01,021,industry,Public Administration,.7894575,1
2020,01,021,industry,"Trade, Transit, Utilities",.7146831,1
2020,01,021,industry,Information Services,.8018169,3
2020,01,021,industry,Professional Services,.7309048,1
2020,01,021,industry,Education and Health,.7888395,1
2020,01,021,industry,Leisure and Other,.3967371,1
2020,01,023,all,All,NA,NA
2020,01,023,industry,Goods Producing,NA,NA
2020,01,023,industry,Public Administration,.6458333,1
2020,01,023,industry,"Trade, Transit, Utilities",.8115809,1
2020,01,023,industry,Information Services,.8602941,3
2020,01,023,industry,Professional Services,.6769301,1
2020,01,023,industry,Education and Health,.6378676,1
2020,01,023,industry,Leisure and Other,.3998162,1
2020,01,025,all,All,.7693734,1
2020,01,025,industry,Goods Producing,NA,NA
2020,01,025,industry,Public Administration,.7791064,1
2020,01,025,industry,"Trade, Transit, Utilities",.6266222,1
2020,01,025,industry,Information Services,.5858362,3
2020,01,025,industry,Professional Services,.767983,1
2020,01,025,industry,Education and Health,.6637005,1
2020,01,025,industry,Leisure and Other,.4180571,1
2020,01,027,all,All,.6766778,1
2020,01,027,industry,Goods Producing,.7137561,1
2020,01,027,industry,Public Administration,.6502596,1
2020,01,027,industry,"Trade, Transit, Utilities",.5691509,1
2020,01,027,industry,Information Services,.5116796,3
2020,01,027,industry,Professional Services,.7114387,1
2020,01,027,industry,Education and Health,.6794587,1
2020,01,027,industry,Leisure and Other,.4162032,3
2020,01,029,all,All,.8370412,1
2020,01,029,industry,Goods Producing,NA,NA
2020,01,029,industry,Public Administration,.6395996,1
2020,01,029,industry,"Trade, Transit, Utilities",.6961439,1
2020,01,029,industry,Information Services,NA,NA
2020,01,029,industry,Professional Services,.6395996,1
2020,01,029,industry,Education and Health,.6479422,3
2020,01,029,industry,Leisure and Other,.5747127,3
2020,01,031,all,All,.6698389,3
2020,01,031,industry,Goods Producing,.693631,1
2020,01,031,industry,Public Administration,.7553989,1
2020,01,031,industry,"Trade, Transit, Utilities",.6387262,1
2020,01,031,industry,Information Services,.6240849,3
2020,01,031,industry,Professional Services,.739385,1
2020,01,031,industry,Education and Health,.7256588,1
2020,01,031,industry,Leisure and Other,.437866,1
2020,01,033,all,All,.8467742,3
2020,01,033,industry,Goods Producing,NA,NA
2020,01,033,industry,Public Administration,.7894977,1
2020,01,033,industry,"Trade, Transit, Utilities",.6918988,1
2020,01,033,industry,Information Services,NA,NA
2020,01,033,industry,Professional Services,.8018695,1
2020,01,033,industry,Education and Health,.8531891,1
2020,01,033,industry,Leisure and Other,.4884531,1
2020,01,035,all,All,.7026326,1
2020,01,035,industry,Goods Producing,.7981091,1
2020,01,035,industry,Public Administration,.7551601,1
2020,01,035,industry,"Trade, Transit, Utilities",.7313682,1
2020,01,035,industry,Information Services,.6720431,3
2020,01,035,industry,Professional Services,.7068039,1
2020,01,035,industry,Education and Health,.7174639,3
2020,01,035,industry,Leisure and Other,.410178,1
2020,01,037,all,All,.7008061,1
2020,01,037,industry,Goods Producing,.7795895,3
2020,01,037,industry,Public Administration,.6382068,3
2020,01,037,industry,"Trade, Transit, Utilities",.6669109,1
2020,01,037,industry,Information Services,NA,NA
2020,01,037,industry,Professional Services,.5798827,3
2020,01,037,industry,Education and Health,.540491,3
2020,01,037,industry,Leisure and Other,NA,NA
2020,01,039,all,All,.7054135,1
2020,01,039,industry,Goods Producing,.7239526,1
2020,01,039,industry,Public Administration,.7624213,1
2020,01,039,industry,"Trade, Transit, Utilities",.7832778,1
2020,01,039,industry,Information Services,.7146831,3
2020,01,039,industry,Professional Services,.831016,1
2020,01,039,industry,Education and Health,.69429,1
2020,01,039,industry,Leisure and Other,.431498,1
2020,01,041,all,All,.7109752,1
2020,01,041,industry,Goods Producing,.777716,1
2020,01,041,industry,Public Administration,.7230256,1
2020,01,041,industry,"Trade, Transit, Utilities",.7981091,1
2020,01,041,industry,Information Services,NA,NA
2020,01,041,industry,Professional Services,NA,NA
2020,01,041,industry,Education and Health,.6136448,1
2020,01,041,industry,Leisure and Other,.5608084,1
2020,01,043,all,All,.7527574,3
2020,01,043,industry,Goods Producing,.8979779,1
2020,01,043,industry,Public Administration,.7536765,1
2020,01,043,industry,"Trade, Transit, Utilities",.7169118,1
2020,01,043,industry,Information Services,NA,NA
2020,01,043,industry,Professional Services,.7398897,1
2020,01,043,industry,Education and Health,.8419118,1
2020,01,043,industry,Leisure and Other,.4632353,1
2020,01,045,all,All,NA,NA
2020,01,045,industry,Goods Producing,NA,NA
2020,01,045,industry,Public Administration,.7667717,1
2020,01,045,industry,"Trade, Transit, Utilities",.8497036,1
2020,01,045,industry,Information Services,NA,NA
2020,01,045,industry,Professional Services,.8728688,1
2020,01,045,industry,Education and Health,NA,NA
2020,01,045,industry,Leisure and Other,.3623054,1
2020,01,047,all,All,.7591769,1
2020,01,047,industry,Goods Producing,NA,NA
2020,01,047,industry,Public Administration,.7591769,1
2020,01,047,industry,"Trade, Transit, Utilities",.5728588,1
2020,01,047,industry,Information Services,NA,NA
2020,01,047,industry,Professional Services,.7081943,1
2020,01,047,industry,Education and Health,.7795699,1
2020,01,047,industry,Leisure and Other,.4551354,1
2020,01,049,all,All,.7244371,3
2020,01,049,industry,Goods Producing,.8711702,1
2020,01,049,industry,Public Administration,.7045958,1
2020,01,049,industry,"Trade, Transit, Utilities",.6589147,1
2020,01,049,industry,Information Services,NA,NA
2020,01,049,industry,Professional Services,.7036729,1
2020,01,049,industry,Education and Health,.7345884,1
2020,01,049,industry,Leisure and Other,.4771133,1
2020,01,051,all,All,.6446763,3
2020,01,051,industry,Goods Producing,NA,NA
2020,01,051,industry,Public Administration,.7423947,1
2020,01,051,industry,"Trade, Transit, Utilities",.5562434,1
2020,01,051,industry,Information Services,.7366466,3
2020,01,051,industry,Professional Services,.8303855,1
2020,01,051,industry,Education and Health,.6269897,1
2020,01,051,industry,Leisure and Other,.4266891,1
2020,01,053,all,All,.7693734,1
2020,01,053,industry,Goods Producing,NA,NA
2020,01,053,industry,Public Administration,.861142,1
2020,01,053,industry,"Trade, Transit, Utilities",.6627735,1
2020,01,053,industry,Information Services,.8490916,3
2020,01,053,industry,Professional Services,.7392474,1
2020,01,053,industry,Education and Health,.8101595,1
2020,01,053,industry,Leisure and Other,.3805154,1
2020,01,055,all,All,.7270221,3
2020,01,055,industry,Goods Producing,NA,NA
2020,01,055,industry,Public Administration,.7513787,1
2020,01,055,industry,"Trade, Transit, Utilities",.6461397,1
2020,01,055,industry,Information Services,.8713235,3
2020,01,055,industry,Professional Services,.5827206,1
2020,01,055,industry,Education and Health,.8474265,1
2020,01,055,industry,Leisure and Other,.4857537,1
2020,01,057,all,All,.6386726,1
2020,01,057,industry,Goods Producing,.7480534,1
2020,01,057,industry,Public Administration,.7038686,1
2020,01,057,industry,"Trade, Transit, Utilities",.5608084,1
2020,01,057,industry,Information Services,NA,NA
2020,01,057,industry,Professional Services,.7665926,1
2020,01,057,industry,Education and Health,.6154987,1
2020,01,057,industry,Leisure and Other,.3489989,1
2020,01,059,all,All,.6961439,1
2020,01,059,industry,Goods Producing,.7675195,1
2020,01,059,industry,Public Administration,.7420282,1
2020,01,059,industry,"Trade, Transit, Utilities",.5367075,1
2020,01,059,industry,Information Services,NA,NA
2020,01,059,industry,Professional Services,.7387839,1
2020,01,059,industry,Education and Health,.6803856,1
2020,01,059,industry,Leisure and Other,.4384502,1
2020,01,061,all,All,.6165386,1
2020,01,061,industry,Goods Producing,.654958,1
2020,01,061,industry,Public Administration,.7110624,1
2020,01,061,industry,"Trade, Transit, Utilities",.6302598,1
2020,01,061,industry,Information Services,NA,NA
2020,01,061,industry,Professional Services,.6956641,1
2020,01,061,industry,Education and Health,.694292,1
2020,01,061,industry,Leisure and Other,NA,NA
2020,01,063,all,All,.6470153,1
2020,01,063,industry,Goods Producing,.7628847,3
2020,01,063,industry,Public Administration,.673588,1
2020,01,063,industry,"Trade, Transit, Utilities",.4699667,1
2020,01,063,industry,Information Services,NA,NA
2020,01,063,industry,Professional Services,.7930108,3
2020,01,063,industry,Education and Health,.5431962,1
2020,01,063,industry,Leisure and Other,NA,NA
2020,01,065,all,All,.6969377,1
2020,01,065,industry,Goods Producing,NA,NA
2020,01,065,industry,Public Administration,.7277367,1
2020,01,065,industry,"Trade, Transit, Utilities",.5271031,1
2020,01,065,industry,Information Services,NA,NA
2020,01,065,industry,Professional Services,NA,NA
2020,01,065,industry,Education and Health,.5816614,1
2020,01,065,industry,Leisure and Other,NA,NA
2020,01,067,all,All,.8546534,1
2020,01,067,industry,Goods Producing,NA,NA
2020,01,067,industry,Public Administration,.7378569,1
2020,01,067,industry,"Trade, Transit, Utilities",.7628847,1
2020,01,067,industry,Information Services,NA,NA
2020,01,067,industry,Professional Services,.8222099,1
2020,01,067,industry,Education and Health,.5784205,1
2020,01,067,industry,Leisure and Other,NA,NA
2020,01,069,all,All,.8122942,3
2020,01,069,industry,Goods Producing,.8186975,1
2020,01,069,industry,Public Administration,.8287597,1
2020,01,069,industry,"Trade, Transit, Utilities",.8369924,1
2020,01,069,industry,Information Services,.8342481,1
2020,01,069,industry,Professional Services,.7263081,1
2020,01,069,industry,Education and Health,NA,NA
2020,01,069,industry,Leisure and Other,.4802415,1
2020,01,071,all,All,.7082723,3
2020,01,071,industry,Goods Producing,.8345534,1
2020,01,071,industry,Public Administration,.7553989,1
2020,01,071,industry,"Trade, Transit, Utilities",.5600293,1
2020,01,071,industry,Information Services,NA,NA
2020,01,071,industry,Professional Services,.8066434,1
2020,01,071,industry,Education and Health,.7366398,1
2020,01,071,industry,Leisure and Other,.3998902,1
2020,01,073,all,All,NA,NA
2020,01,073,industry,Goods Producing,NA,NA
2020,01,073,industry,Public Administration,NA,NA
2020,01,073,industry,"Trade, Transit, Utilities",NA,NA
2020,01,073,industry,Information Services,NA,NA
2020,01,073,industry,Professional Services,NA,NA
2020,01,073,industry,Education and Health,NA,NA
2020,01,073,industry,Leisure and Other,.5935095,3
2020,01,075,all,All,.7582499,1
2020,01,075,industry,Goods Producing,NA,NA
2020,01,075,industry,Public Administration,.7044865,1
2020,01,075,industry,"Trade, Transit, Utilities",.6878013,1
2020,01,075,industry,Information Services,.7100483,3
2020,01,075,industry,Professional Services,.831943,1
2020,01,075,industry,Education and Health,.5246571,1
2020,01,075,industry,Leisure and Other,.2762329,1
2020,01,077,all,All,.6918988,3
2020,01,077,industry,Goods Producing,.8394427,1
2020,01,077,industry,Public Administration,.7807918,1
2020,01,077,industry,"Trade, Transit, Utilities",.5846774,1
2020,01,077,industry,Information Services,.6845674,3
2020,01,077,industry,Professional Services,.7789589,1
2020,01,077,industry,Education and Health,.7762097,1
2020,01,077,industry,Leisure and Other,.4096407,1
2020,01,079,all,All,.6908858,1
2020,01,079,industry,Goods Producing,.8125915,1
2020,01,079,industry,Public Administration,.7142203,1
2020,01,079,industry,"Trade, Transit, Utilities",.6643484,1
2020,01,079,industry,Information Services,NA,NA
2020,01,079,industry,Professional Services,NA,NA
2020,01,079,industry,Education and Health,.6002928,1
2020,01,079,industry,Leisure and Other,NA,NA
2020,01,081,all,All,.7517731,3
2020,01,081,industry,Goods Producing,NA,NA
2020,01,081,industry,Public Administration,.8466312,1
2020,01,081,industry,"Trade, Transit, Utilities",.6640071,1
2020,01,081,industry,Information Services,NA,NA
2020,01,081,industry,Professional Services,.5443262,1
2020,01,081,industry,Education and Health,.7322695,1
2020,01,081,industry,Leisure and Other,.4583333,1
2020,01,083,all,All,NA,NA
2020,01,083,industry,Goods Producing,NA,NA
2020,01,083,industry,Public Administration,.8145419,1
2020,01,083,industry,"Trade, Transit, Utilities",.7066761,1
2020,01,083,industry,Information Services,.5708452,3
2020,01,083,industry,Professional Services,NA,NA
2020,01,083,industry,Education and Health,.7404119,1
2020,01,083,industry,Leisure and Other,.4785156,1
2020,01,085,all,All,.8348072,1
2020,01,085,industry,Goods Producing,NA,NA
2020,01,085,industry,Public Administration,.7826318,1
2020,01,085,industry,"Trade, Transit, Utilities",.5040679,1
2020,01,085,industry,Information Services,NA,NA
2020,01,085,industry,Professional Services,.8162363,3
2020,01,085,industry,Education and Health,.5845419,3
2020,01,085,industry,Leisure and Other,NA,NA
2020,01,087,all,All,.841676,1
2020,01,087,industry,Goods Producing,NA,NA
2020,01,087,industry,Public Administration,.7443456,1
2020,01,087,industry,"Trade, Transit, Utilities",.4143493,1
2020,01,087,industry,Information Services,NA,NA
2020,01,087,industry,Professional Services,.7735447,1
