year,state,county,ratio_living_wage,ratio_living_wage_quality
2021,01,001,.705864,1
2021,01,003,.697418,1
2021,01,005,.6707016,1
2021,01,007,.7270933,1
2021,01,009,.6379605,1
2021,01,011,.7302676,1
2021,01,013,.6716713,1
2021,01,015,.7502269,1
2021,01,017,.6940959,1
2021,01,019,.6515561,1
2021,01,021,.7206473,1
2021,01,023,.9209416,1
2021,01,025,.7748708,1
2021,01,027,.6786678,1
2021,01,029,.8640771,1
2021,01,031,.6699733,1
2021,01,033,.8507994,1
2021,01,035,.7066541,1
2021,01,037,.7061468,1
2021,01,039,.6952847,1
2021,01,041,.6952847,1
2021,01,043,.7527093,1
2021,01,045,.9791575,1
2021,01,047,.7215219,1
2021,01,049,.7296448,1
2021,01,051,.6332751,1
2021,01,053,.7669996,1
2021,01,055,.6954756,1
2021,01,057,.6279427,1
2021,01,059,.6944101,1
2021,01,061,.6067254,1
2021,01,063,.6568035,1
2021,01,065,.6849505,1
2021,01,067,.8273451,1
2021,01,069,.8060904,1
2021,01,071,.7165952,1
2021,01,073,1.00357,1
2021,01,075,.7328913,1
2021,01,077,.679602,1
2021,01,079,.6898307,1
2021,01,081,.736891,1
2021,01,083,.8669304,1
2021,01,085,.7901338,1
2021,01,087,.8264705,1
2021,01,089,1.113189,1
2021,01,091,.8002333,1
2021,01,093,.692661,1
2021,01,095,.7144997,1
2021,01,097,.8672987,1
2021,01,099,.8238468,1
2021,01,101,.8510416,1
2021,01,103,.8840885,1
2021,01,105,.6025801,1
2021,01,107,.7276438,1
2021,01,109,.7643759,1
2021,01,111,.6393121,1
2021,01,113,.68503,1
2021,01,115,.7138885,1
2021,01,117,.9623052,1
2021,01,119,.7045529,1
2021,01,121,.8142172,1
2021,01,123,.6760441,1
2021,01,125,.8277524,1
2021,01,127,.708223,1
2021,01,129,1.131767,1
2021,01,131,.8203485,1
2021,01,133,.7241456,1
2021,02,013,.8598508,1
2021,02,016,.8820425,1
2021,02,020,.8939572,1
2021,02,050,.6387641,1
2021,02,060,.8678717,1
2021,02,063,NA,NA
2021,02,066,NA,NA
2021,02,068,.8591411,1
2021,02,070,.7408485,1
2021,02,090,.7974322,1
2021,02,100,.6117978,1
2021,02,105,.6055338,1
2021,02,110,.7951592,1
2021,02,122,.7903796,1
2021,02,130,.7339804,1
2021,02,150,.7196827,1
2021,02,158,.5515379,1
2021,02,164,.6637025,1
2021,02,170,.7093173,1
2021,02,180,.8062802,1
2021,02,185,1.534962,1
2021,02,188,1.021737,1
2021,02,195,.7409131,1
2021,02,198,.6704279,1
2021,02,220,.7260348,1
2021,02,230,.6197587,1
2021,02,240,1.077945,1
2021,02,275,.666169,1
2021,02,282,.7990502,1
2021,02,290,.6911453,1
2021,04,001,.7701616,1
2021,04,003,.7941026,1
2021,04,005,.6680519,1
2021,04,007,.7299325,1
2021,04,009,.7314226,1
2021,04,011,1.1536,1
2021,04,012,.6596555,1
2021,04,013,.9308189,1
2021,04,015,.6758489,1
2021,04,017,.6871365,1
2021,04,019,.8204917,1
2021,04,021,.7079887,1
2021,04,023,.8245934,1
2021,04,025,.6841741,1
2021,04,027,.7161531,1
2021,05,001,.8022182,1
2021,05,003,.7759901,1
2021,05,005,.6868851,1
2021,05,007,1.212377,1
2021,05,009,.7621316,1
2021,05,011,.69878,1
2021,05,013,1.07329,1
2021,05,015,.6359075,1
2021,05,017,.6656512,1
2021,05,019,.6861897,1
2021,05,021,.6385187,1
2021,05,023,.65912,1
2021,05,025,.6682003,1
2021,05,027,.7624238,1
2021,05,029,.7559771,1
2021,05,031,.7909376,1
2021,05,033,.7314624,1
2021,05,035,.7035081,1
2021,05,037,.6398041,1
2021,05,039,.6728866,1
2021,05,041,.7289604,1
2021,05,043,.6973058,1
2021,05,045,.7447225,1
2021,05,047,.6925182,1
2021,05,049,.6448496,1
2021,05,051,.7029706,1
2021,05,053,.8008388,1
2021,05,055,.7284415,1
2021,05,057,.7386258,1
2021,05,059,.7222229,1
2021,05,061,.6864528,1
2021,05,063,.7696592,1
2021,05,065,.6321877,1
2021,05,067,.7126809,1
2021,05,069,.8114497,1
2021,05,071,.6692937,1
2021,05,073,.6385187,1
2021,05,075,.6638423,1
2021,05,077,.6918793,1
2021,05,079,.6815466,1
2021,05,081,.9279322,1
2021,05,083,.6294745,1
2021,05,085,.6409284,1
2021,05,087,.6937931,1
2021,05,089,.6602247,1
2021,05,091,.7525235,1
2021,05,093,1.108563,1
2021,05,095,.6312833,1
2021,05,097,.5643564,1
2021,05,099,.7121165,1
2021,05,101,.5734006,1
2021,05,103,.7162986,1
2021,05,105,.6210346,1
2021,05,107,.678313,1
2021,05,109,.6439452,1
2021,05,111,.8130712,1
2021,05,113,.6511805,1
2021,05,115,.8067896,1
2021,05,117,.6647468,1
2021,05,119,.9540405,1
2021,05,121,.6439452,1
2021,05,123,.7515708,1
2021,05,125,.6885007,1
2021,05,127,.624048,1
2021,05,129,.5516946,1
2021,05,131,.843995,1
2021,05,133,.6656512,1
2021,05,135,.5987243,1
2021,05,137,.6448496,1
2021,05,139,.936072,1
2021,05,141,.6945925,1
2021,05,143,.9121442,1
2021,05,145,.7280333,1
2021,05,147,.7461444,1
2021,05,149,.6575114,1
2021,06,001,1.051015,1
2021,06,003,.6452827,1
2021,06,005,.7369663,1
2021,06,007,.6951944,1
2021,06,009,.6676041,1
2021,06,011,.7134814,1
2021,06,013,.9197117,1
2021,06,015,.6802165,1
2021,06,017,.7816043,1
2021,06,019,.7344431,1
2021,06,021,.7143768,1
2021,06,023,.6910485,1
2021,06,025,.6710912,1
2021,06,027,.7376068,1
2021,06,029,.7594505,1
2021,06,031,.7100194,1
2021,06,033,.6612619,1
2021,06,035,.8072266,1
2021,06,037,.9317166,1
2021,06,039,.7037826,1
2021,06,041,.8619372,1
2021,06,043,.6579589,1
2021,06,045,.6685067,1
2021,06,047,.7139221,1
2021,06,049,.6612151,1
2021,06,051,.6159496,1
2021,06,053,.6960911,1
2021,06,055,.8129354,1
2021,06,057,.7432826,1
2021,06,059,.868086,1
2021,06,061,.9067723,1
2021,06,063,.7251897,1
2021,06,065,.7173285,1
2021,06,067,.9547533,1
2021,06,069,.669145,1
2021,06,071,.7409157,1
2021,06,073,.8702598,1
2021,06,075,1.778881,1
2021,06,077,.7707911,1
2021,06,079,.7146845,1
2021,06,081,1.766265,1
2021,06,083,.7338647,1
2021,06,085,1.886024,1
2021,06,087,.67167,1
2021,06,089,.748314,1
2021,06,091,.5819685,1
2021,06,093,.6951544,1
2021,06,095,.8404483,1
2021,06,097,.8092321,1
2021,06,099,.789136,1
2021,06,101,.709776,1
2021,06,103,.7526872,1
2021,06,105,.6989912,1
2021,06,107,.6741309,1
2021,06,109,.7340991,1
2021,06,111,.7883257,1
2021,06,113,.8960692,1
2021,06,115,.8535187,1
2021,08,001,.8401108,1
2021,08,003,.6672644,1
2021,08,005,1.021498,1
2021,08,007,.5913948,1
2021,08,009,.578402,1
2021,08,011,.6227277,1
2021,08,013,1.10514,1
2021,08,014,1.401321,1
2021,08,015,.6713699,1
2021,08,017,.741128,1
2021,08,019,.6853177,1
2021,08,021,.5630962,1
2021,08,023,.5435173,1
2021,08,025,.7411758,1
2021,08,027,.5567761,1
2021,08,029,.5933166,1
2021,08,031,1.154471,1
2021,08,033,.5526237,1
2021,08,035,1.00786,1
2021,08,037,.7396516,1
2021,08,039,.6798624,1
2021,08,041,.8497947,1
2021,08,043,.7160261,1
2021,08,045,.7767497,1
2021,08,047,.8203355,1
2021,08,049,.6500646,1
2021,08,051,.6650238,1
2021,08,053,.5232923,1
2021,08,055,.5960379,1
2021,08,057,.6061516,1
2021,08,059,.9137569,1
2021,08,061,.6147483,1
2021,08,063,.6409653,1
2021,08,065,.7521232,1
2021,08,067,.7749975,1
2021,08,069,.8414275,1
2021,08,071,.6429327,1
2021,08,073,.6858859,1
2021,08,075,.7075371,1
2021,08,077,.7464207,1
2021,08,079,.5476428,1
2021,08,081,.7783778,1
2021,08,083,.6560785,1
2021,08,085,.6773484,1
2021,08,087,.7746816,1
2021,08,089,.6074297,1
2021,08,091,.6738166,1
2021,08,093,.6191726,1
2021,08,095,.6621671,1
2021,08,097,.8318732,1
2021,08,099,.5985414,1
2021,08,101,.7472253,1
2021,08,103,.8821803,1
2021,08,105,.6758765,1
2021,08,107,.7309614,1
2021,08,109,.5824299,1
2021,08,111,.456265,1
2021,08,113,.6770657,1
2021,08,115,.604986,1
2021,08,117,.6532899,1
2021,08,119,.6644598,1
2021,08,121,.6013212,1
2021,08,123,.8414282,1
2021,08,125,.6746102,1
2021,10,001,.7836044,1
2021,10,003,1.047388,1
2021,10,005,.7369033,1
2021,11,001,1.515116,1
2021,12,001,.8964971,1
2021,12,003,.6451126,1
2021,12,005,.7684519,1
2021,12,007,.7216055,1
2021,12,009,.9196128,1
2021,12,011,.9130049,1
2021,12,013,.5958779,1
2021,12,015,.7611445,1
2021,12,017,.7313399,1
2021,12,019,.7354438,1
2021,12,021,.8822227,1
2021,12,023,.730859,1
2021,12,027,.725289,1
2021,12,029,.6587418,1
2021,12,031,.9839045,1
2021,12,033,.8258848,1
2021,12,035,.6437241,1
2021,12,037,.6218995,1
2021,12,039,.7624063,1
2021,12,041,.6632079,1
2021,12,043,.7798785,1
2021,12,045,.7050205,1
2021,12,047,.8411353,1
2021,12,049,.6764499,1
2021,12,051,.7516421,1
2021,12,053,.6653621,1
2021,12,055,.6654992,1
2021,12,057,.9928512,1
2021,12,059,.6038466,1
2021,12,061,.8164163,1
