state,county,subgroup_type,subgroup,average_to_living_wage_ratio,wage_ratio_quality
18,177,Year,2018,.70121783,1
18,179,Year,2014,.73742622,1
18,179,Year,2018,.68063456,1
18,181,Year,2014,.66181654,1
18,181,Year,2018,.67899513,1
18,183,Year,2014,.7064175,1
18,183,Year,2018,.74915487,1
19,001,Year,2014,.64497203,1
19,001,Year,2018,.66456413,1
19,003,Year,2014,.65196085,1
19,003,Year,2018,,
19,005,Year,2014,.5970484,1
19,005,Year,2018,.64762056,1
19,007,Year,2014,.62799907,1
19,007,Year,2018,.64573795,1
19,009,Year,2014,.64297515,1
19,009,Year,2018,.68244898,1
19,011,Year,2014,.66970772,1
19,011,Year,2018,.71290869,1
19,013,Year,2014,.80022967,1
19,013,Year,2018,.82765156,1
19,015,Year,2014,.70349771,1
19,015,Year,2018,.73014796,1
19,017,Year,2014,.72442853,1
19,017,Year,2018,.74492061,1
19,019,Year,2014,.66001433,1
19,019,Year,2018,.69630241,1
19,021,Year,2014,.67991632,1
19,021,Year,2018,.75304717,1
19,023,Year,2014,.65595448,1
19,023,Year,2018,.66174018,1
19,025,Year,2014,.61102611,1
19,025,Year,2018,.64856189,1
19,027,Year,2014,.671929,1
19,027,Year,2018,.71257085,1
19,029,Year,2014,.64796722,1
19,029,Year,2018,.70598173,1
19,031,Year,2014,.6564703,1
19,031,Year,2018,.68759269,1
19,033,Year,2014,.73539084,1
19,033,Year,2018,.74411005,1
19,035,Year,2014,.66893381,1
19,035,Year,2018,.71257085,1
19,037,Year,2014,.70687336,1
19,037,Year,2018,.76246023,1
19,039,Year,2014,.64161891,1
19,039,Year,2018,.69358486,1
19,041,Year,2014,.72184944,1
19,041,Year,2018,.77093202,1
19,043,Year,2014,.65595448,1
19,043,Year,2018,.72292525,1
19,045,Year,2014,.69485462,1
19,045,Year,2018,.72470975,1
19,047,Year,2014,.70687336,1
19,047,Year,2018,.77563858,1
19,049,Year,2014,.90429491,1
19,049,Year,2018,.93517107,1
19,051,Year,2014,.62956583,1
19,051,Year,2018,.66460079,1
19,053,Year,2014,.54912478,1
19,053,Year,2018,.59396595,1
19,055,Year,2014,.73982084,1
19,055,Year,2018,.77281463,1
19,057,Year,2014,.71796292,1
19,057,Year,2018,.73776793,1
19,059,Year,2014,.65795892,1
19,059,Year,2018,.66391051,1
19,061,Year,2014,.76954436,1
19,061,Year,2018,.79945582,1
19,063,Year,2014,.66394174,1
19,063,Year,2018,.69750994,1
19,065,Year,2014,.61801499,1
19,065,Year,2018,.65985757,1
19,067,Year,2014,.70487654,1
19,067,Year,2018,.76246023,1
19,069,Year,2014,.74281603,1
19,069,Year,2018,.76246023,1
19,071,Year,2014,.72584307,1
19,071,Year,2018,.64197272,1
19,073,Year,2014,.71486062,1
19,073,Year,2018,.73516232,1
19,075,Year,2014,.73026949,1
19,075,Year,2018,.78789532,1
19,077,Year,2014,.64242619,1
19,077,Year,2018,.69538361,1
19,079,Year,2014,.67121184,1
19,079,Year,2018,.73549539,1
19,081,Year,2014,.78474921,1
19,081,Year,2018,.80011261,1
19,083,Year,2014,.69389403,1
19,083,Year,2018,.72292525,1
19,085,Year,2014,.59586638,1
19,085,Year,2018,.65114373,1
19,087,Year,2014,.73112655,1
19,087,Year,2018,.75683743,1
19,089,Year,2014,.64397359,1
19,089,Year,2018,.68244898,1
19,091,Year,2014,.68590677,1
19,091,Year,2018,.75398844,1
19,093,Year,2014,.76078743,1
19,093,Year,2018,.81234962,1
19,095,Year,2014,.70887017,1
19,095,Year,2018,.70127517,1
19,097,Year,2014,.58906114,1
19,097,Year,2018,.6278531,1
19,099,Year,2014,.67122263,1
19,099,Year,2018,.69797975,1
19,101,Year,2014,.6852023,1
19,101,Year,2018,.71246237,1
19,103,Year,2014,.83887827,1
19,103,Year,2018,.87897789,1
19,105,Year,2014,.66868657,1
19,105,Year,2018,.70289791,1
19,107,Year,2014,.64896566,1
19,107,Year,2018,.67209458,1
19,109,Year,2014,.74481285,1
19,109,Year,2018,.78975821,1
19,111,Year,2014,.79876822,1
19,111,Year,2018,.78591049,1
19,113,Year,2014,.91146094,1
19,113,Year,2018,.96470666,1
19,115,Year,2014,.65638924,1
19,115,Year,2018,.71577805,1
19,117,Year,2014,.693205,1
19,117,Year,2018,.73537004,1
19,119,Year,2014,.63398951,1
19,119,Year,2018,.69750994,1
19,121,Year,2014,.60945708,1
19,121,Year,2018,.64564991,1
19,123,Year,2014,.67789316,1
19,123,Year,2018,.74828815,1
19,125,Year,2014,.79518348,1
19,125,Year,2018,.87650859,1
19,127,Year,2014,.75139111,1
19,127,Year,2018,.79928887,1
19,129,Year,2014,.70471758,1
19,129,Year,2018,.74226844,1
19,131,Year,2014,.73782402,1
19,131,Year,2018,.75963634,1
19,133,Year,2014,.60004359,1
19,133,Year,2018,.63726616,1
19,135,Year,2014,.82190561,1
19,135,Year,2018,.88239539,1
19,137,Year,2014,.67692107,1
19,137,Year,2018,.72480792,1
19,139,Year,2014,.84550422,1
19,139,Year,2018,.85743022,1
19,141,Year,2014,.64796722,1
19,141,Year,2018,.67680115,1
19,143,Year,2014,.68590677,1
19,143,Year,2018,.71445352,1
19,145,Year,2014,.68590677,1
19,145,Year,2018,.71351218,1
19,147,Year,2014,.62899745,1
19,147,Year,2018,.66550541,1
19,149,Year,2014,.77676195,1
19,149,Year,2018,.85282588,1
19,151,Year,2014,.72284788,1
19,151,Year,2018,.8415302,1
19,153,Year,2014,.92972821,1
19,153,Year,2018,.97691184,1
19,155,Year,2014,.67844313,1
19,155,Year,2018,.72015077,1
19,157,Year,2014,.75654644,1
19,157,Year,2018,.75977695,1
19,159,Year,2014,.6319927,1
19,159,Year,2018,.65420973,1
19,161,Year,2014,.64497203,1
19,161,Year,2018,.68715554,1
19,163,Year,2014,.75982952,1
19,163,Year,2018,.79597139,1
19,165,Year,2014,.67492431,1
19,165,Year,2018,.71879405,1
19,167,Year,2014,.70236021,1
19,167,Year,2018,.76283735,1
19,169,Year,2014,.80868667,1
19,169,Year,2018,.85552561,1
19,171,Year,2014,.63009447,1
19,171,Year,2018,.68933249,1
19,173,Year,2014,.60603404,1
19,173,Year,2018,.67115331,1
19,175,Year,2014,.66993219,1
19,175,Year,2018,.68997943,1
19,177,Year,2014,.61601812,1
19,177,Year,2018,.6532684,1
19,179,Year,2014,.71396142,1
19,179,Year,2018,.72127616,1
19,181,Year,2014,.63865829,1
19,181,Year,2018,.67584538,1
19,183,Year,2014,.60964066,1
19,183,Year,2018,.6460433,1
19,185,Year,2014,.65695292,1
19,185,Year,2018,.69750994,1
19,187,Year,2014,.7737667,1
19,187,Year,2018,.81611484,1
19,189,Year,2014,.63498789,1
19,189,Year,2018,.65797496,1
19,191,Year,2014,.68490833,1
19,191,Year,2018,.72574919,1
19,193,Year,2014,.69536197,1
19,193,Year,2018,.72541481,1
19,195,Year,2014,.60104203,1
19,195,Year,2018,.65891629,1
19,197,Year,2014,.75180173,1
19,197,Year,2018,.78787559,1
20,001,Year,2014,.608715,1
20,001,Year,2018,.64261556,1
20,003,Year,2014,.59331745,1
20,003,Year,2018,.61648506,1
20,005,Year,2014,.68510413,1
20,005,Year,2018,.75821513,1
20,007,Year,2014,.62411249,1
20,007,Year,2018,.63293761,1
20,009,Year,2014,.74318659,1
20,009,Year,2018,.69390863,1
20,011,Year,2014,.63335103,1
20,011,Year,2018,.63971215,1
20,013,Year,2014,.67338455,1
20,013,Year,2018,.73939496,1
20,015,Year,2014,.6584627,1
20,015,Year,2018,.6960538,1
20,017,Year,2014,.5235154,1
20,017,Year,2018,.64261556,1
20,019,Year,2014,.52541733,1
20,019,Year,2018,.54195768,1
20,021,Year,2014,.68878204,1
20,021,Year,2018,.74326617,1
20,023,Year,2014,.57894647,1
20,023,Year,2018,.60680717,1
20,025,Year,2014,.63937539,1
20,025,Year,2018,.69979095,1
20,027,Year,2014,.56177521,1
20,027,Year,2018,.56146306,1
20,029,Year,2014,.54301894,1
20,029,Year,2018,.55164284,1
20,031,Year,2014,1.1312039,1
20,031,Year,2018,1.2155498,1
20,033,Year,2014,.49374688,1
20,033,Year,2018,.5235768,1
20,035,Year,2014,.67749053,1
20,035,Year,2018,.71520013,1
20,037,Year,2014,.61916858,1
20,037,Year,2018,.64904648,1
20,039,Year,2014,.50401187,1
20,039,Year,2018,.51583445,1
20,041,Year,2014,.60164094,1
20,041,Year,2018,.61651522,1
20,043,Year,2014,.62648237,1
20,043,Year,2018,.64176756,1
20,045,Year,2014,.66235405,1
20,045,Year,2018,.68646508,1
20,047,Year,2014,.66517252,1
20,047,Year,2018,.66777819,1
20,049,Year,2014,.45987236,1
20,049,Year,2018,.46550915,1
20,051,Year,2014,.71141362,1
20,051,Year,2018,.69767183,1
20,053,Year,2014,.71033853,1
20,053,Year,2018,.6716494,1
20,055,Year,2014,.69621134,1
20,055,Year,2018,.73195064,1
20,057,Year,2014,.66457194,1
20,057,Year,2018,.74940169,1
20,059,Year,2014,.67867804,1
20,059,Year,2018,.68705148,1
20,061,Year,2014,.68329805,1
20,061,Year,2018,.69474679,1
20,063,Year,2014,.56970793,1
20,063,Year,2018,.61938846,1
20,065,Year,2014,.70931208,1
20,065,Year,2018,.6464867,1
20,067,Year,2014,.83659816,1
20,067,Year,2018,.85069138,1
20,069,Year,2014,.63951004,1
20,069,Year,2018,.68132734,1
20,071,Year,2014,.58982402,1
20,071,Year,2018,.59175074,1
20,073,Year,2014,.56354892,1
20,073,Year,2018,.58648348,1
20,075,Year,2014,.6785062,1
20,075,Year,2018,.68505025,1
20,077,Year,2014,.6528545,1
20,077,Year,2018,.69294083,1
20,079,Year,2014,.67043477,1
20,079,Year,2018,.68758827,1
20,081,Year,2014,.69367218,1
20,081,Year,2018,.74610013,1
20,083,Year,2014,.62719202,1
20,083,Year,2018,.60196817,1
20,085,Year,2014,.58406907,1
20,085,Year,2018,.60337901,1
20,087,Year,2014,.65196085,1
20,087,Year,2018,.6532684,1
20,089,Year,2014,.52454191,1
20,089,Year,2018,.55454624,1
20,091,Year,2014,.96863031,1
20,091,Year,2018,.98737729,1
20,093,Year,2014,.65388101,1
20,093,Year,2018,.66777819,1
20,095,Year,2014,.66722554,1
20,095,Year,2018,.6532613,1
20,097,Year,2014,.54815143,1
20,097,Year,2018,.53906155,1
20,099,Year,2014,.64977503,1
20,099,Year,2018,.68229514,1
20,101,Year,2014,.70725906,1
20,101,Year,2018,.72100687,1
20,103,Year,2014,.78449464,1
20,103,Year,2018,.78935933,1
20,105,Year,2014,.5399394,1
20,105,Year,2018,.62035626,1
20,107,Year,2014,.74901015,1
20,107,Year,2018,.74686229,1
20,109,Year,2014,.57791996,1
20,109,Year,2018,.59616143,1
20,111,Year,2014,.62308598,1
20,111,Year,2018,.66100365,1
20,113,Year,2014,.80433756,1
20,113,Year,2018,.81850719,1
20,115,Year,2014,.56354892,1
20,115,Year,2018,.59519362,1
20,117,Year,2014,.68878204,1
20,117,Year,2018,.68906969,1
20,119,Year,2014,.72573608,1
20,119,Year,2018,.7713322,1
20,121,Year,2014,.61858076,1
20,121,Year,2018,.65644318,1
20,123,Year,2014,.64566898,1
20,123,Year,2018,.6484223,1
20,125,Year,2014,.68364954,1
20,125,Year,2018,.67842394,1
20,127,Year,2014,.54815143,1
20,127,Year,2018,.56809539,1
20,129,Year,2014,.69494104,1
20,129,Year,2018,.65422904,1
20,131,Year,2014,.71033853,1
20,131,Year,2018,.71326452,1
20,133,Year,2014,.66209304,1
20,133,Year,2018,.6726172,1
20,135,Year,2014,.75755757,1
20,135,Year,2018,.69197303,1
20,137,Year,2014,.66106653,1
20,137,Year,2018,.68810189,1
20,139,Year,2014,.49620911,1
20,139,Year,2018,.51207209,1
20,141,Year,2014,.56149596,1
20,141,Year,2018,.61842066,1
20,143,Year,2014,.54280162,1
20,143,Year,2018,.56380165,1
20,145,Year,2014,.68489093,1
20,145,Year,2018,.67367065,1
20,147,Year,2014,.64566898,1
20,147,Year,2018,.66003585,1
20,149,Year,2014,.6775673,1
20,149,Year,2018,.70496362,1
20,151,Year,2014,.70831633,1
20,151,Year,2018,.72123176,1
20,153,Year,2014,.63129801,1
20,153,Year,2018,.63196981,1
20,155,Year,2014,.66176981,1
20,155,Year,2018,.69356543,1
20,157,Year,2014,.52454191,1
20,157,Year,2018,.55164284,1
20,159,Year,2014,.67749053,1
20,159,Year,2018,.73745942,1
20,161,Year,2014,.67083967,1
20,161,Year,2018,.67143708,1
20,163,Year,2014,.66106653,1
20,163,Year,2018,.63777655,1
20,165,Year,2014,.641563,1
20,165,Year,2018,.62906641,1
20,167,Year,2014,.69288802,1
20,167,Year,2018,.63003421,1
20,169,Year,2014,.67692995,1
20,169,Year,2018,.71101975,1
20,171,Year,2014,.70846725,1
20,171,Year,2018,.70532393,1
20,173,Year,2014,.86996895,1
20,173,Year,2018,.86442357,1
20,175,Year,2014,.71188563,1
20,175,Year,2018,.75136942,1
20,177,Year,2014,.79872692,1
20,177,Year,2018,.83494103,1
20,179,Year,2014,.70212656,1
20,179,Year,2018,.69681203,1
20,181,Year,2014,.57532871,1
20,181,Year,2018,.65682065,1
20,183,Year,2014,.53275394,1
20,183,Year,2018,.57196653,1
20,185,Year,2014,.56046945,1
20,185,Year,2018,.60100037,1
20,187,Year,2014,.69699407,1
20,187,Year,2018,.74326617,1
20,189,Year,2014,.81802851,1
20,189,Year,2018,.66407436,1
20,191,Year,2014,.63234311,1
20,191,Year,2018,.65002739,1
20,193,Year,2014,.641563,1
20,193,Year,2018,.6726172,1
20,195,Year,2014,.64772201,1
20,195,Year,2018,.6474545,1
20,197,Year,2014,.5161773,1
20,197,Year,2018,.60055512,1
20,199,Year,2014,.65388101,1
20,199,Year,2018,.60390377,1
20,201,Year,2014,.50503838,1
20,201,Year,2018,.53228694,1
20,203,Year,2014,.67338455,1
20,203,Year,2018,.79843044,1
20,205,Year,2014,.67646402,1
20,205,Year,2018,.66681039,1
20,207,Year,2014,.4927204,1
20,207,Year,2018,.51970565,1
20,209,Year,2014,.87752151,1
20,209,Year,2018,.92950904,1
21,001,Year,2014,.53359395,1
21,001,Year,2018,.56834143,1
21,003,Year,2014,.60035759,1
21,003,Year,2018,.62100261,1
21,005,Year,2014,.61961806,1
21,005,Year,2018,.63367349,1
21,007,Year,2014,1.0271416,1
21,007,Year,2018,.79697663,1
21,009,Year,2014,.61608958,1
21,009,Year,2018,.62685436,1
21,011,Year,2014,.57816523,1
21,011,Year,2018,.62168378,1
21,013,Year,2014,.57685834,1
21,013,Year,2018,.59825414,1
21,015,Year,2014,.76112819,1
21,015,Year,2018,.7739144,1
21,017,Year,2014,.67447162,1
21,017,Year,2018,.6751616,1
21,019,Year,2014,.83218825,1
21,019,Year,2018,.80224586,1
21,021,Year,2014,.67445201,1
21,021,Year,2018,.69376779,1
21,023,Year,2014,.60636848,1
21,023,Year,2018,.59728783,1
21,025,Year,2014,.62108415,1
21,025,Year,2018,.60097349,1
21,027,Year,2014,.56820548,1
21,027,Year,2018,.58375102,1
21,029,Year,2014,.58494955,1
21,029,Year,2018,.65715635,1
21,031,Year,2014,.60762411,1
21,031,Year,2018,.61457014,1
21,033,Year,2014,.56532121,1
21,033,Year,2018,.5955348,1
21,035,Year,2014,.58013159,1
21,035,Year,2018,.61755687,1
21,037,Year,2014,.67605561,1
21,037,Year,2018,.72186506,1
21,039,Year,2014,.5130474,1
21,039,Year,2018,.54124701,1
21,041,Year,2014,.9134956,1
21,041,Year,2018,.96946758,1
21,043,Year,2014,.55762976,1
21,043,Year,2018,.57559299,1
21,045,Year,2014,.53263253,1
21,045,Year,2018,.54386741,1
21,047,Year,2014,.68309975,1
21,047,Year,2018,.69884402,1
21,049,Year,2014,.66270232,1
21,049,Year,2018,.69735402,1
21,051,Year,2014,.62204558,1
21,051,Year,2018,.62816685,1
21,053,Year,2014,.52494109,1
21,053,Year,2018,.52936429,1
21,055,Year,2014,.51917249,1
21,055,Year,2018,.559277,1
21,057,Year,2014,.58647263,1
21,057,Year,2018,.62363464,1
21,059,Year,2014,.67772478,1
21,059,Year,2018,.71113485,1
21,061,Year,2014,.5482747,1
21,061,Year,2018,.55533808,1
21,063,Year,2014,.51943052,1
21,063,Year,2018,.56020081,1
21,065,Year,2014,.57301265,1
21,065,Year,2018,.5955348,1
21,067,Year,2014,.77586871,1
21,067,Year,2018,.80063409,1
21,069,Year,2014,.5633983,1
21,069,Year,2018,.61547661,1
21,071,Year,2014,.68357712,1
21,071,Year,2018,.68527293,1
21,073,Year,2014,.72612542,1
21,073,Year,2018,.74603599,1
21,075,Year,2014,.59608698,1
21,075,Year,2018,.56018341,1
21,077,Year,2014,.78918403,1
21,077,Year,2018,.8251105,1
21,079,Year,2014,.57952607,1
21,079,Year,2018,.61905414,1
21,081,Year,2014,.6022898,1
21,081,Year,2018,.66610843,1
21,083,Year,2014,.61819988,1
21,083,Year,2018,.66261178,1
21,085,Year,2014,.58358836,1
21,085,Year,2018,.60369283,1
21,087,Year,2014,.52782542,1
21,087,Year,2018,.54205453,1
21,089,Year,2014,.66275507,1
21,089,Year,2018,.7069295,1
21,091,Year,2014,1.1612805,1
21,091,Year,2018,1.1687959,1
21,093,Year,2014,.71000642,1
21,093,Year,2018,.72021902,1
21,095,Year,2014,.68165427,1
21,095,Year,2018,.61910242,1
21,097,Year,2014,.68646145,1
21,097,Year,2018,.72787589,1
21,099,Year,2014,.602817,1
21,099,Year,2018,.63451195,1
21,101,Year,2014,.67030144,1
21,101,Year,2018,.72785097,1
21,103,Year,2014,.61501706,1
21,103,Year,2018,.62794936,1
21,105,Year,2014,.51917249,1
21,105,Year,2018,.5402416,1
21,107,Year,2014,.75188726,1
21,107,Year,2018,.72787428,1
21,109,Year,2014,.58839554,1
21,109,Year,2018,.57378012,1
21,111,Year,2014,.8610239,1
21,111,Year,2018,.90799248,1
21,113,Year,2014,.63735306,1
21,113,Year,2018,.65296918,1
21,115,Year,2014,.59224123,1
21,115,Year,2018,.5855639,1
21,117,Year,2014,.8407706,1
21,117,Year,2018,.91641021,1
21,119,Year,2014,.62108415,1
21,119,Year,2018,.55565119,1
21,121,Year,2014,.54897684,1
21,121,Year,2018,.58918971,1
21,123,Year,2014,.50369567,1
21,123,Year,2018,.55987829,1
21,125,Year,2014,.63286102,1
21,125,Year,2018,.63812751,1
21,127,Year,2014,.6249299,1
21,127,Year,2018,.60731858,1
21,129,Year,2014,.56724405,1
21,129,Year,2018,.58737677,1
21,131,Year,2014,.63069844,1
21,131,Year,2018,.66261178,1
21,133,Year,2014,.65453017,1
21,133,Year,2018,.60081011,1
21,135,Year,2014,.52878684,1
21,135,Year,2018,.55383831,1
21,137,Year,2014,.57685834,1
21,137,Year,2018,.57468653,1
21,139,Year,2014,.78164303,1
21,139,Year,2018,.77501106,1
21,141,Year,2014,.72580755,1
21,141,Year,2018,.78114986,1
21,143,Year,2014,.49417531,1
21,143,Year,2018,.55383831,1
21,145,Year,2014,.73185128,1
21,145,Year,2018,.74565524,1
21,147,Year,2014,.602817,1
21,147,Year,2018,.61910242,1
21,149,Year,2014,.57597268,1
21,149,Year,2018,.637205,1
21,151,Year,2014,.6607452,1
21,151,Year,2018,.69336241,1
21,153,Year,2014,.5432083,1
21,153,Year,2018,.53570938,1
21,155,Year,2014,.64328724,1
21,155,Year,2018,.71767318,1
21,157,Year,2014,.85004491,1
21,157,Year,2018,.88532144,1
21,159,Year,2014,.77683592,1
21,159,Year,2018,.76957238,1
21,161,Year,2014,.74517399,1
21,161,Year,2018,.71340722,1
21,163,Year,2014,.61292464,1
21,163,Year,2018,.64277035,1
21,165,Year,2014,.56628263,1
21,165,Year,2018,.56108987,1
21,167,Year,2014,.82737267,1
21,167,Year,2018,.85383135,1
21,169,Year,2014,.59608698,1
21,169,Year,2018,.61457014,1
21,171,Year,2014,.52878684,1
21,171,Year,2018,.57649946,1
21,173,Year,2014,.65487236,1
21,173,Year,2018,.6823644,1
21,175,Year,2014,.58454978,1
21,175,Year,2018,.61457014,1
21,177,Year,2014,.77683592,1
21,177,Year,2018,.7224372,1
21,179,Year,2014,.67374474,1
21,179,Year,2018,.72150916,1
21,181,Year,2014,.50667393,1
21,181,Year,2018,.51576757,1
21,183,Year,2014,.58743411,1
21,183,Year,2018,.64176351,1
21,185,Year,2014,.67788547,1
21,185,Year,2018,.73704594,1
21,187,Year,2014,.66173756,1
21,187,Year,2018,.71431142,1
21,189,Year,2014,.48648387,1
21,189,Year,2018,.49401289,1
21,191,Year,2014,.69596618,1
21,191,Year,2018,.64763069,1
21,193,Year,2014,.68934572,1
21,193,Year,2018,.6771149,1
21,195,Year,2014,.74213272,1
21,195,Year,2018,.7416352,1
21,197,Year,2014,.53167111,1
21,197,Year,2018,.53933519,1
21,199,Year,2014,.60409445,1
21,199,Year,2018,.63111842,1
21,201,Year,2014,.47910118,1
21,201,Year,2018,.47858801,1
21,203,Year,2014,.54609257,1
21,203,Year,2018,.60006702,1
21,205,Year,2014,.57729375,1
21,205,Year,2018,.60297441,1
21,207,Year,2014,.53936255,1
21,207,Year,2018,.55746406,1
21,209,Year,2014,.8980884,1
21,209,Year,2018,.88257533,1
21,211,Year,2014,.65861952,1
21,211,Year,2018,.66252267,1
21,213,Year,2014,.63405555,1
21,213,Year,2018,.68955612,1
21,215,Year,2014,.55943775,1
21,215,Year,2018,.56352228,1
21,217,Year,2014,.57589692,1
21,217,Year,2018,.59009612,1
21,219,Year,2014,.52215183,1
21,219,Year,2018,.55901015,1
21,221,Year,2014,.52685887,1
21,221,Year,2018,.53269726,1
21,223,Year,2014,.73164254,1
21,223,Year,2018,.84012926,1
21,225,Year,2014,.81913882,1
21,225,Year,2018,.7741046,1
21,227,Year,2014,.68441725,1
21,227,Year,2018,.71250927,1
21,229,Year,2014,.64555895,1
21,229,Year,2018,.69597328,1
21,231,Year,2014,.56051403,1
21,231,Year,2018,.53570938,1
21,233,Year,2014,.90951335,1
21,233,Year,2018,.83846223,1
21,235,Year,2014,.62685275,1
21,235,Year,2018,.66805047,1
21,237,Year,2014,.48648387,1
21,237,Year,2018,.51304823,1
21,239,Year,2014,.69167292,1
21,239,Year,2018,.72296065,1
22,001,Year,2014,.67827439,1
22,001,Year,2018,.67544216,1
22,003,Year,2014,.6793052,1
22,003,Year,2018,.72986633,1
22,005,Year,2014,.92903018,1
22,005,Year,2018,.95650232,1
22,007,Year,2014,.79673243,1
22,007,Year,2018,.78198373,1
22,009,Year,2014,.58889443,1
22,009,Year,2018,.58997649,1
22,011,Year,2014,.7669242,1
22,011,Year,2018,.76096582,1
22,013,Year,2014,.74630797,1
22,013,Year,2018,.72306329,1
22,015,Year,2014,.66458625,1
22,015,Year,2018,.72775877,1
22,017,Year,2014,.78667325,1
22,017,Year,2018,.79180896,1
22,019,Year,2014,.84802598,1
22,019,Year,2018,.90074438,1
22,021,Year,2014,.60096347,1
22,021,Year,2018,.63753968,1
22,023,Year,2014,1.3158684,1
22,023,Year,2018,1.6148397,1
22,025,Year,2014,.57519317,1
22,025,Year,2018,.58505929,1
22,027,Year,2014,.74492019,1
22,027,Year,2018,.6926837,1
22,029,Year,2014,.63498026,1
22,029,Year,2018,.6297648,1
22,031,Year,2014,.9579888,1
22,031,Year,2018,.91990936,1
22,033,Year,2014,.87298441,1
22,033,Year,2018,.91261786,1
22,035,Year,2014,.61024076,1
22,035,Year,2018,.57145327,1
22,037,Year,2014,.71054661,1
22,037,Year,2018,.72722834,1
22,039,Year,2014,.65353489,1
22,039,Year,2018,.64725828,1
22,041,Year,2014,.56385422,1
22,041,Year,2018,.57048136,1
22,043,Year,2014,.72776175,1
22,043,Year,2018,.71997762,1
22,045,Year,2014,.94978261,1
22,045,Year,2018,.86724538,1
22,047,Year,2014,1.1876265,1
22,047,Year,2018,1.2877554,1
22,049,Year,2014,.81743401,1
22,049,Year,2018,.73861307,1
22,051,Year,2014,.82406831,1
22,051,Year,2018,.84279668,1
22,053,Year,2014,.70919871,1
22,053,Year,2018,.68127334,1
22,055,Year,2014,.94896656,1
22,055,Year,2018,.84380698,1
22,057,Year,2014,1.0504812,1
22,057,Year,2018,.88600439,1
22,059,Year,2014,.71435279,1
22,059,Year,2018,.70848542,1
22,061,Year,2014,.68904829,1
22,061,Year,2018,.66200608,1
22,063,Year,2014,.64025187,1
22,063,Year,2018,.64662421,1
22,065,Year,2014,.55560774,1
22,065,Year,2018,.5675658,1
22,067,Year,2014,.58653212,1
22,067,Year,2018,.62879294,1
22,069,Year,2014,.64211196,1
22,069,Year,2018,.64631945,1
22,071,Year,2014,.90147221,1
22,071,Year,2018,.89619458,1
22,073,Year,2014,.72394109,1
22,073,Year,2018,.73657268,1
22,075,Year,2014,1.1421795,1
22,075,Year,2018,1.1525044,1
22,077,Year,2014,.62980264,1
22,077,Year,2018,.69050872,1
22,079,Year,2014,.73274642,1
22,079,Year,2018,.7303167,1
22,081,Year,2014,.72730649,1
22,081,Year,2018,.74744433,1
22,083,Year,2014,.60405588,1
22,083,Year,2018,.63268036,1
22,085,Year,2014,.68342847,1
22,085,Year,2018,.65794873,1
22,087,Year,2014,.80330145,1
22,087,Year,2018,.82855725,1
22,089,Year,2014,1.170498,1
22,089,Year,2018,1.2023425,1
22,091,Year,2014,.63645214,1
22,091,Year,2018,.62871218,1
22,093,Year,2014,1.2533582,1
22,093,Year,2018,1.2985048,1
22,095,Year,2014,.95905316,1
22,095,Year,2018,1.0065502,1
22,097,Year,2014,.67773116,1
22,097,Year,2018,.67457646,1
22,099,Year,2014,.81550282,1
22,099,Year,2018,.72260225,1
22,101,Year,2014,.97394133,1
22,101,Year,2018,.89360291,1
22,103,Year,2014,.79008615,1
22,103,Year,2018,.80096835,1
22,105,Year,2014,.67713231,1
22,105,Year,2018,.63470566,1
22,107,Year,2014,.63807273,1
22,107,Year,2018,.62879294,1
22,109,Year,2014,.98482609,1
22,109,Year,2018,.90171039,1
22,111,Year,2014,.56407076,1
22,111,Year,2018,.58300155,1
22,113,Year,2014,.84052002,1
22,113,Year,2018,.74901491,1
22,115,Year,2014,.6261403,1
22,115,Year,2018,.66892254,1
22,117,Year,2014,.67002785,1
22,117,Year,2018,.65503317,1
22,119,Year,2014,.74733877,1
22,119,Year,2018,.72597885,1
22,121,Year,2014,.88058382,1
22,121,Year,2018,.91440904,1
22,123,Year,2014,.58034724,1
22,123,Year,2018,.79206532,1
22,125,Year,2014,.88913316,1
22,125,Year,2018,.92963427,1
22,127,Year,2014,.66487384,1
22,127,Year,2018,.67738593,1
23,001,Year,2014,.66371286,1
23,001,Year,2018,.69086695,1
23,003,Year,2014,.61339808,1
23,003,Year,2018,.64862949,1
23,005,Year,2014,.73364043,1
23,005,Year,2018,.78009951,1
23,007,Year,2014,.61763257,1
23,007,Year,2018,.60514539,1
23,009,Year,2014,.61681819,1
23,009,Year,2018,.62705386,1
23,011,Year,2014,.67628962,1
23,011,Year,2018,.71055561,1
23,013,Year,2014,.60232288,1
23,013,Year,2018,.64984566,1
23,015,Year,2014,.55526948,1
23,015,Year,2018,.59830081,1
23,017,Year,2014,.60054111,1
23,017,Year,2018,.62298745,1
23,019,Year,2014,.6477114,1
23,019,Year,2018,.69039446,1
23,021,Year,2014,.56169456,1
23,021,Year,2018,.58968902,1
23,023,Year,2014,.8025648,1
23,023,Year,2018,.79170412,1
23,025,Year,2014,.65334308,1
23,025,Year,2018,.66566736,1
23,027,Year,2014,.61155856,1
23,027,Year,2018,.63951391,1
23,029,Year,2014,.58347112,1
23,029,Year,2018,.61390686,1
23,031,Year,2014,.65030438,1
23,031,Year,2018,.69715595,1
24,001,Year,2014,.63370574,1
24,001,Year,2018,.65217328,1
24,003,Year,2014,.83817029,1
24,003,Year,2018,.86462754,1
24,005,Year,2014,.79147106,1
24,005,Year,2018,.82591289,1
