state,county,subgroup_type,subgroup,average_to_living_wage_ratio,wage_ratio_quality
29,171,Year,2018,.53071785,1
29,173,Year,2014,.79957247,1
29,173,Year,2018,.82645792,1
29,175,Year,2014,.6663875,1
29,175,Year,2018,.69266486,1
29,177,Year,2014,.59566271,1
29,177,Year,2018,.62137914,1
29,179,Year,2014,.48737344,1
29,179,Year,2018,.64291006,1
29,181,Year,2014,.45012197,1
29,181,Year,2018,.47901189,1
29,183,Year,2014,.76996017,1
29,183,Year,2018,.80161881,1
29,185,Year,2014,.50496441,1
29,185,Year,2018,.51510853,1
29,186,Year,2014,.79717088,1
29,186,Year,2018,.81066036,1
29,187,Year,2014,.58464116,1
29,187,Year,2018,.60583788,1
29,189,Year,2014,1.00888,1
29,189,Year,2018,1.0615294,1
29,195,Year,2014,.61604518,1
29,195,Year,2018,.66323227,1
29,197,Year,2014,.49772108,1
29,197,Year,2018,.48779216,1
29,199,Year,2014,.55566782,1
29,199,Year,2018,.59217966,1
29,201,Year,2014,.64755547,1
29,201,Year,2018,.69426113,1
29,203,Year,2014,.41907907,1
29,203,Year,2018,.48096305,1
29,205,Year,2014,.51945108,1
29,205,Year,2018,.5404737,1
29,207,Year,2014,.62913603,1
29,207,Year,2018,.68486017,1
29,209,Year,2014,.53973579,1
29,209,Year,2018,.5520736,1
29,211,Year,2014,.65759242,1
29,211,Year,2018,.74590343,1
29,213,Year,2014,.54318839,1
29,213,Year,2018,.57817256,1
29,215,Year,2014,.55980688,1
29,215,Year,2018,.57461917,1
29,217,Year,2014,.6529215,1
29,217,Year,2018,.68408543,1
29,219,Year,2014,.60842329,1
29,219,Year,2018,.67485547,1
29,221,Year,2014,.54532015,1
29,221,Year,2018,.56291217,1
29,223,Year,2014,.44805244,1
29,223,Year,2018,.47803631,1
29,225,Year,2014,.58278531,1
29,225,Year,2018,.61550492,1
29,227,Year,2014,.48323441,1
29,227,Year,2018,.50145036,1
29,229,Year,2014,.54325068,1
29,229,Year,2018,.56388772,1
29,510,Year,2014,1.029193,1
29,510,Year,2018,1.0624413,1
30,001,Year,2014,.58716816,1
30,001,Year,2018,.60344481,1
30,003,Year,2014,.67132473,1
30,003,Year,2018,.72710717,1
30,005,Year,2014,.56437439,1
30,005,Year,2018,.58711231,1
30,007,Year,2014,.5621385,1
30,007,Year,2018,.58822072,1
30,009,Year,2014,.51426965,1
30,009,Year,2018,.54824364,1
30,011,Year,2014,.44949365,1
30,011,Year,2018,.55014914,1
30,013,Year,2014,.63121444,1
30,013,Year,2018,.67626685,1
30,015,Year,2014,.50784576,1
30,015,Year,2018,.55100876,1
30,017,Year,2014,.6491673,1
30,017,Year,2018,.61891776,1
30,019,Year,2014,.63640279,1
30,019,Year,2018,.73324567,1
30,021,Year,2014,.71572518,1
30,021,Year,2018,.68768644,1
30,023,Year,2014,.57075667,1
30,023,Year,2018,.63439071,1
30,025,Year,2014,.98742723,1
30,025,Year,2018,.85874844,1
30,027,Year,2014,.56934828,1
30,027,Year,2018,.60272282,1
30,029,Year,2014,.63657886,1
30,029,Year,2018,.66787982,1
30,031,Year,2014,.63234574,1
30,031,Year,2018,.69993669,1
30,033,Year,2014,.4294351,1
30,033,Year,2018,.47020558,1
30,035,Year,2014,.62363827,1
30,035,Year,2018,.64900404,1
30,037,Year,2014,.43845767,3
30,037,Year,2018,.43921831,1
30,039,Year,2014,.5315513,1
30,039,Year,2018,.53811461,1
30,041,Year,2014,.60540324,1
30,041,Year,2018,.63696957,1
30,043,Year,2014,.61919659,1
30,043,Year,2018,.67718971,1
30,045,Year,2014,.56163913,1
30,045,Year,2018,.53553581,1
30,047,Year,2014,.564318,1
30,047,Year,2018,.59248441,1
30,049,Year,2014,.69700629,1
30,049,Year,2018,.73300004,1
30,051,Year,2014,.50875753,1
30,051,Year,2018,.52092248,1
30,053,Year,2014,.58078593,1
30,053,Year,2018,.58453345,1
30,055,Year,2014,.6683141,1
30,055,Year,2018,.64040798,1
30,057,Year,2014,.55553007,1
30,057,Year,2018,.65976727,1
30,059,Year,2014,.45647934,1
30,059,Year,2018,.50081325,1
30,061,Year,2014,.50146353,1
30,061,Year,2018,.51232636,1
30,063,Year,2014,.61719763,1
30,063,Year,2018,.6661973,1
30,065,Year,2014,.80407101,1
30,065,Year,2018,.75308168,1
30,067,Year,2014,.52357227,1
30,067,Year,2018,.56746572,1
30,069,Year,2014,.44950271,3
30,069,Year,2018,.4322207,3
30,071,Year,2014,.53428656,1
30,071,Year,2018,.54842991,1
30,073,Year,2014,.56163913,1
30,073,Year,2018,.54069346,1
30,075,Year,2014,.49143425,1
30,075,Year,2018,.49771306,1
30,077,Year,2014,.65007907,1
30,077,Year,2018,.65330207,1
30,079,Year,2014,.62546176,1
30,079,Year,2018,.63267154,1
30,081,Year,2014,.56849915,1
30,081,Year,2018,.59864497,1
30,083,Year,2014,.97291136,1
30,083,Year,2018,.84179825,1
30,085,Year,2014,.62637353,1
30,085,Year,2018,.65674055,1
30,087,Year,2014,.82787067,1
30,087,Year,2018,.83381981,1
30,089,Year,2014,.51513982,1
30,089,Year,2018,.54671073,1
30,091,Year,2014,.74398953,1
30,091,Year,2018,.64900404,1
30,093,Year,2014,.67357171,1
30,093,Year,2018,.68180698,1
30,095,Year,2014,1.0348383,1
30,095,Year,2018,1.0194951,1
30,097,Year,2014,.82543081,1
30,097,Year,2018,.82221037,1
30,099,Year,2014,.58349758,1
30,099,Year,2018,.56638259,1
30,101,Year,2014,.70113719,1
30,101,Year,2018,.71519387,1
30,103,Year,2014,.57230681,1
30,103,Year,2018,.57878709,1
30,105,Year,2014,.59810919,1
30,105,Year,2018,.63439071,1
30,107,Year,2014,.50875753,1
30,107,Year,2018,.6000064,1
30,109,Year,2014,.53261155,1
30,109,Year,2018,.51900184,1
30,111,Year,2014,.72731173,1
30,111,Year,2018,.75980318,1
31,001,Year,2014,.64269406,1
31,001,Year,2018,.682468,1
31,003,Year,2014,.58277953,1
31,003,Year,2018,.64223784,1
31,005,Year,2014,.4057827,3
31,005,Year,2018,.47713518,3
31,007,Year,2014,.66179341,3
31,007,Year,2018,.63654995,3
31,009,Year,2014,.64187264,3
31,009,Year,2018,.61058283,3
31,011,Year,2014,.60593635,1
31,011,Year,2018,.65588313,1
31,013,Year,2014,.62716341,1
31,013,Year,2018,.64223784,1
31,015,Year,2014,.46989015,1
31,015,Year,2018,.51579159,1
31,017,Year,2014,.54842013,1
31,017,Year,2018,.59168214,1
31,019,Year,2014,.64233851,1
31,019,Year,2018,.6780982,1
31,021,Year,2014,.593876,1
31,021,Year,2018,.62933725,1
31,023,Year,2014,.68020087,1
31,023,Year,2018,.69376141,1
31,025,Year,2014,.58334702,1
31,025,Year,2018,.62682748,1
31,027,Year,2014,.59532285,1
31,027,Year,2018,.62404412,1
31,029,Year,2014,.62812829,1
31,029,Year,2018,.64314753,1
31,031,Year,2014,.514274,1
31,031,Year,2018,.55035961,1
31,033,Year,2014,.97513175,1
31,033,Year,2018,.84479564,1
31,035,Year,2014,.67733651,1
31,035,Year,2018,.73684508,1
31,037,Year,2014,.64622974,1
31,037,Year,2018,.75840646,1
31,039,Year,2014,.64260131,1
31,039,Year,2018,.69863832,1
31,041,Year,2014,.64453101,1
31,041,Year,2018,.65588313,1
31,043,Year,2014,.69908732,1
31,043,Year,2018,.78738844,1
31,045,Year,2014,.53974938,1
31,045,Year,2018,.58055401,1
31,047,Year,2014,.61365455,1
31,047,Year,2018,.68506461,1
31,049,Year,2014,.5282433,1
31,049,Year,2018,.54955328,1
31,051,Year,2014,.62307918,1
31,051,Year,2018,.61929429,1
31,053,Year,2014,.61555701,1
31,053,Year,2018,.67254204,1
31,055,Year,2014,.82419515,1
31,055,Year,2018,.86771578,1
31,057,Year,2014,.60545027,1
31,057,Year,2018,.667162,1
31,059,Year,2014,.64839047,1
31,059,Year,2018,.69590926,1
31,061,Year,2014,.52681726,1
31,061,Year,2018,.54490149,1
31,063,Year,2014,.58277953,1
31,063,Year,2018,.60948914,1
31,065,Year,2014,.60690123,1
31,065,Year,2018,.62040538,1
31,067,Year,2014,.60512096,1
31,067,Year,2018,.63610023,1
31,069,Year,2014,.52681726,1
31,069,Year,2018,.5640049,1
31,071,Year,2014,.50173074,1
31,071,Year,2018,.52215934,1
31,073,Year,2014,.59628767,1
31,073,Year,2018,.62586349,1
31,075,Year,2014,.48416921,1
31,075,Year,2018,.51140082,1
31,077,Year,2014,.51716858,1
31,077,Year,2018,.55945647,1
31,079,Year,2014,.6620822,1
31,079,Year,2018,.69058514,1
31,081,Year,2014,.68602031,1
31,081,Year,2018,.75776786,1
31,083,Year,2014,.51813346,1
31,083,Year,2018,.56036615,1
31,085,Year,2014,.5185594,1
31,085,Year,2018,.54194808,1
31,087,Year,2014,.67444187,1
31,087,Year,2018,.63405067,1
31,089,Year,2014,.61462015,1
31,089,Year,2018,.63587004,1
31,091,Year,2014,.43355587,1
31,091,Year,2018,.4690842,1
31,093,Year,2014,.55383354,1
31,093,Year,2018,.59220511,1
31,095,Year,2014,.58374441,1
31,095,Year,2018,.61676663,1
31,097,Year,2014,.61365527,1
31,097,Year,2018,.6931802,1
31,099,Year,2014,.61292464,1
31,099,Year,2018,.65254974,1
31,101,Year,2014,.55054533,1
31,101,Year,2018,.60450864,1
31,103,Year,2014,.47811133,1
31,103,Year,2018,.50507718,1
31,105,Year,2014,.74068362,1
31,105,Year,2018,.64192039,1
31,107,Year,2014,.52681726,1
31,107,Year,2018,.58492768,1
31,109,Year,2014,.73516852,1
31,109,Year,2018,.77388459,1
31,111,Year,2014,.64495939,1
31,111,Year,2018,.68520397,1
31,113,Year,2014,.49883613,1
31,113,Year,2018,.53307557,1
31,115,Year,2014,.39366567,3
31,115,Year,2018,.43301019,3
31,117,Year,2014,.51281828,3
31,117,Year,2018,.56001991,3
31,119,Year,2014,.65475959,1
31,119,Year,2018,.70588446,1
31,121,Year,2014,.62909317,1
31,121,Year,2018,.69045115,1
31,123,Year,2014,.61560339,1
31,123,Year,2018,.63879561,1
31,125,Year,2014,.59532285,1
31,125,Year,2018,.58583736,1
31,127,Year,2014,.87609905,1
31,127,Year,2018,.90695626,1
31,129,Year,2014,.57216603,1
31,129,Year,2018,.57765019,1
31,131,Year,2014,.62520301,1
31,131,Year,2018,.66750187,1
31,133,Year,2014,.56734169,1
31,133,Year,2018,.61585695,1
31,135,Year,2014,.69180948,1
31,135,Year,2018,.7286579,1
31,137,Year,2014,.70242304,1
31,137,Year,2018,.73866445,1
31,139,Year,2014,.60593635,1
31,139,Year,2018,.62859255,1
31,141,Year,2014,.6840862,1
31,141,Year,2018,.73355657,1
31,143,Year,2014,.58663905,1
31,143,Year,2018,.62768286,1
31,145,Year,2014,.60483962,1
31,145,Year,2018,.64266098,1
31,147,Year,2014,.55383354,1
31,147,Year,2018,.57855988,1
31,149,Year,2014,.56927145,1
31,149,Year,2018,.60766977,1
31,151,Year,2014,.66494095,1
31,151,Year,2018,.71534556,1
31,153,Year,2014,.71888137,1
31,153,Year,2018,.77964908,1
31,155,Year,2014,.5909453,1
31,155,Year,2018,.63161469,1
31,157,Year,2014,.65432853,1
31,157,Year,2018,.67047346,1
31,159,Year,2014,.68698519,1
31,159,Year,2018,.72956759,1
31,161,Year,2014,.50944966,1
31,161,Year,2018,.5439918,1
31,163,Year,2014,.48629287,1
31,163,Year,2018,.5248884,1
31,165,Year,2014,.5316416,1
31,165,Year,2018,.57765019,3
31,167,Year,2014,1.0191857,1
31,167,Year,2018,1.1489385,1
31,169,Year,2014,.66189861,1
31,169,Year,2018,.65406376,1
31,171,Year,2014,.58277953,1
31,171,Year,2018,.58856642,1
31,173,Year,2014,.74005282,1
31,173,Year,2018,.73593539,1
31,175,Year,2014,.57409573,1
31,175,Year,2018,.62404412,1
31,177,Year,2014,.85991031,1
31,177,Year,2018,.8893007,1
31,179,Year,2014,.59049851,1
31,179,Year,2018,.63496035,1
31,181,Year,2014,.5229578,1
31,181,Year,2018,.55490804,1
31,183,Year,2014,.62836951,1
31,183,Year,2018,.60053581,1
31,185,Year,2014,.65052938,1
31,185,Year,2018,.67736351,1
32,001,Year,2014,.71331286,1
32,001,Year,2018,.77436358,1
32,003,Year,2014,.74741864,1
32,003,Year,2018,.78694052,1
32,005,Year,2014,.69129002,1
32,005,Year,2018,.73898447,1
32,007,Year,2014,.81535673,1
32,007,Year,2018,.82934827,1
32,009,Year,2014,.97395331,1
32,009,Year,2018,.79010332,1
32,011,Year,2014,1.5554069,1
32,011,Year,2018,1.6377785,1
32,013,Year,2014,.89518136,1
32,013,Year,2018,.90820152,1
32,015,Year,2014,1.1572603,1
32,015,Year,2018,1.2526562,1
32,017,Year,2014,.63236147,1
32,017,Year,2018,.64382136,1
32,019,Year,2014,.67674351,1
32,019,Year,2018,.70407373,1
32,021,Year,2014,.77710038,1
32,021,Year,2018,.85815477,1
32,023,Year,2014,.84302813,1
32,023,Year,2018,.84556586,1
32,027,Year,2014,.90927303,1
32,027,Year,2018,.97304672,1
32,029,Year,2014,.70059836,1
32,029,Year,2018,.88125449,1
32,031,Year,2014,.7536872,1
32,031,Year,2018,.79920101,1
32,033,Year,2014,.88365209,1
32,033,Year,2018,.94289261,1
32,510,Year,2014,.78631955,1
32,510,Year,2018,.82911825,1
33,001,Year,2014,.67628044,1
33,001,Year,2018,.72540182,1
33,003,Year,2014,.57844198,1
33,003,Year,2018,.6050092,1
33,005,Year,2014,.72402596,1
33,005,Year,2018,.75416279,1
33,007,Year,2014,.64441919,1
33,007,Year,2018,.67407292,1
33,009,Year,2014,.9028967,1
33,009,Year,2018,.93774194,1
33,011,Year,2014,.93349224,1
33,011,Year,2018,.95176965,1
33,013,Year,2014,.79188752,1
33,013,Year,2018,.84703815,1
33,015,Year,2014,.82050449,1
33,015,Year,2018,.85429358,1
33,017,Year,2014,.80630016,1
33,017,Year,2018,.83404821,1
33,019,Year,2014,.72209638,1
33,019,Year,2018,.71501017,1
34,001,Year,2014,.65372032,1
34,001,Year,2018,.67743886,1
34,003,Year,2014,.88652307,1
34,003,Year,2018,.88276279,1
34,005,Year,2014,.82079893,1
34,005,Year,2018,.84894383,1
34,007,Year,2014,.76472455,1
34,007,Year,2018,.79990739,1
34,009,Year,2014,.55082595,1
34,009,Year,2018,.55762202,1
34,011,Year,2014,.67714638,1
34,011,Year,2018,.67651176,1
34,013,Year,2014,.94225937,1
34,013,Year,2018,.98918927,1
34,015,Year,2014,.6907714,1
34,015,Year,2018,.69034153,1
34,017,Year,2014,1.0323485,1
34,017,Year,2018,1.0674988,1
34,019,Year,2014,.86322832,1
34,019,Year,2018,.87470895,1
34,021,Year,2014,1.0277436,1
34,021,Year,2018,1.0194564,1
34,023,Year,2014,.87349612,1
34,023,Year,2018,.87263453,1
34,025,Year,2014,.75483692,1
34,025,Year,2018,.77920294,1
34,027,Year,2014,1.1313312,1
34,027,Year,2018,1.1674479,1
34,029,Year,2014,.6038695,1
34,029,Year,2018,.62016708,1
34,031,Year,2014,.71709538,1
34,031,Year,2018,.72442597,1
34,033,Year,2014,.87362266,1
34,033,Year,2018,.84434664,1
34,035,Year,2014,1.1624613,1
34,035,Year,2018,1.1637433,1
34,037,Year,2014,.6338554,1
34,037,Year,2018,.66189474,1
34,039,Year,2014,.96163148,1
34,039,Year,2018,.96727222,1
34,041,Year,2014,.71837771,1
34,041,Year,2018,.71938908,1
35,001,Year,2014,.76547682,1
35,001,Year,2018,.78449243,1
35,003,Year,2014,.54240924,1
35,003,Year,2018,.53109163,1
35,005,Year,2014,.59788233,1
35,005,Year,2018,.59761471,1
35,006,Year,2014,.64215171,1
35,006,Year,2018,.62333858,1
35,007,Year,2014,.52125639,1
35,007,Year,2018,.54428899,1
35,009,Year,2014,.60194117,1
35,009,Year,2018,.59393156,1
35,011,Year,2014,.53697169,1
35,011,Year,2018,.57183981,1
35,013,Year,2014,.64500153,1
35,013,Year,2018,.66095388,1
35,015,Year,2014,.91793311,1
35,015,Year,2018,.97680324,1
35,017,Year,2014,.70162153,1
35,017,Year,2018,.70830339,1
35,019,Year,2014,.49966246,1
35,019,Year,2018,.52034444,1
35,021,Year,2014,.67539924,1
35,021,Year,2018,.59020132,1
35,023,Year,2014,.68299866,1
35,023,Year,2018,.67438787,1
35,025,Year,2014,.92388833,1
35,025,Year,2018,.88377273,1
35,027,Year,2014,.5068121,1
35,027,Year,2018,.51856554,1
35,028,Year,2014,1.2693769,1
35,028,Year,2018,1.3338348,1
35,029,Year,2014,.57945645,1
35,029,Year,2018,.60811335,1
35,031,Year,2014,.58721697,1
35,031,Year,2018,.59608471,1
35,033,Year,2014,.53511685,1
35,033,Year,2018,.5438599,1
35,035,Year,2014,.62832069,1
35,035,Year,2018,.64948404,1
35,037,Year,2014,.53006017,1
35,037,Year,2018,.54721248,1
35,039,Year,2014,.58040637,1
35,039,Year,2018,.61438257,1
35,041,Year,2014,.5689944,1
35,041,Year,2018,.59615672,1
35,043,Year,2014,.73536867,1
35,043,Year,2018,.66750669,1
35,045,Year,2014,.80394709,1
35,045,Year,2018,.77377808,1
35,047,Year,2014,.53180057,1
35,047,Year,2018,.51882601,1
35,049,Year,2014,.71933579,1
35,049,Year,2018,.70459825,1
35,051,Year,2014,.49637783,1
35,051,Year,2018,.51998842,1
35,053,Year,2014,.64323545,1
35,053,Year,2018,.64568907,1
35,055,Year,2014,.52788395,1
35,055,Year,2018,.53730273,1
35,057,Year,2014,.57479191,1
35,057,Year,2018,.57546645,1
35,059,Year,2014,.56425756,1
35,059,Year,2018,.59915733,1
35,061,Year,2014,.53373533,1
35,061,Year,2018,.58492857,1
36,001,Year,2014,.71709603,1
36,001,Year,2018,.74595565,1
36,003,Year,2014,.52747464,1
36,003,Year,2018,.54818523,1
36,005,Year,2014,.56885356,1
36,005,Year,2018,.63588035,1
36,007,Year,2014,.56265342,1
36,007,Year,2018,.60325766,1
36,009,Year,2014,.55483639,1
36,009,Year,2018,.55248475,1
36,011,Year,2014,.57615483,1
36,011,Year,2018,.60175723,1
36,013,Year,2014,.52063417,1
36,013,Year,2018,.55176812,1
36,015,Year,2014,.62449038,1
36,015,Year,2018,.63212925,1
36,017,Year,2014,.5898751,1
36,017,Year,2018,.62299025,1
36,019,Year,2014,.5765909,1
36,019,Year,2018,.61244506,1
36,021,Year,2014,.5352785,1
36,021,Year,2018,.54105639,1
36,023,Year,2014,.52828282,1
36,023,Year,2018,.5586555,1
36,025,Year,2014,.5815196,1
36,025,Year,2018,.61146843,1
36,027,Year,2014,.65438974,1
36,027,Year,2018,.66048503,1
36,029,Year,2014,.63657421,1
36,029,Year,2018,.67632437,1
36,031,Year,2014,.53046936,1
36,031,Year,2018,.55663162,1
36,033,Year,2014,.57612723,1
36,033,Year,2018,.60456216,1
36,035,Year,2014,.52433681,1
36,035,Year,2018,.55092758,1
36,037,Year,2014,.53468269,1
36,037,Year,2018,.56145269,1
36,039,Year,2014,.54269648,1
36,039,Year,2018,.54517698,1
36,041,Year,2014,.46466514,1
36,041,Year,2018,.47195265,1
36,043,Year,2014,.49983302,1
36,043,Year,2018,.52556759,1
36,045,Year,2014,.50956172,1
36,045,Year,2018,.52793348,1
36,047,Year,2014,.49656826,1
36,047,Year,2018,.55646938,1
36,049,Year,2014,.53282499,1
36,049,Year,2018,.55230218,1
36,051,Year,2014,.49970183,1
36,051,Year,2018,.54781806,1
36,053,Year,2014,.5324074,1
36,053,Year,2018,.55626208,1
36,055,Year,2014,.6638481,1
36,055,Year,2018,.67929441,1
36,057,Year,2014,.54442644,1
36,057,Year,2018,.55559444,1
36,059,Year,2014,.67414761,1
36,059,Year,2018,.69710153,1
36,061,Year,2014,1.3099345,1
36,061,Year,2018,1.4074706,1
36,063,Year,2014,.55357498,1
36,063,Year,2018,.569426,1
36,065,Year,2014,.57091707,1
36,065,Year,2018,.59117532,1
36,067,Year,2014,.65941721,1
36,067,Year,2018,.69619787,1
36,069,Year,2014,.6042906,1
36,069,Year,2018,.62382782,1
36,071,Year,2014,.5518868,1
36,071,Year,2018,.58944452,1
36,073,Year,2014,.5425542,1
36,073,Year,2018,.56288308,1
36,075,Year,2014,.58040529,1
36,075,Year,2018,.63005906,1
36,077,Year,2014,.54899037,1
36,077,Year,2018,.58334154,1
36,079,Year,2014,.59336764,1
36,079,Year,2018,.61158299,1
36,081,Year,2014,.57388204,1
36,081,Year,2018,.63884348,1
36,083,Year,2014,.63734031,1
36,083,Year,2018,.66011423,1
36,085,Year,2014,.51793957,1
36,085,Year,2018,.60091585,1
36,087,Year,2014,.63925308,1
36,087,Year,2018,.60802728,1
36,089,Year,2014,.57605481,1
36,089,Year,2018,.62401342,1
36,091,Year,2014,.6154604,1
36,091,Year,2018,.65745246,1
36,093,Year,2014,.70792061,1
36,093,Year,2018,.71800727,1
36,095,Year,2014,.47429973,1
36,095,Year,2018,.5256958,1
36,097,Year,2014,.5084734,1
36,097,Year,2018,.54460233,1
36,099,Year,2014,.63869423,1
36,099,Year,2018,.60357541,1
36,101,Year,2014,.74672472,1
36,101,Year,2018,.79594046,1
36,103,Year,2014,.65240091,1
36,103,Year,2018,.68069917,1
36,105,Year,2014,.53196716,1
36,105,Year,2018,.55347449,1
36,107,Year,2014,.67548102,1
36,107,Year,2018,.69003713,1
36,109,Year,2014,.64502931,1
36,109,Year,2018,.6943534,1
36,111,Year,2014,.52438164,1
36,111,Year,2018,.55463558,1
36,113,Year,2014,.54037464,1
36,113,Year,2018,.579907,1
36,115,Year,2014,.58607072,1
36,115,Year,2018,.57580388,1
36,117,Year,2014,.54400676,1
36,117,Year,2018,.55877441,1
36,119,Year,2014,.83101737,1
36,119,Year,2018,.83966792,1
36,121,Year,2014,.57687783,1
36,121,Year,2018,.59404647,1
36,123,Year,2014,.46310595,1
36,123,Year,2018,.48481891,1
37,001,Year,2014,.65421528,1
37,001,Year,2018,.70022357,1
37,003,Year,2014,.57663441,1
37,003,Year,2018,.60223192,1
37,005,Year,2014,.53003764,1
37,005,Year,2018,.55738491,1
37,007,Year,2014,.59410816,1
37,007,Year,2018,.61962163,1
37,009,Year,2014,.59119588,1
37,009,Year,2018,.61779112,1
37,011,Year,2014,.51821989,1
37,011,Year,2018,.56492352,1
37,013,Year,2014,.65623713,1
37,013,Year,2018,.67728209,1
37,015,Year,2014,.54654068,1
37,015,Year,2018,.57935077,1
37,017,Year,2014,.61643577,1
37,017,Year,2018,.63792652,1
37,019,Year,2014,.64087486,1
37,019,Year,2018,.66402936,1
37,021,Year,2014,.66882354,1
37,021,Year,2018,.7106728,1
37,023,Year,2014,.6348803,1
37,023,Year,2018,.65714669,1
37,025,Year,2014,.6385994,1
37,025,Year,2018,.66042483,1
37,027,Year,2014,.60964036,1
37,027,Year,2018,.69741756,1
37,029,Year,2014,.65764129,1
37,029,Year,2018,.58159173,1
37,031,Year,2014,.53975368,1
37,031,Year,2018,.58245844,1
37,033,Year,2014,.5678975,1
37,033,Year,2018,.61321491,1
37,035,Year,2014,.70574611,1
37,035,Year,2018,.75965428,1
37,037,Year,2014,.57239282,1
37,037,Year,2018,.61531019,1
37,039,Year,2014,.54848218,1
37,039,Year,2018,.59216422,1
37,041,Year,2014,.61101913,1
37,041,Year,2018,.6262458,1
37,043,Year,2014,.51550084,1
37,043,Year,2018,.54722136,1
37,045,Year,2014,.66401887,1
37,045,Year,2018,.70921087,1
37,047,Year,2014,.60769886,1
37,047,Year,2018,.62694359,1
37,049,Year,2014,.7123431,1
37,049,Year,2018,.72822392,1
37,051,Year,2014,.69225377,1
37,051,Year,2018,.72411638,1
37,053,Year,2014,.55670226,1
37,053,Year,2018,.57144469,1
37,055,Year,2014,.52061027,1
37,055,Year,2018,.55788559,1
37,057,Year,2014,.65332478,1
37,057,Year,2018,.70840049,1
37,059,Year,2014,.60270524,1
37,059,Year,2018,.63338417,1
37,061,Year,2014,.59119588,1
37,061,Year,2018,.63243508,1
37,063,Year,2014,1.1287373,1
37,063,Year,2018,1.1230251,1
37,065,Year,2014,.61819988,1
37,065,Year,2018,.64538932,1
37,067,Year,2014,.88390368,1
37,067,Year,2018,.88945234,1
37,069,Year,2014,.6518954,1
37,069,Year,2018,.69227475,1
37,071,Year,2014,.64308399,1
37,071,Year,2018,.67310905,1
37,073,Year,2014,.57469285,1
37,073,Year,2018,.59490997,1
37,075,Year,2014,.60090351,1
37,075,Year,2018,.62602836,1
37,077,Year,2014,.73440033,1
37,077,Year,2018,.76155078,1
37,079,Year,2014,.56013137,1
37,079,Year,2018,.61779112,1
37,081,Year,2014,.81371152,1
37,081,Year,2018,.83618468,1
37,083,Year,2014,.5868907,1
37,083,Year,2018,.60775149,1
37,085,Year,2014,.58121109,1
37,085,Year,2018,.61222833,1
37,087,Year,2014,.60107523,1
37,087,Year,2018,.61693543,1
37,089,Year,2014,.62272894,1
37,089,Year,2018,.65698886,1
37,091,Year,2014,.64420223,1
37,091,Year,2018,.66257441,1
37,093,Year,2014,.56060326,1
37,093,Year,2018,.62234461,1
37,095,Year,2014,.51764917,1
37,095,Year,2018,.54449087,1
37,097,Year,2014,.79282719,1
37,097,Year,2018,.80525291,1
37,099,Year,2014,.61123389,1
37,099,Year,2018,.64659917,1
37,101,Year,2014,.597866,1
37,101,Year,2018,.65219128,1
37,103,Year,2014,.58440048,1
37,103,Year,2018,.61596066,1
37,105,Year,2014,.69431734,1
37,105,Year,2018,.72955012,1
37,107,Year,2014,.62278426,1
37,107,Year,2018,.6681866,1
37,109,Year,2014,.63015044,1
37,109,Year,2018,.70310658,1
37,111,Year,2014,.59896195,1
37,111,Year,2018,.63884181,1
37,113,Year,2014,.57476807,1
37,113,Year,2018,.58765286,1
37,115,Year,2014,.5215016,1
37,115,Year,2018,.56069869,1
37,117,Year,2014,.54848218,1
37,117,Year,2018,.55463916,1
37,119,Year,2014,1.0341364,1
37,119,Year,2018,1.0883057,1
37,121,Year,2014,.59604967,1
37,121,Year,2018,.67179066,1
37,123,Year,2014,.60964036,1
37,123,Year,2018,.64799422,1
37,125,Year,2014,.65665746,1
37,125,Year,2018,.67904472,1
37,127,Year,2014,.68165427,1
37,127,Year,2018,.70884049,1
37,129,Year,2014,.7006228,1
37,129,Year,2018,.7387659,1
37,131,Year,2014,.60478657,1
37,131,Year,2018,.66996014,1
37,133,Year,2014,.57303131,1
37,133,Year,2018,.59049535,1
37,135,Year,2014,.86839664,1
37,135,Year,2018,.91708112,1
37,137,Year,2014,.49941036,1
37,137,Year,2018,.5342322,1
37,139,Year,2014,.63522285,1
37,139,Year,2018,.64791059,1
37,141,Year,2014,.58795923,1
37,141,Year,2018,.6095885,1
37,143,Year,2014,.56302333,1
37,143,Year,2018,.59009898,1
37,145,Year,2014,.68191707,1
37,145,Year,2018,.72385079,1
37,147,Year,2014,.73973405,1
37,147,Year,2018,.77263224,1
37,149,Year,2014,.52916712,1
37,149,Year,2018,.55770302,1
37,151,Year,2014,.60648125,1
37,151,Year,2018,.62825882,1
37,153,Year,2014,.59896195,1
37,153,Year,2018,.61504537,1
37,155,Year,2014,.57663441,1
37,155,Year,2018,.61046916,1
37,157,Year,2014,.64361715,1
37,157,Year,2018,.62328261,1
37,159,Year,2014,.71492845,1
37,159,Year,2018,.75167942,1
37,161,Year,2014,.58342975,1
37,161,Year,2018,.62511307,1
37,163,Year,2014,.61061114,1
37,163,Year,2018,.66538393,1
37,165,Year,2014,.63624668,1
37,165,Year,2018,.64726454,1
37,167,Year,2014,.59507889,1
37,167,Year,2018,.63518077,1
37,169,Year,2014,.54224277,1
37,169,Year,2018,.56914091,1
37,171,Year,2014,.60090351,1
37,171,Year,2018,.65073997,1
37,173,Year,2014,.6125527,1
37,173,Year,2018,.62968934,1
37,175,Year,2014,.58016413,1
37,175,Year,2018,.6053291,1
37,177,Year,2014,.50673932,1
