year,state,county,ratio_living_wage,ratio_living_wage_quality
2019,01,001,.6862398,1
2019,01,003,.6415621,NA
2019,01,005,.6603601,1
2019,01,007,.723408,1
2019,01,009,.6026942,1
2019,01,011,.6646274,1
2019,01,013,.6294031,1
2019,01,015,.7292048,NA
2019,01,017,.6854692,1
2019,01,019,.6275492,1
2019,01,021,.6970708,1
2019,01,023,NA,NA
2019,01,025,.7397109,1
2019,01,027,.6340379,1
2019,01,029,.7665926,1
2019,01,031,.6231698,NA
2019,01,033,.7936217,NA
2019,01,035,.6637005,1
2019,01,037,.6385122,1
2019,01,039,.6581387,1
2019,01,041,.6878013,1
2019,01,043,.7058824,NA
2019,01,045,NA,NA
2019,01,047,.7128291,1
2019,01,049,.6782946,NA
2019,01,051,.6261054,NA
2019,01,053,.7248796,1
2019,01,055,.6663603,NA
2019,01,057,.6136448,1
2019,01,059,.6618465,1
2019,01,061,.5945847,1
2019,01,063,.6229144,1
2019,01,065,.6406195,1
2019,01,067,.7823508,1
2019,01,069,.7693012,NA
2019,01,071,.6524524,NA
2019,01,073,NA,NA
2019,01,075,.7341491,1
2019,01,077,.635997,NA
2019,01,079,.6286603,1
2019,01,081,.694149,NA
2019,01,083,.846946,NA
2019,01,085,.8144676,1
2019,01,087,.7906934,1
2019,01,089,NA,NA
2019,01,091,.7443456,1
2019,01,093,.6460883,1
2019,01,095,.6677133,NA
2019,01,097,.8224841,NA
2019,01,099,.7730812,1
2019,01,101,.812699,NA
2019,01,103,.8345534,NA
2019,01,105,.5812014,1
2019,01,107,.7119021,1
2019,01,109,.7304413,1
2019,01,111,.609937,1
2019,01,113,.6559102,1
2019,01,115,.6648006,NA
2019,01,117,NA,NA
2019,01,119,.6737013,1
2019,01,121,.8244681,NA
2019,01,123,.6294031,1
2019,01,125,.7937346,NA
2019,01,127,.6955164,NA
2019,01,129,NA,NA
2019,01,131,.8231369,1
2019,01,133,.6766778,1
2019,02,013,NA,NA
2019,02,016,NA,NA
2019,02,020,NA,NA
2019,02,050,.6221493,1
2019,02,060,NA,NA
2019,02,068,.6383594,1
2019,02,070,.6969788,1
2019,02,090,NA,NA
2019,02,100,.6246027,1
2019,02,105,.5655738,1
2019,02,110,NA,NA
2019,02,122,.7610715,NA
2019,02,130,.7019374,1
2019,02,150,.7102619,1
2019,02,158,.4390362,1
2019,02,164,.6463971,1
2019,02,170,.6804641,NA
2019,02,180,NA,NA
2019,02,185,NA,NA
2019,02,188,NA,NA
2019,02,195,.6598629,1
2019,02,198,.665044,1
2019,02,220,.7105024,1
2019,02,230,.5938612,1
2019,02,240,NA,NA
2019,02,261,NA,NA
2019,02,275,.6573482,1
2019,02,282,.7047341,1
2019,02,290,.6431674,1
2019,04,001,.7498296,1
2019,04,003,.7591667,NA
2019,04,005,.6439047,NA
2019,04,007,.6841328,1
2019,04,009,.7063413,1
2019,04,011,NA,NA
2019,04,012,.6208333,1
2019,04,013,NA,NA
2019,04,015,.6372054,NA
2019,04,017,.6461616,NA
2019,04,019,.7713724,NA
2019,04,021,.6761453,NA
2019,04,023,.7909891,NA
2019,04,025,.6353189,NA
2019,04,027,.6509719,NA
2019,05,001,.769747,1
2019,05,003,.8387654,1
2019,05,005,.6582422,NA
2019,05,007,NA,NA
2019,05,009,.7272902,1
2019,05,011,.6680046,1
2019,05,013,NA,NA
2019,05,015,.5793499,1
2019,05,017,.6278758,1
2019,05,019,.6630893,1
2019,05,021,.5837807,1
2019,05,023,.6446422,1
2019,05,025,.608261,1
2019,05,027,.7476994,1
2019,05,029,.7307546,1
2019,05,031,.7337565,NA
2019,05,033,.6749337,NA
2019,05,035,.657656,NA
2019,05,037,.6214583,1
2019,05,039,.625,1
2019,05,041,.6815568,1
2019,05,043,.6614264,1
2019,05,045,.7251558,NA
2019,05,047,.6707551,1
2019,05,049,.5828221,1
2019,05,051,.6633222,NA
2019,05,053,.7512316,1
2019,05,055,.7048125,1
2019,05,057,.6784208,1
2019,05,059,.6842508,1
2019,05,061,.6336274,1
2019,05,063,.7582439,1
2019,05,065,.6010353,1
2019,05,067,.6959356,1
2019,05,069,.7666918,NA
2019,05,071,.6111747,1
2019,05,073,.5876151,1
2019,05,075,.6230829,1
2019,05,077,.6432132,1
2019,05,079,.6440966,1
2019,05,081,.9461274,1
2019,05,083,.6144555,1
2019,05,085,.6270627,NA
2019,05,087,.6420305,1
2019,05,089,.5933666,1
2019,05,091,.7227357,1
2019,05,093,NA,NA
2019,05,095,.5895323,1
2019,05,097,.5243482,1
2019,05,099,.7005238,1
2019,05,101,.5205138,1
2019,05,103,.6614264,1
2019,05,105,.5977264,1
2019,05,107,.6259586,1
2019,05,109,.6106212,1
2019,05,111,.7141488,1
2019,05,113,.6106212,1
2019,05,115,.7784091,NA
2019,05,117,.6182899,1
2019,05,119,.8984231,NA
2019,05,121,.6058282,1
2019,05,123,.7016872,1
2019,05,125,.6545655,NA
2019,05,127,.5837807,1
2019,05,129,.5166795,1
2019,05,131,.8046194,NA
2019,05,133,.6269172,1
2019,05,135,.5339341,1
2019,05,137,.5694019,1
2019,05,139,.9288728,NA
2019,05,141,.6470476,1
2019,05,143,.8538633,NA
2019,05,145,.6985573,NA
2019,05,147,.6710123,1
2019,05,149,.6067868,1
2019,06,001,NA,NA
2019,06,003,.6009615,1
2019,06,005,.6721163,NA
2019,06,007,.6478157,NA
2019,06,009,.6271478,NA
2019,06,011,.6680831,1
2019,06,013,NA,NA
2019,06,015,.6041731,1
2019,06,017,.7252359,NA
2019,06,019,.6828776,NA
2019,06,021,.6656051,NA
2019,06,023,.6184535,NA
2019,06,025,.6226679,NA
2019,06,027,.6802562,1
2019,06,029,.7267897,NA
2019,06,031,.6722754,NA
2019,06,033,.6007451,NA
2019,06,035,.7348269,1
2019,06,037,NA,NA
2019,06,039,.6593069,NA
2019,06,041,NA,NA
2019,06,043,.620743,1
2019,06,045,.6054865,NA
2019,06,047,.6779121,NA
2019,06,049,.6204918,1
2019,06,051,.5707796,1
2019,06,053,.660744,NA
2019,06,055,NA,NA
2019,06,057,.6645009,NA
2019,06,059,NA,NA
2019,06,061,NA,NA
2019,06,063,.6696007,1
2019,06,065,.6625,NA
2019,06,067,NA,NA
2019,06,069,.651738,NA
2019,06,071,.6919118,NA
2019,06,073,NA,NA
2019,06,075,NA,NA
2019,06,077,.7126662,NA
2019,06,079,.6804938,NA
2019,06,081,NA,NA
2019,06,083,NA,NA
2019,06,085,NA,NA
2019,06,087,NA,NA
2019,06,089,.6764069,NA
2019,06,091,.5434467,1
2019,06,093,.6413112,NA
2019,06,095,NA,NA
2019,06,097,NA,NA
2019,06,099,.7312768,NA
2019,06,101,.652826,NA
2019,06,103,.6855096,NA
2019,06,105,.6152623,1
2019,06,107,.6277361,NA
2019,06,109,.6770512,NA
2019,06,111,NA,NA
2019,06,113,NA,NA
2019,06,115,NA,NA
2019,08,001,NA,NA
2019,08,003,.629394,1
2019,08,005,NA,NA
2019,08,007,.5694669,1
2019,08,009,.5481557,1
2019,08,011,.5967252,1
2019,08,013,NA,NA
2019,08,014,NA,NA
2019,08,015,.615334,NA
2019,08,017,.7180669,1
2019,08,019,.6649321,1
2019,08,021,.5268101,1
2019,08,023,.5224643,1
2019,08,025,.7046527,1
2019,08,027,.5436253,1
2019,08,029,.5688088,1
2019,08,031,NA,NA
2019,08,033,.5797473,1
2019,08,035,NA,NA
2019,08,037,.685685,NA
2019,08,039,.6266262,1
2019,08,041,NA,NA
2019,08,043,.6806064,1
2019,08,045,.7567316,NA
2019,08,047,.6266262,1
2019,08,049,.579172,1
2019,08,051,.6258149,NA
2019,08,053,.5041391,1
2019,08,055,.5677224,1
2019,08,057,.6358857,1
2019,08,059,NA,NA
