year,state,county,adults,children,wage
2021,17,155,2 Adults (Both Working),1 Child,16.89
2021,17,155,2 Adults (Both Working),2 Children,21.85
2021,17,155,2 Adults (Both Working),3 Children,25.18
2021,17,157,1 Adult,0 Children,15.07
2021,17,157,1 Adult,1 Child,30.69
2021,17,157,1 Adult,2 Children,38.82
2021,17,157,1 Adult,3 Children,51.18
2021,17,157,2 Adults (1 Working),0 Children,24.13
2021,17,157,2 Adults (1 Working),1 Child,29.35
2021,17,157,2 Adults (1 Working),2 Children,35.05
2021,17,157,2 Adults (1 Working),3 Children,37.6
2021,17,157,2 Adults (Both Working),0 Children,12.06
2021,17,157,2 Adults (Both Working),1 Child,17.08
2021,17,157,2 Adults (Both Working),2 Children,22.33
2021,17,157,2 Adults (Both Working),3 Children,26
2021,17,159,1 Adult,0 Children,16
2021,17,159,1 Adult,1 Child,30.24
2021,17,159,1 Adult,2 Children,37.92
2021,17,159,1 Adult,3 Children,50.11
2021,17,159,2 Adults (1 Working),0 Children,24.49
2021,17,159,2 Adults (1 Working),1 Child,29.35
2021,17,159,2 Adults (1 Working),2 Children,35.05
2021,17,159,2 Adults (1 Working),3 Children,37.87
2021,17,159,2 Adults (Both Working),0 Children,12.24
2021,17,159,2 Adults (Both Working),1 Child,16.85
2021,17,159,2 Adults (Both Working),2 Children,21.88
2021,17,159,2 Adults (Both Working),3 Children,25.46
2021,17,161,1 Adult,0 Children,15.48
2021,17,161,1 Adult,1 Child,31.46
2021,17,161,1 Adult,2 Children,39.7
2021,17,161,1 Adult,3 Children,52.47
2021,17,161,2 Adults (1 Working),0 Children,24.76
2021,17,161,2 Adults (1 Working),1 Child,30
2021,17,161,2 Adults (1 Working),2 Children,35.7
2021,17,161,2 Adults (1 Working),3 Children,38.53
2021,17,161,2 Adults (Both Working),0 Children,12.38
2021,17,161,2 Adults (Both Working),1 Child,17.46
2021,17,161,2 Adults (Both Working),2 Children,22.77
2021,17,161,2 Adults (Both Working),3 Children,26.64
2021,17,163,1 Adult,0 Children,16.66
2021,17,163,1 Adult,1 Child,32.68
2021,17,163,1 Adult,2 Children,40.97
2021,17,163,1 Adult,3 Children,53.96
2021,17,163,2 Adults (1 Working),0 Children,25.57
2021,17,163,2 Adults (1 Working),1 Child,31.19
2021,17,163,2 Adults (1 Working),2 Children,36.88
2021,17,163,2 Adults (1 Working),3 Children,39.89
2021,17,163,2 Adults (Both Working),0 Children,12.79
2021,17,163,2 Adults (Both Working),1 Child,18.07
2021,17,163,2 Adults (Both Working),2 Children,23.4
2021,17,163,2 Adults (Both Working),3 Children,27.39
2021,17,165,1 Adult,0 Children,15.16
2021,17,165,1 Adult,1 Child,30.5
2021,17,165,1 Adult,2 Children,38.44
2021,17,165,1 Adult,3 Children,50.73
2021,17,165,2 Adults (1 Working),0 Children,24.03
2021,17,165,2 Adults (1 Working),1 Child,29.35
2021,17,165,2 Adults (1 Working),2 Children,35.05
2021,17,165,2 Adults (1 Working),3 Children,37.71
2021,17,165,2 Adults (Both Working),0 Children,12.02
2021,17,165,2 Adults (Both Working),1 Child,16.98
2021,17,165,2 Adults (Both Working),2 Children,22.14
2021,17,165,2 Adults (Both Working),3 Children,25.77
2021,17,167,1 Adult,0 Children,15.93
2021,17,167,1 Adult,1 Child,32.07
2021,17,167,1 Adult,2 Children,40.37
2021,17,167,1 Adult,3 Children,52.83
2021,17,167,2 Adults (1 Working),0 Children,25.21
2021,17,167,2 Adults (1 Working),1 Child,30.57
2021,17,167,2 Adults (1 Working),2 Children,36.27
2021,17,167,2 Adults (1 Working),3 Children,38.75
2021,17,167,2 Adults (Both Working),0 Children,12.61
2021,17,167,2 Adults (Both Working),1 Child,17.77
2021,17,167,2 Adults (Both Working),2 Children,23.1
2021,17,167,2 Adults (Both Working),3 Children,26.83
2021,17,169,1 Adult,0 Children,15.16
2021,17,169,1 Adult,1 Child,29.77
2021,17,169,1 Adult,2 Children,36.98
2021,17,169,1 Adult,3 Children,48
2021,17,169,2 Adults (1 Working),0 Children,24.03
2021,17,169,2 Adults (1 Working),1 Child,29.35
2021,17,169,2 Adults (1 Working),2 Children,35.05
2021,17,169,2 Adults (1 Working),3 Children,37.17
2021,17,169,2 Adults (Both Working),0 Children,12.02
2021,17,169,2 Adults (Both Working),1 Child,16.62
2021,17,169,2 Adults (Both Working),2 Children,21.4
2021,17,169,2 Adults (Both Working),3 Children,24.41
2021,17,171,1 Adult,0 Children,15.16
2021,17,171,1 Adult,1 Child,29.28
2021,17,171,1 Adult,2 Children,36
2021,17,171,1 Adult,3 Children,46.53
2021,17,171,2 Adults (1 Working),0 Children,24.03
2021,17,171,2 Adults (1 Working),1 Child,29.35
2021,17,171,2 Adults (1 Working),2 Children,35.05
2021,17,171,2 Adults (1 Working),3 Children,37.17
2021,17,171,2 Adults (Both Working),0 Children,12.02
2021,17,171,2 Adults (Both Working),1 Child,16.37
2021,17,171,2 Adults (Both Working),2 Children,20.92
2021,17,171,2 Adults (Both Working),3 Children,23.67
2021,17,173,1 Adult,0 Children,15.16
2021,17,173,1 Adult,1 Child,30.04
2021,17,173,1 Adult,2 Children,37.52
2021,17,173,1 Adult,3 Children,49.82
2021,17,173,2 Adults (1 Working),0 Children,24.63
2021,17,173,2 Adults (1 Working),1 Child,29.35
2021,17,173,2 Adults (1 Working),2 Children,35.05
2021,17,173,2 Adults (1 Working),3 Children,38.18
2021,17,173,2 Adults (Both Working),0 Children,12.31
2021,17,173,2 Adults (Both Working),1 Child,16.75
2021,17,173,2 Adults (Both Working),2 Children,21.68
2021,17,173,2 Adults (Both Working),3 Children,25.32
2021,17,175,1 Adult,0 Children,16.36
2021,17,175,1 Adult,1 Child,31.34
2021,17,175,1 Adult,2 Children,38.91
2021,17,175,1 Adult,3 Children,50.89
2021,17,175,2 Adults (1 Working),0 Children,25.14
2021,17,175,2 Adults (1 Working),1 Child,30.57
2021,17,175,2 Adults (1 Working),2 Children,36.27
2021,17,175,2 Adults (1 Working),3 Children,39
2021,17,175,2 Adults (Both Working),0 Children,12.57
2021,17,175,2 Adults (Both Working),1 Child,17.4
2021,17,175,2 Adults (Both Working),2 Children,22.37
2021,17,175,2 Adults (Both Working),3 Children,25.86
2021,17,177,1 Adult,0 Children,15.23
2021,17,177,1 Adult,1 Child,29.7
2021,17,177,1 Adult,2 Children,36.85
2021,17,177,1 Adult,3 Children,48.22
2021,17,177,2 Adults (1 Working),0 Children,24.16
2021,17,177,2 Adults (1 Working),1 Child,29.35
2021,17,177,2 Adults (1 Working),2 Children,35.05
2021,17,177,2 Adults (1 Working),3 Children,37.6
2021,17,177,2 Adults (Both Working),0 Children,12.08
2021,17,177,2 Adults (Both Working),1 Child,16.58
2021,17,177,2 Adults (Both Working),2 Children,21.34
2021,17,177,2 Adults (Both Working),3 Children,24.52
2021,17,179,1 Adult,0 Children,16.36
2021,17,179,1 Adult,1 Child,32.3
2021,17,179,1 Adult,2 Children,40.83
2021,17,179,1 Adult,3 Children,53.77
2021,17,179,2 Adults (1 Working),0 Children,25.14
2021,17,179,2 Adults (1 Working),1 Child,30.57
2021,17,179,2 Adults (1 Working),2 Children,36.27
2021,17,179,2 Adults (1 Working),3 Children,39
2021,17,179,2 Adults (Both Working),0 Children,12.57
2021,17,179,2 Adults (Both Working),1 Child,17.88
2021,17,179,2 Adults (Both Working),2 Children,23.33
2021,17,179,2 Adults (Both Working),3 Children,27.3
2021,17,181,1 Adult,0 Children,15.06
2021,17,181,1 Adult,1 Child,29.9
2021,17,181,1 Adult,2 Children,37.24
2021,17,181,1 Adult,3 Children,49.4
2021,17,181,2 Adults (1 Working),0 Children,24.05
2021,17,181,2 Adults (1 Working),1 Child,29.35
2021,17,181,2 Adults (1 Working),2 Children,35.05
2021,17,181,2 Adults (1 Working),3 Children,38.18
2021,17,181,2 Adults (Both Working),0 Children,12.02
2021,17,181,2 Adults (Both Working),1 Child,16.68
2021,17,181,2 Adults (Both Working),2 Children,21.54
2021,17,181,2 Adults (Both Working),3 Children,25.11
2021,17,183,1 Adult,0 Children,15.53
2021,17,183,1 Adult,1 Child,31.18
2021,17,183,1 Adult,2 Children,39.11
2021,17,183,1 Adult,3 Children,51.46
2021,17,183,2 Adults (1 Working),0 Children,24.55
2021,17,183,2 Adults (1 Working),1 Child,30.03
2021,17,183,2 Adults (1 Working),2 Children,35.73
2021,17,183,2 Adults (1 Working),3 Children,38.45
2021,17,183,2 Adults (Both Working),0 Children,12.27
2021,17,183,2 Adults (Both Working),1 Child,17.32
2021,17,183,2 Adults (Both Working),2 Children,22.47
2021,17,183,2 Adults (Both Working),3 Children,26.14
2021,17,185,1 Adult,0 Children,15.29
2021,17,185,1 Adult,1 Child,30.83
2021,17,185,1 Adult,2 Children,38.9
2021,17,185,1 Adult,3 Children,51.12
2021,17,185,2 Adults (1 Working),0 Children,24.18
2021,17,185,2 Adults (1 Working),1 Child,29.55
2021,17,185,2 Adults (1 Working),2 Children,35.24
2021,17,185,2 Adults (1 Working),3 Children,37.7
2021,17,185,2 Adults (Both Working),0 Children,12.09
2021,17,185,2 Adults (Both Working),1 Child,17.15
2021,17,185,2 Adults (Both Working),2 Children,22.37
2021,17,185,2 Adults (Both Working),3 Children,25.97
2021,17,187,1 Adult,0 Children,15.06
2021,17,187,1 Adult,1 Child,29.39
2021,17,187,1 Adult,2 Children,36.22
2021,17,187,1 Adult,3 Children,47.77
2021,17,187,2 Adults (1 Working),0 Children,24.31
2021,17,187,2 Adults (1 Working),1 Child,29.35
2021,17,187,2 Adults (1 Working),2 Children,35.05
2021,17,187,2 Adults (1 Working),3 Children,38.08
2021,17,187,2 Adults (Both Working),0 Children,12.16
2021,17,187,2 Adults (Both Working),1 Child,16.43
2021,17,187,2 Adults (Both Working),2 Children,21.03
2021,17,187,2 Adults (Both Working),3 Children,24.3
2021,17,189,1 Adult,0 Children,15.92
2021,17,189,1 Adult,1 Child,30.62
2021,17,189,1 Adult,2 Children,38.21
2021,17,189,1 Adult,3 Children,49.72
2021,17,189,2 Adults (1 Working),0 Children,24.39
2021,17,189,2 Adults (1 Working),1 Child,29.82
2021,17,189,2 Adults (1 Working),2 Children,35.52
2021,17,189,2 Adults (1 Working),3 Children,37.76
2021,17,189,2 Adults (Both Working),0 Children,12.19
2021,17,189,2 Adults (Both Working),1 Child,17.04
2021,17,189,2 Adults (Both Working),2 Children,22.02
2021,17,189,2 Adults (Both Working),3 Children,25.27
2021,17,191,1 Adult,0 Children,15.16
2021,17,191,1 Adult,1 Child,29.36
2021,17,191,1 Adult,2 Children,36.15
2021,17,191,1 Adult,3 Children,46.75
2021,17,191,2 Adults (1 Working),0 Children,24.03
2021,17,191,2 Adults (1 Working),1 Child,29.35
2021,17,191,2 Adults (1 Working),2 Children,35.05
2021,17,191,2 Adults (1 Working),3 Children,37.17
2021,17,191,2 Adults (Both Working),0 Children,12.02
2021,17,191,2 Adults (Both Working),1 Child,16.41
2021,17,191,2 Adults (Both Working),2 Children,20.99
2021,17,191,2 Adults (Both Working),3 Children,23.78
2021,17,193,1 Adult,0 Children,15.06
2021,17,193,1 Adult,1 Child,29.45
2021,17,193,1 Adult,2 Children,36.33
2021,17,193,1 Adult,3 Children,47.51
2021,17,193,2 Adults (1 Working),0 Children,24.43
2021,17,193,2 Adults (1 Working),1 Child,29.35
2021,17,193,2 Adults (1 Working),2 Children,35.05
2021,17,193,2 Adults (1 Working),3 Children,37.66
2021,17,193,2 Adults (Both Working),0 Children,12.22
2021,17,193,2 Adults (Both Working),1 Child,16.45
2021,17,193,2 Adults (Both Working),2 Children,21.08
2021,17,193,2 Adults (Both Working),3 Children,24.16
2021,17,195,1 Adult,0 Children,15.31
2021,17,195,1 Adult,1 Child,31.15
2021,17,195,1 Adult,2 Children,39.35
2021,17,195,1 Adult,3 Children,51.45
2021,17,195,2 Adults (1 Working),0 Children,24.33
2021,17,195,2 Adults (1 Working),1 Child,29.75
2021,17,195,2 Adults (1 Working),2 Children,35.44
2021,17,195,2 Adults (1 Working),3 Children,37.66
2021,17,195,2 Adults (Both Working),0 Children,12.17
2021,17,195,2 Adults (Both Working),1 Child,17.31
2021,17,195,2 Adults (Both Working),2 Children,22.59
2021,17,195,2 Adults (Both Working),3 Children,26.13
2021,17,197,1 Adult,0 Children,19.29
2021,17,197,1 Adult,1 Child,35.98
2021,17,197,1 Adult,2 Children,44.79
2021,17,197,1 Adult,3 Children,58.79
2021,17,197,2 Adults (1 Working),0 Children,28.58
2021,17,197,2 Adults (1 Working),1 Child,33.96
2021,17,197,2 Adults (1 Working),2 Children,39.66
2021,17,197,2 Adults (1 Working),3 Children,43.16
2021,17,197,2 Adults (Both Working),0 Children,14.29
2021,17,197,2 Adults (Both Working),1 Child,19.72
2021,17,197,2 Adults (Both Working),2 Children,25.31
2021,17,197,2 Adults (Both Working),3 Children,29.8
2021,17,199,1 Adult,0 Children,15.92
2021,17,199,1 Adult,1 Child,31.14
2021,17,199,1 Adult,2 Children,39.23
2021,17,199,1 Adult,3 Children,51.8
2021,17,199,2 Adults (1 Working),0 Children,24.4
2021,17,199,2 Adults (1 Working),1 Child,29.83
2021,17,199,2 Adults (1 Working),2 Children,35.53
2021,17,199,2 Adults (1 Working),3 Children,38.31
2021,17,199,2 Adults (Both Working),0 Children,12.2
2021,17,199,2 Adults (Both Working),1 Child,17.3
2021,17,199,2 Adults (Both Working),2 Children,22.53
2021,17,199,2 Adults (Both Working),3 Children,26.31
2021,17,201,1 Adult,0 Children,15.56
2021,17,201,1 Adult,1 Child,31.53
2021,17,201,1 Adult,2 Children,39.73
2021,17,201,1 Adult,3 Children,52.63
2021,17,201,2 Adults (1 Working),0 Children,24.61
2021,17,201,2 Adults (1 Working),1 Child,30.12
2021,17,201,2 Adults (1 Working),2 Children,35.81
2021,17,201,2 Adults (1 Working),3 Children,38.82
2021,17,201,2 Adults (Both Working),0 Children,12.31
2021,17,201,2 Adults (Both Working),1 Child,17.5
2021,17,201,2 Adults (Both Working),2 Children,22.78
2021,17,201,2 Adults (Both Working),3 Children,26.72
2021,17,203,1 Adult,0 Children,16.36
2021,17,203,1 Adult,1 Child,32.19
2021,17,203,1 Adult,2 Children,40.6
2021,17,203,1 Adult,3 Children,53.43
2021,17,203,2 Adults (1 Working),0 Children,25.14
2021,17,203,2 Adults (1 Working),1 Child,30.57
2021,17,203,2 Adults (1 Working),2 Children,36.27
2021,17,203,2 Adults (1 Working),3 Children,39
2021,17,203,2 Adults (Both Working),0 Children,12.57
2021,17,203,2 Adults (Both Working),1 Child,17.83
2021,17,203,2 Adults (Both Working),2 Children,23.22
2021,17,203,2 Adults (Both Working),3 Children,27.13
2021,18,001,1 Adult,0 Children,15.1
2021,18,001,1 Adult,1 Child,27.82
2021,18,001,1 Adult,2 Children,34.06
2021,18,001,1 Adult,3 Children,45.13
2021,18,001,2 Adults (1 Working),0 Children,23.57
2021,18,001,2 Adults (1 Working),1 Child,28.23
2021,18,001,2 Adults (1 Working),2 Children,33.8
2021,18,001,2 Adults (1 Working),3 Children,36.98
2021,18,001,2 Adults (Both Working),0 Children,11.78
2021,18,001,2 Adults (Both Working),1 Child,15.61
2021,18,001,2 Adults (Both Working),2 Children,19.89
2021,18,001,2 Adults (Both Working),3 Children,22.97
2021,18,003,1 Adult,0 Children,15.21
2021,18,003,1 Adult,1 Child,28.46
2021,18,003,1 Adult,2 Children,34.95
2021,18,003,1 Adult,3 Children,45.54
2021,18,003,2 Adults (1 Working),0 Children,24.11
2021,18,003,2 Adults (1 Working),1 Child,28.62
2021,18,003,2 Adults (1 Working),2 Children,34.2
2021,18,003,2 Adults (1 Working),3 Children,36.64
2021,18,003,2 Adults (Both Working),0 Children,12.06
2021,18,003,2 Adults (Both Working),1 Child,15.93
2021,18,003,2 Adults (Both Working),2 Children,20.33
2021,18,003,2 Adults (Both Working),3 Children,23.17
2021,18,005,1 Adult,0 Children,16.97
2021,18,005,1 Adult,1 Child,29.92
2021,18,005,1 Adult,2 Children,37
2021,18,005,1 Adult,3 Children,48.62
2021,18,005,2 Adults (1 Working),0 Children,25.11
2021,18,005,2 Adults (1 Working),1 Child,29.5
2021,18,005,2 Adults (1 Working),2 Children,35.08
2021,18,005,2 Adults (1 Working),3 Children,37.98
2021,18,005,2 Adults (Both Working),0 Children,12.55
2021,18,005,2 Adults (Both Working),1 Child,16.66
2021,18,005,2 Adults (Both Working),2 Children,21.35
2021,18,005,2 Adults (Both Working),3 Children,24.71
2021,18,007,1 Adult,0 Children,16.16
2021,18,007,1 Adult,1 Child,29.21
2021,18,007,1 Adult,2 Children,35.78
2021,18,007,1 Adult,3 Children,46.94
2021,18,007,2 Adults (1 Working),0 Children,25.02
2021,18,007,2 Adults (1 Working),1 Child,29.28
2021,18,007,2 Adults (1 Working),2 Children,34.86
2021,18,007,2 Adults (1 Working),3 Children,37.79
2021,18,007,2 Adults (Both Working),0 Children,12.51
2021,18,007,2 Adults (Both Working),1 Child,16.3
2021,18,007,2 Adults (Both Working),2 Children,20.75
2021,18,007,2 Adults (Both Working),3 Children,23.87
2021,18,009,1 Adult,0 Children,15.1
2021,18,009,1 Adult,1 Child,27.57
2021,18,009,1 Adult,2 Children,33.57
2021,18,009,1 Adult,3 Children,43.63
2021,18,009,2 Adults (1 Working),0 Children,23.95
2021,18,009,2 Adults (1 Working),1 Child,28.23
2021,18,009,2 Adults (1 Working),2 Children,33.8
2021,18,009,2 Adults (1 Working),3 Children,36.22
2021,18,009,2 Adults (Both Working),0 Children,11.98
2021,18,009,2 Adults (Both Working),1 Child,15.48
2021,18,009,2 Adults (Both Working),2 Children,19.64
2021,18,009,2 Adults (Both Working),3 Children,22.22
2021,18,011,1 Adult,0 Children,16.35
2021,18,011,1 Adult,1 Child,30.81
2021,18,011,1 Adult,2 Children,38.43
2021,18,011,1 Adult,3 Children,50.77
2021,18,011,2 Adults (1 Working),0 Children,25.23
2021,18,011,2 Adults (1 Working),1 Child,29.84
2021,18,011,2 Adults (1 Working),2 Children,35.42
2021,18,011,2 Adults (1 Working),3 Children,38.48
2021,18,011,2 Adults (Both Working),0 Children,12.62
2021,18,011,2 Adults (Both Working),1 Child,17.1
2021,18,011,2 Adults (Both Working),2 Children,22.07
2021,18,011,2 Adults (Both Working),3 Children,25.79
2021,18,013,1 Adult,0 Children,16.35
2021,18,013,1 Adult,1 Child,30.43
2021,18,013,1 Adult,2 Children,37.67
2021,18,013,1 Adult,3 Children,49.62
2021,18,013,2 Adults (1 Working),0 Children,25.23
2021,18,013,2 Adults (1 Working),1 Child,29.84
2021,18,013,2 Adults (1 Working),2 Children,35.42
2021,18,013,2 Adults (1 Working),3 Children,38.48
2021,18,013,2 Adults (Both Working),0 Children,12.62
2021,18,013,2 Adults (Both Working),1 Child,16.91
2021,18,013,2 Adults (Both Working),2 Children,21.69
2021,18,013,2 Adults (Both Working),3 Children,25.21
2021,18,015,1 Adult,0 Children,15.4
2021,18,015,1 Adult,1 Child,27.82
2021,18,015,1 Adult,2 Children,34.06
2021,18,015,1 Adult,3 Children,44.09
2021,18,015,2 Adults (1 Working),0 Children,23.53
2021,18,015,2 Adults (1 Working),1 Child,28.23
2021,18,015,2 Adults (1 Working),2 Children,33.8
2021,18,015,2 Adults (1 Working),3 Children,35.94
2021,18,015,2 Adults (Both Working),0 Children,11.77
2021,18,015,2 Adults (Both Working),1 Child,15.61
2021,18,015,2 Adults (Both Working),2 Children,19.89
2021,18,015,2 Adults (Both Working),3 Children,22.45
2021,18,017,1 Adult,0 Children,15.39
2021,18,017,1 Adult,1 Child,27.49
2021,18,017,1 Adult,2 Children,33.4
2021,18,017,1 Adult,3 Children,43.47
2021,18,017,2 Adults (1 Working),0 Children,23.73
2021,18,017,2 Adults (1 Working),1 Child,28.23
2021,18,017,2 Adults (1 Working),2 Children,33.8
2021,18,017,2 Adults (1 Working),3 Children,36.31
2021,18,017,2 Adults (Both Working),0 Children,11.87
2021,18,017,2 Adults (Both Working),1 Child,15.44
2021,18,017,2 Adults (Both Working),2 Children,19.56
2021,18,017,2 Adults (Both Working),3 Children,22.14
2021,18,019,1 Adult,0 Children,16.13
2021,18,019,1 Adult,1 Child,29.85
2021,18,019,1 Adult,2 Children,36.73
2021,18,019,1 Adult,3 Children,48.39
2021,18,019,2 Adults (1 Working),0 Children,25.08
2021,18,019,2 Adults (1 Working),1 Child,29.63
2021,18,019,2 Adults (1 Working),2 Children,35.21
2021,18,019,2 Adults (1 Working),3 Children,38.34
2021,18,019,2 Adults (Both Working),0 Children,12.54
2021,18,019,2 Adults (Both Working),1 Child,16.62
2021,18,019,2 Adults (Both Working),2 Children,21.22
2021,18,019,2 Adults (Both Working),3 Children,24.59
2021,18,021,1 Adult,0 Children,15.36
2021,18,021,1 Adult,1 Child,28.46
2021,18,021,1 Adult,2 Children,34.87
2021,18,021,1 Adult,3 Children,45.34
2021,18,021,2 Adults (1 Working),0 Children,24.14
2021,18,021,2 Adults (1 Working),1 Child,28.7
2021,18,021,2 Adults (1 Working),2 Children,34.28
2021,18,021,2 Adults (1 Working),3 Children,36.69
2021,18,021,2 Adults (Both Working),0 Children,12.07
2021,18,021,2 Adults (Both Working),1 Child,15.93
2021,18,021,2 Adults (Both Working),2 Children,20.29
2021,18,021,2 Adults (Both Working),3 Children,23.07
2021,18,023,1 Adult,0 Children,15.13
2021,18,023,1 Adult,1 Child,28.45
2021,18,023,1 Adult,2 Children,34.94
2021,18,023,1 Adult,3 Children,45.44
2021,18,023,2 Adults (1 Working),0 Children,23.82
2021,18,023,2 Adults (1 Working),1 Child,28.6
2021,18,023,2 Adults (1 Working),2 Children,34.18
2021,18,023,2 Adults (1 Working),3 Children,36.54
2021,18,023,2 Adults (Both Working),0 Children,11.91
2021,18,023,2 Adults (Both Working),1 Child,15.92
2021,18,023,2 Adults (Both Working),2 Children,20.32
2021,18,023,2 Adults (Both Working),3 Children,23.12
2021,18,025,1 Adult,0 Children,15.1
2021,18,025,1 Adult,1 Child,27.65
2021,18,025,1 Adult,2 Children,33.73
2021,18,025,1 Adult,3 Children,43.59
2021,18,025,2 Adults (1 Working),0 Children,23.53
2021,18,025,2 Adults (1 Working),1 Child,28.23
2021,18,025,2 Adults (1 Working),2 Children,33.8
2021,18,025,2 Adults (1 Working),3 Children,35.94
2021,18,025,2 Adults (Both Working),0 Children,11.77
2021,18,025,2 Adults (Both Working),1 Child,15.52
2021,18,025,2 Adults (Both Working),2 Children,19.72
2021,18,025,2 Adults (Both Working),3 Children,22.2
2021,18,027,1 Adult,0 Children,15.24
2021,18,027,1 Adult,1 Child,28.1
2021,18,027,1 Adult,2 Children,34.43
2021,18,027,1 Adult,3 Children,44.69
2021,18,027,2 Adults (1 Working),0 Children,23.68
2021,18,027,2 Adults (1 Working),1 Child,28.42
2021,18,027,2 Adults (1 Working),2 Children,34
2021,18,027,2 Adults (1 Working),3 Children,36.28
2021,18,027,2 Adults (Both Working),0 Children,11.84
2021,18,027,2 Adults (Both Working),1 Child,15.75
2021,18,027,2 Adults (Both Working),2 Children,20.07
2021,18,027,2 Adults (Both Working),3 Children,22.74
2021,18,029,1 Adult,0 Children,15.79
2021,18,029,1 Adult,1 Child,30.25
2021,18,029,1 Adult,2 Children,37.54
2021,18,029,1 Adult,3 Children,49.74
2021,18,029,2 Adults (1 Working),0 Children,24.61
2021,18,029,2 Adults (1 Working),1 Child,29.61
2021,18,029,2 Adults (1 Working),2 Children,35.19
2021,18,029,2 Adults (1 Working),3 Children,38.45
2021,18,029,2 Adults (Both Working),0 Children,12.3
2021,18,029,2 Adults (Both Working),1 Child,16.82
2021,18,029,2 Adults (Both Working),2 Children,21.63
2021,18,029,2 Adults (Both Working),3 Children,25.27
2021,18,031,1 Adult,0 Children,15.75
2021,18,031,1 Adult,1 Child,28.91
2021,18,031,1 Adult,2 Children,35.32
2021,18,031,1 Adult,3 Children,45.74
2021,18,031,2 Adults (1 Working),0 Children,24.24
2021,18,031,2 Adults (1 Working),1 Child,29.15
2021,18,031,2 Adults (1 Working),2 Children,34.73
2021,18,031,2 Adults (1 Working),3 Children,37.09
2021,18,031,2 Adults (Both Working),0 Children,12.12
2021,18,031,2 Adults (Both Working),1 Child,16.15
2021,18,031,2 Adults (Both Working),2 Children,20.52
2021,18,031,2 Adults (Both Working),3 Children,23.27
2021,18,033,1 Adult,0 Children,15.21
2021,18,033,1 Adult,1 Child,27.9
2021,18,033,1 Adult,2 Children,34.06
2021,18,033,1 Adult,3 Children,44.23
2021,18,033,2 Adults (1 Working),0 Children,23.66
2021,18,033,2 Adults (1 Working),1 Child,28.39
2021,18,033,2 Adults (1 Working),2 Children,33.97
2021,18,033,2 Adults (1 Working),3 Children,36.33
2021,18,033,2 Adults (Both Working),0 Children,11.83
2021,18,033,2 Adults (Both Working),1 Child,15.65
2021,18,033,2 Adults (Both Working),2 Children,19.89
2021,18,033,2 Adults (Both Working),3 Children,22.52
2021,18,035,1 Adult,0 Children,15.48
2021,18,035,1 Adult,1 Child,29.02
2021,18,035,1 Adult,2 Children,36.39
2021,18,035,1 Adult,3 Children,47.95
2021,18,035,2 Adults (1 Working),0 Children,23.7
2021,18,035,2 Adults (1 Working),1 Child,28.3
2021,18,035,2 Adults (1 Working),2 Children,33.88
2021,18,035,2 Adults (1 Working),3 Children,36.41
2021,18,035,2 Adults (Both Working),0 Children,11.85
2021,18,035,2 Adults (Both Working),1 Child,16.21
2021,18,035,2 Adults (Both Working),2 Children,21.05
2021,18,035,2 Adults (Both Working),3 Children,24.38
2021,18,037,1 Adult,0 Children,15.1
2021,18,037,1 Adult,1 Child,27.99
2021,18,037,1 Adult,2 Children,34.4
2021,18,037,1 Adult,3 Children,45.2
2021,18,037,2 Adults (1 Working),0 Children,23.61
2021,18,037,2 Adults (1 Working),1 Child,28.23
2021,18,037,2 Adults (1 Working),2 Children,33.8
2021,18,037,2 Adults (1 Working),3 Children,36.55
2021,18,037,2 Adults (Both Working),0 Children,11.81
2021,18,037,2 Adults (Both Working),1 Child,15.69
2021,18,037,2 Adults (Both Working),2 Children,20.05
2021,18,037,2 Adults (Both Working),3 Children,23
2021,18,039,1 Adult,0 Children,15.35
2021,18,039,1 Adult,1 Child,28.94
2021,18,039,1 Adult,2 Children,35.59
2021,18,039,1 Adult,3 Children,46.37
2021,18,039,2 Adults (1 Working),0 Children,24.17
2021,18,039,2 Adults (1 Working),1 Child,28.93
2021,18,039,2 Adults (1 Working),2 Children,34.51
2021,18,039,2 Adults (1 Working),3 Children,36.97
2021,18,039,2 Adults (Both Working),0 Children,12.09
2021,18,039,2 Adults (Both Working),1 Child,16.16
2021,18,039,2 Adults (Both Working),2 Children,20.65
2021,18,039,2 Adults (Both Working),3 Children,23.58
2021,18,041,1 Adult,0 Children,15.18
2021,18,041,1 Adult,1 Child,27.66
2021,18,041,1 Adult,2 Children,33.74
2021,18,041,1 Adult,3 Children,43.61
2021,18,041,2 Adults (1 Working),0 Children,23.58
2021,18,041,2 Adults (1 Working),1 Child,28.23
2021,18,041,2 Adults (1 Working),2 Children,33.81
2021,18,041,2 Adults (1 Working),3 Children,35.95
2021,18,041,2 Adults (Both Working),0 Children,11.79
2021,18,041,2 Adults (Both Working),1 Child,15.53
2021,18,041,2 Adults (Both Working),2 Children,19.73
2021,18,041,2 Adults (Both Working),3 Children,22.21
2021,18,043,1 Adult,0 Children,16.13
2021,18,043,1 Adult,1 Child,29.97
2021,18,043,1 Adult,2 Children,36.96
2021,18,043,1 Adult,3 Children,48.73
2021,18,043,2 Adults (1 Working),0 Children,25.08
2021,18,043,2 Adults (1 Working),1 Child,29.63
2021,18,043,2 Adults (1 Working),2 Children,35.21
2021,18,043,2 Adults (1 Working),3 Children,38.34
2021,18,043,2 Adults (Both Working),0 Children,12.54
