state,county,year,average_to_living_wage_ratio,wage_ratio_quality
13,225,2014,.70170641,1
13,225,2018,.6827383,1
13,227,2014,.67277992,1
13,227,2018,.74171174,1
13,229,2014,.60441285,1
13,229,2018,.62898988,1
13,231,2014,.53015059,1
13,231,2018,.56495261,1
13,233,2014,.63069433,1
13,233,2018,.67838734,1
13,235,2014,.65718699,1
13,235,2018,.73225689,1
13,237,2014,.58398283,1
13,237,2018,.59441203,1
13,239,2014,.5187794,1
13,239,2018,.59613222,1
13,241,2014,.54269516,1
13,241,2018,.54959285,1
13,243,2014,.57136619,1
13,243,2018,.59144759,1
13,245,2014,.77001846,1
13,245,2018,.78895277,1
13,247,2014,.76248395,1
13,247,2018,.75608927,1
13,249,2014,.66116995,1
13,249,2018,.65433723,1
13,251,2014,.59644699,1
13,251,2018,.61209166,1
13,253,2014,.61237878,1
13,253,2018,.64401054,1
13,255,2014,.58217889,1
13,255,2018,.60385656,1
13,257,2014,.68307614,1
13,257,2018,.69939923,1
13,259,2014,.75775653,1
13,259,2018,.77450246,1
13,261,2014,.64743882,1
13,261,2018,.67339754,1
13,263,2014,.58626944,1
13,263,2018,.61373878,1
13,265,2014,.48061153,1
13,265,2018,.51011032,3
13,267,2014,.59744269,1
13,267,2018,.64119416,1
13,269,2014,.60341716,1
13,269,2018,.66560274,1
13,271,2014,.48592007,1
13,271,2018,.56984609,1
13,273,2014,.58540344,1
13,273,2018,.59114677,1
13,275,2014,.73527437,1
13,275,2018,.74358976,1
13,277,2014,.68805486,1
13,277,2018,.69470525,1
13,279,2014,.6233319,1
13,279,2018,.62241834,1
13,281,2014,.51581651,1
13,281,2018,.59079134,1
13,283,2014,.49289024,1
13,283,2018,.56609088,1
13,285,2014,.74770355,1
13,285,2018,.76853192,1
13,287,2014,.56956208,1
13,287,2018,.57454002,1
13,289,2014,.64408249,1
13,289,2018,.64184272,1
13,291,2014,.59466052,1
13,291,2018,.67296898,1
13,293,2014,.62124932,1
13,293,2018,.65358871,1
13,295,2014,.57963198,1
13,295,2018,.60122037,1
13,297,2014,.61806053,1
13,297,2018,.70027059,1
13,299,2014,.62432766,1
13,299,2018,.62241834,1
13,301,2014,.70398664,1
13,301,2018,.76135939,1
13,303,2014,.66913581,1
13,303,2018,.68531734,1
13,305,2014,.70398664,1
13,305,2018,.73319566,1
13,307,2014,.65644747,1
13,307,2018,.76894224,1
13,309,2014,.60640436,1
13,309,2018,.60833651,1
13,311,2014,.57968122,1
13,311,2018,.56406945,1
13,313,2014,.76250839,1
13,313,2018,.77519381,1
13,315,2014,.50981778,1
13,315,2018,.54637629,1
13,317,2014,.56319106,1
13,317,2018,.61683458,1
13,319,2014,.94097227,1
13,319,2018,.74352241,1
13,321,2014,.5972898,1
13,321,2018,.62103099,1
15,001,2014,.72274381,1
15,001,2018,.76321465,1
15,003,2014,.7372483,1
15,003,2018,.7841782,1
15,005,2014,,
15,005,2018,,
15,007,2014,.70996964,1
15,007,2018,.76068228,1
15,009,2014,.68834955,1
15,009,2018,.73740411,1
16,001,2014,.77661884,1
16,001,2018,.82203388,1
16,003,2014,.59444809,1
16,003,2018,.63006693,1
16,005,2014,.59237003,1
16,005,2018,.62544048,1
16,007,2014,.48509204,1
16,007,2018,.49347901,1
16,009,2014,.64828432,1
16,009,2018,.68126094,1
16,011,2014,.59515429,1
16,011,2018,.60063231,1
16,013,2014,.67625386,1
16,013,2018,.67881888,1
16,015,2014,.40898329,1
16,015,2018,.46271187,1
16,017,2014,.59528714,1
16,017,2018,.60634971,1
16,019,2014,.59866959,1
16,019,2018,.65133429,1
16,021,2014,.55986542,1
16,021,2018,.63006693,1
16,023,2014,1.4695333,1
16,023,2018,1.5524476,1
16,025,2014,.83933073,1
16,025,2018,.89178705,1
16,027,2014,.56988001,1
16,027,2018,.60000002,1
16,029,2014,.91223478,1
16,029,2018,.92262948,1
16,031,2014,.56921208,1
16,031,2018,.62301725,1
16,033,2014,.72810543,1
16,033,2018,.72788155,1
16,035,2014,.61291629,1
16,035,2018,.62674582,1
16,037,2014,.67220998,1
16,037,2018,.53558904,1
16,039,2014,.54820418,1
16,039,2018,.5741834,1
16,041,2014,.48415738,1
16,041,2018,.50934082,1
16,043,2014,.54071766,1
16,043,2018,.58324587,1
16,045,2014,.49729839,1
16,045,2018,.55058497,1
16,047,2014,.56640804,1
16,047,2018,.61949241,1
16,049,2014,.62996542,1
16,049,2018,.61420512,1
16,051,2014,.50183964,1
16,051,2018,.5556531,1
16,053,2014,.6114915,1
16,053,2018,.64028651,1
16,055,2014,.59517616,1
16,055,2018,.64628744,1
16,057,2014,.58822459,1
16,057,2018,.62718689,1
16,059,2014,.54958403,1
16,059,2018,.58512509,1
16,061,2014,.53556406,1
16,061,2018,.5410645,1
16,063,2014,.57179689,1
16,063,2018,.61009812,1
16,065,2014,.52550203,1
16,065,2018,.51908261,1
16,067,2014,.61501074,1
16,067,2018,.64328516,1
16,069,2014,.66564798,1
16,069,2018,.68861765,1
16,071,2014,.43462005,1
16,071,2018,.46351779,1
16,073,2014,.55549818,1
16,073,2018,.57203388,1
16,075,2014,.58606648,1
16,075,2018,.60492319,1
16,077,2014,.67794764,1
16,077,2018,.69415808,1
16,079,2014,.739061,1
16,079,2018,.64746302,1
16,081,2014,.53625846,1
16,081,2018,.58773708,1
16,083,2014,.54861724,1
16,083,2018,.59822369,1
16,085,2014,.58068007,1
16,085,2018,.60204434,1
16,087,2014,.51219738,1
16,087,2018,.56750083,1
17,001,2014,.67503202,1
17,001,2018,.69765437,1
17,003,2014,.59419459,1
17,003,2018,.61922687,1
17,005,2014,.61990172,1
17,005,2018,.68228632,1
17,007,2014,.7496717,1
17,007,2018,.79979706,1
17,009,2014,.69696689,1
17,009,2018,.69571388,1
17,011,2014,.65360767,1
17,011,2018,.67014724,1
17,013,2014,.39713651,1
17,013,2018,.41227782,1
17,015,2014,.5635559,1
17,015,2018,.58584285,1
17,017,2014,.57824141,1
17,017,2018,.59795779,1
17,019,2014,.74986279,1
17,019,2018,.77406907,1
17,021,2014,.62537187,1
17,021,2018,.61982048,1
17,023,2014,.58007711,1
17,023,2018,.61959159,1
17,025,2014,.60761237,1
17,025,2018,.63343722,1
17,027,2014,.57519329,1
17,027,2018,.58838052,1
17,029,2014,.64246625,1
17,029,2018,.63228244,1
17,031,2014,.94795668,1
17,031,2018,1.0021685,1
17,033,2014,.77098852,1
17,033,2018,.83160263,1
17,035,2014,.55437744,1
17,035,2018,.5529595,1
17,037,2014,.64127696,1
17,037,2018,.68537861,1
17,039,2014,.86552638,1
17,039,2018,.84890968,1
17,041,2014,.65534025,1
17,041,2018,.64987886,1
17,043,2014,.92331308,1
17,043,2018,.95570016,1
17,045,2014,.67461497,1
17,045,2018,.70006925,1
17,047,2014,.66268301,1
17,047,2018,.66891658,1
17,049,2014,.63790125,1
17,049,2018,.65939772,1
17,051,2014,.5589667,1
17,051,2018,.55555558,1
17,053,2014,.62088281,1
17,053,2018,.67594767,1
17,055,2014,.57915926,1
17,055,2018,.61959159,1
17,057,2014,.54453522,1
17,057,2018,.56662083,1
17,059,2014,.65166885,1
17,059,2018,.7545864,1
17,061,2014,.53143138,1
17,061,2018,.5209415,1
17,063,2014,.8426038,1
17,063,2018,.83701485,1
17,065,2014,.721425,1
17,065,2018,.70958811,1
17,067,2014,.53785628,1
17,067,2018,.58324683,1
17,069,2014,.61403728,1
17,069,2018,.51142263,1
17,071,2014,.48178506,1
17,071,2018,.47409326,1
17,073,2014,.59677708,1
17,073,2018,.62143093,1
17,075,2014,.53602058,1
17,075,2018,.57372797,1
17,077,2014,.69308645,1
17,077,2018,.76465517,1
17,079,2014,.60669452,1
17,079,2018,.6351679,1
17,081,2014,.711016,1
17,081,2018,.69885975,1
17,083,2014,.51671386,1
17,083,2018,.53242266,1
17,085,2014,.56080234,1
17,085,2018,.58584285,1
17,087,2014,.75538516,1
17,087,2018,.7493943,1
17,089,2014,.6974135,1
17,089,2018,.73497522,1
17,091,2014,.65390372,1
17,091,2018,.67782563,1
17,093,2014,.59443396,1
17,093,2018,.62442183,1
17,095,2014,.56630945,1
17,095,2018,.59190035,1
17,097,2014,1.0703532,1
17,097,2018,1.1237609,1
17,099,2014,.72137833,1
17,099,2018,.74118048,1
17,101,2014,.70673949,1
17,101,2018,.67497402,1
17,103,2014,.72103894,1
17,103,2018,.74036163,1
17,105,2014,.74337631,1
17,105,2018,.74224138,1
17,107,2014,.67818063,1
17,107,2018,.68924028,1
17,109,2014,.65834069,1
17,109,2018,.65862072,1
17,111,2014,.65880525,1
17,111,2018,.67379183,1
17,113,2014,.85310864,1
17,113,2018,.84784061,1
17,115,2014,.86176348,1
17,115,2018,.8519026,1
17,117,2014,.57824141,1
17,117,2018,.59882313,1
17,119,2014,.6921522,1
17,119,2018,.69124424,1
17,121,2014,.62596923,1
17,121,2018,.64209068,1
17,123,2014,.65214801,1
17,123,2018,.5953992,1
17,125,2014,.5737223,1
17,125,2018,.57172209,1
17,127,2014,.76030719,1
17,127,2018,.71513194,1
17,129,2014,.50156748,1
17,129,2018,.51054567,1
17,131,2014,.53709936,1
17,131,2018,.536614,1
17,133,2014,.55075413,1
17,133,2018,.55628705,1
17,135,2014,.66084731,1
17,135,2018,.63862932,1
17,137,2014,.6467216,1
17,137,2018,.67337459,1
17,139,2014,.64157259,1
17,139,2018,.65853238,1
17,141,2014,.74715996,1
17,141,2018,.74275982,1
17,143,2014,.82437968,1
17,143,2018,.98190117,1
17,145,2014,.61128378,1
17,145,2018,.63257182,1
17,147,2014,.56395376,1
17,147,2018,.56692386,1
17,149,2014,.52684218,1
17,149,2018,.57199723,1
17,151,2014,.54152763,1
17,151,2018,.52180684,1
17,153,2014,.68103987,1
17,153,2018,.76843202,1
17,155,2014,.70674324,1
17,155,2018,.75196987,1
17,157,2014,.65695679,1
17,157,2018,.67467177,1
17,159,2014,.59017336,1
17,159,2018,.60574597,1
17,161,2014,.91119844,1
17,161,2018,.90779305,1
17,163,2014,.67033148,1
17,163,2018,.68301517,1
17,165,2014,.69388968,1
17,165,2018,.58497751,1
17,167,2014,.87974054,1
17,167,2018,.87462336,1
17,169,2014,.80219519,1
17,169,2018,.65334028,1
17,171,2014,.59476256,1
17,171,2018,.60834199,1
17,173,2014,.53969198,1
17,173,2018,.60488057,1
17,175,2014,.57859075,1
17,175,2018,.60977674,1
17,177,2014,.71041083,1
17,177,2018,.71045345,1
17,179,2014,1.0271107,1
17,179,2018,.75186062,1
17,181,2014,.58650202,1
17,181,2018,.57718933,1
17,183,2014,.68705982,1
17,183,2018,.70532644,1
17,185,2014,.62321573,1
17,185,2018,.64468676,1
17,187,2014,.55529529,1
17,187,2018,.60574597,1
17,189,2014,.7493003,1
17,189,2018,.77846366,1
17,191,2014,.57548785,1
17,191,2018,.53392178,1
17,193,2014,.65350455,1
17,193,2018,.60574597,1
17,195,2014,.59460145,1
17,195,2018,.64703876,1
17,197,2014,.70562804,1
17,197,2018,.70864314,1
17,199,2014,.66956222,1
17,199,2018,.65288824,1
17,201,2014,.73891085,1
17,201,2018,.77866077,1
17,203,2014,.64497173,1
17,203,2018,.65882951,1
18,001,2014,.63032615,1
18,001,2018,.67131329,1
18,003,2014,.75,1
18,003,2018,.79773867,1
18,005,2014,.87671745,1
18,005,2018,.94818467,1
18,007,2014,.61871827,1
18,007,2018,.67819148,1
18,009,2014,.59433532,1
18,009,2018,.6502201,1
18,011,2014,.66337311,1
18,011,2018,.72967333,1
18,013,2014,.43672064,1
18,013,2018,.45170254,1
18,015,2014,.61962616,1
18,015,2018,.65572268,1
18,017,2014,.62838072,1
18,017,2018,.65205425,1
18,019,2014,.65659904,1
18,019,2018,.69841272,1
18,021,2014,.54868245,1
18,021,2018,.59222257,1
18,023,2014,.68933201,1
18,023,2018,.71846437,1
18,025,2014,.52235365,1
18,025,2018,.56493026,1
18,027,2014,.61087167,1
18,027,2018,.64380044,1
18,029,2014,.62227863,1
18,029,2018,.64448339,1
18,031,2014,.7255947,1
18,031,2018,.80050141,1
18,033,2014,.78950363,1
18,033,2018,.84912539,1
18,035,2014,.67349595,1
18,035,2018,.69212627,1
18,037,2014,.73343509,1
18,037,2018,.74743211,1
18,039,2014,.76044822,1
18,039,2018,.83897394,1
18,041,2014,.62523311,1
18,041,2018,.63623029,1
18,043,2014,.67717624,1
18,043,2018,.7081129,1
18,045,2014,.58422923,1
18,045,2018,.60980034,1
18,047,2014,.54194301,1
18,047,2018,.5958029,1
18,049,2014,.65950793,1
18,049,2018,.66305941,1
18,051,2014,.90949839,1
18,051,2018,.91984588,1
18,053,2014,.6731261,1
18,053,2018,.70157737,1
18,055,2014,.57390809,1
18,055,2018,.61903888,1
18,057,2014,.86607045,1
18,057,2018,.9007991,1
18,059,2014,.70391256,1
18,059,2018,.73401666,1
18,061,2014,.5827083,1
18,061,2018,.61904764,1
18,063,2014,.60532796,1
18,063,2018,.64975673,1
18,065,2014,.5972535,1
18,065,2018,.64471751,1
18,067,2014,.8423456,1
18,067,2018,.84881604,1
18,069,2014,.64102614,1
18,069,2018,.68782097,1
18,071,2014,.73225081,1
18,071,2018,.79442638,1
18,073,2014,.66008765,1
18,073,2018,.70490056,1
18,075,2014,.61670798,1
18,075,2018,.65663975,1
18,077,2014,.68168771,1
18,077,2018,.70079875,1
18,079,2014,.64483958,1
18,079,2018,.66703016,1
18,081,2014,.61085606,1
18,081,2018,.6627866,1
18,083,2014,.67859846,1
18,083,2018,.69075358,1
18,085,2014,.86402065,1
18,085,2018,.85447627,1
18,087,2014,.69841695,1
18,087,2018,.78319883,1
18,089,2014,.79236233,1
18,089,2018,.801772,1
18,091,2014,.68030119,1
18,091,2018,.70247936,1
18,093,2014,.63198948,1
18,093,2018,.68422014,1
18,095,2014,.63537019,1
18,095,2018,.6778295,1
18,097,2014,.90660989,1
18,097,2018,.96160519,1
18,099,2014,.65392458,1
18,099,2018,.68981308,1
18,101,2014,1.2217433,1
18,101,2018,1.2454145,1
18,103,2014,.63518977,1
18,103,2018,.66305941,1
18,105,2014,.67504865,1
18,105,2018,.74093264,1
18,107,2014,.7263341,1
18,107,2018,.77664608,1
18,109,2014,.60072118,1
18,109,2018,.62977761,1
18,111,2014,.59427172,1
18,111,2018,.64193881,1
18,113,2014,.67579633,1
18,113,2018,.70315361,1
18,115,2014,.43745258,1
18,115,2018,.47110334,1
18,117,2014,.57001716,1
18,117,2018,.60895085,1
18,119,2014,.6761179,1
18,119,2018,.69902205,1
18,121,2014,.53110534,1
18,121,2018,.54276317,1
18,123,2014,.70230788,1
18,123,2018,.72358763,1
18,125,2014,.94646198,1
18,125,2018,.85748345,1
18,127,2014,.73431718,1
18,127,2018,.7600764,1
18,129,2014,.94403285,1
18,129,2018,.9867478,1
18,131,2014,.68090791,1
18,131,2018,.72633892,1
18,133,2014,.61221486,1
18,133,2018,.64969194,1
18,135,2014,.63518977,1
18,135,2018,.64196622,1
18,137,2014,.80444407,1
18,137,2018,.78503299,1
18,139,2014,.67020792,1
18,139,2018,.69240642,1
18,141,2014,.73588717,1
18,141,2018,.77128601,1
18,143,2014,.58506149,1
18,143,2018,.61654806,1
18,145,2014,.6827215,1
18,145,2018,.72880471,1
18,147,2014,.65950793,1
18,147,2018,.69607484,1
18,149,2014,.53266281,1
18,149,2018,.54527122,1
18,151,2014,.58157796,1
18,151,2018,.64422733,1
18,153,2014,.7118333,1
18,153,2018,.69875222,1
18,155,2014,.56515354,1
18,155,2018,.62454146,1
18,157,2014,.77010679,1
18,157,2018,.85106385,1
18,159,2014,.7015149,1
18,159,2018,.90132993,1
18,161,2014,.54821926,1
18,161,2018,.56220526,1
18,163,2014,.75313687,1
18,163,2018,.76916188,1
18,165,2014,.81450963,1
18,165,2018,.79735994,1
18,167,2014,.67260897,1
18,167,2018,.69746697,1
18,169,2014,.62546253,1
18,169,2018,.66489363,1
18,171,2014,.67792368,1
18,171,2018,.73046023,1
18,173,2014,.77688015,1
18,173,2018,.80945557,1
18,175,2014,.59518909,1
18,175,2018,.60142803,1
18,177,2014,.65658975,1
18,177,2018,.68873805,1
18,179,2014,.72430205,1
18,179,2018,.66852117,1
18,181,2014,.65003794,1
18,181,2018,.66691089,1
18,183,2014,.69384521,1
18,183,2018,.73582196,1
19,001,2014,.63349324,1
19,001,2018,.6527366,1
19,003,2014,.64035773,1
19,003,2018,,
19,005,2014,.58642256,1
19,005,2018,.63609463,1
19,007,2014,.61682236,1
19,007,2018,.63424551,1
19,009,2014,.63153201,1
19,009,2018,.67030317,1
19,011,2014,.65778875,1
19,011,2018,.70022082,1
19,013,2014,.78598785,1
19,013,2018,.81292152,1
19,015,2014,.69097733,1
19,015,2018,.71715331,1
19,017,2014,.71153563,1
19,017,2018,.73166299,1
19,019,2014,.64826787,1
19,019,2018,.68391013,1
19,021,2014,.66781563,1
19,021,2018,.73964489,1
19,023,2014,.64428031,1
19,023,2018,.64996296,1
19,025,2014,.60015154,1
19,025,2018,.63701916,1
19,027,2014,.65997052,1
19,027,2018,.699889,1
19,029,2014,.63643521,1
19,029,2018,.69341707,1
19,031,2014,.64478689,1
19,031,2018,.67535549,1
19,033,2014,.72230291,1
19,033,2018,.73086685,1
19,035,2014,.65702862,1
19,035,2018,.699889,1
19,037,2014,.6942929,1
19,037,2018,.74889046,1
19,039,2014,.63019979,1
19,039,2018,.68124092,1
19,041,2014,.70900249,1
19,041,2018,.75721145,1
19,043,2014,.64428031,1
19,043,2018,.71005911,1
19,045,2014,.68248808,1
19,045,2018,.7118119,1
19,047,2014,.6942929,1
19,047,2018,.76183426,1
19,049,2014,.888201,1
19,049,2018,.91852754,1
19,051,2014,.61836123,1
19,051,2018,.65277272,1
19,053,2014,.53935182,1
19,053,2018,.58339494,1
19,055,2014,.72665405,1
19,055,2018,.75906056,1
19,057,2014,.70518512,1
19,057,2018,.72463769,1
19,059,2014,.64624906,1
19,059,2018,.65209472,1
19,061,2014,.75584859,1
19,061,2018,.78522772,1
19,063,2014,.65212542,1
19,063,2018,.68509609,1
19,065,2014,.60701597,1
19,065,2018,.64811385,1
19,067,2014,.69233167,1
19,067,2018,.74889046,1
19,069,2014,.72959596,1
19,069,2018,.74889046,1
19,071,2014,.71292508,1
19,071,2018,.63054729,1
19,073,2014,.70213807,1
19,073,2018,.72207832,1
19,075,2014,.7172727,1
19,075,2018,.77387285,1
19,077,2014,.63099277,1
19,077,2018,.68300766,1
19,079,2014,.65926605,1
19,079,2018,.72240555,1
19,081,2014,.77078283,1
19,081,2018,.7858727,1
19,083,2014,.6815446,1
19,083,2018,.71005911,1
19,085,2014,.58526164,1
19,085,2018,.63955504,1
19,087,2014,.71811444,1
19,087,2018,.74336773,1
19,089,2014,.63251263,1
19,089,2018,.67030317,1
19,091,2014,.6736995,1
19,091,2018,.74056947,1
19,093,2014,.74724746,1
19,093,2018,.79789191,1
19,095,2014,.69625419,1
19,095,2018,.68879431,1
19,097,2014,.57857746,1
19,097,2018,.61667895,1
19,099,2014,.65927672,1
19,099,2018,.6855576,1
19,101,2014,.67300755,1
19,101,2018,.69978249,1
19,103,2014,.8239485,1
19,103,2018,.86333448,1
19,105,2014,.65678573,1
19,105,2018,.69038814,1
19,107,2014,.63741583,1
19,107,2018,.66013306,1
19,109,2014,.73155725,1
19,109,2018,.7757026,1
19,111,2014,.78455228,1
19,111,2018,.77192336,1
19,113,2014,.89523941,1
19,113,2018,.94753742,1
19,115,2014,.64470726,1
19,115,2018,.70303917,1
19,117,2014,.68086785,1
19,117,2018,.72228241,1
19,119,2014,.62270623,1
19,119,2018,.68509609,1
19,121,2014,.59861046,1
19,121,2018,.63415909,1
19,123,2014,.66582847,1
19,123,2018,.73497063,1
19,125,2014,.78103149,1
19,125,2018,.8609091,1
19,127,2014,.73801839,1
19,127,2018,.78506374,1
19,129,2014,.69217557,1
19,129,2018,.72905803,1
19,131,2014,.72469276,1
19,131,2018,.74611682,1
19,133,2014,.58936447,1
19,133,2018,.62592453,1
19,135,2014,.80727792,1
19,135,2018,.86669117,1
19,137,2014,.66487372,1
19,137,2018,.71190822,1
19,139,2014,.83045661,1
19,139,2018,.8421703,1
19,141,2014,.63643521,1
19,141,2018,.66475588,1
19,143,2014,.6736995,1
19,143,2018,.70173812,1
19,145,2014,.6736995,1
19,145,2018,.70081353,1
19,147,2014,.61780304,1
19,147,2018,.65366119,1
19,149,2014,.76293772,1
19,149,2018,.83764786,1
19,151,2014,.70998317,1
19,151,2018,.82655317,1
19,153,2014,.91318166,1
19,153,2018,.95952547,1
19,155,2014,.66636872,1
19,155,2018,.70733398,1
19,157,2014,.74308199,1
19,157,2018,.74625498,1
19,159,2014,.62074494,1
19,159,2018,.6425665,1
19,161,2014,.63349324,1
19,161,2018,.67492598,1
19,163,2014,.7463066,1
19,163,2018,.78180528,1
19,165,2014,.66291249,1
19,165,2018,.70600146,1
19,167,2014,.68986017,1
19,167,2018,.7492609,1
19,169,2014,.79429436,1
19,169,2018,.84029961,1
19,171,2014,.61888045,1
19,171,2018,.67706424,1
19,173,2014,.59524834,1
19,173,2018,.65920854,1
19,175,2014,.65800923,1
19,175,2018,.67769963,1
19,177,2014,.60505474,1
19,177,2018,.64164197,1
19,179,2014,.70125484,1
19,179,2018,.70843947,1
19,181,2014,.62729198,1
19,181,2018,.66381717,1
19,183,2014,.59879082,1
19,183,2018,.63454545,1
19,185,2014,.64526093,1
19,185,2018,.68509609,1
19,187,2014,.75999582,1
19,187,2018,.80159014,1
19,189,2014,.62368685,1
19,189,2018,.64626473,1
19,191,2014,.67271888,1
19,191,2018,.71283275,1
19,193,2014,.68298644,1
19,193,2018,.71250445,1
19,195,2014,.59034514,1
19,195,2018,.64718932,1
19,197,2014,.73842174,1
19,197,2018,.77385348,1
20,001,2014,.5978815,1
20,001,2018,.63117874,1
20,003,2014,.58275801,1
20,003,2018,.60551333,1
20,005,2014,.67291111,1
20,005,2018,.74472094,1
20,007,2014,.61300498,1
20,007,2018,.62167299,1
20,009,2014,.72995991,1
20,009,2018,.68155891,1
20,011,2014,.62207907,1
20,011,2018,.62832701,1
20,013,2014,.66140014,1
20,013,2018,.72623575,1
20,015,2014,.64674389,1
20,015,2018,.68366593,1
20,017,2014,.51419824,1
20,017,2018,.63117874,1
20,019,2014,.51606631,1
20,019,2018,.53231227,1
20,021,2014,.67652357,1
20,021,2018,.73003805,1
20,023,2014,.5686428,1
20,023,2018,.59600759,1
20,025,2014,.62799627,1
20,025,2018,.68733656,1
20,027,2014,.55177712,1
20,027,2018,.55147058,1
20,029,2014,.53335464,1
20,029,2018,.54182512,1
20,031,2014,1.1110716,1
20,031,2018,1.1939163,1
20,033,2014,.48495954,1
20,033,2018,.51425856,1
20,035,2014,.66543305,1
20,035,2018,.70247149,1
20,037,2014,.60814905,1
20,037,2018,.63749528,1
20,039,2014,.49504185,1
20,039,2018,.50665396,1
20,041,2014,.59093338,1
20,041,2018,.6055429,1
20,043,2014,.61533266,1
20,043,2018,.63034588,1
20,045,2014,.65056592,1
20,045,2018,.6742478,1
20,047,2014,.65333426,1
20,047,2018,.65589356,1
20,049,2014,.45168787,1
20,049,2018,.45722434,1
20,051,2014,.69875234,1
20,051,2018,.68525517,1
20,053,2014,.69769645,1
20,053,2018,.6596958,1
20,055,2014,.68382061,1
20,055,2018,.71892393,1
20,057,2014,.65274435,1
20,057,2018,.73606437,1
20,059,2014,.66659939,1
20,059,2018,.67482394,1
20,061,2014,.67113727,1
20,061,2018,.68238217,1
20,063,2014,.5595687,1
20,063,2018,.608365,1
20,065,2014,.69668823,1
20,065,2018,.63498098,1
20,067,2014,.82170898,1
20,067,2018,.83555132,1
20,069,2014,.62812847,1
20,069,2018,.66920149,1
20,071,2014,.57932681,1
20,071,2018,.5812192,1
20,073,2014,.55351931,1
20,073,2018,.57604563,1
20,075,2014,.66643059,1
20,075,2018,.67285824,1
20,077,2014,.64123547,1
20,077,2018,.68060839,1
20,079,2014,.65850288,1
20,079,2018,.67535108,1
20,081,2014,.68132669,1
20,081,2018,.73282164,1
20,083,2014,.61602968,1
20,083,2018,.59125477,1
20,085,2014,.57367426,1
20,085,2018,.59264046,1
20,087,2014,.64035773,1
20,087,2018,.64164197,1
20,089,2014,.51520652,1
20,089,2018,.54467678,1
20,091,2014,.95139128,1
20,091,2018,.96980464,1
20,093,2014,.64224368,1
20,093,2018,.65589356,1
20,095,2014,.65535074,1
20,095,2018,.641635,1
20,097,2014,.53839582,1
20,097,2018,.5294677,1
20,099,2014,.63821077,1
20,099,2018,.67015207,1
20,101,2014,.69467175,1
20,101,2018,.70817488,1
20,103,2014,.77053273,1
20,103,2018,.77531081,1
20,105,2014,.53032994,1
20,105,2018,.60931557,1
20,107,2014,.73567981,1
20,107,2018,.73357016,1
20,109,2014,.56763452,1
20,109,2018,.58555132,1
20,111,2014,.61199677,1
20,111,2018,.64923954,1
20,113,2014,.79002249,1
20,113,2018,.80393994,1
20,115,2014,.55351931,1
20,115,2018,.58460075,1
20,117,2014,.67652357,1
20,117,2018,.67680609,1
20,119,2014,.71281993,1
20,119,2018,.75760454,1
20,121,2014,.60757166,1
20,121,2018,.64476019,1
20,123,2014,.63417786,1
20,123,2018,.63688213,1
20,125,2014,.67148244,1
20,125,2018,.66634983,1
20,127,2014,.53839582,1
20,127,2018,.55798477,1
20,129,2014,.68257296,1
20,129,2018,.64258558,1
20,131,2014,.69769645,1
20,131,2018,.70057034,1
20,133,2014,.65030956,1
20,133,2018,.66064638,1
20,135,2014,.74407512,1
20,135,2018,.67965782,1
20,137,2014,.64930135,1
20,137,2018,.67585552,1
20,139,2014,.48737794,1
20,139,2018,.50295854,1
20,141,2014,.55150282,1
20,141,2018,.60741442,1
20,143,2014,.53314131,1
20,143,2018,.5537675,1
20,145,2014,.67270184,1
20,145,2018,.66168118,1
20,147,2014,.63417786,1
20,147,2018,.64828897,1
20,149,2014,.66550845,1
20,149,2018,.69241726,1
20,151,2014,.69571024,1
20,151,2018,.70839584,1
20,153,2014,.62006259,1
20,153,2018,.62072241,1
20,155,2014,.64999217,1
20,155,2018,.6812219,1
20,157,2014,.51520652,1
20,157,2018,.54182512,1
20,159,2014,.66543305,1
20,159,2018,.7243346,1
20,161,2014,.65890056,1
20,161,2018,.65948737,1
20,163,2014,.64930135,1
20,163,2018,.62642586,1
20,165,2014,.63014495,1
20,165,2018,.61787075,1
20,167,2014,.68055654,1
20,167,2018,.61882126,1
20,169,2014,.66488248,1
20,169,2018,.69836551,1
20,171,2014,.69585842,1
20,171,2018,.69277108,1
20,173,2014,.85448587,1
20,173,2018,.84903914,1
20,175,2014,.69921601,1
20,175,2018,.737997,1
20,177,2014,.7845118,1
20,177,2018,.82008129,1
20,179,2014,.68963063,1
20,179,2018,.68441063,1
20,181,2014,.5650894,1
20,181,2018,.64513111,1
20,183,2014,.52327234,1
20,183,2018,.56178707,1
20,185,2014,.55049461,1
20,185,2018,.5903042,1
20,187,2014,.68458945,1
20,187,2018,.73003805,1
20,189,2014,.80346984,1
20,189,2018,.65225565,1
20,191,2014,.62108916,1
20,191,2018,.63845867,1
20,193,2014,.63014495,1
20,193,2018,.66064638,1
20,195,2014,.63619429,1
20,195,2018,.63593155,1
20,197,2014,.50699073,1
20,197,2018,.58986682,1
20,199,2014,.64224368,1
20,199,2018,.59315592,1
20,201,2014,.49605009,1
20,201,2018,.52281368,1
20,203,2014,.66140014,1
20,203,2018,.78422052,1
20,205,2014,.66442484,1
20,205,2018,.65494299,1
20,207,2014,.4839513,1
20,207,2018,.51045626,1
20,209,2014,.86190403,1
20,209,2018,.91296625,1
21,001,2014,.52409744,1
21,001,2018,.55822653,1
21,003,2014,.58967286,1
21,003,2018,.60995042,1
21,005,2014,.60859048,1
21,005,2018,.62239581,1
21,007,2014,1.0088611,1
