year,state,county,subgroup_type,subgroup,ratio_living_wage,ratio_living_wage_quality
2015,01,001,all,All,.5978068,1
2015,01,001,industry,Goods Producing,NA,NA
2015,01,001,industry,Public Administration,.6597099,1
2015,01,001,industry,"Trade, Transit, Utilities",.5129112,1
2015,01,001,industry,Information Services,NA,NA
2015,01,001,industry,Professional Services,.7043685,1
2015,01,001,industry,Education and Health,.4952246,1
2015,01,001,industry,Leisure and Other,.276353,1
2015,01,003,all,All,.5683403,3
2015,01,003,industry,Goods Producing,.7400628,1
2015,01,003,industry,Public Administration,.6398187,1
2015,01,003,industry,"Trade, Transit, Utilities",.5195258,3
2015,01,003,industry,Information Services,.7008368,1
2015,01,003,industry,Professional Services,.6877615,1
2015,01,003,industry,Education and Health,.6973501,1
2015,01,003,industry,Leisure and Other,.3953103,1
2015,01,005,all,All,.6190302,1
2015,01,005,industry,Goods Producing,.7301617,1
2015,01,005,industry,Public Administration,.6433689,1
2015,01,005,industry,"Trade, Transit, Utilities",.6089273,1
2015,01,005,industry,Information Services,.9000735,3
2015,01,005,industry,Professional Services,.5799963,1
2015,01,005,industry,Education and Health,.6034166,1
2015,01,005,industry,Leisure and Other,.3439567,1
2015,01,007,all,All,.6341848,1
2015,01,007,industry,Goods Producing,.8598671,1
2015,01,007,industry,Public Administration,.6298111,1
2015,01,007,industry,"Trade, Transit, Utilities",.5108468,1
2015,01,007,industry,Information Services,NA,NA
2015,01,007,industry,Professional Services,NA,NA
2015,01,007,industry,Education and Health,.530091,3
2015,01,007,industry,Leisure and Other,.4019419,1
2015,01,009,all,All,.5589573,1
2015,01,009,industry,Goods Producing,.6114416,1
2015,01,009,industry,Public Administration,.6005074,1
2015,01,009,industry,"Trade, Transit, Utilities",.5152205,1
2015,01,009,industry,Information Services,NA,NA
2015,01,009,industry,Professional Services,.6529917,1
2015,01,009,industry,Education and Health,.6761722,1
2015,01,009,industry,Leisure and Other,.3096571,1
2015,01,011,all,All,.5849092,1
2015,01,011,industry,Goods Producing,.6275492,3
2015,01,011,industry,Public Administration,.7279694,3
2015,01,011,industry,"Trade, Transit, Utilities",.5719318,3
2015,01,011,industry,Information Services,.736003,3
2015,01,011,industry,Professional Services,.4769188,3
2015,01,011,industry,Education and Health,.5747127,3
2015,01,011,industry,Leisure and Other,.4194476,3
2015,01,013,all,All,.5821283,1
2015,01,013,industry,Goods Producing,.7582499,1
2015,01,013,industry,Public Administration,.7375479,1
2015,01,013,industry,"Trade, Transit, Utilities",.5533927,1
2015,01,013,industry,Information Services,.5329997,3
2015,01,013,industry,Professional Services,.5139971,1
2015,01,013,industry,Education and Health,.6776048,1
2015,01,013,industry,Leisure and Other,.3388024,1
2015,01,015,all,All,.6485892,3
2015,01,015,industry,Goods Producing,.8144008,1
2015,01,015,industry,Public Administration,.7168376,1
2015,01,015,industry,"Trade, Transit, Utilities",.5633931,1
2015,01,015,industry,Information Services,.8098204,3
2015,01,015,industry,Professional Services,.6320996,1
2015,01,015,industry,Education and Health,.6687431,1
2015,01,015,industry,Leisure and Other,.3595639,1
2015,01,017,all,All,.6087989,1
2015,01,017,industry,Goods Producing,.795911,1
2015,01,017,industry,Public Administration,.7070707,1
2015,01,017,industry,"Trade, Transit, Utilities",.50931,1
2015,01,017,industry,Information Services,.6024097,3
2015,01,017,industry,Professional Services,.647134,1
2015,01,017,industry,Education and Health,.6024097,1
2015,01,017,industry,Leisure and Other,.3523184,1
2015,01,019,all,All,.588617,1
2015,01,019,industry,Goods Producing,.6701891,1
2015,01,019,industry,Public Administration,.714992,1
2015,01,019,industry,"Trade, Transit, Utilities",.5839822,1
2015,01,019,industry,Information Services,.7174639,3
2015,01,019,industry,Professional Services,.5913979,1
2015,01,019,industry,Education and Health,.6887283,1
2015,01,019,industry,Leisure and Other,.304505,1
2015,01,021,all,All,.6127179,1
2015,01,021,industry,Goods Producing,.7341491,1
2015,01,021,industry,Public Administration,.7310593,1
2015,01,021,industry,"Trade, Transit, Utilities",.5867631,1
2015,01,021,industry,Information Services,.7304413,3
2015,01,021,industry,Professional Services,.6284761,1
2015,01,021,industry,Education and Health,.6562848,1
2015,01,021,industry,Leisure and Other,.3652206,1
2015,01,023,all,All,.8345588,1
2015,01,023,industry,Goods Producing,NA,NA
2015,01,023,industry,Public Administration,.5949755,1
2015,01,023,industry,"Trade, Transit, Utilities",.4742647,1
2015,01,023,industry,Information Services,.7058824,3
2015,01,023,industry,Professional Services,.5882353,1
2015,01,023,industry,Education and Health,.6167279,3
2015,01,023,industry,Leisure and Other,.3088235,1
2015,01,025,all,All,.6748239,1
2015,01,025,industry,Goods Producing,NA,NA
2015,01,025,industry,Public Administration,.7068039,1
2015,01,025,industry,"Trade, Transit, Utilities",.5163144,1
2015,01,025,industry,Information Services,.5765666,3
2015,01,025,industry,Professional Services,.7322952,1
2015,01,025,industry,Education and Health,.5376344,1
2015,01,025,industry,Leisure and Other,.316092,1
2015,01,027,all,All,.568224,1
2015,01,027,industry,Goods Producing,.6164257,1
2015,01,027,industry,Public Administration,.7332221,1
2015,01,027,industry,"Trade, Transit, Utilities",.4792362,1
2015,01,027,industry,Information Services,.5997405,3
2015,01,027,industry,Professional Services,.5756397,1
2015,01,027,industry,Education and Health,.5376344,3
2015,01,027,industry,Leisure and Other,.2887468,3
2015,01,029,all,All,.7675195,1
2015,01,029,industry,Goods Producing,NA,NA
2015,01,029,industry,Public Administration,.5784205,1
2015,01,029,industry,"Trade, Transit, Utilities",.546904,1
2015,01,029,industry,Information Services,NA,NA
2015,01,029,industry,Professional Services,NA,NA
2015,01,029,industry,Education and Health,.4894327,3
2015,01,029,industry,Leisure and Other,.3851502,3
2015,01,031,all,All,.5737554,3
2015,01,031,industry,Goods Producing,.6057833,1
2015,01,031,industry,Public Administration,.6542826,1
2015,01,031,industry,"Trade, Transit, Utilities",.545388,1
2015,01,031,industry,Information Services,.6670937,3
2015,01,031,industry,Professional Services,.6840227,1
2015,01,031,industry,Education and Health,.6515373,1
2015,01,031,industry,Leisure and Other,.364202,1
2015,01,033,all,All,.7368035,3
2015,01,033,industry,Goods Producing,.8788489,1
2015,01,033,industry,Public Administration,.6570747,1
2015,01,033,industry,"Trade, Transit, Utilities",.6552419,1
2015,01,033,industry,Information Services,NA,NA
2015,01,033,industry,Professional Services,.6465359,1
2015,01,033,industry,Education and Health,.7798753,1
2015,01,033,industry,Leisure and Other,.4229289,1
2015,01,035,all,All,.5997405,1
2015,01,035,industry,Goods Producing,.6201335,1
2015,01,035,industry,Public Administration,.7341491,1
2015,01,035,industry,"Trade, Transit, Utilities",.6405265,1
2015,01,035,industry,Information Services,.6748239,3
2015,01,035,industry,Professional Services,.6048387,1
2015,01,035,industry,Education and Health,.65165,3
2015,01,035,industry,Leisure and Other,.3527067,1
2015,01,037,all,All,.6293514,1
2015,01,037,industry,Goods Producing,.7301208,3
2015,01,037,industry,Public Administration,NA,NA
2015,01,037,industry,"Trade, Transit, Utilities",.5560644,1
2015,01,037,industry,Information Services,NA,NA
2015,01,037,industry,Professional Services,.816233,3
2015,01,037,industry,Education and Health,NA,NA
2015,01,037,industry,Leisure and Other,NA,NA
2015,01,039,all,All,.5951057,1
2015,01,039,industry,Goods Producing,.6349648,1
2015,01,039,industry,Public Administration,.6637005,1
2015,01,039,industry,"Trade, Transit, Utilities",.6442344,1
2015,01,039,industry,Information Services,.7276604,3
2015,01,039,industry,Professional Services,.6127179,1
2015,01,039,industry,Education and Health,.6238413,1
2015,01,039,industry,Leisure and Other,.3758806,1
2015,01,041,all,All,.63033,1
2015,01,041,industry,Goods Producing,.6840935,1
2015,01,041,industry,Public Administration,.6828575,1
2015,01,041,industry,"Trade, Transit, Utilities",.6201335,1
2015,01,041,industry,Information Services,NA,NA
2015,01,041,industry,Professional Services,.621524,1
2015,01,041,industry,Education and Health,.5126066,3
2015,01,041,industry,Leisure and Other,.2178347,1
2015,01,043,all,All,.6479779,3
2015,01,043,industry,Goods Producing,.7665441,1
2015,01,043,industry,Public Administration,.6144301,1
2015,01,043,industry,"Trade, Transit, Utilities",.6167279,1
2015,01,043,industry,Information Services,.7591912,3
2015,01,043,industry,Professional Services,.792739,1
2015,01,043,industry,Education and Health,.734375,1
2015,01,043,industry,Leisure and Other,.390625,1
2015,01,045,all,All,.9053003,1
2015,01,045,industry,Goods Producing,NA,NA
2015,01,045,industry,Public Administration,.6755004,1
2015,01,045,industry,"Trade, Transit, Utilities",.6829133,1
2015,01,045,industry,Information Services,NA,NA
2015,01,045,industry,Professional Services,.7894737,1
2015,01,045,industry,Education and Health,NA,NA
2015,01,045,industry,Leisure and Other,.3094885,1
2015,01,047,all,All,.6284761,1
2015,01,047,industry,Goods Producing,.8676308,1
2015,01,047,industry,Public Administration,.6145718,1
2015,01,047,industry,"Trade, Transit, Utilities",.4959214,1
2015,01,047,industry,Information Services,.6757509,3
2015,01,047,industry,Professional Services,.6270857,1
2015,01,047,industry,Education and Health,.6238413,1
2015,01,047,industry,Leisure and Other,.3072859,1
2015,01,049,all,All,.6044666,3
2015,01,049,industry,Goods Producing,.6875231,1
2015,01,049,industry,Public Administration,.7029039,1
2015,01,049,industry,"Trade, Transit, Utilities",.5684755,1
2015,01,049,industry,Information Services,.8831673,3
2015,01,049,industry,Professional Services,.589701,1
2015,01,049,industry,Education and Health,.608158,1
2015,01,049,industry,Leisure and Other,.4138981,1
2015,01,051,all,All,.5695083,3
2015,01,051,industry,Goods Producing,.8551468,1
2015,01,051,industry,Public Administration,.6689954,1
2015,01,051,industry,"Trade, Transit, Utilities",.4660417,1
2015,01,051,industry,Information Services,.6703219,3
2015,01,051,industry,Professional Services,.67607,1
2015,01,051,industry,Education and Health,.5367881,1
2015,01,051,industry,Leisure and Other,.362133,1
2015,01,053,all,All,.6720431,1
2015,01,053,industry,Goods Producing,.904709,1
2015,01,053,industry,Public Administration,.7160735,1
2015,01,053,industry,"Trade, Transit, Utilities",.5923249,1
2015,01,053,industry,Information Services,.8935855,3
2015,01,053,industry,Professional Services,.6627735,1
2015,01,053,industry,Education and Health,.6581387,1
2015,01,053,industry,Leisure and Other,.3035781,1
2015,01,055,all,All,.6222426,3
2015,01,055,industry,Goods Producing,.796875,1
2015,01,055,industry,Public Administration,.6654412,1
2015,01,055,industry,"Trade, Transit, Utilities",.5487132,1
2015,01,055,industry,Information Services,.7205882,3
2015,01,055,industry,Professional Services,.6392463,1
2015,01,055,industry,Education and Health,.7536765,1
2015,01,055,industry,Leisure and Other,.3841912,1
