year,state,county,subgroup_type,subgroup,share_employed,share_employed_ub,share_employed_lb,share_employed_quality
2021,17,057,race-ethnicity,Hispanic,0.63126,0.72226,0.54027,2
2021,17,057,race-ethnicity,Other Races and Ethnicities,0.74728,0.82170,0.67286,2
2021,17,057,race-ethnicity,"White, Non-Hispanic",0.81400,0.82614,0.80187,2
2021,17,059,all,All,0.74029,0.75589,0.72468,2
2021,17,059,race-ethnicity,"Black, Non-Hispanic",0.70013,0.80117,0.59909,3
2021,17,059,race-ethnicity,Hispanic,0.71617,0.83025,0.60208,3
2021,17,059,race-ethnicity,Other Races and Ethnicities,0.69223,0.78225,0.60221,2
2021,17,059,race-ethnicity,"White, Non-Hispanic",0.74385,0.76004,0.72766,2
2021,17,061,all,All,0.79242,0.80639,0.77846,2
2021,17,061,race-ethnicity,"Black, Non-Hispanic",0.60022,0.75806,0.44238,3
2021,17,061,race-ethnicity,Hispanic,0.79521,0.88778,0.70264,3
2021,17,061,race-ethnicity,Other Races and Ethnicities,0.78445,0.87690,0.69200,3
2021,17,061,race-ethnicity,"White, Non-Hispanic",0.79653,0.81080,0.78225,2
2021,17,063,all,All,0.84744,0.86198,0.83291,2
2021,17,063,race-ethnicity,"Black, Non-Hispanic",0.79429,0.89181,0.69677,3
2021,17,063,race-ethnicity,Hispanic,0.82962,0.87374,0.78550,2
2021,17,063,race-ethnicity,Other Races and Ethnicities,0.88345,0.94730,0.81959,3
2021,17,063,race-ethnicity,"White, Non-Hispanic",0.85383,0.86968,0.83799,2
2021,17,065,all,All,0.74029,0.75589,0.72468,2
2021,17,065,race-ethnicity,"Black, Non-Hispanic",0.70013,0.80117,0.59909,3
2021,17,065,race-ethnicity,Hispanic,0.71617,0.83025,0.60208,3
2021,17,065,race-ethnicity,Other Races and Ethnicities,0.69223,0.78225,0.60221,2
2021,17,065,race-ethnicity,"White, Non-Hispanic",0.74385,0.76004,0.72766,2
2021,17,067,all,All,0.80515,0.81708,0.79321,2
2021,17,067,race-ethnicity,"Black, Non-Hispanic",0.87793,0.97814,0.77773,3
2021,17,067,race-ethnicity,Hispanic,0.63126,0.72226,0.54027,2
2021,17,067,race-ethnicity,Other Races and Ethnicities,0.74728,0.82170,0.67286,2
2021,17,067,race-ethnicity,"White, Non-Hispanic",0.81400,0.82614,0.80187,2
2021,17,069,all,All,0.74029,0.75589,0.72468,2
2021,17,069,race-ethnicity,"Black, Non-Hispanic",0.70013,0.80117,0.59909,3
2021,17,069,race-ethnicity,Hispanic,0.71617,0.83025,0.60208,3
2021,17,069,race-ethnicity,Other Races and Ethnicities,0.69223,0.78225,0.60221,2
2021,17,069,race-ethnicity,"White, Non-Hispanic",0.74385,0.76004,0.72766,2
2021,17,071,all,All,0.80515,0.81708,0.79321,2
2021,17,071,race-ethnicity,"Black, Non-Hispanic",0.87793,0.97814,0.77773,3
2021,17,071,race-ethnicity,Hispanic,0.63126,0.72226,0.54027,2
2021,17,071,race-ethnicity,Other Races and Ethnicities,0.74728,0.82170,0.67286,2
2021,17,071,race-ethnicity,"White, Non-Hispanic",0.81400,0.82614,0.80187,2
2021,17,073,all,All,0.80515,0.81708,0.79321,2
2021,17,073,race-ethnicity,"Black, Non-Hispanic",0.87793,0.97814,0.77773,3
2021,17,073,race-ethnicity,Hispanic,0.63126,0.72226,0.54027,2
2021,17,073,race-ethnicity,Other Races and Ethnicities,0.74728,0.82170,0.67286,2
2021,17,073,race-ethnicity,"White, Non-Hispanic",0.81400,0.82614,0.80187,2
2021,17,075,all,All,0.77981,0.79272,0.76689,2
2021,17,075,race-ethnicity,"Black, Non-Hispanic",0.66922,0.74502,0.59341,2
2021,17,075,race-ethnicity,Hispanic,0.73325,0.79614,0.67036,2
2021,17,075,race-ethnicity,Other Races and Ethnicities,0.77361,0.84787,0.69935,2
2021,17,075,race-ethnicity,"White, Non-Hispanic",0.79116,0.80463,0.77768,2
2021,17,077,all,All,0.76115,0.77483,0.74747,2
2021,17,077,race-ethnicity,"Black, Non-Hispanic",0.72232,0.80453,0.64011,2
2021,17,077,race-ethnicity,Hispanic,0.76602,0.85550,0.67655,3
2021,17,077,race-ethnicity,Other Races and Ethnicities,0.71640,0.78669,0.64612,2
2021,17,077,race-ethnicity,"White, Non-Hispanic",0.76581,0.78010,0.75152,2
2021,17,079,all,All,0.81097,0.82620,0.79573,2
2021,17,079,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,079,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,079,race-ethnicity,Other Races and Ethnicities,0.74016,0.83077,0.64956,3
2021,17,079,race-ethnicity,"White, Non-Hispanic",0.81527,0.83077,0.79977,2
2021,17,081,all,All,0.81876,0.83033,0.80719,2
2021,17,081,race-ethnicity,"Black, Non-Hispanic",0.70791,0.80515,0.61067,3
2021,17,081,race-ethnicity,Hispanic,0.83134,0.92941,0.73327,3
2021,17,081,race-ethnicity,Other Races and Ethnicities,0.65110,0.72763,0.57456,2
2021,17,081,race-ethnicity,"White, Non-Hispanic",0.82860,0.84032,0.81687,2
2021,17,083,all,All,0.79242,0.80639,0.77846,2
2021,17,083,race-ethnicity,"Black, Non-Hispanic",0.60022,0.75806,0.44238,3
2021,17,083,race-ethnicity,Hispanic,0.79521,0.88778,0.70264,3
2021,17,083,race-ethnicity,Other Races and Ethnicities,0.78445,0.87690,0.69200,3
2021,17,083,race-ethnicity,"White, Non-Hispanic",0.79653,0.81080,0.78225,2
2021,17,085,all,All,0.83534,0.84885,0.82184,2
2021,17,085,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,085,race-ethnicity,Hispanic,0.85034,0.90650,0.79418,2
2021,17,085,race-ethnicity,Other Races and Ethnicities,0.74581,0.83837,0.65324,3
2021,17,085,race-ethnicity,"White, Non-Hispanic",0.83586,0.85002,0.82170,2
2021,17,087,all,All,0.74029,0.75589,0.72468,2
2021,17,087,race-ethnicity,"Black, Non-Hispanic",0.70013,0.80117,0.59909,3
2021,17,087,race-ethnicity,Hispanic,0.71617,0.83025,0.60208,3
2021,17,087,race-ethnicity,Other Races and Ethnicities,0.69223,0.78225,0.60221,2
2021,17,087,race-ethnicity,"White, Non-Hispanic",0.74385,0.76004,0.72766,2
2021,17,089,all,All,0.83192,0.84064,0.82320,1
2021,17,089,race-ethnicity,"Black, Non-Hispanic",0.76946,0.81998,0.71894,1
2021,17,089,race-ethnicity,Hispanic,0.79824,0.81461,0.78188,1
2021,17,089,race-ethnicity,Other Races and Ethnicities,0.79497,0.83215,0.75779,1
2021,17,089,race-ethnicity,"White, Non-Hispanic",0.86336,0.87396,0.85277,1
2021,17,091,all,All,0.78535,0.80277,0.76792,1
2021,17,091,race-ethnicity,"Black, Non-Hispanic",0.66660,0.72688,0.60633,1
2021,17,091,race-ethnicity,Hispanic,0.79148,0.84764,0.73532,1
2021,17,091,race-ethnicity,Other Races and Ethnicities,0.82194,0.91794,0.72594,3
2021,17,091,race-ethnicity,"White, Non-Hispanic",0.80744,0.82655,0.78833,1
2021,17,093,all,All,0.84744,0.86198,0.83291,2
2021,17,093,race-ethnicity,"Black, Non-Hispanic",0.79429,0.89181,0.69677,3
2021,17,093,race-ethnicity,Hispanic,0.82962,0.87374,0.78550,2
2021,17,093,race-ethnicity,Other Races and Ethnicities,0.88345,0.94730,0.81959,3
2021,17,093,race-ethnicity,"White, Non-Hispanic",0.85383,0.86968,0.83799,2
2021,17,095,all,All,0.81422,0.82589,0.80255,2
2021,17,095,race-ethnicity,"Black, Non-Hispanic",0.56359,0.69839,0.42880,3
2021,17,095,race-ethnicity,Hispanic,0.78422,0.84196,0.72648,2
2021,17,095,race-ethnicity,Other Races and Ethnicities,0.76391,0.83777,0.69005,2
2021,17,095,race-ethnicity,"White, Non-Hispanic",0.82297,0.83496,0.81098,2
2021,17,097,all,All,0.82034,0.82731,0.81336,1
2021,17,097,race-ethnicity,"Black, Non-Hispanic",0.74105,0.77972,0.70238,1
2021,17,097,race-ethnicity,Hispanic,0.80121,0.81750,0.78492,1
2021,17,097,race-ethnicity,Other Races and Ethnicities,0.81940,0.83837,0.80042,1
2021,17,097,race-ethnicity,"White, Non-Hispanic",0.83753,0.84603,0.82904,1
2021,17,099,all,All,0.83491,0.84956,0.82027,1
2021,17,099,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,099,race-ethnicity,Hispanic,0.82114,0.87310,0.76918,1
2021,17,099,race-ethnicity,Other Races and Ethnicities,0.64985,0.75504,0.54466,3
2021,17,099,race-ethnicity,"White, Non-Hispanic",0.84199,0.85738,0.82659,1
2021,17,101,all,All,0.81097,0.82620,0.79573,2
2021,17,101,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,101,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,101,race-ethnicity,Other Races and Ethnicities,0.74016,0.83077,0.64956,3
2021,17,101,race-ethnicity,"White, Non-Hispanic",0.81527,0.83077,0.79977,2
2021,17,103,all,All,0.83534,0.84885,0.82184,2
2021,17,103,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,103,race-ethnicity,Hispanic,0.85034,0.90650,0.79418,2
2021,17,103,race-ethnicity,Other Races and Ethnicities,0.74581,0.83837,0.65324,3
2021,17,103,race-ethnicity,"White, Non-Hispanic",0.83586,0.85002,0.82170,2
2021,17,105,all,All,0.77981,0.79272,0.76689,2
2021,17,105,race-ethnicity,"Black, Non-Hispanic",0.66922,0.74502,0.59341,2
2021,17,105,race-ethnicity,Hispanic,0.73325,0.79614,0.67036,2
2021,17,105,race-ethnicity,Other Races and Ethnicities,0.77361,0.84787,0.69935,2
2021,17,105,race-ethnicity,"White, Non-Hispanic",0.79116,0.80463,0.77768,2
2021,17,107,all,All,0.82625,0.83831,0.81418,2
2021,17,107,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,107,race-ethnicity,Hispanic,0.85714,0.95718,0.75710,3
2021,17,107,race-ethnicity,Other Races and Ethnicities,0.75056,0.84255,0.65858,3
2021,17,107,race-ethnicity,"White, Non-Hispanic",0.82683,0.83912,0.81453,2
2021,17,109,all,All,0.80515,0.81708,0.79321,2
2021,17,109,race-ethnicity,"Black, Non-Hispanic",0.87793,0.97814,0.77773,3
2021,17,109,race-ethnicity,Hispanic,0.63126,0.72226,0.54027,2
2021,17,109,race-ethnicity,Other Races and Ethnicities,0.74728,0.82170,0.67286,2
2021,17,109,race-ethnicity,"White, Non-Hispanic",0.81400,0.82614,0.80187,2
2021,17,111,all,All,0.85110,0.86098,0.84121,1
2021,17,111,race-ethnicity,"Black, Non-Hispanic",0.72693,0.86859,0.58527,3
2021,17,111,race-ethnicity,Hispanic,0.85768,0.88768,0.82768,1
2021,17,111,race-ethnicity,Other Races and Ethnicities,0.83156,0.87776,0.78535,1
2021,17,111,race-ethnicity,"White, Non-Hispanic",0.85353,0.86427,0.84280,1
2021,17,113,all,All,0.83872,0.85092,0.82653,1
2021,17,113,race-ethnicity,"Black, Non-Hispanic",0.74433,0.81437,0.67428,1
2021,17,113,race-ethnicity,Hispanic,0.76716,0.83595,0.69837,1
2021,17,113,race-ethnicity,Other Races and Ethnicities,0.79776,0.84934,0.74618,1
2021,17,113,race-ethnicity,"White, Non-Hispanic",0.85844,0.87099,0.84590,1
2021,17,115,all,All,0.76658,0.78577,0.74739,1
2021,17,115,race-ethnicity,"Black, Non-Hispanic",0.65113,0.71769,0.58457,1
2021,17,115,race-ethnicity,Hispanic,0.84841,0.94882,0.74800,3
2021,17,115,race-ethnicity,Other Races and Ethnicities,0.79754,0.88559,0.70948,3
2021,17,115,race-ethnicity,"White, Non-Hispanic",0.78701,0.80745,0.76657,1
2021,17,117,all,All,0.79242,0.80639,0.77846,2
2021,17,117,race-ethnicity,"Black, Non-Hispanic",0.60022,0.75806,0.44238,3
2021,17,117,race-ethnicity,Hispanic,0.79521,0.88778,0.70264,3
2021,17,117,race-ethnicity,Other Races and Ethnicities,0.78445,0.87690,0.69200,3
2021,17,117,race-ethnicity,"White, Non-Hispanic",0.79653,0.81080,0.78225,2
2021,17,119,all,All,0.82702,0.83858,0.81547,1
2021,17,119,race-ethnicity,"Black, Non-Hispanic",0.75979,0.80896,0.71062,1
2021,17,119,race-ethnicity,Hispanic,0.77168,0.83755,0.70581,1
2021,17,119,race-ethnicity,Other Races and Ethnicities,0.78270,0.84582,0.71958,1
2021,17,119,race-ethnicity,"White, Non-Hispanic",0.83792,0.85012,0.82572,1
2021,17,121,all,All,0.81876,0.83033,0.80719,2
2021,17,121,race-ethnicity,"Black, Non-Hispanic",0.70791,0.80515,0.61067,3
2021,17,121,race-ethnicity,Hispanic,0.83134,0.92941,0.73327,3
2021,17,121,race-ethnicity,Other Races and Ethnicities,0.65110,0.72763,0.57456,2
2021,17,121,race-ethnicity,"White, Non-Hispanic",0.82860,0.84032,0.81687,2
2021,17,123,all,All,0.81422,0.82589,0.80255,2
2021,17,123,race-ethnicity,"Black, Non-Hispanic",0.56359,0.69839,0.42880,3
2021,17,123,race-ethnicity,Hispanic,0.78422,0.84196,0.72648,2
2021,17,123,race-ethnicity,Other Races and Ethnicities,0.76391,0.83777,0.69005,2
2021,17,123,race-ethnicity,"White, Non-Hispanic",0.82297,0.83496,0.81098,2
2021,17,125,all,All,0.82756,0.84200,0.81312,2
2021,17,125,race-ethnicity,"Black, Non-Hispanic",0.73625,0.89394,0.57856,3
2021,17,125,race-ethnicity,Hispanic,0.89241,0.99363,0.79119,3
2021,17,125,race-ethnicity,Other Races and Ethnicities,0.77404,0.86933,0.67875,3
2021,17,125,race-ethnicity,"White, Non-Hispanic",0.83055,0.84529,0.81581,2
2021,17,127,all,All,0.74029,0.75589,0.72468,2
2021,17,127,race-ethnicity,"Black, Non-Hispanic",0.70013,0.80117,0.59909,3
2021,17,127,race-ethnicity,Hispanic,0.71617,0.83025,0.60208,3
2021,17,127,race-ethnicity,Other Races and Ethnicities,0.69223,0.78225,0.60221,2
2021,17,127,race-ethnicity,"White, Non-Hispanic",0.74385,0.76004,0.72766,2
2021,17,129,all,All,0.82625,0.83831,0.81418,2
2021,17,129,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,129,race-ethnicity,Hispanic,0.85714,0.95718,0.75710,3
2021,17,129,race-ethnicity,Other Races and Ethnicities,0.75056,0.84255,0.65858,3
2021,17,129,race-ethnicity,"White, Non-Hispanic",0.82683,0.83912,0.81453,2
2021,17,131,all,All,0.80515,0.81708,0.79321,2
2021,17,131,race-ethnicity,"Black, Non-Hispanic",0.87793,0.97814,0.77773,3
2021,17,131,race-ethnicity,Hispanic,0.63126,0.72226,0.54027,2
2021,17,131,race-ethnicity,Other Races and Ethnicities,0.74728,0.82170,0.67286,2
2021,17,131,race-ethnicity,"White, Non-Hispanic",0.81400,0.82614,0.80187,2
2021,17,133,all,All,0.81876,0.83033,0.80719,2
2021,17,133,race-ethnicity,"Black, Non-Hispanic",0.70791,0.80515,0.61067,3
2021,17,133,race-ethnicity,Hispanic,0.83134,0.92941,0.73327,3
2021,17,133,race-ethnicity,Other Races and Ethnicities,0.65110,0.72763,0.57456,2
2021,17,133,race-ethnicity,"White, Non-Hispanic",0.82860,0.84032,0.81687,2
2021,17,135,all,All,0.81148,0.82407,0.79889,2
2021,17,135,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,135,race-ethnicity,Hispanic,0.79214,0.90461,0.67966,3
2021,17,135,race-ethnicity,Other Races and Ethnicities,0.80987,0.88878,0.73096,3
2021,17,135,race-ethnicity,"White, Non-Hispanic",0.81199,0.82485,0.79914,2
2021,17,137,all,All,0.79242,0.80639,0.77846,2
2021,17,137,race-ethnicity,"Black, Non-Hispanic",0.60022,0.75806,0.44238,3
2021,17,137,race-ethnicity,Hispanic,0.79521,0.88778,0.70264,3
2021,17,137,race-ethnicity,Other Races and Ethnicities,0.78445,0.87690,0.69200,3
2021,17,137,race-ethnicity,"White, Non-Hispanic",0.79653,0.81080,0.78225,2
2021,17,139,all,All,0.82625,0.83831,0.81418,2
2021,17,139,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,139,race-ethnicity,Hispanic,0.85714,0.95718,0.75710,3
2021,17,139,race-ethnicity,Other Races and Ethnicities,0.75056,0.84255,0.65858,3
2021,17,139,race-ethnicity,"White, Non-Hispanic",0.82683,0.83912,0.81453,2
2021,17,141,all,All,0.79934,0.81611,0.78256,2
2021,17,141,race-ethnicity,"Black, Non-Hispanic",0.62252,0.75557,0.48948,3
2021,17,141,race-ethnicity,Hispanic,0.83440,0.90483,0.76396,2
2021,17,141,race-ethnicity,Other Races and Ethnicities,0.81382,0.90703,0.72062,3
2021,17,141,race-ethnicity,"White, Non-Hispanic",0.80584,0.82333,0.78835,2
2021,17,143,all,All,0.78603,0.80035,0.77170,1
2021,17,143,race-ethnicity,"Black, Non-Hispanic",0.72106,0.76859,0.67353,1
2021,17,143,race-ethnicity,Hispanic,0.69794,0.77216,0.62371,1
2021,17,143,race-ethnicity,Other Races and Ethnicities,0.70039,0.75933,0.64144,1
2021,17,143,race-ethnicity,"White, Non-Hispanic",0.81926,0.83457,0.80396,1
2021,17,145,all,All,0.76115,0.77483,0.74747,2
2021,17,145,race-ethnicity,"Black, Non-Hispanic",0.72232,0.80453,0.64011,2
2021,17,145,race-ethnicity,Hispanic,0.76602,0.85550,0.67655,3
2021,17,145,race-ethnicity,Other Races and Ethnicities,0.71640,0.78669,0.64612,2
2021,17,145,race-ethnicity,"White, Non-Hispanic",0.76581,0.78010,0.75152,2
2021,17,147,all,All,0.82625,0.83831,0.81418,2
2021,17,147,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,147,race-ethnicity,Hispanic,0.85714,0.95718,0.75710,3
2021,17,147,race-ethnicity,Other Races and Ethnicities,0.75056,0.84255,0.65858,3
2021,17,147,race-ethnicity,"White, Non-Hispanic",0.82683,0.83912,0.81453,2
2021,17,149,all,All,0.82756,0.84200,0.81312,2
2021,17,149,race-ethnicity,"Black, Non-Hispanic",0.73625,0.89394,0.57856,3
2021,17,149,race-ethnicity,Hispanic,0.89241,0.99363,0.79119,3
2021,17,149,race-ethnicity,Other Races and Ethnicities,0.77404,0.86933,0.67875,3
2021,17,149,race-ethnicity,"White, Non-Hispanic",0.83055,0.84529,0.81581,2
2021,17,151,all,All,0.74029,0.75589,0.72468,2
2021,17,151,race-ethnicity,"Black, Non-Hispanic",0.70013,0.80117,0.59909,3
2021,17,151,race-ethnicity,Hispanic,0.71617,0.83025,0.60208,3
2021,17,151,race-ethnicity,Other Races and Ethnicities,0.69223,0.78225,0.60221,2
2021,17,151,race-ethnicity,"White, Non-Hispanic",0.74385,0.76004,0.72766,2
2021,17,153,all,All,0.74029,0.75589,0.72468,2
2021,17,153,race-ethnicity,"Black, Non-Hispanic",0.70013,0.80117,0.59909,3
2021,17,153,race-ethnicity,Hispanic,0.71617,0.83025,0.60208,3
2021,17,153,race-ethnicity,Other Races and Ethnicities,0.69223,0.78225,0.60221,2
2021,17,153,race-ethnicity,"White, Non-Hispanic",0.74385,0.76004,0.72766,2
2021,17,155,all,All,0.81422,0.82589,0.80255,2
2021,17,155,race-ethnicity,"Black, Non-Hispanic",0.56359,0.69839,0.42880,3
2021,17,155,race-ethnicity,Hispanic,0.78422,0.84196,0.72648,2
2021,17,155,race-ethnicity,Other Races and Ethnicities,0.76391,0.83777,0.69005,2
2021,17,155,race-ethnicity,"White, Non-Hispanic",0.82297,0.83496,0.81098,2
2021,17,157,all,All,0.81876,0.83033,0.80719,2
2021,17,157,race-ethnicity,"Black, Non-Hispanic",0.70791,0.80515,0.61067,3
2021,17,157,race-ethnicity,Hispanic,0.83134,0.92941,0.73327,3
2021,17,157,race-ethnicity,Other Races and Ethnicities,0.65110,0.72763,0.57456,2
2021,17,157,race-ethnicity,"White, Non-Hispanic",0.82860,0.84032,0.81687,2
2021,17,159,all,All,0.81097,0.82620,0.79573,2
2021,17,159,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,159,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,159,race-ethnicity,Other Races and Ethnicities,0.74016,0.83077,0.64956,3
2021,17,159,race-ethnicity,"White, Non-Hispanic",0.81527,0.83077,0.79977,2
2021,17,161,all,All,0.79336,0.80934,0.77737,1
2021,17,161,race-ethnicity,"Black, Non-Hispanic",0.69662,0.76807,0.62516,1
2021,17,161,race-ethnicity,Hispanic,0.75653,0.80312,0.70994,1
2021,17,161,race-ethnicity,Other Races and Ethnicities,0.76582,0.83405,0.69759,1
2021,17,161,race-ethnicity,"White, Non-Hispanic",0.81664,0.83436,0.79892,1
2021,17,163,all,All,0.80082,0.81459,0.78704,1
2021,17,163,race-ethnicity,"Black, Non-Hispanic",0.73776,0.77217,0.70336,1
2021,17,163,race-ethnicity,Hispanic,0.81622,0.87479,0.75766,1
2021,17,163,race-ethnicity,Other Races and Ethnicities,0.83315,0.88808,0.77822,1
2021,17,163,race-ethnicity,"White, Non-Hispanic",0.82775,0.84333,0.81217,1
2021,17,165,all,All,0.74029,0.75589,0.72468,2
2021,17,165,race-ethnicity,"Black, Non-Hispanic",0.70013,0.80117,0.59909,3
2021,17,165,race-ethnicity,Hispanic,0.71617,0.83025,0.60208,3
2021,17,165,race-ethnicity,Other Races and Ethnicities,0.69223,0.78225,0.60221,2
2021,17,165,race-ethnicity,"White, Non-Hispanic",0.74385,0.76004,0.72766,2
2021,17,167,all,All,0.80483,0.81758,0.79207,1
2021,17,167,race-ethnicity,"Black, Non-Hispanic",0.62967,0.68749,0.57186,1
2021,17,167,race-ethnicity,Hispanic,0.85842,0.93210,0.78474,3
2021,17,167,race-ethnicity,Other Races and Ethnicities,0.82219,0.87505,0.76934,1
2021,17,167,race-ethnicity,"White, Non-Hispanic",0.82903,0.84217,0.81589,1
2021,17,169,all,All,0.82756,0.84200,0.81312,2
2021,17,169,race-ethnicity,"Black, Non-Hispanic",0.73625,0.89394,0.57856,3
2021,17,169,race-ethnicity,Hispanic,0.89241,0.99363,0.79119,3
2021,17,169,race-ethnicity,Other Races and Ethnicities,0.77404,0.86933,0.67875,3
2021,17,169,race-ethnicity,"White, Non-Hispanic",0.83055,0.84529,0.81581,2
2021,17,171,all,All,0.79242,0.80639,0.77846,2
2021,17,171,race-ethnicity,"Black, Non-Hispanic",0.60022,0.75806,0.44238,3
2021,17,171,race-ethnicity,Hispanic,0.79521,0.88778,0.70264,3
2021,17,171,race-ethnicity,Other Races and Ethnicities,0.78445,0.87690,0.69200,3
2021,17,171,race-ethnicity,"White, Non-Hispanic",0.79653,0.81080,0.78225,2
2021,17,173,all,All,0.82625,0.83831,0.81418,2
2021,17,173,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,173,race-ethnicity,Hispanic,0.85714,0.95718,0.75710,3
2021,17,173,race-ethnicity,Other Races and Ethnicities,0.75056,0.84255,0.65858,3
2021,17,173,race-ethnicity,"White, Non-Hispanic",0.82683,0.83912,0.81453,2
2021,17,175,all,All,0.81422,0.82589,0.80255,2
2021,17,175,race-ethnicity,"Black, Non-Hispanic",0.56359,0.69839,0.42880,3
2021,17,175,race-ethnicity,Hispanic,0.78422,0.84196,0.72648,2
2021,17,175,race-ethnicity,Other Races and Ethnicities,0.76391,0.83777,0.69005,2
2021,17,175,race-ethnicity,"White, Non-Hispanic",0.82297,0.83496,0.81098,2
2021,17,177,all,All,0.79934,0.81611,0.78256,2
2021,17,177,race-ethnicity,"Black, Non-Hispanic",0.62252,0.75557,0.48948,3
2021,17,177,race-ethnicity,Hispanic,0.83440,0.90483,0.76396,2
2021,17,177,race-ethnicity,Other Races and Ethnicities,0.81382,0.90703,0.72062,3
2021,17,177,race-ethnicity,"White, Non-Hispanic",0.80584,0.82333,0.78835,2
2021,17,179,all,All,0.82190,0.83662,0.80718,1
2021,17,179,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,179,race-ethnicity,Hispanic,0.82612,0.94357,0.70866,3
2021,17,179,race-ethnicity,Other Races and Ethnicities,0.80668,0.90660,0.70675,3
2021,17,179,race-ethnicity,"White, Non-Hispanic",0.82414,0.83912,0.80915,1
2021,17,181,all,All,0.74029,0.75589,0.72468,2
2021,17,181,race-ethnicity,"Black, Non-Hispanic",0.70013,0.80117,0.59909,3
2021,17,181,race-ethnicity,Hispanic,0.71617,0.83025,0.60208,3
2021,17,181,race-ethnicity,Other Races and Ethnicities,0.69223,0.78225,0.60221,2
2021,17,181,race-ethnicity,"White, Non-Hispanic",0.74385,0.76004,0.72766,2
2021,17,183,all,All,0.77981,0.79272,0.76689,2
2021,17,183,race-ethnicity,"Black, Non-Hispanic",0.66922,0.74502,0.59341,2
2021,17,183,race-ethnicity,Hispanic,0.73325,0.79614,0.67036,2
2021,17,183,race-ethnicity,Other Races and Ethnicities,0.77361,0.84787,0.69935,2
2021,17,183,race-ethnicity,"White, Non-Hispanic",0.79116,0.80463,0.77768,2
2021,17,185,all,All,0.74029,0.75589,0.72468,2
2021,17,185,race-ethnicity,"Black, Non-Hispanic",0.70013,0.80117,0.59909,3
2021,17,185,race-ethnicity,Hispanic,0.71617,0.83025,0.60208,3
2021,17,185,race-ethnicity,Other Races and Ethnicities,0.69223,0.78225,0.60221,2
2021,17,185,race-ethnicity,"White, Non-Hispanic",0.74385,0.76004,0.72766,2
2021,17,187,all,All,0.80515,0.81708,0.79321,2
2021,17,187,race-ethnicity,"Black, Non-Hispanic",0.87793,0.97814,0.77773,3
2021,17,187,race-ethnicity,Hispanic,0.63126,0.72226,0.54027,2
2021,17,187,race-ethnicity,Other Races and Ethnicities,0.74728,0.82170,0.67286,2
2021,17,187,race-ethnicity,"White, Non-Hispanic",0.81400,0.82614,0.80187,2
2021,17,189,all,All,0.81876,0.83033,0.80719,2
2021,17,189,race-ethnicity,"Black, Non-Hispanic",0.70791,0.80515,0.61067,3
2021,17,189,race-ethnicity,Hispanic,0.83134,0.92941,0.73327,3
2021,17,189,race-ethnicity,Other Races and Ethnicities,0.65110,0.72763,0.57456,2
2021,17,189,race-ethnicity,"White, Non-Hispanic",0.82860,0.84032,0.81687,2
2021,17,191,all,All,0.81097,0.82620,0.79573,2
2021,17,191,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,191,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,191,race-ethnicity,Other Races and Ethnicities,0.74016,0.83077,0.64956,3
2021,17,191,race-ethnicity,"White, Non-Hispanic",0.81527,0.83077,0.79977,2
2021,17,193,all,All,0.74029,0.75589,0.72468,2
2021,17,193,race-ethnicity,"Black, Non-Hispanic",0.70013,0.80117,0.59909,3
2021,17,193,race-ethnicity,Hispanic,0.71617,0.83025,0.60208,3
2021,17,193,race-ethnicity,Other Races and Ethnicities,0.69223,0.78225,0.60221,2
2021,17,193,race-ethnicity,"White, Non-Hispanic",0.74385,0.76004,0.72766,2
2021,17,195,all,All,0.83534,0.84885,0.82184,2
2021,17,195,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,195,race-ethnicity,Hispanic,0.85034,0.90650,0.79418,2
2021,17,195,race-ethnicity,Other Races and Ethnicities,0.74581,0.83837,0.65324,3
2021,17,195,race-ethnicity,"White, Non-Hispanic",0.83586,0.85002,0.82170,2
2021,17,197,all,All,0.82750,0.83447,0.82053,1
2021,17,197,race-ethnicity,"Black, Non-Hispanic",0.81390,0.83834,0.78946,1
2021,17,197,race-ethnicity,Hispanic,0.79852,0.81666,0.78038,1
2021,17,197,race-ethnicity,Other Races and Ethnicities,0.82221,0.84683,0.79760,1
2021,17,197,race-ethnicity,"White, Non-Hispanic",0.83995,0.84824,0.83165,1
