year,state,county,average_to_living_wage_ratio,wage_ratio_quality
2018,21,007,.78279263,1
2018,21,009,.6156981,1
2018,21,011,.61061949,1
2018,21,013,.58760685,1
2018,21,015,.76014084,1
2018,21,017,.66314554,1
2018,21,019,.7879681,1
2018,21,021,.68142062,1
2018,21,023,.58665776,1
2018,21,025,.59027779,1
2018,21,027,.57336187,1
2018,21,029,.64546072,1
2018,21,031,.60363251,1
2018,21,033,.5849359,1
2018,21,035,.60656601,1
2018,21,037,.70901781,1
2018,21,039,.53161424,1
2018,21,041,.9522137,1
2018,21,043,.56534904,1
2018,21,045,.53418803,1
2018,21,047,.68640649,1
2018,21,049,.68494296,1
2018,21,051,.61698723,1
2018,21,053,.51994306,1
2018,21,055,.54932338,1
2018,21,057,.61253566,1
2018,21,059,.69847852,1
2018,21,061,.54545456,1
2018,21,063,.55023074,1
2018,21,065,.5849359,1
2018,21,067,.78638494,1
2018,21,069,.60452282,1
2018,21,071,.67307693,1
2018,21,073,.73275864,1
2018,21,075,.55021369,1
2018,21,077,.81042576,1
2018,21,079,.60803664,1
2018,21,081,.65425348,1
2018,21,083,.65081912,1
2018,21,085,.59294873,1
2018,21,087,.5324074,1
2018,21,089,.69434816,1
2018,21,091,1.1479944,1
2018,21,093,.70740104,1
2018,21,095,.60808408,1
2018,21,097,.71492171,1
2018,21,099,.62321937,1
2018,21,101,.71489727,1
2018,21,103,.61677355,1
2018,21,105,.53062683,1
2018,21,107,.71492004,1
2018,21,109,.56356841,1
2018,21,111,.89183265,1
2018,21,113,.64134806,1
2018,21,115,.5751425,1
2018,21,117,.90010059,1
2018,21,119,.54576212,1
2018,21,121,.5787037,1
2018,21,123,.54991394,1
2018,21,125,.62677056,1
2018,21,127,.59650999,1
2018,21,129,.57692307,1
2018,21,131,.65081912,1
2018,21,133,.59011734,1
2018,21,135,.54398149,1
2018,21,137,.56445873,1
2018,21,139,.76121801,1
2018,21,141,.7672475,1
2018,21,143,.54398149,1
2018,21,145,.73238456,1
2018,21,147,.60808408,1
2018,21,149,.62586445,1
2018,21,151,.68102241,1
2018,21,153,.52617526,1
2018,21,155,.70490056,1
2018,21,157,.86956519,1
2018,21,159,.75587612,1
2018,21,161,.70071048,1
2018,21,163,.63133079,1
2018,21,165,.55110401,1
2018,21,167,.8386355,1
2018,21,169,.60363251,1
2018,21,171,.56623936,1
2018,21,173,.6702202,1
2018,21,175,.60363251,1
2018,21,177,.70957983,1
2018,21,179,.70866829,1
2018,21,181,.50658834,1
2018,21,183,.63034189,1
2018,21,185,.72392845,1
2018,21,187,.70159858,1
2018,21,189,.48522082,1
2018,21,191,.63610464,1
2018,21,193,.66506416,1
2018,21,195,.72843617,1
2018,21,197,.52973652,1
2018,21,199,.61988616,1
2018,21,201,.47007042,1
2018,21,203,.58938748,1
2018,21,205,.59224313,1
2018,21,207,.54754275,1
2018,21,209,.86686784,1
2018,21,211,.65073156,1
2018,21,213,.67728382,1
2018,21,215,.55349308,1
2018,21,217,.57959402,1
2018,21,219,.5490613,1
2018,21,221,.52321672,1
2018,21,223,.82517719,1
2018,21,225,.7603277,1
2018,21,227,.69982845,1
2018,21,229,.68358684,1
2018,21,231,.52617526,1
2018,21,233,.82353991,1
2018,21,235,.65616101,1
2018,21,237,.5039174,1
2018,21,239,.71009386,1
2018,22,001,.66342115,1
2018,22,003,.71687669,1
2018,22,005,.93947917,1
2018,22,007,.76806664,1
2018,22,009,.57947648,1
2018,22,011,.7474227,1
2018,22,013,.71019477,1
2018,22,015,.71480668,1
2018,22,017,.77771693,1
2018,22,019,.88471359,1
2018,22,021,.62619323,1
2018,22,023,1.5861,1
2018,22,025,.57464683,1
2018,22,027,.68035579,1
2018,22,029,.61855674,1
2018,22,031,.90353751,1
2018,22,033,.89637578,1
2018,22,035,.56128293,1
2018,22,037,.71428567,1
2018,22,039,.63573885,1
2018,22,041,.56032836,1
2018,22,043,.70716399,1
2018,22,045,.85181075,1
2018,22,047,1.2648369,1
2018,22,049,.72546774,1
2018,22,051,.82779717,1
2018,22,053,.66914856,1
2018,22,055,.82878953,1
2018,22,057,.87023592,1
2018,22,059,.6958763,1
2018,22,061,.65022421,1
2018,22,063,.6351161,1
2018,22,065,.55746472,1
2018,22,067,.61760217,1
2018,22,069,.63481677,1
2018,22,071,.88024473,1
2018,22,073,.72346371,1
2018,22,075,1.1319931,1
2018,22,077,.67821956,1
2018,22,079,.71731907,1
2018,22,081,.73414177,1
2018,22,083,.62142038,1
2018,22,085,.64623904,1
2018,22,087,.81381118,1
2018,22,089,1.1809441,1
2018,22,091,.61752284,1
2018,22,093,1.275395,1
2018,22,095,.98863637,1
2018,22,097,.66257089,1
2018,22,099,.70974189,1
2018,22,101,.87769914,1
2018,22,103,.7867133,1
2018,22,105,.62340963,1
2018,22,107,.61760217,1
2018,22,109,.88566244,1
2018,22,111,.5726257,1
2018,22,113,.73568445,1
2018,22,115,.65701753,1
2018,22,117,.64337534,1
2018,22,119,.71305841,1
2018,22,121,.89813507,1
2018,22,123,.7779687,1
2018,22,125,.91308933,1
2018,22,127,.66533029,1
2018,23,001,.6785714,1
2018,23,003,.63708568,1
2018,23,005,.7662158,1
2018,23,007,.59437543,1
2018,23,009,.61589402,1
2018,23,011,.69790965,1
2018,23,013,.63828021,1
2018,23,015,.58765262,1
2018,23,017,.61189997,1
2018,23,019,.67810726,1
2018,23,021,.57919413,1
2018,23,023,.77761388,1
2018,23,025,.65382034,1
2018,23,027,.62813234,1
2018,23,029,.60298103,1
2018,23,031,.68474841,1
2018,24,001,.64056635,1
2018,24,003,.84923953,1
2018,24,005,.81121385,1
2018,24,009,.68424004,1
2018,24,011,.64734298,1
2018,24,013,.62257683,1
2018,24,015,.71779144,1
2018,24,017,.6239484,1
2018,24,019,.63052732,1
2018,24,021,.68914747,1
2018,24,023,.57737893,1
2018,24,025,.75156581,1
2018,24,027,.9789741,1
2018,24,029,.63314271,1
2018,24,031,1.0200504,1
2018,24,033,.7851935,1
2018,24,035,.586788,1
2018,24,037,.97022748,1
2018,24,039,.70076388,1
2018,24,041,.64007425,1
2018,24,043,.67428386,1
2018,24,045,.65407431,1
2018,24,047,.5196541,1
2018,24,510,.94243962,1
2018,25,001,.65542269,1
2018,25,003,.70582736,1
2018,25,005,.74645287,1
2018,25,007,.69486827,1
2018,25,009,.76410866,1
2018,25,011,.62981808,1
2018,25,013,.74088502,1
2018,25,015,.72764105,1
2018,25,017,1.062387,1
2018,25,019,.77261305,1
2018,25,021,.80772167,1
2018,25,023,.68279862,1
2018,25,025,1.22218,1
2018,25,027,.81221372,1
2018,26,001,.60964757,1
2018,26,003,.7084372,1
2018,26,005,.8042264,1
2018,26,007,.67550731,1
2018,26,009,.56603777,1
2018,26,011,.61053759,1
2018,26,013,.69063723,1
2018,26,015,.66053796,1
2018,26,017,.72478992,1
2018,26,019,.56695652,1
2018,26,021,.82127738,1
2018,26,023,.70694548,1
2018,26,025,.88162982,1
2018,26,027,.67934781,1
2018,26,029,.75228232,1
2018,26,031,.57137775,1
2018,26,033,.67016733,1
2018,26,035,.67550731,1
2018,26,037,.68312973,1
2018,26,039,.72535211,1
2018,26,041,.68084729,1
2018,26,043,.80877191,1
2018,26,045,.77987105,1
2018,26,047,.67047817,1
2018,26,049,.77707458,1
2018,26,051,.62299752,1
2018,26,053,.68262726,1
2018,26,055,.72998297,1
2018,26,057,.748487,1
2018,26,059,.74822694,1
2018,26,061,.74314702,1
2018,26,063,.6781773,1
2018,26,065,.86812633,1
2018,26,067,.59215134,1
2018,26,069,.6781773,1
2018,26,071,.63189751,1
2018,26,073,.66478074,1
2018,26,075,.8125,1
2018,26,077,.8696031,1
2018,26,079,.86694974,1
2018,26,081,.80020392,1
2018,26,083,.44321823,1
2018,26,085,.58383769,1
2018,26,087,.64154106,1
2018,26,089,.61629528,1
2018,26,091,.73673189,1
2018,26,093,.71667224,1
2018,26,095,.62566751,1
2018,26,097,.56781775,1
2018,26,099,.90201002,1
2018,26,101,.71110719,1
2018,26,103,.72120464,1
2018,26,105,.68462896,1
2018,26,107,.68529725,1
2018,26,109,.63812745,1
2018,26,111,1.0609207,1
2018,26,113,.60934746,1
2018,26,115,.80796856,1
2018,26,117,.67088169,1
2018,26,119,.64435744,1
2018,26,121,.71901119,1
2018,26,123,.68882978,1
2018,26,125,1.0134003,1
2018,26,127,.63812745,1
2018,26,129,.64702743,1
2018,26,131,.53933787,1
2018,26,133,.78408688,1
2018,26,135,.53310788,1
2018,26,137,.69225371,1
2018,26,139,.79001367,1
2018,26,141,.64435744,1
2018,26,143,.5580278,1
2018,26,145,.76113433,1
2018,26,147,.7244556,1
2018,26,149,.63011748,1
2018,26,151,.62299752,1
2018,26,153,.70220721,1
2018,26,155,.67730498,1
2018,26,157,.69063723,1
2018,26,159,.76427579,1
2018,26,161,.9223693,1
2018,26,163,.98827469,1
2018,26,165,.68653309,1
2018,27,001,.58122087,1
2018,27,003,.78532022,1
2018,27,005,.6245802,1
2018,27,007,.67834604,1
2018,27,009,.66959924,1
2018,27,011,.63110882,1
2018,27,013,.67919075,1
2018,27,015,.67492414,1
2018,27,017,.69503081,1
2018,27,019,.79604656,1
2018,27,021,.52982336,1
2018,27,023,.67155373,1
2018,27,025,.65583813,1
2018,27,027,.64067084,1
2018,27,029,.66144252,1
2018,27,031,.5282163,1
2018,27,033,.62015504,1
2018,27,035,.63940096,1
2018,27,037,.8328225,1
2018,27,039,.71326107,1
2018,27,041,.68962669,1
2018,27,043,.62858105,1
2018,27,045,.54684865,1
2018,27,047,.66986853,1
2018,27,049,.76223546,1
2018,27,051,.63279402,1
2018,27,053,1.047349,1
2018,27,055,.5526402,1
2018,27,057,.62015504,1
2018,27,059,.60220653,1
2018,27,061,.66291016,1
2018,27,063,.64037746,1
2018,27,065,.63077176,1
2018,27,067,.65112001,1
2018,27,069,.6176272,1
2018,27,071,.69683176,1
2018,27,073,.57296932,1
2018,27,075,.69458294,1
2018,27,077,.56268758,1
2018,27,079,.70531875,1
2018,27,081,.56538588,1
2018,27,083,.68419278,1
2018,27,085,.72789007,1
2018,27,087,.57802492,1
2018,27,089,.71284121,1
2018,27,091,.67829454,1
2018,27,093,.62087184,1
2018,27,095,.55933851,1
2018,27,097,.60414559,1
2018,27,099,.78561914,1
2018,27,101,.60920119,1
2018,27,103,.68481052,1
2018,27,105,.69234639,1
2018,27,107,.61846983,1
2018,27,109,.97226644,1
2018,27,111,.6422559,1
2018,27,113,.74173075,1
2018,27,115,.51538718,1
2018,27,117,.61172897,1
2018,27,119,.64083815,1
2018,27,121,.71129358,1
2018,27,123,.93548876,1
2018,27,125,.58813614,1
2018,27,127,.62858105,1
2018,27,129,.6707111,1
2018,27,131,.72687578,1
2018,27,133,.64880347,1
2018,27,135,.76942486,1
2018,27,137,.72994471,1
2018,27,139,.74547958,1
2018,27,141,.66809678,1
2018,27,143,.65947843,1
2018,27,145,.74209839,1
2018,27,147,.7359736,1
2018,27,149,.76171213,1
2018,27,151,.66312772,1
2018,27,153,.65975732,1
2018,27,155,.57549709,1
2018,27,157,.60119247,1
2018,27,159,.62268281,1
2018,27,161,.68166494,1
2018,27,163,.71023595,1
2018,27,165,.59656215,1
2018,27,167,.6673407,1
2018,27,169,.68166667,1
2018,27,171,.63055468,1
2018,27,173,.60498816,1
2018,28,001,.69519836,1
2018,28,003,.7417233,1
2018,28,005,.72686762,1
2018,28,007,.65789479,1
2018,28,009,.7417233,1
2018,28,011,.73163009,1
2018,28,013,.62393892,1
2018,28,015,.63667238,1
2018,28,017,.69503397,1
2018,28,019,.87860787,1
2018,28,021,1.1086404,1
2018,28,023,.65405744,1
2018,28,025,.75021225,1
2018,28,027,.69927847,1
2018,28,029,.66453165,1
2018,28,031,.70223534,1
2018,28,033,.67319214,1
2018,28,035,.80147964,1
2018,28,037,.77674025,1
2018,28,039,.65670103,1
2018,28,041,.65895587,1
2018,28,043,.70033962,1
2018,28,045,.96563005,1
2018,28,047,.76104742,1
2018,28,049,.8897118,1
2018,28,051,.67275047,1
2018,28,053,.58573854,1
2018,28,055,.54435486,1
2018,28,057,.7321732,1
2018,28,059,1,1
2018,28,061,.79975075,1
2018,28,063,.66956711,1
2018,28,065,.67352569,1
2018,28,067,.79658902,1
2018,28,069,.94545841,1
2018,28,071,.72193575,1
2018,28,073,.64015615,1
2018,28,075,.72809547,1
2018,28,077,.87978369,1
2018,28,079,.63348901,1
2018,28,081,.79450911,1
2018,28,083,.68972838,1
2018,28,085,.75021225,1
2018,28,087,.82631576,1
2018,28,089,.84467578,1
2018,28,091,.76082349,1
2018,28,093,.80617863,1
2018,28,095,.82555181,1
2018,28,097,.61863333,1
2018,28,099,.73005098,1
2018,28,101,.67238456,1
2018,28,103,.66850597,1
2018,28,105,.73451507,1
2018,28,107,.73853993,1
2018,28,109,.66173446,1
2018,28,111,.80353475,1
2018,28,113,.65950274,1
2018,28,115,.69826496,1
2018,28,117,.66001701,1
2018,28,119,.65471143,1
2018,28,121,.78863096,1
2018,28,123,.69715625,1
2018,28,125,.58998305,1
2018,28,127,.55648887,1
2018,28,129,.79053485,1
2018,28,131,.68768519,1
2018,28,133,.66956711,1
2018,28,135,.67805606,1
2018,28,137,.6741221,1
2018,28,139,.68866724,1
2018,28,141,.67805606,1
2018,28,143,.6432088,1
2018,28,145,.84040749,1
2018,28,147,.60483873,1
2018,28,149,.89061189,1
2018,28,151,.70776743,1
2018,28,153,.72050089,1
2018,28,155,.69078952,1
2018,28,157,.60696095,1
2018,28,159,.78947371,1
2018,28,161,.74596775,1
2018,28,163,.8078053,1
2018,29,001,.61327976,1
2018,29,003,.58494782,1
2018,29,005,.58738983,1
2018,29,007,.66249055,1
2018,29,009,.7186662,1
2018,29,011,.58355695,1
2018,29,013,.605802,1
2018,29,015,.55757463,1
2018,29,017,.53437966,1
2018,29,019,.78171086,1
2018,29,021,.79731745,1
2018,29,023,.62404865,1
2018,29,025,.54804271,1
2018,29,027,.77645046,1
2018,29,029,.60608929,1
2018,29,031,.72589684,1
2018,29,033,.61422002,1
2018,29,035,.4946422,1
2018,29,037,.61832738,1
2018,29,039,.52223074,1
2018,29,041,.57589114,1
2018,29,043,.59514856,1
2018,29,045,.48773476,1
2018,29,047,.83007115,1
2018,29,049,.59252667,1
2018,29,051,.77520126,1
2018,29,053,.60826319,1
2018,29,055,.67075509,1
2018,29,057,.54268759,1
2018,29,059,.49156767,1
2018,29,061,.52510542,1
2018,29,063,.62220567,1
2018,29,065,.56055963,1
2018,29,067,.51073211,1
2018,29,069,.51264852,1
2018,29,071,.69419563,1
2018,29,073,.5634343,1
2018,29,075,.6190111,1
2018,29,077,.78130877,1
2018,29,079,.63314176,1
2018,29,081,.56001526,1
2018,29,083,.66503388,1
2018,29,085,.47815257,1
2018,29,087,.66117287,1
2018,29,089,.56527466,1
2018,29,091,.61422002,1
2018,29,093,.72537374,1
2018,29,095,.96708184,1
2018,29,097,.71294212,1
2018,29,099,.65120029,1
2018,29,101,.66051936,1
2018,29,103,.51073211,1
2018,29,105,.63625914,1
2018,29,107,.55516016,1
2018,29,109,.68321198,1
2018,29,111,.59505558,1
2018,29,113,.68255103,1
2018,29,115,.6324262,1
2018,29,117,.62285393,1
2018,29,119,.65542352,1
2018,29,121,.60176313,1
2018,29,123,.55502665,1
2018,29,125,.56630892,1
2018,29,127,.6927942,1
2018,29,129,.6448831,1
2018,29,131,.58333331,1
2018,29,133,.57670343,1
2018,29,135,.64105022,1
2018,29,137,.58738983,1
2018,29,139,.63864416,1
2018,29,141,.52721733,1
2018,29,143,.64871597,1
2018,29,145,.7242288,1
2018,29,147,.6493752,1
2018,29,149,.46377924,1
2018,29,151,.66213107,1
2018,29,153,.46665391,1
2018,29,155,.54235339,1
2018,29,157,.69576824,1
2018,29,159,.63368386,1
2018,29,161,.71133637,1
2018,29,163,.60942894,1
2018,29,165,.8078292,1
2018,29,167,.64105022,1
2018,29,169,.66838998,1
2018,29,171,.52127254,1
2018,29,173,.81174928,1
2018,29,175,.68033731,1
2018,29,177,.61032027,1
2018,29,179,.631468,1
2018,29,181,.47048679,1
2018,29,183,.7873522,1
2018,29,185,.50594097,1
2018,29,186,.79623282,1
2018,29,187,.59505558,1
2018,29,189,1.042637,1
2018,29,195,.65142858,1
2018,29,197,.47911078,1
2018,29,199,.58164048,1
2018,29,201,.68190515,1
2018,29,203,.47240323,1
2018,29,205,.53085476,1
2018,29,207,.67267156,1
2018,29,209,.54224819,1
2018,29,211,.73262841,1
2018,29,213,.56788266,1
2018,29,215,.56439251,1
2018,29,217,.67191058,1
2018,29,219,.66284484,1
2018,29,221,.55289382,1
2018,29,223,.46952856,1
2018,29,225,.6045506,1
2018,29,227,.49252588,1
2018,29,229,.55385208,1
2018,29,510,1.0435327,1
2018,30,001,.59270513,1
2018,30,003,.71416664,1
2018,30,005,.57666326,1
2018,30,007,.57775199,1
2018,30,009,.53848642,1
2018,30,011,.54035795,1
2018,30,013,.66423112,1
2018,30,015,.54120231,1
2018,30,017,.60790271,1
2018,30,019,.72019589,1
2018,30,021,.67544746,1
2018,30,023,.62310028,1
2018,30,025,.84346503,1
2018,30,027,.59199601,1
2018,30,029,.65599346,1
2018,30,031,.68747979,1
2018,30,033,.4618372,1
2018,30,035,.63745356,1
2018,30,037,.4314014,1
2018,30,039,.52853763,1
2018,30,041,.62563324,1
2018,30,043,.66513759,1
2018,30,045,.52600473,1
2018,30,047,.58193982,1
2018,30,049,.71995461,1
2018,30,051,.51165146,1
2018,30,053,.57413036,1
2018,30,055,.62901044,1
2018,30,057,.64802527,1
2018,30,059,.49190012,1
2018,30,061,.50320834,1
2018,30,063,.65434086,1
2018,30,065,.73967886,1
2018,30,067,.55736637,1
2018,30,069,.42452833,3
2018,30,071,.53866935,1
2018,30,073,.53107059,1
2018,30,075,.48885509,1
2018,30,077,.64167511,1
2018,30,079,.62141168,1
2018,30,081,.5879907,1
2018,30,083,.82681656,1
2018,30,085,.64505231,1
2018,30,087,.81898004,1
2018,30,089,.53698075,1
2018,30,091,.63745356,1
2018,30,093,.66967267,1
2018,30,095,1.0013509,1
2018,30,097,.80757731,1
2018,30,099,.55630255,1
2018,30,101,.70246536,1
2018,30,103,.56848627,1
2018,30,105,.62310028,1
2018,30,107,.58932793,1
2018,30,109,.50976503,1
2018,30,111,.74628067,1
2018,31,001,.67032188,1
2018,31,003,.63080776,1
2018,31,005,.46864349,3
2018,31,007,.62522107,3
2018,31,009,.59971613,3
2018,31,011,.64421016,1
2018,31,013,.63080776,1
2018,31,015,.50661188,1
2018,31,017,.58115184,1
2018,31,019,.66602981,1
2018,31,021,.61813676,1
2018,31,023,.68141437,1
2018,31,025,.61567169,1
2018,31,027,.61293787,1
2018,31,029,.63170123,1
2018,31,031,.54056472,1
2018,31,033,.82976067,1
2018,31,035,.72373128,1
2018,31,037,.74490893,1
2018,31,039,.68620443,1
2018,31,041,.64421016,1
2018,31,043,.77337503,1
2018,31,045,.57022172,1
2018,31,047,.67287236,1
2018,31,049,.53977269,1
2018,31,051,.60827249,1
2018,31,053,.66057265,1
2018,31,055,.85227275,1
2018,31,057,.65528828,1
2018,31,059,.68352395,1
2018,31,061,.53520375,1
2018,31,063,.59864193,1
2018,31,065,.60936385,1
2018,31,067,.6247794,1
2018,31,069,.55396712,1
2018,31,071,.51286638,1
2018,31,073,.61472481,1
2018,31,075,.50229925,1
2018,31,077,.54949969,1
2018,31,079,.6782946,1
2018,31,081,.74428165,1
2018,31,083,.55039316,1
2018,31,085,.53230286,1
2018,31,087,.62276632,1
2018,31,089,.62455326,1
2018,31,091,.46073574,1
2018,31,093,.58166552,1
2018,31,095,.6057899,1
2018,31,097,.68084347,1
2018,31,099,.64093614,1
2018,31,101,.59375,1
2018,31,103,.49608818,1
2018,31,105,.63049597,1
2018,31,107,.57451755,1
2018,31,109,.76011163,1
2018,31,111,.67300922,1
2018,31,113,.5235883,1
2018,31,115,.42530382,3
2018,31,117,.55005306,3
2018,31,119,.69332165,1
2018,31,121,.67816299,1
2018,31,123,.6274268,1
2018,31,125,.57541102,1
2018,31,127,.8908149,1
2018,31,129,.56736958,1
2018,31,131,.65562212,1
2018,31,133,.60489637,1
2018,31,135,.71568984,1
2018,31,137,.72551829,1
2018,31,139,.6174053,1
2018,31,141,.72050124,1
2018,31,143,.61651182,1
2018,31,145,.63122332,1
2018,31,147,.56826305,1
2018,31,149,.59685493,1
2018,31,151,.70261437,1
2018,31,153,.76577342,1
2018,31,155,.62037361,1
2018,31,157,.65854084,1
2018,31,159,.71658331,1
2018,31,161,.53431022,1
2018,31,163,.51554686,1
2018,31,165,.56736958,3
2018,31,167,1.1284906,1
2018,31,169,.64242321,1
2018,31,171,.5780915,1
2018,31,173,.72283775,1
2018,31,175,.61293787,1
2018,31,177,.87347358,1
2018,31,179,.62365979,1
2018,31,181,.5450322,1
2018,31,183,.58984786,1
2018,31,185,.66530836,1
2018,32,001,.76058203,1
2018,32,003,.77293503,1
2018,32,005,.72583258,1
2018,32,007,.81458819,1
2018,32,009,.77604169,1
2018,32,011,1.6086304,1
2018,32,013,.89203799,1
2018,32,015,1.2303623,1
2018,32,017,.63236314,1
2018,32,019,.69154316,1
2018,32,021,.84288192,1
2018,32,023,.83051711,1
2018,32,027,.95572919,1
2018,32,029,.86557055,1
2018,32,031,.78497738,1
2018,32,033,.92611164,1
2018,32,510,.81436223,1
2018,33,001,.71249163,1
2018,33,003,.59424168,1
2018,33,005,.74074078,1
2018,33,007,.66207623,1
2018,33,009,.92105258,1
2018,33,011,.93483073,1
2018,33,013,.83196318,1
2018,33,015,.83908945,1
2018,33,017,.81920439,1
2018,33,019,.70228493,1
2018,34,001,.66538227,1
2018,34,003,.86705196,1
2018,34,005,.83383501,1
2018,34,007,.78567123,1
2018,34,009,.5476979,1
2018,34,011,.66447169,1
2018,34,013,.97158438,1
2018,34,015,.67805535,1
2018,34,017,1.0485002,1
2018,34,019,.85914153,1
2018,34,021,1.0013127,1
2018,34,023,.85710406,1
2018,34,025,.76533526,1
2018,34,027,1.1466705,1
2018,34,029,.60912979,1
2018,34,031,.71153313,1
2018,34,033,.82931966,1
2018,34,035,1.1430317,1
2018,34,037,.65011483,1
2018,34,039,.95005745,1
2018,34,041,.70658594,1
2018,35,001,.77053058,1
2018,35,003,.52163965,1
2018,35,005,.58697879,1
2018,35,006,.61224484,1
2018,35,007,.53460211,1
2018,35,009,.58336121,1
2018,35,011,.56166267,1
2018,35,013,.64919066,1
2018,35,015,.95941883,1
2018,35,017,.69569743,1
2018,35,019,.51108372,1
2018,35,021,.57969737,1
2018,35,023,.66238564,1
2018,35,025,.86804396,1
2018,35,027,.50933647,1
2018,35,028,1.3100961,1
2018,35,029,.59729064,1
2018,35,031,.58547598,1
2018,35,033,.5341807,1
2018,35,035,.63792497,1
2018,35,037,.53747356,1
2018,35,039,.60344827,1
2018,35,041,.58554673,1
2018,35,043,.65562689,1
2018,35,045,.7600069,1
2018,35,047,.50959235,1
2018,35,049,.69205832,1
2018,35,051,.51073408,1
2018,35,053,.63419759,1
2018,35,055,.52774018,1
2018,35,057,.56522477,1
2018,35,059,.588494,1
2018,35,061,.57451844,1
2018,36,001,.73267972,1
2018,36,003,.53842902,1
2018,36,005,.62456346,1
2018,36,007,.59252131,1
2018,36,009,.54265201,1
2018,36,011,.59104764,1
2018,36,013,.5419482,1
2018,36,015,.62087911,1
2018,36,017,.61190271,1
2018,36,019,.60154521,1
2018,36,021,.53142703,1
2018,36,023,.54871297,1
2018,36,025,.60058594,1
2018,36,027,.64873016,1
2018,36,029,.66428769,1
2018,36,031,.54672509,1
2018,36,033,.59380257,1
2018,36,035,.5411225,1
2018,36,037,.55146039,1
2018,36,039,.53547436,1
2018,36,041,.46355319,1
2018,36,043,.51621395,1
2018,36,045,.5185377,1
2018,36,047,.54656577,1
2018,36,049,.54247272,1
2018,36,051,.53806835,1
2018,36,053,.54636216,1
2018,36,055,.6672048,1
2018,36,057,.54570639,1
2018,36,059,.68469507,1
2018,36,061,1.3824214,1
2018,36,063,.55929184,1
2018,36,065,.58065408,1
2018,36,067,.68380743,1
2018,36,069,.61272532,1
2018,36,071,.57895398,1
2018,36,073,.55286527,1
2018,36,075,.6188457,1
2018,36,077,.5729596,1
2018,36,079,.60069847,1
2018,36,081,.62747383,1
2018,36,083,.64836603,1
2018,36,085,.59022117,1
2018,36,087,.59720606,1
2018,36,089,.61290771,1
2018,36,091,.64575166,1
2018,36,093,.70522875,1
2018,36,095,.5163399,1
2018,36,097,.5349099,1
2018,36,099,.59283346,1
2018,36,101,.78177488,1
2018,36,103,.66858459,1
2018,36,105,.54362416,1
2018,36,107,.67775643,1
2018,36,109,.68199581,1
2018,36,111,.54476464,1
2018,36,113,.56958622,1
2018,36,115,.56555611,1
2018,36,117,.54882973,1
2018,36,119,.82472414,1
2018,36,121,.5834741,1
2018,36,123,.47619048,1
2018,37,001,.68776155,1
2018,37,003,.59151381,1
2018,37,005,.54746491,1
2018,37,007,.608594,1
2018,37,009,.60679609,1
2018,37,011,.55486947,1
2018,37,013,.66522831,1
2018,37,015,.56903988,1
2018,37,017,.62657315,1
2018,37,019,.65221149,1
2018,37,021,.69802475,1
2018,37,023,.64545125,1
2018,37,025,.64867109,1
2018,37,027,.68500537,1
2018,37,029,.57124102,1
2018,37,031,.57209224,1
2018,37,033,.6023013,1
2018,37,035,.74613446,1
2018,37,037,.60435927,1
2018,37,039,.58162528,1
2018,37,041,.61510032,1
2018,37,043,.53748226,1
2018,37,045,.69658887,1
2018,37,047,.61578566,1
2018,37,049,.71526355,1
2018,37,051,.71122909,1
2018,37,053,.56127453,1
2018,37,055,.54795676,1
2018,37,057,.69579285,1
2018,37,059,.62211168,1
2018,37,061,.6211794,1
2018,37,063,1.1030382,1
2018,37,065,.63390315,1
2018,37,067,.87362248,1
2018,37,069,.67995411,1
2018,37,071,.66112959,1
2018,37,073,.58432215,1
2018,37,075,.6148867,1
2018,37,077,.74799728,1
2018,37,079,.60679609,1
2018,37,081,.82130283,1
2018,37,083,.59693515,1
2018,37,085,.60133237,1
2018,37,087,.60595572,1
2018,37,089,.64529628,1
2018,37,091,.65078235,1
2018,37,093,.61126864,1
2018,37,095,.53480041,1
2018,37,097,.79092163,1
2018,37,099,.63509148,1
2018,37,101,.64058399,1
2018,37,103,.60499817,1
2018,37,105,.71656615,1
2018,37,107,.65629476,1
2018,37,109,.69059318,1
2018,37,111,.6274721,1
2018,37,113,.57719421,1
2018,37,115,.55071974,1
2018,37,117,.54476804,1
2018,37,119,1.0689368,1
2018,37,121,.65983456,1
2018,37,123,.63646168,1
2018,37,125,.66695958,1
2018,37,127,.69622511,1
2018,37,129,.72561795,1
2018,37,131,.65803665,1
2018,37,133,.57998616,1
2018,37,135,.90075952,1
2018,37,137,.5247243,1
2018,37,139,.63637954,1
2018,37,141,.5987395,1
2018,37,143,.57959676,1
2018,37,145,.7109682,1
2018,37,147,.75888151,1
2018,37,149,.54777735,1
2018,37,151,.61707747,1
2018,37,153,.60409921,1
2018,37,155,.59960443,1
2018,37,157,.61218983,1
2018,37,159,.73830158,1
2018,37,161,.61398774,1
2018,37,163,.65354186,1
2018,37,165,.63574493,1
2018,37,167,.62387627,1
2018,37,169,.55901176,1
2018,37,171,.63915855,1
2018,37,173,.61848253,1
2018,37,175,.59455585,1
2018,37,177,.56454509,1
2018,37,179,.70930231,1
2018,37,181,.61308879,1
2018,37,183,.94324154,1
2018,37,185,.56094927,1
2018,37,187,.71950775,1
2018,37,189,.58943784,1
2018,37,191,.63538349,1
2018,37,193,.6274721,1
2018,37,195,.76137173,1
2018,37,197,.62033421,1
2018,37,199,.63151276,1
2018,38,001,.76594961,1
2018,38,003,.69525546,1
2018,38,005,.69732946,1
