year,state,county,ratio_living_wage,ratio_living_wage_quality
2016,01,001,.6584536,1
2016,01,003,.612828,NA
2016,01,005,.6652648,1
2016,01,007,.7034909,1
2016,01,009,.6047227,1
2016,01,011,.6279861,1
2016,01,013,.6339104,1
2016,01,015,.7064945,NA
2016,01,017,.6679416,1
2016,01,019,.6289734,1
2016,01,021,.6556332,1
2016,01,023,.8850612,1
2016,01,025,.7188268,1
2016,01,027,.6220617,1
2016,01,029,.7918944,1
2016,01,031,.6218903,NA
2016,01,033,.7926573,NA
2016,01,035,.6556332,1
2016,01,037,.6742924,1
2016,01,039,.652671,1
2016,01,041,.6704443,1
2016,01,043,.6951255,NA
2016,01,045,NA,NA
2016,01,047,.6813056,1
2016,01,049,.6576441,NA
2016,01,051,.6151219,NA
2016,01,053,.7158646,1
2016,01,055,.665754,NA
2016,01,057,.6052759,1
2016,01,059,.6408222,1
2016,01,061,.5856102,1
2016,01,063,.6339104,1
2016,01,065,.6345871,1
2016,01,067,.7741212,1
2016,01,069,.7532058,NA
2016,01,071,.646259,1
2016,01,073,NA,NA
2016,01,075,.7000662,1
2016,01,077,.6335402,NA
2016,01,079,.6170166,1
2016,01,081,.6723643,NA
2016,01,083,.848269,NA
2016,01,085,.8035206,1
2016,01,087,.7889321,1
2016,01,089,NA,NA
2016,01,091,.7454866,1
2016,01,093,.6309482,1
2016,01,095,.6482924,NA
2016,01,097,.8170831,NA
2016,01,099,.776096,1
2016,01,101,.8110566,NA
2016,01,103,.810017,NA
2016,01,105,.5786161,1
2016,01,107,.702041,1
2016,01,109,.7583228,1
2016,01,111,.6171247,1
2016,01,113,.6473063,1
2016,01,115,.6466526,NA
2016,01,117,.9047546,NA
2016,01,119,.6926531,1
2016,01,121,.8508756,NA
2016,01,123,.6240364,1
2016,01,125,.7751898,NA
2016,01,127,.6713815,NA
2016,01,129,NA,NA
2016,01,131,.78597,1
2016,01,133,.6398348,1
2016,02,013,.8191984,1
2016,02,016,NA,NA
2016,02,020,NA,NA
2016,02,050,.6004691,1
2016,02,060,NA,NA
2016,02,068,.656139,1
2016,02,070,.6579872,1
2016,02,090,.7834259,NA
2016,02,100,.5849155,1
2016,02,105,.603326,1
2016,02,110,.7598658,NA
2016,02,122,.7504939,NA
2016,02,130,.695321,1
2016,02,150,.6665649,1
2016,02,158,.4495777,1
2016,02,164,.634713,1
2016,02,170,.6738958,NA
2016,02,180,.696864,1
2016,02,185,NA,NA
2016,02,188,NA,NA
2016,02,195,.6713555,1
2016,02,198,.6431719,1
2016,02,220,.677844,1
2016,02,230,.5899386,1
2016,02,240,NA,NA
2016,02,261,NA,NA
2016,02,275,.615982,1
2016,02,282,.6287109,1
2016,02,290,.681547,1
2016,04,001,.7179433,1
2016,04,003,.7394308,NA
2016,04,005,.6395144,NA
2016,04,007,.6465075,1
2016,04,009,.6516078,1
2016,04,011,NA,NA
2016,04,012,.5814251,1
2016,04,013,.8262501,NA
2016,04,015,.6213704,NA
2016,04,017,.6409807,NA
2016,04,019,.7370614,NA
2016,04,021,.642826,NA
2016,04,023,.7640835,NA
2016,04,025,.6181232,NA
2016,04,027,.6148854,NA
2016,05,001,.7750112,1
2016,05,003,.8138128,1
2016,05,005,.6439055,NA
2016,05,007,NA,NA
2016,05,009,.7053063,1
2016,05,011,.6311429,1
2016,05,013,.9976162,1
2016,05,015,.5590806,1
2016,05,017,.601425,1
2016,05,019,.6573332,1
2016,05,021,.5646656,1
2016,05,023,.6080267,1
2016,05,025,.5916697,1
2016,05,027,.7484627,1
2016,05,029,.7022893,1
2016,05,031,.7119938,NA
2016,05,033,.665502,NA
2016,05,035,.6551251,NA
2016,05,037,.6297877,1
2016,05,039,.5932562,1
2016,05,041,.6504376,1
2016,05,043,.6637118,1
2016,05,045,.7265434,NA
2016,05,047,.6920372,1
2016,05,049,.5544546,1
2016,05,051,.6600638,NA
2016,05,053,.723525,1
2016,05,055,.693252,1
2016,05,057,.6644781,1
2016,05,059,.6749157,1
2016,05,061,.6198047,1
2016,05,063,.6994501,1
2016,05,065,.6238891,1
2016,05,067,.6882181,1
2016,05,069,.754404,NA
2016,05,071,.6154797,1
2016,05,073,.6463532,1
2016,05,075,.6187837,1
2016,05,077,.6300157,1
2016,05,079,.6238148,1
2016,05,081,.9965888,1
