year,state,county,subgroup_type,subgroup,ratio_living_wage,ratio_living_wage_quality
2016,01,001,all,All,.6181464,1
2016,01,001,industry,Goods Producing,NA,NA
2016,01,001,industry,Public Administration,.7289824,1
2016,01,001,industry,"Trade, Transit, Utilities",.5695083,1
2016,01,001,industry,Information Services,NA,NA
2016,01,001,industry,Professional Services,.7547753,1
2016,01,001,industry,Education and Health,.5005306,1
2016,01,001,industry,Leisure and Other,.3338344,1
2016,01,003,all,All,.5753138,3
2016,01,003,industry,Goods Producing,.7635984,1
2016,01,003,industry,Public Administration,.6515865,1
2016,01,003,industry,"Trade, Transit, Utilities",.5334728,3
2016,01,003,industry,Information Services,.720014,1
2016,01,003,industry,Professional Services,.69212,1
2016,01,003,industry,Education and Health,.6886332,1
2016,01,003,industry,Leisure and Other,.4184101,1
2016,01,005,all,All,.6245408,1
2016,01,005,industry,Goods Producing,.7237326,1
2016,01,005,industry,Public Administration,.6548494,1
2016,01,005,industry,"Trade, Transit, Utilities",.6208671,1
2016,01,005,industry,Information Services,.8954813,3
2016,01,005,industry,Professional Services,.6328068,1
2016,01,005,industry,Education and Health,.5859662,1
2016,01,005,industry,Leisure and Other,.3499266,1
2016,01,007,all,All,.6604269,1
2016,01,007,industry,Goods Producing,NA,NA
2016,01,007,industry,Public Administration,.6486179,1
2016,01,007,industry,"Trade, Transit, Utilities",.5283415,1
2016,01,007,industry,Information Services,NA,NA
2016,01,007,industry,Professional Services,.6761722,1
2016,01,007,industry,Education and Health,.5817005,3
2016,01,007,industry,Leisure and Other,NA,NA
2016,01,009,all,All,.5677047,1
2016,01,009,industry,Goods Producing,.6289364,1
2016,01,009,industry,Public Administration,.6887101,1
2016,01,009,industry,"Trade, Transit, Utilities",.5309657,1
2016,01,009,industry,Information Services,NA,NA
2016,01,009,industry,Professional Services,.6779217,1
2016,01,009,industry,Education and Health,.6385584,1
2016,01,009,industry,Leisure and Other,.3262771,1
2016,01,011,all,All,.589544,1
2016,01,011,industry,Goods Producing,.6192065,3
2016,01,011,industry,Public Administration,.7474355,3
2016,01,011,industry,"Trade, Transit, Utilities",.5849092,3
2016,01,011,industry,Information Services,NA,NA
2016,01,011,industry,Professional Services,.4857249,3
2016,01,011,industry,Education and Health,.5821283,3
2016,01,011,industry,Leisure and Other,NA,NA
2016,01,013,all,All,.5951057,1
2016,01,013,industry,Goods Producing,.7758621,1
2016,01,013,industry,Public Administration,.7319862,1
2016,01,013,industry,"Trade, Transit, Utilities",.5645162,1
2016,01,013,industry,Information Services,.5515388,3
2016,01,013,industry,Professional Services,.5214127,1
2016,01,013,industry,Education and Health,.6794587,1
2016,01,013,industry,Leisure and Other,.356878,1
2016,01,015,all,All,.6632466,3
2016,01,015,industry,Goods Producing,.8464639,1
2016,01,015,industry,Public Administration,.7337852,1
2016,01,015,industry,"Trade, Transit, Utilities",.5780505,1
2016,01,015,industry,Information Services,.8153169,3
2016,01,015,industry,Professional Services,.6550018,1
2016,01,015,industry,Education and Health,.6870648,1
2016,01,015,industry,Leisure and Other,.3737633,1
2016,01,017,all,All,.6270537,1
2016,01,017,industry,Goods Producing,.8114275,1
2016,01,017,industry,Public Administration,.7031155,1
2016,01,017,industry,"Trade, Transit, Utilities",.533954,1
2016,01,017,industry,Information Services,.6389194,3
2016,01,017,industry,Professional Services,.6731471,1
2016,01,017,industry,Education and Health,.5932822,1
2016,01,017,industry,Leisure and Other,.3614458,1
2016,01,019,all,All,.5904709,1
2016,01,019,industry,Goods Producing,.6859474,1
2016,01,019,industry,Public Administration,.7230256,1
2016,01,019,industry,"Trade, Transit, Utilities",.5812014,1
2016,01,019,industry,Information Services,.7276604,3
2016,01,019,industry,Professional Services,.6048387,1
2016,01,019,industry,Education and Health,.6915091,1
2016,01,019,industry,Leisure and Other,.2966259,1
2016,01,021,all,All,.6154987,1
2016,01,021,industry,Goods Producing,.7601039,1
2016,01,021,industry,Public Administration,.6955259,1
2016,01,021,industry,"Trade, Transit, Utilities",.6034483,1
2016,01,021,industry,Information Services,.7730812,3
2016,01,021,industry,Professional Services,.5691509,1
2016,01,021,industry,Education and Health,.6692622,1
2016,01,021,industry,Leisure and Other,.3717093,1
2016,01,023,all,All,.8308824,1
2016,01,023,industry,Goods Producing,NA,NA
2016,01,023,industry,Public Administration,.6222426,1
2016,01,023,industry,"Trade, Transit, Utilities",.5073529,1
2016,01,023,industry,Information Services,.7261029,3
2016,01,023,industry,Professional Services,.5969669,1
2016,01,023,industry,Education and Health,.6167279,3
2016,01,023,industry,Leisure and Other,.3212316,1
2016,01,025,all,All,.6748239,1
2016,01,025,industry,Goods Producing,NA,NA
2016,01,025,industry,Public Administration,.7086578,1
2016,01,025,industry,"Trade, Transit, Utilities",.5126066,1
2016,01,025,industry,Information Services,.5691509,3
2016,01,025,industry,Professional Services,.7137561,1
2016,01,025,industry,Education and Health,.5422692,1
2016,01,025,industry,Leisure and Other,.3332407,1
2016,01,027,all,All,.5839822,1
2016,01,027,industry,Goods Producing,.6349648,1
2016,01,027,industry,Public Administration,.7193178,1
2016,01,027,industry,"Trade, Transit, Utilities",.4764554,1
2016,01,027,industry,Information Services,.5978866,3
2016,01,027,industry,Professional Services,.5890805,1
2016,01,027,industry,Education and Health,.5533927,3
2016,01,027,industry,Leisure and Other,.3337041,3
2016,01,029,all,All,.7434187,1
2016,01,029,industry,Goods Producing,NA,NA
2016,01,029,industry,Public Administration,.5645162,1
2016,01,029,industry,"Trade, Transit, Utilities",.5292919,1
2016,01,029,industry,Information Services,NA,NA
2016,01,029,industry,Professional Services,NA,NA
2016,01,029,industry,Education and Health,.4727475,3
2016,01,029,industry,Leisure and Other,.4583797,3
2016,01,031,all,All,.5838214,3
2016,01,031,industry,Goods Producing,.6185944,1
2016,01,031,industry,Public Administration,.6712115,1
2016,01,031,industry,"Trade, Transit, Utilities",.5591142,1
2016,01,031,industry,Information Services,.6012079,3
2016,01,031,industry,Professional Services,.6977489,1
2016,01,031,industry,Education and Health,.6533675,1
2016,01,031,industry,Leisure and Other,.3829612,1
2016,01,033,all,All,.7441348,3
2016,01,033,industry,Goods Producing,.9090909,1
2016,01,033,industry,Public Administration,.6611986,1
2016,01,033,industry,"Trade, Transit, Utilities",.6030058,1
2016,01,033,industry,Information Services,NA,NA
2016,01,033,industry,Professional Services,.6776943,1
2016,01,033,industry,Education and Health,.8082844,1
2016,01,033,industry,Leisure and Other,.4261363,1
2016,01,035,all,All,.6154987,1
2016,01,035,industry,Goods Producing,.6497961,1
2016,01,035,industry,Public Administration,.7270424,1
2016,01,035,industry,"Trade, Transit, Utilities",.6859474,1
2016,01,035,industry,Information Services,.6618465,3
2016,01,035,industry,Professional Services,.6562848,1
2016,01,035,industry,Education and Health,.6386726,3
2016,01,035,industry,Leisure and Other,.3619763,1
2016,01,037,all,All,.6330157,1
2016,01,037,industry,Goods Producing,.7356174,3
2016,01,037,industry,Public Administration,NA,NA
2016,01,037,industry,"Trade, Transit, Utilities",.5688897,1
2016,01,037,industry,Information Services,NA,NA
2016,01,037,industry,Professional Services,.8473799,3
2016,01,037,industry,Education and Health,NA,NA
2016,01,037,industry,Leisure and Other,.6600403,3
2016,01,039,all,All,.6127179,1
2016,01,039,industry,Goods Producing,.6637005,1
2016,01,039,industry,Public Administration,.6660178,1
2016,01,039,industry,"Trade, Transit, Utilities",.6664813,1
2016,01,039,industry,Information Services,.7258065,3
2016,01,039,industry,Professional Services,.6391361,1
2016,01,039,industry,Education and Health,.6331109,1
2016,01,039,industry,Leisure and Other,.388858,1
2016,01,041,all,All,.6294031,1
2016,01,041,industry,Goods Producing,.652577,1
2016,01,041,industry,Public Administration,.6976888,1
2016,01,041,industry,"Trade, Transit, Utilities",.6850204,1
2016,01,041,industry,Information Services,NA,NA
2016,01,041,industry,Professional Services,.5867631,1
2016,01,041,industry,Education and Health,.5116796,3
2016,01,041,industry,Leisure and Other,.2131999,1
2016,01,043,all,All,.6525735,3
2016,01,043,industry,Goods Producing,.7794118,1
2016,01,043,industry,Public Administration,.7316176,1
2016,01,043,industry,"Trade, Transit, Utilities",.6305147,1
2016,01,043,industry,Information Services,.8088235,3
2016,01,043,industry,Professional Services,.8033088,1
2016,01,043,industry,Education and Health,.7132353,1
2016,01,043,industry,Leisure and Other,.3929228,1
2016,01,045,all,All,NA,NA
2016,01,045,industry,Goods Producing,NA,NA
2016,01,045,industry,Public Administration,.6829133,1
2016,01,045,industry,"Trade, Transit, Utilities",.6838399,1
2016,01,045,industry,Information Services,NA,NA
2016,01,045,industry,Professional Services,.7927169,1
2016,01,045,industry,Education and Health,NA,NA
2016,01,045,industry,Leisure and Other,.3247776,1
2016,01,047,all,All,.6395996,1
2016,01,047,industry,Goods Producing,.8694847,1
2016,01,047,industry,Public Administration,.6460883,1
2016,01,047,industry,"Trade, Transit, Utilities",.5135336,1
2016,01,047,industry,Information Services,.7767891,3
2016,01,047,industry,Professional Services,.6066927,1
2016,01,047,industry,Education and Health,.6479422,1
2016,01,047,industry,Leisure and Other,.3397293,1
2016,01,049,all,All,.6173865,3
2016,01,049,industry,Goods Producing,.7161314,1
2016,01,049,industry,Public Administration,.7145934,1
2016,01,049,industry,"Trade, Transit, Utilities",.577704,1
2016,01,049,industry,Information Services,.9117756,3
2016,01,049,industry,Professional Services,.5910853,1
2016,01,049,industry,Education and Health,.6173865,1
2016,01,049,industry,Leisure and Other,.4535807,1
2016,01,051,all,All,.5774673,3
2016,01,051,industry,Goods Producing,.8639901,1
2016,01,051,industry,Public Administration,.7513854,1
2016,01,051,industry,"Trade, Transit, Utilities",.4766537,1
2016,01,051,industry,Information Services,.6950831,3
2016,01,051,industry,Professional Services,.686682,1
2016,01,051,industry,Education and Health,.552706,1
2016,01,051,industry,Leisure and Other,.3616908,1
2016,01,053,all,All,.6720431,1
2016,01,053,industry,Goods Producing,.9102708,1
2016,01,053,industry,Public Administration,.7299778,1
2016,01,053,industry,"Trade, Transit, Utilities",.5812014,1
2016,01,053,industry,Information Services,.8537264,3
2016,01,053,industry,Professional Services,.6780683,1
2016,01,053,industry,Education and Health,.6599926,1
2016,01,053,industry,Leisure and Other,.3253615,1
2016,01,055,all,All,.625,3
2016,01,055,industry,Goods Producing,.7849265,1
2016,01,055,industry,Public Administration,.6695772,1
2016,01,055,industry,"Trade, Transit, Utilities",.5588235,1
2016,01,055,industry,Information Services,.7389706,3
2016,01,055,industry,Professional Services,.6544118,1
2016,01,055,industry,Education and Health,.7444853,1
2016,01,055,industry,Leisure and Other,.4122243,1
2016,01,057,all,All,.568224,1
2016,01,057,industry,Goods Producing,.6896552,1
2016,01,057,industry,Public Administration,.6328019,1
2016,01,057,industry,"Trade, Transit, Utilities",.4764554,1
2016,01,057,industry,Information Services,.7230256,3
2016,01,057,industry,Professional Services,.6678718,1
2016,01,057,industry,Education and Health,.5812014,1
2016,01,057,industry,Leisure and Other,.3003337,1
2016,01,059,all,All,.6015944,1
2016,01,059,industry,Goods Producing,.6692622,1
2016,01,059,industry,Public Administration,.6460883,1
2016,01,059,industry,"Trade, Transit, Utilities",.4653319,1
2016,01,059,industry,Information Services,.5978866,3
2016,01,059,industry,Professional Services,.6076196,1
2016,01,059,industry,Education and Health,.6479422,1
2016,01,059,industry,Leisure and Other,.3846867,1
2016,01,061,all,All,.5497622,1
2016,01,061,industry,Goods Producing,.5890962,1
2016,01,061,industry,Public Administration,.6336139,1
2016,01,061,industry,"Trade, Transit, Utilities",.5470179,1
2016,01,061,industry,Information Services,NA,NA
2016,01,061,industry,Professional Services,.6572448,1
2016,01,061,industry,Education and Health,.6824003,1
2016,01,061,industry,Leisure and Other,NA,NA
2016,01,063,all,All,.5951057,1
2016,01,063,industry,Goods Producing,.7471265,3
2016,01,063,industry,Public Administration,.6352738,1
2016,01,063,industry,"Trade, Transit, Utilities",.4347423,1
2016,01,063,industry,Information Services,.2382277,3
2016,01,063,industry,Professional Services,.7230256,3
2016,01,063,industry,Education and Health,.4560623,3
2016,01,063,industry,Leisure and Other,.3397293,1
2016,01,065,all,All,.5957409,1
2016,01,065,industry,Goods Producing,.7946146,1
2016,01,065,industry,Public Administration,.6816849,1
2016,01,065,industry,"Trade, Transit, Utilities",.5139036,1
2016,01,065,industry,Information Services,.8482928,3
2016,01,065,industry,Professional Services,.5583421,3
2016,01,065,industry,Education and Health,.4839845,3
2016,01,065,industry,Leisure and Other,.2516719,1
2016,01,067,all,All,.7267334,1
2016,01,067,industry,Goods Producing,.8694847,1
2016,01,067,industry,Public Administration,.7267334,1
2016,01,067,industry,"Trade, Transit, Utilities",.6776048,1
2016,01,067,industry,Information Services,NA,NA
2016,01,067,industry,Professional Services,.7313682,1
2016,01,067,industry,Education and Health,.5061179,3
2016,01,067,industry,Leisure and Other,NA,NA
2016,01,069,all,All,.7070985,3
2016,01,069,industry,Goods Producing,.7299671,1
2016,01,069,industry,Public Administration,.7624406,1
2016,01,069,industry,"Trade, Transit, Utilities",.7171606,1
2016,01,069,industry,Information Services,.70161,1
2016,01,069,industry,Professional Services,.6311746,1
2016,01,069,industry,Education and Health,.9120015,1
2016,01,069,industry,Leisure and Other,.4079766,1
2016,01,071,all,All,.6066983,1
2016,01,071,industry,Goods Producing,.7018667,1
2016,01,071,industry,Public Administration,.6670937,1
2016,01,071,industry,"Trade, Transit, Utilities",.4840776,1
2016,01,071,industry,Information Services,.5398975,3
2016,01,071,industry,Professional Services,.6433016,1
2016,01,071,industry,Education and Health,.6396413,1
2016,01,071,industry,Leisure and Other,.3559663,1
2016,01,073,all,All,NA,NA
2016,01,073,industry,Goods Producing,NA,NA
2016,01,073,industry,Public Administration,.796886,1
2016,01,073,industry,"Trade, Transit, Utilities",.776767,3
2016,01,073,industry,Information Services,NA,NA
2016,01,073,industry,Professional Services,NA,NA
2016,01,073,industry,Education and Health,NA,NA
2016,01,073,industry,Leisure and Other,.5309657,3
2016,01,075,all,All,.6572118,1
2016,01,075,industry,Goods Producing,.8500186,1
2016,01,075,industry,Public Administration,.67297,1
2016,01,075,industry,"Trade, Transit, Utilities",.5543197,1
2016,01,075,industry,Information Services,.5988135,3
2016,01,075,industry,Professional Services,.7054135,1
2016,01,075,industry,Education and Health,.4430849,3
2016,01,075,industry,Leisure and Other,.2609381,1
2016,01,077,all,All,.594758,3
2016,01,077,industry,Goods Producing,.7450513,1
2016,01,077,industry,Public Administration,.7633797,1
2016,01,077,industry,"Trade, Transit, Utilities",.4875366,1
2016,01,077,industry,Information Services,.6240835,3
2016,01,077,industry,Professional Services,.7276393,1
2016,01,077,industry,Education and Health,.7175586,1
2016,01,077,industry,Leisure and Other,.3661107,1
2016,01,079,all,All,.5792459,1
2016,01,079,industry,Goods Producing,.7403001,1
2016,01,079,industry,Public Administration,.6378111,1
2016,01,079,industry,"Trade, Transit, Utilities",.580161,1
2016,01,079,industry,Information Services,NA,NA
2016,01,079,industry,Professional Services,.8620058,1
2016,01,079,industry,Education and Health,.4804173,1
2016,01,079,industry,Leisure and Other,NA,NA
2016,01,081,all,All,.6312057,3
2016,01,081,industry,Goods Producing,.7978724,1
2016,01,081,industry,Public Administration,.7118794,1
2016,01,081,industry,"Trade, Transit, Utilities",.5416667,1
2016,01,081,industry,Information Services,.6719858,1
2016,01,081,industry,Professional Services,.6312057,1
2016,01,081,industry,Education and Health,.6427305,1
2016,01,081,industry,Leisure and Other,.3679078,1
