year,state,county,ratio_living_wage,ratio_living_wage_quality
2017,01,001,.6622434,1
2017,01,003,.6173189,NA
2017,01,005,.6590514,1
2017,01,007,.6988524,1
2017,01,009,.6076184,1
2017,01,011,.6187539,1
2017,01,013,.6235879,1
2017,01,015,.7156442,NA
2017,01,017,.6740004,1
2017,01,019,.6322892,1
2017,01,021,.6835297,1
2017,01,023,.8752272,1
2017,01,025,.716401,1
2017,01,027,.6197207,1
2017,01,029,.7956789,1
2017,01,031,.6203712,NA
2017,01,033,.7961952,NA
2017,01,035,.6612932,1
2017,01,037,.66596,1
2017,01,039,.6632268,1
2017,01,041,.647758,1
2017,01,043,.6969224,NA
2017,01,045,NA,NA
2017,01,047,.6835297,1
2017,01,049,.6679891,NA
2017,01,051,.6161261,NA
2017,01,053,.716401,1
2017,01,055,.6652877,NA
2017,01,057,.6071523,1
2017,01,059,.6487248,1
2017,01,061,.5962925,1
2017,01,063,.633256,1
2017,01,065,.6296103,1
2017,01,067,.7666748,1
2017,01,069,.7508515,NA
2017,01,071,.6490037,1
2017,01,073,NA,NA
2017,01,075,.7018989,1
2017,01,077,.6327506,NA
2017,01,079,.615599,1
2017,01,081,.6860784,NA
2017,01,083,.8426121,NA
2017,01,085,.8190419,1
2017,01,087,.7695752,1
2017,01,089,NA,NA
2017,01,091,.726069,1
2017,01,093,.6361564,1
2017,01,095,.6501813,NA
2017,01,097,.8211413,NA
2017,01,099,.775376,1
2017,01,101,.7996727,NA
2017,01,103,.805528,NA
2017,01,105,.5694469,1
2017,01,107,.6902973,1
2017,01,109,.7347702,1
2017,01,111,.6061854,1
2017,01,113,.6466081,1
2017,01,115,.6504984,NA
2017,01,117,.9096029,NA
2017,01,119,.7007805,1
2017,01,121,.8359966,NA
2017,01,123,.6351895,1
2017,01,125,.786554,NA
2017,01,127,.6861253,NA
2017,01,129,NA,NA
2017,01,131,.7976124,1
2017,01,133,.6545256,1
2017,02,013,NA,NA
2017,02,016,NA,NA
2017,02,020,NA,NA
2017,02,050,.5924035,1
2017,02,060,.7646673,1
2017,02,068,.6469714,1
2017,02,070,.6762413,1
2017,02,090,.7608981,NA
2017,02,100,.5975792,1
2017,02,105,.5839018,1
2017,02,110,.7470494,NA
2017,02,122,.7380692,NA
2017,02,130,.6901435,1
2017,02,150,.6883906,1
2017,02,158,.4351402,1
2017,02,164,.675034,1
2017,02,170,.6590213,NA
2017,02,180,.7066968,1
2017,02,185,NA,NA
2017,02,188,NA,NA
2017,02,195,.6914787,1
2017,02,198,.6371262,1
2017,02,220,.6660722,1
2017,02,230,.5745399,1
2017,02,240,NA,NA
2017,02,261,NA,NA
2017,02,275,.6131298,1
2017,02,282,.6324292,1
2017,02,290,.6072185,1
2017,04,001,.7287402,1
2017,04,003,.7483433,NA
2017,04,005,.6476845,NA
2017,04,007,.6647158,1
2017,04,009,.665718,1
2017,04,011,NA,NA
2017,04,012,.6014559,1
2017,04,013,NA,NA
2017,04,015,.6294796,NA
2017,04,017,.6555819,NA
2017,04,019,.747309,NA
