year,state,county,subgroup_type,subgroup,ratio_living_wage,ratio_living_wage_quality
2017,01,001,all,All,.6349487,1
2017,01,001,industry,Goods Producing,NA,NA
2017,01,001,industry,Public Administration,.7348779,1
2017,01,001,industry,"Trade, Transit, Utilities",.5978068,1
2017,01,001,industry,Information Services,NA,NA
2017,01,001,industry,Professional Services,.7671559,1
2017,01,001,industry,Education and Health,.5270604,1
2017,01,001,industry,Leisure and Other,.3426777,1
2017,01,003,all,All,.5918759,3
2017,01,003,industry,Goods Producing,.7845188,1
2017,01,003,industry,Public Administration,.6537657,1
2017,01,003,industry,"Trade, Transit, Utilities",.5517783,3
2017,01,003,industry,Information Services,.8141562,1
2017,01,003,industry,Professional Services,.714348,1
2017,01,003,industry,Education and Health,.7104254,1
2017,01,003,industry,Leisure and Other,.4384589,1
2017,01,005,all,All,.6318884,1
2017,01,005,industry,Goods Producing,.7191404,1
2017,01,005,industry,Public Administration,.674596,1
2017,01,005,industry,"Trade, Transit, Utilities",.6190302,1
2017,01,005,industry,Information Services,NA,NA
2017,01,005,industry,Professional Services,.6364806,1
2017,01,005,industry,Education and Health,.6116827,1
2017,01,005,industry,Leisure and Other,.3439567,1
2017,01,007,all,All,.670049,1
2017,01,007,industry,Goods Producing,NA,NA
2017,01,007,industry,Public Administration,.670049,1
2017,01,007,industry,"Trade, Transit, Utilities",.5510847,1
2017,01,007,industry,Information Services,NA,NA
2017,01,007,industry,Professional Services,.6936669,1
2017,01,007,industry,Education and Health,.6193143,1
2017,01,007,industry,Leisure and Other,NA,NA
2017,01,009,all,All,.5825753,1
2017,01,009,industry,Goods Producing,.6621764,1
2017,01,009,industry,Public Administration,.6875437,1
2017,01,009,industry,"Trade, Transit, Utilities",.570329,1
2017,01,009,industry,Information Services,NA,NA
2017,01,009,industry,Professional Services,.6862317,1
2017,01,009,industry,Education and Health,.6359342,1
2017,01,009,industry,Leisure and Other,.3162177,1
2017,01,011,all,All,.5932518,1
2017,01,011,industry,Goods Producing,.6433074,3
2017,01,011,industry,Public Administration,.6669448,1
2017,01,011,industry,"Trade, Transit, Utilities",.5812014,3
2017,01,011,industry,Information Services,NA,NA
2017,01,011,industry,Professional Services,.4806266,3
2017,01,011,industry,Education and Health,.5951057,3
2017,01,011,industry,Leisure and Other,NA,NA
