year,state,county,transit_cost,transit_trips,transit_cost_quality,transit_trips_quality
2016,18,113,22.9,22.47,1,1
2016,18,115,37.27,22.29,1,1
2016,18,117,9.07,11.36,1,1
2016,18,119,12.79,15.93,1,1
2016,18,121,9.25,0,1,1
2016,18,123,19.03,12.94,1,1
2016,18,125,25.86,27.21,1,1
2016,18,127,59.21,38.92,1,1
2016,18,129,17.44,14.27,1,1
2016,18,131,10.2,6.14,1,1
2016,18,133,30.17,16.92,1,1
2016,18,135,9.38,12,1,1
2016,18,137,25.13,13.4,1,1
2016,18,139,12.5,7.66,1,1
2016,18,141,36.22,39.64,1,1
2016,18,143,28.47,18.09,1,1
2016,18,145,39.21,23.62,1,1
2016,18,147,30.46,23.09,1,1
2016,18,149,10.14,2.37,1,1
2016,18,151,22.3,27.93,1,1
2016,18,153,10.46,9.04,1,1
2016,18,155,9.78,16.26,1,1
2016,18,157,43.42,56.76,1,1
2016,18,159,26.83,35.8,1,1
2016,18,161,32.25,19.21,1,1
2016,18,163,40.99,45.72,1,1
2016,18,165,14.63,7.27,1,1
2016,18,167,26.59,28.35,1,1
2016,18,169,21.17,21.37,1,1
2016,18,171,33.78,27.16,1,1
2016,18,173,19.6,11.63,1,1
2016,18,175,27.51,21.53,1,1
2016,18,177,11.85,13.87,1,1
2016,18,179,23.2,24.73,1,1
2016,18,181,26.41,23.17,1,1
2016,18,183,21.41,15.12,1,1
2016,19,001,15.1,2.6,1,1
2016,19,003,14.9,12.55,1,1
2016,19,005,14.56,17.51,1,1
2016,19,007,7.89,2.78,1,1
2016,19,009,10.51,10.25,1,1
2016,19,011,41.53,19.81,1,1
2016,19,013,45.49,41.93,1,1
2016,19,015,37.02,29.49,1,1
2016,19,017,24.31,16.79,1,1
2016,19,019,31.92,17.19,1,1
2016,19,021,23.78,25.43,1,1
2016,19,023,20.12,18.28,1,1
2016,19,025,8.44,4.02,1,1
2016,19,027,32.03,13.84,1,1
2016,19,029,13.11,2.29,1,1
2016,19,031,36.21,36.16,1,1
2016,19,033,26.13,10.28,1,1
2016,19,035,22.68,10.17,1,1
2016,19,037,15.86,5.71,1,1
2016,19,039,17.71,1.44,1,1
2016,19,041,23.25,3.01,1,1
2016,19,043,16.03,9.39,1,1
2016,19,045,27.27,37.43,1,1
2016,19,047,20.73,12.67,1,1
2016,19,049,55.86,34.74,1,1
2016,19,051,7.44,4.44,1,1
2016,19,053,4.32,0,1,1
2016,19,055,37.7,24.9,1,1
2016,19,057,21.5,29.34,1,1
2016,19,059,41.13,36.42,1,1
2016,19,061,51.63,64.82,1,1
2016,19,063,13.09,12.67,1,1
2016,19,065,16.17,5.49,1,1
2016,19,067,16.96,3.55,1,1
2016,19,069,12.72,9.41,1,1
2016,19,071,21.06,9.53,1,1
2016,19,073,11.75,5.49,1,1
2016,19,075,20.01,15.75,1,1
2016,19,077,45.01,31.46,1,1
2016,19,079,29.32,19.25,1,1
2016,19,081,26.34,42.48,1,1
2016,19,083,23.38,13.99,1,1
2016,19,085,38.21,16.36,1,1
2016,19,087,21.75,16.67,1,1
2016,19,089,18.18,10.93,1,1
2016,19,091,15.54,8.82,1,1
2016,19,093,17.06,18.35,1,1
2016,19,095,30.7,15.26,1,1
2016,19,097,19.65,15.48,1,1
2016,19,099,37.73,18.19,1,1
2016,19,101,19.49,6.64,1,1
2016,19,103,63.3,69.01,1,1
2016,19,105,42.9,20.27,1,1
2016,19,107,8.94,4.66,1,1
2016,19,109,25.91,36.72,1,1
2016,19,111,20.21,12.77,1,1
2016,19,113,63.98,55.22,1,1
2016,19,115,22.38,23.92,1,1
2016,19,117,18.81,4.1,1,1
2016,19,119,33.26,25.65,1,1
2016,19,121,52.01,20.09,1,1
2016,19,123,24.63,5.49,1,1
2016,19,125,40.74,21.21,1,1
2016,19,127,38.67,31.39,1,1
2016,19,129,39.87,22.84,1,1
2016,19,131,20.21,12.85,1,1
2016,19,133,6.95,1.93,1,1
2016,19,135,14.31,14.17,1,1
2016,19,137,11.84,2.04,1,1
2016,19,139,39.74,51.15,1,1
2016,19,141,27.45,17.31,1,1
2016,19,143,13.6,10.56,1,1
2016,19,145,16.86,3.56,1,1
2016,19,147,18.84,14.8,1,1
2016,19,149,22.84,29.2,1,1
2016,19,151,8.57,9.59,1,1
2016,19,153,72.07,58.79,1,1
2016,19,155,59.37,37.54,1,1
2016,19,157,25.56,15.62,1,1
2016,19,159,13.07,8.11,1,1
2016,19,161,16.33,9.02,1,1
2016,19,163,51.04,69.75,1,1
2016,19,165,21.16,14.76,1,1
2016,19,167,46.57,43.62,1,1
2016,19,169,45.13,59.98,1,1
2016,19,171,24.14,16.67,1,1
2016,19,173,11.58,10.9,1,1
2016,19,175,17.08,3.61,1,1
2016,19,177,10,19.49,1,1
2016,19,179,19.14,6.34,1,1
2016,19,181,53.05,24.78,1,1
2016,19,183,35.76,17.23,1,1
2016,19,185,6.11,0,1,1
2016,19,187,16.19,14.46,1,1
2016,19,189,17.19,15.68,1,1
2016,19,191,32.41,33.87,1,1
2016,19,193,44.31,53.08,1,1
2016,19,195,13.31,9.01,1,1
2016,19,197,12.74,11.65,1,1
2016,20,001,7.03,8.92,1,1
2016,20,003,6.73,8.19,1,1
2016,20,005,17.35,9.27,1,1
2016,20,007,14.39,17.45,1,1
2016,20,009,15.72,11.6,1,1
2016,20,011,10.16,8.04,1,1
2016,20,013,8.59,5.83,1,1
2016,20,015,29.19,16.29,1,1
2016,20,017,5,0,1,1
2016,20,019,2,0,1,1
2016,20,021,5.26,23.92,1,1
2016,20,023,8,16,1,1
2016,20,025,8,0,1,1
2016,20,027,24.94,10.37,1,1
2016,20,029,5.97,3.92,1,1
2016,20,031,34.5,26.5,1,1
2016,20,033,8,0,1,1
2016,20,035,13.4,9.75,1,1
2016,20,037,5.86,4.99,1,1
2016,20,039,8.77,4.62,1,1
2016,20,041,18.89,9.09,1,1
2016,20,043,13.57,23.91,1,1
2016,20,045,46.23,62.15,1,1
2016,20,047,18.19,19.32,1,1
2016,20,049,2,0,1,1
2016,20,051,29.73,18.35,1,1
2016,20,053,16,10.37,1,1
2016,20,055,30.83,15.22,1,1
2016,20,057,28.44,34.67,1,1
2016,20,059,26.86,15.79,1,1
2016,20,061,22.7,28.74,1,1
2016,20,063,8.6,24.23,1,1
2016,20,065,12.1,18.97,1,1
2016,20,067,33.57,19.77,1,1
2016,20,069,34.49,27.48,1,1
2016,20,071,9,0,1,1
2016,20,073,4.68,1.52,1,1
2016,20,075,14,21,1,1
2016,20,077,13.57,5.76,1,1
2016,20,079,27.55,7.44,1,1
2016,20,081,28,21,1,1
2016,20,083,27,25,1,1
2016,20,085,24.09,18.07,1,1
2016,20,087,21.77,28.85,1,1
2016,20,089,2.55,8.9,1,1
2016,20,091,64.55,64.87,1,1
2016,20,093,21,18,1,1
2016,20,095,21.15,19.01,1,1
2016,20,097,8,21,1,1
2016,20,099,10,5.92,1,1
2016,20,101,40,22,1,1
2016,20,103,47.56,36.17,1,1
2016,20,105,16,22,1,1
2016,20,107,40.64,29.88,1,1
2016,20,109,10,0,1,1
2016,20,111,14.97,11.46,1,1
2016,20,113,36.64,32.35,1,1
2016,20,115,13.53,19.57,1,1
2016,20,117,14.45,7.8,1,1
2016,20,119,22.1,12.32,1,1
2016,20,121,38.74,20.95,1,1
2016,20,123,15.91,8.21,1,1
2016,20,125,13.96,13.28,1,1
2016,20,127,16.43,12.42,1,1
2016,20,129,9,0,1,1
2016,20,131,19.14,17.58,1,1
2016,20,133,10.19,5.19,1,1
2016,20,135,13.58,22.33,1,1
2016,20,137,12,14,1,1
2016,20,139,26.34,18.82,1,1
2016,20,141,5,0,1,1
2016,20,143,13.89,16.88,1,1
2016,20,145,11.42,17.29,1,1
2016,20,147,11.02,14.07,1,1
2016,20,149,18.38,19.65,1,1
2016,20,151,20.12,3.04,1,1
2016,20,153,13,11,1,1
2016,20,155,22.43,19.07,1,1
2016,20,157,6.52,6.5,1,1
2016,20,159,10,11.52,1,1
2016,20,161,45.18,48.33,1,1
2016,20,163,9.13,6.07,1,1
2016,20,165,4.28,7.17,1,1
2016,20,167,9.1,0,1,1
2016,20,169,34.6,30.06,1,1
2016,20,171,40,13,1,1
2016,20,173,49.63,51.43,1,1
2016,20,175,27.88,21.19,1,1
2016,20,177,48.4,53.78,1,1
2016,20,179,16.86,14.23,1,1
2016,20,181,17.86,2.73,1,1
2016,20,183,8.66,11.69,1,1
2016,20,185,10,23.71,1,1
2016,20,187,8,17,1,1
2016,20,189,29.19,19.21,1,1
2016,20,191,23.28,17.82,1,1
2016,20,193,27.73,4.25,1,1
2016,20,195,26,19,1,1
2016,20,197,21,22.76,1,1
2016,20,199,8,24,1,1
2016,20,201,11.17,7.02,1,1
2016,20,203,32,37,1,1
2016,20,205,10.96,12.31,1,1
2016,20,207,1.46,0,1,1
2016,20,209,62.04,64.52,1,1
2016,21,001,1.44,2.67,1,1
2016,21,003,12.76,12.02,1,1
2016,21,005,23.06,6.25,1,1
2016,21,007,6.49,37.68,1,1
2016,21,009,5.73,1.09,1,1
2016,21,011,3.35,14.84,1,1
2016,21,013,0,0,1,1
2016,21,015,50.01,39.97,1,1
2016,21,017,28.91,12.09,1,1
2016,21,019,22.22,24.28,1,1
2016,21,021,5.23,1.96,1,1
2016,21,023,36.98,24.51,1,1
2016,21,025,0,0,1,1
2016,21,027,9.88,12.24,1,1
2016,21,029,28.93,28.2,1,1
2016,21,031,11.9,15.7,1,1
2016,21,033,9.38,1.22,1,1
2016,21,035,7.15,10.36,1,1
2016,21,037,59.12,55.47,1,1
2016,21,039,5.11,20.11,1,1
2016,21,041,12.81,8.76,1,1
2016,21,043,3.52,13.19,1,1
2016,21,045,0.43,0.84,1,1
2016,21,047,26.21,18.79,1,1
2016,21,049,31.9,26.36,1,1
2016,21,051,0,0,1,1
2016,21,053,0,3.79,1,1
2016,21,055,2.86,6.71,1,1
2016,21,057,0.63,3.36,1,1
2016,21,059,29.26,26.14,1,1
2016,21,061,9.54,22.65,1,1
2016,21,063,0,3.7,1,1
2016,21,065,0,0,1,1
2016,21,067,59.52,65.19,1,1
2016,21,069,2,6.14,1,1
2016,21,071,0.42,0.36,1,1
2016,21,073,37.05,34.7,1,1
2016,21,075,3,0,1,1
2016,21,077,36.85,34.5,1,1
2016,21,079,11.03,12.04,1,1
2016,21,081,37,24.45,1,1
2016,21,083,6.37,13.43,1,1
2016,21,085,2.59,2.66,1,1
2016,21,087,2.4,0,1,1
2016,21,089,11.03,14.49,1,1
2016,21,091,14.28,29.6,1,1
2016,21,093,29.55,18.82,1,1
2016,21,095,0,0.47,1,1
2016,21,097,6.1,4.49,1,1
2016,21,099,1.98,3.67,1,1
2016,21,101,29.17,22.4,1,1
2016,21,103,22.86,12.44,1,1
2016,21,105,4,18,1,1
2016,21,107,11.79,5.42,1,1
2016,21,109,0,0,1,1
2016,21,111,55.81,59.87,1,1
2016,21,113,31.6,17.3,1,1
2016,21,115,2.61,5.6,1,1
2016,21,117,60.71,55.47,1,1
2016,21,119,0,10.6,1,1
2016,21,121,1.41,7.55,1,1
2016,21,123,18.96,16.73,1,1
2016,21,125,1.77,7.01,1,1
2016,21,127,2,16.36,1,1
2016,21,129,0,0,1,1
2016,21,131,0,0,1,1
2016,21,133,0,0.69,1,1
2016,21,135,0,0,1,1
2016,21,137,3.25,5.06,1,1
2016,21,139,8,34.39,1,1
2016,21,141,3.86,0,1,1
2016,21,143,21.46,24.15,1,1
2016,21,145,21.16,41.51,1,1
2016,21,147,0,0,1,1
2016,21,149,12.63,13.6,1,1
2016,21,151,16.17,16.9,1,1
2016,21,153,0,9.53,1,1
2016,21,155,6.27,7.99,1,1
2016,21,157,12.16,28.91,1,1
2016,21,159,0,1.46,1,1
2016,21,161,6.27,2.22,1,1
2016,21,163,23.72,25.14,1,1
2016,21,165,2.6,4.74,1,1
2016,21,167,13.53,4.08,1,1
2016,21,169,3.37,5.37,1,1
2016,21,171,1,0,1,1
2016,21,173,3.36,5.55,1,1
2016,21,175,0.72,10.08,1,1
2016,21,177,6,9.59,1,1
2016,21,179,25.62,12.82,1,1
2016,21,181,3,4.15,1,1
2016,21,183,4.93,10.7,1,1
2016,21,185,23.78,19.46,1,1
2016,21,187,6.72,19.62,1,1
2016,21,189,0,0,1,1
2016,21,191,34.27,23.41,1,1
2016,21,193,1.01,6.37,1,1
2016,21,195,1.66,12.46,1,1
2016,21,197,1.6,0,1,1
2016,21,199,2.98,7.34,1,1
2016,21,201,0,0,1,1
2016,21,203,9.1,26.5,1,1
2016,21,205,3.41,9.6,1,1
2016,21,207,0.75,6.19,1,1
2016,21,209,33.67,33.32,1,1
2016,21,211,29.69,16.36,1,1
2016,21,213,7.71,1.97,1,1
2016,21,215,21.13,13.43,1,1
2016,21,217,1.32,0.97,1,1
2016,21,219,5.38,8.44,1,1
2016,21,221,14.6,9.55,1,1
2016,21,223,24.31,26.51,1,1
2016,21,225,6.93,1.37,1,1
2016,21,227,28.63,27.83,1,1
2016,21,229,10.11,14.7,1,1
2016,21,231,0.31,4.68,1,1
2016,21,233,3,2.86,1,1
2016,21,235,0.99,10.66,1,1
2016,21,237,0,0,1,1
2016,21,239,26.62,20.13,1,1
2016,22,001,20.38,12.39,1,1
2016,22,003,8.57,18.25,1,1
2016,22,005,29.59,21.15,1,1
2016,22,007,15.83,20.16,1,1
2016,22,009,1.7,2.39,1,1
2016,22,011,14.27,19.99,1,1
2016,22,013,2.73,5.69,1,1
2016,22,015,20.36,24.09,1,1
2016,22,017,24.5,30.49,1,1
2016,22,019,26.89,27.44,1,1
2016,22,021,0,0,1,1
2016,22,023,11.47,37.97,1,1
2016,22,025,1.33,0,1,1
2016,22,027,0,6.47,1,1
2016,22,029,0,1.11,1,1
2016,22,031,10.48,22,1,1
2016,22,033,50.98,46.39,1,1
2016,22,035,0,0,1,1
2016,22,037,27.7,27.57,1,1
2016,22,039,0.66,0,1,1
2016,22,041,0.71,0.56,1,1
2016,22,043,6.96,22.01,1,1
2016,22,045,27.92,35.35,1,1
2016,22,047,28.13,27.8,1,1
2016,22,049,4.23,8.08,1,1
2016,22,051,49,57.58,1,1
2016,22,053,5.12,0,1,1
2016,22,055,36.27,45.19,1,1
2016,22,057,26.63,22.29,1,1
2016,22,059,2.17,0,1,1
2016,22,061,3.4,4.34,1,1
2016,22,063,29.7,24.47,1,1
2016,22,065,0,0,1,1
2016,22,067,0.43,0,1,1
2016,22,069,0.83,1.58,1,1
2016,22,071,61.99,75.46,1,1
2016,22,073,13.85,20.72,1,1
2016,22,075,25.19,47.91,1,1
2016,22,077,26.35,19.7,1,1
2016,22,079,16.7,23.12,1,1
2016,22,081,3.54,13.37,1,1
2016,22,083,2.09,2.45,1,1
2016,22,085,6.29,24.36,1,1
2016,22,087,32.22,42.33,1,1
2016,22,089,21.77,29.61,1,1
2016,22,091,27.42,37.55,1,1
2016,22,093,17.77,18.61,1,1
2016,22,095,22.05,15.26,1,1
2016,22,097,1.18,0.92,1,1
2016,22,099,19.59,32.3,1,1
2016,22,101,12.49,15.26,1,1
2016,22,103,20.5,13.44,1,1
2016,22,105,15.07,9.19,1,1
2016,22,107,0,0,1,1
2016,22,109,30.37,33.84,1,1
2016,22,111,5.05,26.38,1,1
2016,22,113,23.39,25.38,1,1
2016,22,115,17.68,27.84,1,1
2016,22,117,0.49,0.7,1,1
2016,22,119,14.52,13.31,1,1
2016,22,121,40.36,44.96,1,1
2016,22,123,2,2.54,1,1
2016,22,125,25.33,26.11,1,1
2016,22,127,0.7,1.91,1,1
2016,23,001,40.01,42.68,1,1
2016,23,003,4.97,7.83,1,1
2016,23,005,62.55,53.65,1,1
2016,23,007,10.17,8.79,1,1
2016,23,009,21.93,17.69,1,1
2016,23,011,27.11,21.84,1,1
2016,23,013,30.54,18.73,1,1
2016,23,015,28.04,17.98,1,1
2016,23,017,8.32,8.02,1,1
2016,23,019,22.27,25.81,1,1
2016,23,021,2.61,0.77,1,1
2016,23,023,50.18,42.48,1,1
2016,23,025,6.58,4.11,1,1
2016,23,027,12.36,13.21,1,1
2016,23,029,5.11,5.54,1,1
2016,23,031,51.62,37.14,1,1
2016,24,001,14.38,24.54,1,1
2016,24,003,77.15,62.7,1,1
2016,24,005,84.25,73.24,1,1
2016,24,009,82.22,26.27,1,1
2016,24,011,22.15,10.97,1,1
2016,24,013,66.45,39.58,1,1
2016,24,015,56.35,37.46,1,1
2016,24,017,85.5,19.14,1,1
2016,24,019,24.07,19.62,1,1
2016,24,021,87.78,30.74,1,1
2016,24,023,12.82,15.76,1,1
2016,24,025,74.04,15.01,1,1
2016,24,027,80.32,69.93,1,1
2016,24,029,33.66,16.24,1,1
2016,24,031,92.63,78.24,1,1
2016,24,033,92.4,75.95,1,1
2016,24,035,59.29,27.91,1,1
2016,24,037,80.17,14.26,1,1
2016,24,039,34.75,33.39,1,1
2016,24,041,54.03,33.01,1,1
2016,24,043,52.13,18.56,1,1
2016,24,045,43.3,29.86,1,1
2016,24,047,35.41,26.88,1,1
2016,24,510,93.83,90.42,1,1
2016,25,001,60.17,18.91,1,1
2016,25,003,42.32,40.61,1,1
2016,25,005,66.74,62.22,1,1
2016,25,007,51.47,16.07,1,1
2016,25,009,87.78,71.92,1,1
2016,25,011,43.96,32.77,1,1
2016,25,013,59.05,66.03,1,1
2016,25,015,41.94,38.04,1,1
2016,25,017,88.99,77.25,1,1
2016,25,019,83.5,27.1,1,1
2016,25,021,86.89,70.02,1,1
2016,25,023,80.39,50.85,1,1
2016,25,025,96.12,93.57,1,1
2016,25,027,72.96,47.75,1,1
2016,26,001,3.13,0,1,1
2016,26,003,6.43,11.87,1,1
2016,26,005,34.21,31.46,1,1
2016,26,007,8.38,5.42,1,1
2016,26,009,16.91,41.91,1,1
2016,26,011,4.5,6.1,1,1
2016,26,013,8,26.04,1,1
2016,26,015,28.67,29.76,1,1
2016,26,017,22.35,33.86,1,1
2016,26,019,23.67,27.69,1,1
2016,26,021,21.22,16.11,1,1
2016,26,023,15.08,17.79,1,1
2016,26,025,18.58,30.67,1,1
2016,26,027,12.66,9.79,1,1
2016,26,029,19.17,50.97,1,1
2016,26,031,6.35,15.2,1,1
2016,26,033,13.12,32.4,1,1
2016,26,035,1.88,2.26,1,1
2016,26,037,29.9,46.31,1,1
2016,26,039,6.21,11.76,1,1
2016,26,041,14.93,14.46,1,1
2016,26,043,17.55,12.83,1,1
2016,26,045,33.39,44.52,1,1
2016,26,047,27.21,53.26,1,1
2016,26,049,21.16,33.81,1,1
2016,26,051,4.84,5.83,1,1
2016,26,053,2.97,3.28,1,1
2016,26,055,39.05,40.42,1,1
2016,26,057,9.89,14.47,1,1
2016,26,059,10.69,9.29,1,1
2016,26,061,9.59,11.11,1,1
2016,26,063,9.08,23.39,1,1
2016,26,065,48.1,73.53,1,1
2016,26,067,22.98,35.29,1,1
2016,26,069,4.72,6.18,1,1
2016,26,071,1,0,1,1
2016,26,073,15.75,29.16,1,1
2016,26,075,27.04,37.69,1,1
2016,26,077,38.43,52.33,1,1
2016,26,079,26.62,49.69,1,1
2016,26,081,55.98,68.14,1,1
2016,26,083,5,0,1,1
2016,26,085,0.26,4.2,1,1
2016,26,087,30.37,23.92,1,1
2016,26,089,23.26,37.13,1,1
2016,26,091,23.69,18.48,1,1
2016,26,093,32.88,26.81,1,1
2016,26,095,3.36,3.18,1,1
2016,26,097,6.59,10.58,1,1
2016,26,099,54.17,54.22,1,1
2016,26,101,10.23,13.68,1,1
2016,26,103,23.24,27.6,1,1
2016,26,105,14.93,23.86,1,1
2016,26,107,9.82,8.87,1,1
2016,26,109,13.54,28.06,1,1
2016,26,111,38.9,53.06,1,1
2016,26,113,5.37,13.9,1,1
2016,26,115,41.77,28.08,1,1
2016,26,117,32.96,34.86,1,1
2016,26,119,3,14.47,1,1
2016,26,121,22.75,20.8,1,1
2016,26,123,11.92,19.53,1,1
2016,26,125,52.94,55.38,1,1
2016,26,127,6.96,18.84,1,1
2016,26,129,2.42,1.3,1,1
2016,26,131,1.69,0,1,1
2016,26,133,4.28,13.18,1,1
2016,26,135,1.72,3.93,1,1
2016,26,137,25.75,14.39,1,1
2016,26,139,44.79,42.96,1,1
2016,26,141,5.86,19.74,1,1
2016,26,143,2.62,0,1,1
2016,26,145,20.75,39.99,1,1
2016,26,147,36.2,40.38,1,1
2016,26,149,14.22,14.58,1,1
2016,26,151,7.01,9.96,1,1
2016,26,153,3.05,1.71,1,1
2016,26,155,22.21,22.65,1,1
2016,26,157,10.47,8.74,1,1
2016,26,159,19.81,23.34,1,1
2016,26,161,71.22,70.66,1,1
2016,26,163,57.59,64.35,1,1
2016,26,165,9.53,18.63,1,1
2016,27,001,10.94,15.69,1,1
2016,27,003,75.94,54.77,1,1
2016,27,005,34.34,25.15,1,1
2016,27,007,18.2,27.37,1,1
2016,27,009,50.18,73.89,1,1
2016,27,011,14.4,25.73,1,1
2016,27,013,54.18,31.98,1,1
2016,27,015,32.5,24.44,1,1
2016,27,017,22.08,18.94,1,1
2016,27,019,67.09,45.66,1,1
2016,27,021,18.09,36.01,1,1
2016,27,023,31.06,37.2,1,1
2016,27,025,61.55,26.81,1,1
2016,27,027,52.51,66.61,1,1
2016,27,029,11.38,23.86,1,1
2016,27,031,26.49,7.47,1,1
2016,27,033,14.68,12.52,1,1
2016,27,035,25.66,34.29,1,1
2016,27,037,78.02,59.37,1,1
2016,27,039,52.94,18.31,1,1
2016,27,041,39.24,61.41,1,1
2016,27,043,18.73,10.28,1,1
2016,27,045,51.34,21.05,1,1
2016,27,047,29.43,13.13,1,1
2016,27,049,47.63,25.26,1,1
2016,27,051,25.52,32.07,1,1
2016,27,053,86.14,75.82,1,1
2016,27,055,24.38,25.52,1,1
2016,27,057,22.16,37.24,1,1
2016,27,059,62.51,29.59,1,1
2016,27,061,23.29,22.82,1,1
2016,27,063,27.94,25.08,1,1
2016,27,065,16.71,18.2,1,1
2016,27,067,39.59,61.45,1,1
2016,27,069,23.42,9.29,1,1
2016,27,071,16.19,20.83,1,1
2016,27,073,14.52,16.8,1,1
2016,27,075,27.68,21.7,1,1
2016,27,077,14,22.87,1,1
2016,27,079,60.63,34.05,1,1
2016,27,081,15.5,11,1,1
2016,27,083,37.89,35.92,1,1
2016,27,085,43.29,20.06,1,1
2016,27,087,5.61,24.56,1,1
2016,27,089,32.67,25,1,1
2016,27,091,28.84,7.22,1,1
2016,27,093,37.38,45.76,1,1
2016,27,095,63.55,46.07,1,1
2016,27,097,27.12,16.91,1,1
2016,27,099,38.77,17.07,1,1
2016,27,101,19.74,9.99,1,1
2016,27,103,43.6,32.83,1,1
2016,27,105,33.04,17.41,1,1
2016,27,107,22.48,26.55,1,1
2016,27,109,74.26,33.95,1,1
2016,27,111,27.91,33.41,1,1
2016,27,113,35.76,30.58,1,1
2016,27,115,12.29,16.84,1,1
2016,27,117,21.99,4.45,1,1
2016,27,119,28.34,16.7,1,1
2016,27,121,29.63,45.7,1,1
2016,27,123,85.59,73.5,1,1
2016,27,125,18.52,18.33,1,1
2016,27,127,16.45,34.81,1,1
2016,27,129,26.77,44.76,1,1
2016,27,131,55.05,34.56,1,1
2016,27,133,25.39,15.39,1,1
2016,27,135,29.46,30.95,1,1
2016,27,137,36.27,38.76,1,1
2016,27,139,66.94,46.15,1,1
2016,27,141,61.68,41.59,1,1
2016,27,143,58.58,32.93,1,1
2016,27,145,48.65,58.03,1,1
2016,27,147,51.2,30.56,1,1
2016,27,149,32.97,40.63,1,1
2016,27,151,22.42,28.84,1,1
2016,27,153,14.29,26.08,1,1
2016,27,155,17.19,24.61,1,1
2016,27,157,54.36,19.18,1,1
2016,27,159,8.88,17.84,1,1
2016,27,161,31.95,22.06,1,1
2016,27,163,71.52,50.13,1,1
2016,27,165,21.82,14.11,1,1
2016,27,167,38.65,40.99,1,1
2016,27,169,41.61,38.56,1,1
2016,27,171,62.53,38.27,1,1
2016,27,173,25.12,30.74,1,1
2016,28,001,0.38,0,1,1
2016,28,003,5.46,6.18,1,1
2016,28,005,0,0,1,1
2016,28,007,1.15,2.94,1,1
2016,28,009,16.4,26.9,1,1
2016,28,011,0,0,1,1
2016,28,013,0.43,0,1,1
2016,28,015,0,0,1,1
2016,28,017,0,2.92,1,1
2016,28,019,1.04,0,1,1
2016,28,021,6.38,19.49,1,1
2016,28,023,2.69,14.44,1,1
2016,28,025,1.07,2.67,1,1
2016,28,027,0.37,0,1,1
2016,28,029,15.76,18.16,1,1
2016,28,031,0.15,2.2,1,1
2016,28,033,23.45,14.91,1,1
2016,28,035,23.92,17.91,1,1
2016,28,037,5.3,12.3,1,1
2016,28,039,12.43,18.47,1,1
2016,28,041,5.64,10.33,1,1
2016,28,043,1.33,1.33,1,1
2016,28,045,16.32,11.52,1,1
2016,28,047,23.76,18.53,1,1
2016,28,049,32,30.9,1,1
2016,28,051,0,0,1,1
2016,28,053,0,0,1,1
2016,28,055,0,0,1,1
2016,28,057,6.38,16.3,1,1
2016,28,059,16.44,16.48,1,1
2016,28,061,2.57,15.74,1,1
2016,28,063,0,0,1,1
2016,28,065,0,0,1,1
2016,28,067,4.77,12.38,1,1
2016,28,069,3,12.62,1,1
2016,28,071,18.16,14.18,1,1
2016,28,073,18.44,10.65,1,1
2016,28,075,11.39,13.37,1,1
2016,28,077,3.39,3.54,1,1
2016,28,079,0.73,3.23,1,1
2016,28,081,12.71,13.5,1,1
2016,28,083,0.53,1.63,1,1
2016,28,085,2.94,6.02,1,1
2016,28,087,11.39,6,1,1
2016,28,089,22.48,15.43,1,1
2016,28,091,0,1.33,1,1
2016,28,093,17.4,18.4,1,1
2016,28,095,3.8,10.23,1,1
2016,28,097,0,0,1,1
2016,28,099,2.52,2.83,1,1
2016,28,101,2.39,2.3,1,1
2016,28,103,0.51,0,1,1
2016,28,105,3.11,9.98,1,1
2016,28,107,3.78,8.66,1,1
2016,28,109,8.47,4.39,1,1
2016,28,111,11.39,28.45,1,1
2016,28,113,0.61,1.6,1,1
2016,28,115,7.45,18.35,1,1
2016,28,117,1.43,0,1,1
2016,28,119,0,0,1,1
2016,28,121,21.32,14.79,1,1
2016,28,123,1.23,5.38,1,1
2016,28,125,0,0,1,1
2016,28,127,15.19,11.66,1,1
2016,28,129,1,0,1,1
2016,28,131,10.29,15.19,1,1
2016,28,133,0,0,1,1
2016,28,135,0.27,2.05,1,1
2016,28,137,16.87,19.69,1,1
2016,28,139,3.04,13.33,1,1
2016,28,141,2.2,3.55,1,1
2016,28,143,24.22,31.46,1,1
2016,28,145,3.36,13.75,1,1
2016,28,147,0.14,0,1,1
2016,28,149,7.42,5.22,1,1
2016,28,151,0.56,0,1,1
2016,28,153,1.68,9.32,1,1
2016,28,155,3.34,5.42,1,1
2016,28,157,0,0,1,1
2016,28,159,0.85,1.35,1,1
2016,28,161,1.73,3.94,1,1
2016,28,163,20.49,12.46,1,1
2016,29,001,9.24,5.44,1,1
2016,29,003,13.55,8.43,1,1
2016,29,005,8.39,0,1,1
2016,29,007,8.93,2.88,1,1
2016,29,009,3.7,3.46,1,1
2016,29,011,4.84,0,1,1
2016,29,013,41.25,24.13,1,1
2016,29,015,1,10.06,1,1
2016,29,017,9.77,32.39,1,1
2016,29,019,44.76,70.16,1,1
2016,29,021,33.71,44.32,1,1
2016,29,023,4.69,4.44,1,1
2016,29,025,40,21.16,1,1
2016,29,027,29.18,52.66,1,1
2016,29,029,18.07,42.8,1,1
2016,29,031,22.69,42.76,1,1
2016,29,033,6.52,1.86,1,1
2016,29,035,2.65,7.86,1,1
2016,29,037,44.93,30.34,1,1
2016,29,039,0.74,0,1,1
2016,29,041,5.92,12.59,1,1
2016,29,043,12.74,4.43,1,1
2016,29,045,13.77,14.43,1,1
2016,29,047,55.26,44.71,1,1
