STNAM,FIPST,LEAID,LEANM,SUBGRANT_STATUS,TOTAL,PREK_FLAG,HOTELS_MOTELS,UNSHELTERED,SHELTERED,DOUBLED_UP,CDW,LEP,MIG,UHY,DATE_CUR
SOUTH CAROLINA,45,4503030,Newberry 01,No,42,Y,3,S,S,37,6,5,.,11,15OCT16
SOUTH CAROLINA,45,4503060,Oconee 01,No,151,Y,3,8,13,127,33,8,.,17,15OCT16
SOUTH CAROLINA,45,4503180,Orangeburg 04,No,12,,S,.,S,7,4,.,.,S,15OCT16
SOUTH CAROLINA,45,4503210,Orangeburg 05,No,247,Y,28,4,20,195,39,S,.,6,15OCT16
SOUTH CAROLINA,45,4503330,Pickens 01,Yes,2142,Y,22,468,275,1377,402,104,9,97,15OCT16
SOUTH CAROLINA,45,4503360,Richland 01,Yes,809,Y,111,125,78,495,134,7,.,103,15OCT16
SOUTH CAROLINA,45,4503390,Richland 02,Yes,482,Y,70,13,29,370,78,25,.,98,15OCT16
SOUTH CAROLINA,45,4503460,Saluda 01,No,6,,.,.,.,6,S,.,.,S,15OCT16
SOUTH CAROLINA,45,4503480,Spartanburg 01,No,S,,.,.,.,.,.,.,.,.,15OCT16
SOUTH CAROLINA,45,4503510,Spartanburg 02,No,12,,4,.,4,4,4,.,.,S,15OCT16
SOUTH CAROLINA,45,4503540,Spartanburg 03,Yes,358,Y,11,S,S,339,96,12,.,89,15OCT16
SOUTH CAROLINA,45,4503600,Spartanburg 05,No,17,,S,S,5,5,6,S,.,.,15OCT16
SOUTH CAROLINA,45,4503630,Spartanburg 06,No,183,Y,49,.,41,93,41,3,.,5,15OCT16
SOUTH CAROLINA,45,4503660,Spartanburg 07,Yes,333,Y,53,5,107,168,47,6,.,22,15OCT16
SOUTH CAROLINA,45,4503750,Union 01,No,16,,8,.,.,8,S,.,.,.,15OCT16
SOUTH CAROLINA,45,4503780,Williamsburg 01,No,64,,S,S,S,60,14,.,.,S,15OCT16
SOUTH CAROLINA,45,4503810,York 01,No,29,,5,3,6,15,3,.,.,.,15OCT16
SOUTH CAROLINA,45,4503840,York 02,No,33,Y,.,S,S,28,7,.,.,15,15OCT16
SOUTH CAROLINA,45,4503870,York 03,No,82,,21,4,18,39,20,4,.,S,15OCT16
SOUTH CAROLINA,45,4503900,York 04,No,41,,3,.,3,35,6,S,.,5,15OCT16
SOUTH CAROLINA,45,4503901,SC Public Charter School District,No,79,Y,S,S,12,54,8,S,.,5,15OCT16
SOUTH CAROLINA,45,4503902,Sumter 01,Yes,46,,9,.,S,S,11,.,.,3,15OCT16
SOUTH CAROLINA,45,4503908,Marion 10,No,137,Y,4,S,S,128,26,.,.,S,15OCT16
SOUTH DAKOTA,46,4600002,Milbank School District 25-4,No,8,,.,.,.,8,.,.,.,.,15OCT16
SOUTH DAKOTA,46,4600036,Deuel School District 19-4,No,S,,.,.,.,S,.,.,.,.,15OCT16
SOUTH DAKOTA,46,4600042,Agar-Blunt-Onida School District 58-3,No,S,,.,.,S,.,.,.,.,.,15OCT16
SOUTH DAKOTA,46,4600053,Sisseton School District 54-2,No,4,,S,.,.,S,S,.,.,.,15OCT16
SOUTH DAKOTA,46,4601027,Oldham - Ramona School District 39-5,No,S,,.,.,.,S,.,.,.,.,15OCT16
SOUTH DAKOTA,46,4602070,Aberdeen School District 06-1,No,17,,3,.,9,5,3,S,.,.,15OCT16
SOUTH DAKOTA,46,4606240,Bennett County School District 03-1,No,S,,.,.,.,S,S,S,.,.,15OCT16
SOUTH DAKOTA,46,4607670,South Central 26-5,No,S,,.,.,S,.,.,.,.,.,15OCT16
SOUTH DAKOTA,46,4607950,Brandon Valley School District 49-2,No,25,,.,3,3,19,11,.,.,S,15OCT16
SOUTH DAKOTA,46,4608520,Brookings School District 05-1,No,7,,S,.,S,4,.,S,.,.,15OCT16
SOUTH DAKOTA,46,4609300,Harding County School District 31-1,No,S,,.,.,.,S,.,.,.,.,15OCT16
SOUTH DAKOTA,46,4610560,Canton School District 41-1,No,4,,.,S,.,S,.,.,.,.,15OCT16
SOUTH DAKOTA,46,4612000,Chamberlain School District 07-1,No,3,,.,.,.,3,S,.,.,.,15OCT16
SOUTH DAKOTA,46,4612940,Clark School District 12-2,No,S,,.,.,.,S,.,.,.,.,15OCT16
SOUTH DAKOTA,46,4614100,Colman-Egan School District 50-5,No,3,,S,.,S,.,S,S,.,.,15OCT16
SOUTH DAKOTA,46,4616950,Custer School District 16-1,No,15,,.,.,12,3,4,S,.,.,15OCT16
SOUTH DAKOTA,46,4619410,Douglas School District 51-1,No,4,,S,.,.,S,S,.,.,.,15OCT16
SOUTH DAKOTA,46,4619450,Dupree School District 64-2,No,S,,.,.,S,S,.,.,.,.,15OCT16
SOUTH DAKOTA,46,4620100,Eagle Butte School District 20-1,No,48,,3,.,5,40,9,S,.,.,15OCT16
SOUTH DAKOTA,46,4621390,Elkton School District 05-3,No,S,,.,.,.,S,.,.,.,.,15OCT16
SOUTH DAKOTA,46,4621420,Bridgewater-Emery 30-3,No,3,,.,S,.,S,.,S,.,.,15OCT16
SOUTH DAKOTA,46,4624390,Flandreau School District 50-3,No,7,,.,.,3,4,.,.,.,.,15OCT16
SOUTH DAKOTA,46,4624850,Stanley County School District 57-1,No,8,,.,.,S,S,S,.,S,.,15OCT16
SOUTH DAKOTA,46,4626370,Garretson School District 49-4,No,S,,.,.,.,S,.,.,.,.,15OCT16
SOUTH DAKOTA,46,4626490,Gayville-Volin School District 63-1,No,S,,.,.,S,.,.,.,.,.,15OCT16
SOUTH DAKOTA,46,4631350,Harrisburg School District 41-2,No,9,,S,.,S,7,4,.,.,S,15OCT16
SOUTH DAKOTA,46,4631710,West Central School District 49-7,No,17,Y,.,.,.,18,9,.,.,.,15OCT16
SOUTH DAKOTA,46,4634480,Hot Springs School District 23-2,No,5,,S,S,.,.,S,.,.,.,15OCT16
SOUTH DAKOTA,46,4636990,Dakota Valley School District 61-8,No,4,,S,.,S,S,.,.,.,.,15OCT16
SOUTH DAKOTA,46,4639540,Andes Central School District 11-1,No,42,Y,3,S,S,36,9,S,.,3,15OCT16
SOUTH DAKOTA,46,4639600,Madison Central School District 39-2,No,7,,S,.,.,S,S,.,.,.,15OCT16
SOUTH DAKOTA,46,4641300,Lead-Deadwood School District 40-1,No,3,Y,.,.,S,S,S,.,.,S,15OCT16
SOUTH DAKOTA,46,4641520,Lemmon School District 52-4,No,3,,.,.,3,.,.,.,.,.,15OCT16
SOUTH DAKOTA,46,4644940,Tri-Valley School District 49-6,No,3,,.,.,.,3,S,.,.,.,15OCT16
SOUTH DAKOTA,46,4648390,Mitchell School District 17-2,No,15,,.,.,3,12,5,.,.,4,15OCT16
SOUTH DAKOTA,46,4649650,Mount Vernon School District 17-3,No,S,,.,.,.,S,.,.,.,.,15OCT16
SOUTH DAKOTA,46,4651750,Northwestern Area School District 56-7,No,S,,.,.,.,S,S,.,.,.,15OCT16
SOUTH DAKOTA,46,4654270,Parker School District 60-4,No,4,,.,S,.,S,.,S,.,S,15OCT16
SOUTH DAKOTA,46,4655260,Pierre School District 32-2,No,54,,.,4,25,24,8,.,.,.,15OCT16
SOUTH DAKOTA,46,4655710,Plankinton School District 01-1,No,S,,.,.,.,S,.,.,.,S,15OCT16
SOUTH DAKOTA,46,4659820,Rapid City Area School District 51-4,Yes,792,Y,208,16,65,503,133,21,.,52,15OCT16
SOUTH DAKOTA,46,4665460,Shannon County School District 65-1,No,4,,S,.,.,S,S,.,.,S,15OCT16
SOUTH DAKOTA,46,4666270,Sioux Falls School District 49-5,Yes,877,Y,176,29,314,358,194,54,6,38,15OCT16
SOUTH DAKOTA,46,4666300,Sioux Valley School District 05-5,No,S,,.,.,S,.,.,.,.,.,15OCT16
SOUTH DAKOTA,46,4666930,Spearfish School District 40-2,No,25,Y,10,S,9,S,6,S,.,3,15OCT16
SOUTH DAKOTA,46,4669930,Meade School District 46-1,No,36,,5,5,5,21,8,.,.,.,15OCT16
SOUTH DAKOTA,46,4670140,Summit School District 54-6,No,S,,.,.,.,S,.,.,.,.,15OCT16
SOUTH DAKOTA,46,4672090,Todd County School District 66-1,No,S,,.,.,.,S,S,.,.,.,15OCT16
SOUTH DAKOTA,46,4674370,Vermillion School District 13-1,No,4,,.,S,.,S,.,.,.,.,15OCT16
SOUTH DAKOTA,46,4675420,Wagner Community School District 11-4,No,22,Y,S,.,.,S,.,.,.,.,15OCT16
SOUTH DAKOTA,46,4675600,Smee School District 15-3,No,58,,.,.,.,58,10,S,.,4,15OCT16
SOUTH DAKOTA,46,4676020,Warner School District 06-5,No,S,,S,.,.,.,S,.,.,.,15OCT16
SOUTH DAKOTA,46,4676620,Watertown School District 14-4,No,30,Y,5,.,3,22,11,.,.,.,15OCT16
SOUTH DAKOTA,46,4678570,White River School District 47-1,No,3,,.,.,3,.,.,.,.,.,15OCT16
SOUTH DAKOTA,46,4680100,Wolsey Wessington School District 02-6,No,3,,.,.,.,3,.,.,.,.,15OCT16
SOUTH DAKOTA,46,4680430,Yankton School District 63-3,No,4,,S,.,.,S,.,.,.,.,15OCT16
SOUTH DAKOTA,46,4680441,Mobridge-Pollock 62-6,No,14,,.,.,3,11,S,.,.,S,15OCT16
TENNESSEE,47,4700001,Hamblen County,Yes,524,Y,16,S,S,493,78,112,6,S,15OCT16
TENNESSEE,47,4700060,Alcoa,No,8,,S,.,S,5,S,.,.,S,15OCT16
TENNESSEE,47,4700090,Anderson County,No,26,,7,3,5,11,7,.,.,.,15OCT16
TENNESSEE,47,4700120,Athens,No,17,Y,5,.,.,12,3,.,.,.,15OCT16
TENNESSEE,47,4700147,Achievement School District,No,108,,6,S,S,97,18,S,.,.,15OCT16
TENNESSEE,47,4700148,Shelby County,Yes,648,Y,94,7,74,473,69,23,.,22,15OCT16
TENNESSEE,47,4700149,Collierville,No,4,,.,.,.,4,S,S,.,S,15OCT16
TENNESSEE,47,4700150,Millington,No,37,,19,.,.,18,S,.,.,3,15OCT16
TENNESSEE,47,4700151,Germantown,No,3,,.,.,.,3,S,.,.,S,15OCT16
TENNESSEE,47,4700152,Arlington,No,8,,S,.,.,S,S,.,.,S,15OCT16
TENNESSEE,47,4700153,Bartlett,No,23,,5,S,S,16,S,.,.,S,15OCT16
TENNESSEE,47,4700180,Bedford County,Yes,133,,S,S,8,117,14,6,.,16,15OCT16
TENNESSEE,47,4700240,Benton County,No,14,,.,.,.,14,4,.,.,.,15OCT16
TENNESSEE,47,4700270,Bledsoe County,No,S,,.,.,.,S,S,S,.,.,15OCT16
TENNESSEE,47,4700300,Blount County,No,41,,4,10,11,16,6,.,.,.,15OCT16
TENNESSEE,47,4700360,Bristol,No,104,,S,S,11,87,19,3,.,16,15OCT16
TENNESSEE,47,4700420,Campbell County,No,178,Y,S,S,4,169,25,.,.,S,15OCT16
TENNESSEE,47,4700450,Cannon County,No,3,,.,.,.,3,.,.,.,.,15OCT16
TENNESSEE,47,4700510,Carter County,No,24,,S,S,3,17,6,.,.,.,15OCT16
TENNESSEE,47,4700570,Cheatham County,No,44,,3,S,S,38,7,.,.,.,15OCT16
TENNESSEE,47,4700630,Claiborne County,No,20,,7,3,3,7,5,.,.,S,15OCT16
TENNESSEE,47,4700660,Clay County,No,S,Y,.,.,.,S,.,.,.,.,15OCT16
TENNESSEE,47,4700690,Cleveland,No,28,,S,S,15,6,5,.,.,.,15OCT16
TENNESSEE,47,4700720,Clinton,No,S,,.,.,S,S,.,.,.,.,15OCT16
TENNESSEE,47,4700750,Cocke County,No,124,Y,24,13,4,83,21,9,.,4,15OCT16
TENNESSEE,47,4700780,Coffee County,No,44,Y,25,.,6,13,7,.,.,.,15OCT16
TENNESSEE,47,4700900,Cumberland County,Yes,335,Y,S,S,36,293,64,3,.,6,15OCT16
TENNESSEE,47,4700930,Dayton,No,12,,.,S,.,S,4,S,.,.,15OCT16
TENNESSEE,47,4700960,Decatur County,No,16,,3,.,.,13,S,.,.,.,15OCT16
TENNESSEE,47,4700990,DeKalb County,No,5,,S,S,.,3,S,.,.,S,15OCT16
TENNESSEE,47,4701020,Dickson County,No,134,,33,8,12,81,32,4,.,S,15OCT16
TENNESSEE,47,4701050,Dyer County,No,10,,.,.,.,10,S,.,.,3,15OCT16
TENNESSEE,47,4701110,Elizabethton,Yes,59,Y,12,S,S,43,10,S,.,11,15OCT16
TENNESSEE,47,4701140,Etowah,No,8,Y,.,.,.,8,.,.,.,.,15OCT16
TENNESSEE,47,4701170,Fayette County,No,10,,.,.,4,6,S,.,.,.,15OCT16
TENNESSEE,47,4701230,Fentress County,No,4,,.,S,S,S,S,.,.,S,15OCT16
TENNESSEE,47,4701400,Gibson Co Sp Dist,No,13,,.,S,S,8,4,.,.,.,15OCT16
TENNESSEE,47,4701470,Greene County,No,5,,.,.,.,5,S,.,.,S,15OCT16
TENNESSEE,47,4701500,Greeneville,No,41,,S,S,13,25,7,.,.,5,15OCT16
TENNESSEE,47,4701530,Grundy County,No,26,,S,.,.,S,7,.,.,5,15OCT16
TENNESSEE,47,4701590,Hamilton County,No,477,Y,74,3,60,340,103,12,.,3,15OCT16
TENNESSEE,47,4701650,Hardeman County,No,8,Y,5,.,S,S,.,.,.,.,15OCT16
TENNESSEE,47,4701680,Hardin County,No,23,,.,3,.,20,4,.,.,4,15OCT16
TENNESSEE,47,4701740,Hawkins County,No,41,,S,S,.,34,8,.,.,14,15OCT16
TENNESSEE,47,4701770,Haywood County,No,6,,S,.,.,S,S,.,.,S,15OCT16
TENNESSEE,47,4701920,Houston County,No,6,,.,.,.,6,S,.,.,.,15OCT16
TENNESSEE,47,4701950,Humboldt,No,19,,4,.,.,15,3,S,.,.,15OCT16
TENNESSEE,47,4701980,Humphreys County,No,S,,.,.,.,S,.,.,.,.,15OCT16
TENNESSEE,47,4702070,Jackson County,No,S,,.,.,.,S,S,.,.,.,15OCT16
TENNESSEE,47,4702100,Jefferson County,No,107,Y,4,15,8,80,18,7,.,3,15OCT16
TENNESSEE,47,4702130,Johnson City,Yes,554,Y,67,S,S,436,136,25,.,9,15OCT16
TENNESSEE,47,4702160,Johnson County,No,8,,.,.,.,8,.,S,.,.,15OCT16
TENNESSEE,47,4702190,Kingsport,Yes,311,Y,47,16,29,219,78,6,.,19,15OCT16
TENNESSEE,47,4702220,Knox County,Yes,414,Y,86,7,86,235,86,S,.,77,15OCT16
TENNESSEE,47,4702310,Lauderdale County,No,3,,.,.,.,3,.,.,.,.,15OCT16
TENNESSEE,47,4702340,Lawrence County,No,54,Y,3,4,.,47,10,7,.,7,15OCT16
TENNESSEE,47,4702370,Lebanon,No,111,,21,S,S,86,15,9,.,.,15OCT16
TENNESSEE,47,4702400,Lenoir City,No,6,,S,.,.,S,.,S,.,.,15OCT16
TENNESSEE,47,4702520,Loudon County,No,14,,S,5,S,5,5,.,.,.,15OCT16
TENNESSEE,47,4702580,Madison County,Yes,473,Y,19,5,44,405,75,14,.,25,15OCT16
TENNESSEE,47,4702610,Manchester,No,6,,S,.,.,S,S,.,.,.,15OCT16
TENNESSEE,47,4702640,Marion County,No,11,,.,.,S,S,4,.,.,.,15OCT16
TENNESSEE,47,4702700,Maryville,No,29,,5,.,9,15,3,.,.,S,15OCT16
TENNESSEE,47,4702760,Maury County,No,3,,.,S,.,S,S,.,.,.,15OCT16
TENNESSEE,47,4702790,McKenzie,No,11,,S,.,.,S,.,S,.,.,15OCT16
TENNESSEE,47,4702820,McMinn County,No,12,,S,.,.,S,S,.,.,.,15OCT16
TENNESSEE,47,4702880,McNairy County,No,4,Y,.,.,.,4,S,.,.,.,15OCT16
TENNESSEE,47,4702910,Meigs County,No,6,,S,.,.,S,3,.,.,.,15OCT16
TENNESSEE,47,4703030,Montgomery County,Yes,349,Y,28,7,32,282,71,18,.,3,15OCT16
TENNESSEE,47,4703060,Moore County,No,S,,.,.,.,S,.,.,.,.,15OCT16
TENNESSEE,47,4703090,Morgan County,No,32,,S,.,.,S,3,.,.,7,15OCT16
TENNESSEE,47,4703150,Murfreesboro,No,189,Y,63,S,S,88,29,5,S,.,15OCT16
TENNESSEE,47,4703180,Davidson County,Yes,3080,Y,437,15,287,2341,462,165,.,104,15OCT16
TENNESSEE,47,4703210,Newport,No,5,,.,.,.,5,.,.,.,.,15OCT16
TENNESSEE,47,4703240,Oak Ridge,No,55,,3,.,.,52,4,S,.,S,15OCT16
TENNESSEE,47,4703270,Obion County,No,20,Y,.,.,.,20,S,.,.,.,15OCT16
TENNESSEE,47,4703360,Paris,No,25,,7,S,S,12,8,.,.,.,15OCT16
TENNESSEE,47,4703480,Putnam County,No,573,Y,34,13,38,488,120,34,6,S,15OCT16
TENNESSEE,47,4703510,Rhea County,Yes,89,Y,S,S,3,79,17,S,.,S,15OCT16
TENNESSEE,47,4703540,Richard City,No,3,,.,.,.,3,S,.,.,.,15OCT16
TENNESSEE,47,4703590,Roane County,No,14,Y,4,.,.,10,6,.,.,.,15OCT16
TENNESSEE,47,4703600,Robertson County,Yes,174,Y,15,13,5,141,35,32,.,23,15OCT16
TENNESSEE,47,4703690,Rutherford County,Yes,1115,Y,173,19,93,830,197,66,S,138,15OCT16
TENNESSEE,47,4703720,Scott County,No,7,,.,S,3,S,S,.,.,.,15OCT16
TENNESSEE,47,4703750,Sequatchie County,No,23,,.,S,.,S,S,S,.,.,15OCT16
TENNESSEE,47,4703780,Sevier County,No,111,Y,94,7,.,10,19,S,.,.,15OCT16
TENNESSEE,47,4703870,Smith County,No,22,,.,.,S,S,3,S,S,15,15OCT16
TENNESSEE,47,4703900,South Carroll,No,8,,.,.,.,8,.,.,.,S,15OCT16
TENNESSEE,47,4703990,Sullivan County,Yes,239,Y,11,16,15,197,49,.,.,19,15OCT16
TENNESSEE,47,4704020,Sumner County,Yes,484,Y,.,S,S,480,92,9,.,3,15OCT16
TENNESSEE,47,4704080,Tipton County,No,12,,4,.,.,8,3,.,.,S,15OCT16
TENNESSEE,47,4704170,Trousdale County,No,S,,.,.,.,S,S,.,.,.,15OCT16
TENNESSEE,47,4704230,Unicoi County,No,84,Y,6,10,11,57,27,S,.,S,15OCT16
TENNESSEE,47,4704290,Union County,No,14,Y,.,S,.,S,3,.,.,.,15OCT16
TENNESSEE,47,4704350,Warren County,No,184,Y,14,5,9,156,41,S,.,.,15OCT16
TENNESSEE,47,4704380,Washington County,No,154,,S,S,.,152,26,S,.,S,15OCT16
TENNESSEE,47,4704440,Wayne County,No,S,,.,.,.,S,S,.,.,.,15OCT16
TENNESSEE,47,4704500,White County,No,37,Y,.,.,.,37,14,.,.,S,15OCT16
TENNESSEE,47,4704530,Williamson County,Yes,138,Y,S,.,S,118,32,3,.,14,15OCT16
TENNESSEE,47,4704550,Wilson County,Yes,449,Y,28,15,9,397,87,28,S,7,15OCT16
TEXAS,48,4800001,CROSBYTON CISD,No,S,,.,.,.,.,S,S,S,S,15OCT16
TEXAS,48,4800002,SPUR ISD,No,S,,.,.,.,S,S,S,S,S,15OCT16
TEXAS,48,4800003,ROCKSPRINGS ISD,No,S,,.,.,.,.,S,S,S,S,15OCT16
TEXAS,48,4800004,POR VIDA ACADEMY,No,5,,.,.,S,S,S,S,S,S,15OCT16
TEXAS,48,4800005,BLACKWELL CISD,Yes,S,,.,.,.,.,S,S,S,S,15OCT16
TEXAS,48,4800006,ASPERMONT ISD,Yes,6,,.,.,.,6,S,S,S,S,15OCT16
TEXAS,48,4800007,PANTHER CREEK CISD,No,S,,.,.,.,.,S,S,S,S,15OCT16
TEXAS,48,4800008,DRIPPING SPRINGS ISD,No,3,,.,.,S,S,S,S,S,S,15OCT16
TEXAS,48,4800009,WIMBERLEY ISD,No,7,,.,.,3,4,4,S,S,S,15OCT16
TEXAS,48,4800010,HAYS CISD,Yes,488,Y,15,7,39,427,56,72,S,77,15OCT16
TEXAS,48,4800011,ALVARADO ISD,No,63,Y,.,.,3,60,5,6,S,S,15OCT16
TEXAS,48,4800012,CHISUM ISD,No,60,Y,3,.,3,54,3,7,S,S,15OCT16
TEXAS,48,4800014,GEORGE GERVIN ACADEMY,No,27,Y,S,.,23,S,S,S,S,12,15OCT16
TEXAS,48,4800016,TEXANS CAN ACADEMIES,No,92,,S,S,57,30,7,15,S,S,15OCT16
TEXAS,48,4800017,MEDICAL CENTER CHARTER SCHOOL,No,5,Y,.,.,S,S,S,S,S,S,15OCT16
TEXAS,48,4800018,SER-NINOS CHARTER SCHOOL,No,S,,.,.,.,.,S,S,S,S,15OCT16
TEXAS,48,4800019,ARISTOI CLASSICAL ACADEMY,No,S,,.,.,.,.,S,S,S,S,15OCT16
TEXAS,48,4800020,GEORGE I SANCHEZ CHARTER,No,10,Y,.,.,.,10,S,6,S,S,15OCT16
TEXAS,48,4800021,GIRLS & BOYS PREPARATORY ACADEMY,No,S,,.,.,.,.,S,S,S,S,15OCT16
TEXAS,48,4800022,RAUL YZAGUIRRE SCHOOL FOR SUCCESS,No,S,,.,.,.,.,S,S,S,S,15OCT16
TEXAS,48,4800023,IGNITE PUBLIC SCHOOLS AND COMMUNITY SERVICE CENTER,No,S,,.,.,.,.,S,S,S,S,15OCT16
TEXAS,48,4800024,WACO CHARTER SCHOOL,No,13,Y,S,.,.,S,S,S,S,S,15OCT16
TEXAS,48,4800025,DR M L GARZA-GONZALEZ CHARTER SCHOOL,No,6,Y,.,.,.,6,S,S,S,S,15OCT16
TEXAS,48,4800029,PEGASUS SCHOOL OF LIBERAL ARTS AND SCIENCES,No,26,,.,.,S,S,S,5,S,S,15OCT16
TEXAS,48,4800030,UPLIFT EDUCATION - NORTH HILLS PREPARATORY,No,15,,S,.,.,S,4,3,S,8,15OCT16
TEXAS,48,4800031,UNIVERSITY OF HOUSTON CHARTER SCHOOL,No,S,,.,.,.,.,S,S,S,S,15OCT16
TEXAS,48,4800032,ACADEMY OF ACCELERATED LEARNING INC,No,S,,.,.,.,.,S,S,S,S,15OCT16
TEXAS,48,4800034,CUMBERLAND ACADEMY,No,S,,.,.,.,.,S,S,S,S,15OCT16
TEXAS,48,4800035,ALIEF MONTESSORI COMMUNITY SCHOOL,No,S,,.,.,.,.,S,S,S,S,15OCT16
TEXAS,48,4800036,BRIGHT IDEAS CHARTER,No,S,,.,.,.,.,S,S,S,S,15OCT16
TEXAS,48,4800037,BURNHAM WOOD CHARTER SCHOOL DISTRICT,No,S,,.,.,.,.,S,S,S,S,15OCT16
TEXAS,48,4800041,ADVANTAGE ACADEMY,No,38,Y,S,.,.,S,6,5,S,S,15OCT16
TEXAS,48,4800042,RAPOPORT ACADEMY PUBLIC SCHOOL,No,25,Y,S,.,S,19,S,S,S,S,15OCT16
TEXAS,48,4800043,BAY AREA CHARTER INC,No,23,Y,.,.,.,23,4,S,S,S,15OCT16
TEXAS,48,4800044,WAYSIDE SCHOOLS,No,20,Y,.,.,S,S,S,5,S,S,15OCT16
TEXAS,48,4800048,RAVEN SCHOOL,No,S,,.,.,.,.,S,S,S,S,15OCT16
TEXAS,48,4800049,EXCEL ACADEMY,No,S,,.,.,.,.,S,S,S,S,15OCT16
TEXAS,48,4800050,HIGGS CARTER KING GIFTED & TALENTED CHARTER ACAD,No,7,Y,.,.,S,S,S,S,S,S,15OCT16
TEXAS,48,4800053,JOHN H WOOD JR PUBLIC CHARTER DISTRICT,No,S,,.,.,.,.,S,S,S,S,15OCT16
TEXAS,48,4800054,KIPP INC CHARTER,No,97,Y,6,3,13,75,6,19,S,S,15OCT16
TEXAS,48,4800055,LIFE SCHOOL,No,25,,.,.,.,25,S,S,S,S,15OCT16
TEXAS,48,4800056,MAINLAND PREPARATORY ACADEMY,No,S,,.,.,.,.,S,S,S,S,15OCT16
TEXAS,48,4800058,NYOS CHARTER SCHOOL,No,S,,.,.,.,.,S,S,S,S,15OCT16
TEXAS,48,4800059,POSITIVE SOLUTIONS CHARTER SCHOOL,No,S,,.,.,.,S,S,S,S,S,15OCT16
TEXAS,48,4800061,NEW FRONTIERS CHARTER SCHOOL,No,73,,S,.,S,64,5,3,S,S,15OCT16
TEXAS,48,4800062,SCHOOL OF EXCELLENCE IN EDUCATION,No,41,Y,S,.,S,36,5,4,S,S,15OCT16
TEXAS,48,4800063,SOUTHWEST PREPARATORY SCHOOL,No,26,Y,S,.,S,19,4,3,S,S,15OCT16
TEXAS,48,4800064,CHAPARRAL STAR ACADEMY,No,S,,.,.,.,.,S,S,S,S,15OCT16
TEXAS,48,4800065,SOUTH TEXAS EDUCATIONAL TECHNOLOGIES INC,No,S,,.,.,.,.,S,S,S,S,15OCT16
TEXAS,48,4800066,TEXAS EMPOWERMENT ACADEMY,No,S,,.,.,S,.,S,S,S,S,15OCT16
TEXAS,48,4800067,TRANSFORMATIVE CHARTER ACADEMY,No,S,,.,.,.,.,S,S,S,S,15OCT16
TEXAS,48,4800068,TREETOPS SCHOOL INTERNATIONAL,No,S,,.,.,.,.,S,S,S,S,15OCT16
TEXAS,48,4800069,TWO DIMENSIONS PREPARATORY ACADEMY,No,123,Y,.,.,.,123,4,9,S,S,15OCT16
TEXAS,48,4800070,UNIVERSAL ACADEMY,No,S,,.,.,.,.,S,S,S,S,15OCT16
TEXAS,48,4800071,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,No,177,,.,.,177,.,29,28,S,67,15OCT16
TEXAS,48,4800072,NOVA ACADEMY,No,3,,S,.,.,S,S,S,S,S,15OCT16
TEXAS,48,4800073,THE VARNETT PUBLIC SCHOOL,No,S,,.,.,.,.,S,S,S,S,15OCT16
TEXAS,48,4800074,PINEYWOODS COMMUNITY ACADEMY,No,11,Y,.,.,.,11,S,S,S,S,15OCT16
TEXAS,48,4800075,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),No,15,,S,S,4,6,S,S,S,S,15OCT16
TEXAS,48,4800076,PRIORITY CHARTER SCHOOLS,No,24,Y,.,.,.,24,S,S,S,S,15OCT16
TEXAS,48,4800077,BEXAR COUNTY ACADEMY,No,3,Y,.,.,S,S,S,S,S,S,15OCT16
TEXAS,48,4800080,RADIANCE ACADEMY OF LEARNING,No,S,,S,.,.,.,S,S,S,S,15OCT16
TEXAS,48,4800082,SHEKINAH RADIANCE ACADEMY,No,S,,.,.,.,.,S,S,S,S,15OCT16
TEXAS,48,4800086,BRAZOS SCHOOL FOR INQUIRY & CREATIVITY,No,S,,.,.,.,.,S,S,S,S,15OCT16
TEXAS,48,4800089,LUMIN EDUCATION,No,S,Y,.,.,.,S,S,S,S,S,15OCT16
TEXAS,48,4800090,ACADEMY OF DALLAS,No,S,Y,.,.,S,.,S,S,S,S,15OCT16
TEXAS,48,4800091,CHILDREN FIRST ACADEMY OF DALLAS,No,S,,.,.,.,.,S,S,S,S,15OCT16
TEXAS,48,4800092,TRINITY BASIN PREPARATORY,No,8,Y,.,.,.,8,S,5,S,S,15OCT16
TEXAS,48,4800093,ACADEMY FOR ACADEMIC EXCELLENCE,No,S,,.,.,.,.,S,S,S,S,15OCT16
TEXAS,48,4800094,FAITH FAMILY ACADEMY OF OAK CLIFF,No,65,Y,.,.,S,S,3,24,S,S,15OCT16
TEXAS,48,4800095,A W BROWN-FELLOWSHIP LEADERSHIP ACADEMY,No,S,,.,.,.,.,S,S,S,S,15OCT16
TEXAS,48,4800096,FOCUS LEARNING ACADEMY,No,S,,.,.,.,.,S,S,S,S,15OCT16
TEXAS,48,4800098,JEAN MASSIEU ACADEMY,No,S,,.,.,.,.,S,S,S,S,15OCT16
TEXAS,48,4800105,WAXAHACHIE FAITH FAMILY ACADEMY,No,25,Y,.,.,8,17,S,S,S,S,15OCT16
TEXAS,48,4800106,PASO DEL NORTE ACADEMY CHARTER DISTRICT,No,S,,.,.,.,.,S,S,S,S,15OCT16
TEXAS,48,4800108,ODYSSEY ACADEMY INC,No,13,Y,.,.,S,S,S,3,S,S,15OCT16
