statefip,puma,county,pop10,afact,afact2,products,sum_products,county_pop,puma_flag,size_flag,geographic_allocation_quality
01,00100,033,54428,0.2915,1,0.2915,0.2915,54428,3,0,3
01,00100,059,31704,0.1698,1,0.1698,0.1698,31704,3,0,3
01,00100,077,92709,0.4966,1,0.4966,0.4966,92709,2,0,2
01,00100,093,7854,0.0421,0.2552,0.010743919999999999,0.15098976,30776,3,0,3
01,00200,083,82782,0.4818,1,0.4818,0.4818,82782,2,0,2
01,00200,089,89039,0.5182,0.2659,0.13778938000000002,0.8123677800000001,334811,1,0,1
01,00301,089,118924,1,0.3552,0.3552,0.8123677800000001,334811,1,0,1
01,00302,089,101522,1,0.3032,0.3032,0.8123677800000001,334811,1,0,1
01,00400,049,71109,0.5719,1,0.5719,0.5719,71109,2,0,2
01,00400,071,53227,0.4281,1,0.4281,0.4281,53227,2,0,2
01,00500,089,25326,0.214,0.0756,0.0161784,0.8123677800000001,334811,1,0,1
01,00500,095,93019,0.786,1,0.786,0.786,93019,1,0,1
01,00600,079,34339,0.2232,1,0.2232,0.2232,34339,3,0,3
01,00600,103,119490,0.7768,1,0.7768,0.7768,119490,1,0,1
01,00700,043,80406,0.7666,1,0.7666,0.7666,80406,1,0,1
01,00700,133,24484,0.2334,1,0.2334,0.2334,24484,3,0,3
01,00800,009,57322,0.4068,1,0.4068,0.4068,57322,2,0,2
01,00800,115,83593,0.5932,1,0.5932,0.5932,83593,2,0,2
01,00900,055,104430,1,1,1,1,104430,1,0,1
01,01000,019,25989,0.1623,1,0.1623,0.1623,25989,3,0,3
01,01000,027,13932,0.087,1,0.087,0.087,13932,3,1,3
01,01000,029,14972,0.0935,1,0.0935,0.0935,14972,3,1,3
01,01000,111,22913,0.1431,1,0.1431,0.1431,22913,3,0,3
01,01000,121,82291,0.514,1,0.514,0.514,82291,2,0,2
01,01100,015,118572,1,1,1,1,118572,1,0,1
01,01200,117,195085,1,1,1,1,195085,1,0,1
01,01301,073,100833,1,0.15310000000000001,0.15310000000000001,1,658466,1,0,1
