statefip,puma,county,pop10,afact,afact2,products,sum_products,county_pop,puma_flag,size_flag,geographic_allocation_quality
01,01302,073,102098,1,0.1551,0.1551,1,658466,1,0,1
01,01303,073,170145,1,0.2584,0.2584,1,658466,1,0,1
01,01304,073,174673,1,0.2653,0.2653,1,658466,1,0,1
01,01305,073,110717,1,0.1681,0.1681,1,658466,1,0,1
01,01400,057,17241,0.1416,1,0.1416,0.1416,17241,3,0,3
01,01400,075,14564,0.1196,1,0.1196,0.1196,14564,3,1,3
01,01400,093,22922,0.1883,0.7448,0.14024584,0.15098976,30776,3,0,3
01,01400,127,67023,0.5505,1,0.5505,0.5505,67023,2,0,2
01,01500,107,19746,0.1903,1,0.1903,0.1903,19746,3,0,3
01,01500,125,84027,0.8097,0.4317,0.34954748999999996,0.91784749,194656,1,0,1
01,01600,125,110629,1,0.5683,0.5683,0.91784749,194656,1,0,1
01,01700,007,22915,0.1674,1,0.1674,0.1674,22915,3,0,3
01,01700,047,43820,0.32,1,0.32,0.32,43820,3,0,3
01,01700,063,9045,0.0661,1,0.0661,0.0661,9045,3,1,3
01,01700,065,15760,0.1151,1,0.1151,0.1151,15760,3,1,3
01,01700,091,21027,0.1536,1,0.1536,0.1536,21027,3,0,3
01,01700,105,10591,0.0774,1,0.0774,0.0774,10591,3,1,3
01,01700,119,13763,0.1005,1,0.1005,0.1005,13763,3,1,3
01,01800,017,34215,0.2612,1,0.2612,0.2612,34215,3,0,3
01,01800,021,43643,0.3331,1,0.3331,0.3331,43643,3,0,3
01,01800,037,11539,0.0881,1,0.0881,0.0881,11539,3,1,3
01,01800,123,41616,0.3176,1,0.3176,0.3176,41616,3,0,3
01,01900,081,140247,1,1,1,1,140247,1,0,1
01,02000,101,196534,1,0.8569,0.8569,0.88328764,229363,1,0,1
01,02100,001,54571,0.3066,1,0.3066,0.3066,54571,3,0,3
01,02100,051,79303,0.4455,1,0.4455,0.4455,79303,2,0,2
01,02100,085,11299,0.0635,1,0.0635,0.0635,11299,3,1,3
01,02100,101,32829,0.1844,0.1431,0.02638764,0.88328764,229363,1,0,1
01,02200,023,13859,0.0965,1,0.0965,0.0965,13859,3,1,3
01,02200,025,25833,0.1799,1,0.1799,0.1799,25833,3,0,3
01,02200,035,13228,0.0921,1,0.0921,0.0921,13228,3,1,3
01,02200,053,38319,0.2669,1,0.2669,0.2669,38319,3,0,3
01,02200,099,23068,0.1607,1,0.1607,0.1607,23068,3,0,3
01,02200,129,17581,0.1225,1,0.1225,0.1225,17581,3,0,3
01,02200,131,11670,0.0813,1,0.0813,0.0813,11670,3,1,3
01,02300,013,20947,0.1709,1,0.1709,0.1709,20947,3,0,3
01,02300,031,49948,0.4075,1,0.4075,0.4075,49948,2,0,2
01,02300,039,37765,0.3081,1,0.3081,0.3081,37765,3,0,3
01,02300,041,13906,0.1135,1,0.1135,0.1135,13906,3,1,3
01,02400,005,27457,0.1885,1,0.1885,0.1885,27457,3,0,3
01,02400,011,10914,0.0749,1,0.0749,0.0749,10914,3,1,3
01,02400,087,21452,0.1473,1,0.1473,0.1473,21452,3,0,3
01,02400,109,32899,0.2258,1,0.2258,0.2258,32899,3,0,3
01,02400,113,52947,0.3635,1,0.3635,0.3635,52947,2,0,2
01,02500,045,50251,0.2565,1,0.2565,0.2565,50251,3,0,3
01,02500,061,26790,0.1368,1,0.1368,0.1368,26790,3,0,3
01,02500,067,17302,0.0883,1,0.0883,0.0883,17302,3,0,3
01,02500,069,101547,0.5184,1,0.5184,0.5184,101547,2,0,2
01,02600,003,182265,1,1,1,1,182265,1,0,1
01,02701,097,110765,1,0.2682,0.2682,1,412992,1,0,1
01,02702,097,107285,1,0.2598,0.2598,1,412992,1,0,1
01,02703,097,194942,1,0.472,0.472,1,412992,1,0,1
02,00101,020,132542,1,0.4542,0.4542,1,291826,1,0,1
02,00102,020,159284,1,0.5458,0.5458,1,291826,1,0,1
02,00200,122,55400,0.3837,1,0.3837,0.3837,55400,2,0,2
02,00200,170,88995,0.6163,1,0.6163,0.6163,88995,2,0,2
02,00300,068,1826,0.0111,1,0.0111,0.0111,1826,3,1,3
02,00300,090,97581,0.5939,1,0.5939,0.5939,97581,2,0,2
02,00300,100,2508,0.0153,1,0.0153,0.0153,2508,3,1,3
02,00300,110,31275,0.1904,1,0.1904,0.1904,31275,3,0,3
02,00300,130,13477,0.082,1,0.082,0.082,13477,3,1,3
02,00300,230,968,0.0059,1,0.0059,0.0059,968,3,1,3
02,00300,240,7029,0.0428,1,0.0428,0.0428,7029,3,1,3
02,00400,013,3141,0.0286,1,0.0286,0.0286,3141,3,1,3
02,00400,016,5561,0.0507,1,0.0507,0.0507,5561,3,1,3
02,00400,050,17013,0.1551,1,0.1551,0.1551,17013,3,0,3
02,00400,060,997,0.0091,1,0.0091,0.0091,997,3,1,3
02,00400,070,4847,0.0442,1,0.0442,0.0442,4847,3,1,3
02,00400,105,2150,0.0196,1,0.0196,0.0196,2150,3,1,3
02,00400,150,13592,0.1239,1,0.1239,0.1239,13592,3,1,3
02,00400,164,1631,0.0149,1,0.0149,0.0149,1631,3,1,3
02,00400,180,9492,0.0865,1,0.0865,0.0865,9492,3,1,3
02,00400,185,9430,0.086,1,0.086,0.086,9430,3,1,3
02,00400,188,7523,0.0686,1,0.0686,0.0686,7523,3,1,3
02,00400,195,3815,0.0348,1,0.0348,0.0348,3815,3,1,3
02,00400,198,5559,0.0507,1,0.0507,0.0507,5559,3,1,3
02,00400,220,8881,0.0809,1,0.0809,0.0809,8881,3,1,3
02,00400,158,7459,0.068,1,0.068,0.068,7459,3,1,3
02,00400,275,2369,0.0216,1,0.0216,0.0216,2369,3,1,3
02,00400,282,662,0.006,1,0.006,0.006,662,3,1,3
02,00400,290,5588,0.0509,1,0.0509,0.0509,5588,3,1,3
04,00100,013,111283,1,0.0292,0.0292,1,3817117,1,0,1
04,00101,013,146304,1,0.0383,0.0383,1,3817117,1,0,1
04,00102,013,131113,1,0.0343,0.0343,1,3817117,1,0,1
04,00103,013,106091,1,0.0278,0.0278,1,3817117,1,0,1
04,00104,013,100229,1,0.0263,0.0263,1,3817117,1,0,1
04,00105,013,135319,1,0.0355,0.0355,1,3817117,1,0,1
04,00106,013,114036,1,0.0299,0.0299,1,3817117,1,0,1
04,00107,013,100430,1,0.0263,0.0263,1,3817117,1,0,1
04,00108,013,101048,1,0.0265,0.0265,1,3817117,1,0,1
04,00109,013,102150,1,0.0268,0.0268,1,3817117,1,0,1
04,00110,013,116958,1,0.0306,0.0306,1,3817117,1,0,1
04,00111,013,104877,1,0.0275,0.0275,1,3817117,1,0,1
04,00112,013,105478,1,0.0276,0.0276,1,3817117,1,0,1
04,00113,013,102189,1,0.0268,0.0268,1,3817117,1,0,1
04,00114,013,103639,1,0.0272,0.0272,1,3817117,1,0,1
04,00115,013,101757,1,0.0267,0.0267,1,3817117,1,0,1
04,00116,013,100212,1,0.0263,0.0263,1,3817117,1,0,1
04,00117,013,100444,1,0.0263,0.0263,1,3817117,1,0,1
04,00118,013,108714,1,0.0285,0.0285,1,3817117,1,0,1
04,00119,013,105514,1,0.0276,0.0276,1,3817117,1,0,1
04,00120,013,100182,1,0.0262,0.0262,1,3817117,1,0,1
04,00121,013,123745,1,0.0324,0.0324,1,3817117,1,0,1
04,00122,013,104327,1,0.0273,0.0273,1,3817117,1,0,1
04,00123,013,108404,1,0.0284,0.0284,1,3817117,1,0,1
04,00124,013,100367,1,0.0263,0.0263,1,3817117,1,0,1
04,00125,013,101932,1,0.0267,0.0267,1,3817117,1,0,1
04,00126,013,121841,1,0.0319,0.0319,1,3817117,1,0,1
04,00127,013,113447,1,0.0297,0.0297,1,3817117,1,0,1
04,00128,013,103065,1,0.027,0.027,1,3817117,1,0,1
04,00129,013,105818,1,0.0277,0.0277,1,3817117,1,0,1
04,00130,013,116222,1,0.0304,0.0304,1,3817117,1,0,1
04,00131,013,103540,1,0.0271,0.0271,1,3817117,1,0,1
04,00132,013,102571,1,0.0269,0.0269,1,3817117,1,0,1
04,00133,013,103989,1,0.0272,0.0272,1,3817117,1,0,1
04,00134,013,109882,1,0.0288,0.0288,1,3817117,1,0,1
04,00201,019,101172,1,0.1032,0.1032,0.9999,980263,1,0,1
04,00202,019,115321,1,0.1176,0.1176,0.9999,980263,1,0,1
04,00203,019,109462,1,0.1117,0.1117,0.9999,980263,1,0,1
04,00204,019,104434,1,0.1065,0.1065,0.9999,980263,1,0,1
04,00205,019,122285,1,0.1247,0.1247,0.9999,980263,1,0,1
04,00206,019,102159,1,0.1042,0.1042,0.9999,980263,1,0,1
04,00207,019,101927,1,0.104,0.104,0.9999,980263,1,0,1
04,00208,019,108063,1,0.1102,0.1102,0.9999,980263,1,0,1
04,00209,019,115440,1,0.1178,0.1178,0.9999,980263,1,0,1
04,00300,001,71518,0.3996,1,0.3996,0.3996,71518,2,0,2
04,00300,017,107449,0.6004,1,0.6004,0.6004,107449,2,0,2
04,00400,005,134421,1,1,1,1,134421,1,0,1
04,00500,025,211033,1,1,1,1,211033,1,0,1
04,00600,012,20489,0.0928,1,0.0928,0.0928,20489,3,0,3
04,00600,015,200186,0.9072,1,0.9072,0.9072,200186,1,0,1
04,00700,027,195751,1,1,1,1,195751,1,0,1
04,00800,007,53597,0.4867,1,0.4867,0.4867,53597,2,0,2
04,00800,009,37220,0.338,1,0.338,0.338,37220,3,0,3
04,00800,011,8437,0.0766,1,0.0766,0.0766,8437,3,1,3
04,00800,021,10860,0.0986,0.0289,0.00284954,0.97394954,375770,1,0,1
04,00803,021,123512,1,0.3287,0.3287,0.97394954,375770,1,0,1
04,00805,021,114145,1,0.3038,0.3038,0.97394954,375770,1,0,1
04,00807,021,127253,1,0.3386,0.3386,0.97394954,375770,1,0,1
04,00900,003,131346,0.7347,1,0.7347,0.7347,131346,2,0,2
04,00900,023,47420,0.2653,1,0.2653,0.2653,47420,3,0,3
05,00100,007,221339,1,1,1,1,221339,1,0,1
05,00200,143,203065,1,1,1,1,203065,1,0,1
05,00300,005,41513,0.2682,1,0.2682,0.2682,41513,3,0,3
05,00300,009,36903,0.2385,1,0.2385,0.2385,36903,3,0,3
05,00300,015,27446,0.1773,1,0.1773,0.1773,27446,3,0,3
05,00300,087,15717,0.1016,1,0.1016,0.1016,15717,3,1,3
05,00300,089,16653,0.1076,1,0.1076,0.1076,16653,3,0,3
05,00300,101,8330,0.0538,1,0.0538,0.0538,8330,3,1,3
05,00300,129,8195,0.053,1,0.053,0.053,8195,3,1,3
05,00400,023,25970,0.1916,1,0.1916,0.1916,25970,3,0,3
05,00400,049,12245,0.0904,1,0.0904,0.0904,12245,3,1,3
05,00400,063,36647,0.2704,1,0.2704,0.2704,36647,3,0,3
05,00400,065,13696,0.1011,1,0.1011,0.1011,13696,3,1,3
05,00400,135,17264,0.1274,1,0.1274,0.1274,17264,3,0,3
05,00400,137,12394,0.0915,1,0.0915,0.0915,12394,3,1,3
05,00400,141,17295,0.1276,1,0.1276,0.1276,17295,3,0,3
05,00500,021,16083,0.0892,1,0.0892,0.0892,16083,3,1,3
05,00500,031,86730,0.4811,0.8993,0.43265323,0.44178672,96443,2,0,2
05,00500,055,42090,0.2335,1,0.2335,0.2335,42090,3,0,3
05,00500,075,17415,0.0966,1,0.0966,0.0966,17415,3,0,3
05,00500,121,17969,0.0997,1,0.0997,0.0997,17969,3,0,3
05,00600,031,9713,0.0907,0.1007,0.00913349,0.44178672,96443,2,0,2
05,00600,035,50902,0.4753,1,0.4753,0.4753,50902,2,0,2
05,00600,093,46480,0.434,1,0.434,0.434,46480,2,0,2
05,00700,037,17870,0.1609,1,0.1609,0.1609,17870,3,0,3
05,00700,077,10424,0.0939,1,0.0939,0.0939,10424,3,1,3
05,00700,095,8149,0.0734,1,0.0734,0.0734,8149,3,1,3
05,00700,107,21757,0.1959,1,0.1959,0.1959,21757,3,0,3
05,00700,111,24583,0.2214,1,0.2214,0.2214,24583,3,0,3
05,00700,123,28258,0.2545,1,0.2545,0.2545,28258,3,0,3
05,00800,067,17997,0.1621,1,0.1621,0.1621,17997,3,0,3
05,00800,117,8715,0.0785,1,0.0785,0.0785,8715,3,1,3
05,00800,145,77076,0.6941,1,0.6941,0.6941,77076,2,0,2
05,00800,147,7260,0.0654,1,0.0654,0.0654,7260,3,1,3
05,00900,119,197726,1,0.5166,0.5166,1,382748,1,0,1
05,01000,119,185022,1,0.4834,0.4834,1,382748,1,0,1
05,01100,045,113237,0.6236,1,0.6236,0.6236,113237,2,0,2
05,01100,085,68356,0.3764,1,0.3764,0.3764,68356,2,0,2
05,01200,125,107118,1,1,1,1,107118,1,0,1
05,01300,029,21273,0.1507,1,0.1507,0.1507,21273,3,0,3
05,01300,071,25540,0.1809,1,0.1809,0.1809,25540,3,0,3
05,01300,105,10445,0.074,1,0.074,0.074,10445,3,1,3
05,01300,115,61754,0.4374,1,0.4374,0.4374,61754,2,0,2
05,01300,149,22185,0.1571,1,0.1571,0.1571,22185,3,0,3
05,01400,033,61948,0.3301,1,0.3301,0.3301,61948,3,0,3
05,01400,131,125744,0.6699,1,0.6699,0.6699,125744,2,0,2
05,01500,047,18125,0.1756,1,0.1756,0.1756,18125,3,0,3
05,01500,061,13789,0.1336,1,0.1336,0.1336,13789,3,1,3
05,01500,083,22353,0.2166,1,0.2166,0.2166,22353,3,0,3
05,01500,113,20662,0.2002,1,0.2002,0.2002,20662,3,0,3
05,01500,127,11233,0.1088,1,0.1088,0.1088,11233,3,1,3
05,01500,133,17058,0.1653,1,0.1653,0.1653,17058,3,0,3
05,01600,019,22995,0.1424,1,0.1424,0.1424,22995,3,0,3
05,01600,051,96024,0.5948,1,0.5948,0.5948,96024,2,0,2
05,01600,059,32923,0.2039,1,0.2039,0.2039,32923,3,0,3
05,01600,097,9487,0.0588,1,0.0588,0.0588,9487,3,1,3
05,01700,001,11441,0.1072,0.6016,0.06449152000000001,0.09269824000000002,19019,3,0,3
05,01700,053,17853,0.1673,1,0.1673,0.1673,17853,3,0,3
05,01700,069,77435,0.7255,1,0.7255,0.7255,77435,2,0,2
05,01800,001,7578,0.0708,0.3984,0.028206719999999998,0.09269824000000002,19019,3,0,3
05,01800,003,21853,0.2041,1,0.2041,0.2041,21853,3,0,3
05,01800,011,11508,0.1075,1,0.1075,0.1075,11508,3,1,3
05,01800,017,11800,0.1102,1,0.1102,0.1102,11800,3,1,3
05,01800,025,8689,0.0811,1,0.0811,0.0811,8689,3,1,3
05,01800,041,13008,0.1215,1,0.1215,0.1215,13008,3,1,3
05,01800,043,18509,0.1729,1,0.1729,0.1729,18509,3,0,3
05,01800,079,14134,0.132,1,0.132,0.132,14134,3,1,3
05,01900,013,5368,0.0507,1,0.0507,0.0507,5368,3,1,3
05,01900,027,24552,0.2321,1,0.2321,0.2321,24552,3,0,3
05,01900,039,8116,0.0767,1,0.0767,0.0767,8116,3,1,3
05,01900,103,26120,0.2469,1,0.2469,0.2469,26120,3,0,3
05,01900,139,41639,0.3936,1,0.3936,0.3936,41639,2,0,2
05,02000,057,22609,0.211,1,0.211,0.211,22609,3,0,3
05,02000,073,7645,0.0713,1,0.0713,0.0713,7645,3,1,3
05,02000,081,13171,0.1229,1,0.1229,0.1229,13171,3,1,3
05,02000,091,43462,0.4055,1,0.4055,0.4055,43462,2,0,2
05,02000,099,8997,0.0839,1,0.0839,0.0839,8997,3,1,3
05,02000,109,11291,0.1054,1,0.1054,0.1054,11291,3,1,3
06,00101,001,131119,1,0.0868,0.0868,0.9999,1510271,1,0,1
06,00102,001,158091,1,0.1047,0.1047,0.9999,1510271,1,0,1
06,00103,001,125229,1,0.0829,0.0829,0.9999,1510271,1,0,1
06,00104,001,124608,1,0.0825,0.0825,0.9999,1510271,1,0,1
06,00105,001,163534,1,0.1083,0.1083,0.9999,1510271,1,0,1
06,00106,001,134752,1,0.0892,0.0892,0.9999,1510271,1,0,1
06,00107,001,145655,1,0.0964,0.0964,0.9999,1510271,1,0,1
06,00108,001,135402,1,0.0897,0.0897,0.9999,1510271,1,0,1
06,00109,001,189764,1,0.1256,0.1256,0.9999,1510271,1,0,1
06,00110,001,202117,1,0.1338,0.1338,0.9999,1510271,1,0,1
06,00300,003,1175,0.0061,1,0.0061,0.0061,1175,3,1,3
06,00300,005,38091,0.1992,1,0.1992,0.1992,38091,3,0,3
06,00300,009,45578,0.2384,1,0.2384,0.2384,45578,3,0,3
06,00300,027,18546,0.097,1,0.097,0.097,18546,3,0,3
06,00300,043,18251,0.0955,1,0.0955,0.0955,18251,3,0,3
06,00300,051,14202,0.0743,1,0.0743,0.0743,14202,3,1,3
06,00300,109,55365,0.2896,1,0.2896,0.2896,55365,3,0,3
06,00701,007,111389,1,0.5063,0.5063,1,220000,1,0,1
06,00702,007,108611,1,0.49370000000000003,0.49370000000000003,1,220000,1,0,1
06,01100,011,21419,0.1689,1,0.1689,0.1689,21419,3,0,3
06,01100,021,28122,0.2218,1,0.2218,0.2218,28122,3,0,3
06,01100,103,63463,0.5005,1,0.5005,0.5005,63463,2,0,2
06,01100,105,13786,0.1087,1,0.1087,0.1087,13786,3,1,3
06,01301,013,114777,1,0.1094,0.1094,1,1049025,1,0,1
06,01302,013,118671,1,0.1131,0.1131,1,1049025,1,0,1
06,01303,013,129625,1,0.1236,0.1236,1,1049025,1,0,1
06,01304,013,117784,1,0.1123,0.1123,1,1049025,1,0,1
06,01305,013,124585,1,0.1188,0.1188,1,1049025,1,0,1
06,01306,013,112211,1,0.107,0.107,1,1049025,1,0,1
06,01307,013,120474,1,0.1148,0.1148,1,1049025,1,0,1
06,01308,013,107213,1,0.1022,0.1022,1,1049025,1,0,1
06,01309,013,103685,1,0.0988,0.0988,1,1049025,1,0,1
06,01500,015,28610,0.2072,1,0.2072,0.2072,28610,3,0,3
06,01500,035,34895,0.2527,1,0.2527,0.2527,34895,3,0,3
06,01500,049,9686,0.0701,1,0.0701,0.0701,9686,3,1,3
06,01500,063,20007,0.1449,1,0.1449,0.1449,20007,3,0,3
06,01500,093,44900,0.3251,1,0.3251,0.3251,44900,3,0,3
06,01700,017,181058,1,1,1,1,181058,1,0,1
06,01901,019,144724,1,0.1555,0.1555,1,930450,1,0,1
06,01902,019,173649,1,0.1866,0.1866,1,930450,1,0,1
06,01903,019,101880,1,0.1095,0.1095,1,930450,1,0,1
06,01904,019,170140,1,0.1829,0.1829,1,930450,1,0,1
06,01905,019,108177,1,0.1163,0.1163,1,930450,1,0,1
06,01906,019,102642,1,0.1103,0.1103,1,930450,1,0,1
06,01907,019,129238,1,0.1389,0.1389,1,930450,1,0,1
06,02300,023,134623,1,1,1,1,134623,1,0,1
06,02500,025,174528,1,1,1,1,174528,1,0,1
06,02901,029,189962,1,0.2262,0.2262,0.9999,839631,1,0,1
06,02902,029,200370,1,0.2386,0.2386,0.9999,839631,1,0,1
06,02903,029,155144,1,0.1848,0.1848,0.9999,839631,1,0,1
06,02904,029,107850,1,0.1284,0.1284,0.9999,839631,1,0,1
06,02905,029,186305,1,0.2219,0.2219,0.9999,839631,1,0,1
06,03100,031,152982,1,1,1,1,152982,1,0,1
06,03300,033,64665,0.424,1,0.424,0.424,64665,2,0,2
06,03300,045,87841,0.576,1,0.576,0.576,87841,2,0,2
06,03701,037,139801,1,0.0142,0.0142,1.0001,9818605,1,0,1
06,03702,037,188102,1,0.0192,0.0192,1.0001,9818605,1,0,1
06,03703,037,163632,1,0.0167,0.0167,1.0001,9818605,1,0,1
06,03704,037,164268,1,0.0167,0.0167,1.0001,9818605,1,0,1
06,03705,037,166932,1,0.017,0.017,1.0001,9818605,1,0,1
06,03706,037,136414,1,0.0139,0.0139,1.0001,9818605,1,0,1
06,03707,037,150967,1,0.0154,0.0154,1.0001,9818605,1,0,1
06,03708,037,136833,1,0.0139,0.0139,1.0001,9818605,1,0,1
06,03709,037,110202,1,0.0112,0.0112,1.0001,9818605,1,0,1
06,03710,037,174037,1,0.0177,0.0177,1.0001,9818605,1,0,1
06,03711,037,163941,1,0.0167,0.0167,1.0001,9818605,1,0,1
06,03712,037,146895,1,0.015,0.015,1.0001,9818605,1,0,1
06,03713,037,109666,1,0.0112,0.0112,1.0001,9818605,1,0,1
06,03714,037,109128,1,0.0111,0.0111,1.0001,9818605,1,0,1
06,03715,037,120111,1,0.0122,0.0122,1.0001,9818605,1,0,1
06,03716,037,110351,1,0.0112,0.0112,1.0001,9818605,1,0,1
06,03717,037,189098,1,0.0193,0.0193,1.0001,9818605,1,0,1
06,03718,037,135128,1,0.0138,0.0138,1.0001,9818605,1,0,1
06,03719,037,190790,1,0.0194,0.0194,1.0001,9818605,1,0,1
06,03720,037,118143,1,0.012,0.012,1.0001,9818605,1,0,1
06,03721,037,133453,1,0.0136,0.0136,1.0001,9818605,1,0,1
06,03722,037,159310,1,0.0162,0.0162,1.0001,9818605,1,0,1
06,03723,037,141253,1,0.0144,0.0144,1.0001,9818605,1,0,1
06,03724,037,167320,1,0.017,0.017,1.0001,9818605,1,0,1
06,03725,037,168469,1,0.0172,0.0172,1.0001,9818605,1,0,1
06,03726,037,101503,1,0.0103,0.0103,1.0001,9818605,1,0,1
06,03727,037,151268,1,0.0154,0.0154,1.0001,9818605,1,0,1
06,03728,037,102511,1,0.0104,0.0104,1.0001,9818605,1,0,1
06,03729,037,195763,1,0.0199,0.0199,1.0001,9818605,1,0,1
06,03730,037,164376,1,0.0167,0.0167,1.0001,9818605,1,0,1
06,03731,037,108399,1,0.011,0.011,1.0001,9818605,1,0,1
06,03732,037,176714,1,0.018,0.018,1.0001,9818605,1,0,1
06,03733,037,112679,1,0.0115,0.0115,1.0001,9818605,1,0,1
06,03734,037,195576,1,0.0199,0.0199,1.0001,9818605,1,0,1
06,03735,037,193764,1,0.0197,0.0197,1.0001,9818605,1,0,1
06,03736,037,114737,1,0.0117,0.0117,1.0001,9818605,1,0,1
06,03737,037,128448,1,0.0131,0.0131,1.0001,9818605,1,0,1
06,03738,037,131401,1,0.0134,0.0134,1.0001,9818605,1,0,1
06,03739,037,166483,1,0.017,0.017,1.0001,9818605,1,0,1
06,03740,037,128628,1,0.0131,0.0131,1.0001,9818605,1,0,1
06,03741,037,143492,1,0.0146,0.0146,1.0001,9818605,1,0,1
06,03742,037,131781,1,0.0134,0.0134,1.0001,9818605,1,0,1
06,03743,037,124007,1,0.0126,0.0126,1.0001,9818605,1,0,1
06,03744,037,170583,1,0.0174,0.0174,1.0001,9818605,1,0,1
06,03745,037,122254,1,0.0125,0.0125,1.0001,9818605,1,0,1
06,03746,037,109831,1,0.0112,0.0112,1.0001,9818605,1,0,1
06,03747,037,158277,1,0.0161,0.0161,1.0001,9818605,1,0,1
06,03748,037,177765,1,0.0181,0.0181,1.0001,9818605,1,0,1
06,03749,037,113695,1,0.0116,0.0116,1.0001,9818605,1,0,1
06,03750,037,172913,1,0.0176,0.0176,1.0001,9818605,1,0,1
06,03751,037,148133,1,0.0151,0.0151,1.0001,9818605,1,0,1
06,03752,037,171357,1,0.0175,0.0175,1.0001,9818605,1,0,1
06,03753,037,110238,1,0.0112,0.0112,1.0001,9818605,1,0,1
06,03754,037,136000,1,0.0139,0.0139,1.0001,9818605,1,0,1
06,03755,037,121204,1,0.0123,0.0123,1.0001,9818605,1,0,1
06,03756,037,117361,1,0.012,0.012,1.0001,9818605,1,0,1
06,03757,037,156629,1,0.016,0.016,1.0001,9818605,1,0,1
06,03758,037,153930,1,0.0157,0.0157,1.0001,9818605,1,0,1
06,03759,037,112990,1,0.0115,0.0115,1.0001,9818605,1,0,1
06,03760,037,138043,1,0.0141,0.0141,1.0001,9818605,1,0,1
06,03761,037,125349,1,0.0128,0.0128,1.0001,9818605,1,0,1
06,03762,037,112822,1,0.0115,0.0115,1.0001,9818605,1,0,1
06,03763,037,142620,1,0.0145,0.0145,1.0001,9818605,1,0,1
06,03764,037,159116,1,0.0162,0.0162,1.0001,9818605,1,0,1
06,03765,037,130093,1,0.0132,0.0132,1.0001,9818605,1,0,1
06,03766,037,102211,1,0.0104,0.0104,1.0001,9818605,1,0,1
06,03767,037,177298,1,0.0181,0.0181,1.0001,9818605,1,0,1
06,03768,037,111454,1,0.0114,0.0114,1.0001,9818605,1,0,1
06,03769,037,100665,1,0.0103,0.0103,1.0001,9818605,1,0,1
06,03900,039,150865,1,1,1,1,150865,1,0,1
06,04101,041,104847,1,0.4154,0.4154,1,252409,1,0,1
06,04102,041,147562,1,0.5846,0.5846,1,252409,1,0,1
06,04701,047,104617,1,0.409,0.409,1,255793,1,0,1
06,04702,047,151176,1,0.591,0.591,1,255793,1,0,1
06,05301,053,174967,1,0.4215,0.4215,0.92244936,415057,1,0,1
06,05302,053,163203,1,0.3932,0.3932,0.92244936,415057,1,0,1
06,05303,053,76887,0.5818,0.1852,0.10774936,0.92244936,415057,1,0,1
06,05303,069,55269,0.4182,1,0.4182,0.4182,55269,2,0,2
06,05500,055,136484,1,1,1,1,136484,1,0,1
06,05700,057,98764,0.9682,1,0.9682,0.9682,98764,1,0,1
06,05700,091,3240,0.0318,1,0.0318,0.0318,3240,3,1,3
06,05901,059,177692,1,0.059,0.059,0.9999,3010232,1,0,1
06,05902,059,105909,1,0.0352,0.0352,0.9999,3010232,1,0,1
06,05903,059,198777,1,0.066,0.066,0.9999,3010232,1,0,1
06,05904,059,200200,1,0.0665,0.0665,0.9999,3010232,1,0,1
06,05905,059,197457,1,0.0656,0.0656,0.9999,3010232,1,0,1
06,05906,059,177007,1,0.0588,0.0588,0.9999,3010232,1,0,1
06,05907,059,189619,1,0.063,0.063,0.9999,3010232,1,0,1
06,05908,059,177943,1,0.0591,0.0591,0.9999,3010232,1,0,1
06,05909,059,146177,1,0.0486,0.0486,0.9999,3010232,1,0,1
