crosswalk_period,statefip,place,puma,afact,afact2,population,products,sum_products,geographic_allocation_quality
2022,08,12815,01603,0.277,0.3096,33563,0.08575920000000001,0.5080768800000001,2
2022,08,16000,02001,0.0303,0.007,3357,2.121e-4,0.77805851,1
2022,08,16000,02002,0.5417,0.1698,81306,0.09198065999999999,0.77805851,1
2022,08,16000,02003,0.9171,0.2151,103020,0.19726821000000003,0.77805851,1
2022,08,16000,02004,1,0.2264,108430,0.2264,0.77805851,1
2022,08,16000,02005,0.7831,0.2166,103729,0.16961946,0.77805851,1
2022,08,16000,02006,0.5604,0.1652,79119,0.09257808000000001,0.77805851,1
2022,08,20000,01701,1,0.2095,149926,0.2095,0.9650580799999999,1
2022,08,20000,01702,1,0.2478,177315,0.2478,0.9650580799999999,1
2022,08,20000,01703,1,0.171,122319,0.171,0.9650580799999999,1
2022,08,20000,01704,1,0.1676,119956,0.1676,0.9650580799999999,1
2022,08,20000,01705,0.8288,0.2041,146006,0.16915808,0.9650580799999999,1
2022,08,27425,00301,0.4097,0.2523,42840,0.10336731000000002,0.7111022600000001,2
2022,08,27425,00302,0.8384,0.7238,122904,0.60683392,0.7111022600000001,2
2022,08,27425,00303,0.0377,0.0239,4066,9.010299999999999e-4,0.7111022600000001,2
2022,08,32155,01001,0.0362,0.0337,3670,0.00121994,0.81977267,1
2022,08,32155,01002,0.8471,0.9663,105125,0.81855273,0.81977267,1
2022,08,43000,00702,0.5022,0.3937,61411,0.19771613999999998,0.56804006,2
2022,08,43000,00703,0.6211,0.596,92973,0.3701756,0.56804006,2
2022,08,43000,01501,0.0144,0.0103,1600,1.4832e-4,0.56804006,2
2022,08,45970,00501,0.781,0.9869,97587,0.7707689,0.77093265,1
2022,08,45970,01003,0.0125,0.0131,1298,1.6375000000000002e-4,0.77093265,1
2022,08,46465,00301,0.063,0.0863,6591,0.0054369,0.59641806,2
2022,08,46465,00303,0.6468,0.9137,69787,0.59098116,0.59641806,2
2022,08,62000,02101,0.0121,0.0126,1407,1.5246e-4,0.6984417400000001,2
2022,08,62000,02301,0.7072,0.98740000000000006,110469,0.6982892800000001,0.6984417400000001,2
2022,08,77290,01101,0.0939,0.1207,17128,0.01133373,0.62042484,2
2022,08,77290,01202,0.6927,0.8793,124739,0.6090911099999999,0.62042484,2
2022,08,83835,00601,0.1197,0.1711,19906,0.02048067,0.40492881000000003,2
2022,08,83835,00701,0.0506,0.0554,6439,0.00280324,0.40492881000000003,2
2022,08,83835,01101,0.4934,0.7735,89972,0.3816449,0.40492881000000003,2
2022,09,08000,20801,1,1,148654,1,1,1
2022,09,18430,20904,0.4359,1,86518,0.4359,0.4359,2
2022,09,37000,20201,1,1,121054,1,1,1
2022,09,52000,20601,1,1,134023,1,1,1
2022,09,55990,20903,0.7706,1,91184,0.7706,0.7706,1
2022,09,73000,20901,0.6808,1,135470,0.6808,0.6808,2
2022,09,80000,20701,1,1,114403,1,1,1
2022,11,50000,00101,1,0.1606,110761,0.1606,0.9999,1
2022,11,50000,00102,1,0.1592,109790,0.1592,0.9999,1
2022,11,50000,00103,1,0.1593,109870,0.1593,0.9999,1
2022,11,50000,00104,1,0.2012,138727,0.2012,0.9999,1
2022,11,50000,00105,1,0.1644,113382,0.1644,0.9999,1
2022,11,50000,00106,1,0.1552,107015,0.1552,0.9999,1
2022,12,07300,09908,0.7795,0.9825,95713,0.76585875,0.7661212500000001,1
2022,12,07300,09909,0.015,0.0175,1709,2.6250000000000004e-4,0.7661212500000001,1
2022,12,07875,09906,0.4538,0.9482,76216,0.43029316,0.43197148,2
2022,12,07875,09907,0.0324,0.0518,4164,0.0016783199999999999,0.43197148,2
2022,12,10275,07102,0.8992,0.4837,93840,0.43494304,0.9292486600000001,1
2022,12,10275,07106,0.9574,0.5163,100176,0.49430562,0.9292486600000001,1
2022,12,12875,10302,0.2096,0.1985,23285,0.041605600000000006,0.7077563499999999,2
2022,12,12875,10303,0.8331,0.7996,93781,0.66614676,0.7077563499999999,2
2022,12,12875,10304,0.0021,0.0019,226,3.99e-6,0.7077563499999999,2
2022,12,14400,01101,0.2884,0.2199,29548,0.06341916,0.83570132,1
2022,12,14400,01102,0.0104,0.0079,1066,8.216e-5,0.83570132,1
2022,12,14400,01115,1,0.7722,103780,0.7722,0.83570132,1
2022,12,16475,01109,0.0205,0.0224,2372,4.592e-4,0.59485038,2
2022,12,16475,01110,0.7125,0.7831,82762,0.5579587500000001,0.59485038,2
2022,12,16475,01111,0.0055,0.0061,644,3.355e-5,0.59485038,2
2022,12,16475,01117,0.1932,0.1884,19913,0.03639888,0.59485038,2
2022,12,16725,01101,0.0527,0.0622,5401,0.0032779399999999996,0.7554873200000001,1
2022,12,16725,01103,0.8021,0.9378,81458,0.75220938,0.7554873200000001,1
2022,12,17200,12704,0.6939,1,93692,0.6939,0.6939,2
2022,12,17935,08610,0.7518,1,75874,0.7518,0.7518,1
2022,12,24000,01107,2e-4,1e-4,19,2e-8,0.7801640099999999,1
2022,12,24000,01108,0.9529,0.6835,124921,0.65130715,0.7801640099999999,1
2022,12,24000,01109,0.042,0.0265,4852,0.001113,0.7801640099999999,1
2022,12,24000,01116,0.4408,0.2898,52968,0.12774384,0.7801640099999999,1
2022,12,24125,07103,0.0046,0.0093,803,4.2779999999999994e-5,0.69541511,2
2022,12,24125,07104,0.7019,0.9907,85592,0.69537233,0.69541511,2
2022,12,25175,00101,0.8691,0.9678,136538,0.84111498,0.84232248,1
2022,12,25175,00102,0.0375,0.0322,4547,0.0012075,0.84232248,1
2022,12,30000,08601,0.0701,0.035,7801,0.0024535,0.85532708,1
2022,12,30000,08606,0.0408,0.0222,4963,9.057600000000001e-4,0.85532708,1
2022,12,30000,08607,0.853,0.4249,94810,0.3624397,0.85532708,1
2022,12,30000,08609,0.9454,0.5178,115535,0.48952812000000007,0.85532708,1
2022,12,32000,01109,0.6175,0.4665,71401,0.28806375000000006,0.63355835,2
2022,12,32000,01113,0.6476,0.5335,81666,0.3454946,0.63355835,2
2022,12,32275,08623,0.0081,0.0111,894,8.991e-5,0.47316947,2
2022,12,32275,08624,0.58,0.7472,60323,0.433376,0.47316947,2
2022,12,32275,08625,0.1642,0.2418,19520,0.03970356,0.47316947,2
2022,12,35000,03101,0.9906,0.1553,147447,0.15384018,0.96582658,1
2022,12,35000,03102,1,0.1313,124658,0.1313,0.96582658,1
2022,12,35000,03103,1,0.1785,169543,0.1785,0.96582658,1
2022,12,35000,03104,1,0.1228,116647,0.1228,0.96582658,1
2022,12,35000,03105,0.6952,0.107,101642,0.0743864,0.96582658,1
2022,12,35000,03106,1,0.1659,157552,0.1659,0.96582658,1
2022,12,35000,03107,1,0.1391,132122,0.1391,0.96582658,1
2022,12,36950,09703,0.4299,1,79226,0.4299,0.4299,2
2022,12,38250,10501,0.7851,0.7436,83758,0.58380036,0.6178249,2
2022,12,38250,10502,0.0024,0.0038,433,9.119999999999999e-6,0.6178249,2
2022,12,38250,10503,0.0504,0.068,7659,0.0034272000000000005,0.6178249,2
2022,12,38250,10505,0.1657,0.1846,20791,0.030588219999999996,0.6178249,2
2022,12,39425,10303,0.0099,0.0135,1113,1.3365e-4,0.63635094,2
2022,12,39425,10304,0.6891,0.9185,75766,0.63293835,0.63635094,2
2022,12,39425,10305,0.0495,0.0662,5462,0.0032768999999999997,0.63635094,2
2022,12,39425,10306,0.0012,0.0017,144,2.0399999999999995e-6,0.63635094,2
2022,12,43975,00902,0.0359,0.052,4404,0.0018668,0.4596085999999999,2
2022,12,43975,00903,0.5403,0.8331,70543,0.45012392999999995,0.4596085999999999,2
2022,12,43975,00904,0.0663,0.1149,9731,0.00761787,0.4596085999999999,2
2022,12,45000,08606,0.0293,0.0081,3573,2.3732999999999998e-4,0.93660297,1
2022,12,45000,08610,0.0417,0.0095,4213,3.9615e-4,0.93660297,1
2022,12,45000,08611,0.999,0.2498,110470,0.2495502,0.93660297,1
2022,12,45000,08612,0.0168,0.004,1766,6.72e-5,0.93660297,1
2022,12,45000,08613,0.9621,0.2625,116072,0.25255125,0.93660297,1
2022,12,45000,08614,0.8688,0.2335,103272,0.2028648,0.93660297,1
2022,12,45000,08615,0.9937,0.2324,102788,0.23093588,0.93660297,1
2022,12,45000,08616,8e-4,2e-4,87,1.6e-7,0.93660297,1
2022,12,45025,08612,0.7889,1,82890,0.7889,0.7889,1
2022,12,45060,08602,0.8223,0.8604,96060,0.70750692,0.7195124300000001,2
2022,12,45060,08603,0.1095,0.0993,11085,0.01087335,0.7195124300000001,2
2022,12,45060,08605,0.0062,0.0057,635,3.534e-5,0.7195124300000001,2
2022,12,45060,08606,0.0317,0.0346,3860,0.0010968199999999999,0.7195124300000001,2
2022,12,45975,01112,0.9502,0.7195,96930,0.6836689,0.7889125,1
2022,12,45975,01114,0.3752,0.2805,37791,0.1052436,0.7889125,1
2022,12,49675,11503,0.4746,1,74793,0.4746,0.4746,2
2022,12,53000,09502,0.0267,0.0125,3850,3.3375000000000006e-4,0.5483727500000001,2
2022,12,53000,09503,0.0379,0.0213,6542,8.0727e-4,0.5483727500000001,2
2022,12,53000,09504,0.2789,0.1576,48480,0.043954639999999996,0.5483727500000001,2
2022,12,53000,09505,0.8104,0.3351,103064,0.27156504000000004,0.5483727500000001,2
2022,12,53000,09506,0.6908,0.264,81207,0.1823712,0.5483727500000001,2
2022,12,53000,09507,0.2435,0.0965,29671,0.02349775,0.5483727500000001,2
2022,12,53000,09509,0.2287,0.113,34754,0.0258431,0.5483727500000001,2
2022,12,54000,00903,0.0048,0.0053,629,2.5439999999999997e-5,0.8068266100000001,1
2022,12,54000,00904,0.8111,0.9947,119131,0.8068011700000001,0.8068266100000001,1
2022,12,54200,03500,0.7736,1,89258,0.7736,0.7736,1
2022,12,55775,01109,0.0333,0.0225,3847,7.4925e-4,0.76237794,1
2022,12,55775,01111,0.9886,0.6762,115754,0.66849132,0.76237794,1
2022,12,55775,01112,0.0498,0.0297,5077,0.00147906,0.76237794,1
2022,12,55775,01113,0.3524,0.2596,44437,0.09148304,0.76237794,1
2022,12,55775,01114,0.0033,0.002,337,6.6e-6,0.76237794,1
2022,12,55775,01117,0.0167,0.0101,1726,1.6867e-4,0.76237794,1
2022,12,57425,01106,0.492,0.995,91292,0.48954,0.48955715,2
2022,12,57425,01108,0.0035,0.0049,454,1.715e-5,0.48955715,2
2022,12,58050,01103,0.0751,0.068,7624,0.005106800000000001,0.8953641999999999,1
2022,12,58050,01104,0.9739,0.9138,102387,0.8899498199999999,0.8953641999999999,1
2022,12,58050,01116,0.0169,0.0182,2035,3.0758e-4,0.8953641999999999,1
2022,12,58715,11101,0.1912,0.0984,20161,0.01881408,0.7886141600000001,1
2022,12,58715,11102,0.6611,0.336,68835,0.2221296,0.7886141600000001,1
2022,12,58715,11103,0.9683,0.5656,115855,0.5476704800000001,0.7886141600000001,1
2022,12,63000,10304,1e-4,0,10,0,0.8531986899999999,1
2022,12,63000,10306,0.1431,0.0646,16699,0.00924426,0.8531986899999999,1
2022,12,63000,10307,0.9952,0.6214,160525,0.61841728,0.8531986899999999,1
2022,12,63000,10308,0.7185,0.3139,81074,0.22553715000000002,0.8531986899999999,1
2022,12,69700,01105,0.0663,0.072,7008,0.004773599999999999,0.40722288,2
2022,12,69700,01106,0.4578,0.8728,84950,0.39956784,0.40722288,2
2022,12,69700,01117,0.0522,0.0552,5377,0.0028814400000000003,0.40722288,2
2022,12,70600,07301,0.3849,0.2866,56231,0.11031234000000001,0.79360686,1
2022,12,70600,07302,0.9578,0.7134,139938,0.68329452,0.79360686,1
2022,12,71000,05701,0.947,0.3724,143354,0.3526628,0.80717005,1
2022,12,71000,05702,0.5786,0.1539,59249,0.08904654000000001,0.80717005,1
2022,12,71000,05704,0.0036,0.0012,452,4.319999999999999e-6,0.80717005,1
2022,12,71000,05705,0.3403,0.1576,60658,0.053631279999999996,0.80717005,1
2022,12,71000,05707,0.0081,0.0031,1211,2.511e-5,0.80717005,1
2022,12,71000,05710,1,0.3118,120026,0.3118,0.80717005,1
2022,12,71000,05711,1e-4,0,9,0,0.80717005,1
2022,12,76600,09902,0.0151,0.0165,1936,2.4915e-4,0.52927317,2
2022,12,76600,09903,0.6054,0.8503,99838,0.51477162,0.52927317,2
2022,12,76600,09911,0.107,0.1332,15641,0.014252400000000002,0.52927317,2
2022,13,03440,01800,0.9895,1,127315,0.9895,0.9895,1
2022,13,04000,01403,0.013,0.0028,1405,3.64e-5,0.9265253800000001,1
2022,13,04000,01404,0.9928,0.3201,159626,0.31779528,0.9265253800000001,1
2022,13,04000,01405,1,0.2906,144940,0.2906,0.9265253800000001,1
2022,13,04000,01406,0.9721,0.2975,148387,0.28919975,0.9265253800000001,1
2022,13,04000,01408,0.0398,0.0087,4337,3.4626e-4,0.9265253800000001,1
2022,13,04000,01501,1e-4,0,8,0,0.9265253800000001,1
2022,13,04000,01504,0.3564,0.0801,39948,0.028547640000000003,0.9265253800000001,1
2022,13,04000,01505,5e-4,1e-4,64,5.0000000000000004e-8,0.9265253800000001,1
2022,13,04204,03301,1,0.5018,101403,0.5018,0.9785774,1
2022,13,04204,03302,0.957,0.4982,100678,0.47677739999999996,0.9785774,1
2022,13,19000,03800,0.9558,1,206922,0.9558,0.9558,1
2022,13,42425,01401,0.0049,0.0085,702,4.165e-5,0.57451675,2
2022,13,42425,01402,0.5794,0.9915,81751,0.5744751,0.57451675,2
2022,13,49008,03000,1,1,157346,1,1,1
2022,13,67284,01401,0.6329,0.9673,89797,0.61220417,0.6129072200000001,2
2022,13,67284,01402,0.0215,0.0327,3036,7.0305e-4,0.6129072200000001,2
2022,13,68516,01403,0.987,0.9892,106916,0.9763404,0.97641816,1
2022,13,68516,01404,0.0072,0.0108,1164,7.776e-5,0.97641816,1
2022,13,69000,04701,0.7589,0.8704,128627,0.66054656,0.68028464,2
2022,13,69000,04702,0.1523,0.1296,19153,0.019738079999999998,0.68028464,2
2022,13,72122,01406,0.0279,0.0396,4255,0.0011048400000000002,0.57859868,2
2022,13,72122,01407,0.23,0.2316,24886,0.053268,0.57859868,2
2022,13,72122,01408,0.7193,0.7288,78295,0.52422584,0.57859868,2
2022,13,80508,02900,0.0032,0.007,565,2.2400000000000002e-5,0.4564052,2
2022,13,80508,03600,0.4596,0.993,79743,0.45638280000000003,0.4564052,2
2022,15,71550,00303,0.5395,0.17,59655,0.091715,0.83200606,1
2022,15,71550,00304,1,0.3625,127223,0.3625,0.83200606,1
2022,15,71550,00305,1,0.3376,118490,0.3376,0.83200606,1
2022,15,71550,00306,0.3094,0.1299,45596,0.04019106,0.83200606,1
2022,16,08830,00400,0.0302,0.0173,4073,5.2246e-4,0.71504598,2
2022,16,08830,00600,0.0063,0.0041,957,2.5830000000000002e-5,0.71504598,2
2022,16,08830,00701,0.2829,0.1599,37676,0.04523570999999999,0.71504598,2
2022,16,08830,00702,0.9176,0.4335,102165,0.3977796,0.71504598,2
2022,16,08830,00800,0.7046,0.3853,90813,0.27148237999999997,0.71504598,2
2022,16,52120,00600,0.41,0.5264,61920,0.215824,0.41379992,2
2022,16,52120,00701,0.4182,0.4734,55690,0.19797588,0.41379992,2
2022,16,52120,00800,2e-4,2e-4,25,4e-8,0.41379992,2
2022,16,56260,00500,0.3198,0.4269,42780,0.13652261999999998,0.35441524,2
2022,16,56260,00600,0.3802,0.5731,57420,0.21789262,0.35441524,2
2022,17,02154,03101,0.0086,0.0142,1106,1.2212e-4,0.29667996,3
2022,17,02154,03104,0.2884,0.4666,36241,0.13456744,0.29667996,3
2022,17,02154,03105,0.312,0.5192,40329,0.1619904,0.29667996,3
2022,17,03012,04305,0.4155,0.2857,51587,0.11870835,0.5958440399999999,2
2022,17,03012,08901,0.0374,0.0275,4970,0.0010285000000000001,0.5958440399999999,2
2022,17,03012,08903,0.0216,0.0142,2555,3.0672e-4,0.5958440399999999,2
2022,17,03012,08904,0.8177,0.5748,103784,0.47001395999999995,0.5958440399999999,2
2022,17,03012,09300,0.0451,0.0329,5942,0.00148379,0.5958440399999999,2
2022,17,03012,19701,0.0664,0.0648,11704,0.0043027199999999995,0.5958440399999999,2
2022,17,06613,11300,0.4602,1,78680,0.4602,0.4602,2
2022,17,12385,01901,0.5121,1,88302,0.5121,0.5121,2
2022,17,14000,03109,0.0045,2e-4,549,9e-7,0.9999009,1
2022,17,14000,03114,1e-4,0,9,0,0.9999009,1
2022,17,14000,03151,1,0.054,148248,0.054,0.9999009,1
2022,17,14000,03152,1,0.0556,152730,0.0556,0.9999009,1
2022,17,14000,03153,1,0.0616,169106,0.0616,0.9999009,1
2022,17,14000,03154,1,0.0632,173542,0.0632,0.9999009,1
2022,17,14000,03155,1,0.0586,160976,0.0586,0.9999009,1
2022,17,14000,03156,1,0.0482,132383,0.0482,0.9999009,1
2022,17,14000,03157,1,0.0622,170752,0.0622,0.9999009,1
2022,17,14000,03158,1,0.0615,168776,0.0615,0.9999009,1
2022,17,14000,03159,1,0.0563,154540,0.0563,0.9999009,1
2022,17,14000,03160,1,0.0643,176574,0.0643,0.9999009,1
2022,17,14000,03161,1,0.0517,142116,0.0517,0.9999009,1
2022,17,14000,03162,1,0.0513,140979,0.0513,0.9999009,1
2022,17,14000,03163,1,0.0568,155992,0.0568,0.9999009,1
2022,17,14000,03164,1,0.0609,167262,0.0609,0.9999009,1
2022,17,14000,03165,1,0.0515,141418,0.0515,0.9999009,1
2022,17,14000,03166,1,0.0473,129775,0.0473,0.9999009,1
2022,17,14000,03167,1,0.0494,135785,0.0494,0.9999009,1
2022,17,14000,03168,1,0.0455,124876,0.0455,0.9999009,1
2022,17,14351,03112,0.5983,1,85268,0.5983,0.5983,2
2022,17,23074,03102,0.2014,0.2147,24647,0.04324058,0.37268081999999997,2
2022,17,23074,08901,0.1202,0.1392,15978,0.016731839999999998,0.37268081999999997,2
2022,17,23074,08902,0.5081,0.6134,70415,0.31166854,0.37268081999999997,2
2022,17,23074,08903,0.0318,0.0327,3757,0.00103986,0.37268081999999997,2
2022,17,24582,03107,0.4923,1,78110,0.4923,0.4923,2
2022,17,38570,09300,0.1065,0.0934,14047,0.009947099999999999,0.5167018600000001,2
2022,17,38570,19702,0.2694,0.2528,38005,0.06810432,0.5167018600000001,2
2022,17,38570,19703,0.6986,0.6268,94245,0.43788248,0.5167018600000001,2
2022,17,38570,19704,0.0299,0.0256,3855,7.6544e-4,0.5167018600000001,2
2022,17,38570,19705,0.0018,0.0014,210,2.52e-6,0.5167018600000001,2
2022,17,51622,04304,1e-4,1e-4,13,1e-8,0.36509471,2
2022,17,51622,04305,0.4114,0.3415,51067,0.1404931,0.36509471,2
2022,17,51622,04306,0.395,0.3144,47022,0.124188,0.36509471,2
2022,17,51622,19701,0.2919,0.344,51438,0.10041359999999999,0.36509471,2
2022,17,59000,14300,0.6223,1,113150,0.6223,0.6223,2
2022,17,65000,00701,0.004,0.0039,573,1.56e-5,0.75396369,1
2022,17,65000,20101,0.7569,0.9961,148080,0.75394809,0.75396369,1
2022,17,68003,03101,0.0382,0.0626,4929,0.00239132,0.50423011,2
2022,17,68003,03102,0.0613,0.0953,7499,0.00584189,0.50423011,2
2022,17,68003,03103,0.589,0.8421,66295,0.49599689999999996,0.50423011,2
2022,17,72000,16700,0.5826,1,114394,0.5826,0.5826,2
2022,17,79293,09702,0.5566,0.8783,78451,0.48886177999999997,0.49734427,2
2022,17,79293,09703,0.0697,0.1217,10870,0.00848249,0.49734427,2
2022,18,05860,02900,0.5666,1,79168,0.5666,0.5666,2
2022,18,10342,01801,0.0046,0.0067,664,3.082e-5,0.7355694700000001,2
2022,18,10342,01901,0.7405,0.9933,99093,0.7355386500000001,0.7355694700000001,2
2022,18,22000,03400,0.6512,1,117298,0.6512,0.6512,2
2022,18,23278,01901,0.2391,0.3233,32000,0.07730102999999999,0.3974478,2
2022,18,23278,01902,0.4731,0.6767,66977,0.32014677,0.3974478,2
2022,18,25000,01001,0.9691,0.4938,130312,0.47854158,0.84433804,1
2022,18,25000,01002,0.8486,0.4061,107174,0.34461646,0.84433804,1
2022,18,25000,01003,0.2118,0.1,26400,0.02118,0.84433804,1
2022,18,31000,00101,0.7157,1,77879,0.7157,0.7157,2
2022,18,36003,02401,0.997,0.1231,109258,0.1227307,0.9247657,1
2022,18,36003,02402,0.9707,0.1226,108846,0.11900782,0.9247657,1
2022,18,36003,02403,0.5964,0.0822,72951,0.04902408,0.9247657,1
2022,18,36003,02404,0.9021,0.1558,138330,0.14054718,0.9247657,1
2022,18,36003,02405,0.9793,0.1694,150366,0.16589341999999999,0.9247657,1
2022,18,36003,02406,0.9665,0.1878,166687,0.1815087,0.9247657,1
2022,18,36003,02407,0.918,0.1591,141204,0.1460538,0.9247657,1
2022,18,71000,00401,0.8249,0.9361,96840,0.77218889,0.77490464,1
2022,18,71000,00402,0.0425,0.0639,6613,0.0027157500000000003,0.77490464,1
2022,19,12000,00301,0.1752,0.1396,19223,0.02445792,0.8698009200000001,1
2022,19,12000,00302,0.9825,0.8604,118487,0.8453430000000001,0.8698009200000001,1
2022,19,19000,00900,0.5824,1,101724,0.5824,0.5824,2
2022,19,21000,01400,0.0017,0.001,212,1.7e-6,0.89221013,1
2022,19,21000,01501,0.0578,0.0447,9576,0.0025836599999999998,0.89221013,1
2022,19,21000,01502,0.1128,0.0726,15549,0.00818928,0.89221013,1
2022,19,21000,01503,0.9997,0.8817,188796,0.8814354900000001,0.89221013,1
2022,19,73335,02000,0.6518,1,85797,0.6518,0.6518,2
2022,20,36000,00400,0.9253,1,156607,0.9253,0.9253,1
2022,20,38900,00700,0.7992,1,94934,0.7992,0.7992,1
2022,20,52575,00801,1e-4,0,7,0,0.73321964,2
2022,20,52575,00803,0.0532,0.0596,8423,0.0031707199999999997,0.73321964,2
2022,20,52575,00804,0.7764,0.9403,132860,0.73004892,0.73321964,2
2022,20,53775,00802,0.5063,0.3977,78448,0.20135551,0.65344189,2
2022,20,53775,00803,0.7506,0.6023,118790,0.45208638,0.65344189,2
2022,20,71000,00501,0.946,0.9864,124862,0.9331344,0.93330848,1
2022,20,71000,00601,0.0128,0.0136,1725,1.7408e-4,0.93330848,1
2022,20,79000,01201,0.5341,0.2264,90017,0.12092024,0.68826588,2
2022,20,79000,01301,0.6118,0.2588,102895,0.15833383999999998,0.68826588,2
2022,20,79000,01401,1,0.3029,120404,0.3029,0.68826588,2
2022,20,79000,01501,0.501,0.2118,84216,0.10611179999999999,0.68826588,2
2022,21,46027,01901,1,0.3521,113590,0.3521,0.9999,1
2022,21,46027,01902,1,0.3331,107462,0.3331,0.9999,1
2022,21,46027,01903,1,0.3147,101518,0.3147,0.9999,1
2022,21,48006,01701,0.0777,0.028,10846,0.0021756,0.70452243,2
2022,21,48006,01702,0.0164,0.0044,1686,7.216000000000001e-5,0.70452243,2
2022,21,48006,01703,0.5936,0.1813,70136,0.10761968,0.70452243,2
2022,21,48006,01704,0.5057,0.1828,70724,0.09244196,0.70452243,2
2022,21,48006,01705,0.9017,0.3143,121586,0.28340431,0.70452243,2
2022,21,48006,01706,0.7566,0.2892,111906,0.21880872,0.70452243,2
2022,22,05000,01501,0.0318,0.0148,3360,4.7064000000000003e-4,0.8745974699999999,1
2022,22,05000,01502,0.9544,0.4376,99547,0.41764544,0.8745974699999999,1
2022,22,05000,01503,0.859,0.5307,120723,0.4558712999999999,0.8745974699999999,1
2022,22,05000,01504,0.0361,0.0169,3840,6.1009e-4,0.8745974699999999,1
2022,22,40735,01201,0.443,0.4258,51681,0.1886294,0.5085162200000001,2
2022,22,40735,01202,0.5571,0.5742,69693,0.31988682000000007,0.5085162200000001,2
2022,22,41155,00901,0.5145,1,84872,0.5145,0.5145,2
2022,22,55000,02401,1,0.3833,147175,0.3833,1,1
2022,22,55000,02402,1,0.3077,118167,0.3077,1,1
2022,22,55000,02403,1,0.309,118655,0.309,1,1
2022,22,70000,00101,0.7381,0.4585,86020,0.33841885,0.7665385,1
2022,22,70000,00102,0.8134,0.526,98665,0.4278484,0.7665385,1
2022,22,70000,00200,0.0175,0.0155,2908,2.7125e-4,0.7665385,1
2022,24,04000,00801,1,0.2262,132471,0.2262,1,1
2022,24,04000,00802,1,0.1974,115604,0.1974,1,1
2022,24,04000,00803,1,0.1992,116697,0.1992,1,1
2022,24,04000,00804,1,0.1818,106489,0.1818,1,1
2022,24,04000,00805,1,0.1954,114447,0.1954,1,1
2022,24,30325,00301,0.5704,1,78171,0.5704,0.5704,2
2022,25,07000,00801,1,0.1834,123912,0.1834,1,1
2022,25,07000,00802,1,0.2388,161326,0.2388,1,1
2022,25,07000,00803,1,0.1823,123203,0.1823,1,1
2022,25,07000,00804,1,0.2058,139046,0.2058,1,1
2022,25,07000,00805,1,0.1897,128160,0.1897,1,1
2022,25,09000,01101,1,1,105643,1,1,1
2022,25,11000,00611,1,1,118403,1,1,1
2022,25,23000,01003,0.7118,1,94000,0.7118,0.7118,2
2022,25,34550,00702,0.7091,1,89143,0.7091,0.7091,2
2022,25,37000,00602,1,1,115554,1,1,1
2022,25,37490,00705,0.9681,1,101253,0.9681,0.9681,1
2022,25,45000,01004,0.6048,1,101079,0.6048,0.6048,2
2022,25,45560,00613,0.5769,1,88923,0.5769,0.5769,2
2022,25,55745,00902,3e-4,3e-4,35,8.999999999999999e-8,0.9996001200000001,1
2022,25,55745,00903,0.9999,0.9997,101601,0.9996000300000001,0.9996001200000001,1
2022,25,62535,00610,0.6228,1,81045,0.6228,0.6228,2
2022,25,67000,00402,1,1,155929,1,1,1
2022,25,82000,00504,1,0.5115,105624,0.5115,1,1
2022,25,82000,00505,1,0.4885,100894,0.4885,1,1
2022,26,03000,02702,0.9909,0.9999,123836,0.99080091,0.9908009200000001,1
2022,26,03000,02703,1e-4,1e-4,15,1e-8,0.9908009200000001,1
2022,26,21000,03203,0.6347,1,109976,0.6347,0.6347,2
2022,26,22000,03208,1,0.2419,154586,0.2419,0.97436243,1
2022,26,22000,03209,1,0.1978,126448,0.1978,0.97436243,1
2022,26,22000,03210,1,0.1704,108909,0.1704,0.97436243,1
2022,26,22000,03211,1,0.1922,122822,0.1922,0.97436243,1
2022,26,22000,03212,1,0.167,106725,0.167,0.97436243,1
2022,26,22000,03213,0.1649,0.0307,19621,0.00506243,0.97436243,1
2022,26,27440,02907,0.4764,1,83986,0.4764,0.4764,2
2022,26,29000,01702,3e-4,5e-4,38,1.5e-7,0.7775112000000001,1
2022,26,29000,01703,0.7779,0.9995,81214,0.7775110500000001,0.7775112000000001,1
2022,26,34000,01002,0.9806,0.9818,195302,0.96275308,0.9631189,1
2022,26,34000,01003,0.0201,0.0182,3615,3.6582e-4,0.9631189,1
2022,26,46000,01801,0.0288,0.0445,5016,0.0012816,0.84568424,1
2022,26,46000,01802,0.9256,0.911,102621,0.8432216,0.84568424,1
2022,26,46000,01900,0.0266,0.0444,5007,0.00118104,0.84568424,1
2022,26,49000,03202,0.6587,1,95535,0.6587,0.6587,2
2022,26,69035,02903,0.4308,0.9953,75938,0.42877524,0.42878605000000003,2
2022,26,69035,02904,0.0023,0.0047,362,1.081e-5,0.42878605000000003,2
2022,26,74900,02907,0.4346,1,76618,0.4346,0.4346,2
2022,26,76460,03003,1,1,134346,1,1,1
2022,26,80700,02903,0.4952,1,87294,0.4952,0.4952,2
2022,26,84000,03006,0.9422,1,139387,0.9422,0.9422,1
2022,26,86000,03204,0.5455,1,85420,0.5455,0.5455,2
2022,26,88940,01001,0.5004,1,76501,0.5004,0.5004,2
2022,27,06616,01607,0.7062,1,89987,0.7062,0.7062,2
2022,27,07966,01603,0.7058,1,86478,0.7058,0.7058,2
2022,27,17000,00301,2e-4,3e-4,22,6e-8,0.84524641,1
2022,27,17000,00401,0.8455,0.9997,86675,0.84524635,0.84524641,1
