year,statefip,place,state_name,place_name,population,puma,pop10,afact,afact2,products,sum_products,place_pop,puma_flag,size_flag,geographic_allocation_quality
2021,48,10912,Texas,Bryan city,85256,03602,76213,0.3911,0.9671,0.37823281,0.37823281,76213,2,1,3
2021,48,13024,Texas,Carrollton city,133569,02001,64183,0.6069,0.5175,0.31407074999999995,0.41796294999999994,119095,2,0,2
2021,48,13024,Texas,Carrollton city,133569,02002,5560,0.0544,0.0448,0.0024371199999999997,0.41796294999999994,119095,2,0,2
2021,48,13024,Texas,Carrollton city,133569,02310,30615,0.2999,0.2468,0.07401532,0.41796294999999994,119095,2,0,2
2021,48,13024,Texas,Carrollton city,133569,02322,18737,0.1816,0.1511,0.027439760000000004,0.41796294999999994,119095,2,0,2
2021,48,13552,Texas,Cedar Park city,78863,05203,7125,0.0712,0.0829,0.00590248,0.19588541,51526,3,1,3
2021,48,13552,Texas,Cedar Park city,78863,05204,41782,0.3894,0.486,0.1892484,0.19588541,51526,3,1,3
2021,48,13552,Texas,Cedar Park city,78863,05305,2589,0.0244,0.0301,7.3444e-4,0.19588541,51526,3,1,3
2021,48,13552,Texas,Cedar Park city,78863,05309,30,3e-4,3e-4,8.999999999999999e-8,0.19588541,51526,3,1,3
2021,48,15976,Texas,College Station city,122650,03602,94062,0.4827,0.959,0.4629093,0.4629093,94062,2,1,3
2021,48,16432,Texas,Conroe city,95438,04501,37387,0.2731,0.6547,0.17879857,0.22306462,57103,3,1,3
2021,48,16432,Texas,Conroe city,95438,04502,16719,0.146,0.2928,0.042748799999999997,0.22306462,57103,3,1,3
2021,48,16432,Texas,Conroe city,95438,04503,2997,0.0289,0.0525,0.00151725,0.22306462,57103,3,1,3
2021,48,17000,Texas,Corpus Christi city,317828,06601,82117,0.7011,0.2083,0.14603913,0.71193913,305215,2,0,2
2021,48,17000,Texas,Corpus Christi city,317828,06602,117456,1,0.2979,0.2979,0.71193913,305215,2,0,2
2021,48,17000,Texas,Corpus Christi city,317828,06603,105642,1,0.268,0.268,0.71193913,305215,2,0,2
2021,48,19000,Texas,Dallas city,1290711,00900,52,3e-4,0,0,0.56263369,1197810,2,0,2
2021,48,19000,Texas,Dallas city,1290711,01901,46883,0.4239,0.0273,0.011572470000000001,0.56263369,1197810,2,0,2
2021,48,19000,Texas,Dallas city,1290711,02001,26579,0.2513,0.0155,0.0038951500000000004,0.56263369,1197810,2,0,2
2021,48,19000,Texas,Dallas city,1290711,02301,14,1e-4,0,0,0.56263369,1197810,2,0,2
2021,48,19000,Texas,Dallas city,1290711,02302,3287,0.0328,0.0019,6.232e-5,0.56263369,1197810,2,0,2
2021,48,19000,Texas,Dallas city,1290711,02303,54,5e-4,0,0,0.56263369,1197810,2,0,2
2021,48,19000,Texas,Dallas city,1290711,02304,72089,0.7182,0.042,0.0301644,0.56263369,1197810,2,0,2
2021,48,19000,Texas,Dallas city,1290711,02305,80837,0.6508,0.0471,0.030652680000000005,0.56263369,1197810,2,0,2
2021,48,19000,Texas,Dallas city,1290711,02306,106158,0.8749,0.0618,0.054068820000000004,0.56263369,1197810,2,0,2
2021,48,19000,Texas,Dallas city,1290711,02307,113626,1,0.0662,0.0662,0.56263369,1197810,2,0,2
2021,48,19000,Texas,Dallas city,1290711,02308,5013,0.0479,0.0029,1.3890999999999998e-4,0.56263369,1197810,2,0,2
2021,48,19000,Texas,Dallas city,1290711,02309,53002,0.4889,0.0309,0.01510701,0.56263369,1197810,2,0,2
2021,48,19000,Texas,Dallas city,1290711,02310,34004,0.3331,0.0198,0.0065953800000000005,0.56263369,1197810,2,0,2
2021,48,19000,Texas,Dallas city,1290711,02311,106677,1,0.0621,0.0621,0.56263369,1197810,2,0,2
2021,48,19000,Texas,Dallas city,1290711,02312,74667,0.6874,0.0435,0.0299019,0.56263369,1197810,2,0,2
2021,48,19000,Texas,Dallas city,1290711,02313,107302,1,0.0625,0.0625,0.56263369,1197810,2,0,2
2021,48,19000,Texas,Dallas city,1290711,02314,115618,1,0.0673,0.0673,0.56263369,1197810,2,0,2
2021,48,19000,Texas,Dallas city,1290711,02315,105270,0.9617,0.0613,0.05895221,0.56263369,1197810,2,0,2
2021,48,19000,Texas,Dallas city,1290711,02316,102064,1,0.0594,0.0594,0.56263369,1197810,2,0,2
2021,48,19000,Texas,Dallas city,1290711,02317,5549,0.0553,0.0032,1.7696e-4,0.56263369,1197810,2,0,2
2021,48,19000,Texas,Dallas city,1290711,02318,17235,0.1661,0.01,0.001661,0.56263369,1197810,2,0,2
2021,48,19000,Texas,Dallas city,1290711,02319,20020,0.1851,0.0117,0.0021656699999999997,0.56263369,1197810,2,0,2
2021,48,19000,Texas,Dallas city,1290711,02321,1803,0.0171,0.0011,1.881e-5,0.56263369,1197810,2,0,2
2021,48,19000,Texas,Dallas city,1290711,02322,7,1e-4,0,0,0.56263369,1197810,2,0,2
2021,48,19972,Texas,Denton city,147208,02003,2871,0.0245,0.02,4.9e-4,0.5936842,115527,2,0,2
2021,48,19972,Texas,Denton city,147208,02005,96681,0.856,0.6748,0.5776287999999999,0.5936842,115527,2,0,2
2021,48,19972,Texas,Denton city,147208,02006,15975,0.1396,0.1115,0.0155654,0.5936842,115527,2,0,2
2021,48,22660,Texas,Edinburg city,103068,06804,74561,0.7174,0.6819,0.48919506,0.48975186000000004,77100,2,1,3
2021,48,22660,Texas,Edinburg city,103068,06807,2539,0.024,0.0232,5.568e-4,0.48975186000000004,77100,2,1,3
2021,48,24000,Texas,El Paso city,678475,03301,21462,0.1546,0.0232,0.0035867199999999994,0.6503808,649151,2,0,2
2021,48,24000,Texas,El Paso city,678475,03302,158328,0.9976,0.1713,0.17088888000000002,0.6503808,649151,2,0,2
2021,48,24000,Texas,El Paso city,678475,03303,117271,0.8965,0.1268,0.11367619999999999,0.6503808,649151,2,0,2
2021,48,24000,Texas,El Paso city,678475,03304,109954,1,0.1189,0.1189,0.6503808,649151,2,0,2
2021,48,24000,Texas,El Paso city,678475,03305,128877,1,0.1394,0.1394,0.6503808,649151,2,0,2
2021,48,24000,Texas,El Paso city,678475,03306,113259,0.8484,0.1225,0.10392900000000001,0.6503808,649151,2,0,2
2021,48,26232,Texas,Flower Mound town,77532,02002,1463,0.0143,0.0222,3.1746000000000004e-4,0.5157640599999999,64669,2,1,3
2021,48,26232,Texas,Flower Mound town,77532,02003,62994,0.5386,0.957,0.5154401999999999,0.5157640599999999,64669,2,1,3
2021,48,26232,Texas,Flower Mound town,77532,02501,212,0.002,0.0032,6.4000000000000006e-6,0.5157640599999999,64669,2,1,3
2021,48,27000,Texas,Fort Worth city,937539,02003,1676,0.0143,0.0013,1.859e-5,0.40352432,741993,2,0,2
2021,48,27000,Texas,Fort Worth city,937539,02006,6137,0.0536,0.0046,2.4656e-4,0.40352432,741993,2,0,2
2021,48,27000,Texas,Fort Worth city,937539,02400,7,1e-4,0,0,0.40352432,741993,2,0,2
2021,48,27000,Texas,Fort Worth city,937539,02502,11869,0.105,0.009,9.449999999999999e-4,0.40352432,741993,2,0,2
2021,48,27000,Texas,Fort Worth city,937539,02506,45095,0.4207,0.0341,0.01434587,0.40352432,741993,2,0,2
2021,48,27000,Texas,Fort Worth city,937539,02507,27374,0.2429,0.0207,0.00502803,0.40352432,741993,2,0,2
2021,48,27000,Texas,Fort Worth city,937539,02508,98952,0.9358,0.0748,0.06999784,0.40352432,741993,2,0,2
2021,48,27000,Texas,Fort Worth city,937539,02509,39169,0.2948,0.0296,0.00872608,0.40352432,741993,2,0,2
2021,48,27000,Texas,Fort Worth city,937539,02511,100319,0.9384,0.0759,0.07122455999999999,0.40352432,741993,2,0,2
2021,48,27000,Texas,Fort Worth city,937539,02512,66724,0.6276,0.0505,0.0316938,0.40352432,741993,2,0,2
2021,48,27000,Texas,Fort Worth city,937539,02513,121835,0.9777,0.0921,0.09004617000000001,0.40352432,741993,2,0,2
2021,48,27000,Texas,Fort Worth city,937539,02514,96635,0.7766,0.0731,0.056769459999999994,0.40352432,741993,2,0,2
2021,48,27000,Texas,Fort Worth city,937539,02515,59851,0.5798,0.0453,0.02626494,0.40352432,741993,2,0,2
2021,48,27000,Texas,Fort Worth city,937539,02516,66350,0.5621,0.0502,0.028217420000000003,0.40352432,741993,2,0,2
2021,48,27684,Texas,Frisco city,211081,01906,72489,0.6987,0.6196,0.43291452,0.58640592,116992,2,0,2
2021,48,27684,Texas,Frisco city,211081,02004,44503,0.4035,0.3804,0.15349140000000003,0.58640592,116992,2,0,2
2021,48,29000,Texas,Garland city,242189,01901,266,0.0024,5e-4,1.2e-6,0.31476818,226874,3,0,3
2021,48,29000,Texas,Garland city,242189,02301,39774,0.3881,0.0754,0.02926274,0.31476818,226874,3,0,3
2021,48,29000,Texas,Garland city,242189,02302,92043,0.9186,0.1745,0.16029569999999999,0.31476818,226874,3,0,3
2021,48,29000,Texas,Garland city,242189,02303,12442,0.1052,0.0236,0.00248272,0.31476818,226874,3,0,3
2021,48,29000,Texas,Garland city,242189,02308,82349,0.7862,0.1561,0.12272582,0.31476818,226874,3,0,3
2021,48,30464,Texas,Grand Prairie city,197427,02101,45,3e-4,3e-4,8.999999999999999e-8,0.45688407000000003,175462,2,0,2
2021,48,30464,Texas,Grand Prairie city,197427,02318,9390,0.0905,0.0535,0.00484175,0.45688407000000003,175462,2,0,2
2021,48,30464,Texas,Grand Prairie city,197427,02319,81275,0.7516,0.4632,0.34814112,0.45688407000000003,175462,2,0,2
2021,48,30464,Texas,Grand Prairie city,197427,02320,32822,0.3237,0.1871,0.060564269999999996,0.45688407000000003,175462,2,0,2
2021,48,30464,Texas,Grand Prairie city,197427,02502,7640,0.0676,0.0435,0.0029405999999999994,0.45688407000000003,175462,2,0,2
2021,48,30464,Texas,Grand Prairie city,197427,02503,16797,0.1303,0.0957,0.012469709999999998,0.45688407000000003,175462,2,0,2
2021,48,30464,Texas,Grand Prairie city,197427,02504,22051,0.2089,0.1257,0.02625873,0.45688407000000003,175462,2,0,2
2021,48,30464,Texas,Grand Prairie city,197427,02505,5442,0.0538,0.031,0.0016678,0.45688407000000003,175462,2,0,2
2021,48,35000,Texas,Houston city,2291655,04504,4047,0.0403,0.0013,5.239e-5,0.52598671,2098644,2,0,2
2021,48,35000,Texas,Houston city,2291655,04601,112805,1,0.0352,0.0352,0.52598671,2098644,2,0,2
2021,48,35000,Texas,Houston city,2291655,04602,117002,1,0.0365,0.0365,0.52598671,2098644,2,0,2
2021,48,35000,Texas,Houston city,2291655,04603,115745,1,0.0361,0.0361,0.52598671,2098644,2,0,2
2021,48,35000,Texas,Houston city,2291655,04604,98870,0.8006,0.0309,0.02473854,0.52598671,2098644,2,0,2
2021,48,35000,Texas,Houston city,2291655,04605,235,0.002,1e-4,2.0000000000000002e-7,0.52598671,2098644,2,0,2
2021,48,35000,Texas,Houston city,2291655,04606,39206,0.3635,0.0122,0.0044347,0.52598671,2098644,2,0,2
2021,48,35000,Texas,Houston city,2291655,04607,68539,0.6603,0.0214,0.01413042,0.52598671,2098644,2,0,2
2021,48,35000,Texas,Houston city,2291655,04608,41500,0.4107,0.013,0.0053391,0.52598671,2098644,2,0,2
2021,48,35000,Texas,Houston city,2291655,04609,114885,0.9132,0.0359,0.03278388,0.52598671,2098644,2,0,2
2021,48,35000,Texas,Houston city,2291655,04610,35302,0.3393,0.011,0.0037322999999999996,0.52598671,2098644,2,0,2
2021,48,35000,Texas,Houston city,2291655,04611,72315,0.7012,0.0226,0.01584712,0.52598671,2098644,2,0,2
2021,48,35000,Texas,Houston city,2291655,04612,98434,0.9566,0.0307,0.02936762,0.52598671,2098644,2,0,2
2021,48,35000,Texas,Houston city,2291655,04613,93023,0.8718,0.029,0.0252822,0.52598671,2098644,2,0,2
2021,48,35000,Texas,Houston city,2291655,04614,102612,0.9762,0.032,0.0312384,0.52598671,2098644,2,0,2
2021,48,35000,Texas,Houston city,2291655,04615,96295,0.9392,0.0301,0.02826992,0.52598671,2098644,2,0,2
2021,48,35000,Texas,Houston city,2291655,04616,102724,0.9587,0.0321,0.030774269999999996,0.52598671,2098644,2,0,2
2021,48,35000,Texas,Houston city,2291655,04617,97131,0.9204,0.0303,0.02788812,0.52598671,2098644,2,0,2
2021,48,35000,Texas,Houston city,2291655,04618,102844,1,0.0321,0.0321,0.52598671,2098644,2,0,2
2021,48,35000,Texas,Houston city,2291655,04619,83144,0.8165,0.0259,0.02114735,0.52598671,2098644,2,0,2
2021,48,35000,Texas,Houston city,2291655,04620,36899,0.362,0.0115,0.004163,0.52598671,2098644,2,0,2
2021,48,35000,Texas,Houston city,2291655,04621,37961,0.3686,0.0118,0.004349479999999999,0.52598671,2098644,2,0,2
2021,48,35000,Texas,Houston city,2291655,04622,555,0.0053,2e-4,1.06e-6,0.52598671,2098644,2,0,2
2021,48,35000,Texas,Houston city,2291655,04624,70025,0.6527,0.0219,0.014294129999999999,0.52598671,2098644,2,0,2
2021,48,35000,Texas,Houston city,2291655,04625,8322,0.0745,0.0026,1.937e-4,0.52598671,2098644,2,0,2
2021,48,35000,Texas,Houston city,2291655,04626,25571,0.2215,0.008,0.0017720000000000001,0.52598671,2098644,2,0,2
2021,48,35000,Texas,Houston city,2291655,04627,362,0.0033,1e-4,3.3e-7,0.52598671,2098644,2,0,2
2021,48,35000,Texas,Houston city,2291655,04628,3465,0.0322,0.0011,3.542e-5,0.52598671,2098644,2,0,2
2021,48,35000,Texas,Houston city,2291655,04629,6588,0.0599,0.0021,1.2579e-4,0.52598671,2098644,2,0,2
2021,48,35000,Texas,Houston city,2291655,04630,6,1e-4,0,0,0.52598671,2098644,2,0,2
2021,48,35000,Texas,Houston city,2291655,04631,4402,0.0374,0.0014,5.236e-5,0.52598671,2098644,2,0,2
2021,48,35000,Texas,Houston city,2291655,04632,817,0.008,3e-4,2.4e-6,0.52598671,2098644,2,0,2
2021,48,35000,Texas,Houston city,2291655,04633,1754,0.0174,5e-4,8.7e-6,0.52598671,2098644,2,0,2
2021,48,35000,Texas,Houston city,2291655,04634,7882,0.0775,0.0025,1.9375e-4,0.52598671,2098644,2,0,2
2021,48,35000,Texas,Houston city,2291655,04635,10461,0.0991,0.0033,3.2702999999999996e-4,0.52598671,2098644,2,0,2
2021,48,35000,Texas,Houston city,2291655,04636,67010,0.6264,0.0209,0.013091759999999997,0.52598671,2098644,2,0,2
2021,48,35000,Texas,Houston city,2291655,04637,111193,0.9776,0.0347,0.03392272,0.52598671,2098644,2,0,2
2021,48,35000,Texas,Houston city,2291655,04638,70795,0.6939,0.0221,0.01533519,0.52598671,2098644,2,0,2
2021,48,35000,Texas,Houston city,2291655,04901,32484,0.3135,0.0101,0.00316635,0.52598671,2098644,2,0,2
2021,48,35000,Texas,Houston city,2291655,04902,2076,0.0175,6e-4,1.05e-5,0.52598671,2098644,2,0,2
2021,48,35000,Texas,Houston city,2291655,04904,1852,0.0146,6e-4,8.759999999999999e-6,0.52598671,2098644,2,0,2
2021,48,35000,Texas,Houston city,2291655,04905,1506,0.0115,5e-4,5.75e-6,0.52598671,2098644,2,0,2
2021,48,37000,Texas,Irving city,254561,02312,2318,0.0213,0.0021,4.4729999999999994e-5,0.14913272,216290,3,0,3
2021,48,37000,Texas,Irving city,254561,02320,68574,0.6763,0.0622,0.04206586,0.14913272,216290,3,0,3
2021,48,37000,Texas,Irving city,254561,02321,103190,0.976,0.0936,0.09135360000000001,0.14913272,216290,3,0,3
2021,48,37000,Texas,Irving city,254561,02322,42208,0.4091,0.0383,0.01566853,0.14913272,216290,3,0,3
2021,48,39148,Texas,Killeen city,156959,03501,125722,0.8193,0.9828,0.80520804,0.80544884,127921,1,0,1
2021,48,39148,Texas,Killeen city,156959,03502,2199,0.014,0.0172,2.408e-4,0.80544884,127921,1,0,1
2021,48,41464,Texas,Laredo city,255895,06301,134404,1,0.5599,0.5599,0.9315666399999999,236091,1,0,1
2021,48,41464,Texas,Laredo city,255895,06302,101687,0.8774,0.4236,0.37166663999999994,0.9315666399999999,236091,1,0,1
2021,48,41980,Texas,League City city,115611,04620,1562,0.0153,0.017,2.6010000000000003e-4,0.5357335,83560,2,1,3
2021,48,41980,Texas,League City city,115611,04702,81998,0.5995,0.8932,0.5354734,0.5357335,83560,2,1,3
2021,48,42508,Texas,Lewisville city,127214,02001,192,0.0018,0.002,3.6e-6,0.91211816,95290,1,1,3
2021,48,42508,Texas,Lewisville city,127214,02002,94257,0.922,0.9892,0.9120424,0.91211816,95290,1,1,3
2021,48,42508,Texas,Lewisville city,127214,02322,841,0.0082,0.0088,7.216000000000001e-5,0.91211816,95290,1,1,3
2021,48,43888,Texas,Longview city,81553,01200,1870,0.0162,0.0229,3.7098e-4,0.62182554,80455,2,1,3
2021,48,43888,Texas,Longview city,81553,01600,78585,0.6456,0.9626,0.62145456,0.62182554,80455,2,1,3
2021,48,45000,Texas,Lubbock city,261199,00501,112013,1,0.148,0.148,0.25739332,229527,3,0,3
2021,48,45000,Texas,Lubbock city,261199,00502,117514,0.7044,0.1553,0.10939332,0.25739332,229527,3,0,3
2021,48,45384,Texas,McAllen city,143882,06803,9,1e-4,1e-4,1e-8,0.94750854,130221,1,0,1
2021,48,45384,Texas,McAllen city,143882,06804,193,0.0019,0.0015,2.8500000000000002e-6,0.94750854,130221,1,0,1
2021,48,45384,Texas,McAllen city,143882,06805,127310,0.9688,0.9776,0.94709888,0.94750854,130221,1,0,1
2021,48,45384,Texas,McAllen city,143882,06806,2301,0.0223,0.0177,3.9471e-4,0.94750854,130221,1,0,1
2021,48,45384,Texas,McAllen city,143882,06807,408,0.0039,0.0031,1.209e-5,0.94750854,130221,1,0,1
2021,48,45744,Texas,McKinney city,203427,01905,118202,0.9962,0.9015,0.8980743,0.91028322,131117,1,0,1
2021,48,45744,Texas,McKinney city,203427,01906,12884,0.1242,0.0983,0.01220886,0.91028322,131117,1,0,1
2021,48,45744,Texas,McKinney city,203427,01907,31,3e-4,2e-4,6e-8,0.91028322,131117,1,0,1
2021,48,47892,Texas,Mesquite city,147821,01400,213,0.0021,0.0015,3.15e-6,0.52238459,139764,2,0,2
2021,48,47892,Texas,Mesquite city,147821,02302,4868,0.0486,0.0348,0.0016912799999999999,0.52238459,139764,2,0,2
2021,48,47892,Texas,Mesquite city,147821,02303,85335,0.7214,0.6106,0.44048684000000005,0.52238459,139764,2,0,2
2021,48,47892,Texas,Mesquite city,147821,02304,164,0.0016,0.0012,1.92e-6,0.52238459,139764,2,0,2
2021,48,47892,Texas,Mesquite city,147821,02305,34003,0.2738,0.2433,0.06661553999999999,0.52238459,139764,2,0,2
2021,48,47892,Texas,Mesquite city,147821,02306,15181,0.1251,0.1086,0.013585859999999998,0.52238459,139764,2,0,2
2021,48,48072,Texas,Midland city,131505,03000,111147,0.8121,0.9962,0.80901402,0.80901402,111147,1,0,1
2021,48,48768,Texas,Mission city,86177,06805,2643,0.0201,0.034,6.834e-4,0.69802479,77762,2,1,3
2021,48,48768,Texas,Mission city,86177,06806,74817,0.7248,0.9621,0.69733008,0.69802479,77762,2,1,3
2021,48,48768,Texas,Mission city,86177,06807,302,0.0029,0.0039,1.1309999999999998e-5,0.69802479,77762,2,1,3
2021,48,50820,Texas,New Braunfels city,99032,05700,10154,0.0772,0.1741,0.013440520000000001,0.37179622,57769,2,1,3
2021,48,50820,Texas,New Braunfels city,99032,05800,47615,0.439,0.8163,0.3583557,0.37179622,57769,2,1,3
2021,48,53388,Texas,Odessa city,112191,03000,1644,0.012,0.0162,1.9439999999999998e-4,0.6948367799999999,99857,2,1,3
2021,48,53388,Texas,Odessa city,112191,03100,98213,0.7162,0.9699,0.6946423799999999,0.6948367799999999,99857,2,1,3
2021,48,56000,Texas,Pasadena city,148674,04605,116833,0.998,0.2491,0.24860179999999998,0.26460680999999997,149205,3,0,3
2021,48,56000,Texas,Pasadena city,148674,04619,1653,0.0162,0.0035,5.6699999999999996e-5,0.26460680999999997,149205,3,0,3
2021,48,56000,Texas,Pasadena city,148674,04621,27578,0.2678,0.0588,0.01574664,0.26460680999999997,149205,3,0,3
2021,48,56000,Texas,Pasadena city,148674,04622,3141,0.0301,0.0067,2.0166999999999999e-4,0.26460680999999997,149205,3,0,3
2021,48,56348,Texas,Pearland city,125926,04617,90,9e-4,0.001,9e-7,0.6901477199999999,90026,2,1,3
2021,48,56348,Texas,Pearland city,125926,04620,3924,0.0385,0.0436,0.0016786,0.6901477199999999,90026,2,1,3
2021,48,56348,Texas,Pearland city,125926,04801,79402,0.7765,0.882,0.684873,0.6901477199999999,90026,2,1,3
2021,48,56348,Texas,Pearland city,125926,04802,5889,0.0543,0.0654,0.00355122,0.6901477199999999,90026,2,1,3
2021,48,56348,Texas,Pearland city,125926,04905,721,0.0055,0.008,4.4e-5,0.6901477199999999,90026,2,1,3
2021,48,57200,Texas,Pharr city,79675,06803,70400,0.5757,0.9405,0.54144585,0.54144585,70400,2,1,3
2021,48,58016,Texas,Plano city,288696,01901,34799,0.3147,0.1339,0.042138329999999995,0.85811557,259841,1,0,1
2021,48,58016,Texas,Plano city,288696,01902,108690,1,0.4183,0.4183,0.85811557,259841,1,0,1
2021,48,58016,Texas,Plano city,288696,01903,102439,1,0.3942,0.3942,0.85811557,259841,1,0,1
2021,48,58016,Texas,Plano city,288696,01904,8597,0.0739,0.0331,0.0024460899999999997,0.85811557,259841,1,0,1
2021,48,58016,Texas,Plano city,288696,02001,5316,0.0503,0.0205,0.00103115,0.85811557,259841,1,0,1
2021,48,61796,Texas,Richardson city,118149,01901,28569,0.2583,0.2879,0.07436456999999999,0.38216271999999996,99223,2,1,3
2021,48,61796,Texas,Richardson city,118149,02308,15240,0.1455,0.1536,0.022348799999999995,0.38216271999999996,99223,2,1,3
2021,48,61796,Texas,Richardson city,118149,02309,55414,0.5111,0.5585,0.28544935,0.38216271999999996,99223,2,1,3
2021,48,63500,Texas,Round Rock city,124041,05202,86956,0.8503,0.8661,0.7364448299999999,0.7488239099999999,100001,2,0,2
2021,48,63500,Texas,Round Rock city,124041,05203,11051,0.1104,0.1101,0.01215504,0.7488239099999999,100001,2,0,2
2021,48,63500,Texas,Round Rock city,124041,05204,526,0.0049,0.0052,2.5479999999999997e-5,0.7488239099999999,100001,2,0,2
2021,48,63500,Texas,Round Rock city,124041,05301,1468,0.0136,0.0146,1.9856e-4,0.7488239099999999,100001,2,0,2
2021,48,64472,Texas,San Angelo city,99423,02900,93233,0.8458,0.9969,0.84317802,0.84317802,93233,1,1,3
2021,48,65000,Texas,San Antonio city,1454020,05901,106773,1,0.0477,0.0477,0.52131909,1327407,2,0,2
2021,48,65000,Texas,San Antonio city,1454020,05902,102522,0.8787,0.0458,0.04024446,0.52131909,1327407,2,0,2
2021,48,65000,Texas,San Antonio city,1454020,05903,112796,1,0.0504,0.0504,0.52131909,1327407,2,0,2
2021,48,65000,Texas,San Antonio city,1454020,05904,99251,0.9481,0.0444,0.042095640000000004,0.52131909,1327407,2,0,2
2021,48,65000,Texas,San Antonio city,1454020,05905,104855,0.9111,0.0469,0.04273059,0.52131909,1327407,2,0,2
2021,48,65000,Texas,San Antonio city,1454020,05906,116642,1,0.0521,0.0521,0.52131909,1327407,2,0,2
2021,48,65000,Texas,San Antonio city,1454020,05907,27743,0.2698,0.0124,0.00334552,0.52131909,1327407,2,0,2
2021,48,65000,Texas,San Antonio city,1454020,05908,81996,0.8012,0.0367,0.029404040000000003,0.52131909,1327407,2,0,2
2021,48,65000,Texas,San Antonio city,1454020,05909,96181,0.9066,0.043,0.03898379999999999,0.52131909,1327407,2,0,2
2021,48,65000,Texas,San Antonio city,1454020,05910,107715,0.9985,0.0482,0.0481277,0.52131909,1327407,2,0,2
2021,48,65000,Texas,San Antonio city,1454020,05911,103753,0.922,0.0464,0.0427808,0.52131909,1327407,2,0,2
2021,48,65000,Texas,San Antonio city,1454020,05912,103499,1,0.0463,0.0463,0.52131909,1327407,2,0,2
2021,48,65000,Texas,San Antonio city,1454020,05913,62001,0.6011,0.0277,0.016650469999999997,0.52131909,1327407,2,0,2
2021,48,65000,Texas,San Antonio city,1454020,05914,20718,0.2038,0.0093,0.00189534,0.52131909,1327407,2,0,2
2021,48,65000,Texas,San Antonio city,1454020,05915,61496,0.6147,0.0275,0.01690425,0.52131909,1327407,2,0,2
2021,48,65000,Texas,San Antonio city,1454020,05916,19440,0.1904,0.0087,0.00165648,0.52131909,1327407,2,0,2
2021,48,65000,Texas,San Antonio city,1454020,06100,26,2e-4,0,0,0.52131909,1327407,2,0,2
2021,48,70808,Texas,Sugar Land city,109584,04901,1828,0.0176,0.0232,4.0832e-4,0.56294572,78779,2,1,3
2021,48,70808,Texas,Sugar Land city,109584,04902,72382,0.6095,0.9188,0.5600086,0.56294572,78779,2,1,3
2021,48,70808,Texas,Sugar Land city,109584,04903,4569,0.0436,0.058,0.0025288000000000003,0.56294572,78779,2,1,3
2021,48,72176,Texas,Temple city,85587,03502,66284,0.4228,1,0.4228,0.4228,66284,2,1,3
2021,48,74144,Texas,Tyler city,107353,01501,2490,0.0248,0.0256,6.3488e-4,0.8408199999999999,96950,1,1,3
2021,48,74144,Texas,Tyler city,107353,01502,94460,0.8651,0.9712,0.8401851199999999,0.8408199999999999,96950,1,1,3
2021,48,76000,Texas,Waco city,142336,03801,100005,0.965,0.7429,0.7168985,0.7517312,124809,1,0,1
2021,48,76000,Texas,Waco city,142336,03802,24804,0.189,0.1843,0.0348327,0.7517312,124809,1,0,1
2021,48,79000,Texas,Wichita Falls city,102786,00700,104553,0.7951,0.19,0.151069,0.151069,104553,3,0,3
2021,49,43660,Utah,Layton city,83417,11001,67232,0.3406,0.9654,0.32881524,0.32881524,67232,3,1,3
2021,49,44320,Utah,Lehi city,79917,49001,25520,0.2465,0.4339,0.10695635,0.15831161,47541,3,1,3
2021,49,44320,Utah,Lehi city,79917,49002,1326,0.0084,0.0225,1.8899999999999999e-4,0.15831161,47541,3,1,3
2021,49,44320,Utah,Lehi city,79917,49004,20695,0.1454,0.3519,0.05116626,0.15831161,47541,3,1,3
2021,49,55980,Utah,Ogden city,86639,57001,25690,0.1985,0.2847,0.056512950000000006,0.41173815,82825,2,1,3
2021,49,55980,Utah,Ogden city,86639,57002,57135,0.561,0.6332,0.3552252,0.41173815,82825,2,1,3
2021,49,57300,Utah,Orem city,98150,49002,88308,0.5584,0.9122,0.50937248,0.50937254,88336,2,1,3
2021,49,57300,Utah,Orem city,98150,49003,28,2e-4,3e-4,6e-8,0.50937254,88336,2,1,3
2021,49,62470,Utah,Provo city,114903,49003,112482,0.9992,0.9999,0.99910008,0.99910008,112482,1,0,1
2021,49,65330,Utah,St. George city,100180,53001,72796,0.5271,1,0.5271,0.5271,72796,2,1,3
2021,49,67000,Utah,Salt Lake City city,201165,35001,45443,0.4354,0.029,0.012626600000000002,0.08378285,186440,3,0,3
2021,49,67000,Utah,Salt Lake City city,201165,35002,111750,0.9686,0.0713,0.06906118,0.08378285,186440,3,0,3
2021,49,67000,Utah,Salt Lake City city,201165,35003,98,9e-4,1e-4,9e-8,0.08378285,186440,3,0,3
2021,49,67000,Utah,Salt Lake City city,201165,35004,11169,0.0973,0.0071,6.9083e-4,0.08378285,186440,3,0,3
2021,49,67000,Utah,Salt Lake City city,201165,35005,17980,0.1221,0.0115,0.00140415,0.08378285,186440,3,0,3
2021,49,67440,Utah,Sandy city,95076,35008,36217,0.3573,0.4044,0.14449212,0.43433901999999996,87573,2,1,3
2021,49,67440,Utah,Sandy city,95076,35009,51356,0.5054,0.5735,0.28984689999999996,0.43433901999999996,87573,2,1,3
2021,49,70850,Utah,South Jordan city,80102,35006,7621,0.0759,0.0983,0.007460969999999999,0.16442837,50418,3,1,3
2021,49,70850,Utah,South Jordan city,80102,35007,40898,0.2967,0.5275,0.15650925,0.16442837,50418,3,1,3
