statefip,puma,county,pop20,afact,afact2,products,sum_products,county_pop,puma_flag,size_flag,geographic_allocation_quality
12,08610,086,100917,1,0.0374,0.0374,0.99072724,2701767,1,0,1
12,08611,086,110581,1,0.0409,0.0409,0.99072724,2701767,1,0,1
12,08612,086,105071,1,0.0389,0.0389,0.99072724,2701767,1,0,1
12,08613,086,120640,1,0.0447,0.0447,0.99072724,2701767,1,0,1
12,08614,086,118866,1,0.044,0.044,0.99072724,2701767,1,0,1
12,08615,086,103437,1,0.0383,0.0383,0.99072724,2701767,1,0,1
12,08616,086,107216,1,0.0397,0.0397,0.99072724,2701767,1,0,1
12,08617,086,104379,1,0.0386,0.0386,0.99072724,2701767,1,0,1
12,08618,086,108223,1,0.0401,0.0401,0.99072724,2701767,1,0,1
12,08619,086,104162,1,0.0386,0.0386,0.99072724,2701767,1,0,1
12,08620,086,102738,1,0.038,0.038,0.99072724,2701767,1,0,1
12,08621,086,141616,1,0.0524,0.0524,0.99072724,2701767,1,0,1
12,08622,086,130426,1,0.0483,0.0483,0.99072724,2701767,1,0,1
12,08623,086,109970,1,0.0407,0.0407,0.99072724,2701767,1,0,1
12,08624,086,104002,1,0.0385,0.0385,0.99072724,2701767,1,0,1
12,08625,086,35993,0.3028,0.0133,0.00402724,0.99072724,2701767,1,0,1
12,08625,087,82874,0.6972,1,0.6972,0.6972,82874,2,0,2
12,09101,091,110290,1,0.5211,0.5211,1,211668,1,0,1
12,09102,091,101378,1,0.4789,0.4789,1,211668,1,0,1
12,09501,095,150913,1,0.1055,0.1055,1,1429908,1,0,1
12,09502,095,144272,1,0.1009,0.1009,1,1429908,1,0,1
12,09503,095,172523,1,0.1207,0.1207,1,1429908,1,0,1
12,09504,095,173812,1,0.1216,0.1216,1,1429908,1,0,1
12,09505,095,127169,1,0.0889,0.0889,1,1429908,1,0,1
12,09506,095,117554,1,0.0822,0.0822,1,1429908,1,0,1
12,09507,095,121871,1,0.0852,0.0852,1,1429908,1,0,1
12,09508,095,130199,1,0.0911,0.0911,1,1429908,1,0,1
12,09509,095,151969,1,0.1063,0.1063,1,1429908,1,0,1
12,09510,095,139626,1,0.0976,0.0976,1,1429908,1,0,1
12,09701,097,102907,1,0.2648,0.2648,1,388656,1,0,1
12,09702,097,101469,1,0.2611,0.2611,1,388656,1,0,1
12,09703,097,184280,1,0.4741,0.4741,1,388656,1,0,1
12,09901,099,114836,1,0.077,0.077,1.0001,1492191,1,0,1
12,09902,099,128440,1,0.0861,0.0861,1.0001,1492191,1,0,1
12,09903,099,164912,1,0.1105,0.1105,1.0001,1492191,1,0,1
12,09904,099,141123,1,0.0946,0.0946,1.0001,1492191,1,0,1
12,09905,099,140214,1,0.094,0.094,1.0001,1492191,1,0,1
12,09906,099,167950,1,0.1126,0.1126,1.0001,1492191,1,0,1
12,09907,099,128355,1,0.086,0.086,1.0001,1492191,1,0,1
12,09908,099,122789,1,0.0823,0.0823,1.0001,1492191,1,0,1
12,09909,099,113611,1,0.0761,0.0761,1.0001,1492191,1,0,1
12,09910,099,123832,1,0.083,0.083,1.0001,1492191,1,0,1
12,09911,099,146129,1,0.0979,0.0979,1.0001,1492191,1,0,1
12,10101,101,141512,1,0.2518,0.2518,1,561891,1,0,1
12,10102,101,125240,1,0.2229,0.2229,1,561891,1,0,1
12,10103,101,141144,1,0.2512,0.2512,1,561891,1,0,1
12,10104,101,153995,1,0.2741,0.2741,1,561891,1,0,1
12,10301,103,124236,1,0.1295,0.1295,0.9999,959107,1,0,1
12,10302,103,111090,1,0.1158,0.1158,0.9999,959107,1,0,1
12,10303,103,112563,1,0.1174,0.1174,0.9999,959107,1,0,1
12,10304,103,109954,1,0.1146,0.1146,0.9999,959107,1,0,1
12,10305,103,110420,1,0.1151,0.1151,0.9999,959107,1,0,1
12,10306,103,116704,1,0.1217,0.1217,0.9999,959107,1,0,1
12,10307,103,161306,1,0.1682,0.1682,0.9999,959107,1,0,1
12,10308,103,112834,1,0.1176,0.1176,0.9999,959107,1,0,1
12,10501,105,106678,1,0.1471,0.1471,1.0001,725046,1,0,1
12,10502,105,181376,1,0.2502,0.2502,1.0001,725046,1,0,1
12,10503,105,152010,1,0.2097,0.2097,1.0001,725046,1,0,1
12,10504,105,159498,1,0.22,0.22,1.0001,725046,1,0,1
12,10505,105,125484,1,0.1731,0.1731,1.0001,725046,1,0,1
12,10799,107,73321,0.6894,1,0.6894,0.6894,73321,2,0,2
12,10799,109,33041,0.3106,0.1208,0.03752048,0.91672048,273425,1,0,1
12,10902,109,102475,1,0.3748,0.3748,0.91672048,273425,1,0,1
12,10903,109,137909,1,0.5044,0.5044,0.91672048,273425,1,0,1
12,11101,111,105460,1,0.3203,0.3203,0.9999,329226,1,0,1
12,11102,111,104116,1,0.3162,0.3162,0.9999,329226,1,0,1
12,11103,111,119650,1,0.3634,0.3634,0.9999,329226,1,0,1
12,11300,113,188000,1,1,1,1,188000,1,0,1
12,11501,115,130579,1,0.3009,0.3009,1,434006,1,0,1
12,11502,115,145821,1,0.336,0.336,1,434006,1,0,1
12,11503,115,157606,1,0.3631,0.3631,1,434006,1,0,1
12,11701,117,120891,1,0.2567,0.2567,0.9999,470856,1,0,1
12,11702,117,114488,1,0.2431,0.2431,0.9999,470856,1,0,1
12,11703,117,113467,1,0.241,0.241,0.9999,470856,1,0,1
12,11704,117,122010,1,0.2591,0.2591,0.9999,470856,1,0,1
12,11900,119,129752,1,1,1,1,129752,1,0,1
12,12701,127,128161,1,0.2315,0.2315,0.9999,553543,1,0,1
12,12702,127,149283,1,0.2697,0.2697,0.9999,553543,1,0,1
12,12703,127,141067,1,0.2548,0.2548,0.9999,553543,1,0,1
12,12704,127,135032,1,0.2439,0.2439,0.9999,553543,1,0,1
13,00100,047,67872,0.384,1,0.384,0.384,67872,2,0,2
13,00100,055,24965,0.1413,1,0.1413,0.1413,24965,3,0,3
13,00100,083,16251,0.0919,1,0.0919,0.0919,16251,3,1,3
13,00100,295,67654,0.3828,1,0.3828,0.3828,67654,2,0,2
13,00200,313,102864,1,1,1,1,102864,1,0,1
13,00300,111,25319,0.1351,1,0.1351,0.1351,25319,3,0,3
13,00300,123,31353,0.1673,1,0.1673,0.1673,31353,3,0,3
13,00300,129,57544,0.3071,1,0.3071,0.3071,57544,3,0,3
13,00300,213,39973,0.2133,1,0.2133,0.2133,39973,3,0,3
13,00300,227,33216,0.1772,1,0.1772,0.1772,33216,3,0,3
13,00400,085,26798,0.1883,1,0.1883,0.1883,26798,3,0,3
13,00400,187,33488,0.2353,1,0.2353,0.2353,33488,3,0,3
13,00400,241,16883,0.1186,1,0.1186,0.1186,16883,3,0,3
13,00400,281,12493,0.0878,1,0.0878,0.0878,12493,3,1,3
13,00400,291,24632,0.1731,1,0.1731,0.1731,24632,3,0,3
13,00400,311,28003,0.1968,1,0.1968,0.1968,28003,3,0,3
13,00500,011,18035,0.1287,1,0.1287,0.1287,18035,3,0,3
13,00500,119,23424,0.1672,1,0.1672,0.1672,23424,3,0,3
13,00500,137,46031,0.3286,1,0.3286,0.3286,46031,3,0,3
13,00500,147,25828,0.1844,1,0.1844,0.1844,25828,3,0,3
13,00500,257,26784,0.1912,1,0.1912,0.1912,26784,3,0,3
13,00601,139,102394,1,0.5041,0.5041,1,203136,1,0,1
13,00602,139,100742,1,0.4959,0.4959,1,203136,1,0,1
13,00701,117,103318,1,0.4112,0.4112,1,251283,1,0,1
13,00702,117,147965,1,0.5888,0.5888,1,251283,1,0,1
13,00801,057,109950,1,0.4124,0.4124,1,266620,1,0,1
13,00802,057,156670,1,0.5876,0.5876,1,266620,1,0,1
13,00900,015,108901,1,1,1,1,108901,1,0,1
13,01000,115,98584,0.5753,1,0.5753,0.5753,98584,2,0,2
13,01000,143,29919,0.1746,1,0.1746,0.1746,29919,3,0,3
13,01000,233,42853,0.2501,1,0.2501,0.2501,42853,3,0,3
13,01100,223,168661,1,1,1,1,168661,1,0,1
13,01200,097,144237,1,1,1,1,144237,1,0,1
13,01301,067,136909,1,0.1787,0.1787,1.0001,766149,1,0,1
13,01302,067,158362,1,0.2067,0.2067,1.0001,766149,1,0,1
13,01303,067,153060,1,0.1998,0.1998,1.0001,766149,1,0,1
13,01304,067,142096,1,0.1855,0.1855,1.0001,766149,1,0,1
13,01305,067,175722,1,0.2294,0.2294,1.0001,766149,1,0,1
13,01401,121,141883,1,0.133,0.133,0.9999,1066710,1,0,1
13,01402,121,141088,1,0.1323,0.1323,0.9999,1066710,1,0,1
13,01403,121,108321,1,0.1015,0.1015,0.9999,1066710,1,0,1
13,01404,121,160790,1,0.1507,0.1507,0.9999,1066710,1,0,1
13,01405,121,144940,1,0.1359,0.1359,0.9999,1066710,1,0,1
13,01406,121,152642,1,0.1431,0.1431,0.9999,1066710,1,0,1
13,01407,121,108190,1,0.1014,0.1014,0.9999,1066710,1,0,1
13,01408,121,108856,1,0.102,0.102,0.9999,1066710,1,0,1
13,01501,089,151649,1,0.1984,0.1984,1,764382,1,0,1
13,01502,089,129176,1,0.169,0.169,1,764382,1,0,1
13,01503,089,124368,1,0.1627,0.1627,1,764382,1,0,1
13,01504,089,112094,1,0.1466,0.1466,1,764382,1,0,1
13,01505,089,118224,1,0.1547,0.1547,1,764382,1,0,1
13,01506,089,128871,1,0.1686,0.1686,1,764382,1,0,1
13,01601,135,156916,1,0.164,0.164,1,957062,1,0,1
13,01602,135,140114,1,0.1464,0.1464,1,957062,1,0,1
13,01603,135,132178,1,0.1381,0.1381,1,957062,1,0,1
13,01604,135,123694,1,0.1292,0.1292,1,957062,1,0,1
13,01605,135,135524,1,0.1416,0.1416,1,957062,1,0,1
13,01606,135,132124,1,0.1381,0.1381,1,957062,1,0,1
13,01607,135,136512,1,0.1426,0.1426,1,957062,1,0,1
13,01700,013,83505,0.5238,1,0.5238,0.5238,83505,2,0,2
13,01700,157,75907,0.4762,1,0.4762,0.4762,75907,2,0,2
13,01800,059,128671,1,1,1,1,128671,1,0,1
13,01900,105,19637,0.1567,1,0.1567,0.1567,19637,3,0,3
13,01900,133,18915,0.151,1,0.151,0.151,18915,3,0,3
13,01900,195,30120,0.2404,1,0.2404,0.2404,30120,3,0,3
13,01900,219,41799,0.3336,1,0.3336,0.3336,41799,3,0,3
13,01900,221,14825,0.1183,1,0.1183,0.1183,14825,3,1,3
13,02000,159,14588,0.1111,1,0.1111,0.1111,14588,3,1,3
13,02000,211,20097,0.153,1,0.153,0.153,20097,3,0,3
13,02000,297,96673,0.736,1,0.736,0.736,96673,2,0,2
13,02100,217,112483,0.5459,1,0.5459,0.5459,112483,2,0,2
13,02100,247,93570,0.4541,1,0.4541,0.4541,93570,2,0,2
13,02201,151,116602,1,0.4844,0.4844,1,240712,1,0,1
13,02202,151,124110,1,0.5156,0.5156,1,240712,1,0,1
13,02301,063,155520,1,0.5226,0.5226,1,297595,1,0,1
13,02302,063,142075,1,0.4774,0.4774,1,297595,1,0,1
13,02400,113,119194,1,1,1,1,119194,1,0,1
13,02500,077,146158,1,1,1,1,146158,1,0,1
13,02600,045,119148,1,1,1,1,119148,1,0,1
13,02700,149,11412,0.1125,1,0.1125,0.1125,11412,3,1,3
13,02700,199,20613,0.2032,1,0.2032,0.2032,20613,3,0,3
13,02700,285,69426,0.6843,1,0.6843,0.6843,69426,2,0,2
13,02800,035,25434,0.1611,1,0.1611,0.1611,25434,3,0,3
13,02800,171,18500,0.1172,1,0.1172,0.1172,18500,3,0,3
13,02800,231,18889,0.1197,1,0.1197,0.1197,18889,3,0,3
13,02800,255,67306,0.4264,1,0.4264,0.4264,67306,2,0,2
13,02800,293,27700,0.1755,1,0.1755,0.1755,27700,3,0,3
13,02900,009,43799,0.2445,1,0.2445,0.2445,43799,3,0,3
13,02900,079,12130,0.0677,1,0.0677,0.0677,12130,3,1,3
13,02900,169,28347,0.1582,1,0.1582,0.1582,28347,3,0,3
13,02900,207,27957,0.156,1,0.156,0.156,27957,3,0,3
13,02900,225,27981,0.1562,1,0.1562,0.1562,27981,3,0,3
13,02900,237,22047,0.1231,1,0.1231,0.1231,22047,3,0,3
13,02900,289,8022,0.0448,1,0.0448,0.0448,8022,3,1,3
13,02900,319,8877,0.0495,1,0.0495,0.0495,8877,3,1,3
13,03000,021,157346,1,1,1,1,157346,1,0,1
13,03100,033,24596,0.1948,1,0.1948,0.1948,24596,3,0,3
13,03100,125,2884,0.0228,1,0.0228,0.0228,2884,3,1,3
13,03100,141,8735,0.0692,1,0.0692,0.0692,8735,3,1,3
13,03100,163,15709,0.1244,1,0.1244,0.1244,15709,3,1,3
13,03100,165,8674,0.0687,1,0.0687,0.0687,8674,3,1,3
13,03100,181,7690,0.0609,1,0.0609,0.0609,7690,3,1,3
13,03100,189,21632,0.1713,1,0.1713,0.1713,21632,3,0,3
13,03100,265,1559,0.0123,1,0.0123,0.0123,1559,3,1,3
13,03100,301,5215,0.0413,1,0.0413,0.0413,5215,3,1,3
13,03100,303,19988,0.1583,1,0.1583,0.1583,19988,3,0,3
13,03100,317,9565,0.0758,1,0.0758,0.0758,9565,3,1,3
13,03200,073,156010,1,1,1,1,156010,1,0,1
13,03301,245,101403,1,0.4908,0.4908,1,206607,1,0,1
13,03302,245,105204,1,0.5092,0.5092,1,206607,1,0,1
13,03400,031,81099,0.5071,1,0.5071,0.5071,81099,2,0,2
13,03400,103,64769,0.405,1,0.405,0.405,64769,2,0,2
13,03400,251,14067,0.088,1,0.088,0.088,14067,3,1,3
13,03500,023,12583,0.0898,1,0.0898,0.0898,12583,3,1,3
13,03500,043,10981,0.0783,1,0.0783,0.0783,10981,3,1,3
13,03500,091,19925,0.1421,1,0.1421,0.1421,19925,3,0,3
13,03500,107,22768,0.1624,1,0.1624,0.1624,22768,3,0,3
13,03500,167,9189,0.0655,1,0.0655,0.0655,9189,3,1,3
13,03500,175,49570,0.3536,1,0.3536,0.3536,49570,2,0,2
13,03500,283,6406,0.0457,1,0.0457,0.0457,6406,3,1,3
13,03500,315,8766,0.0625,1,0.0625,0.0625,8766,3,1,3
13,03600,153,163633,0.9432,1,0.9432,0.9432,163633,1,0,1
13,03600,235,9855,0.0568,1,0.0568,0.0568,9855,3,1,3
13,03700,061,2848,0.0187,1,0.0187,0.0187,2848,3,1,3
13,03700,081,20128,0.132,1,0.132,0.132,20128,3,0,3
13,03700,093,11208,0.0735,1,0.0735,0.0735,11208,3,1,3
13,03700,145,34668,0.2274,1,0.2274,0.2274,34668,3,0,3
13,03700,193,12082,0.0792,1,0.0792,0.0792,12082,3,1,3
13,03700,197,7498,0.0492,1,0.0492,0.0492,7498,3,1,3
13,03700,239,2235,0.0147,1,0.0147,0.0147,2235,3,1,3
13,03700,243,6425,0.0421,1,0.0421,0.0421,6425,3,1,3
13,03700,249,4547,0.0298,1,0.0298,0.0298,4547,3,1,3
13,03700,259,5314,0.0349,1,0.0349,0.0349,5314,3,1,3
13,03700,261,29616,0.1942,1,0.1942,0.1942,29616,3,0,3
13,03700,263,5733,0.0376,1,0.0376,0.0376,5733,3,1,3
13,03700,269,7816,0.0513,1,0.0513,0.0513,7816,3,1,3
13,03700,307,2348,0.0154,1,0.0154,0.0154,2348,3,1,3
13,03800,053,9565,0.0442,1,0.0442,0.0442,9565,3,1,3
13,03800,215,206922,0.9558,1,0.9558,0.9558,206922,1,0,1
13,03900,007,2876,0.0238,1,0.0238,0.0238,2876,3,1,3
13,03900,037,5573,0.0461,1,0.0461,0.0461,5573,3,1,3
13,03900,087,29367,0.2427,1,0.2427,0.2427,29367,3,0,3
13,03900,099,10854,0.0897,1,0.0897,0.0897,10854,3,1,3
13,03900,131,26236,0.2168,1,0.2168,0.2168,26236,3,0,3
13,03900,201,6000,0.0496,1,0.0496,0.0496,6000,3,1,3
13,03900,205,21755,0.1798,1,0.1798,0.1798,21755,3,0,3
13,03900,253,9147,0.0756,1,0.0756,0.0756,9147,3,1,3
13,03900,273,9185,0.0759,1,0.0759,0.0759,9185,3,1,3
13,04000,095,85790,0.7212,1,0.7212,0.7212,85790,2,0,2
13,04000,177,33163,0.2788,1,0.2788,0.2788,33163,3,0,3
13,04100,071,45898,0.4081,1,0.4081,0.4081,45898,2,0,2
13,04100,275,45798,0.4072,1,0.4072,0.4072,45798,2,0,2
13,04100,321,20784,0.1848,1,0.1848,0.1848,20784,3,0,3
13,04200,017,17194,0.1334,1,0.1334,0.1334,17194,3,0,3
13,04200,019,18160,0.1409,1,0.1409,0.1409,18160,3,0,3
13,04200,027,16301,0.1265,1,0.1265,0.1265,16301,3,1,3
13,04200,075,17229,0.1337,1,0.1337,0.1337,17229,3,0,3
13,04200,155,9666,0.075,1,0.075,0.075,9666,3,1,3
13,04200,277,41344,0.3207,1,0.3207,0.3207,41344,3,0,3
13,04200,287,9006,0.0699,1,0.0699,0.0699,9006,3,1,3
13,04300,185,118251,1,1,1,1,118251,1,0,1
13,04400,003,8286,0.0489,1,0.0489,0.0489,8286,3,1,3
13,04400,005,11140,0.0658,1,0.0658,0.0658,11140,3,1,3
13,04400,025,18021,0.1064,1,0.1064,0.1064,18021,3,0,3
13,04400,049,12518,0.0739,1,0.0739,0.0739,12518,3,1,3
13,04400,065,6749,0.0399,1,0.0399,0.0399,6749,3,1,3
13,04400,069,43092,0.2545,1,0.2545,0.2545,43092,3,0,3
13,04400,101,3697,0.0218,1,0.0218,0.0218,3697,3,1,3
13,04400,173,9877,0.0583,1,0.0583,0.0583,9877,3,1,3
13,04400,229,19716,0.1164,1,0.1164,0.1164,19716,3,0,3
13,04400,299,36251,0.2141,1,0.2141,0.2141,36251,3,0,3
13,04500,001,18444,0.1209,1,0.1209,0.1209,18444,3,0,3
13,04500,109,10774,0.0706,1,0.0706,0.0706,10774,3,1,3
13,04500,161,14779,0.0969,1,0.0969,0.0969,14779,3,1,3
13,04500,209,8610,0.0564,1,0.0564,0.0564,8610,3,1,3
13,04500,267,22842,0.1497,1,0.1497,0.1497,22842,3,0,3
13,04500,271,12477,0.0818,1,0.0818,0.0818,12477,3,1,3
13,04500,279,27030,0.1772,1,0.1772,0.1772,27030,3,0,3
13,04500,305,30144,0.1976,1,0.1976,0.1976,30144,3,0,3
13,04500,309,7471,0.049,1,0.049,0.049,7471,3,1,3
13,04600,029,44738,0.3546,1,0.3546,0.3546,44738,2,0,2
13,04600,179,65256,0.5172,1,0.5172,0.5172,65256,2,0,2
13,04600,183,16168,0.1282,1,0.1282,0.1282,16168,3,1,3
13,04701,051,169493,1,0.574,0.574,1,295291,1,0,1
13,04702,051,125798,1,0.426,0.426,1,295291,1,0,1
13,04800,039,54768,0.3645,1,0.3645,0.3645,54768,2,0,2
13,04800,127,84499,0.5624,1,0.5624,0.5624,84499,2,0,2
13,04800,191,10975,0.073,1,0.073,0.073,10975,3,1,3
15,00100,005,82,3e-4,1,3e-4,3e-4,82,3,1,3
15,00100,007,73298,0.3078,1,0.3078,0.3078,73298,3,0,3
15,00100,009,164754,0.6919,1,0.6919,0.6919,164754,2,0,2
15,00200,001,200629,1,1,1,1,200629,1,0,1
15,00301,003,104755,1,0.1031,0.1031,1.0002,1016508,1,0,1
15,00302,003,121275,1,0.1193,0.1193,1.0002,1016508,1,0,1
15,00303,003,110577,1,0.1088,0.1088,1.0002,1016508,1,0,1
15,00304,003,127223,1,0.1252,0.1252,1.0002,1016508,1,0,1
15,00305,003,118490,1,0.1166,0.1166,1.0002,1016508,1,0,1
15,00306,003,147371,1,0.145,0.145,1.0002,1016508,1,0,1
15,00307,003,153278,1,0.1508,0.1508,1.0002,1016508,1,0,1
15,00308,003,133539,1,0.1314,0.1314,1.0002,1016508,1,0,1
16,00100,009,9530,0.075,1,0.075,0.075,9530,3,1,3
16,00100,017,47110,0.371,1,0.371,0.371,47110,2,0,2
16,00100,021,12056,0.0949,1,0.0949,0.0949,12056,3,1,3
16,00100,055,5607,0.0442,0.0327,0.00144534,0.96874534,171362,1,0,1
16,00100,057,39517,0.3112,1,0.3112,0.3112,39517,3,0,3
16,00100,079,13169,0.1037,1,0.1037,0.1037,13169,3,1,3
16,00200,055,165755,1,0.9673,0.9673,0.96874534,171362,1,0,1
16,00300,003,4379,0.0397,1,0.0397,0.0397,4379,3,1,3
16,00300,015,7610,0.069,1,0.069,0.069,7610,3,1,3
16,00300,023,2574,0.0233,1,0.0233,0.0233,2574,3,1,3
16,00300,033,790,0.0072,1,0.0072,0.0072,790,3,1,3
16,00300,035,8734,0.0792,1,0.0792,0.0792,8734,3,1,3
16,00300,037,4275,0.0388,1,0.0388,0.0388,4275,3,1,3
16,00300,049,16541,0.15,1,0.15,0.15,16541,3,1,3
16,00300,059,7974,0.0723,1,0.0723,0.0723,7974,3,1,3
16,00300,061,3533,0.032,1,0.032,0.032,3533,3,1,3
16,00300,069,42090,0.3818,1,0.3818,0.3818,42090,2,0,2
16,00300,085,11746,0.1065,1,0.1065,0.1065,11746,3,1,3
16,00400,001,52099,0.3865,0.1053,0.040698450000000004,0.85959649,494967,1,0,1
16,00400,027,27701,0.2055,0.1199,0.02463945,0.69557757,231105,2,0,2
16,00400,045,19123,0.1419,1,0.1419,0.1419,19123,3,0,3
16,00400,075,25386,0.1883,1,0.1883,0.1883,25386,3,0,3
16,00400,087,10500,0.0779,1,0.0779,0.0779,10500,3,1,3
16,00500,027,121877,0.911,0.5274,0.4804614,0.69557757,231105,2,0,2
16,00500,073,11913,0.089,1,0.089,0.089,11913,3,1,3
16,00600,001,69490,0.4601,0.1404,0.06459804,0.85959649,494967,1,0,1
16,00600,027,81527,0.5399,0.3528,0.19047672000000002,0.69557757,231105,2,0,2
16,00701,001,133161,1,0.269,0.269,0.85959649,494967,1,0,1
16,00702,001,111336,1,0.2249,0.2249,0.85959649,494967,1,0,1
16,00800,001,128881,1,0.2604,0.2604,0.85959649,494967,1,0,1
16,00900,031,24655,0.215,1,0.215,0.215,24655,3,0,3
16,00900,083,90046,0.785,1,0.785,0.785,90046,1,0,1
16,01000,013,24272,0.2013,1,0.2013,0.2013,24272,3,0,3
16,01000,025,1077,0.0089,1,0.0089,0.0089,1077,3,1,3
16,01000,039,28666,0.2377,1,0.2377,0.2377,28666,3,0,3
16,01000,047,15598,0.1293,1,0.1293,0.1293,15598,3,1,3
16,01000,053,24237,0.201,1,0.201,0.201,24237,3,0,3
16,01000,063,5127,0.0425,1,0.0425,0.0425,5127,3,1,3
16,01000,067,21613,0.1792,1,0.1792,0.1792,21613,3,0,3
16,01100,011,44983,0.2925,0.9373,0.27416025,0.27560861999999997,47992,3,0,3
16,01100,043,13388,0.087,1,0.087,0.087,13388,3,1,3
16,01100,051,30891,0.2008,1,0.2008,0.2008,30891,3,0,3
16,01100,065,52913,0.344,1,0.344,0.344,52913,3,0,3
16,01100,081,11630,0.0756,1,0.0756,0.0756,11630,3,1,3
16,01200,019,123964,1,1,1,1,123964,1,0,1
16,01300,005,87018,0.669,1,0.669,0.669,87018,2,0,2
16,01300,007,6372,0.049,1,0.049,0.049,6372,3,1,3
16,01300,011,3009,0.0231,0.0627,0.00144837,0.27560861999999997,47992,3,0,3
16,01300,029,7027,0.054,1,0.054,0.054,7027,3,1,3
16,01300,041,14194,0.1091,1,0.1091,0.1091,14194,3,1,3
16,01300,071,4564,0.0351,1,0.0351,0.0351,4564,3,1,3
16,01300,077,7878,0.0606,1,0.0606,0.0606,7878,3,1,3
17,00100,001,65737,0.4685,1,0.4685,0.4685,65737,2,0,2
17,00100,009,6244,0.0445,1,0.0445,0.0445,6244,3,1,3
17,00100,057,33609,0.2395,1,0.2395,0.2395,33609,3,0,3
17,00100,125,13086,0.0933,1,0.0933,0.0933,13086,3,1,3
17,00100,149,14739,0.105,1,0.105,0.105,14739,3,1,3
17,00100,169,6902,0.0492,1,0.0492,0.0492,6902,3,1,3
17,00701,007,53448,0.3733,1,0.3733,0.3733,53448,2,0,2
17,00701,201,89713,0.6267,0.3144,0.19703448,0.88263448,285350,1,0,1
17,01901,019,172419,1,0.8375,0.8375,0.87416,205865,1,0,1
17,01902,019,33446,0.2256,0.1625,0.03666,0.87416,205865,1,0,1
17,01902,053,13534,0.0913,1,0.0913,0.0913,13534,3,1,3
17,01902,075,27077,0.1827,1,0.1827,0.1827,27077,3,0,3
17,01902,183,74188,0.5004,1,0.5004,0.5004,74188,2,0,2
17,02900,023,15455,0.1207,1,0.1207,0.1207,15455,3,1,3
17,02900,029,46863,0.366,1,0.366,0.366,46863,2,0,2
17,02900,033,18679,0.1459,1,0.1459,0.1459,18679,3,0,3
17,02900,035,10450,0.0816,1,0.0816,0.0816,10450,3,1,3
17,02900,041,19740,0.1542,1,0.1542,0.1542,19740,3,0,3
17,02900,045,16866,0.1317,1,0.1317,0.1317,16866,3,0,3
17,03101,031,128980,1,0.0244,0.0244,0.9998,5275541,1,0,1
17,03102,031,122349,1,0.0232,0.0232,0.9998,5275541,1,0,1
17,03103,031,112552,1,0.0213,0.0213,0.9998,5275541,1,0,1
17,03104,031,125661,1,0.0238,0.0238,0.9998,5275541,1,0,1
17,03105,031,129271,1,0.0245,0.0245,0.9998,5275541,1,0,1
17,03106,031,148936,1,0.0282,0.0282,0.9998,5275541,1,0,1
17,03107,031,158648,1,0.0301,0.0301,0.9998,5275541,1,0,1
17,03108,031,172153,1,0.0326,0.0326,0.9998,5275541,1,0,1
17,03109,031,121402,1,0.023,0.023,0.9998,5275541,1,0,1
17,03110,031,113130,1,0.0214,0.0214,0.9998,5275541,1,0,1
17,03111,031,121043,1,0.0229,0.0229,0.9998,5275541,1,0,1
17,03112,031,142518,1,0.027,0.027,0.9998,5275541,1,0,1
17,03113,031,156619,1,0.0297,0.0297,0.9998,5275541,1,0,1
17,03114,031,171552,1,0.0325,0.0325,0.9998,5275541,1,0,1
17,03115,031,135705,1,0.0257,0.0257,0.9998,5275541,1,0,1
17,03116,031,149150,1,0.0283,0.0283,0.9998,5275541,1,0,1
17,03117,031,157865,1,0.0299,0.0299,0.9998,5275541,1,0,1
17,03118,031,162177,1,0.0307,0.0307,0.9998,5275541,1,0,1
17,03151,031,148248,1,0.0281,0.0281,0.9998,5275541,1,0,1
17,03152,031,152730,1,0.029,0.029,0.9998,5275541,1,0,1
17,03153,031,169106,1,0.0321,0.0321,0.9998,5275541,1,0,1
17,03154,031,173542,1,0.0329,0.0329,0.9998,5275541,1,0,1
17,03155,031,160976,1,0.0305,0.0305,0.9998,5275541,1,0,1
17,03156,031,132383,1,0.0251,0.0251,0.9998,5275541,1,0,1
17,03157,031,170752,1,0.0324,0.0324,0.9998,5275541,1,0,1
17,03158,031,168776,1,0.032,0.032,0.9998,5275541,1,0,1
17,03159,031,154540,1,0.0293,0.0293,0.9998,5275541,1,0,1
17,03160,031,176574,1,0.0335,0.0335,0.9998,5275541,1,0,1
17,03161,031,142116,1,0.0269,0.0269,0.9998,5275541,1,0,1
17,03162,031,140979,1,0.0267,0.0267,0.9998,5275541,1,0,1
17,03163,031,155992,1,0.0296,0.0296,0.9998,5275541,1,0,1
17,03164,031,167262,1,0.0317,0.0317,0.9998,5275541,1,0,1
17,03165,031,141418,1,0.0268,0.0268,0.9998,5275541,1,0,1
17,03166,031,129775,1,0.0246,0.0246,0.9998,5275541,1,0,1
17,03167,031,135785,1,0.0257,0.0257,0.9998,5275541,1,0,1
17,03168,031,124876,1,0.0237,0.0237,0.9998,5275541,1,0,1
17,03700,037,100420,0.6598,1,0.6598,0.6598,100420,2,0,2
17,03700,141,51788,0.3402,1,0.3402,0.3402,51788,3,0,3
17,04301,043,174577,1,0.1871,0.1871,1,932877,1,0,1
17,04302,043,116589,1,0.125,0.125,1,932877,1,0,1
17,04303,043,128425,1,0.1377,0.1377,1,932877,1,0,1
17,04304,043,120181,1,0.1288,0.1288,1,932877,1,0,1
17,04305,043,124144,1,0.1331,0.1331,1,932877,1,0,1
