state,place,state_name,place_name,year
18,36003,Indiana,Indianapolis city (balance),2020
18,36003,Indiana,Indianapolis city (balance),2021
18,36003,Indiana,Indianapolis city (balance),2022
18,71000,Indiana,South Bend city,2013
18,71000,Indiana,South Bend city,2014
18,71000,Indiana,South Bend city,2015
18,71000,Indiana,South Bend city,2016
18,71000,Indiana,South Bend city,2017
18,71000,Indiana,South Bend city,2018
18,71000,Indiana,South Bend city,2019
18,71000,Indiana,South Bend city,2020
18,71000,Indiana,South Bend city,2021
18,71000,Indiana,South Bend city,2022
19,12000,Iowa,Cedar Rapids city,2013
19,12000,Iowa,Cedar Rapids city,2014
19,12000,Iowa,Cedar Rapids city,2015
19,12000,Iowa,Cedar Rapids city,2016
19,12000,Iowa,Cedar Rapids city,2017
19,12000,Iowa,Cedar Rapids city,2018
19,12000,Iowa,Cedar Rapids city,2019
19,12000,Iowa,Cedar Rapids city,2020
19,12000,Iowa,Cedar Rapids city,2021
19,12000,Iowa,Cedar Rapids city,2022
19,19000,Iowa,Davenport city,2013
19,19000,Iowa,Davenport city,2014
19,19000,Iowa,Davenport city,2015
19,19000,Iowa,Davenport city,2016
19,19000,Iowa,Davenport city,2017
19,19000,Iowa,Davenport city,2018
19,19000,Iowa,Davenport city,2019
19,19000,Iowa,Davenport city,2020
19,19000,Iowa,Davenport city,2021
19,19000,Iowa,Davenport city,2022
19,21000,Iowa,Des Moines city,2013
19,21000,Iowa,Des Moines city,2014
19,21000,Iowa,Des Moines city,2015
19,21000,Iowa,Des Moines city,2016
19,21000,Iowa,Des Moines city,2017
19,21000,Iowa,Des Moines city,2018
19,21000,Iowa,Des Moines city,2019
19,21000,Iowa,Des Moines city,2020
19,21000,Iowa,Des Moines city,2021
19,21000,Iowa,Des Moines city,2022
19,73335,Iowa,Sioux City city,2013
19,73335,Iowa,Sioux City city,2014
19,73335,Iowa,Sioux City city,2015
19,73335,Iowa,Sioux City city,2016
19,73335,Iowa,Sioux City city,2017
19,73335,Iowa,Sioux City city,2018
19,73335,Iowa,Sioux City city,2019
19,73335,Iowa,Sioux City city,2020
19,73335,Iowa,Sioux City city,2021
19,73335,Iowa,Sioux City city,2022
20,36000,Kansas,Kansas City city,2013
20,36000,Kansas,Kansas City city,2014
20,36000,Kansas,Kansas City city,2015
20,36000,Kansas,Kansas City city,2016
20,36000,Kansas,Kansas City city,2017
20,36000,Kansas,Kansas City city,2018
20,36000,Kansas,Kansas City city,2019
20,36000,Kansas,Kansas City city,2020
20,36000,Kansas,Kansas City city,2021
20,36000,Kansas,Kansas City city,2022
20,38900,Kansas,Lawrence city,2013
20,38900,Kansas,Lawrence city,2014
20,38900,Kansas,Lawrence city,2015
20,38900,Kansas,Lawrence city,2016
20,38900,Kansas,Lawrence city,2017
20,38900,Kansas,Lawrence city,2018
20,38900,Kansas,Lawrence city,2019
20,38900,Kansas,Lawrence city,2020
20,38900,Kansas,Lawrence city,2021
20,38900,Kansas,Lawrence city,2022
20,52575,Kansas,Olathe city,2013
20,52575,Kansas,Olathe city,2014
20,52575,Kansas,Olathe city,2015
20,52575,Kansas,Olathe city,2016
20,52575,Kansas,Olathe city,2017
20,52575,Kansas,Olathe city,2018
20,52575,Kansas,Olathe city,2019
20,52575,Kansas,Olathe city,2020
20,52575,Kansas,Olathe city,2021
20,52575,Kansas,Olathe city,2022
20,53775,Kansas,Overland Park city,2013
20,53775,Kansas,Overland Park city,2014
20,53775,Kansas,Overland Park city,2015
20,53775,Kansas,Overland Park city,2016
20,53775,Kansas,Overland Park city,2017
20,53775,Kansas,Overland Park city,2018
20,53775,Kansas,Overland Park city,2019
20,53775,Kansas,Overland Park city,2020
20,53775,Kansas,Overland Park city,2021
20,53775,Kansas,Overland Park city,2022
20,71000,Kansas,Topeka city,2013
20,71000,Kansas,Topeka city,2014
20,71000,Kansas,Topeka city,2015
20,71000,Kansas,Topeka city,2016
20,71000,Kansas,Topeka city,2017
20,71000,Kansas,Topeka city,2018
20,71000,Kansas,Topeka city,2019
20,71000,Kansas,Topeka city,2020
20,71000,Kansas,Topeka city,2021
20,71000,Kansas,Topeka city,2022
20,79000,Kansas,Wichita city,2013
20,79000,Kansas,Wichita city,2014
20,79000,Kansas,Wichita city,2015
20,79000,Kansas,Wichita city,2016
20,79000,Kansas,Wichita city,2017
20,79000,Kansas,Wichita city,2018
20,79000,Kansas,Wichita city,2019
20,79000,Kansas,Wichita city,2020
20,79000,Kansas,Wichita city,2021
20,79000,Kansas,Wichita city,2022
21,46027,Kentucky,Lexington-Fayette urban county,2013
21,46027,Kentucky,Lexington-Fayette urban county,2014
21,46027,Kentucky,Lexington-Fayette urban county,2015
21,46027,Kentucky,Lexington-Fayette urban county,2016
21,46027,Kentucky,Lexington-Fayette urban county,2017
21,46027,Kentucky,Lexington-Fayette urban county,2018
21,46027,Kentucky,Lexington-Fayette urban county,2019
21,46027,Kentucky,Lexington-Fayette urban county,2020
21,46027,Kentucky,Lexington-Fayette urban county,2021
21,46027,Kentucky,Lexington-Fayette urban county,2022
21,48006,Kentucky,Louisville/Jefferson County metro government (balance),2013
21,48006,Kentucky,Louisville/Jefferson County metro government (balance),2014
21,48006,Kentucky,Louisville/Jefferson County metro government (balance),2015
21,48006,Kentucky,Louisville/Jefferson County metro government (balance),2016
21,48006,Kentucky,Louisville/Jefferson County metro government (balance),2017
21,48006,Kentucky,Louisville/Jefferson County metro government (balance),2018
21,48006,Kentucky,Louisville/Jefferson County metro government (balance),2019
21,48006,Kentucky,Louisville/Jefferson County metro government (balance),2020
21,48006,Kentucky,Louisville/Jefferson County metro government (balance),2021
21,48006,Kentucky,Louisville/Jefferson County metro government (balance),2022
22,05000,Louisiana,Baton Rouge city,2013
22,05000,Louisiana,Baton Rouge city,2014
22,05000,Louisiana,Baton Rouge city,2015
22,05000,Louisiana,Baton Rouge city,2016
22,05000,Louisiana,Baton Rouge city,2017
22,05000,Louisiana,Baton Rouge city,2018
22,05000,Louisiana,Baton Rouge city,2019
22,05000,Louisiana,Baton Rouge city,2020
22,05000,Louisiana,Baton Rouge city,2021
22,05000,Louisiana,Baton Rouge city,2022
22,40735,Louisiana,Lafayette city,2013
22,40735,Louisiana,Lafayette city,2014
22,40735,Louisiana,Lafayette city,2015
22,40735,Louisiana,Lafayette city,2016
22,40735,Louisiana,Lafayette city,2017
22,40735,Louisiana,Lafayette city,2018
22,40735,Louisiana,Lafayette city,2019
22,40735,Louisiana,Lafayette city,2020
22,40735,Louisiana,Lafayette city,2021
22,40735,Louisiana,Lafayette city,2022
22,41155,Louisiana,Lake Charles city,2013
22,41155,Louisiana,Lake Charles city,2014
22,41155,Louisiana,Lake Charles city,2015
22,41155,Louisiana,Lake Charles city,2016
22,41155,Louisiana,Lake Charles city,2017
22,41155,Louisiana,Lake Charles city,2018
22,41155,Louisiana,Lake Charles city,2019
22,41155,Louisiana,Lake Charles city,2020
22,41155,Louisiana,Lake Charles city,2021
22,41155,Louisiana,Lake Charles city,2022
22,55000,Louisiana,New Orleans city,2013
22,55000,Louisiana,New Orleans city,2014
22,55000,Louisiana,New Orleans city,2015
22,55000,Louisiana,New Orleans city,2016
22,55000,Louisiana,New Orleans city,2017
22,55000,Louisiana,New Orleans city,2018
22,55000,Louisiana,New Orleans city,2019
22,55000,Louisiana,New Orleans city,2020
22,55000,Louisiana,New Orleans city,2021
22,55000,Louisiana,New Orleans city,2022
22,70000,Louisiana,Shreveport city,2013
22,70000,Louisiana,Shreveport city,2014
22,70000,Louisiana,Shreveport city,2015
22,70000,Louisiana,Shreveport city,2016
22,70000,Louisiana,Shreveport city,2017
22,70000,Louisiana,Shreveport city,2018
22,70000,Louisiana,Shreveport city,2019
22,70000,Louisiana,Shreveport city,2020
22,70000,Louisiana,Shreveport city,2021
22,70000,Louisiana,Shreveport city,2022
24,04000,Maryland,Baltimore city,2013
24,04000,Maryland,Baltimore city,2014
24,04000,Maryland,Baltimore city,2015
24,04000,Maryland,Baltimore city,2016
24,04000,Maryland,Baltimore city,2017
24,04000,Maryland,Baltimore city,2018
24,04000,Maryland,Baltimore city,2019
24,04000,Maryland,Baltimore city,2020
24,04000,Maryland,Baltimore city,2021
24,04000,Maryland,Baltimore city,2022
24,30325,Maryland,Frederick city,2013
24,30325,Maryland,Frederick city,2014
24,30325,Maryland,Frederick city,2015
24,30325,Maryland,Frederick city,2016
24,30325,Maryland,Frederick city,2017
24,30325,Maryland,Frederick city,2018
24,30325,Maryland,Frederick city,2019
24,30325,Maryland,Frederick city,2020
24,30325,Maryland,Frederick city,2021
24,30325,Maryland,Frederick city,2022
25,07000,Massachusetts,Boston city,2013
25,07000,Massachusetts,Boston city,2014
25,07000,Massachusetts,Boston city,2015
25,07000,Massachusetts,Boston city,2016
25,07000,Massachusetts,Boston city,2017
25,07000,Massachusetts,Boston city,2018
25,07000,Massachusetts,Boston city,2019
25,07000,Massachusetts,Boston city,2020
25,07000,Massachusetts,Boston city,2021
25,07000,Massachusetts,Boston city,2022
25,09000,Massachusetts,Brockton city,2013
25,09000,Massachusetts,Brockton city,2014
25,09000,Massachusetts,Brockton city,2015
25,09000,Massachusetts,Brockton city,2016
25,09000,Massachusetts,Brockton city,2017
25,09000,Massachusetts,Brockton city,2018
25,09000,Massachusetts,Brockton city,2019
25,09000,Massachusetts,Brockton city,2020
25,09000,Massachusetts,Brockton city,2021
25,09000,Massachusetts,Brockton city,2022
25,11000,Massachusetts,Cambridge city,2013
25,11000,Massachusetts,Cambridge city,2014
25,11000,Massachusetts,Cambridge city,2015
25,11000,Massachusetts,Cambridge city,2016
25,11000,Massachusetts,Cambridge city,2017
25,11000,Massachusetts,Cambridge city,2018
25,11000,Massachusetts,Cambridge city,2019
25,11000,Massachusetts,Cambridge city,2020
25,11000,Massachusetts,Cambridge city,2021
25,11000,Massachusetts,Cambridge city,2022
25,23000,Massachusetts,Fall River city,2013
25,23000,Massachusetts,Fall River city,2014
25,23000,Massachusetts,Fall River city,2015
25,23000,Massachusetts,Fall River city,2016
25,23000,Massachusetts,Fall River city,2017
25,23000,Massachusetts,Fall River city,2018
25,23000,Massachusetts,Fall River city,2019
25,23000,Massachusetts,Fall River city,2020
25,23000,Massachusetts,Fall River city,2021
25,23000,Massachusetts,Fall River city,2022
25,34550,Massachusetts,Lawrence city,2013
25,34550,Massachusetts,Lawrence city,2014
25,34550,Massachusetts,Lawrence city,2015
25,34550,Massachusetts,Lawrence city,2016
25,34550,Massachusetts,Lawrence city,2017
25,34550,Massachusetts,Lawrence city,2018
25,34550,Massachusetts,Lawrence city,2019
25,34550,Massachusetts,Lawrence city,2020
25,34550,Massachusetts,Lawrence city,2021
25,34550,Massachusetts,Lawrence city,2022
25,37000,Massachusetts,Lowell city,2013
25,37000,Massachusetts,Lowell city,2014
25,37000,Massachusetts,Lowell city,2015
25,37000,Massachusetts,Lowell city,2016
25,37000,Massachusetts,Lowell city,2017
25,37000,Massachusetts,Lowell city,2018
25,37000,Massachusetts,Lowell city,2019
25,37000,Massachusetts,Lowell city,2020
25,37000,Massachusetts,Lowell city,2021
25,37000,Massachusetts,Lowell city,2022
25,37490,Massachusetts,Lynn city,2013
25,37490,Massachusetts,Lynn city,2014
25,37490,Massachusetts,Lynn city,2015
25,37490,Massachusetts,Lynn city,2016
25,37490,Massachusetts,Lynn city,2017
25,37490,Massachusetts,Lynn city,2018
25,37490,Massachusetts,Lynn city,2019
25,37490,Massachusetts,Lynn city,2020
25,37490,Massachusetts,Lynn city,2021
25,37490,Massachusetts,Lynn city,2022
25,45000,Massachusetts,New Bedford city,2013
25,45000,Massachusetts,New Bedford city,2014
25,45000,Massachusetts,New Bedford city,2015
25,45000,Massachusetts,New Bedford city,2016
25,45000,Massachusetts,New Bedford city,2017
25,45000,Massachusetts,New Bedford city,2018
25,45000,Massachusetts,New Bedford city,2019
25,45000,Massachusetts,New Bedford city,2020
25,45000,Massachusetts,New Bedford city,2021
25,45000,Massachusetts,New Bedford city,2022
25,45560,Massachusetts,Newton city,2013
25,45560,Massachusetts,Newton city,2014
25,45560,Massachusetts,Newton city,2015
25,45560,Massachusetts,Newton city,2016
25,45560,Massachusetts,Newton city,2017
25,45560,Massachusetts,Newton city,2018
25,45560,Massachusetts,Newton city,2019
25,45560,Massachusetts,Newton city,2020
25,45560,Massachusetts,Newton city,2021
25,45560,Massachusetts,Newton city,2022
25,55745,Massachusetts,Quincy city,2013
25,55745,Massachusetts,Quincy city,2014
25,55745,Massachusetts,Quincy city,2015
25,55745,Massachusetts,Quincy city,2016
25,55745,Massachusetts,Quincy city,2017
25,55745,Massachusetts,Quincy city,2018
25,55745,Massachusetts,Quincy city,2019
25,55745,Massachusetts,Quincy city,2020
25,55745,Massachusetts,Quincy city,2021
25,55745,Massachusetts,Quincy city,2022
25,62535,Massachusetts,Somerville city,2013
25,62535,Massachusetts,Somerville city,2014
25,62535,Massachusetts,Somerville city,2015
25,62535,Massachusetts,Somerville city,2016
25,62535,Massachusetts,Somerville city,2017
25,62535,Massachusetts,Somerville city,2018
25,62535,Massachusetts,Somerville city,2019
25,62535,Massachusetts,Somerville city,2020
25,62535,Massachusetts,Somerville city,2021
25,62535,Massachusetts,Somerville city,2022
25,67000,Massachusetts,Springfield city,2013
25,67000,Massachusetts,Springfield city,2014
25,67000,Massachusetts,Springfield city,2015
25,67000,Massachusetts,Springfield city,2016
25,67000,Massachusetts,Springfield city,2017
25,67000,Massachusetts,Springfield city,2018
25,67000,Massachusetts,Springfield city,2019
25,67000,Massachusetts,Springfield city,2020
25,67000,Massachusetts,Springfield city,2021
25,67000,Massachusetts,Springfield city,2022
25,82000,Massachusetts,Worcester city,2013
25,82000,Massachusetts,Worcester city,2014
25,82000,Massachusetts,Worcester city,2015
25,82000,Massachusetts,Worcester city,2016
25,82000,Massachusetts,Worcester city,2017
25,82000,Massachusetts,Worcester city,2018
25,82000,Massachusetts,Worcester city,2019
25,82000,Massachusetts,Worcester city,2020
25,82000,Massachusetts,Worcester city,2021
25,82000,Massachusetts,Worcester city,2022
26,03000,Michigan,Ann Arbor city,2013
26,03000,Michigan,Ann Arbor city,2014
26,03000,Michigan,Ann Arbor city,2015
26,03000,Michigan,Ann Arbor city,2016
26,03000,Michigan,Ann Arbor city,2017
26,03000,Michigan,Ann Arbor city,2018
26,03000,Michigan,Ann Arbor city,2019
26,03000,Michigan,Ann Arbor city,2020
26,03000,Michigan,Ann Arbor city,2021
26,03000,Michigan,Ann Arbor city,2022
26,21000,Michigan,Dearborn city,2013
26,21000,Michigan,Dearborn city,2014
26,21000,Michigan,Dearborn city,2015
26,21000,Michigan,Dearborn city,2016
26,21000,Michigan,Dearborn city,2017
26,21000,Michigan,Dearborn city,2018
26,21000,Michigan,Dearborn city,2019
26,21000,Michigan,Dearborn city,2020
26,21000,Michigan,Dearborn city,2021
26,21000,Michigan,Dearborn city,2022
26,22000,Michigan,Detroit city,2013
26,22000,Michigan,Detroit city,2014
26,22000,Michigan,Detroit city,2015
26,22000,Michigan,Detroit city,2016
26,22000,Michigan,Detroit city,2017
26,22000,Michigan,Detroit city,2018
26,22000,Michigan,Detroit city,2019
26,22000,Michigan,Detroit city,2020
26,22000,Michigan,Detroit city,2021
26,22000,Michigan,Detroit city,2022
26,27440,Michigan,Farmington Hills city,2013
26,27440,Michigan,Farmington Hills city,2014
26,27440,Michigan,Farmington Hills city,2015
26,27440,Michigan,Farmington Hills city,2016
26,27440,Michigan,Farmington Hills city,2017
26,27440,Michigan,Farmington Hills city,2018
26,27440,Michigan,Farmington Hills city,2019
26,27440,Michigan,Farmington Hills city,2020
26,27440,Michigan,Farmington Hills city,2021
26,27440,Michigan,Farmington Hills city,2022
26,29000,Michigan,Flint city,2013
26,29000,Michigan,Flint city,2014
26,29000,Michigan,Flint city,2015
26,29000,Michigan,Flint city,2016
26,29000,Michigan,Flint city,2017
26,29000,Michigan,Flint city,2018
26,29000,Michigan,Flint city,2019
26,29000,Michigan,Flint city,2020
26,29000,Michigan,Flint city,2021
26,29000,Michigan,Flint city,2022
26,34000,Michigan,Grand Rapids city,2013
26,34000,Michigan,Grand Rapids city,2014
26,34000,Michigan,Grand Rapids city,2015
26,34000,Michigan,Grand Rapids city,2016
26,34000,Michigan,Grand Rapids city,2017
26,34000,Michigan,Grand Rapids city,2018
26,34000,Michigan,Grand Rapids city,2019
26,34000,Michigan,Grand Rapids city,2020
26,34000,Michigan,Grand Rapids city,2021
26,34000,Michigan,Grand Rapids city,2022
26,46000,Michigan,Lansing city,2013
26,46000,Michigan,Lansing city,2014
26,46000,Michigan,Lansing city,2015
26,46000,Michigan,Lansing city,2016
26,46000,Michigan,Lansing city,2017
26,46000,Michigan,Lansing city,2018
26,46000,Michigan,Lansing city,2019
26,46000,Michigan,Lansing city,2020
26,46000,Michigan,Lansing city,2021
26,46000,Michigan,Lansing city,2022
26,49000,Michigan,Livonia city,2013
26,49000,Michigan,Livonia city,2014
26,49000,Michigan,Livonia city,2015
26,49000,Michigan,Livonia city,2016
26,49000,Michigan,Livonia city,2017
26,49000,Michigan,Livonia city,2018
26,49000,Michigan,Livonia city,2019
26,49000,Michigan,Livonia city,2020
26,49000,Michigan,Livonia city,2021
26,49000,Michigan,Livonia city,2022
26,69035,Michigan,Rochester Hills city,2013
26,69035,Michigan,Rochester Hills city,2014
26,69035,Michigan,Rochester Hills city,2015
26,69035,Michigan,Rochester Hills city,2016
26,69035,Michigan,Rochester Hills city,2017
26,69035,Michigan,Rochester Hills city,2018
26,69035,Michigan,Rochester Hills city,2019
26,69035,Michigan,Rochester Hills city,2020
26,69035,Michigan,Rochester Hills city,2021
26,69035,Michigan,Rochester Hills city,2022
26,74900,Michigan,Southfield city,2013
26,74900,Michigan,Southfield city,2014
26,74900,Michigan,Southfield city,2015
26,74900,Michigan,Southfield city,2016
26,74900,Michigan,Southfield city,2017
26,74900,Michigan,Southfield city,2018
26,74900,Michigan,Southfield city,2019
26,74900,Michigan,Southfield city,2020
26,74900,Michigan,Southfield city,2021
26,74900,Michigan,Southfield city,2022
26,76460,Michigan,Sterling Heights city,2013
26,76460,Michigan,Sterling Heights city,2014
26,76460,Michigan,Sterling Heights city,2015
26,76460,Michigan,Sterling Heights city,2016
26,76460,Michigan,Sterling Heights city,2017
26,76460,Michigan,Sterling Heights city,2018
26,76460,Michigan,Sterling Heights city,2019
26,76460,Michigan,Sterling Heights city,2020
26,76460,Michigan,Sterling Heights city,2021
26,76460,Michigan,Sterling Heights city,2022
26,80700,Michigan,Troy city,2013
26,80700,Michigan,Troy city,2014
26,80700,Michigan,Troy city,2015
26,80700,Michigan,Troy city,2016
26,80700,Michigan,Troy city,2017
26,80700,Michigan,Troy city,2018
26,80700,Michigan,Troy city,2019
26,80700,Michigan,Troy city,2020
26,80700,Michigan,Troy city,2021
26,80700,Michigan,Troy city,2022
26,84000,Michigan,Warren city,2013
26,84000,Michigan,Warren city,2014
26,84000,Michigan,Warren city,2015
26,84000,Michigan,Warren city,2016
26,84000,Michigan,Warren city,2017
26,84000,Michigan,Warren city,2018
26,84000,Michigan,Warren city,2019
26,84000,Michigan,Warren city,2020
26,84000,Michigan,Warren city,2021
26,84000,Michigan,Warren city,2022
26,86000,Michigan,Westland city,2013
26,86000,Michigan,Westland city,2014
26,86000,Michigan,Westland city,2015
26,86000,Michigan,Westland city,2016
26,86000,Michigan,Westland city,2017
26,86000,Michigan,Westland city,2018
26,86000,Michigan,Westland city,2019
26,86000,Michigan,Westland city,2020
26,86000,Michigan,Westland city,2021
26,86000,Michigan,Westland city,2022
26,88940,Michigan,Wyoming city,2013
26,88940,Michigan,Wyoming city,2014
26,88940,Michigan,Wyoming city,2015
26,88940,Michigan,Wyoming city,2016
26,88940,Michigan,Wyoming city,2017
26,88940,Michigan,Wyoming city,2018
26,88940,Michigan,Wyoming city,2019
26,88940,Michigan,Wyoming city,2020
26,88940,Michigan,Wyoming city,2021
26,88940,Michigan,Wyoming city,2022
27,06616,Minnesota,Bloomington city,2013
27,06616,Minnesota,Bloomington city,2014
27,06616,Minnesota,Bloomington city,2015
27,06616,Minnesota,Bloomington city,2016
27,06616,Minnesota,Bloomington city,2017
27,06616,Minnesota,Bloomington city,2018
27,06616,Minnesota,Bloomington city,2019
27,06616,Minnesota,Bloomington city,2020
27,06616,Minnesota,Bloomington city,2021
27,06616,Minnesota,Bloomington city,2022
27,07966,Minnesota,Brooklyn Park city,2013
27,07966,Minnesota,Brooklyn Park city,2014
27,07966,Minnesota,Brooklyn Park city,2015
27,07966,Minnesota,Brooklyn Park city,2016
27,07966,Minnesota,Brooklyn Park city,2017
27,07966,Minnesota,Brooklyn Park city,2018
27,07966,Minnesota,Brooklyn Park city,2019
27,07966,Minnesota,Brooklyn Park city,2020
27,07966,Minnesota,Brooklyn Park city,2021
27,07966,Minnesota,Brooklyn Park city,2022
27,17000,Minnesota,Duluth city,2013
27,17000,Minnesota,Duluth city,2014
27,17000,Minnesota,Duluth city,2015
27,17000,Minnesota,Duluth city,2016
27,17000,Minnesota,Duluth city,2017
27,17000,Minnesota,Duluth city,2018
27,17000,Minnesota,Duluth city,2019
27,17000,Minnesota,Duluth city,2020
27,17000,Minnesota,Duluth city,2021
27,17000,Minnesota,Duluth city,2022
27,43000,Minnesota,Minneapolis city,2013
27,43000,Minnesota,Minneapolis city,2014
27,43000,Minnesota,Minneapolis city,2015
27,43000,Minnesota,Minneapolis city,2016
27,43000,Minnesota,Minneapolis city,2017
27,43000,Minnesota,Minneapolis city,2018
27,43000,Minnesota,Minneapolis city,2019
27,43000,Minnesota,Minneapolis city,2020
27,43000,Minnesota,Minneapolis city,2021
27,43000,Minnesota,Minneapolis city,2022
27,51730,Minnesota,Plymouth city,2013
27,51730,Minnesota,Plymouth city,2014
27,51730,Minnesota,Plymouth city,2015
27,51730,Minnesota,Plymouth city,2016
27,51730,Minnesota,Plymouth city,2017
27,51730,Minnesota,Plymouth city,2018
27,51730,Minnesota,Plymouth city,2019
27,51730,Minnesota,Plymouth city,2020
27,51730,Minnesota,Plymouth city,2021
27,51730,Minnesota,Plymouth city,2022
27,54880,Minnesota,Rochester city,2013
27,54880,Minnesota,Rochester city,2014
27,54880,Minnesota,Rochester city,2015
27,54880,Minnesota,Rochester city,2016
27,54880,Minnesota,Rochester city,2017
27,54880,Minnesota,Rochester city,2018
27,54880,Minnesota,Rochester city,2019
27,54880,Minnesota,Rochester city,2020
27,54880,Minnesota,Rochester city,2021
27,54880,Minnesota,Rochester city,2022
27,58000,Minnesota,St. Paul city,2013
27,58000,Minnesota,St. Paul city,2014
27,58000,Minnesota,St. Paul city,2015
27,58000,Minnesota,St. Paul city,2016
27,58000,Minnesota,St. Paul city,2017
27,58000,Minnesota,St. Paul city,2018
27,58000,Minnesota,St. Paul city,2019
27,58000,Minnesota,St. Paul city,2020
27,58000,Minnesota,St. Paul city,2021
27,58000,Minnesota,St. Paul city,2022
27,71428,Minnesota,Woodbury city,2013
27,71428,Minnesota,Woodbury city,2014
27,71428,Minnesota,Woodbury city,2015
27,71428,Minnesota,Woodbury city,2016
27,71428,Minnesota,Woodbury city,2017
27,71428,Minnesota,Woodbury city,2018
27,71428,Minnesota,Woodbury city,2019
27,71428,Minnesota,Woodbury city,2020
27,71428,Minnesota,Woodbury city,2021
27,71428,Minnesota,Woodbury city,2022
28,36000,Mississippi,Jackson city,2013
28,36000,Mississippi,Jackson city,2014
28,36000,Mississippi,Jackson city,2015
28,36000,Mississippi,Jackson city,2016
28,36000,Mississippi,Jackson city,2017
28,36000,Mississippi,Jackson city,2018
28,36000,Mississippi,Jackson city,2019
28,36000,Mississippi,Jackson city,2020
28,36000,Mississippi,Jackson city,2021
28,36000,Mississippi,Jackson city,2022
29,15670,Missouri,Columbia city,2013
29,15670,Missouri,Columbia city,2014
29,15670,Missouri,Columbia city,2015
29,15670,Missouri,Columbia city,2016
29,15670,Missouri,Columbia city,2017
29,15670,Missouri,Columbia city,2018
29,15670,Missouri,Columbia city,2019
29,15670,Missouri,Columbia city,2020
29,15670,Missouri,Columbia city,2021
29,15670,Missouri,Columbia city,2022
29,35000,Missouri,Independence city,2013
29,35000,Missouri,Independence city,2014
29,35000,Missouri,Independence city,2015
29,35000,Missouri,Independence city,2016
29,35000,Missouri,Independence city,2017
29,35000,Missouri,Independence city,2018
29,35000,Missouri,Independence city,2019
29,35000,Missouri,Independence city,2020
29,35000,Missouri,Independence city,2021
29,35000,Missouri,Independence city,2022
29,38000,Missouri,Kansas City city,2013
29,38000,Missouri,Kansas City city,2014
29,38000,Missouri,Kansas City city,2015
29,38000,Missouri,Kansas City city,2016
29,38000,Missouri,Kansas City city,2017
29,38000,Missouri,Kansas City city,2018
29,38000,Missouri,Kansas City city,2019
29,38000,Missouri,Kansas City city,2020
29,38000,Missouri,Kansas City city,2021
29,38000,Missouri,Kansas City city,2022
29,41348,Missouri,Lee's Summit city,2013
29,41348,Missouri,Lee's Summit city,2014
29,41348,Missouri,Lee's Summit city,2015
29,41348,Missouri,Lee's Summit city,2016
29,41348,Missouri,Lee's Summit city,2017
29,41348,Missouri,Lee's Summit city,2018
29,41348,Missouri,Lee's Summit city,2019
29,41348,Missouri,Lee's Summit city,2020
29,41348,Missouri,Lee's Summit city,2021
29,41348,Missouri,Lee's Summit city,2022
29,54074,Missouri,O'Fallon city,2013
29,54074,Missouri,O'Fallon city,2014
29,54074,Missouri,O'Fallon city,2015
29,54074,Missouri,O'Fallon city,2016
29,54074,Missouri,O'Fallon city,2017
29,54074,Missouri,O'Fallon city,2018
29,54074,Missouri,O'Fallon city,2019
29,54074,Missouri,O'Fallon city,2020
29,54074,Missouri,O'Fallon city,2021
29,54074,Missouri,O'Fallon city,2022
29,65000,Missouri,St. Louis city,2013
29,65000,Missouri,St. Louis city,2014
29,65000,Missouri,St. Louis city,2015
29,65000,Missouri,St. Louis city,2016
29,65000,Missouri,St. Louis city,2017
29,65000,Missouri,St. Louis city,2018
29,65000,Missouri,St. Louis city,2019
29,65000,Missouri,St. Louis city,2020
29,65000,Missouri,St. Louis city,2021
29,65000,Missouri,St. Louis city,2022
29,70000,Missouri,Springfield city,2013
29,70000,Missouri,Springfield city,2014
29,70000,Missouri,Springfield city,2015
29,70000,Missouri,Springfield city,2016
29,70000,Missouri,Springfield city,2017
29,70000,Missouri,Springfield city,2018
29,70000,Missouri,Springfield city,2019
29,70000,Missouri,Springfield city,2020
29,70000,Missouri,Springfield city,2021
29,70000,Missouri,Springfield city,2022
30,06550,Montana,Billings city,2013
30,06550,Montana,Billings city,2014
30,06550,Montana,Billings city,2015
30,06550,Montana,Billings city,2016
30,06550,Montana,Billings city,2017
30,06550,Montana,Billings city,2018
30,06550,Montana,Billings city,2019
30,06550,Montana,Billings city,2020
30,06550,Montana,Billings city,2021
30,06550,Montana,Billings city,2022
31,28000,Nebraska,Lincoln city,2013
31,28000,Nebraska,Lincoln city,2014
31,28000,Nebraska,Lincoln city,2015
31,28000,Nebraska,Lincoln city,2016
31,28000,Nebraska,Lincoln city,2017
31,28000,Nebraska,Lincoln city,2018
31,28000,Nebraska,Lincoln city,2019
31,28000,Nebraska,Lincoln city,2020
31,28000,Nebraska,Lincoln city,2021
31,28000,Nebraska,Lincoln city,2022
31,37000,Nebraska,Omaha city,2013
31,37000,Nebraska,Omaha city,2014
31,37000,Nebraska,Omaha city,2015
31,37000,Nebraska,Omaha city,2016
31,37000,Nebraska,Omaha city,2017
31,37000,Nebraska,Omaha city,2018
31,37000,Nebraska,Omaha city,2019
31,37000,Nebraska,Omaha city,2020
31,37000,Nebraska,Omaha city,2021
31,37000,Nebraska,Omaha city,2022
32,31900,Nevada,Henderson city,2013
32,31900,Nevada,Henderson city,2014
32,31900,Nevada,Henderson city,2015
32,31900,Nevada,Henderson city,2016
