state,place,state_name,place_name,year
06,68196,California,San Marcos city,2018
06,68196,California,San Marcos city,2019
06,68196,California,San Marcos city,2020
06,68196,California,San Marcos city,2021
06,68196,California,San Marcos city,2022
06,68252,California,San Mateo city,2013
06,68252,California,San Mateo city,2014
06,68252,California,San Mateo city,2015
06,68252,California,San Mateo city,2016
06,68252,California,San Mateo city,2017
06,68252,California,San Mateo city,2018
06,68252,California,San Mateo city,2019
06,68252,California,San Mateo city,2020
06,68252,California,San Mateo city,2021
06,68252,California,San Mateo city,2022
06,68378,California,San Ramon city,2013
06,68378,California,San Ramon city,2014
06,68378,California,San Ramon city,2015
06,68378,California,San Ramon city,2016
06,68378,California,San Ramon city,2017
06,68378,California,San Ramon city,2018
06,68378,California,San Ramon city,2019
06,68378,California,San Ramon city,2020
06,68378,California,San Ramon city,2021
06,68378,California,San Ramon city,2022
06,69000,California,Santa Ana city,2013
06,69000,California,Santa Ana city,2014
06,69000,California,Santa Ana city,2015
06,69000,California,Santa Ana city,2016
06,69000,California,Santa Ana city,2017
06,69000,California,Santa Ana city,2018
06,69000,California,Santa Ana city,2019
06,69000,California,Santa Ana city,2020
06,69000,California,Santa Ana city,2021
06,69000,California,Santa Ana city,2022
06,69070,California,Santa Barbara city,2013
06,69070,California,Santa Barbara city,2014
06,69070,California,Santa Barbara city,2015
06,69070,California,Santa Barbara city,2016
06,69070,California,Santa Barbara city,2017
06,69070,California,Santa Barbara city,2018
06,69070,California,Santa Barbara city,2019
06,69070,California,Santa Barbara city,2020
06,69070,California,Santa Barbara city,2021
06,69070,California,Santa Barbara city,2022
06,69084,California,Santa Clara city,2013
06,69084,California,Santa Clara city,2014
06,69084,California,Santa Clara city,2015
06,69084,California,Santa Clara city,2016
06,69084,California,Santa Clara city,2017
06,69084,California,Santa Clara city,2018
06,69084,California,Santa Clara city,2019
06,69084,California,Santa Clara city,2020
06,69084,California,Santa Clara city,2021
06,69084,California,Santa Clara city,2022
06,69088,California,Santa Clarita city,2013
06,69088,California,Santa Clarita city,2014
06,69088,California,Santa Clarita city,2015
06,69088,California,Santa Clarita city,2016
06,69088,California,Santa Clarita city,2017
06,69088,California,Santa Clarita city,2018
06,69088,California,Santa Clarita city,2019
06,69088,California,Santa Clarita city,2020
06,69088,California,Santa Clarita city,2021
06,69088,California,Santa Clarita city,2022
06,69196,California,Santa Maria city,2013
06,69196,California,Santa Maria city,2014
06,69196,California,Santa Maria city,2015
06,69196,California,Santa Maria city,2016
06,69196,California,Santa Maria city,2017
06,69196,California,Santa Maria city,2018
06,69196,California,Santa Maria city,2019
06,69196,California,Santa Maria city,2020
06,69196,California,Santa Maria city,2021
06,69196,California,Santa Maria city,2022
06,70000,California,Santa Monica city,2013
06,70000,California,Santa Monica city,2014
06,70000,California,Santa Monica city,2015
06,70000,California,Santa Monica city,2016
06,70000,California,Santa Monica city,2017
06,70000,California,Santa Monica city,2018
06,70000,California,Santa Monica city,2019
06,70000,California,Santa Monica city,2020
06,70000,California,Santa Monica city,2021
06,70000,California,Santa Monica city,2022
06,70098,California,Santa Rosa city,2013
06,70098,California,Santa Rosa city,2014
06,70098,California,Santa Rosa city,2015
06,70098,California,Santa Rosa city,2016
06,70098,California,Santa Rosa city,2017
06,70098,California,Santa Rosa city,2018
06,70098,California,Santa Rosa city,2019
06,70098,California,Santa Rosa city,2020
06,70098,California,Santa Rosa city,2021
06,70098,California,Santa Rosa city,2022
06,72016,California,Simi Valley city,2013
06,72016,California,Simi Valley city,2014
06,72016,California,Simi Valley city,2015
06,72016,California,Simi Valley city,2016
06,72016,California,Simi Valley city,2017
06,72016,California,Simi Valley city,2018
06,72016,California,Simi Valley city,2019
06,72016,California,Simi Valley city,2020
06,72016,California,Simi Valley city,2021
06,72016,California,Simi Valley city,2022
06,73080,California,South Gate city,2013
06,73080,California,South Gate city,2014
06,73080,California,South Gate city,2015
06,73080,California,South Gate city,2016
06,73080,California,South Gate city,2017
06,73080,California,South Gate city,2018
06,73080,California,South Gate city,2019
06,73080,California,South Gate city,2020
06,73080,California,South Gate city,2021
06,73080,California,South Gate city,2022
06,75000,California,Stockton city,2013
06,75000,California,Stockton city,2014
06,75000,California,Stockton city,2015
06,75000,California,Stockton city,2016
06,75000,California,Stockton city,2017
06,75000,California,Stockton city,2018
06,75000,California,Stockton city,2019
06,75000,California,Stockton city,2020
06,75000,California,Stockton city,2021
06,75000,California,Stockton city,2022
06,77000,California,Sunnyvale city,2013
06,77000,California,Sunnyvale city,2014
06,77000,California,Sunnyvale city,2015
06,77000,California,Sunnyvale city,2016
06,77000,California,Sunnyvale city,2017
06,77000,California,Sunnyvale city,2018
06,77000,California,Sunnyvale city,2019
06,77000,California,Sunnyvale city,2020
06,77000,California,Sunnyvale city,2021
06,77000,California,Sunnyvale city,2022
06,78120,California,Temecula city,2013
06,78120,California,Temecula city,2014
06,78120,California,Temecula city,2015
06,78120,California,Temecula city,2016
06,78120,California,Temecula city,2017
06,78120,California,Temecula city,2018
06,78120,California,Temecula city,2019
06,78120,California,Temecula city,2020
06,78120,California,Temecula city,2021
06,78120,California,Temecula city,2022
06,78582,California,Thousand Oaks city,2013
06,78582,California,Thousand Oaks city,2014
06,78582,California,Thousand Oaks city,2015
06,78582,California,Thousand Oaks city,2016
06,78582,California,Thousand Oaks city,2017
06,78582,California,Thousand Oaks city,2018
06,78582,California,Thousand Oaks city,2019
06,78582,California,Thousand Oaks city,2020
06,78582,California,Thousand Oaks city,2021
06,78582,California,Thousand Oaks city,2022
06,80000,California,Torrance city,2013
06,80000,California,Torrance city,2014
06,80000,California,Torrance city,2015
06,80000,California,Torrance city,2016
06,80000,California,Torrance city,2017
06,80000,California,Torrance city,2018
06,80000,California,Torrance city,2019
06,80000,California,Torrance city,2020
06,80000,California,Torrance city,2021
06,80000,California,Torrance city,2022
06,80238,California,Tracy city,2013
06,80238,California,Tracy city,2014
06,80238,California,Tracy city,2015
06,80238,California,Tracy city,2016
06,80238,California,Tracy city,2017
06,80238,California,Tracy city,2018
06,80238,California,Tracy city,2019
06,80238,California,Tracy city,2020
06,80238,California,Tracy city,2021
06,80238,California,Tracy city,2022
06,80854,California,Tustin city,2013
06,80854,California,Tustin city,2014
06,80854,California,Tustin city,2015
06,80854,California,Tustin city,2016
06,80854,California,Tustin city,2017
06,80854,California,Tustin city,2018
06,80854,California,Tustin city,2019
06,80854,California,Tustin city,2020
06,80854,California,Tustin city,2021
06,80854,California,Tustin city,2022
06,81344,California,Upland city,2013
06,81344,California,Upland city,2014
06,81344,California,Upland city,2015
06,81344,California,Upland city,2016
06,81344,California,Upland city,2017
06,81344,California,Upland city,2018
06,81344,California,Upland city,2019
06,81344,California,Upland city,2020
06,81344,California,Upland city,2021
06,81344,California,Upland city,2022
06,81554,California,Vacaville city,2013
06,81554,California,Vacaville city,2014
06,81554,California,Vacaville city,2015
06,81554,California,Vacaville city,2016
06,81554,California,Vacaville city,2017
06,81554,California,Vacaville city,2018
06,81554,California,Vacaville city,2019
06,81554,California,Vacaville city,2020
06,81554,California,Vacaville city,2021
06,81554,California,Vacaville city,2022
06,81666,California,Vallejo city,2013
06,81666,California,Vallejo city,2014
06,81666,California,Vallejo city,2015
06,81666,California,Vallejo city,2016
06,81666,California,Vallejo city,2017
06,81666,California,Vallejo city,2018
06,81666,California,Vallejo city,2019
06,81666,California,Vallejo city,2020
06,81666,California,Vallejo city,2021
06,81666,California,Vallejo city,2022
06,82590,California,Victorville city,2013
06,82590,California,Victorville city,2014
06,82590,California,Victorville city,2015
06,82590,California,Victorville city,2016
06,82590,California,Victorville city,2017
06,82590,California,Victorville city,2018
06,82590,California,Victorville city,2019
06,82590,California,Victorville city,2020
06,82590,California,Victorville city,2021
06,82590,California,Victorville city,2022
06,82954,California,Visalia city,2013
06,82954,California,Visalia city,2014
06,82954,California,Visalia city,2015
06,82954,California,Visalia city,2016
06,82954,California,Visalia city,2017
06,82954,California,Visalia city,2018
06,82954,California,Visalia city,2019
06,82954,California,Visalia city,2020
06,82954,California,Visalia city,2021
06,82954,California,Visalia city,2022
06,82996,California,Vista city,2013
06,82996,California,Vista city,2014
06,82996,California,Vista city,2015
06,82996,California,Vista city,2016
06,82996,California,Vista city,2017
06,82996,California,Vista city,2018
06,82996,California,Vista city,2019
06,82996,California,Vista city,2020
06,82996,California,Vista city,2021
06,82996,California,Vista city,2022
06,84200,California,West Covina city,2013
06,84200,California,West Covina city,2014
06,84200,California,West Covina city,2015
06,84200,California,West Covina city,2016
06,84200,California,West Covina city,2017
06,84200,California,West Covina city,2018
06,84200,California,West Covina city,2019
06,84200,California,West Covina city,2020
06,84200,California,West Covina city,2021
06,84200,California,West Covina city,2022
06,84550,California,Westminster city,2013
06,84550,California,Westminster city,2014
06,84550,California,Westminster city,2015
06,84550,California,Westminster city,2016
06,84550,California,Westminster city,2017
06,84550,California,Westminster city,2018
06,84550,California,Westminster city,2019
06,84550,California,Westminster city,2020
06,84550,California,Westminster city,2021
06,84550,California,Westminster city,2022
06,85292,California,Whittier city,2013
06,85292,California,Whittier city,2014
06,85292,California,Whittier city,2015
06,85292,California,Whittier city,2016
06,85292,California,Whittier city,2017
06,85292,California,Whittier city,2018
06,85292,California,Whittier city,2019
06,85292,California,Whittier city,2020
06,85292,California,Whittier city,2021
06,85292,California,Whittier city,2022
08,03455,Colorado,Arvada city,2013
08,03455,Colorado,Arvada city,2014
08,03455,Colorado,Arvada city,2015
08,03455,Colorado,Arvada city,2016
08,03455,Colorado,Arvada city,2017
08,03455,Colorado,Arvada city,2018
08,03455,Colorado,Arvada city,2019
08,03455,Colorado,Arvada city,2020
08,03455,Colorado,Arvada city,2021
08,03455,Colorado,Arvada city,2022
08,04000,Colorado,Aurora city,2013
08,04000,Colorado,Aurora city,2014
08,04000,Colorado,Aurora city,2015
08,04000,Colorado,Aurora city,2016
08,04000,Colorado,Aurora city,2017
08,04000,Colorado,Aurora city,2018
08,04000,Colorado,Aurora city,2019
08,04000,Colorado,Aurora city,2020
08,04000,Colorado,Aurora city,2021
08,04000,Colorado,Aurora city,2022
08,07850,Colorado,Boulder city,2013
08,07850,Colorado,Boulder city,2014
08,07850,Colorado,Boulder city,2015
08,07850,Colorado,Boulder city,2016
08,07850,Colorado,Boulder city,2017
08,07850,Colorado,Boulder city,2018
08,07850,Colorado,Boulder city,2019
08,07850,Colorado,Boulder city,2020
08,07850,Colorado,Boulder city,2021
08,07850,Colorado,Boulder city,2022
08,12815,Colorado,Centennial city,2013
08,12815,Colorado,Centennial city,2014
08,12815,Colorado,Centennial city,2015
08,12815,Colorado,Centennial city,2016
08,12815,Colorado,Centennial city,2017
08,12815,Colorado,Centennial city,2018
08,12815,Colorado,Centennial city,2019
08,12815,Colorado,Centennial city,2020
08,12815,Colorado,Centennial city,2021
08,12815,Colorado,Centennial city,2022
08,16000,Colorado,Colorado Springs city,2013
08,16000,Colorado,Colorado Springs city,2014
08,16000,Colorado,Colorado Springs city,2015
08,16000,Colorado,Colorado Springs city,2016
08,16000,Colorado,Colorado Springs city,2017
08,16000,Colorado,Colorado Springs city,2018
08,16000,Colorado,Colorado Springs city,2019
08,16000,Colorado,Colorado Springs city,2020
08,16000,Colorado,Colorado Springs city,2021
08,16000,Colorado,Colorado Springs city,2022
08,20000,Colorado,Denver city,2013
08,20000,Colorado,Denver city,2014
08,20000,Colorado,Denver city,2015
08,20000,Colorado,Denver city,2016
08,20000,Colorado,Denver city,2017
08,20000,Colorado,Denver city,2018
08,20000,Colorado,Denver city,2019
08,20000,Colorado,Denver city,2020
08,20000,Colorado,Denver city,2021
08,20000,Colorado,Denver city,2022
08,27425,Colorado,Fort Collins city,2013
08,27425,Colorado,Fort Collins city,2014
08,27425,Colorado,Fort Collins city,2015
08,27425,Colorado,Fort Collins city,2016
08,27425,Colorado,Fort Collins city,2017
08,27425,Colorado,Fort Collins city,2018
08,27425,Colorado,Fort Collins city,2019
08,27425,Colorado,Fort Collins city,2020
08,27425,Colorado,Fort Collins city,2021
08,27425,Colorado,Fort Collins city,2022
08,32155,Colorado,Greeley city,2013
08,32155,Colorado,Greeley city,2014
08,32155,Colorado,Greeley city,2015
08,32155,Colorado,Greeley city,2016
08,32155,Colorado,Greeley city,2017
08,32155,Colorado,Greeley city,2018
08,32155,Colorado,Greeley city,2019
08,32155,Colorado,Greeley city,2020
08,32155,Colorado,Greeley city,2021
08,32155,Colorado,Greeley city,2022
08,43000,Colorado,Lakewood city,2013
08,43000,Colorado,Lakewood city,2014
08,43000,Colorado,Lakewood city,2015
08,43000,Colorado,Lakewood city,2016
08,43000,Colorado,Lakewood city,2017
08,43000,Colorado,Lakewood city,2018
08,43000,Colorado,Lakewood city,2019
08,43000,Colorado,Lakewood city,2020
08,43000,Colorado,Lakewood city,2021
08,43000,Colorado,Lakewood city,2022
08,45970,Colorado,Longmont city,2013
08,45970,Colorado,Longmont city,2014
08,45970,Colorado,Longmont city,2015
08,45970,Colorado,Longmont city,2016
08,45970,Colorado,Longmont city,2017
08,45970,Colorado,Longmont city,2018
08,45970,Colorado,Longmont city,2019
08,45970,Colorado,Longmont city,2020
08,45970,Colorado,Longmont city,2021
08,45970,Colorado,Longmont city,2022
08,46465,Colorado,Loveland city,2013
08,46465,Colorado,Loveland city,2014
08,46465,Colorado,Loveland city,2015
08,46465,Colorado,Loveland city,2016
08,46465,Colorado,Loveland city,2017
08,46465,Colorado,Loveland city,2018
08,46465,Colorado,Loveland city,2019
08,46465,Colorado,Loveland city,2020
08,46465,Colorado,Loveland city,2021
08,46465,Colorado,Loveland city,2022
08,62000,Colorado,Pueblo city,2013
08,62000,Colorado,Pueblo city,2014
08,62000,Colorado,Pueblo city,2015
08,62000,Colorado,Pueblo city,2016
08,62000,Colorado,Pueblo city,2017
08,62000,Colorado,Pueblo city,2018
08,62000,Colorado,Pueblo city,2019
08,62000,Colorado,Pueblo city,2020
08,62000,Colorado,Pueblo city,2021
08,62000,Colorado,Pueblo city,2022
08,77290,Colorado,Thornton city,2013
08,77290,Colorado,Thornton city,2014
08,77290,Colorado,Thornton city,2015
08,77290,Colorado,Thornton city,2016
08,77290,Colorado,Thornton city,2017
08,77290,Colorado,Thornton city,2018
08,77290,Colorado,Thornton city,2019
08,77290,Colorado,Thornton city,2020
08,77290,Colorado,Thornton city,2021
08,77290,Colorado,Thornton city,2022
08,83835,Colorado,Westminster city,2013
08,83835,Colorado,Westminster city,2014
08,83835,Colorado,Westminster city,2015
08,83835,Colorado,Westminster city,2016
08,83835,Colorado,Westminster city,2017
08,83835,Colorado,Westminster city,2018
08,83835,Colorado,Westminster city,2019
08,83835,Colorado,Westminster city,2020
08,83835,Colorado,Westminster city,2021
08,83835,Colorado,Westminster city,2022
09,08000,Connecticut,Bridgeport city,2013
09,08000,Connecticut,Bridgeport city,2014
09,08000,Connecticut,Bridgeport city,2015
09,08000,Connecticut,Bridgeport city,2016
09,08000,Connecticut,Bridgeport city,2017
09,08000,Connecticut,Bridgeport city,2018
09,08000,Connecticut,Bridgeport city,2019
09,08000,Connecticut,Bridgeport city,2020
09,08000,Connecticut,Bridgeport city,2021
09,08000,Connecticut,Bridgeport city,2022
09,18430,Connecticut,Danbury city,2013
09,18430,Connecticut,Danbury city,2014
09,18430,Connecticut,Danbury city,2015
09,18430,Connecticut,Danbury city,2016
09,18430,Connecticut,Danbury city,2017
09,18430,Connecticut,Danbury city,2018
09,18430,Connecticut,Danbury city,2019
09,18430,Connecticut,Danbury city,2020
09,18430,Connecticut,Danbury city,2021
09,18430,Connecticut,Danbury city,2022
09,37000,Connecticut,Hartford city,2013
09,37000,Connecticut,Hartford city,2014
09,37000,Connecticut,Hartford city,2015
09,37000,Connecticut,Hartford city,2016
09,37000,Connecticut,Hartford city,2017
09,37000,Connecticut,Hartford city,2018
09,37000,Connecticut,Hartford city,2019
09,37000,Connecticut,Hartford city,2020
09,37000,Connecticut,Hartford city,2021
09,37000,Connecticut,Hartford city,2022
09,52000,Connecticut,New Haven city,2013
09,52000,Connecticut,New Haven city,2014
09,52000,Connecticut,New Haven city,2015
09,52000,Connecticut,New Haven city,2016
09,52000,Connecticut,New Haven city,2017
09,52000,Connecticut,New Haven city,2018
09,52000,Connecticut,New Haven city,2019
09,52000,Connecticut,New Haven city,2020
09,52000,Connecticut,New Haven city,2021
09,52000,Connecticut,New Haven city,2022
09,55990,Connecticut,Norwalk city,2013
09,55990,Connecticut,Norwalk city,2014
09,55990,Connecticut,Norwalk city,2015
09,55990,Connecticut,Norwalk city,2016
09,55990,Connecticut,Norwalk city,2017
09,55990,Connecticut,Norwalk city,2018
09,55990,Connecticut,Norwalk city,2019
09,55990,Connecticut,Norwalk city,2020
09,55990,Connecticut,Norwalk city,2021
09,55990,Connecticut,Norwalk city,2022
09,73000,Connecticut,Stamford city,2013
09,73000,Connecticut,Stamford city,2014
09,73000,Connecticut,Stamford city,2015
09,73000,Connecticut,Stamford city,2016
09,73000,Connecticut,Stamford city,2017
09,73000,Connecticut,Stamford city,2018
09,73000,Connecticut,Stamford city,2019
09,73000,Connecticut,Stamford city,2020
09,73000,Connecticut,Stamford city,2021
09,73000,Connecticut,Stamford city,2022
09,80000,Connecticut,Waterbury city,2013
09,80000,Connecticut,Waterbury city,2014
09,80000,Connecticut,Waterbury city,2015
09,80000,Connecticut,Waterbury city,2016
09,80000,Connecticut,Waterbury city,2017
09,80000,Connecticut,Waterbury city,2018
09,80000,Connecticut,Waterbury city,2019
09,80000,Connecticut,Waterbury city,2020
09,80000,Connecticut,Waterbury city,2021
09,80000,Connecticut,Waterbury city,2022
11,50000,District of Columbia,Washington city,2013
11,50000,District of Columbia,Washington city,2014
11,50000,District of Columbia,Washington city,2015
11,50000,District of Columbia,Washington city,2016
11,50000,District of Columbia,Washington city,2017
11,50000,District of Columbia,Washington city,2018
11,50000,District of Columbia,Washington city,2019
11,50000,District of Columbia,Washington city,2020
11,50000,District of Columbia,Washington city,2021
11,50000,District of Columbia,Washington city,2022
12,07300,Florida,Boca Raton city,2013
12,07300,Florida,Boca Raton city,2014
12,07300,Florida,Boca Raton city,2015
12,07300,Florida,Boca Raton city,2016
12,07300,Florida,Boca Raton city,2017
12,07300,Florida,Boca Raton city,2018
12,07300,Florida,Boca Raton city,2019
12,07300,Florida,Boca Raton city,2020
12,07300,Florida,Boca Raton city,2021
12,07300,Florida,Boca Raton city,2022
12,07875,Florida,Boynton Beach city,2013
12,07875,Florida,Boynton Beach city,2014
12,07875,Florida,Boynton Beach city,2015
12,07875,Florida,Boynton Beach city,2016
12,07875,Florida,Boynton Beach city,2017
12,07875,Florida,Boynton Beach city,2018
12,07875,Florida,Boynton Beach city,2019
12,07875,Florida,Boynton Beach city,2020
12,07875,Florida,Boynton Beach city,2021
12,07875,Florida,Boynton Beach city,2022
12,10275,Florida,Cape Coral city,2013
12,10275,Florida,Cape Coral city,2014
12,10275,Florida,Cape Coral city,2015
12,10275,Florida,Cape Coral city,2016
12,10275,Florida,Cape Coral city,2017
12,10275,Florida,Cape Coral city,2018
12,10275,Florida,Cape Coral city,2019
12,10275,Florida,Cape Coral city,2020
12,10275,Florida,Cape Coral city,2021
12,10275,Florida,Cape Coral city,2022
12,12875,Florida,Clearwater city,2013
12,12875,Florida,Clearwater city,2014
12,12875,Florida,Clearwater city,2015
12,12875,Florida,Clearwater city,2016
12,12875,Florida,Clearwater city,2017
12,12875,Florida,Clearwater city,2018
12,12875,Florida,Clearwater city,2019
12,12875,Florida,Clearwater city,2020
12,12875,Florida,Clearwater city,2021
12,12875,Florida,Clearwater city,2022
12,14400,Florida,Coral Springs city,2013
12,14400,Florida,Coral Springs city,2014
12,14400,Florida,Coral Springs city,2015
12,14400,Florida,Coral Springs city,2016
12,14400,Florida,Coral Springs city,2017
12,14400,Florida,Coral Springs city,2018
12,14400,Florida,Coral Springs city,2019
12,14400,Florida,Coral Springs city,2020
12,14400,Florida,Coral Springs city,2021
12,14400,Florida,Coral Springs city,2022
12,16475,Florida,Davie town,2013
12,16475,Florida,Davie town,2014
12,16475,Florida,Davie town,2015
12,16475,Florida,Davie town,2016
12,16475,Florida,Davie town,2017
12,16475,Florida,Davie town,2018
12,16475,Florida,Davie town,2019
12,16475,Florida,Davie town,2020
12,16475,Florida,Davie town,2021
12,16475,Florida,Davie town,2022
12,16725,Florida,Deerfield Beach city,2013
12,16725,Florida,Deerfield Beach city,2014
12,16725,Florida,Deerfield Beach city,2015
12,16725,Florida,Deerfield Beach city,2016
12,16725,Florida,Deerfield Beach city,2017
12,16725,Florida,Deerfield Beach city,2018
12,16725,Florida,Deerfield Beach city,2019
12,16725,Florida,Deerfield Beach city,2020
12,16725,Florida,Deerfield Beach city,2021
12,16725,Florida,Deerfield Beach city,2022
12,17200,Florida,Deltona city,2013
12,17200,Florida,Deltona city,2014
12,17200,Florida,Deltona city,2015
12,17200,Florida,Deltona city,2016
12,17200,Florida,Deltona city,2017
12,17200,Florida,Deltona city,2018
12,17200,Florida,Deltona city,2019
12,17200,Florida,Deltona city,2020
12,17200,Florida,Deltona city,2021
12,17200,Florida,Deltona city,2022
12,17935,Florida,Doral city,2013
12,17935,Florida,Doral city,2014
12,17935,Florida,Doral city,2015
12,17935,Florida,Doral city,2016
12,17935,Florida,Doral city,2017
12,17935,Florida,Doral city,2018
12,17935,Florida,Doral city,2019
12,17935,Florida,Doral city,2020
12,17935,Florida,Doral city,2021
12,17935,Florida,Doral city,2022
12,24000,Florida,Fort Lauderdale city,2013
12,24000,Florida,Fort Lauderdale city,2014
12,24000,Florida,Fort Lauderdale city,2015
12,24000,Florida,Fort Lauderdale city,2016
12,24000,Florida,Fort Lauderdale city,2017
12,24000,Florida,Fort Lauderdale city,2018
12,24000,Florida,Fort Lauderdale city,2019
12,24000,Florida,Fort Lauderdale city,2020
12,24000,Florida,Fort Lauderdale city,2021
12,24000,Florida,Fort Lauderdale city,2022
12,24125,Florida,Fort Myers city,2013
12,24125,Florida,Fort Myers city,2014
12,24125,Florida,Fort Myers city,2015
12,24125,Florida,Fort Myers city,2016
12,24125,Florida,Fort Myers city,2017
12,24125,Florida,Fort Myers city,2018
12,24125,Florida,Fort Myers city,2019
12,24125,Florida,Fort Myers city,2020
12,24125,Florida,Fort Myers city,2021
12,24125,Florida,Fort Myers city,2022
12,25175,Florida,Gainesville city,2013
12,25175,Florida,Gainesville city,2014
12,25175,Florida,Gainesville city,2015
12,25175,Florida,Gainesville city,2016
12,25175,Florida,Gainesville city,2017
12,25175,Florida,Gainesville city,2018
12,25175,Florida,Gainesville city,2019
12,25175,Florida,Gainesville city,2020
12,25175,Florida,Gainesville city,2021
12,25175,Florida,Gainesville city,2022
12,30000,Florida,Hialeah city,2013
12,30000,Florida,Hialeah city,2014
12,30000,Florida,Hialeah city,2015
12,30000,Florida,Hialeah city,2016
12,30000,Florida,Hialeah city,2017
12,30000,Florida,Hialeah city,2018
12,30000,Florida,Hialeah city,2019
12,30000,Florida,Hialeah city,2020
12,30000,Florida,Hialeah city,2021
12,30000,Florida,Hialeah city,2022
12,32000,Florida,Hollywood city,2013
12,32000,Florida,Hollywood city,2014
12,32000,Florida,Hollywood city,2015
12,32000,Florida,Hollywood city,2016
12,32000,Florida,Hollywood city,2017
12,32000,Florida,Hollywood city,2018
12,32000,Florida,Hollywood city,2019
12,32000,Florida,Hollywood city,2020
12,32000,Florida,Hollywood city,2021
12,32000,Florida,Hollywood city,2022
12,32275,Florida,Homestead city,2013
12,32275,Florida,Homestead city,2014
12,32275,Florida,Homestead city,2015
12,32275,Florida,Homestead city,2016
12,32275,Florida,Homestead city,2017
12,32275,Florida,Homestead city,2018
12,32275,Florida,Homestead city,2019
12,32275,Florida,Homestead city,2020
12,32275,Florida,Homestead city,2021
12,32275,Florida,Homestead city,2022
12,35000,Florida,Jacksonville city,2013
12,35000,Florida,Jacksonville city,2014
12,35000,Florida,Jacksonville city,2015
12,35000,Florida,Jacksonville city,2016
12,35000,Florida,Jacksonville city,2017
12,35000,Florida,Jacksonville city,2018
12,35000,Florida,Jacksonville city,2019
12,35000,Florida,Jacksonville city,2020
12,35000,Florida,Jacksonville city,2021
12,35000,Florida,Jacksonville city,2022
12,36950,Florida,Kissimmee city,2013
12,36950,Florida,Kissimmee city,2014
12,36950,Florida,Kissimmee city,2015
12,36950,Florida,Kissimmee city,2016
12,36950,Florida,Kissimmee city,2017
12,36950,Florida,Kissimmee city,2018
12,36950,Florida,Kissimmee city,2019
12,36950,Florida,Kissimmee city,2020
12,36950,Florida,Kissimmee city,2021
12,36950,Florida,Kissimmee city,2022
12,38250,Florida,Lakeland city,2013
12,38250,Florida,Lakeland city,2014
12,38250,Florida,Lakeland city,2015
12,38250,Florida,Lakeland city,2016
12,38250,Florida,Lakeland city,2017
12,38250,Florida,Lakeland city,2018
12,38250,Florida,Lakeland city,2019
12,38250,Florida,Lakeland city,2020
12,38250,Florida,Lakeland city,2021
12,38250,Florida,Lakeland city,2022
12,39425,Florida,Largo city,2013
12,39425,Florida,Largo city,2014
12,39425,Florida,Largo city,2015
12,39425,Florida,Largo city,2016
12,39425,Florida,Largo city,2017
12,39425,Florida,Largo city,2018
12,39425,Florida,Largo city,2019
12,39425,Florida,Largo city,2020
12,39425,Florida,Largo city,2021
12,39425,Florida,Largo city,2022
12,43975,Florida,Melbourne city,2013
12,43975,Florida,Melbourne city,2014
12,43975,Florida,Melbourne city,2015
12,43975,Florida,Melbourne city,2016
12,43975,Florida,Melbourne city,2017
12,43975,Florida,Melbourne city,2018
12,43975,Florida,Melbourne city,2019
12,43975,Florida,Melbourne city,2020
12,43975,Florida,Melbourne city,2021
12,43975,Florida,Melbourne city,2022
12,45000,Florida,Miami city,2013
12,45000,Florida,Miami city,2014
12,45000,Florida,Miami city,2015
12,45000,Florida,Miami city,2016
12,45000,Florida,Miami city,2017
12,45000,Florida,Miami city,2018
12,45000,Florida,Miami city,2019
12,45000,Florida,Miami city,2020
12,45000,Florida,Miami city,2021
12,45000,Florida,Miami city,2022
12,45025,Florida,Miami Beach city,2013
12,45025,Florida,Miami Beach city,2014
12,45025,Florida,Miami Beach city,2015
12,45025,Florida,Miami Beach city,2016
12,45025,Florida,Miami Beach city,2017
12,45025,Florida,Miami Beach city,2018
12,45025,Florida,Miami Beach city,2019
12,45025,Florida,Miami Beach city,2020
12,45025,Florida,Miami Beach city,2021
12,45025,Florida,Miami Beach city,2022
12,45060,Florida,Miami Gardens city,2013
12,45060,Florida,Miami Gardens city,2014
12,45060,Florida,Miami Gardens city,2015
12,45060,Florida,Miami Gardens city,2016
12,45060,Florida,Miami Gardens city,2017
12,45060,Florida,Miami Gardens city,2018
12,45060,Florida,Miami Gardens city,2019
12,45060,Florida,Miami Gardens city,2020
12,45060,Florida,Miami Gardens city,2021
12,45060,Florida,Miami Gardens city,2022
12,45975,Florida,Miramar city,2013
12,45975,Florida,Miramar city,2014
12,45975,Florida,Miramar city,2015
12,45975,Florida,Miramar city,2016
12,45975,Florida,Miramar city,2017
12,45975,Florida,Miramar city,2018
12,45975,Florida,Miramar city,2019
12,45975,Florida,Miramar city,2020
12,45975,Florida,Miramar city,2021
12,45975,Florida,Miramar city,2022
12,49675,Florida,North Port city,2013
12,49675,Florida,North Port city,2014
12,49675,Florida,North Port city,2015
12,49675,Florida,North Port city,2016
12,49675,Florida,North Port city,2017
12,49675,Florida,North Port city,2018
12,49675,Florida,North Port city,2019
12,49675,Florida,North Port city,2020
12,49675,Florida,North Port city,2021
12,49675,Florida,North Port city,2022
12,53000,Florida,Orlando city,2013
12,53000,Florida,Orlando city,2014
12,53000,Florida,Orlando city,2015
12,53000,Florida,Orlando city,2016
12,53000,Florida,Orlando city,2017
12,53000,Florida,Orlando city,2018
12,53000,Florida,Orlando city,2019
