year,state,county
2015,29,117
2015,29,119
2015,29,121
2015,29,123
2015,29,125
2015,29,127
2015,29,129
2015,29,131
2015,29,133
2015,29,135
2015,29,137
2015,29,139
2015,29,141
2015,29,143
2015,29,145
2015,29,147
2015,29,149
2015,29,151
2015,29,153
2015,29,155
2015,29,157
2015,29,159
2015,29,161
2015,29,163
2015,29,165
2015,29,167
2015,29,169
2015,29,171
2015,29,173
2015,29,175
2015,29,177
2015,29,179
2015,29,181
2015,29,183
2015,29,185
2015,29,186
2015,29,187
2015,29,189
2015,29,195
2015,29,197
2015,29,199
2015,29,201
2015,29,203
2015,29,205
2015,29,207
2015,29,209
2015,29,211
2015,29,213
2015,29,215
2015,29,217
2015,29,219
2015,29,221
2015,29,223
2015,29,225
2015,29,227
2015,29,229
2015,29,510
2015,30,001
2015,30,003
2015,30,005
2015,30,007
2015,30,009
2015,30,011
2015,30,013
2015,30,015
2015,30,017
2015,30,019
2015,30,021
2015,30,023
2015,30,025
2015,30,027
2015,30,029
2015,30,031
2015,30,033
2015,30,035
2015,30,037
2015,30,039
2015,30,041
2015,30,043
2015,30,045
2015,30,047
2015,30,049
2015,30,051
2015,30,053
2015,30,055
2015,30,057
2015,30,059
2015,30,061
2015,30,063
2015,30,065
2015,30,067
2015,30,069
2015,30,071
2015,30,073
2015,30,075
2015,30,077
2015,30,079
2015,30,081
2015,30,083
2015,30,085
2015,30,087
2015,30,089
2015,30,091
2015,30,093
2015,30,095
2015,30,097
2015,30,099
2015,30,101
2015,30,103
2015,30,105
2015,30,107
2015,30,109
2015,30,111
2015,31,001
2015,31,003
2015,31,005
2015,31,007
2015,31,009
2015,31,011
2015,31,013
2015,31,015
2015,31,017
2015,31,019
2015,31,021
2015,31,023
2015,31,025
2015,31,027
2015,31,029
2015,31,031
2015,31,033
2015,31,035
2015,31,037
2015,31,039
2015,31,041
2015,31,043
2015,31,045
2015,31,047
2015,31,049
2015,31,051
2015,31,053
2015,31,055
2015,31,057
2015,31,059
2015,31,061
2015,31,063
2015,31,065
2015,31,067
2015,31,069
2015,31,071
2015,31,073
2015,31,075
2015,31,077
2015,31,079
2015,31,081
2015,31,083
2015,31,085
2015,31,087
2015,31,089
2015,31,091
2015,31,093
2015,31,095
2015,31,097
2015,31,099
2015,31,101
2015,31,103
2015,31,105
2015,31,107
2015,31,109
2015,31,111
2015,31,113
2015,31,115
2015,31,117
2015,31,119
2015,31,121
2015,31,123
2015,31,125
2015,31,127
2015,31,129
2015,31,131
2015,31,133
2015,31,135
2015,31,137
2015,31,139
2015,31,141
2015,31,143
2015,31,145
2015,31,147
2015,31,149
2015,31,151
2015,31,153
2015,31,155
2015,31,157
2015,31,159
2015,31,161
2015,31,163
2015,31,165
2015,31,167
2015,31,169
2015,31,171
2015,31,173
2015,31,175
2015,31,177
2015,31,179
2015,31,181
2015,31,183
2015,31,185
2015,32,001
2015,32,003
2015,32,005
2015,32,007
2015,32,009
2015,32,011
2015,32,013
2015,32,015
2015,32,017
2015,32,019
2015,32,021
2015,32,023
2015,32,027
2015,32,029
2015,32,031
2015,32,033
2015,32,510
2015,33,001
2015,33,003
2015,33,005
2015,33,007
2015,33,009
2015,33,011
2015,33,013
2015,33,015
2015,33,017
2015,33,019
2015,34,001
2015,34,003
2015,34,005
2015,34,007
2015,34,009
2015,34,011
2015,34,013
2015,34,015
2015,34,017
2015,34,019
2015,34,021
2015,34,023
2015,34,025
2015,34,027
2015,34,029
2015,34,031
2015,34,033
2015,34,035
2015,34,037
2015,34,039
2015,34,041
2015,35,001
2015,35,003
2015,35,005
2015,35,006
2015,35,007
2015,35,009
2015,35,011
2015,35,013
2015,35,015
2015,35,017
2015,35,019
2015,35,021
2015,35,023
2015,35,025
2015,35,027
2015,35,028
2015,35,029
2015,35,031
2015,35,033
2015,35,035
2015,35,037
2015,35,039
2015,35,041
2015,35,043
2015,35,045
2015,35,047
2015,35,049
2015,35,051
2015,35,053
2015,35,055
2015,35,057
2015,35,059
2015,35,061
2015,36,001
2015,36,003
2015,36,005
2015,36,007
2015,36,009
2015,36,011
2015,36,013
2015,36,015
2015,36,017
2015,36,019
2015,36,021
2015,36,023
2015,36,025
2015,36,027
2015,36,029
2015,36,031
2015,36,033
2015,36,035
2015,36,037
2015,36,039
2015,36,041
2015,36,043
2015,36,045
2015,36,047
2015,36,049
2015,36,051
2015,36,053
2015,36,055
2015,36,057
2015,36,059
2015,36,061
2015,36,063
2015,36,065
2015,36,067
2015,36,069
2015,36,071
2015,36,073
2015,36,075
2015,36,077
2015,36,079
2015,36,081
2015,36,083
2015,36,085
2015,36,087
2015,36,089
2015,36,091
2015,36,093
2015,36,095
2015,36,097
2015,36,099
2015,36,101
2015,36,103
2015,36,105
2015,36,107
2015,36,109
2015,36,111
2015,36,113
2015,36,115
2015,36,117
2015,36,119
2015,36,121
2015,36,123
2015,37,001
2015,37,003
2015,37,005
2015,37,007
2015,37,009
2015,37,011
2015,37,013
2015,37,015
2015,37,017
2015,37,019
2015,37,021
2015,37,023
2015,37,025
2015,37,027
2015,37,029
2015,37,031
2015,37,033
2015,37,035
2015,37,037
2015,37,039
2015,37,041
2015,37,043
2015,37,045
2015,37,047
2015,37,049
2015,37,051
2015,37,053
2015,37,055
2015,37,057
2015,37,059
2015,37,061
2015,37,063
2015,37,065
2015,37,067
2015,37,069
2015,37,071
2015,37,073
2015,37,075
2015,37,077
2015,37,079
2015,37,081
2015,37,083
2015,37,085
2015,37,087
2015,37,089
2015,37,091
2015,37,093
2015,37,095
2015,37,097
2015,37,099
2015,37,101
2015,37,103
2015,37,105
2015,37,107
2015,37,109
2015,37,111
2015,37,113
2015,37,115
2015,37,117
2015,37,119
2015,37,121
2015,37,123
2015,37,125
2015,37,127
2015,37,129
2015,37,131
2015,37,133
2015,37,135
2015,37,137
2015,37,139
2015,37,141
2015,37,143
2015,37,145
2015,37,147
2015,37,149
2015,37,151
2015,37,153
2015,37,155
2015,37,157
2015,37,159
2015,37,161
2015,37,163
2015,37,165
2015,37,167
2015,37,169
2015,37,171
2015,37,173
2015,37,175
2015,37,177
2015,37,179
2015,37,181
2015,37,183
2015,37,185
2015,37,187
2015,37,189
2015,37,191
2015,37,193
2015,37,195
2015,37,197
2015,37,199
2015,38,001
2015,38,003
2015,38,005
2015,38,007
2015,38,009
2015,38,011
2015,38,013
2015,38,015
2015,38,017
2015,38,019
2015,38,021
2015,38,023
2015,38,025
2015,38,027
2015,38,029
2015,38,031
2015,38,033
2015,38,035
2015,38,037
2015,38,039
2015,38,041
2015,38,043
2015,38,045
2015,38,047
2015,38,049
2015,38,051
2015,38,053
2015,38,055
2015,38,057
2015,38,059
2015,38,061
2015,38,063
2015,38,065
2015,38,067
2015,38,069
2015,38,071
2015,38,073
2015,38,075
2015,38,077
2015,38,079
2015,38,081
2015,38,083
2015,38,085
2015,38,087
2015,38,089
2015,38,091
2015,38,093
2015,38,095
2015,38,097
2015,38,099
2015,38,101
2015,38,103
2015,38,105
2015,39,001
2015,39,003
2015,39,005
2015,39,007
2015,39,009
2015,39,011
2015,39,013
2015,39,015
2015,39,017
2015,39,019
2015,39,021
2015,39,023
2015,39,025
2015,39,027
2015,39,029
2015,39,031
2015,39,033
2015,39,035
2015,39,037
2015,39,039
2015,39,041
2015,39,043
2015,39,045
2015,39,047
2015,39,049
2015,39,051
2015,39,053
2015,39,055
2015,39,057
2015,39,059
2015,39,061
2015,39,063
2015,39,065
2015,39,067
2015,39,069
2015,39,071
2015,39,073
2015,39,075
2015,39,077
2015,39,079
2015,39,081
2015,39,083
2015,39,085
2015,39,087
2015,39,089
2015,39,091
2015,39,093
2015,39,095
2015,39,097
2015,39,099
2015,39,101
2015,39,103
2015,39,105
2015,39,107
2015,39,109
2015,39,111
2015,39,113
2015,39,115
2015,39,117
2015,39,119
2015,39,121
2015,39,123
2015,39,125
2015,39,127
2015,39,129
2015,39,131
2015,39,133
2015,39,135
2015,39,137
2015,39,139
2015,39,141
2015,39,143
2015,39,145
2015,39,147
2015,39,149
2015,39,151
2015,39,153
2015,39,155
2015,39,157
2015,39,159
2015,39,161
2015,39,163
2015,39,165
2015,39,167
2015,39,169
2015,39,171
2015,39,173
2015,39,175
2015,40,001
2015,40,003
2015,40,005
2015,40,007
2015,40,009
2015,40,011
2015,40,013
2015,40,015
2015,40,017
2015,40,019
2015,40,021
2015,40,023
2015,40,025
2015,40,027
2015,40,029
2015,40,031
2015,40,033
2015,40,035
2015,40,037
2015,40,039
2015,40,041
2015,40,043
2015,40,045
2015,40,047
2015,40,049
2015,40,051
2015,40,053
2015,40,055
2015,40,057
2015,40,059
2015,40,061
2015,40,063
2015,40,065
2015,40,067
2015,40,069
2015,40,071
2015,40,073
2015,40,075
2015,40,077
2015,40,079
2015,40,081
2015,40,083
2015,40,085
2015,40,087
2015,40,089
2015,40,091
2015,40,093
2015,40,095
2015,40,097
2015,40,099
2015,40,101
2015,40,103
2015,40,105
2015,40,107
2015,40,109
2015,40,111
2015,40,113
2015,40,115
2015,40,117
2015,40,119
2015,40,121
2015,40,123
2015,40,125
2015,40,127
2015,40,129
2015,40,131
2015,40,133
2015,40,135
2015,40,137
2015,40,139
2015,40,141
2015,40,143
2015,40,145
2015,40,147
2015,40,149
2015,40,151
2015,40,153
2015,41,001
2015,41,003
2015,41,005
2015,41,007
2015,41,009
2015,41,011
2015,41,013
2015,41,015
2015,41,017
2015,41,019
2015,41,021
2015,41,023
2015,41,025
2015,41,027
2015,41,029
2015,41,031
2015,41,033
2015,41,035
2015,41,037
2015,41,039
2015,41,041
2015,41,043
2015,41,045
2015,41,047
2015,41,049
2015,41,051
2015,41,053
2015,41,055
2015,41,057
2015,41,059
2015,41,061
2015,41,063
2015,41,065
2015,41,067
2015,41,069
2015,41,071
2015,42,001
2015,42,003
2015,42,005
2015,42,007
2015,42,009
2015,42,011
2015,42,013
2015,42,015
2015,42,017
2015,42,019
2015,42,021
2015,42,023
2015,42,025
2015,42,027
2015,42,029
2015,42,031
2015,42,033
2015,42,035
2015,42,037
2015,42,039
2015,42,041
2015,42,043
2015,42,045
2015,42,047
2015,42,049
2015,42,051
2015,42,053
2015,42,055
2015,42,057
2015,42,059
2015,42,061
2015,42,063
2015,42,065
2015,42,067
2015,42,069
2015,42,071
2015,42,073
2015,42,075
2015,42,077
2015,42,079
2015,42,081
2015,42,083
2015,42,085
2015,42,087
2015,42,089
2015,42,091
2015,42,093
2015,42,095
2015,42,097
2015,42,099
2015,42,101
2015,42,103
2015,42,105
2015,42,107
2015,42,109
2015,42,111
2015,42,113
2015,42,115
2015,42,117
2015,42,119
2015,42,121
2015,42,123
2015,42,125
2015,42,127
2015,42,129
2015,42,131
2015,42,133
2015,44,001
2015,44,003
2015,44,005
2015,44,007
2015,44,009
2015,45,001
2015,45,003
2015,45,005
2015,45,007
2015,45,009
2015,45,011
2015,45,013
2015,45,015
2015,45,017
2015,45,019
2015,45,021
2015,45,023
2015,45,025
2015,45,027
2015,45,029
2015,45,031
2015,45,033
2015,45,035
2015,45,037
2015,45,039
2015,45,041
2015,45,043
2015,45,045
2015,45,047
2015,45,049
2015,45,051
2015,45,053
2015,45,055
2015,45,057
2015,45,059
2015,45,061
2015,45,063
2015,45,065
2015,45,067
2015,45,069
2015,45,071
2015,45,073
2015,45,075
2015,45,077
2015,45,079
2015,45,081
2015,45,083
2015,45,085
2015,45,087
2015,45,089
2015,45,091
2015,46,003
2015,46,005
2015,46,007
2015,46,009
2015,46,011
2015,46,013
2015,46,015
2015,46,017
2015,46,019
2015,46,021
2015,46,023
2015,46,025
2015,46,027
2015,46,029
2015,46,031
2015,46,033
2015,46,035
2015,46,037
2015,46,039
2015,46,041
2015,46,043
2015,46,045
2015,46,047
2015,46,049
2015,46,051
2015,46,053
2015,46,055
2015,46,057
2015,46,059
2015,46,061
2015,46,063
2015,46,065
2015,46,067
2015,46,069
2015,46,071
2015,46,073
2015,46,075
2015,46,077
2015,46,079
2015,46,081
2015,46,083
2015,46,085
2015,46,087
2015,46,089
2015,46,091
2015,46,093
2015,46,095
2015,46,097
2015,46,099
2015,46,101
2015,46,102
2015,46,103
2015,46,105
2015,46,107
2015,46,109
2015,46,111
2015,46,115
2015,46,117
2015,46,119
2015,46,121
2015,46,123
2015,46,125
2015,46,127
2015,46,129
2015,46,135
2015,46,137
2015,47,001
2015,47,003
2015,47,005
2015,47,007
2015,47,009
2015,47,011
2015,47,013
2015,47,015
2015,47,017
2015,47,019
2015,47,021
2015,47,023
2015,47,025
2015,47,027
2015,47,029
2015,47,031
2015,47,033
2015,47,035
2015,47,037
2015,47,039
2015,47,041
2015,47,043
2015,47,045
2015,47,047
2015,47,049
2015,47,051
2015,47,053
2015,47,055
2015,47,057
2015,47,059
2015,47,061
2015,47,063
2015,47,065
2015,47,067
2015,47,069
2015,47,071
2015,47,073
2015,47,075
2015,47,077
2015,47,079
2015,47,081
2015,47,083
2015,47,085
2015,47,087
2015,47,089
2015,47,091
2015,47,093
2015,47,095
2015,47,097
2015,47,099
2015,47,101
2015,47,103
2015,47,105
2015,47,107
2015,47,109
2015,47,111
2015,47,113
2015,47,115
2015,47,117
2015,47,119
2015,47,121
2015,47,123
2015,47,125
2015,47,127
2015,47,129
2015,47,131
2015,47,133
2015,47,135
2015,47,137
2015,47,139
2015,47,141
2015,47,143
2015,47,145
2015,47,147
2015,47,149
2015,47,151
2015,47,153
2015,47,155
2015,47,157
2015,47,159
2015,47,161
2015,47,163
2015,47,165
2015,47,167
2015,47,169
2015,47,171
2015,47,173
2015,47,175
2015,47,177
2015,47,179
2015,47,181
2015,47,183
2015,47,185
2015,47,187
2015,47,189
2015,48,001
2015,48,003
2015,48,005
2015,48,007
2015,48,009
2015,48,011
2015,48,013
2015,48,015
2015,48,017
2015,48,019
2015,48,021
2015,48,023
2015,48,025
2015,48,027
2015,48,029
2015,48,031
2015,48,033
2015,48,035
2015,48,037
2015,48,039
2015,48,041
2015,48,043
2015,48,045
2015,48,047
2015,48,049
2015,48,051
2015,48,053
2015,48,055
2015,48,057
2015,48,059
2015,48,061
2015,48,063
2015,48,065
2015,48,067
2015,48,069
2015,48,071
2015,48,073
2015,48,075
2015,48,077
2015,48,079
2015,48,081
2015,48,083
2015,48,085
2015,48,087
2015,48,089
2015,48,091
2015,48,093
2015,48,095
2015,48,097
2015,48,099
2015,48,101
2015,48,103
2015,48,105
2015,48,107
2015,48,109
2015,48,111
2015,48,113
2015,48,115
2015,48,117
2015,48,119
2015,48,121
2015,48,123
2015,48,125
2015,48,127
2015,48,129
2015,48,131
2015,48,133
2015,48,135
2015,48,137
2015,48,139
2015,48,141
2015,48,143
2015,48,145
2015,48,147
2015,48,149
2015,48,151
2015,48,153
2015,48,155
2015,48,157
2015,48,159
2015,48,161
2015,48,163
2015,48,165
2015,48,167
2015,48,169
2015,48,171
2015,48,173
2015,48,175
2015,48,177
2015,48,179
2015,48,181
2015,48,183
2015,48,185
2015,48,187
2015,48,189
2015,48,191
2015,48,193
2015,48,195
2015,48,197
2015,48,199
2015,48,201
2015,48,203
2015,48,205
2015,48,207
2015,48,209
2015,48,211
2015,48,213
2015,48,215
2015,48,217
2015,48,219
2015,48,221
2015,48,223
2015,48,225
2015,48,227
2015,48,229
2015,48,231
2015,48,233
2015,48,235
2015,48,237
2015,48,239
2015,48,241
2015,48,243
2015,48,245
2015,48,247
2015,48,249
2015,48,251
2015,48,253
2015,48,255
2015,48,257
2015,48,259
2015,48,261
2015,48,263
2015,48,265
2015,48,267
2015,48,269
2015,48,271
2015,48,273
2015,48,275
2015,48,277
2015,48,279
2015,48,281
2015,48,283
2015,48,285
2015,48,287
2015,48,289
2015,48,291
2015,48,293
2015,48,295
2015,48,297
2015,48,299
2015,48,301
2015,48,303
2015,48,305
2015,48,307
2015,48,309
2015,48,311
2015,48,313
2015,48,315
2015,48,317
2015,48,319
2015,48,321
2015,48,323
2015,48,325
2015,48,327
2015,48,329
2015,48,331
2015,48,333
2015,48,335
2015,48,337
2015,48,339
2015,48,341
2015,48,343
2015,48,345
2015,48,347
2015,48,349
2015,48,351
2015,48,353
2015,48,355
2015,48,357
2015,48,359
2015,48,361
2015,48,363
2015,48,365
2015,48,367
2015,48,369
2015,48,371
2015,48,373
2015,48,375
2015,48,377
2015,48,379
2015,48,381
2015,48,383
2015,48,385
2015,48,387
2015,48,389
2015,48,391
2015,48,393
2015,48,395
2015,48,397
2015,48,399
2015,48,401
2015,48,403
2015,48,405
2015,48,407
2015,48,409
2015,48,411
2015,48,413
2015,48,415
2015,48,417
2015,48,419
2015,48,421
2015,48,423
2015,48,425
2015,48,427
2015,48,429
2015,48,431
2015,48,433
2015,48,435
2015,48,437
2015,48,439
2015,48,441
2015,48,443
2015,48,445
2015,48,447
2015,48,449
2015,48,451
2015,48,453
2015,48,455
2015,48,457
2015,48,459
2015,48,461
2015,48,463
2015,48,465
2015,48,467
2015,48,469
2015,48,471
2015,48,473
2015,48,475
2015,48,477
2015,48,479
2015,48,481
2015,48,483
2015,48,485
2015,48,487
2015,48,489
2015,48,491
2015,48,493
2015,48,495
2015,48,497
2015,48,499
2015,48,501
2015,48,503
2015,48,505
2015,48,507
2015,49,001
2015,49,003
2015,49,005
2015,49,007
2015,49,009
2015,49,011
2015,49,013
2015,49,015
2015,49,017
2015,49,019
2015,49,021
2015,49,023
2015,49,025
2015,49,027
2015,49,029
2015,49,031
2015,49,033
2015,49,035
2015,49,037
2015,49,039
2015,49,041
2015,49,043
2015,49,045
2015,49,047
2015,49,049
2015,49,051
2015,49,053
2015,49,055
2015,49,057
2015,50,001
2015,50,003
2015,50,005
2015,50,007
2015,50,009
2015,50,011
2015,50,013
2015,50,015
2015,50,017
2015,50,019
2015,50,021
2015,50,023
2015,50,025
2015,50,027
2015,51,001
2015,51,003
2015,51,005
2015,51,007
2015,51,009
2015,51,011
2015,51,013
2015,51,015
2015,51,017
2015,51,019
2015,51,021
2015,51,023
2015,51,025
2015,51,027
2015,51,029
2015,51,031
2015,51,033
2015,51,035
2015,51,036
2015,51,037
2015,51,041
2015,51,043
2015,51,045
2015,51,047
2015,51,049
2015,51,051
2015,51,053
2015,51,057
2015,51,059
2015,51,061
2015,51,063
2015,51,065
2015,51,067
2015,51,069
2015,51,071
2015,51,073
2015,51,075
2015,51,077
2015,51,079
2015,51,081
2015,51,083
2015,51,085
2015,51,087
2015,51,089
2015,51,091
2015,51,093
2015,51,095
2015,51,097
2015,51,099
2015,51,101
2015,51,103
2015,51,105
2015,51,107
2015,51,109
2015,51,111
2015,51,113
2015,51,115
2015,51,117
2015,51,119
2015,51,121
2015,51,125
2015,51,127
2015,51,131
2015,51,133
2015,51,135
2015,51,137
2015,51,139
2015,51,141
2015,51,143
2015,51,145
2015,51,147
2015,51,149
2015,51,153
2015,51,155
2015,51,157
2015,51,159
2015,51,161
2015,51,163
2015,51,165
2015,51,167
2015,51,169
2015,51,171
2015,51,173
2015,51,175
2015,51,177
2015,51,179
2015,51,181
2015,51,183
2015,51,185
2015,51,187
2015,51,191
2015,51,193
2015,51,195
2015,51,197
2015,51,199
2015,51,510
2015,51,520
2015,51,530
2015,51,540
2015,51,550
2015,51,570
2015,51,580
2015,51,590
2015,51,595
2015,51,600
2015,51,610
2015,51,620
2015,51,630
2015,51,640
2015,51,650
2015,51,660
2015,51,670
2015,51,678
2015,51,680
2015,51,683
2015,51,685
2015,51,690
2015,51,700
2015,51,710
2015,51,720
2015,51,730
2015,51,735
2015,51,740
2015,51,750
2015,51,760
2015,51,770
2015,51,775
2015,51,790
2015,51,800
2015,51,810
2015,51,820
2015,51,830
2015,51,840
2015,53,001
2015,53,003
2015,53,005
2015,53,007
2015,53,009
2015,53,011
2015,53,013
2015,53,015
2015,53,017
2015,53,019
2015,53,021
2015,53,023
2015,53,025
2015,53,027
2015,53,029
2015,53,031
2015,53,033
2015,53,035
2015,53,037
2015,53,039
2015,53,041
2015,53,043
2015,53,045
2015,53,047
2015,53,049
2015,53,051
2015,53,053
2015,53,055
2015,53,057
2015,53,059
2015,53,061
2015,53,063
2015,53,065
2015,53,067
2015,53,069
2015,53,071
2015,53,073
2015,53,075
2015,53,077
2015,54,001
2015,54,003
2015,54,005
2015,54,007
2015,54,009
2015,54,011
2015,54,013
2015,54,015
2015,54,017
2015,54,019
2015,54,021
2015,54,023
2015,54,025
2015,54,027
2015,54,029
2015,54,031
2015,54,033
2015,54,035
2015,54,037
2015,54,039
2015,54,041
2015,54,043
2015,54,045
2015,54,047
2015,54,049
2015,54,051
2015,54,053
2015,54,055
2015,54,057
2015,54,059
2015,54,061
2015,54,063
2015,54,065
2015,54,067
2015,54,069
2015,54,071
2015,54,073
2015,54,075
2015,54,077
2015,54,079
2015,54,081
2015,54,083
2015,54,085
2015,54,087
2015,54,089
2015,54,091
2015,54,093
2015,54,095
2015,54,097
2015,54,099
2015,54,101
2015,54,103
2015,54,105
2015,54,107
2015,54,109
2015,55,001
2015,55,003
2015,55,005
2015,55,007
2015,55,009
2015,55,011
2015,55,013
2015,55,015
2015,55,017
2015,55,019
2015,55,021
2015,55,023
2015,55,025
2015,55,027
2015,55,029
2015,55,031
2015,55,033
2015,55,035
2015,55,037
2015,55,039
2015,55,041
2015,55,043
2015,55,045
2015,55,047
2015,55,049
2015,55,051
2015,55,053
2015,55,055
2015,55,057
2015,55,059
2015,55,061
2015,55,063
2015,55,065
2015,55,067
2015,55,069
2015,55,071
2015,55,073
2015,55,075
2015,55,077
2015,55,078
2015,55,079
2015,55,081
2015,55,083
2015,55,085
2015,55,087
2015,55,089
2015,55,091
2015,55,093
2015,55,095
2015,55,097
2015,55,099
2015,55,101
2015,55,103
2015,55,105
2015,55,107
2015,55,109
2015,55,111
2015,55,113
2015,55,115
2015,55,117
2015,55,119
2015,55,121
2015,55,123
2015,55,125
2015,55,127
2015,55,129
2015,55,131
2015,55,133
2015,55,135
2015,55,137
2015,55,139
2015,55,141
2015,56,001
2015,56,003
2015,56,005
2015,56,007
2015,56,009
2015,56,011
2015,56,013
2015,56,015
2015,56,017
2015,56,019
2015,56,021
2015,56,023
2015,56,025
2015,56,027
2015,56,029
2015,56,031
2015,56,033
2015,56,035
2015,56,037
2015,56,039
2015,56,041
2015,56,043
2015,56,045
2016,01,001
2016,01,003
2016,01,005
2016,01,007
2016,01,009
2016,01,011
2016,01,013
2016,01,015
2016,01,017
2016,01,019
2016,01,021
2016,01,023
2016,01,025
2016,01,027
2016,01,029
2016,01,031
2016,01,033
2016,01,035
2016,01,037
2016,01,039
2016,01,041
2016,01,043
2016,01,045
2016,01,047
2016,01,049
2016,01,051
2016,01,053
2016,01,055
2016,01,057
2016,01,059
2016,01,061
2016,01,063
2016,01,065
2016,01,067
2016,01,069
2016,01,071
2016,01,073
2016,01,075
2016,01,077
2016,01,079
2016,01,081
2016,01,083
2016,01,085
2016,01,087
2016,01,089
2016,01,091
2016,01,093
2016,01,095
2016,01,097
2016,01,099
2016,01,101
2016,01,103
2016,01,105
2016,01,107
2016,01,109
2016,01,111
2016,01,113
2016,01,115
2016,01,117
2016,01,119
2016,01,121
2016,01,123
2016,01,125
2016,01,127
2016,01,129
2016,01,131
2016,01,133
2016,02,013
2016,02,016
2016,02,020
2016,02,050
2016,02,060
2016,02,068
2016,02,070
2016,02,090
2016,02,100
2016,02,105
2016,02,110
2016,02,122
2016,02,130
2016,02,150
2016,02,158
2016,02,164
2016,02,170
2016,02,180
2016,02,185
2016,02,188
2016,02,195
2016,02,198
2016,02,220
2016,02,230
2016,02,240
2016,02,261
2016,02,275
2016,02,282
2016,02,290
2016,04,001
2016,04,003
2016,04,005
2016,04,007
2016,04,009
2016,04,011
2016,04,012
2016,04,013
2016,04,015
2016,04,017
2016,04,019
2016,04,021
2016,04,023
2016,04,025
2016,04,027
2016,05,001
2016,05,003
2016,05,005
2016,05,007
2016,05,009
2016,05,011
2016,05,013
2016,05,015
2016,05,017
2016,05,019
2016,05,021
2016,05,023
2016,05,025
2016,05,027
2016,05,029
2016,05,031
2016,05,033
2016,05,035
2016,05,037
2016,05,039
2016,05,041
2016,05,043
2016,05,045
2016,05,047
2016,05,049
2016,05,051
2016,05,053
2016,05,055
2016,05,057
2016,05,059
2016,05,061
2016,05,063
2016,05,065
2016,05,067
2016,05,069
2016,05,071
2016,05,073
2016,05,075
2016,05,077
2016,05,079
2016,05,081
2016,05,083
2016,05,085
2016,05,087
2016,05,089
2016,05,091
2016,05,093
2016,05,095
2016,05,097
2016,05,099
2016,05,101
2016,05,103
2016,05,105
2016,05,107
2016,05,109
2016,05,111
2016,05,113
2016,05,115
2016,05,117
2016,05,119
2016,05,121
2016,05,123
2016,05,125
2016,05,127
2016,05,129
2016,05,131
2016,05,133
2016,05,135
2016,05,137
2016,05,139
2016,05,141
2016,05,143
2016,05,145
2016,05,147
2016,05,149
2016,06,001
2016,06,003
2016,06,005
2016,06,007
2016,06,009
2016,06,011
2016,06,013
2016,06,015
2016,06,017
2016,06,019
2016,06,021
2016,06,023
2016,06,025
2016,06,027
2016,06,029
2016,06,031
2016,06,033
2016,06,035
2016,06,037
2016,06,039
2016,06,041
2016,06,043
2016,06,045
2016,06,047
2016,06,049
2016,06,051
2016,06,053
2016,06,055
2016,06,057
2016,06,059
2016,06,061
2016,06,063
2016,06,065
2016,06,067
2016,06,069
2016,06,071
2016,06,073
2016,06,075
2016,06,077
2016,06,079
2016,06,081
2016,06,083
2016,06,085
2016,06,087
2016,06,089
2016,06,091
2016,06,093
2016,06,095
2016,06,097
2016,06,099
2016,06,101
2016,06,103
2016,06,105
2016,06,107
2016,06,109
2016,06,111
2016,06,113
2016,06,115
2016,08,001
2016,08,003
2016,08,005
2016,08,007
2016,08,009
2016,08,011
2016,08,013
2016,08,014
2016,08,015
2016,08,017
2016,08,019
2016,08,021
2016,08,023
2016,08,025
2016,08,027
2016,08,029
2016,08,031
2016,08,033
2016,08,035
2016,08,037
2016,08,039
2016,08,041
2016,08,043
2016,08,045
2016,08,047
2016,08,049
2016,08,051
2016,08,053
2016,08,055
2016,08,057
2016,08,059
2016,08,061
2016,08,063
2016,08,065
2016,08,067
2016,08,069
2016,08,071
2016,08,073
2016,08,075
2016,08,077
2016,08,079
2016,08,081
2016,08,083
2016,08,085
2016,08,087
2016,08,089
2016,08,091
2016,08,093
2016,08,095
2016,08,097
2016,08,099
2016,08,101
2016,08,103
2016,08,105
2016,08,107
2016,08,109
2016,08,111
2016,08,113
2016,08,115
2016,08,117
2016,08,119
2016,08,121
2016,08,123
2016,08,125
2016,09,001
2016,09,003
2016,09,005
2016,09,007
2016,09,009
2016,09,011
2016,09,013
2016,09,015
2016,10,001
2016,10,003
2016,10,005
2016,11,001
2016,12,001
2016,12,003
2016,12,005
2016,12,007
2016,12,009
2016,12,011
2016,12,013
2016,12,015
2016,12,017
2016,12,019
2016,12,021
2016,12,023
2016,12,027
2016,12,029
2016,12,031
2016,12,033
2016,12,035
2016,12,037
2016,12,039
2016,12,041
2016,12,043
2016,12,045
2016,12,047
2016,12,049
2016,12,051
2016,12,053
2016,12,055
2016,12,057
2016,12,059
2016,12,061
2016,12,063
2016,12,065
2016,12,067
2016,12,069
2016,12,071
2016,12,073
2016,12,075
2016,12,077
2016,12,079
2016,12,081
2016,12,083
2016,12,085
2016,12,086
2016,12,087
2016,12,089
2016,12,091
2016,12,093
2016,12,095
2016,12,097
2016,12,099
2016,12,101
2016,12,103
2016,12,105
2016,12,107
2016,12,109
2016,12,111
2016,12,113
2016,12,115
2016,12,117
2016,12,119
2016,12,121
2016,12,123
2016,12,125
2016,12,127
2016,12,129
2016,12,131
2016,12,133
2016,13,001
2016,13,003
2016,13,005
2016,13,007
2016,13,009
2016,13,011
2016,13,013
2016,13,015
2016,13,017
2016,13,019
2016,13,021
