crosswalk_period,statefip,county,puma,afact,afact2,population,products,sum_products,geographic_allocation_quality
2022,41,053,09300,0.6344,1,87433,0.6344,0.6344,2
2022,41,055,06501,0.018,1,1870,0.018,0.018,3
2022,41,057,09000,0.2263,1,27390,0.2263,0.2263,3
2022,41,059,05901,0.5078,0.6475,51849,0.3288005,0.42482149999999996,2
2022,41,059,06501,0.2724,0.3525,28226,0.09602099999999998,0.42482149999999996,2
2022,41,061,05901,0.2566,1,26196,0.2566,0.2566,3
2022,41,063,05901,0.0724,1,7391,0.0724,0.0724,3
2022,41,065,06501,0.2574,1,26670,0.2574,0.2574,3
2022,41,067,06720,1,0.2048,122946,0.2048,1,1
2022,41,067,06721,1,0.2055,123390,0.2055,1,1
2022,41,067,06722,1,0.2039,122408,0.2039,1,1
2022,41,067,06723,1,0.1959,117615,0.1959,1,1
2022,41,067,06724,1,0.1899,114013,0.1899,1,1
2022,41,069,06501,0.014,1,1451,0.014,0.014,3
2022,41,071,07100,1,1,107722,1,1,1
2022,42,001,03701,0.8007,1,103852,0.8007,0.8007,1
2022,42,003,01701,1,0.1555,194421,0.1555,0.9999,1
2022,42,003,01702,1,0.0895,111944,0.0895,0.9999,1
2022,42,003,01801,1,0.0927,115889,0.0927,0.9999,1
2022,42,003,01802,1,0.1318,164836,0.1318,0.9999,1
2022,42,003,01803,1,0.1033,129211,0.1033,0.9999,1
2022,42,003,01804,1,0.138,172587,0.138,0.9999,1
2022,42,003,01805,1,0.0878,109856,0.0878,0.9999,1
2022,42,003,01806,1,0.1049,131221,0.1049,0.9999,1
2022,42,003,01807,1,0.0964,120613,0.0964,0.9999,1
2022,42,005,01900,0.4406,1,65558,0.4406,0.4406,2
2022,42,007,01511,0.2526,0.1729,29083,0.04367454,0.87077454,1
2022,42,007,01512,1,0.8271,139132,0.8271,0.87077454,1
2022,42,009,03800,0.3492,1,47577,0.3492,0.3492,3
2022,42,011,02701,1,0.3018,129440,0.3018,1,1
2022,42,011,02702,1,0.3523,151071,0.3523,1,1
2022,42,011,02703,1,0.3459,148338,0.3459,1,1
2022,42,013,02200,0.7358,1,122822,0.7358,0.7358,2
2022,42,015,00400,0.4128,1,59967,0.4128,0.4128,2
2022,42,017,03011,1,0.1661,107394,0.1661,1,1
2022,42,017,03012,1,0.1818,117519,0.1818,1,1
2022,42,017,03013,1,0.2148,138899,0.2148,1,1
2022,42,017,03014,1,0.2103,135982,0.2103,1,1
2022,42,017,03015,1,0.227,146744,0.227,1,1
2022,42,019,01600,1,1,193763,1,1,1
2022,42,021,02100,1,1,133472,1,1,1
2022,42,023,00300,0.0263,1,4547,0.0263,0.0263,3
2022,42,025,02801,0.4889,1,64749,0.4889,0.4889,2
2022,42,027,01200,1,1,158172,1,1,1
2022,42,029,03411,1,0.1899,101500,0.1899,1,1
2022,42,029,03412,1,0.1963,104903,0.1963,1,1
2022,42,029,03413,1,0.2279,121781,0.2279,1,1
2022,42,029,03414,1,0.1895,101284,0.1895,1,1
2022,42,029,03415,1,0.1964,104945,0.1964,1,1
2022,42,031,01300,0.2676,1,37241,0.2676,0.2676,3
2022,42,033,00300,0.4659,1,80562,0.4659,0.4659,2
2022,42,035,00900,0.247,1,37450,0.247,0.247,3
2022,42,037,00803,0.5124,1,64727,0.5124,0.5124,2
2022,42,039,00200,0.6851,1,83938,0.6851,0.6851,2
2022,42,041,02301,0.6755,0.3678,95424,0.2484489,0.8806489,1
2022,42,041,02302,1,0.6322,164045,0.6322,0.8806489,1
2022,42,043,02401,1,0.6009,172086,0.6009,1,1
2022,42,043,02402,1,0.3991,114315,0.3991,1,1
2022,42,045,03311,1,0.2805,161827,0.2805,1,1
2022,42,045,03312,1,0.2814,162324,0.2814,1,1
2022,42,045,03313,1,0.2573,148392,0.2573,1,1
2022,42,045,03314,1,0.1808,104287,0.1808,1,1
2022,42,047,00300,0.1792,1,30990,0.1792,0.1792,3
2022,42,049,00111,1,0.5757,155946,0.5757,1,1
2022,42,049,00112,1,0.4243,114930,0.4243,1,1
2022,42,051,03900,1,1,128804,1,1,1
2022,42,053,01300,0.0501,1,6973,0.0501,0.0501,3
2022,42,055,03701,0.1993,0.1658,25848,0.03304394,0.86724394,1
2022,42,055,03702,1,0.8342,130084,0.8342,0.86724394,1
2022,42,057,03800,0.1068,1,14556,0.1068,0.1068,3
2022,42,059,04012,0.3259,1,35954,0.3259,0.3259,3
2022,42,061,02200,0.2642,1,44092,0.2642,0.2642,3
2022,42,063,01900,0.5594,1,83246,0.5594,0.5594,2
2022,42,065,01300,0.3197,1,44492,0.3197,0.3197,3
2022,42,067,01100,0.1546,1,23509,0.1546,0.1546,3
2022,42,069,00701,1,0.5147,111120,0.5147,0.90332824,1
2022,42,069,00702,0.8008,0.4853,104776,0.38862824,0.90332824,1
2022,42,071,03501,1,0.2211,122271,0.2211,0.9999,1
2022,42,071,03502,1,0.2076,114820,0.2076,0.9999,1
2022,42,071,03503,1,0.3198,176865,0.3198,0.9999,1
2022,42,071,03504,1,0.2514,139028,0.2514,0.9999,1
2022,42,073,01511,0.7474,1,86070,0.7474,0.7474,2
2022,42,075,02500,1,1,143257,1,1,1
2022,42,077,02801,0.5111,0.1807,67690,0.09235577,0.86471657,1
2022,42,077,02802,1,0.4305,161250,0.4305,0.86471657,1
2022,42,077,02803,1,0.336,125845,0.336,0.86471657,1
2022,42,077,02901,0.111,0.0528,19772,0.0058608,0.86471657,1
2022,42,079,00801,1,0.391,127296,0.391,0.90315392,1
2022,42,079,00802,1,0.4199,136702,0.4199,0.90315392,1
2022,42,079,00803,0.4876,0.1892,61596,0.09225392,0.90315392,1
2022,42,081,00900,0.753,1,114188,0.753,0.753,1
2022,42,083,00300,0.2338,1,40432,0.2338,0.2338,3
2022,42,085,01400,1,1,110652,1,1,1
2022,42,087,01100,0.3034,1,46143,0.3034,0.3034,3
2022,42,089,00600,1,1,168327,1,1,1
2022,42,091,03111,1,0.1425,122068,0.1425,1,1
2022,42,091,03112,1,0.1234,105712,0.1234,1,1
2022,42,091,03113,1,0.1229,105278,0.1229,1,1
2022,42,091,03114,1,0.1741,149136,0.1741,1,1
2022,42,091,03115,1,0.1658,141988,0.1658,1,1
2022,42,091,03116,1,0.1264,108246,0.1264,1,1
2022,42,091,03117,1,0.1449,124125,0.1449,1,1
2022,42,093,01000,0.1652,1,18136,0.1652,0.1652,3
2022,42,095,02901,0.889,0.506,158338,0.449834,0.9438340000000001,1
2022,42,095,02902,1,0.494,154613,0.494,0.9438340000000001,1
2022,42,097,01000,0.8348,1,91647,0.8348,0.8348,1
2022,42,099,02301,0.3245,1,45842,0.3245,0.3245,3
2022,42,101,03216,1,0.0874,140234,0.0874,0.9999,1
2022,42,101,03221,1,0.0901,144439,0.0901,0.9999,1
2022,42,101,03222,1,0.1174,188302,0.1174,0.9999,1
2022,42,101,03223,1,0.0655,105079,0.0655,0.9999,1
2022,42,101,03224,1,0.0885,141920,0.0885,0.9999,1
2022,42,101,03225,1,0.0822,131905,0.0822,0.9999,1
2022,42,101,03227,1,0.0942,151109,0.0942,0.9999,1
2022,42,101,03228,1,0.1089,174661,0.1089,0.9999,1
2022,42,101,03229,1,0.08,128308,0.08,0.9999,1
2022,42,101,03230,1,0.0947,151916,0.0947,0.9999,1
2022,42,101,03231,1,0.091,145924,0.091,0.9999,1
2022,42,103,00500,0.5336,1,58535,0.5336,0.5336,2
2022,42,105,00300,0.0948,1,16396,0.0948,0.0948,3
2022,42,107,02600,1,1,143049,1,1,1
2022,42,109,01100,0.2613,1,39736,0.2613,0.2613,3
2022,42,111,03800,0.544,1,74129,0.544,0.544,2
2022,42,113,00400,0.0402,1,5840,0.0402,0.0402,3
2022,42,115,00400,0.2645,1,38434,0.2645,0.2645,3
2022,42,117,00400,0.2825,1,41045,0.2825,0.2825,3
2022,42,119,01100,0.2807,1,42681,0.2807,0.2807,3
2022,42,121,01300,0.3626,1,50454,0.3626,0.3626,2
2022,42,123,00200,0.3149,1,38587,0.3149,0.3149,3
2022,42,125,04011,1,0.6447,134970,0.6447,0.8842077300000001,1
2022,42,125,04012,0.6741,0.3553,74379,0.23950773,0.8842077300000001,1
2022,42,127,00500,0.4664,1,51155,0.4664,0.4664,2
2022,42,129,02011,1,0.3199,113457,0.3199,1,1
2022,42,129,02012,1,0.3457,122618,0.3457,1,1
2022,42,129,02013,1,0.3344,118588,0.3344,1,1
2022,42,131,00702,0.1992,1,26069,0.1992,0.1992,3
2022,42,133,03601,1,0.3791,173037,0.3791,1,1
2022,42,133,03602,1,0.2885,131663,0.2885,1,1
2022,42,133,03603,1,0.3324,151738,0.3324,1,1
2022,44,001,00300,0.3723,1,50793,0.3723,0.3723,2
2022,44,003,00200,1,1,170363,1,1,1
2022,44,005,00300,0.6277,1,85643,0.6277,0.6277,2
2022,44,007,00103,1,0.289,190934,0.289,1,1
2022,44,007,00105,1,0.2692,177865,0.2692,1,1
2022,44,007,00106,1,0.2199,145326,0.2199,1,1
2022,44,007,00107,1,0.2219,146616,0.2219,1,1
2022,44,009,00400,1,1,129839,1,1,1
2022,45,001,01001,0.233,1,24295,0.233,0.233,3
2022,45,003,01200,1,1,168808,1,1,1
2022,45,005,01901,0.052,1,8039,0.052,0.052,3
2022,45,007,00901,1,0.6074,123746,0.6074,0.9085242,1
2022,45,007,01001,0.767,0.3926,79972,0.3011242,0.9085242,1
2022,45,009,01901,0.0861,1,13311,0.0861,0.0861,3
2022,45,011,01800,0.1731,1,20589,0.1731,0.1731,3
2022,45,013,01901,0.4921,0.4066,76080,0.20008786,0.6713068,2
2022,45,013,02001,0.7941,0.5934,111037,0.47121894000000003,0.6713068,2
2022,45,015,02201,1,0.4451,102316,0.4451,1,1
2022,45,015,02202,1,0.5549,127545,0.5549,1,1
2022,45,017,01800,0.1187,1,14119,0.1187,0.1187,3
2022,45,019,02301,1,0.3702,151114,0.3702,1,1
2022,45,019,02302,1,0.3641,148638,0.3641,1,1
2022,45,019,02303,1,0.2657,108483,0.2657,1,1
2022,45,021,00501,0.4821,1,56216,0.4821,0.4821,2
2022,45,023,00700,0.2164,1,32294,0.2164,0.2164,3
2022,45,025,01600,0.3257,1,43273,0.3257,0.3257,3
2022,45,027,02400,0.248,1,31144,0.248,0.248,3
2022,45,029,01901,0.2497,1,38604,0.2497,0.2497,3
2022,45,031,01600,0.4735,1,62905,0.4735,0.4735,2
2022,45,033,02601,0.2648,1,28292,0.2648,0.2648,3
2022,45,035,02100,1,1,161540,1,1,1
2022,45,037,01100,0.2079,1,25657,0.2079,0.2079,3
2022,45,039,00700,0.1403,1,20948,0.1403,0.1403,3
2022,45,041,02500,1,1,137059,1,1,1
2022,45,043,02400,0.5049,1,63404,0.5049,0.5049,2
2022,45,045,00301,1,0.1968,103447,0.1968,0.9999,1
2022,45,045,00302,1,0.1918,100817,0.1918,0.9999,1
2022,45,045,00303,1,0.1911,100440,0.1911,0.9999,1
2022,45,045,00304,1,0.2059,108194,0.2059,0.9999,1
2022,45,045,00305,1,0.2143,112636,0.2143,0.9999,1
2022,45,047,01100,0.562,1,69351,0.562,0.562,2
2022,45,049,01901,0.1201,1,18561,0.1201,0.1201,3
2022,45,051,02601,0.462,0.1406,49358,0.0649572,0.9242572,1
2022,45,051,02701,1,0.3989,140041,0.3989,0.9242572,1
2022,45,051,02702,1,0.4604,161630,0.4604,0.9242572,1
2022,45,053,02001,0.2059,1,28791,0.2059,0.2059,3
2022,45,055,01501,0.4762,1,65403,0.4762,0.4762,2
2022,45,057,00700,0.6433,1,96016,0.6433,0.6433,2
2022,45,059,00800,0.5097,1,67539,0.5097,0.5097,2
2022,45,061,01700,0.1354,1,16531,0.1354,0.1354,3
2022,45,063,01301,1,0.5318,156341,0.5318,1,1
2022,45,063,01302,1,0.4682,137650,0.4682,1,1
2022,45,065,01100,0.0772,1,9526,0.0772,0.0772,3
2022,45,067,02601,0.2732,1,29183,0.2732,0.2732,3
2022,45,069,01600,0.2007,1,26667,0.2007,0.2007,3
2022,45,071,00800,0.2847,1,37719,0.2847,0.2847,3
2022,45,073,00101,0.7594,1,78607,0.7594,0.7594,1
2022,45,075,01800,0.7082,1,84223,0.7082,0.7082,2
2022,45,077,00101,0.2406,0.1895,24907,0.0455937,0.8560937,1
2022,45,077,00201,1,0.8105,106497,0.8105,0.8560937,1
2022,45,079,01401,1,0.2936,122193,0.2936,0.9175650200000001,1
2022,45,079,01402,1,0.2878,119781,0.2878,0.9175650200000001,1
2022,45,079,01403,1,0.2456,102223,0.2456,0.9175650200000001,1
2022,45,079,01501,0.5238,0.1729,71950,0.09056502000000001,0.9175650200000001,1
2022,45,081,01100,0.1529,1,18862,0.1529,0.1529,3
2022,45,083,00401,1,0.3441,112848,0.3441,1,1
2022,45,083,00402,1,0.3308,108517,0.3308,1,1
2022,45,083,00403,1,0.3251,106632,0.3251,1,1
2022,45,085,01700,0.8646,1,105556,0.8646,0.8646,1
2022,45,087,00800,0.2056,1,27244,0.2056,0.2056,3
2022,45,089,02400,0.2471,1,31026,0.2471,0.2471,3
2022,45,091,00501,0.5179,0.214,60379,0.1108306,0.8967305999999999,1
2022,45,091,00601,1,0.4024,113521,0.4024,0.8967305999999999,1
2022,45,091,00602,1,0.3835,108190,0.3835,0.8967305999999999,1
2022,46,003,00400,0.0205,1,2747,0.0205,0.0205,3
2022,46,005,00400,0.1427,1,19149,0.1427,0.1427,3
2022,46,007,00200,0.0336,1,3381,0.0336,0.0336,3
2022,46,009,00400,0.0522,1,7003,0.0522,0.0522,3
2022,46,011,00400,0.2561,1,34375,0.2561,0.2561,3
2022,46,013,00300,0.2889,1,38301,0.2889,0.2889,3
2022,46,015,00400,0.0391,1,5247,0.0391,0.0391,3
2022,46,017,00200,0.0194,1,1948,0.0194,0.0194,3
2022,46,019,00100,0.0546,1,10243,0.0546,0.0546,3
2022,46,021,00300,0.0104,1,1377,0.0104,0.0104,3
2022,46,023,00200,0.0932,1,9373,0.0932,0.0932,3
2022,46,025,00300,0.0289,1,3837,0.0289,0.0289,3
2022,46,027,00501,0.1045,1,14967,0.1045,0.1045,3
2022,46,029,00300,0.2137,1,28325,0.2137,0.2137,3
2022,46,031,00200,0.0388,1,3902,0.0388,0.0388,3
2022,46,033,00100,0.0444,1,8318,0.0444,0.0444,3
2022,46,035,00400,0.1487,1,19956,0.1487,0.1487,3
2022,46,037,00300,0.0411,1,5449,0.0411,0.0411,3
2022,46,039,00300,0.0324,1,4295,0.0324,0.0324,3
2022,46,041,00200,0.0521,1,5239,0.0521,0.0521,3
2022,46,043,00400,0.0211,1,2835,0.0211,0.0211,3
2022,46,045,00300,0.0301,1,3986,0.0301,0.0301,3
2022,46,047,00200,0.0694,1,6973,0.0694,0.0694,3
2022,46,049,00300,0.016,1,2125,0.016,0.016,3
2022,46,051,00300,0.057,1,7556,0.057,0.057,3
2022,46,053,00200,0.0397,1,3994,0.0397,0.0397,3
2022,46,055,00200,0.0186,1,1872,0.0186,0.0186,3
2022,46,057,00300,0.0465,1,6164,0.0465,0.0465,3
2022,46,059,00400,0.0234,1,3145,0.0234,0.0234,3
2022,46,061,00400,0.0258,1,3461,0.0258,0.0258,3
2022,46,063,00100,0.007,1,1311,0.007,0.007,3
2022,46,065,00200,0.1767,1,17765,0.1767,0.1767,3
2022,46,067,00400,0.0553,1,7427,0.0553,0.0553,3
2022,46,069,00200,0.0126,1,1262,0.0126,0.0126,3
2022,46,071,00200,0.0279,1,2806,0.0279,0.0279,3
2022,46,073,00400,0.0124,1,1663,0.0124,0.0124,3
2022,46,075,00200,0.0091,1,917,0.0091,0.0091,3
2022,46,077,00400,0.0386,1,5187,0.0386,0.0386,3
2022,46,079,00400,0.0824,1,11059,0.0824,0.0824,3
2022,46,081,00100,0.1374,1,25768,0.1374,0.1374,3
2022,46,083,00501,0.2014,0.4425,28834,0.0891195,0.196494,3
2022,46,083,00601,0.1926,0.5575,36327,0.1073745,0.196494,3
2022,46,085,00200,0.037,1,3718,0.037,0.037,3
2022,46,087,00501,0.0397,1,5682,0.0397,0.0397,3
2022,46,089,00300,0.0182,1,2411,0.0182,0.0182,3
2022,46,091,00300,0.0325,1,4306,0.0325,0.0325,3
2022,46,093,00100,0.1592,1,29852,0.1592,0.1592,3
2022,46,095,00200,0.0191,1,1918,0.0191,0.0191,3
2022,46,097,00400,0.0171,1,2298,0.0171,0.0171,3
2022,46,099,00501,0.3137,0.2277,44913,0.07142949,0.6949845099999999,2
2022,46,099,00601,0.8074,0.7723,152301,0.62355502,0.6949845099999999,2
2022,46,101,00400,0.0472,1,6336,0.0472,0.0472,3
2022,46,102,00200,0.136,1,13672,0.136,0.136,3
2022,46,103,00100,0.5824,1,109222,0.5824,0.5824,2
2022,46,105,00100,0.0151,1,2835,0.0151,0.0151,3
2022,46,107,00300,0.0186,1,2472,0.0186,0.0186,3
2022,46,109,00300,0.0775,1,10280,0.0775,0.0775,3
2022,46,111,00400,0.0174,1,2330,0.0174,0.0174,3
2022,46,115,00300,0.048,1,6361,0.048,0.048,3
2022,46,117,00200,0.0296,1,2980,0.0296,0.0296,3
2022,46,119,00200,0.0144,1,1446,0.0144,0.0144,3
2022,46,121,00200,0.0927,1,9319,0.0927,0.0927,3
2022,46,123,00200,0.0559,1,5624,0.0559,0.0559,3
2022,46,125,00501,0.0606,1,8673,0.0606,0.0606,3
2022,46,127,00501,0.1174,1,16811,0.1174,0.1174,3
2022,46,129,00300,0.0401,1,5315,0.0401,0.0401,3
2022,46,135,00501,0.1628,1,23310,0.1628,0.1628,3
2022,46,137,00200,0.024,1,2413,0.024,0.024,3
2022,47,001,01700,0.5089,1,77123,0.5089,0.5089,2
2022,47,003,03100,0.4191,1,50237,0.4191,0.4191,2
2022,47,005,00200,0.1351,1,15864,0.1351,0.1351,3
2022,47,007,03500,0.131,1,14913,0.131,0.131,3
2022,47,009,01600,1,1,135280,1,1,1
2022,47,011,03600,0.8609,1,108620,0.8609,0.8609,1
2022,47,013,00800,0.3283,1,39272,0.3283,0.3283,3
2022,47,015,00600,0.1409,1,14506,0.1409,0.1409,3
2022,47,017,00200,0.2422,1,28440,0.2422,0.2422,3
2022,47,019,01101,0.5329,1,56356,0.5329,0.5329,2
2022,47,021,02300,0.3414,1,41072,0.3414,0.3414,3
2022,47,023,02800,0.1493,1,17341,0.1493,0.1493,3
2022,47,025,00800,0.2679,1,32043,0.2679,0.2679,3
2022,47,027,00700,0.066,1,7581,0.066,0.066,3
2022,47,029,01400,0.2679,1,35999,0.2679,0.2679,3
2022,47,031,03200,0.5404,1,57889,0.5404,0.5404,2
2022,47,033,02700,0.1296,1,13911,0.1296,0.1296,3
2022,47,035,01800,0.5715,1,61145,0.5715,0.5715,2
2022,47,037,02401,1,0.2043,146254,0.2043,1,1
2022,47,037,02402,1,0.1757,125789,0.1757,1,1
2022,47,037,02403,1,0.1398,100069,0.1398,1,1
2022,47,037,02404,1,0.1435,102733,0.1435,1,1
2022,47,037,02405,1,0.1446,103501,0.1446,1,1
2022,47,037,02406,1,0.1921,137538,0.1921,1,1
2022,47,039,02900,0.0974,1,11435,0.0974,0.0974,3
2022,47,041,00600,0.1951,1,20080,0.1951,0.1951,3
2022,47,043,02300,0.4515,1,54315,0.4515,0.4515,2
2022,47,045,00100,0.3424,1,36801,0.3424,0.3424,3
2022,47,047,02600,0.4078,1,41990,0.4078,0.4078,2
2022,47,049,01800,0.1728,1,18489,0.1728,0.1728,3
2022,47,051,03200,0.3993,1,42774,0.3993,0.3993,2
2022,47,053,02700,0.4698,1,50429,0.4698,0.4698,2
2022,47,055,03000,0.2717,1,30346,0.2717,0.2717,3
2022,47,057,01300,0.1649,1,23527,0.1649,0.1649,3
2022,47,059,00900,0.5529,1,70152,0.5529,0.5529,2
2022,47,061,03300,0.1285,1,13529,0.1285,0.1285,3
2022,47,063,01300,0.452,1,64499,0.452,0.452,2
2022,47,065,03401,1,0.326,119392,0.326,1,1
2022,47,065,03402,1,0.3162,115794,0.3162,1,1
2022,47,065,03403,1,0.3578,131021,0.3578,1,1
2022,47,067,00800,0.0557,1,6662,0.0557,0.0557,3
2022,47,069,02900,0.2168,1,25462,0.2168,0.2168,3
2022,47,071,02900,0.2285,1,26831,0.2285,0.2285,3
2022,47,073,00900,0.4471,1,56721,0.4471,0.4471,2
2022,47,075,02700,0.1664,1,17864,0.1664,0.1664,3
2022,47,077,02900,0.2371,1,27842,0.2371,0.2371,3
2022,47,079,00200,0.2742,1,32199,0.2742,0.2742,3
2022,47,081,02300,0.2072,1,24925,0.2072,0.2072,3
2022,47,083,00200,0.0705,1,8283,0.0705,0.0705,3
2022,47,085,00200,0.1617,1,18990,0.1617,0.1617,3
2022,47,087,00600,0.1129,1,11617,0.1129,0.1129,3
2022,47,089,01300,0.3832,1,54683,0.3832,0.3832,2
2022,47,091,01101,0.1697,1,17948,0.1697,0.1697,3
2022,47,093,01501,1,0.2788,133547,0.2788,0.9999,1
2022,47,093,01502,1,0.2154,103187,0.2154,0.9999,1
2022,47,093,01503,1,0.2577,123449,0.2577,0.9999,1
2022,47,093,01504,1,0.248,118788,0.248,0.9999,1
2022,47,095,00100,0.0652,1,7005,0.0652,0.0652,3
2022,47,097,02700,0.2342,1,25143,0.2342,0.2342,3
2022,47,099,03000,0.3954,1,44159,0.3954,0.3954,2
2022,47,101,03000,0.1127,1,12582,0.1127,0.1127,3
2022,47,103,03100,0.2946,1,35319,0.2946,0.2946,3
2022,47,105,03700,0.5427,1,54886,0.5427,0.5427,2
2022,47,107,03500,0.4681,1,53276,0.4681,0.4681,2
2022,47,109,02900,0.2203,1,25866,0.2203,0.2203,3
2022,47,111,00600,0.245,1,25216,0.245,0.245,3
2022,47,113,02800,0.8507,1,98823,0.8507,0.8507,1
2022,47,115,03300,0.2738,1,28837,0.2738,0.2738,3
2022,47,117,03100,0.2863,1,34318,0.2863,0.2863,3
2022,47,119,02200,1,1,100974,1,1,1
2022,47,121,03500,0.1121,1,12758,0.1121,0.1121,3
2022,47,123,03700,0.4573,1,46250,0.4573,0.4573,2
2022,47,125,00301,1,0.4807,105777,0.4807,1,1
2022,47,125,00302,1,0.5193,114292,0.5193,1,1
2022,47,127,03200,0.0603,1,6461,0.0603,0.0603,3
2022,47,129,01700,0.1388,1,21035,0.1388,0.1388,3
2022,47,131,00100,0.2864,1,30787,0.2864,0.2864,3
2022,47,133,00700,0.1958,1,22511,0.1958,0.1958,3
2022,47,135,03000,0.0749,1,8366,0.0749,0.0749,3
2022,47,137,00700,0.0435,1,5001,0.0435,0.0435,3
2022,47,139,03600,0.1391,1,17544,0.1391,0.1391,3
2022,47,141,00700,0.6947,1,79854,0.6947,0.6947,2
2022,47,143,03500,0.2888,1,32870,0.2888,0.2888,3
2022,47,145,01700,0.3524,1,53404,0.3524,0.3524,2
2022,47,147,00401,0.4874,1,72803,0.4874,0.4874,2
2022,47,149,02001,1,0.3898,133107,0.3898,1,1
2022,47,149,02002,1,0.309,105532,0.309,1,1
2022,47,149,02003,1,0.3012,102847,0.3012,1,1
2022,47,151,00800,0.1826,1,21850,0.1826,0.1826,3
2022,47,153,03300,0.1503,1,15826,0.1503,0.1503,3
2022,47,155,01400,0.7321,1,98380,0.7321,0.7321,2
2022,47,157,02501,1,0.1396,129770,0.1396,1,1
2022,47,157,02502,1,0.1369,127323,0.1369,1,1
2022,47,157,02503,1,0.1194,111045,0.1194,1,1
2022,47,157,02504,1,0.12,111526,0.12,1,1
2022,47,157,02505,1,0.1175,109250,0.1175,1,1
2022,47,157,02506,1,0.1391,129295,0.1391,1,1
2022,47,157,02507,1,0.112,104135,0.112,1,1
2022,47,157,02508,1,0.1155,107400,0.1155,1,1
2022,47,159,00600,0.1934,1,19904,0.1934,0.1934,3
2022,47,161,00200,0.1163,1,13657,0.1163,0.1163,3
2022,47,163,01000,1,1,158163,1,1,1
2022,47,165,00401,0.5126,0.3901,76564,0.19996525999999998,0.80986526,1
2022,47,165,00501,1,0.6099,119717,0.6099,0.80986526,1
2022,47,167,02600,0.5922,1,60970,0.5922,0.5922,2
2022,47,169,00600,0.1128,1,11615,0.1128,0.1128,3
2022,47,171,01101,0.1695,1,17928,0.1695,0.1695,3
2022,47,173,00800,0.1655,1,19802,0.1655,0.1655,3
2022,47,175,03300,0.0586,1,6168,0.0586,0.0586,3
2022,47,177,03300,0.3889,1,40953,0.3889,0.3889,2
2022,47,179,01101,0.1279,0.1017,13530,0.01300743,0.91130743,1
2022,47,179,01201,1,0.8983,119471,0.8983,0.91130743,1
2022,47,181,03000,0.1453,1,16232,0.1453,0.1453,3
2022,47,183,00100,0.3061,1,32902,0.3061,0.3061,3
2022,47,185,01800,0.2557,1,27351,0.2557,0.2557,3
2022,47,187,02101,1,0.5403,133848,0.5403,1,1
2022,47,187,02102,1,0.4597,113878,0.4597,1,1
2022,47,189,01900,1,1,147737,1,1,1
2022,48,001,01800,0.4135,1,57922,0.4135,0.4135,2
2022,48,003,07300,0.1821,1,18610,0.1821,0.1821,3
2022,48,005,04000,0.572,1,86395,0.572,0.572,2
2022,48,007,06500,0.1828,1,23830,0.1828,0.1828,3
2022,48,009,00600,0.0548,1,8560,0.0548,0.0548,3
2022,48,011,00100,0.0106,1,1848,0.0106,0.0106,3
2022,48,013,06100,0.3525,1,48981,0.3525,0.3525,2
2022,48,015,05000,0.1628,1,30167,0.1628,0.1628,3
2022,48,017,00400,0.057,1,6904,0.057,0.057,3
2022,48,019,06100,0.15,1,20851,0.15,0.15,3
2022,48,021,05100,0.5255,1,97216,0.5255,0.5255,2
2022,48,023,00600,0.0222,1,3465,0.0222,0.0222,3
2022,48,025,06500,0.2381,1,31047,0.2381,0.2381,3
2022,48,027,03501,1,0.4896,181451,0.4896,1,1
2022,48,027,03502,1,0.5104,189196,0.5104,1,1
2022,48,029,05901,1,0.0521,104712,0.0521,1.0002,1
2022,48,029,05902,1,0.0571,114671,0.0571,1.0002,1
2022,48,029,05903,1,0.0578,116043,0.0578,1.0002,1
2022,48,029,05904,1,0.0522,104877,0.0522,1.0002,1
2022,48,029,05905,1,0.0571,114681,0.0571,1.0002,1
2022,48,029,05906,1,0.0585,117486,0.0585,1.0002,1
2022,48,029,05907,1,0.0778,156318,0.0778,1.0002,1
2022,48,029,05908,1,0.0625,125562,0.0625,1.0002,1
2022,48,029,05909,1,0.054,108463,0.054,1.0002,1
2022,48,029,05910,1,0.0606,121711,0.0606,1.0002,1
2022,48,029,05911,1,0.06,120615,0.06,1.0002,1
2022,48,029,05912,1,0.052,104481,0.052,1.0002,1
2022,48,029,05913,1,0.0672,134978,0.0672,1.0002,1
2022,48,029,05914,1,0.097,194945,0.097,1.0002,1
2022,48,029,05915,1,0.0742,149118,0.0742,1.0002,1
2022,48,029,05916,1,0.0601,120663,0.0601,1.0002,1
2022,48,031,06000,0.0843,1,11374,0.0843,0.0843,3
2022,48,033,07200,0.0056,1,631,0.0056,0.0056,3
2022,48,035,03700,0.1103,1,18235,0.1103,0.1103,3
2022,48,037,01100,0.7655,1,92893,0.7655,0.7655,1
2022,48,039,04801,1,0.3682,136993,0.3682,1,1
2022,48,039,04802,1,0.3504,130360,0.3504,1,1
2022,48,039,04803,1,0.2814,104678,0.2814,1,1
2022,48,041,07401,1,0.5355,125229,0.5355,1,1
2022,48,041,07402,1,0.4645,108620,0.4645,1,1
2022,48,043,07300,0.0934,1,9546,0.0934,0.0934,3
2022,48,045,00100,0.0082,1,1435,0.0082,0.0082,3
2022,48,047,07700,0.065,1,7076,0.065,0.065,3
2022,48,049,02600,0.2014,1,38095,0.2014,0.2014,3
2022,48,051,03600,0.115,1,17642,0.115,0.115,3
2022,48,053,03400,0.2539,1,49130,0.2539,0.2539,3
2022,48,055,05100,0.248,1,45883,0.248,0.248,3
