crosswalk_period,statefip,county,puma,afact,afact2,population,products,sum_products,geographic_allocation_quality
2012,36,081,04114,1,0.0515,114978,0.0515,0.9999,1
2012,36,083,01900,1,1,159429,1,1,1
2012,36,085,03901,1,0.3413,159958,0.3413,1.0001,1
2012,36,085,03902,1,0.2838,133016,0.2838,1.0001,1
2012,36,085,03903,1,0.375,175756,0.375,1.0001,1
2012,36,087,03001,1,0.3315,103331,0.3315,1,1
2012,36,087,03002,1,0.3321,103499,0.3321,1,1
2012,36,087,03003,1,0.3364,104857,0.3364,1,1
2012,36,089,00100,1,1,111944,1,1,1
2012,36,091,01801,1,0.481,105628,0.481,1,1
2012,36,091,01802,1,0.519,113979,0.519,1,1
2012,36,093,01700,1,1,154727,1,1,1
2012,36,095,00403,0.2873,1,32749,0.2873,0.2873,3
2012,36,097,02402,0.1811,1,18343,0.1811,0.1811,3
2012,36,099,00800,0.2732,1,35251,0.2732,0.2732,3
2012,36,101,02401,0.2431,0.2575,25490,0.06259825000000001,0.60135625,2
2012,36,101,02402,0.7256,0.7425,73500,0.5387580000000001,0.60135625,2
2012,36,103,03301,1,0.0684,102170,0.0684,0.9999,1
2012,36,103,03302,1,0.0677,101094,0.0677,0.9999,1
2012,36,103,03303,1,0.0789,117801,0.0789,0.9999,1
2012,36,103,03304,1,0.0801,119632,0.0801,0.9999,1
2012,36,103,03305,1,0.0916,136775,0.0916,0.9999,1
2012,36,103,03306,1,0.0873,130407,0.0873,0.9999,1
2012,36,103,03307,1,0.0845,126204,0.0845,0.9999,1
2012,36,103,03308,1,0.0737,110121,0.0737,0.9999,1
2012,36,103,03309,1,0.0679,101410,0.0679,0.9999,1
2012,36,103,03310,1,0.0862,128744,0.0862,0.9999,1
2012,36,103,03311,1,0.0706,105389,0.0706,0.9999,1
2012,36,103,03312,1,0.0673,100567,0.0673,0.9999,1
2012,36,103,03313,1,0.0757,113036,0.0757,0.9999,1
2012,36,105,02701,0.6912,1,77547,0.6912,0.6912,2
2012,36,107,02202,0.4634,1,51125,0.4634,0.4634,2
2012,36,109,02300,1,1,101564,1,1,1
2012,36,111,02701,0.3088,0.1899,34647,0.058641120000000005,0.86874112,1
2012,36,111,02702,1,0.8101,147846,0.8101,0.86874112,1
2012,36,113,00300,0.5097,1,65707,0.5097,0.5097,2
2012,36,115,00300,0.4903,1,63216,0.4903,0.4903,2
2012,36,117,00800,0.7268,1,93772,0.7268,0.7268,2
2012,36,119,03101,0.0253,0.0027,2593,6.831e-5,0.99736831,1
2012,36,119,03102,1,0.1544,146573,0.1544,0.99736831,1
2012,36,119,03103,1,0.1414,134163,0.1414,0.99736831,1
2012,36,119,03104,1,0.1246,118276,0.1246,0.99736831,1
2012,36,119,03105,1,0.1711,162419,0.1711,0.99736831,1
2012,36,119,03106,1,0.2065,195976,0.2065,0.99736831,1
2012,36,119,03107,1,0.1993,189113,0.1993,0.99736831,1
2012,36,121,01300,0.392,1,42155,0.392,0.392,2
2012,36,123,01400,0.1902,1,25348,0.1902,0.1902,3
2012,37,001,01600,1,1,151131,1,1,1
2012,37,003,02000,0.3094,1,37198,0.3094,0.3094,3
2012,37,005,00200,0.0724,1,11155,0.0724,0.0724,3
2012,37,007,05300,0.2306,1,26948,0.2306,0.2306,3
2012,37,009,00100,0.2106,1,27281,0.2106,0.2106,3
2012,37,011,00100,0.1374,1,17797,0.1374,0.1374,3
2012,37,013,04400,0.375,1,47759,0.375,0.375,2
2012,37,015,00800,0.2063,1,21282,0.2063,0.2063,3
2012,37,017,04900,0.3295,1,35190,0.3295,0.3295,3
2012,37,019,04800,1,1,107431,1,1,1
2012,37,021,02201,1,0.5045,120234,0.5045,1,1
2012,37,021,02202,1,0.4955,118084,0.4955,1,1
2012,37,023,02100,0.6689,1,90912,0.6689,0.6689,2
2012,37,025,03200,1,0.7486,133261,0.7486,0.85539472,1
2012,37,025,03300,0.4248,0.2514,44750,0.10679472000000001,0.85539472,1
2012,37,027,02000,0.6906,1,83029,0.6906,0.6906,2
2012,37,029,00700,0.0871,1,9980,0.0871,0.0871,3
2012,37,031,04400,0.5218,1,66469,0.5218,0.5218,2
2012,37,033,00400,0.1927,1,23719,0.1927,0.1927,3
2012,37,035,02800,1,1,154358,1,1,1
2012,37,037,01500,0.5232,1,63505,0.5232,0.5232,2
2012,37,039,02400,0.2581,1,27444,0.2581,0.2581,3
2012,37,041,00700,0.129,1,14793,0.129,0.129,3
2012,37,043,02400,0.0996,1,10587,0.0996,0.0996,3
2012,37,045,02600,0.3614,0.5096,49984,0.18416944000000002,0.37081568,2
2012,37,045,02700,0.3806,0.4904,48094,0.18664624,0.37081568,2
2012,37,047,04900,0.544,1,58098,0.544,0.544,2
2012,37,049,04300,1,1,103505,1,1,1
2012,37,051,05001,1,0.3405,108760,0.3405,1,1
2012,37,051,05002,1,0.3283,104885,0.3283,1,1
2012,37,051,05003,1,0.3312,105786,0.3312,1,1
2012,37,053,00700,0.2054,1,23547,0.2054,0.2054,3
2012,37,055,00800,0.3288,1,33920,0.3288,0.3288,3
2012,37,057,03500,1,1,162878,1,1,1
2012,37,059,01900,0.3941,1,41240,0.3941,0.3941,2
2012,37,061,03900,0.4798,1,58505,0.4798,0.4798,2
2012,37,063,01301,1,0.5274,141130,0.5274,1,1
2012,37,063,01302,1,0.4726,126457,0.4726,1,1
2012,37,065,00900,0.3711,1,56552,0.3711,0.3711,2
2012,37,067,01801,1,0.2998,105140,0.2998,1,1
2012,37,067,01802,1,0.3401,119268,0.3401,1,1
2012,37,067,01803,1,0.3601,126262,0.3601,1,1
2012,37,069,00500,0.5016,1,60619,0.5016,0.5016,2
2012,37,071,03001,1,0.4944,101884,0.4944,1,1
2012,37,071,03002,1,0.5056,104202,0.5056,1,1
2012,37,073,00700,0.1064,1,12197,0.1064,0.1064,3
2012,37,075,02300,0.0816,1,8861,0.0816,0.0816,3
2012,37,077,00400,0.4867,1,59916,0.4867,0.4867,2
2012,37,079,01000,0.2082,1,21362,0.2082,0.2082,3
2012,37,081,01701,1,0.2684,131111,0.2684,0.9999,1
2012,37,081,01702,1,0.2245,109656,0.2245,0.9999,1
2012,37,081,01703,1,0.2346,114591,0.2346,0.9999,1
2012,37,081,01704,1,0.2724,133048,0.2724,0.9999,1
2012,37,083,00600,0.5082,1,54691,0.5082,0.5082,2
2012,37,085,03800,1,1,114678,1,1,1
2012,37,087,02300,0.5438,1,59036,0.5438,0.5438,2
2012,37,089,02500,0.7634,1,106740,0.7634,0.7634,1
2012,37,091,00600,0.2292,1,24669,0.2292,0.2292,3
2012,37,093,05200,0.3619,1,46952,0.3619,0.3619,2
2012,37,095,00800,0.0563,1,5810,0.0563,0.0563,3
2012,37,097,01900,0.2389,0.1568,24997,0.037459519999999996,0.8806595199999999,1
2012,37,097,02900,1,0.8432,134440,0.8432,0.8806595199999999,1
2012,37,099,02300,0.0544,0.1468,5910,0.00798592,0.28374015999999996,3
2012,37,099,02400,0.3232,0.8532,34361,0.27575424,0.28374015999999996,3
2012,37,101,01100,1,1,168878,1,1,1
2012,37,103,04100,0.0926,1,10153,0.0926,0.0926,3
2012,37,105,01500,0.4768,1,57866,0.4768,0.4768,2
2012,37,107,04100,0.5427,1,59495,0.5427,0.5427,2
2012,37,109,02700,0.6194,1,78265,0.6194,0.6194,2
2012,37,111,02100,0.3311,1,44996,0.3311,0.3311,3
2012,37,113,02400,0.3191,1,33922,0.3191,0.3191,3
2012,37,115,02300,0.1913,1,20764,0.1913,0.1913,3
2012,37,117,00800,0.2376,1,24505,0.2376,0.2376,3
2012,37,119,03101,1,0.1117,102680,0.1117,1,1
2012,37,119,03102,1,0.1243,114270,0.1243,1,1
2012,37,119,03103,1,0.1193,109688,0.1193,1,1
2012,37,119,03104,1,0.1546,142196,0.1546,1,1
2012,37,119,03105,1,0.1093,100503,0.1093,1,1
2012,37,119,03106,1,0.1493,137327,0.1493,1,1
2012,37,119,03107,1,0.118,108544,0.118,1,1
2012,37,119,03108,1,0.1135,104420,0.1135,1,1
2012,37,121,00100,0.1203,1,15579,0.1203,0.1203,3
2012,37,123,03700,0.2395,1,27798,0.2395,0.2395,3
2012,37,125,03700,0.7605,1,88247,0.7605,0.7605,1
2012,37,127,00900,0.6289,1,95840,0.6289,0.6289,2
2012,37,129,04600,0.494,0.2515,50972,0.124241,0.8727410000000001,1
2012,37,129,04700,1,0.7485,151695,0.7485,0.8727410000000001,1
2012,37,131,00600,0.2053,1,22099,0.2053,0.2053,3
2012,37,133,04100,0.3647,0.2249,39974,0.08202103,0.8571210300000001,1
2012,37,133,04500,1,0.7751,137798,0.7751,0.8571210300000001,1
2012,37,135,01400,1,1,133801,1,1,1
2012,37,137,04400,0.1032,1,13144,0.1032,0.1032,3
2012,37,139,00700,0.3547,1,40661,0.3547,0.3547,2
2012,37,141,04600,0.506,1,52217,0.506,0.506,2
2012,37,143,00700,0.1174,1,13453,0.1174,0.1174,3
2012,37,145,00400,0.3206,1,39464,0.3206,0.3206,3
2012,37,147,04200,1,1,168148,1,1,1
2012,37,149,02600,0.1483,1,20510,0.1483,0.1483,3
2012,37,151,03600,1,1,141752,1,1,1
2012,37,153,05200,0.3595,1,46639,0.3595,0.3595,2
2012,37,155,04900,0.1265,0.1007,13508,0.01273855,0.91203855,1
2012,37,155,05100,1,0.8993,120660,0.8993,0.91203855,1
2012,37,157,00300,0.6639,1,93643,0.6639,0.6639,2
2012,37,159,03400,1,1,138428,1,1,1
2012,37,161,02600,0.4903,1,67810,0.4903,0.4903,2
2012,37,163,03900,0.5202,1,63431,0.5202,0.5202,2
2012,37,165,05200,0.2787,1,36157,0.2787,0.2787,3
2012,37,167,03300,0.5752,1,60585,0.5752,0.5752,2
2012,37,169,00300,0.3361,1,47401,0.3361,0.3361,3
2012,37,171,00200,0.4779,1,73673,0.4779,0.4779,2
2012,37,173,02300,0.1288,1,13981,0.1288,0.1288,3
2012,37,175,02500,0.2366,1,33090,0.2366,0.2366,3
2012,37,177,00800,0.0427,1,4407,0.0427,0.0427,3
2012,37,179,05300,0.7694,0.4466,89897,0.34361404,0.89701404,1
2012,37,179,05400,1,0.5534,111395,0.5534,0.89701404,1
2012,37,181,00500,0.3758,1,45422,0.3758,0.3758,2
2012,37,183,01201,1,0.1471,132546,0.1471,0.9999,1
2012,37,183,01202,1,0.1399,126058,0.1399,0.9999,1
2012,37,183,01203,1,0.1123,101217,0.1123,0.9999,1
2012,37,183,01204,1,0.1213,109284,0.1213,0.9999,1
2012,37,183,01205,1,0.1145,103138,0.1145,0.9999,1
2012,37,183,01206,1,0.1142,102892,0.1142,0.9999,1
2012,37,183,01207,1,0.139,125273,0.139,0.9999,1
2012,37,183,01208,1,0.1116,100585,0.1116,0.9999,1
2012,37,185,00500,0.1226,0.7063,14813,0.08659238000000001,0.10339202000000002,3
2012,37,185,00600,0.0572,0.2937,6159,0.01679964,0.10339202000000002,3
2012,37,187,00800,0.1282,1,13228,0.1282,0.1282,3
2012,37,189,00100,0.3943,1,51079,0.3943,0.3943,2
2012,37,191,04000,1,1,122623,1,1,1
2012,37,193,00200,0.4498,1,69340,0.4498,0.4498,2
2012,37,195,01000,0.7918,1,81234,0.7918,0.7918,1
2012,37,197,01900,0.367,1,38406,0.367,0.367,2
2012,37,199,00100,0.1375,1,17818,0.1375,0.1375,3
2012,38,001,00100,0.0134,1,2343,0.0134,0.0134,3
2012,38,003,00200,0.0889,1,11066,0.0889,0.0889,3
2012,38,005,00200,0.0535,1,6660,0.0535,0.0535,3
2012,38,007,00100,0.0045,1,783,0.0045,0.0045,3
2012,38,009,00200,0.0517,1,6429,0.0517,0.0517,3
2012,38,011,00100,0.018,1,3151,0.018,0.018,3
2012,38,013,00100,0.0113,1,1968,0.0113,0.0113,3
2012,38,015,00300,0.68,1,81308,0.68,0.68,2
2012,38,017,00500,1,1,149778,1,1,1
2012,38,019,00400,0.0383,1,3993,0.0383,0.0383,3
2012,38,021,00200,0.0425,1,5289,0.0425,0.0425,3
2012,38,023,00100,0.0119,1,2071,0.0119,0.0119,3
2012,38,025,00100,0.0202,1,3536,0.0202,0.0202,3
2012,38,027,00200,0.0192,1,2385,0.0192,0.0192,3
2012,38,029,00300,0.0297,1,3550,0.0297,0.0297,3
2012,38,031,00200,0.0269,1,3343,0.0269,0.0269,3
2012,38,033,00100,0.0096,1,1680,0.0096,0.0096,3
2012,38,035,00400,0.642,1,66861,0.642,0.642,2
2012,38,037,00100,0.0137,1,2394,0.0137,0.0137,3
2012,38,039,00400,0.0232,1,2420,0.0232,0.0232,3
2012,38,041,00100,0.0142,1,2477,0.0142,0.0142,3
2012,38,043,00300,0.0204,1,2435,0.0204,0.0204,3
2012,38,045,00200,0.0333,1,4139,0.0333,0.0333,3
2012,38,047,00300,0.0166,1,1990,0.0166,0.0166,3
2012,38,049,00100,0.0309,1,5395,0.0309,0.0309,3
2012,38,051,00300,0.0235,1,2809,0.0235,0.0235,3
2012,38,053,00100,0.0364,1,6360,0.0364,0.0364,3
2012,38,055,00100,0.0513,1,8962,0.0513,0.0513,3
2012,38,057,00100,0.0482,1,8424,0.0482,0.0482,3
2012,38,059,00300,0.2298,1,27471,0.2298,0.2298,3
2012,38,061,00100,0.0439,1,7673,0.0439,0.0439,3
2012,38,063,00200,0.0251,1,3126,0.0251,0.0251,3
2012,38,065,00100,0.0106,1,1846,0.0106,0.0106,3
2012,38,067,00400,0.0712,1,7413,0.0712,0.0712,3
2012,38,069,00200,0.035,1,4357,0.035,0.035,3
2012,38,071,00200,0.092,1,11451,0.092,0.092,3
2012,38,073,00200,0.0439,1,5457,0.0439,0.0439,3
2012,38,075,00100,0.0141,1,2470,0.0141,0.0141,3
2012,38,077,00200,0.1312,1,16321,0.1312,0.1312,3
2012,38,079,00200,0.112,1,13937,0.112,0.112,3
2012,38,081,00200,0.0308,1,3829,0.0308,0.0308,3
2012,38,083,00200,0.0106,1,1321,0.0106,0.0106,3
2012,38,085,00100,0.0238,1,4153,0.0238,0.0238,3
2012,38,087,00100,0.0042,1,727,0.0042,0.0042,3
2012,38,089,00100,0.1385,1,24199,0.1385,0.1385,3
2012,38,091,00400,0.019,1,1975,0.019,0.019,3
2012,38,093,00200,0.1696,1,21100,0.1696,0.1696,3
2012,38,095,00400,0.0216,1,2246,0.0216,0.0216,3
2012,38,097,00400,0.078,1,8121,0.078,0.078,3
2012,38,099,00400,0.1068,1,11119,0.1068,0.1068,3
2012,38,101,00100,0.3531,1,61675,0.3531,0.3531,2
2012,38,103,00200,0.0338,1,4207,0.0338,0.0338,3
2012,38,105,00100,0.1282,1,22398,0.1282,0.1282,3
2012,39,001,05200,0.25,1,28550,0.25,0.25,3
2012,39,003,02500,1,1,106331,1,1,1
2012,39,005,02100,0.4712,1,53139,0.4712,0.4712,2
2012,39,007,01300,1,1,101497,1,1,1
2012,39,009,05000,0.5421,1,64757,0.5421,0.5421,2
2012,39,011,02600,0.3978,1,45949,0.3978,0.3978,2
2012,39,013,03500,0.5025,1,70400,0.5025,0.5025,2
2012,39,015,05700,0.3939,1,44846,0.3939,0.3939,2
2012,39,017,05401,1,0.302,111170,0.302,1,1
2012,39,017,05402,1,0.3589,132139,0.3589,1,1
2012,39,017,05403,1,0.3391,124821,0.3391,1,1
2012,39,019,03300,0.2259,1,28836,0.2259,0.2259,3
2012,39,021,02700,0.3398,1,40097,0.3398,0.3398,3
2012,39,023,04300,1,1,138333,1,1,1
2012,39,025,05600,1,0.6504,128369,0.6504,0.86229256,1
2012,39,025,05700,0.6061,0.3496,68994,0.21189256,0.86229256,1
2012,39,027,05200,0.3682,1,42040,0.3682,0.3682,2
2012,39,029,03400,1,1,107841,1,1,1
2012,39,031,02900,0.3092,1,36901,0.3092,0.3092,3
2012,39,033,02300,0.3556,1,43784,0.3556,0.3556,2
2012,39,035,00901,1,0.081,103635,0.081,1,1
2012,39,035,00902,1,0.112,143421,0.112,1,1
2012,39,035,00903,1,0.0901,115383,0.0901,1,1
2012,39,035,00904,1,0.0979,125292,0.0979,1,1
2012,39,035,00905,1,0.0796,101852,0.0796,1,1
2012,39,035,00906,1,0.0975,124761,0.0975,1,1
2012,39,035,00907,1,0.0818,104764,0.0818,1,1
2012,39,035,00908,1,0.134,171578,0.134,1,1
2012,39,035,00909,1,0.1162,148718,0.1162,1,1
2012,39,035,00910,1,0.1099,140718,0.1099,1,1
2012,39,037,04500,0.3661,1,52959,0.3661,0.3661,2
2012,39,039,00100,0.3135,1,39037,0.3135,0.3135,3
2012,39,041,04000,1,1,174214,1,1,1
2012,39,043,00700,0.5585,1,77079,0.5585,0.5585,2
2012,39,045,03900,1,1,146156,1,1,1
2012,39,047,04800,0.2711,1,29030,0.2711,0.2711,3
2012,39,049,04101,1,0.0871,101297,0.0871,0.9999,1
2012,39,049,04102,1,0.0862,100307,0.0862,0.9999,1
2012,39,049,04103,1,0.0873,101623,0.0873,0.9999,1
2012,39,049,04104,1,0.0863,100448,0.0863,0.9999,1
2012,39,049,04105,1,0.0935,108764,0.0935,0.9999,1
2012,39,049,04106,1,0.1086,126355,0.1086,0.9999,1
2012,39,049,04107,1,0.0879,102320,0.0879,0.9999,1
2012,39,049,04108,1,0.096,111716,0.096,0.9999,1
2012,39,049,04109,1,0.0874,101719,0.0874,0.9999,1
2012,39,049,04110,1,0.0922,107219,0.0922,0.9999,1
2012,39,049,04111,1,0.0874,101646,0.0874,0.9999,1
2012,39,051,00200,0.3775,1,42698,0.3775,0.3775,2
2012,39,053,05000,0.2589,1,30934,0.2589,0.2589,3
2012,39,055,01200,0.8132,1,93389,0.8132,0.8132,1
2012,39,057,04700,1,1,161573,1,1,1
2012,39,059,02900,0.3359,1,40087,0.3359,0.3359,3
2012,39,061,05501,1,0.1387,111298,0.1387,0.9999,1
2012,39,061,05502,1,0.1836,147352,0.1836,0.9999,1
2012,39,061,05503,1,0.1356,108840,0.1356,0.9999,1
2012,39,061,05504,1,0.151,121190,0.151,0.9999,1
2012,39,061,05505,1,0.13,104334,0.13,0.9999,1
2012,39,061,05506,1,0.1309,104991,0.1309,0.9999,1
2012,39,061,05507,1,0.1301,104369,0.1301,0.9999,1
2012,39,063,02400,0.6843,1,74782,0.6843,0.6843,2
2012,39,065,02700,0.2716,1,32058,0.2716,0.2716,3
2012,39,067,03000,0.1463,1,15864,0.1463,0.1463,3
2012,39,069,00100,0.2266,1,28215,0.2266,0.2266,3
2012,39,071,05200,0.3818,1,43589,0.3818,0.3818,2
2012,39,073,04900,0.2805,1,29380,0.2805,0.2805,3
2012,39,075,02900,0.355,1,42366,0.355,0.355,2
2012,39,077,02100,0.5288,1,59626,0.5288,0.5288,2
2012,39,079,04900,0.3172,1,33225,0.3172,0.3172,3
2012,39,081,03500,0.4975,1,69709,0.4975,0.4975,2
2012,39,083,02800,0.3755,1,60921,0.3755,0.3755,2
2012,39,085,01000,1,0.4365,100417,0.4365,0.92412844,1
2012,39,085,01100,1,0.4702,108170,0.4702,0.92412844,1
2012,39,085,01200,0.1868,0.0933,21454,0.01742844,0.92412844,1
2012,39,087,05100,0.4399,1,62450,0.4399,0.4399,2
2012,39,089,03800,1,1,166492,1,1,1
2012,39,091,02700,0.3886,1,45858,0.3886,0.3886,2
2012,39,093,00801,1,0.4436,133694,0.4436,1,1
2012,39,093,00802,1,0.5564,167662,0.5564,1,1
2012,39,095,00200,0.0297,0.0076,3361,2.2572e-4,0.89881652,1
2012,39,095,00300,0.843,0.2911,128599,0.2453973,0.89881652,1
2012,39,095,00400,1,0.3022,133507,0.3022,0.89881652,1
2012,39,095,00500,1,0.3322,146764,0.3322,0.89881652,1
2012,39,095,00600,0.2805,0.067,29584,0.018793500000000005,0.89881652,1
2012,39,097,04200,0.2868,1,43435,0.2868,0.2868,3
2012,39,099,01400,0.3104,0.1743,41622,0.05410272000000001,0.87980272,1
2012,39,099,01500,1,0.8257,197201,0.8257,0.87980272,1
2012,39,101,02800,0.4099,1,66501,0.4099,0.4099,2
2012,39,103,01900,1,1,172332,1,1,1
2012,39,105,05000,0.199,1,23770,0.199,0.199,3
2012,39,107,02600,0.3533,1,40814,0.3533,0.3533,2
2012,39,109,04400,1,1,102506,1,1,1
2012,39,111,03600,0.138,1,14642,0.138,0.138,3
2012,39,113,04601,1,0.2031,108703,0.2031,1,1
2012,39,113,04602,1,0.2407,128823,0.2407,1,1
2012,39,113,04603,1,0.323,172837,0.323,1,1
2012,39,113,04604,1,0.2332,124790,0.2332,1,1
2012,39,115,03600,0.1419,1,15054,0.1419,0.1419,3
2012,39,117,02800,0.2147,1,34827,0.2147,0.2147,3
2012,39,119,03700,0.7048,1,86074,0.7048,0.7048,2
2012,39,121,03600,0.138,1,14645,0.138,0.138,3
2012,39,123,00600,0.3927,1,41428,0.3927,0.3927,2
2012,39,125,00100,0.1575,1,19614,0.1575,0.1575,3
2012,39,127,03700,0.2952,1,36058,0.2952,0.2952,3
2012,39,129,04200,0.3678,1,55698,0.3678,0.3678,2
2012,39,131,04900,0.2741,1,28709,0.2741,0.2741,3
2012,39,133,01700,1,1,161419,1,1,1
2012,39,135,04500,0.2922,1,42270,0.2922,0.2922,3
2012,39,137,02400,0.3157,1,34499,0.3157,0.3157,3
2012,39,139,02200,1,1,124475,1,1,1
2012,39,141,04800,0.7289,1,78064,0.7289,0.7289,2
2012,39,143,00700,0.4415,1,60944,0.4415,0.4415,2
2012,39,145,05100,0.5601,1,79499,0.5601,0.5601,2
2012,39,147,02300,0.4608,1,56745,0.4608,0.4608,2
2012,39,149,04500,0.3417,1,49423,0.3417,0.3417,3
2012,39,151,03100,1,0.3706,139197,0.3706,0.94046571,1
2012,39,151,03200,1,0.3662,137557,0.3662,0.94046571,1
2012,39,151,03300,0.7741,0.2631,98832,0.20366571,0.94046571,1
2012,39,153,01801,1,0.2103,113911,0.2103,1,1
2012,39,153,01802,1,0.2016,109210,0.2016,1,1
2012,39,153,01803,1,0.1947,105482,0.1947,1,1
2012,39,153,01804,1,0.2008,108807,0.2008,1,1
2012,39,153,01805,1,0.1926,104371,0.1926,1,1
2012,39,155,01400,0.6896,0.4397,92474,0.30321712,0.86351712,1
2012,39,155,01600,1,0.5603,117838,0.5603,0.86351712,1
2012,39,157,03000,0.8537,1,92582,0.8537,0.8537,1
2012,39,159,04200,0.3454,1,52300,0.3454,0.3454,3
2012,39,161,02600,0.2489,1,28744,0.2489,0.2489,3
2012,39,163,04900,0.1283,1,13435,0.1283,0.1283,3
2012,39,165,05301,1,0.4927,104792,0.4927,1,1
2012,39,165,05302,1,0.5073,107901,0.5073,1,1
2012,39,167,03600,0.5822,1,61778,0.5822,0.5822,2
2012,39,169,02000,1,1,114520,1,1,1
2012,39,171,00100,0.3023,1,37642,0.3023,0.3023,3
2012,39,173,00200,0.5928,0.5343,67054,0.31673304,0.43647630000000004,2
2012,39,173,00300,0.157,0.1909,23959,0.0299713,0.43647630000000004,2
2012,39,173,00600,0.3268,0.2747,34475,0.08977196,0.43647630000000004,2
2012,39,175,02300,0.1836,1,22615,0.1836,0.1836,3
2012,40,001,00200,0.2024,1,22683,0.2024,0.2024,3
2012,40,003,00500,0.049,1,5642,0.049,0.049,3
2012,40,005,00702,0.1182,1,14182,0.1182,0.1182,3
2012,40,007,00500,0.049,1,5636,0.049,0.049,3
2012,40,009,00400,0.2012,1,22119,0.2012,0.2012,3
2012,40,011,00500,0.1038,1,11943,0.1038,0.1038,3
2012,40,013,00702,0.3534,1,42416,0.3534,0.3534,2
2012,40,015,00602,0.2617,1,29600,0.2617,0.2617,3
2012,40,017,00800,1,1,115541,1,1,1
2012,40,019,00701,0.4536,1,47557,0.4536,0.4536,2
2012,40,021,00200,0.4193,1,46987,0.4193,0.4193,2
2012,40,023,00300,0.0844,1,15205,0.0844,0.0844,3
2012,40,025,00500,0.0215,1,2475,0.0215,0.0215,3
2012,40,027,00900,1,1,255755,1,1,1
2012,40,029,00702,0.0494,1,5925,0.0494,0.0494,3
2012,40,031,00601,1,0.8565,106286,0.8565,0.8791012500000001,1
2012,40,031,00602,0.1575,0.1435,17812,0.02260125,0.8791012500000001,1
2012,40,033,00602,0.0547,1,6193,0.0547,0.0547,3
2012,40,035,00100,0.0901,1,15029,0.0901,0.0901,3
2012,40,037,01204,0.2447,0.5665,39639,0.13862255,0.19267215000000001,3
2012,40,037,01501,0.1378,0.2948,20625,0.040623440000000004,0.19267215000000001,3
2012,40,037,01601,0.0968,0.1387,9703,0.01342616,0.19267215000000001,3
2012,40,039,00400,0.2499,1,27469,0.2499,0.2499,3
2012,40,041,00100,0.2487,1,41487,0.2487,0.2487,3
2012,40,043,00500,0.0418,1,4810,0.0418,0.0418,3
2012,40,045,00500,0.0361,1,4151,0.0361,0.0361,3
2012,40,047,01400,0.5103,1,60580,0.5103,0.5103,2
2012,40,049,00701,0.263,1,27576,0.263,0.263,3
2012,40,051,01101,0.4982,1,52431,0.4982,0.4982,2
2012,40,053,00500,0.0394,1,4527,0.0394,0.0394,3
2012,40,055,00400,0.0568,1,6239,0.0568,0.0568,3
2012,40,057,00400,0.0266,1,2922,0.0266,0.0266,3
2012,40,059,00500,0.032,1,3685,0.032,0.032,3
2012,40,061,00300,0.0709,1,12769,0.0709,0.0709,3
2012,40,063,01501,0.0936,1,14003,0.0936,0.0936,3
2012,40,065,00400,0.2406,1,26446,0.2406,0.2406,3
2012,40,067,00602,0.0572,1,6472,0.0572,0.0572,3
2012,40,069,00702,0.0913,1,10957,0.0913,0.0913,3
2012,40,071,01400,0.3923,1,46562,0.3923,0.3923,2
2012,40,073,00500,0.1307,1,15034,0.1307,0.1307,3
2012,40,075,00400,0.0859,1,9446,0.0859,0.0859,3
2012,40,077,00300,0.0619,1,11154,0.0619,0.0619,3
2012,40,079,00300,0.2798,1,50384,0.2798,0.2798,3
2012,40,081,01102,0.2693,1,34273,0.2693,0.2693,3
2012,40,083,01102,0.3289,1,41848,0.3289,0.3289,3
2012,40,085,00701,0.0899,1,9423,0.0899,0.0899,3
2012,40,087,01101,0.3279,1,34506,0.3279,0.3279,3
2012,40,089,00300,0.1841,1,33151,0.1841,0.1841,3
2012,40,091,01302,0.1335,1,20252,0.1335,0.1335,3
2012,40,093,00500,0.0654,1,7527,0.0654,0.0654,3
2012,40,095,00702,0.132,1,15840,0.132,0.132,3
2012,40,097,00100,0.2473,1,41259,0.2473,0.2473,3
2012,40,099,00701,0.1287,1,13488,0.1287,0.1287,3
2012,40,101,01302,0.468,1,70990,0.468,0.468,2
2012,40,103,01400,0.0974,1,11561,0.0974,0.0974,3
2012,40,105,00100,0.0632,1,10536,0.0632,0.0632,3
2012,40,107,01501,0.0815,1,12191,0.0815,0.0815,3
2012,40,109,01001,1,0.1453,104433,0.1453,0.9998,1
2012,40,109,01002,1,0.2039,146562,0.2039,0.9998,1
2012,40,109,01003,1,0.1828,131389,0.1828,0.9998,1
2012,40,109,01004,1,0.1568,112715,0.1568,0.9998,1
2012,40,109,01005,1,0.1629,117082,0.1629,0.9998,1
2012,40,109,01006,1,0.1481,106452,0.1481,0.9998,1
2012,40,111,01302,0.2641,1,40069,0.2641,0.2641,3
2012,40,113,01204,0.1512,0.5158,24485,0.07798896000000001,0.18901602,3
2012,40,113,01601,0.2293,0.4842,22987,0.11102706000000001,0.18901602,3
2012,40,115,00100,0.1909,1,31848,0.1909,0.1909,3
2012,40,117,01601,0.1654,1,16577,0.1654,0.1654,3
2012,40,119,01501,0.5169,1,77350,0.5169,0.5169,2
2012,40,121,00300,0.2545,1,45837,0.2545,0.2545,3
2012,40,123,00701,0.0648,0.1812,6793,0.011741759999999999,0.2211908,3
2012,40,123,00702,0.2558,0.8188,30699,0.20944904,0.2211908,3
2012,40,125,01101,0.174,0.2636,18308,0.045866399999999995,0.34175192,3
