state,puma12,place,stab,PlaceName,PUMA12name,pop20,afact2,afact
17,1300,99999,IL,[not in a place],Sangamon County--Springfield City,31786,0.0211,0.1619
17,1500,1972,IL,"Argenta village, IL",Macon County--Decatur City,913,1,0.0088
17,1500,6756,IL,"Blue Mound village, IL",Macon County--Decatur City,1133,1,0.0109
17,1500,7315,IL,"Boody CDP, IL",Macon County--Decatur City,232,1,0.0022
17,1500,18823,IL,"Decatur city, IL",Macon County--Decatur City,70522,1,0.6779
17,1500,23919,IL,"Elwin CDP, IL",Macon County--Decatur City,119,1,0.0011
17,1500,27091,IL,"Forsyth village, IL",Macon County--Decatur City,3734,1,0.0359
17,1500,33227,IL,"Harristown village, IL",Macon County--Decatur City,1310,1,0.0126
17,1500,44498,IL,"Long Creek village, IL",Macon County--Decatur City,1261,1,0.0121
17,1500,45941,IL,"Macon city, IL",Macon County--Decatur City,1177,1,0.0113
17,1500,47072,IL,"Maroa city, IL",Macon County--Decatur City,1577,1,0.0152
17,1500,51206,IL,"Mount Zion village, IL",Macon County--Decatur City,6019,1,0.0579
17,1500,52961,IL,"Niantic village, IL",Macon County--Decatur City,612,1,0.0059
17,1500,56471,IL,"Oreana village, IL",Macon County--Decatur City,891,1,0.0086
17,1500,78916,IL,"Warrensburg village, IL",Macon County--Decatur City,1110,1,0.0107
17,1500,99999,IL,[not in a place],Macon County--Decatur City,13426,0.0089,0.1291
17,1602,867,IL,"Allenville village, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",132,1,0.0009
17,1602,2414,IL,"Arthur village, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",818,0.3667,0.0058
17,1602,2609,IL,"Assumption city, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",1155,1,0.0081
17,1602,2674,IL,"Athens city, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",1977,1,0.0139
17,1602,2752,IL,"Atlanta city, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",1669,1,0.0118
17,1602,2882,IL,"Atwood village, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",590,0.5287,0.0042
17,1602,4403,IL,"Beason CDP, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",147,1,0.001
17,1602,5144,IL,"Bement village, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",1484,1,0.0105
17,1602,5612,IL,"Bethany village, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",1255,1,0.0088
17,1602,8472,IL,"Broadwell village, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",136,1,0.001
17,1602,9538,IL,"Bulpitt village, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",212,1,0.0015
17,1602,12268,IL,"Cerro Gordo village, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",1316,1,0.0093
17,1602,13230,IL,"Chestnut CDP, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",220,1,0.0015
17,1602,14442,IL,"Cisco village, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",254,1,0.0018
17,1602,15001,IL,"Clinton city, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",7004,1,0.0493
17,1602,16431,IL,"Cornland CDP, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",89,1,0.0006
17,1602,17055,IL,"Cowden village, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",515,1,0.0036
17,1602,18446,IL,"Dalton City village, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",454,1,0.0032
17,1602,19200,IL,"De Land village, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",447,1,0.0031
17,1602,19798,IL,"De Witt village, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",160,1,0.0011
17,1602,22645,IL,"Edinburg village, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",1085,1,0.0076
17,1602,23269,IL,"Elkhart village, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",450,1,0.0032
17,1602,23971,IL,"Emden village, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",467,1,0.0033
17,1602,25414,IL,"Farmer City city, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",1828,1,0.0129
17,1602,26116,IL,"Findlay village, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",664,1,0.0047
17,1602,28807,IL,"Gays village, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",218,1,0.0015
17,1602,31576,IL,"Greenview village, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",745,1,0.0052
17,1602,32499,IL,"Hammond village, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",508,1,0.0036
17,1602,33318,IL,"Hartsburg village, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",262,1,0.0018
17,1602,33357,IL,"Harvel village, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",59,0.3315,0.0004
17,1602,34332,IL,"Herrick village, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",358,1,0.0025
17,1602,38349,IL,"Jeisyville village, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",102,1,0.0007
17,1602,39532,IL,"Kenney village, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",311,1,0.0022
17,1602,39909,IL,"Kincaid village, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",1349,1,0.0095
17,1602,41040,IL,"Lake City CDP, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",69,1,0.0005
17,1602,41404,IL,"Lake Petersburg CDP, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",740,1,0.0052
17,1602,41677,IL,"Lakewood CDP, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",91,1,0.0006
17,1602,41950,IL,"Lane CDP, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",95,1,0.0007
17,1602,42002,IL,"Langleyville CDP, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",391,1,0.0028
17,1602,42067,IL,"LaPlace CDP, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",239,1,0.0017
17,1602,42249,IL,"Latham village, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",333,1,0.0023
17,1602,43536,IL,"Lincoln city, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",13288,1,0.0936
17,1602,45044,IL,"Lovington village, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",1069,1,0.0075
17,1602,46487,IL,"Mansfield village, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",928,1,0.0065
17,1602,48853,IL,"Middletown village, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",329,1,0.0023
17,1602,50244,IL,"Monticello city, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",5941,1,0.0419
17,1602,50543,IL,"Morrisonville village, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",997,1,0.007
17,1602,50829,IL,"Mount Auburn village, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",452,1,0.0032
17,1602,51128,IL,"Mount Pulaski city, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",1537,1,0.0108
17,1602,51232,IL,"Moweaqua village, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",1764,1,0.0124
17,1602,52545,IL,"New Holland village, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",275,1,0.0019
17,1602,54625,IL,"Oakford village, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",234,1,0.0016
17,1602,55132,IL,"Oconee village, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",141,1,0.001
17,1602,57043,IL,"Owaneco village, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",209,1,0.0015
17,1602,57303,IL,"Palmer village, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",216,1,0.0015
17,1602,57472,IL,"Pana city, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",5199,1,0.0366
17,1602,59312,IL,"Petersburg city, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",2258,1,0.0159
17,1602,67613,IL,"San Jose village, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",189,0.3946,0.0013
17,1602,69186,IL,"Shelbyville city, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",4674,1,0.0329
17,1602,69914,IL,"Sigel town, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",329,1,0.0023
17,1602,72650,IL,"Stewardson village, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",721,1,0.0051
17,1602,72949,IL,"Stonington village, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",837,1,0.0059
17,1602,73040,IL,"Strasburg village, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",531,1,0.0037
17,1602,73495,IL,"Sullivan city, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",4413,1,0.0311
17,1602,74379,IL,"Tallula village, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",434,1,0.0031
17,1602,74574,IL,"Taylorville city, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",10506,1,0.074
17,1602,75809,IL,"Tovey village, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",464,1,0.0033
17,1602,75848,IL,"Tower Hill village, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",485,1,0.0034
17,1602,78773,IL,"Wapella village, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",513,1,0.0036
17,1602,79449,IL,"Waynesville village, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",381,1,0.0027
17,1602,79683,IL,"Weldon village, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",369,1,0.0026
17,1602,80255,IL,"Westervelt CDP, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",131,1,0.0009
17,1602,81295,IL,"White Heath CDP, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",251,1,0.0018
17,1602,82322,IL,"Windsor city, IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",1079,1,0.0076
17,1602,99999,IL,[not in a place],"Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",50400,0.0335,0.3551
17,1701,4039,IL,"Bartonville village, IL",Peoria County--Peoria City,5945,1,0.0327
17,1701,4871,IL,"Bellevue village, IL",Peoria County--Peoria City,1878,1,0.0103
17,1701,8303,IL,"Brimfield village, IL",Peoria County--Peoria City,778,1,0.0043
17,1701,14117,IL,"Chillicothe city, IL",Peoria County--Peoria City,6128,1,0.0337
17,1701,21176,IL,"Dunlap village, IL",Peoria County--Peoria City,1603,1,0.0088
17,1701,23698,IL,"Elmwood city, IL",Peoria County--Peoria City,2058,1,0.0113
17,1701,29483,IL,"Glasford village, IL",Peoria County--Peoria City,866,1,0.0048
17,1701,32668,IL,"Hanna City village, IL",Peoria County--Peoria City,1253,1,0.0069
17,1701,40091,IL,"Kingston Mines village, IL",Peoria County--Peoria City,266,1,0.0015
17,1701,40962,IL,"Lake Camelot CDP, IL",Peoria County--Peoria City,1798,1,0.0099
17,1701,46643,IL,"Mapleton village, IL",Peoria County--Peoria City,261,1,0.0014
17,1701,50699,IL,"Mossville CDP, IL",Peoria County--Peoria City,268,1,0.0015
17,1701,54404,IL,"Norwood village, IL",Peoria County--Peoria City,437,1,0.0024
17,1701,59000,IL,"Peoria city, IL",Peoria County--Peoria City,113150,1,0.6223
17,1701,59026,IL,"Peoria Heights village, IL",Peoria County--Peoria City,5908,1,0.0325
17,1701,61925,IL,"Princeville village, IL",Peoria County--Peoria City,1636,1,0.009
17,1701,65403,IL,"Rome CDP, IL",Peoria County--Peoria City,1604,1,0.0088
17,1701,70278,IL,"Smithville CDP, IL",Peoria County--Peoria City,157,1,0.0009
17,1701,76108,IL,"Trivoli CDP, IL",Peoria County--Peoria City,385,1,0.0021
17,1701,80736,IL,"West Peoria city, IL",Peoria County--Peoria City,4263,1,0.0234
17,1701,99999,IL,[not in a place],Peoria County--Peoria City,31188,0.0207,0.1715
17,1900,2206,IL,"Armington village, IL",Tazewell County,310,1,0.0024
17,1900,17549,IL,"Creve Coeur village, IL",Tazewell County,4934,1,0.0376
17,1900,18940,IL,"Deer Creek village, IL",Tazewell County,643,0.964,0.0049
17,1900,19226,IL,"Delavan city, IL",Tazewell County,1568,1,0.0119
17,1900,22164,IL,"East Peoria city, IL",Tazewell County,22484,1,0.1712
17,1900,30445,IL,"Goodfield village, IL",Tazewell County,254,0.2714,0.0019
17,1900,31563,IL,"Green Valley village, IL",Tazewell County,630,1,0.0048
17,1900,34272,IL,"Heritage Lake CDP, IL",Tazewell County,1523,1,0.0116
17,1900,36126,IL,"Hopedale village, IL",Tazewell County,830,1,0.0063
17,1900,45785,IL,"Mackinaw village, IL",Tazewell County,1879,1,0.0143
17,1900,47111,IL,"Marquette Heights city, IL",Tazewell County,2541,1,0.0193
17,1900,49555,IL,"Minier village, IL",Tazewell County,1154,1,0.0088
17,1900,50621,IL,"Morton village, IL",Tazewell County,17117,1,0.1303
17,1900,54092,IL,"North Pekin village, IL",Tazewell County,1478,1,0.0113
17,1900,58447,IL,"Pekin city, IL",Tazewell County,31731,1,0.2416
17,1900,71175,IL,"South Pekin village, IL",Tazewell County,996,1,0.0076
17,1900,75965,IL,"Tremont village, IL",Tazewell County,2277,1,0.0173
17,1900,79033,IL,"Washington city, IL",Tazewell County,16071,1,0.1224
17,1900,99999,IL,[not in a place],Tazewell County,22923,0.0152,0.1745
17,2000,1361,IL,"Anchor village, IL",McLean County,163,1,0.001
17,2000,2342,IL,"Arrowsmith village, IL",McLean County,276,1,0.0016
17,2000,4897,IL,"Bellflower village, IL",McLean County,346,1,0.002
17,2000,6613,IL,"Bloomington city, IL",McLean County,78680,1,0.4602
17,2000,11215,IL,"Carlock village, IL",McLean County,548,1,0.0032
17,2000,12931,IL,"Chenoa city, IL",McLean County,1720,1,0.0101
17,2000,15495,IL,"Colfax village, IL",McLean County,996,1,0.0058
17,2000,16210,IL,"Cooksville village, IL",McLean County,157,1,0.0009
17,2000,18537,IL,"Danvers village, IL",McLean County,1089,1,0.0064
17,2000,20643,IL,"Downs village, IL",McLean County,1201,1,0.007
17,2000,23555,IL,"Ellsworth village, IL",McLean County,184,1,0.0011
17,2000,31732,IL,"Gridley village, IL",McLean County,1456,1,0.0085
17,2000,34449,IL,"Heyworth village, IL",McLean County,2791,1,0.0163
17,2000,36438,IL,"Hudson village, IL",McLean County,1753,1,0.0103
17,2000,42971,IL,"Le Roy city, IL",McLean County,3512,1,0.0205
17,2000,43094,IL,"Lexington city, IL",McLean County,2090,1,0.0122
17,2000,45811,IL,"McLean village, IL",McLean County,743,1,0.0043
17,2000,53234,IL,"Normal town, IL",McLean County,52736,1,0.3085
17,2000,67912,IL,"Saybrook village, IL",McLean County,654,1,0.0038
17,2000,69628,IL,"Shirley CDP, IL",McLean County,135,1,0.0008
17,2000,72260,IL,"Stanford village, IL",McLean County,600,1,0.0035
17,2000,75822,IL,"Towanda village, IL",McLean County,431,1,0.0025
17,2000,76511,IL,"Twin Grove CDP, IL",McLean County,1524,1,0.0089
17,2000,99999,IL,[not in a place],McLean County,17169,0.0114,0.1004
17,2100,7211,IL,"Bondville village, IL",Champaign County--Champaign & Urbana Cities,388,1,0.0019
17,2100,8420,IL,"Broadlands village, IL",Champaign County--Champaign & Urbana Cities,316,1,0.0015
17,2100,12385,IL,"Champaign city, IL",Champaign County--Champaign & Urbana Cities,88302,1,0.429
17,2100,19746,IL,"Dewey CDP, IL",Champaign County--Champaign & Urbana Cities,105,1,0.0005
17,2100,26194,IL,"Fisher village, IL",Champaign County--Champaign & Urbana Cities,2062,1,0.01
17,2100,26662,IL,"Foosland village, IL",Champaign County--Champaign & Urbana Cities,75,1,0.0004
17,2100,29145,IL,"Gifford village, IL",Champaign County--Champaign & Urbana Cities,911,1,0.0044
17,2100,35814,IL,"Homer village, IL",Champaign County--Champaign & Urbana Cities,1073,1,0.0052
17,2100,37998,IL,"Ivesdale village, IL",Champaign County--Champaign & Urbana Cities,265,1,0.0013
17,2100,41346,IL,"Lake of the Woods CDP, IL",Champaign County--Champaign & Urbana Cities,2403,1,0.0117
17,2100,44602,IL,"Longview village, IL",Champaign County--Champaign & Urbana Cities,112,1,0.0005
17,2100,45174,IL,"Ludlow village, IL",Champaign County--Champaign & Urbana Cities,308,1,0.0015
17,2100,46136,IL,"Mahomet village, IL",Champaign County--Champaign & Urbana Cities,9434,1,0.0458
17,2100,55275,IL,"Ogden village, IL",Champaign County--Champaign & Urbana Cities,729,1,0.0035
17,2100,58577,IL,"Penfield CDP, IL",Champaign County--Champaign & Urbana Cities,151,1,0.0007
17,2100,59273,IL,"Pesotum village, IL",Champaign County--Champaign & Urbana Cities,550,1,0.0027
17,2100,59533,IL,"Philo village, IL",Champaign County--Champaign & Urbana Cities,1392,1,0.0068
17,2100,62783,IL,"Rantoul village, IL",Champaign County--Champaign & Urbana Cities,12371,1,0.0601
17,2100,66157,IL,"Royal village, IL",Champaign County--Champaign & Urbana Cities,293,1,0.0014
17,2100,66534,IL,"Sadorus village, IL",Champaign County--Champaign & Urbana Cities,402,1,0.002
17,2100,66950,IL,"St. Joseph village, IL",Champaign County--Champaign & Urbana Cities,3810,1,0.0185
17,2100,67860,IL,"Savoy village, IL",Champaign County--Champaign & Urbana Cities,8857,1,0.043
17,2100,68809,IL,"Seymour CDP, IL",Champaign County--Champaign & Urbana Cities,317,1,0.0015
17,2100,69875,IL,"Sidney village, IL",Champaign County--Champaign & Urbana Cities,1208,1,0.0059
17,2100,75107,IL,"Thomasboro village, IL",Champaign County--Champaign & Urbana Cities,1034,1,0.005
17,2100,75614,IL,"Tolono village, IL",Champaign County--Champaign & Urbana Cities,3604,1,0.0175
17,2100,77005,IL,"Urbana city, IL",Champaign County--Champaign & Urbana Cities,38336,1,0.1862
17,2100,99999,IL,[not in a place],Champaign County--Champaign & Urbana Cities,27032,0.018,0.1313
17,2200,880,IL,"Allerton village, IL","Livingston, Ford, Iroquois & Vermilion Counties",262,1,0.0017
17,2200,1242,IL,"Alvin village, IL","Livingston, Ford, Iroquois & Vermilion Counties",233,1,0.0015
17,2200,2479,IL,"Ashkum village, IL","Livingston, Ford, Iroquois & Vermilion Counties",750,1,0.005
17,2200,4507,IL,"Beaverville village, IL","Livingston, Ford, Iroquois & Vermilion Counties",306,1,0.002
17,2200,4689,IL,"Belgium village, IL","Livingston, Ford, Iroquois & Vermilion Counties",358,1,0.0024
17,2200,6184,IL,"Bismarck village, IL","Livingston, Ford, Iroquois & Vermilion Counties",582,1,0.0039
17,2200,9317,IL,"Buckley village, IL","Livingston, Ford, Iroquois & Vermilion Counties",495,1,0.0033
17,2200,10292,IL,"Cabery village, IL","Livingston, Ford, Iroquois & Vermilion Counties",160,0.6926,0.0011
17,2200,10916,IL,"Campus village, IL","Livingston, Ford, Iroquois & Vermilion Counties",149,1,0.001
17,2200,11774,IL,"Catlin village, IL","Livingston, Ford, Iroquois & Vermilion Counties",1983,1,0.0132
17,2200,12710,IL,"Chatsworth town, IL","Livingston, Ford, Iroquois & Vermilion Counties",1185,1,0.0079
17,2200,12801,IL,"Chebanse village, IL","Livingston, Ford, Iroquois & Vermilion Counties",646,0.6188,0.0043
17,2200,14468,IL,"Cissna Park village, IL","Livingston, Ford, Iroquois & Vermilion Counties",817,1,0.0054
17,2200,14936,IL,"Clifton village, IL","Livingston, Ford, Iroquois & Vermilion Counties",1352,1,0.009
17,2200,16405,IL,"Cornell village, IL","Livingston, Ford, Iroquois & Vermilion Counties",446,1,0.003
17,2200,17406,IL,"Crescent City village, IL","Livingston, Ford, Iroquois & Vermilion Counties",552,1,0.0037
17,2200,18030,IL,"Cullom village, IL","Livingston, Ford, Iroquois & Vermilion Counties",520,1,0.0035
17,2200,18498,IL,"Danforth village, IL","Livingston, Ford, Iroquois & Vermilion Counties",594,1,0.0039
17,2200,18563,IL,"Danville city, IL","Livingston, Ford, Iroquois & Vermilion Counties",29204,1,0.1939
17,2200,20331,IL,"Donovan village, IL","Livingston, Ford, Iroquois & Vermilion Counties",251,1,0.0017
17,2200,21358,IL,"Dwight village, IL","Livingston, Ford, Iroquois & Vermilion Counties",4018,0.9965,0.0267
17,2200,22021,IL,"East Lynn CDP, IL","Livingston, Ford, Iroquois & Vermilion Counties",90,1,0.0006
17,2200,23425,IL,"Elliott village, IL","Livingston, Ford, Iroquois & Vermilion Counties",274,1,0.0018
17,2200,24062,IL,"Emington village, IL","Livingston, Ford, Iroquois & Vermilion Counties",101,1,0.0007
17,2200,24764,IL,"Fairbury city, IL","Livingston, Ford, Iroquois & Vermilion Counties",3633,1,0.0241
17,2200,24985,IL,"Fairmount village, IL","Livingston, Ford, Iroquois & Vermilion Counties",612,1,0.0041
17,2200,26233,IL,"Fithian village, IL","Livingston, Ford, Iroquois & Vermilion Counties",488,1,0.0032
17,2200,26311,IL,"Flanagan village, IL","Livingston, Ford, Iroquois & Vermilion Counties",1010,1,0.0067
17,2200,27026,IL,"Forrest village, IL","Livingston, Ford, Iroquois & Vermilion Counties",1041,1,0.0069
17,2200,28963,IL,"Georgetown city, IL","Livingston, Ford, Iroquois & Vermilion Counties",3143,1,0.0209
17,2200,29125,IL,"Gibson City city, IL","Livingston, Ford, Iroquois & Vermilion Counties",3475,1,0.0231
17,2200,29275,IL,"Gilman city, IL","Livingston, Ford, Iroquois & Vermilion Counties",1738,1,0.0115
17,2200,34137,IL,"Henning village, IL","Livingston, Ford, Iroquois & Vermilion Counties",210,1,0.0014
17,2200,36061,IL,"Hoopeston city, IL","Livingston, Ford, Iroquois & Vermilion Counties",4915,1,0.0326
17,2200,37348,IL,"Indianola village, IL","Livingston, Ford, Iroquois & Vermilion Counties",227,1,0.0015
17,2200,37712,IL,"Iroquois village, IL","Livingston, Ford, Iroquois & Vermilion Counties",133,1,0.0009
17,2200,39441,IL,"Kempton village, IL","Livingston, Ford, Iroquois & Vermilion Counties",176,1,0.0012
17,2200,44264,IL,"Loda village, IL","Livingston, Ford, Iroquois & Vermilion Counties",356,1,0.0024
17,2200,44576,IL,"Long Point village, IL","Livingston, Ford, Iroquois & Vermilion Counties",204,1,0.0014
17,2200,47280,IL,"Martinton village, IL","Livingston, Ford, Iroquois & Vermilion Counties",334,1,0.0022
17,2200,48268,IL,"Melvin village, IL","Livingston, Ford, Iroquois & Vermilion Counties",416,1,0.0028
17,2200,49048,IL,"Milford village, IL","Livingston, Ford, Iroquois & Vermilion Counties",1158,1,0.0077
17,2200,51336,IL,"Muncie village, IL","Livingston, Ford, Iroquois & Vermilion Counties",157,1,0.001
17,2200,55002,IL,"Oakwood village, IL","Livingston, Ford, Iroquois & Vermilion Counties",1325,1,0.0088
17,2200,55171,IL,"Odell village, IL","Livingston, Ford, Iroquois & Vermilion Counties",1003,1,0.0067
17,2200,55886,IL,"Olivet CDP, IL","Livingston, Ford, Iroquois & Vermilion Counties",336,1,0.0022
17,2200,56081,IL,"Onarga village, IL","Livingston, Ford, Iroquois & Vermilion Counties",1333,1,0.0088
17,2200,57576,IL,"Papineau village, IL","Livingston, Ford, Iroquois & Vermilion Counties",133,1,0.0009
17,2200,58239,IL,"Paxton city, IL","Livingston, Ford, Iroquois & Vermilion Counties",4450,1,0.0295
17,2200,60079,IL,"Piper City village, IL","Livingston, Ford, Iroquois & Vermilion Counties",745,1,0.0049
17,2200,61015,IL,"Pontiac city, IL","Livingston, Ford, Iroquois & Vermilion Counties",11150,1,0.074
17,2200,61366,IL,"Potomac village, IL","Livingston, Ford, Iroquois & Vermilion Counties",689,1,0.0046
17,2200,62744,IL,"Rankin village, IL","Livingston, Ford, Iroquois & Vermilion Counties",495,1,0.0033
17,2200,63056,IL,"Reddick village, IL","Livingston, Ford, Iroquois & Vermilion Counties",21,0.1055,0.0001
17,2200,63862,IL,"Ridge Farm village, IL","Livingston, Ford, Iroquois & Vermilion Counties",787,1,0.0052
17,2200,64655,IL,"Roberts village, IL","Livingston, Ford, Iroquois & Vermilion Counties",345,1,0.0023
17,2200,65962,IL,"Rossville village, IL","Livingston, Ford, Iroquois & Vermilion Counties",1221,1,0.0081
17,2200,67795,IL,"Saunemin village, IL","Livingston, Ford, Iroquois & Vermilion Counties",406,1,0.0027
17,2200,69212,IL,"Sheldon village, IL","Livingston, Ford, Iroquois & Vermilion Counties",965,1,0.0064
17,2200,69810,IL,"Sibley village, IL","Livingston, Ford, Iroquois & Vermilion Counties",288,1,0.0019
17,2200,69836,IL,"Sidell village, IL","Livingston, Ford, Iroquois & Vermilion Counties",489,1,0.0032
17,2200,73131,IL,"Strawn village, IL","Livingston, Ford, Iroquois & Vermilion Counties",101,1,0.0007
17,2200,73170,IL,"Streator city, IL","Livingston, Ford, Iroquois & Vermilion Counties",84,0.0067,0.0006
17,2200,74847,IL,"Thawville village, IL","Livingston, Ford, Iroquois & Vermilion Counties",215,1,0.0014
17,2200,75276,IL,"Tilton village, IL","Livingston, Ford, Iroquois & Vermilion Counties",2660,1,0.0177
17,2200,79228,IL,"Watseka city, IL","Livingston, Ford, Iroquois & Vermilion Counties",4679,1,0.0311
17,2200,79735,IL,"Wellington village, IL","Livingston, Ford, Iroquois & Vermilion Counties",206,1,0.0014
17,2200,80931,IL,"Westville village, IL","Livingston, Ford, Iroquois & Vermilion Counties",3167,1,0.021
17,2200,83102,IL,"Woodland village, IL","Livingston, Ford, Iroquois & Vermilion Counties",248,1,0.0016
17,2200,99999,IL,[not in a place],"Livingston, Ford, Iroquois & Vermilion Counties",44342,0.0294,0.2944
17,2300,2258,IL,"Aroma Park village, IL",Kankakee County,664,1,0.0062
17,2300,7237,IL,"Bonfield village, IL",Kankakee County,351,1,0.0033
17,2300,7471,IL,"Bourbonnais village, IL",Kankakee County,18164,1,0.169
17,2300,7744,IL,"Bradley village, IL",Kankakee County,15419,1,0.1434
17,2300,9304,IL,"Buckingham village, IL",Kankakee County,244,1,0.0023
17,2300,10292,IL,"Cabery village, IL",Kankakee County,71,0.3074,0.0007
17,2300,12801,IL,"Chebanse village, IL",Kankakee County,398,0.3812,0.0037
17,2300,24452,IL,"Essex village, IL",Kankakee County,841,1,0.0078
17,2300,30991,IL,"Grant Park village, IL",Kankakee County,1294,1,0.012
17,2300,34384,IL,"Herscher village, IL",Kankakee County,1521,1,0.0141
17,2300,36190,IL,"Hopkins Park village, IL",Kankakee County,597,1,0.0056
17,2300,37803,IL,"Irwin village, IL",Kankakee County,68,1,0.0006
