state,place,year
18,05374,2014
18,22990,2014
18,34294,2014
18,28386,2014
18,07750,2014
18,48924,2014
18,49536,2014
18,53370,2014
18,52020,2014
18,79478,2014
18,20728,2014
18,69840,2014
18,19072,2014
18,14932,2014
18,28062,2014
18,52326,2014
18,26206,2014
18,29844,2014
18,27324,2014
18,02620,2014
18,53694,2014
18,15490,2014
18,33862,2014
18,48294,2014
18,78740,2014
18,39798,2014
18,79730,2014
18,03664,2014
18,56286,2014
18,11044,2014
18,51354,2014
18,53712,2014
18,08182,2014
18,42372,2014
18,48563,2014
18,65214,2014
18,39618,2014
18,26152,2014
18,00748,2014
18,57528,2014
18,24250,2014
18,32512,2014
18,45774,2014
18,55710,2014
18,70542,2014
18,32728,2014
18,58320,2014
18,62046,2014
18,25306,2014
18,46908,2014
18,38862,2014
18,14986,2014
18,37674,2014
18,49212,2014
18,74546,2014
18,33178,2014
18,60894,2014
18,69894,2014
18,74510,2014
18,22432,2014
18,25198,2014
18,27054,2014
18,47592,2014
18,77966,2014
18,41994,2014
18,78470,2014
18,57510,2014
18,68382,2014
18,85598,2014
18,44190,2014
18,74582,2014
18,37764,2014
18,45504,2014
18,52524,2014
18,05716,2014
18,54180,2014
18,01954,2014
18,02602,2014
18,12628,2014
18,69354,2014
18,82700,2014
18,10342,2014
18,23278,2014
18,69516,2014
18,84302,2014
18,24286,2014
18,45648,2014
18,29520,2014
18,16336,2014
18,53352,2014
18,72296,2014
18,57726,2014
18,15634,2014
18,53586,2014
18,15256,2014
18,42048,2014
18,53298,2014
18,20674,2014
18,40644,2014
18,47628,2014
18,52398,2014
18,08416,2014
18,60192,2014
18,44442,2014
18,55080,2014
18,16804,2014
18,02908,2014
18,60246,2014
18,13366,2014
18,01450,2014
18,14050,2014
18,73178,2014
18,52740,2014
18,05896,2014
18,50940,2014
18,51714,2014
18,72332,2014
18,09712,2014
18,29682,2014
18,39438,2014
18,74060,2014
18,49014,2014
18,40266,2014
18,19162,2014
18,43074,2014
18,72008,2014
18,73664,2014
18,40392,2014
18,36144,2014
18,29772,2014
18,66546,2014
18,65016,2014
18,35302,2014
18,47160,2014
18,01612,2014
18,51408,2014
18,80108,2014
18,68832,2014
18,25864,2014
18,08470,2014
18,48240,2014
18,78290,2014
18,16084,2014
18,66006,2014
18,83528,2014
18,17722,2014
18,14464,2014
18,63792,2014
18,63756,2014
18,58788,2014
18,08704,2014
18,61236,2014
18,67302,2014
18,63450,2014
18,08092,2014
18,10036,2014
18,19180,2014
18,31216,2014
18,17812,2014
18,39510,2014
18,45990,2014
18,09622,2014
18,55116,2014
18,78902,2014
18,68328,2014
18,15409,2014
18,32584,2014
18,29898,2014
18,53874,2014
18,83816,2014
18,25450,2014
18,03394,2014
18,62028,2014
18,76310,2014
18,05176,2014
18,20458,2014
18,25810,2014
18,62730,2014
18,67698,2014
18,83204,2014
18,08578,2014
18,21124,2014
18,55800,2014
18,79208,2014
18,50526,2014
18,83564,2014
18,17110,2014
18,74744,2014
18,49320,2014
18,21502,2014
18,80306,2014
18,42678,2014
18,55134,2014
18,84950,2014
18,59598,2014
18,48402,2014
18,09226,2014
18,13312,2014
18,69678,2014
18,69768,2014
18,34978,2014
18,40860,2014
18,69480,2014
18,76184,2014
18,85076,2014
18,27000,2014
18,31000,2014
18,19486,2014
18,84122,2014
18,51912,2014
18,33466,2014
18,30042,2014
18,41535,2014
18,52776,2014
18,34114,2014
18,48528,2014
18,16138,2014
18,68220,2014
18,66852,2014
18,19270,2014
18,11062,2014
18,41530,2014
18,84878,2014
18,45144,2014
18,68238,2014
18,41058,2014
18,69246,2014
18,48798,2014
18,76328,2014
18,44784,2014
18,61470,2014
18,48744,2014
18,35104,2014
18,42246,2014
18,65736,2014
18,23386,2014
18,83420,2014
18,39816,2014
18,39852,2014
18,31180,2014
18,80018,2014
18,40662,2014
18,04114,2014
18,02890,2014
18,56682,2014
18,49950,2014
18,84338,2014
18,01468,2014
18,15364,2014
18,85400,2014
18,20332,2014
18,64728,2014
18,21070,2014
18,74132,2014
18,00910,2014
18,56952,2014
18,25702,2014
18,42228,2014
18,47178,2014
18,58662,2014
18,36342,2014
18,36003,2014
18,13492,2014
18,48456,2014
18,84374,2014
18,72232,2014
18,85742,2014
18,16156,2014
18,54612,2014
18,65556,2014
18,42426,2014
18,71828,2014
18,04204,2014
18,80234,2014
18,71486,2014
18,34420,2014
18,07318,2014
18,42192,2014
18,40464,2014
18,16300,2014
18,60822,2014
18,06760,2014
18,02044,2014
18,09352,2014
18,15652,2014
18,18550,2014
18,44910,2014
18,69552,2014
18,17776,2014
18,45864,2014
18,48636,2014
18,59328,2014
18,01360,2014
18,09136,2014
18,30060,2014
18,05860,2014
18,20800,2014
18,73232,2014
18,70330,2014
18,32170,2014
18,16840,2014
18,44082,2014
18,53532,2014
18,84914,2014
18,15742,2014
18,82052,2014
18,00784,2014
18,41211,2014
18,81458,2014
18,53262,2014
18,40698,2014
18,53550,2014
18,50976,2014
18,50580,2014
18,04978,2014
18,08038,2014
18,51102,2014
18,57632,2014
18,47448,2014
18,57870,2014
18,41652,2014
18,51138,2014
18,51336,2014
18,07966,2014
18,28332,2014
18,39546,2014
18,39402,2014
18,65808,2014
18,43686,2014
18,15994,2014
18,39744,2014
18,00820,2014
18,02872,2014
18,64674,2014
18,57024,2014
18,57780,2014
18,82376,2014
18,25972,2014
18,28440,2014
18,71972,2014
18,05788,2014
18,47322,2014
18,48132,2014
18,50652,2014
18,65520,2014
18,65934,2014
18,76634,2014
18,75248,2014
18,10108,2014
18,57384,2014
18,84968,2014
18,59364,2014
18,72440,2014
18,12412,2014
18,05158,2014
18,76256,2014
18,61164,2014
18,09370,2014
18,18982,2014
18,61092,2014
18,56088,2014
18,71288,2014
18,78326,2014
18,00140,2014
18,69642,2014
18,67608,2014
18,83600,2014
18,32818,2014
18,40518,2014
18,16534,2014
18,30024,2014
18,58050,2014
18,61416,2014
18,52974,2014
18,51732,2014
18,50616,2014
18,72638,2014
18,84734,2014
18,48186,2014
18,25288,2014
18,64980,2014
18,66510,2014
18,78380,2014
18,29358,2014
18,03142,2014
18,23188,2014
18,33187,2014
18,13852,2014
18,68058,2014
18,64422,2014
18,77768,2014
18,84752,2014
18,22792,2014
18,57978,2014
18,45468,2014
18,45000,2014
18,50058,2014
18,49266,2014
18,74168,2014
18,52002,2014
18,57132,2014
18,34366,2014
18,78974,2014
18,66438,2014
18,02116,2014
18,10612,2014
18,46422,2014
18,49806,2014
18,71000,2014
18,49932,2014
18,52704,2014
18,65988,2014
18,55386,2014
18,36306,2014
18,28800,2014
18,57114,2014
18,54918,2014
18,79694,2014
18,41670,2014
18,02800,2014
18,68526,2014
18,51192,2014
18,22396,2014
18,69318,2014
18,79568,2014
18,16624,2014
18,67176,2014
18,68022,2014
18,28692,2014
18,12574,2014
18,27270,2014
18,64206,2014
18,32494,2014
18,65484,2014
18,30708,2014
18,03610,2014
18,40374,2014
18,54900,2014
18,68004,2014
18,13438,2014
18,25882,2014
18,57006,2014
18,01666,2014
18,35086,2014
18,22738,2014
18,35500,2014
18,69192,2014
18,48474,2014
18,74006,2014
18,18892,2014
18,10270,2014
18,19576,2014
18,23728,2014
18,58392,2014
18,79010,2014
18,40788,2014
18,82862,2014
18,01396,2014
18,03718,2014
18,08812,2014
18,14176,2014
18,50778,2014
18,62388,2014
18,68868,2014
18,83222,2014
18,17002,2014
18,12898,2014
18,73340,2014
18,84806,2014
18,69048,2014
18,39366,2014
18,75986,2014
18,43434,2014
18,82556,2014
18,22000,2014
18,48330,2014
18,16858,2014
18,33484,2014
18,10954,2014
18,59238,2014
18,16732,2014
18,53496,2014
18,05662,2014
18,22576,2014
18,66762,2014
18,77912,2014
18,13780,2014
18,75428,2014
18,23854,2014
18,55098,2014
18,52956,2014
18,67050,2014
18,69336,2014
18,75176,2014
18,76022,2014
18,18658,2014
18,83384,2014
18,68652,2014
18,64512,2014
18,54954,2014
18,41562,2014
18,64998,2014
18,79370,2014
18,40896,2014
18,40842,2014
18,70524,2014
18,60084,2014
18,84410,2014
18,72764,2014
18,82934,2014
18,75302,2014
18,20638,2014
18,45486,2014
18,12034,2014
18,06616,2014
18,52650,2014
18,44370,2014
18,10000,2014
18,67464,2014
18,67626,2014
18,31396,2014
18,44424,2014
18,25720,2014
18,53388,2014
18,64260,2014
18,72206,2014
18,25090,2014
18,84086,2014
18,20152,2014
18,29754,2014
18,30402,2014
18,11836,2014
18,09874,2014
18,18766,2014
18,19756,2014
18,49860,2014
18,51318,2014
18,06652,2014
18,57168,2014
18,77786,2014
18,06220,2014
18,61020,2014
18,78776,2014
18,08992,2014
18,50148,2014
18,85058,2014
18,11944,2014
18,63918,2014
18,50760,2014
18,55350,2014
18,09316,2014
18,35536,2014
18,08146,2014
18,12610,2014
18,76526,2014
18,42282,2014
18,71612,2014
18,14716,2014
19,00370,2014
19,11395,2014
19,75990,2014
19,99999,2014
19,08425,2014
19,59565,2014
19,28290,2014
19,32790,2014
19,10585,2014
19,64560,2014
19,16500,2014
19,56865,2014
19,43275,2014
19,55785,2014
19,82740,2014
19,34590,2014
19,82470,2014
19,64290,2014
19,12315,2014
19,53985,2014
19,54390,2014
19,79410,2014
19,79680,2014
19,55200,2014
19,63345,2014
19,65730,2014
19,13395,2014
19,26310,2014
19,57945,2014
19,32565,2014
19,41295,2014
19,03655,2014
19,08200,2014
19,26265,2014
19,79905,2014
19,30000,2014
19,54435,2014
19,80400,2014
19,81210,2014
19,72480,2014
19,03475,2014
19,56055,2014
19,57720,2014
19,81840,2014
19,06805,2014
19,41115,2014
19,47505,2014
19,82515,2014
19,05590,2014
19,82425,2014
19,24870,2014
19,25995,2014
19,11755,2014
19,39405,2014
19,30675,2014
19,65820,2014
19,22845,2014
19,39585,2014
19,43365,2014
19,82290,2014
19,37470,2014
19,07480,2014
19,28920,2014
19,47280,2014
19,48450,2014
19,72345,2014
19,06040,2014
19,05185,2014
19,07750,2014
19,58665,2014
19,62850,2014
19,82875,2014
19,65910,2014
19,78915,2014
19,29010,2014
19,63210,2014
19,20035,2014
19,76260,2014
19,03835,2014
19,43005,2014
19,74955,2014
19,86565,2014
19,26355,2014
19,35580,2014
19,38100,2014
19,08155,2014
19,65235,2014
19,69060,2014
19,00865,2014
19,49260,2014
19,45480,2014
19,66360,2014
19,73425,2014
19,55965,2014
19,42645,2014
19,75630,2014
19,01495,2014
19,79095,2014
19,13755,2014
19,72435,2014
19,02620,2014
19,08560,2014
19,22620,2014
19,01315,2014
19,32745,2014
19,02395,2014
19,61590,2014
19,56145,2014
19,48990,2014
19,79335,2014
19,39900,2014
19,47730,2014
19,64065,2014
19,68295,2014
19,26940,2014
19,41790,2014
19,46245,2014
19,67125,2014
19,73920,2014
19,42465,2014
19,87375,2014
19,31395,2014
19,43140,2014
19,45030,2014
19,65505,2014
19,85710,2014
19,02485,2014
19,08290,2014
19,33645,2014
19,11080,2014
19,16050,2014
19,19450,2014
19,48945,2014
19,77340,2014
19,02260,2014
19,49575,2014
19,86610,2014
19,33150,2014
19,44805,2014
19,17760,2014
19,50250,2014
19,03520,2014
19,13530,2014
19,46920,2014
19,50700,2014
19,75045,2014
19,78285,2014
19,05770,2014
19,22980,2014
19,67890,2014
19,83595,2014
19,86070,2014
19,50160,2014
19,63885,2014
19,68025,2014
19,14025,2014
19,80580,2014
19,09415,2014
19,22080,2014
19,51420,2014
19,68250,2014
19,76620,2014
19,77880,2014
19,64155,2014
19,13080,2014
19,43500,2014
19,49350,2014
19,14115,2014
19,51150,2014
19,82380,2014
19,03745,2014
19,65280,2014
19,01540,2014
19,04780,2014
19,38460,2014
19,57495,2014
19,65010,2014
19,55335,2014
19,28965,2014
19,43815,2014
19,56100,2014
19,59835,2014
19,86880,2014
19,55065,2014
19,21360,2014
19,30810,2014
19,32970,2014
19,83010,2014
19,74280,2014
19,26175,2014
19,28650,2014
19,62625,2014
19,68925,2014
19,69105,2014
19,13845,2014
19,26850,2014
19,48000,2014
19,49620,2014
19,47055,2014
19,53310,2014
19,70140,2014
19,24690,2014
19,29910,2014
19,33465,2014
19,24825,2014
19,29685,2014
19,52410,2014
19,57135,2014
19,60015,2014
19,24060,2014
19,75855,2014
19,81345,2014
19,14430,2014
19,10135,2014
19,47010,2014
19,21180,2014
19,09820,2014
19,32025,2014
19,78600,2014
19,84945,2014
19,19720,2014
19,46605,2014
19,49215,2014
19,83370,2014
19,02080,2014
19,12855,2014
19,31665,2014
19,19765,2014
19,80130,2014
19,84630,2014
19,41610,2014
19,66855,2014
19,71130,2014
19,02755,2014
19,12900,2014
19,22215,2014
19,19945,2014
19,03340,2014
19,09145,2014
19,48855,2014
19,32160,2014
19,33060,2014
19,79950,2014
19,86970,2014
19,07660,2014
19,18255,2014
19,52545,2014
19,62355,2014
19,19135,2014
19,45390,2014
19,21225,2014
19,66045,2014
19,00505,2014
19,14520,2014
19,82695,2014
19,83910,2014
19,21045,2014
19,80445,2014
19,07030,2014
19,27975,2014
19,65055,2014
19,22350,2014
19,19090,2014
19,29775,2014
19,44580,2014
19,63570,2014
19,80490,2014
19,83190,2014
19,19360,2014
19,32070,2014
19,42960,2014
19,44535,2014
19,15015,2014
19,19630,2014
19,23115,2014
19,23430,2014
19,32610,2014
19,22800,2014
19,48810,2014
19,50205,2014
19,19675,2014
19,37155,2014
19,69465,2014
19,09550,2014
19,83685,2014
19,50790,2014
19,05200,2014
19,18435,2014
19,51735,2014
19,42600,2014
19,84450,2014
19,59655,2014
19,74415,2014
19,52095,2014
19,77520,2014
19,03025,2014
19,76440,2014
19,58710,2014
19,81615,2014
19,22395,2014
19,03160,2014
19,69690,2014
19,12630,2014
19,31845,2014
19,62130,2014
19,04510,2014
19,25725,2014
19,26760,2014
19,06085,2014
19,11305,2014
19,87690,2014
19,36885,2014
19,47460,2014
19,56550,2014
19,87060,2014
19,04375,2014
19,22935,2014
19,66810,2014
19,72660,2014
19,02935,2014
19,67170,2014
19,21675,2014
19,25860,2014
19,33240,2014
19,81975,2014
19,84765,2014
19,02845,2014
19,27165,2014
19,81570,2014
19,50610,2014
19,84180,2014
19,58620,2014
19,14250,2014
19,24645,2014
19,35310,2014
19,65550,2014
19,70050,2014
19,82650,2014
19,12765,2014
19,15465,2014
19,28020,2014
19,68800,2014
19,56910,2014
19,69195,2014
19,49305,2014
19,68070,2014
19,00190,2014
19,08020,2014
19,12675,2014
19,30135,2014
19,34365,2014
19,72210,2014
19,33960,2014
19,01090,2014
19,16815,2014
19,22305,2014
19,43590,2014
19,64110,2014
19,26985,2014
19,38055,2014
19,65640,2014
19,67575,2014
19,02035,2014
19,73065,2014
19,76935,2014
19,04735,2014
19,33780,2014
19,62175,2014
19,77970,2014
19,18345,2014
19,31980,2014
19,61815,2014
19,67215,2014
19,39450,2014
19,13350,2014
19,71310,2014
19,21405,2014
19,54165,2014
19,66315,2014
19,36705,2014
19,75720,2014
19,83325,2014
19,33195,2014
19,05140,2014
19,15825,2014
19,04240,2014
19,39225,2014
19,42575,2014
19,61320,2014
19,87285,2014
19,04960,2014
19,21320,2014
19,33420,2014
19,51105,2014
19,06760,2014
19,40215,2014
19,83145,2014
19,85800,2014
19,25050,2014
19,39675,2014
19,65595,2014
19,74910,2014
19,75810,2014
19,29955,2014
19,52140,2014
19,22710,2014
19,28380,2014
19,31575,2014
19,35490,2014
19,41655,2014
19,08605,2014
19,17670,2014
19,16590,2014
19,37875,2014
19,40260,2014
19,86700,2014
19,60555,2014
19,75180,2014
19,38640,2014
19,01045,2014
19,09100,2014
19,29730,2014
19,65370,2014
19,37425,2014
19,56415,2014
19,79545,2014
19,85305,2014
19,24465,2014
19,22890,2014
19,45840,2014
19,63075,2014
19,67530,2014
19,48495,2014
19,53175,2014
19,86835,2014
19,46155,2014
19,52995,2014
19,52860,2014
19,09910,2014
19,62445,2014
19,16140,2014
19,58890,2014
19,82965,2014
19,86385,2014
19,36390,2014
19,68565,2014
19,70230,2014
19,84835,2014
19,54705,2014
19,54795,2014
19,56325,2014
19,17220,2014
19,45165,2014
19,13125,2014
19,25095,2014
19,66585,2014
19,34455,2014
19,45975,2014
19,47370,2014
19,66450,2014
19,77790,2014
19,07210,2014
19,08065,2014
19,30945,2014
19,60420,2014
19,62985,2014
19,69375,2014
19,18075,2014
19,37560,2014
19,29595,2014
19,36840,2014
19,03115,2014
19,04870,2014
19,38010,2014
19,01720,2014
19,15870,2014
19,23520,2014
19,36030,2014
19,36975,2014
19,51600,2014
19,73965,2014
19,83505,2014
19,85845,2014
19,42330,2014
19,49395,2014
19,52230,2014
19,57225,2014
19,80805,2014
19,61770,2014
19,04330,2014
19,53265,2014
19,02125,2014
19,43050,2014
19,69960,2014
19,52050,2014
19,64605,2014
19,69510,2014
19,74460,2014
19,05635,2014
19,74505,2014
19,40440,2014
19,56505,2014
19,58170,2014
19,04915,2014
19,52815,2014
19,80175,2014
19,42870,2014
19,15060,2014
19,52950,2014
19,64470,2014
19,53355,2014
19,65955,2014
19,47595,2014
19,76035,2014
19,26445,2014
19,46065,2014
19,63615,2014
19,04825,2014
19,44985,2014
19,48500,2014
19,60915,2014
19,38595,2014
19,16230,2014
19,57360,2014
19,78060,2014
19,79770,2014
19,73875,2014
19,72840,2014
19,76890,2014
19,60645,2014
19,29325,2014
19,36345,2014
19,46335,2014
19,01990,2014
19,53625,2014
19,49845,2014
19,54030,2014
19,58980,2014
19,75540,2014
19,12225,2014
19,59250,2014
19,60690,2014
19,87240,2014
19,34545,2014
19,40980,2014
19,41475,2014
19,30540,2014
19,41070,2014
19,74055,2014
19,77835,2014
19,83055,2014
19,84900,2014
19,19855,2014
19,73110,2014
19,35445,2014
19,35670,2014
19,49935,2014
19,59070,2014
19,66720,2014
19,42825,2014
19,44130,2014
19,76755,2014
19,38955,2014
19,69825,2014
19,71715,2014
19,78330,2014
19,83415,2014
19,04420,2014
19,09685,2014
19,27210,2014
19,46290,2014
19,01135,2014
19,70005,2014
19,83550,2014
19,85260,2014
19,28605,2014
19,19990,2014
19,37335,2014
19,70185,2014
19,84585,2014
19,21810,2014
19,28740,2014
19,40845,2014
19,53760,2014
19,12000,2014
19,49485,2014
19,35940,2014
19,67800,2014
19,26400,2014
19,12495,2014
19,14925,2014
19,64425,2014
19,12270,2014
19,81885,2014
19,01000,2014
19,74775,2014
19,06175,2014
19,61230,2014
19,25365,2014
19,45615,2014
19,54840,2014
19,29055,2014
19,32115,2014
19,44715,2014
19,15375,2014
19,15420,2014
19,16725,2014
19,54120,2014
19,58395,2014
19,82200,2014
19,12720,2014
19,69285,2014
19,85935,2014
19,20125,2014
19,47100,2014
19,30225,2014
19,45795,2014
19,68160,2014
19,01675,2014
19,21900,2014
19,38415,2014
19,43410,2014
19,44670,2014
19,06490,2014
19,23340,2014
19,61860,2014
19,69915,2014
19,86520,2014
19,23790,2014
19,48180,2014
19,79140,2014
19,04555,2014
19,29190,2014
19,40890,2014
19,59925,2014
19,68700,2014
19,44310,2014
19,56460,2014
19,05050,2014
19,23970,2014
19,79815,2014
19,62040,2014
19,63750,2014
19,76665,2014
19,42015,2014
19,50935,2014
19,09730,2014
19,33870,2014
19,34860,2014
19,50070,2014
19,00955,2014
19,32925,2014
19,45660,2014
19,49755,2014
19,14160,2014
19,69780,2014
19,75135,2014
19,35220,2014
19,43680,2014
19,50880,2014
19,66540,2014
19,27255,2014
19,30900,2014
19,44220,2014
19,25500,2014
19,34995,2014
19,35715,2014
19,48720,2014
19,60825,2014
19,52635,2014
19,73155,2014
19,31350,2014
19,45705,2014
19,48045,2014
19,51510,2014
19,56190,2014
19,59520,2014
19,74820,2014
19,11035,2014
19,52905,2014
19,53085,2014
19,60285,2014
19,69735,2014
19,78465,2014
19,59745,2014
19,11530,2014
19,49170,2014
19,68385,2014
19,79185,2014
19,06940,2014
19,85215,2014
19,59115,2014
19,53850,2014
19,73785,2014
19,79995,2014
19,00910,2014
19,46830,2014
19,50970,2014
19,24915,2014
19,32295,2014
19,66135,2014
19,14880,2014
19,75000,2014
19,80985,2014
19,07075,2014
19,75450,2014
19,03385,2014
19,55110,2014
19,56685,2014
19,84315,2014
19,15645,2014
19,29280,2014
19,34725,2014
19,02530,2014
19,64650,2014
19,70410,2014
19,72390,2014
19,10090,2014
19,61905,2014
19,76485,2014
19,72975,2014
19,03295,2014
19,34635,2014
19,51060,2014
19,58530,2014
19,25815,2014
19,35760,2014
19,72525,2014
19,13575,2014
19,06895,2014
19,07930,2014
19,14970,2014
19,15105,2014
19,57045,2014
19,71895,2014
19,87420,2014
19,17985,2014
19,48585,2014
19,68340,2014
19,17895,2014
19,31800,2014
19,25590,2014
19,04105,2014
19,69330,2014
19,44400,2014
19,00775,2014
19,08875,2014
19,16950,2014
19,60780,2014
19,66405,2014
19,75945,2014
19,41385,2014
19,36480,2014
19,51375,2014
19,73335,2014
19,84090,2014
19,35130,2014
19,43725,2014
19,63840,2014
19,63975,2014
19,68520,2014
19,28245,2014
19,61050,2014
19,80535,2014
19,21000,2014
19,01180,2014
19,02305,2014
19,24735,2014
19,64020,2014
19,01630,2014
19,07390,2014
19,70995,2014
19,63525,2014
19,69240,2014
19,10765,2014
19,86250,2014
19,39765,2014
19,11215,2014
19,17175,2014
19,46785,2014
19,84495,2014
19,52590,2014
19,55560,2014
19,03970,2014
19,72300,2014
19,82065,2014
19,78825,2014
19,05870,2014
19,47865,2014
19,79500,2014
19,34005,2014
19,58080,2014
19,11170,2014
19,47955,2014
19,16860,2014
19,08695,2014
19,34770,2014
19,36660,2014
19,33105,2014
19,71355,2014
19,19495,2014
19,33285,2014
19,48540,2014
19,53490,2014
19,05095,2014
19,05905,2014
19,13980,2014
19,19810,2014
19,21270,2014
19,25005,2014
19,48675,2014
19,71940,2014
19,76415,2014
19,78195,2014
19,40350,2014
19,54480,2014
19,66000,2014
19,23475,2014
19,55515,2014
19,71085,2014
19,58575,2014
19,82020,2014
19,03610,2014
19,42690,2014
19,69645,2014
19,06355,2014
19,19000,2014
19,44085,2014
19,47820,2014
19,64740,2014
19,24600,2014
19,21720,2014
19,46425,2014
19,61725,2014
19,21540,2014
19,50655,2014
19,56280,2014
19,81705,2014
19,09235,2014
19,61365,2014
19,67350,2014
19,16320,2014
19,19585,2014
19,24780,2014
19,39000,2014
19,39180,2014
19,41520,2014
19,23385,2014
19,61275,2014
19,64200,2014
19,77430,2014
19,84540,2014
19,34500,2014
19,07840,2014
19,37290,2014
19,50385,2014
19,37515,2014
19,73290,2014
19,38820,2014
19,68205,2014
19,12945,2014
19,35265,2014
19,01585,2014
19,32475,2014
19,50430,2014
19,59475,2014
19,01855,2014
19,30630,2014
19,55695,2014
19,10225,2014
19,37920,2014
19,40395,2014
19,73515,2014
19,15195,2014
19,15240,2014
19,50520,2014
19,47775,2014
19,87555,2014
19,68475,2014
19,75675,2014
19,14655,2014
19,23160,2014
19,45255,2014
19,78735,2014
19,30045,2014
19,31035,2014
19,77115,2014
19,78510,2014
19,12990,2014
19,24375,2014
19,53670,2014
19,81120,2014
19,15960,2014
19,44490,2014
19,72075,2014
19,03430,2014
19,05365,2014
19,06985,2014
19,32520,2014
19,56370,2014
19,00595,2014
19,46515,2014
19,77565,2014
19,17265,2014
19,02800,2014
19,17490,2014
19,40710,2014
19,06625,2014
19,07345,2014
19,22035,2014
19,40935,2014
19,75405,2014
19,10450,2014
19,26895,2014
19,43950,2014
19,52500,2014
19,54750,2014
19,13215,2014
19,41565,2014
19,60465,2014
19,06850,2014
19,00640,2014
19,24420,2014
19,57675,2014
19,17850,2014
19,74685,2014
19,34680,2014
19,70590,2014
19,00235,2014
19,38280,2014
19,42285,2014
19,52455,2014
19,49890,2014
19,56595,2014
19,70095,2014
19,40170,2014
19,67440,2014
19,08470,2014
19,82335,2014
19,83280,2014
19,83775,2014
19,00730,2014
19,17130,2014
19,16635,2014
19,52275,2014
19,64875,2014
19,14475,2014
19,37605,2014
19,45435,2014
19,01270,2014
19,71760,2014
19,28515,2014
19,14835,2014
19,04195,2014
19,22755,2014
19,81075,2014
19,04645,2014
19,13485,2014
19,09955,2014
19,31710,2014
19,34410,2014
19,53895,2014
19,19180,2014
19,44265,2014
19,60105,2014
19,42555,2014
19,44355,2014
19,71040,2014
19,09280,2014
19,65415,2014
19,77745,2014
19,09640,2014
19,67035,2014
19,19405,2014
19,11485,2014
19,59970,2014
19,10045,2014
19,28425,2014
19,39135,2014
19,74370,2014
19,02350,2014
19,16545,2014
19,17940,2014
19,18390,2014
19,62760,2014
19,08650,2014
19,43905,2014
19,54930,2014
19,71625,2014
19,14385,2014
19,37200,2014
19,60240,2014
19,70320,2014
19,73605,2014
19,73650,2014
19,57630,2014
19,27390,2014
19,34185,2014
19,39855,2014
19,07255,2014
19,31890,2014
19,40665,2014
19,48900,2014
19,05680,2014
19,31530,2014
19,87015,2014
19,13620,2014
19,29550,2014
19,69015,2014
19,23250,2014
20,20875,2014
20,46500,2014
20,48125,2014
20,63200,2014
20,99999,2014
20,25975,2014
20,37725,2014
20,34300,2014
20,04450,2014
20,33450,2014
20,25925,2014
20,28350,2014
20,14950,2014
20,30250,2014
20,36875,2014
20,42425,2014
20,76425,2014
20,77250,2014
20,20025,2014
20,33575,2014
20,38325,2014
20,49325,2014
20,02900,2014
20,34550,2014
20,45500,2014
20,64325,2014
20,69275,2014
20,30000,2014
20,31150,2014
20,37125,2014
20,13425,2014
20,20425,2014
20,52175,2014
20,00825,2014
20,25050,2014
20,52750,2014
20,54875,2014
20,69525,2014
20,32550,2014
20,28300,2014
20,08475,2014
20,24925,2014
20,44550,2014
20,58725,2014
20,72525,2014
20,24000,2014
20,22425,2014
20,29700,2014
20,36735,2014
20,36736,2014
20,36739,2014
20,36740,2014
20,36741,2014
20,36744,2014
20,48300,2014
20,57350,2014
20,59050,2014
20,62025,2014
20,31675,2014
20,22025,2014
20,33200,2014
20,60325,2014
20,79400,2014
20,10925,2014
20,20050,2014
20,38775,2014
20,39450,2014
20,61100,2014
20,03300,2014
20,20075,2014
20,01800,2014
20,06175,2014
20,57300,2014
20,71125,2014
20,78050,2014
20,61250,2014
20,18400,2014
20,11425,2014
20,15900,2014
20,20675,2014
20,45150,2014
20,68650,2014
20,11450,2014
20,12675,2014
20,20125,2014
20,50750,2014
20,55525,2014
20,63750,2014
20,61275,2014
20,63325,2014
20,76350,2014
20,71350,2014
20,77150,2014
20,15075,2014
20,43050,2014
20,60200,2014
20,25100,2014
20,04625,2014
20,06825,2014
20,62175,2014
20,02675,2014
20,21350,2014
20,47150,2014
20,14200,2014
20,28425,2014
20,42575,2014
20,48225,2014
20,51700,2014
20,73950,2014
20,74525,2014
20,13625,2014
20,03425,2014
20,14475,2014
20,46950,2014
20,15200,2014
20,26375,2014
20,34975,2014
20,39650,2014
20,76050,2014
20,28850,2014
20,39125,2014
20,50450,2014
20,09400,2014
20,14700,2014
20,57850,2014
20,79550,2014
20,03050,2014
20,09250,2014
20,10125,2014
20,17925,2014
20,71950,2014
20,79950,2014
20,02300,2014
20,26200,2014
20,54560,2014
20,02175,2014
20,02375,2014
20,24325,2014
20,49025,2014
20,12825,2014
20,31375,2014
20,43725,2014
20,74950,2014
20,26300,2014
20,24850,2014
20,56025,2014
20,13100,2014
20,13675,2014
20,18600,2014
20,35375,2014
20,50925,2014
20,52000,2014
20,00125,2014
20,12550,2014
20,44225,2014
20,69925,2014
20,10675,2014
20,66275,2014
20,17875,2014
20,21425,2014
20,33075,2014
20,80350,2014
20,31400,2014
20,17750,2014
20,31850,2014
20,39475,2014
20,64025,2014
20,77850,2014
20,05975,2014
20,71575,2014
20,20950,2014
20,76000,2014
20,38900,2014
20,21675,2014
20,03900,2014
20,39150,2014
20,05825,2014
20,39725,2014
20,52200,2014
20,37075,2014
20,20300,2014
