year,state,county,share_affordable_available_30_ami,share_affordable_available_30_ami_quality,share_affordable_available_50_ami,share_affordable_available_50_ami_quality,share_affordable_available_80_ami,share_affordable_available_80_ami_quality
2021,01,001,0.9052538181543365,3,1.08131235270106,3,1.1429452063762293,3
2021,01,003,0.6993016295310941,1,0.8445921004060539,1,1.133902939166097,1
2021,01,005,0.9857597699155186,3,0.9995533709073585,3,1.393436853176318,3
2021,01,007,0.8137455792844891,3,0.9735838962567998,3,1.076468814202091,3
2021,01,009,0.7977259078880509,2,0.8117252616017367,2,1.028617064568047,2
2021,01,011,NA,NA,NA,NA,NA,NA
2021,01,013,2.2388740932209372,3,2.2107231545594415,3,2.084625085068593,3
2021,01,015,0.7590918501138638,1,0.8125,1,0.9824759260865793,1
2021,01,017,1.0907459555968444,3,1.086359753277911,3,1.1731957858960458,3
2021,01,019,0.948822003899589,3,0.9966541939359603,3,1.2507898216184092,3
2021,01,021,1.016854570711346,3,1.0215441206971343,3,1.119927950094821,3
2021,01,023,NA,NA,NA,NA,1.6104641340664148,3
2021,01,025,1.2020071563161459,3,1.2206429089992459,3,1.2915926525572592,3
2021,01,027,NA,NA,NA,NA,NA,NA
2021,01,029,NA,NA,NA,NA,1.50352536108052,3
2021,01,031,1.3813544159518283,2,1.4270080382271357,2,1.360700760533979,2
2021,01,033,0.9017000017351319,3,1.0308125909739756,3,1.079176868680004,3
2021,01,035,NA,NA,NA,NA,1.643324609191642,3
2021,01,037,NA,NA,NA,NA,NA,NA
2021,01,039,1.5811869073625486,3,1.6399802749609802,3,1.5498894235032599,3
2021,01,041,NA,NA,NA,NA,2.5577688767309437,3
2021,01,043,0.8117723983358952,1,0.788195143210977,1,0.9866440072684306,1
2021,01,045,0.9068847477386239,3,0.9671904303883023,3,1.1896345514207838,3
2021,01,047,0.7775545284823094,3,0.7969165779670038,3,1.000843563483451,3
2021,01,049,0.7760236471263705,2,0.7771023000588683,2,0.9632152900809803,2
2021,01,051,0.7960483658218526,2,0.9777372030235688,2,1.0637248563805861,2
2021,01,053,1.0767943061088665,3,1.0992594553198987,3,1.171325335964219,3
2021,01,055,0.7641299510458389,1,0.8783804430863255,1,0.9532848104276676,1
2021,01,057,NA,NA,NA,NA,2.016992803781444,3
2021,01,059,1.0366350551286596,3,1.045594556994068,3,1.156090943130993,3
2021,01,061,1.1227649629564795,3,1.2289912291394274,3,1.416054474336794,3
2021,01,063,NA,NA,NA,NA,NA,NA
2021,01,065,NA,NA,NA,NA,1.1179891477919288,3
2021,01,067,1.3768546839902762,3,1.5452105467984028,3,1.682953038679279,3
2021,01,069,0.7822396234759338,2,0.8728337726058294,2,1.0773326275018178,2
2021,01,071,0.7813617127756649,2,0.7822030801910407,2,0.9756982816492396,2
2021,01,073,0.47345029239766084,1,0.6913781107840514,1,0.9528397774878099,1
2021,01,075,NA,NA,NA,NA,2.2087686204444053,3
2021,01,077,0.8239445519273523,2,0.9517075950851638,2,1.02970134328819,2
2021,01,079,NA,NA,0.89530267905127,3,1.043314810841969,3
2021,01,081,0.38450300026089224,1,0.7583115851582889,1,1.0123269729577031,1
2021,01,083,0.7066149920050314,2,0.8672559867709206,2,1.0039416172120883,2
2021,01,085,NA,NA,NA,NA,NA,NA
