year,state,county,rate_affordable_available_80_ami,rate_affordable_available_50_ami,rate_affordable_available_30_ami,share_affordable_80_ami,share_affordable_50_ami,share_affordable_30_ami,share_affordable_80_ami_quality,share_affordable_50_ami_quality,share_affordable_30_ami_quality
2022,13,239,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,13,241,97.55700971235187,NA,NA,1.878597266438175,NA,NA,3,NA,NA
2022,13,243,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,13,245,97.02031396385074,66.2321292334229,48.30110007097232,1.4737792198889472,1.209241383885627,0.9824787083037616,1,1,1
2022,13,247,93.81355318982212,53.954947914932525,36.7313002090199,1.4727863236006882,1.3683927864024443,1.2296930562196176,2,2,2
2022,13,249,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,13,251,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,13,253,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,13,255,94.81674427876825,76.00146200442742,38.79066668372174,1.4423582504445565,1.4986850284784203,1.1818382435216963,2,2,2
2022,13,257,103.07187165094795,95.24355342955197,84.86629317497824,1.8620788962536896,2.133755759014621,2.007280498909456,3,3,3
2022,13,259,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,13,261,110.38937099900832,77.7301100992154,77.19554889335197,1.8112230272591596,1.7282538383129755,1.6568214373173833,3,3,3
2022,13,263,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,13,265,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,13,267,110.05307082997118,93.48398059934388,88.43041557538979,1.718467481529682,1.8817271444108763,1.8802410300914316,3,3,3
2022,13,269,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,13,271,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,13,273,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,13,275,89.90938567091183,64.56157029084557,58.31094716865135,1.7396881533781814,1.6292140412553977,1.485629570635184,2,2,2
2022,13,277,94.49616295293943,71.88700323062722,65.95146076125805,1.5550596463974136,1.6472835369372851,1.5413871175727398,3,3,3
2022,13,279,106.73520419618445,90.71970924814426,85.42083996519486,1.6852888151918153,1.85408443089888,1.8501452739894824,3,3,3
2022,13,281,105.13438607619467,NA,NA,1.954371030076603,NA,NA,3,NA,NA
2022,13,283,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,13,285,90.27502205094532,46.24651471208667,41.777329307280844,1.5677280883565017,1.3591437744094856,1.307491650724658,2,2,2
2022,13,287,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,13,289,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,13,291,91.46232386197799,79.69324695395677,71.9524747309754,1.7380158287510312,1.8524005240489152,2.031470079223137,3,3,3
2022,13,293,84.9034185909652,NA,NA,1.5770729629417175,NA,NA,3,NA,NA
2022,13,295,96.32960416945949,75.50255799353064,62.00612036722203,1.599654747663085,1.8498494579642697,1.7724583475008502,2,2,2
2022,13,297,88.64602132895817,83.79225414429827,44.463519313304715,1.6075084313189318,1.6344564010704652,1.6283261802575106,2,2,2
2022,13,299,103.39095129800768,81.5738495735803,77.52267635836829,1.8865657107749312,1.9939741756658425,2.0749862158750543,3,3,3
2022,13,301,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,13,303,117.4853868789264,97.24342769318712,NA,1.959645255061135,2.0372497098135214,NA,3,3,NA
2022,13,305,104.87058024410705,89.16620299234714,83.72947397983195,1.666642575671041,1.8385493683409089,1.8332316141358531,3,3,3
2022,13,307,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,13,309,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,13,311,89.67762167261455,72.375208260357,68.7851199598258,1.8138034037565205,1.8596418544195648,1.9997965315116413,3,3,3
2022,13,313,86.51007572840457,55.847834884662085,42.15615180082185,1.6908612501604416,1.5823553217320925,1.418902586415277,1,1,1
2022,13,315,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,13,317,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,13,319,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,13,321,99.3528797267115,73.75535440254919,NA,1.8541566429416896,1.7095364536003326,NA,3,3,NA
2022,15,001,84.91037320011753,63.230848632308486,54.64020727829466,1.2712067783328436,1.2819435228194351,1.4656106465669532,1,1,1
2022,15,003,78.88272625459976,56.85779721007703,33.70889249373249,1.1642952375873288,1.1063585259212991,1.053295974045126,1,1,1
2022,15,005,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,15,007,83.99587986781192,66.85494521912598,48.98778775751514,1.3267774707628008,1.510903771899223,1.8789541376463523,3,3,3
2022,15,009,76.58563255850707,61.09204810548614,40.91110435719106,1.2526749976697522,1.453274800762825,1.7981873036431115,2,2,2
2022,16,001,79.98930682755801,58.143979655723314,35.803309809807146,1.520539156637184,1.6006438411246566,1.7534228688310662,1,1,1
2022,16,003,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,16,005,85.6690226663417,60.409510338788984,56.914730269218964,1.5726297830855474,1.7162389708358592,1.8328385709898656,2,2,2
2022,16,007,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,16,009,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,16,011,90.6874063151278,64.66948650384586,50.128775873466616,1.7419655392522089,1.7977461213992387,1.719660115931227,3,3,3
2022,16,013,92.42142114420736,NA,NA,1.6437507857264897,NA,NA,3,NA,NA
2022,16,015,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,16,017,84.94413533237318,70.78556854721712,47.36250827947473,1.4598019610484252,1.6664293935855874,1.356669081597501,2,2,2
2022,16,019,86.04930503918092,58.35351089588377,42.21371798645864,1.791511754275582,1.9776818612485525,1.7400647630261996,1,1,1
2022,16,021,99.24156628721903,NA,NA,1.629525985814135,NA,NA,3,NA,NA
2022,16,023,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,16,025,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,16,027,83.09743175045466,62.98166073978617,48.20063326067265,1.561035686345753,1.7392162597989906,1.9631953356885832,2,2,2
2022,16,029,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,16,031,86.24325305224157,NA,NA,1.5385399342321524,NA,NA,3,NA,NA
2022,16,033,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,16,035,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,16,037,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,16,039,84.26374257542662,NA,NA,1.8210239131417536,NA,NA,3,NA,NA
2022,16,041,91.65566314553992,NA,NA,1.5361282276995305,NA,NA,3,NA,NA
2022,16,043,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,16,045,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,16,047,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,16,049,83.98581843603316,NA,NA,1.7480774992509738,NA,NA,3,NA,NA
2022,16,051,106.45755999172322,NA,NA,1.863018860875856,NA,NA,3,NA,NA
2022,16,053,85.72337224865781,NA,NA,1.8356202098740655,NA,NA,3,NA,NA
2022,16,055,65.54765224478643,49.063980724592845,39.13016612770115,1.3144117178423689,1.46682909017912,1.233060709167504,1,1,1
2022,16,057,89.34444927381901,75.5384766833759,48.01750318739906,1.4899675042700855,1.7781054362509243,1.3632190306767442,3,3,3
2022,16,059,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,16,061,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,16,063,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,16,065,88.3733773781436,61.68395945140133,47.894053698654986,1.742904260333598,1.8931472868217056,1.6930521626263255,3,3,3
2022,16,067,86.87344228723826,NA,NA,1.8471209102598705,NA,NA,3,NA,NA
2022,16,069,86.25859009571907,78.00354971661213,60.366459588210795,1.538867691807926,1.8211410055595596,1.8400472409422228,2,2,2
2022,16,071,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,16,073,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,16,075,91.24597660726695,NA,NA,1.93318143264724,NA,NA,3,NA,NA
2022,16,077,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,16,079,98.129540808389,NA,NA,1.6661887155523671,NA,NA,3,NA,NA
2022,16,081,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,16,083,85.81858729892993,60.67389523013609,39.452536413862376,1.5374238763652337,1.4938421744969312,1.6627322953289805,1,1,1
2022,16,085,91.67561620976682,NA,NA,1.6673351139803336,NA,NA,3,NA,NA
2022,16,087,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,17,001,103.4883160767861,91.97646666138567,70.7128901182299,1.7510289076041448,1.794702730234905,1.4709247089678399,2,2,2
2022,17,003,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,17,005,140.77959519989673,126.42580842929063,NA,2.123149327823887,2.431695306666218,NA,3,3,NA
2022,17,007,100.38839734444198,66.15197655300594,NA,1.805551278110321,1.5989706197726783,NA,2,2,NA
2022,17,009,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,17,011,105.1086634628073,96.87645057046548,74.91998951744353,1.818943777485216,2.2043776985471015,1.6967122904556795,3,3,3
2022,17,013,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,17,015,162.79562674243815,182.9274285064911,NA,2.4256417453099752,2.99321918060364,NA,3,3,NA
2022,17,017,212.66214111293255,NA,NA,3.1536352938775787,NA,NA,3,NA,NA
2022,17,019,110.84791338139503,94.46233589539034,40.700716576331864,1.5611184790431876,1.511645472366333,0.7613530932231571,1,1,1
2022,17,021,135.51844623979724,127.14995234540609,99.40381431761142,2.0306748581082825,2.307734492061063,1.9970996079692689,3,3,3
2022,17,023,129.9489351398715,NA,NA,2.042906949478379,NA,NA,3,NA,NA
2022,17,025,138.14079373475826,97.20713959972524,NA,2.1266406427153455,2.133459946545364,NA,3,3,NA
2022,17,027,111.50203445303785,112.68676940204496,79.02553235361319,1.7214389655848663,2.12443822693581,2.0945934272928404,3,3,3
2022,17,029,104.37398266008029,98.05343753971279,86.29840692600963,1.787157424680467,1.9666390265599187,1.807175811737353,2,2,2
2022,17,031,88.86229785717468,64.32311649572557,29.879159768393205,1.3638829242214996,1.1801379597306731,0.6563236363317828,1,1,1
2022,17,033,123.35805184687307,127.48095222914706,NA,1.9769981165483943,2.2609141734542613,NA,3,3,NA
2022,17,035,146.62594678632865,NA,NA,2.164520524110603,NA,NA,3,NA,NA
2022,17,037,93.54105896003759,84.96709751644646,43.82712826073292,1.638360969573554,1.6583795542657929,1.056331802025961,2,2,2
2022,17,039,144.63234191481737,155.0902498319922,NA,2.163794218310314,2.4785509362458797,NA,3,3,NA
2022,17,041,121.63775302715027,124.7821602080943,NA,1.9634173983770185,2.235470195876246,NA,3,3,NA
2022,17,043,85.83536888372517,59.791437136488256,33.20007706386668,1.6251601027457183,1.4619641804811807,0.9324968692804162,1,1,1
2022,17,045,126.76176474390992,132.75710300012358,NA,2.011035245518763,2.3136756811640264,NA,3,3,NA
2022,17,047,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,17,049,108.45995691400192,82.77193002325647,64.10275376779808,1.7561963525978022,1.8850610304281237,1.7442937569173549,3,3,3
2022,17,051,119.70067340775785,86.79776826057915,67.79457707623978,1.9422394394453415,2.0293662331539037,1.781211990001771,3,3,3
2022,17,053,244.0746433224633,266.96788808369746,NA,3.0455670269955037,3.668548493064822,NA,3,3,NA
2022,17,055,124.16533604967354,119.10033736447305,105.6732506892351,1.7489265444843127,2.063743052935075,1.8811587961154344,3,3,3
2022,17,057,115.37597628352738,107.88064561091994,88.4794031484029,1.8902887446472745,2.015694262536901,1.64858983926957,3,3,3
2022,17,059,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,17,061,223.21728585323953,NA,NA,3.259186741280649,NA,NA,3,NA,NA
2022,17,063,101.19887766736146,85.57410602978419,55.26590411297665,1.5813951261802195,1.6599493341922784,1.2045550418207915,3,3,3
2022,17,065,173.5397530106581,NA,NA,2.2460903204766667,NA,NA,3,NA,NA
2022,17,067,127.68435554301294,93.10582047288237,NA,2.000119896825737,2.0822996081557967,NA,3,3,NA
2022,17,069,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,17,071,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,17,073,105.6918508774277,87.11245850078994,64.73825722128137,1.6872462490910405,1.8259219441713133,1.791477191569802,2,2,2
2022,17,075,169.0055639785594,164.29856889414137,135.1374291303905,2.288490939425713,2.6288579573154016,2.461471045361333,3,3,3
2022,17,077,114.10939320157041,106.90770839365828,92.99200125297143,1.6483671160032816,1.9418167632269272,1.7543463017527978,3,3,3
2022,17,079,159.26843790625065,NA,NA,2.337917084430269,NA,NA,3,NA,NA
2022,17,081,115.49680227073075,96.92749606130025,75.2433076931791,1.9639036500991125,2.3710292515870672,2.041686125712279,3,3,3
2022,17,083,151.22048286583944,183.28702780859913,101.00329919799249,2.2266611785617845,3.2309910675907783,2.4060616181264827,3,3,3
2022,17,085,142.4942425793245,152.56414948345812,100.85135814889337,2.130904554759468,2.695326550671296,2.2008677062374247,3,3,3
2022,17,087,139.20539269962296,134.53123900707558,NA,1.9027467173663155,2.1531194751689458,NA,3,3,NA
2022,17,089,88.87171750622463,66.92359572213122,32.50161722576472,1.58769057168439,1.7218180942287311,1.1664356344145643,1,1,1
2022,17,091,91.65550315190734,64.13717480525081,42.77154596922252,1.6179928249463031,1.4019076798430077,1.0221265330795326,2,2,2
2022,17,093,86.94803861162457,55.59270226382653,24.91252624212736,1.546621482850688,1.375967141083198,1.4730580825752275,1,1,1
2022,17,095,99.83016579691152,84.77549217981709,67.54460860439198,1.8402615561003253,2.0735082770779885,1.6229584813251643,3,3,3
2022,17,097,88.33024708677029,58.2361970182824,30.588339431134195,1.5919327385294502,1.3795535022264098,0.9316357842558716,1,1,1
2022,17,099,98.06005934631064,78.87010969858827,51.526244128582356,1.7757311045400967,1.6381265077903076,1.322211942631399,1,1,1
2022,17,101,131.84035107524826,93.6505658854091,NA,2.0636362161202455,2.0978942094022033,NA,3,3,NA
2022,17,103,124.64502601311835,124.44080277827692,82.21993923534484,1.9294207268180097,2.3514083470675713,2.0145535171019393,3,3,3
2022,17,105,117.49400932018924,104.00103095116688,70.33916962557805,1.919682838189976,1.897545134332268,1.510341197601356,3,3,3
2022,17,107,118.06086398684515,118.2675381866998,117.76201964944289,1.8201135051626856,2.1440727256735195,1.977636011771987,3,3,3
2022,17,109,113.46513435603794,87.69682522108047,66.8315654906629,1.8123323087078325,2.0539402913106004,1.8124102742636172,3,3,3
2022,17,111,85.03910437095557,64.47025987251537,25.773340832395952,1.610762634483306,1.6818541847395618,1.1054555680539933,1,1,1
2022,17,113,101.9507993210205,89.73538567969561,47.55973364669017,1.5695827316257505,1.87837253545486,1.353231492361927,1,1,1
2022,17,115,108.33646144482807,93.57817544749567,69.87494304022566,1.7728748669478571,1.996599036586269,1.7018108951954116,1,1,1
2022,17,117,127.67620973350671,106.22200443024859,77.60010055406191,2.3059423962120675,2.403239969062135,2.151103717126486,3,3,3
2022,17,119,97.0415481122814,84.20848019904624,51.74003226549896,1.5626882310853758,1.7629328218950862,1.345148651763079,1,1,1
2022,17,121,115.0913568950676,96.53003671332904,74.8351792220526,1.959849196342481,2.367054658107355,2.0376048410010137,3,3,3
2022,17,123,127.3850678591201,NA,NA,1.9718291622953044,NA,NA,3,NA,NA
2022,17,125,157.59299553147758,159.3233372892803,NA,2.3124589371267765,2.530121179320504,NA,3,3,NA
2022,17,127,136.06712190825328,130.90400575742376,110.24340861111304,1.8713640094526187,2.116847142672428,1.8775955237212016,3,3,3
2022,17,129,153.457523228032,162.24373475437545,NA,2.1080480742560086,2.5448144112753366,NA,3,3,NA
2022,17,131,135.32195947831588,99.19023710517524,NA,1.9835473350999224,1.9466997302151663,NA,3,3,NA
2022,17,133,99.64647917247113,94.75906151977634,NA,1.7834260693444883,1.9942973798818056,NA,3,3,NA
2022,17,135,119.54499640147706,118.00344230785178,117.17289267521058,1.916930069736608,2.104821974121449,1.9717447420296637,3,3,3
2022,17,137,140.39573488846568,115.71942213779111,84.78590897248331,2.43097123163291,2.495148798499271,2.2229618013107,3,3,3
2022,17,139,145.76454479327091,160.18812400707506,NA,2.121270091710698,2.553834323036424,NA,3,3,NA
2022,17,141,96.27939122859367,75.94942197165751,46.142604650956486,1.7288476297984248,1.5663464447832998,1.0268004746338124,3,3,3
2022,17,143,99.7833579517479,82.1506745731683,46.17159511810067,1.641260462826194,1.6815377880367732,1.1399599247070251,1,1,1
2022,17,145,152.4114924355092,153.34823533547907,NA,2.0313881083426693,2.4062220326451356,NA,3,3,NA
2022,17,147,137.75707210588507,142.02758078076917,NA,1.9932015644017973,2.3625968640967816,NA,3,3,NA
2022,17,149,149.88676007543933,149.93306053294407,NA,2.235396582566394,2.4362184117571424,NA,3,3,NA
2022,17,151,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,17,153,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,17,155,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,17,157,120.18161398724855,103.06279409870349,80.9581881533101,1.9881487696482647,2.392161914359973,2.098834930313589,3,3,3
2022,17,159,130.4324504537198,92.85581183184436,NA,2.0495572099049606,2.0899466688665553,NA,3,3,NA
2022,17,161,92.40491718127778,77.54439961735224,50.4932540258233,1.54166907139147,1.5336688433223806,1.2292905846510953,1,1,1
2022,17,163,95.45279644735044,79.24690908100364,44.33081600007338,1.445688692691156,1.5090536286505187,1.089222400750466,1,1,1
2022,17,165,116.52388763015115,108.31581184687586,92.60582701672423,1.6759316666715975,1.8909652035669489,1.7012197077773137,3,3,3
2022,17,167,116.96173083633825,110.48401694240306,64.24461711845305,1.8817727114109573,2.1959236867827534,1.546592324574411,1,1,1
2022,17,169,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,17,171,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,17,173,130.0720923479692,133.49039769412798,136.31680671060712,2.022201029201529,2.2596915279842107,2.16318388238363,3,3,3
2022,17,175,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,17,177,116.12142943680368,113.0487861266461,74.24948870175788,1.9588997722536303,2.2920389711595823,1.9348490117660695,3,3,3
2022,17,179,93.9586128389641,77.55576844122075,48.865796476999115,1.860023580111396,1.970507732311482,1.7725256621467496,1,1,1
2022,17,181,127.4429516068384,120.93613512179301,102.46017758545088,1.78512230643847,2.0171684363161204,1.7997632134645798,3,3,3
2022,17,183,118.91608915965332,105.20063551254346,79.68734874771843,1.7865634889991309,2.03724366926904,1.9069702415346128,2,2,2
2022,17,185,147.7492131664465,142.82123435961495,NA,1.963699564412094,2.1855209494795775,NA,3,3,NA
2022,17,187,129.45451084072036,93.71148041891058,NA,2.017821449802811,2.0883562076160787,NA,3,3,NA
2022,17,189,149.4466647961761,138.3062811443572,NA,2.1819222563319736,2.5028105278420063,NA,3,3,NA
2022,17,191,129.51408299778765,92.33739721713128,NA,2.0403735353456396,2.084762522719425,NA,3,3,NA
2022,17,193,137.1164389092119,132.1168129905564,NA,1.881857179462205,2.1289752150037544,NA,3,3,NA
2022,17,195,111.24685024658716,105.49980232947117,69.09740031614133,1.9101539803514649,2.2189429188334397,1.883328127909904,3,3,3
2022,17,197,84.93331975974753,60.588235294117645,28.03065490013934,1.6677084393769723,1.490531708178767,1.0284652644151018,1,1,1
2022,17,199,108.79073225779283,100.747287019039,86.31710363224224,1.6024799129325318,1.828130386482668,1.687597325545506,2,2,2
2022,17,201,96.20137427986447,73.878721359659,43.364643628256616,1.639103246500989,1.5094474107474949,1.0836966232521006,1,1,1
2022,17,203,103.4132982166591,95.41284465638782,71.92521684318845,1.7321114658706942,2.1016810465856817,1.666764563713129,3,3,3
2022,18,001,101.50269661163127,92.38613832574242,NA,1.7855726106635994,2.054614043352731,NA,3,3,NA
2022,18,003,93.48239135088846,75.31585280256692,48.715157641021655,1.7366998501391564,1.9312644139175776,1.6832406795474868,1,1,1
2022,18,005,98.61708717801952,77.52567855610825,55.96888035155958,1.657225831613157,1.6854729928560157,1.5484338318645845,2,2,2
2022,18,007,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,18,009,111.88950442237623,NA,NA,1.794174164726821,NA,NA,3,NA,NA
2022,18,011,96.03816803001324,73.97179222599715,NA,1.959916467853115,2.1155096182487116,NA,2,2,NA
2022,18,013,120.19979722259562,NA,NA,1.9379674118163168,NA,NA,3,NA,NA
2022,18,015,95.58563286018071,77.78315366902693,NA,1.7913116456868077,2.1932161520748847,NA,3,3,NA
2022,18,017,117.11813476938926,87.59346152035896,65.6932368607204,1.914782186491616,2.096672528689594,2.0201742984926603,3,3,3
2022,18,019,97.88533834586465,74.85364005785522,40.89261157644706,1.7200814536340852,1.7755355052000827,1.5490686335791974,1,1,1
2022,18,021,118.87506542658133,103.96794787298272,100.14370261122771,2.070424165559448,2.3161339562798315,2.3132740560062017,3,3,3
2022,18,023,93.61871272961784,74.20099901681819,62.48403325947519,1.771642444381179,2.1573946055527973,2.2051080792479185,3,3,3
2022,18,025,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,18,027,102.93486615435236,85.01354337662238,66.10160296176014,1.9067258873000288,1.9723814958312191,1.7970266641939676,3,3,3
2022,18,029,97.86942964808577,86.6365346930102,55.767792813247354,1.6087714656884615,1.7449894826572532,1.787764508219054,2,2,2
2022,18,031,96.09701061211098,66.71087730855217,NA,1.755762159593074,1.636771456064095,NA,3,3,NA
2022,18,033,119.26169156733448,94.85001365891478,66.95230393026176,2.3990141669822456,2.474385882263413,2.3420571503327188,3,3,3
2022,18,035,100.55997760089596,79.29572271386431,54.187111547268564,1.6734930602775888,1.713311209439528,1.4117598953222112,1,1,1
2022,18,037,99.20002460555276,93.89328243234378,62.73132022307929,1.710531260849195,1.9280947094688452,1.7320479939598907,3,3,3
2022,18,039,101.05539407963428,74.70205614004453,40.31912689093044,1.7888929649801055,1.7116165364299123,1.3653381225392,1,1,1
2022,18,041,115.65244881665338,96.20356875492467,NA,1.8190001178167945,1.9546358560006964,NA,3,3,NA
2022,18,043,94.60650379388228,80.76360085775003,62.05095943069423,1.715523871090404,2.0672625065396635,1.9674879418239088,2,2,2
2022,18,045,137.39985207330133,123.80290973905252,NA,2.2556720320266477,2.5144835749405297,NA,3,3,NA
2022,18,047,99.43724972447927,80.34546471480591,NA,1.7828776191739018,2.030260451811356,NA,3,3,NA
2022,18,049,92.30775562206306,69.60763122866993,NA,1.72770038926764,1.8264293339124789,NA,3,3,NA
2022,18,051,108.35109733829718,63.46101847679135,NA,1.992930202275114,2.089499774673276,NA,3,3,NA
2022,18,053,98.60593444954424,79.67244470021278,60.47294067349802,1.7263358421912949,1.850671589122176,1.9329168892979856,2,2,2
2022,18,055,104.06265266060508,85.78301392561224,66.64689256009336,1.9180037523625555,1.980076201321118,1.8024795601772996,3,3,3
2022,18,057,91.57709588921269,59.04712836757221,39.56908625706746,2.010693764546507,2.0180569321445505,1.7194903852223276,1,1,1
2022,18,059,93.04064859391875,76.55085222290155,33.343190891616146,1.714375123857279,2.106463356783399,1.728966435014047,2,2,2
2022,18,061,98.62698751416158,84.82498908159506,NA,1.7557287082931972,2.107876388778114,NA,3,3,NA
2022,18,063,99.87099459009572,69.91498740554157,49.04573280518545,2.1512276321265085,2.041955289672544,2.227223622614332,1,1,1
2022,18,065,96.68627756055781,88.20973243372127,69.61779753147688,1.6421418961086367,2.0598797775246735,2.078756518973485,2,2,2
2022,18,067,105.00603746532006,82.812933359876,62.15807912294312,1.7936612134509242,2.048867247084765,1.9848227211148877,2,2,2
2022,18,069,101.19176198455611,91.84229196515415,NA,1.7824632643928475,2.049175579746848,NA,3,3,NA
2022,18,071,98.17147019355397,76.66678358922083,64.22626873809149,1.797892377726394,1.698611744293083,1.6310077157299037,2,2,2
2022,18,073,92.62503032160161,73.8681806718053,45.11376288078317,1.6300959044803236,1.8713075928815752,1.577648507131764,3,3,3
2022,18,075,103.63618537836601,98.78089418516976,NA,1.7116409742867185,2.165591395039158,NA,3,3,NA
2022,18,077,95.56510144144752,66.11060276289045,NA,1.7504430678864396,1.6307687106074775,NA,3,3,NA
2022,18,079,95.98809422674613,66.58796208665731,NA,1.7546729957394258,1.635542303845146,NA,3,3,NA
2022,18,081,95.6904332129964,57.26495726495726,33.87516254876463,1.9972172081829125,1.9334700854700857,1.4589076723016905,1,1,1
2022,18,083,101.64834102729647,86.79901779563195,62.91863604466948,1.8490007279387977,1.936073889228927,1.733921152175793,3,3,3
2022,18,085,100.58058754734942,81.7183297656514,65.9557099638697,1.9104093879801467,1.9944570593192616,1.834017104385908,2,2,2
2022,18,087,119.37602583213184,95.42567621307778,67.35424007583158,2.278687227151314,2.515214767380122,2.346076511788417,3,3,3
2022,18,089,92.05813016012328,64.01266494264306,39.49453132985792,1.591241695326931,1.57751475366355,1.3523970152305018,1,1,1
2022,18,091,96.96030120148386,75.17982494150273,50.36703155183516,2.0614030230884226,1.9922870266054251,1.8464906632324536,1,1,1
2022,18,093,99.45461486502106,82.63902403685618,64.41888658136664,1.8719233744067152,1.9486363024335571,1.7801995003900324,3,3,3
2022,18,095,97.0778748180495,83.77351438893733,52.92678949942932,1.6713973799126638,2.0117104771396535,1.4982879504320887,1,1,1
2022,18,097,97.3462389860671,74.42797959438255,30.02514301531648,1.5461478362776162,1.4286689733505789,0.8781255766746632,1,1,1
2022,18,099,103.45278552537931,84.21705081753349,69.74710010650327,2.028985152342669,1.975727273990165,1.871931005812244,2,2,2
2022,18,101,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,18,103,104.67932156038373,85.21361745524949,67.0433863510083,1.7870697132996898,1.9060833166725428,1.9986213460730888,3,3,3
2022,18,105,88.67155927710064,61.771210766552166,22.6553480475382,1.5605703016391324,1.3230436214766363,0.7466893039049236,1,1,1
2022,18,107,93.23096659477079,73.49483581311918,61.40480869852898,1.7677649830327085,2.150332973515807,2.194315833638457,3,3,3
2022,18,109,99.1512307498049,83.64939351456327,41.96005309622877,1.7274817470884094,1.9692545473315983,1.7512925019648866,2,2,2
2022,18,111,92.3515555906351,NA,NA,1.5649596255571852,NA,NA,3,NA,NA
2022,18,113,116.16086193673199,92.20461356558326,66.44560387950982,2.421540514940532,2.4676886973446077,2.3369901498251995,3,3,3
2022,18,115,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,18,117,112.10342472521089,91.26910305733323,NA,1.9984114730086135,2.034937092638328,NA,3,3,NA
2022,18,119,110.55560752472032,90.21305233816406,NA,1.982933301003708,2.024376585446636,NA,3,3,NA
2022,18,121,138.40970634966718,124.88418648701179,NA,2.2657705747903063,2.525296342420122,NA,3,3,NA
2022,18,123,110.7391897056229,90.38033333773537,NA,1.9399092147220616,1.9718870446499617,NA,3,3,NA
2022,18,125,121.612224742769,NA,NA,2.0486395650935227,NA,NA,3,NA,NA
2022,18,127,92.48819522041596,72.31739784697304,46.65702180427819,1.96489204484014,1.7271096191688853,1.6790327580861837,1,1,1
2022,18,129,113.63303267517276,77.14807826943387,NA,2.076547978604645,2.156811790253106,NA,3,3,NA
2022,18,131,93.44126084500304,NA,NA,1.7390354414970397,NA,NA,3,NA,NA
2022,18,133,101.5105078959367,77.80590501883002,NA,1.8671058182625735,1.9633216798303208,NA,3,3,NA
2022,18,135,101.67536809906854,95.79839180271001,76.3353032381372,1.6920328014937438,2.1357663712145607,2.1459315760400877,3,3,3
2022,18,137,97.32018781976645,78.71858613027501,NA,1.7805102480427344,2.007494841025956,NA,3,3,NA
2022,18,139,124.45122383701317,NA,NA,1.9069878680203924,NA,NA,3,NA,NA
