year,state,county,rate_affordable_available_80_ami,rate_affordable_available_50_ami,rate_affordable_available_30_ami,share_affordable_80_ami,share_affordable_50_ami,share_affordable_30_ami,share_affordable_80_ami_quality,share_affordable_50_ami_quality,share_affordable_30_ami_quality
2022,05,107,152.5412649125674,NA,NA,2.1076319660075176,NA,NA,3,NA,NA
2022,05,109,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,05,111,104.31360244396205,NA,NA,1.8751646230187415,NA,NA,3,NA,NA
2022,05,113,136.5133947861155,78.54276535127599,NA,2.0779742186374768,1.7611505122143418,NA,3,3,NA
2022,05,115,95.25605739066039,70.84911669598031,67.6409488583968,1.746324342759341,1.4894134739188116,1.4926309869553034,2,2,2
2022,05,117,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,05,119,100.22513324746856,71.39034538227152,40.90294295975001,1.557105310003246,1.4091844152630195,1.0371950935124294,1,1,1
2022,05,121,161.31214191252315,146.3702530699334,151.71886005569598,2.3365958811784915,2.3686734979844215,2.5848960642403793,3,3,3
2022,05,123,134.06330010350277,98.10562387906738,97.93159133467334,1.922852317916871,1.6902222649244172,1.6677146145785016,3,3,3
2022,05,125,96.269677670201,86.23834084607688,61.002556330789616,1.8144146790528235,2.4557446942748844,2.1237345117863535,1,1,1
2022,05,127,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,05,129,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,05,131,96.133916696357,72.89337346721399,66.1838902404731,1.6296424020217817,1.832826939422564,1.8940960070022612,2,2,2
2022,05,133,146.1097802621536,NA,NA,2.159865959841701,NA,NA,3,NA,NA
2022,05,135,167.0667961351405,152.06692179692223,NA,2.3941424234046655,2.4256401852543092,NA,3,3,NA
2022,05,137,151.33196919660995,NA,NA,2.2569116118438792,NA,NA,3,NA,NA
2022,05,139,131.69735587404662,99.3165356868746,93.6925769735587,1.98391248578706,1.9232110390747013,1.7518576052045474,3,3,3
2022,05,141,137.14839996414707,NA,NA,2.1150759195192506,NA,NA,3,NA,NA
2022,05,143,92.92977409721331,78.25588724001604,50.37400654511453,1.4754951356699215,1.4954735575545752,1.2298737727910238,1,1,1
2022,05,145,100.63278717354349,73.95956180473658,71.44187909721487,1.760369076172836,1.4708123527917647,1.4764692362777438,2,2,2
2022,05,147,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,05,149,111.44006629105985,NA,NA,1.8968007987513251,NA,NA,3,NA,NA
2022,06,001,78.56047355384484,52.670752125010736,34.46673169076799,1.2424995265204264,1.0085644371941271,0.8387685000636106,1,1,1
2022,06,003,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,06,005,87.47925265107625,59.14893221394769,47.0124236962385,1.3403912328300895,1.165410467271396,1.017922303557444,3,3,3
2022,06,007,73.03405334768237,40.78317017288065,26.51226668331357,1.1979398877700054,0.8664444907310976,0.7110306511018166,1,1,1
2022,06,009,86.5264535318937,58.76061499021227,45.63296862009746,1.3257349857605942,1.174330358697848,1.0041277527960335,3,3,3
2022,06,011,85.7534769430906,NA,NA,1.4167819813268168,NA,NA,3,NA,NA
2022,06,013,74.23005407253842,51.060139092830745,31.399782856234935,1.2065122144093696,1.0247043067142143,0.8184466276514049,1,1,1
2022,06,015,101.37161851037924,84.39504678235808,89.92409887933701,1.5029119305786944,1.5449737765217049,1.5394732575615162,3,3,3
2022,06,017,77.86361503194831,61.04093325050045,28.09003554034487,1.318327858200065,1.3236694967902258,0.9191786231407134,1,1,1
2022,06,019,70.87898839981783,40.36116684673561,25.182215743440235,1.196319018404908,0.8545351648917014,0.6759620991253644,1,1,1
2022,06,021,83.72324708138346,54.590164473437795,NA,1.3964796827097454,1.236573038485763,NA,3,3,NA
2022,06,023,76.31467275991513,43.364841315942336,28.59913603103236,1.2083564550350905,1.0300998046153034,0.9223309530106674,1,1,1
2022,06,025,76.33918219061606,60.91526424564512,46.460142977938354,1.290020870371802,1.2213758488337765,1.085556153432239,1,1,1
2022,06,027,99.9176864077164,NA,NA,1.468816926674973,NA,NA,3,NA,NA
2022,06,029,77.87360110438108,47.641188071475526,29.730459585815794,1.3122978726704462,0.975784378174864,0.7426792013367314,1,1,1
2022,06,031,71.48878445811734,53.6075712143928,30.00309310238169,1.2572065306913425,1.275487256371814,1.3113207547169812,1,1,1
2022,06,033,79.71281764149023,53.62261469132002,34.63212894834681,1.220982171409714,1.0573926567909049,0.8357337559314251,2,2,2
2022,06,035,104.29558056585937,82.546091914276,84.78713754371056,1.514259645208515,1.503510237838628,1.4881036442052515,3,3,3
2022,06,037,79.10471673595318,46.782687259321506,25.613479441829607,1.121645571073553,0.8242592867545088,0.5669371643616911,1,1,1
2022,06,039,73.52156057494867,49.37209702391192,33.25068187453509,1.314630390143737,1.154309306726303,0.9727250185965782,1,1,1
2022,06,041,83.66208007026276,64.43410603994546,37.95186153430091,1.176407084827637,1.1383385470976712,0.8957901379248174,1,1,1
2022,06,043,97.21032686138169,NA,NA,1.4461959542642913,NA,NA,3,NA,NA
2022,06,045,80.31556337697356,54.48471321149195,34.496101185773384,1.2098015746425652,1.0540561862503874,0.834373478305691,2,2,2
2022,06,047,76.8829679067706,45.611733842117815,21.127062352689094,1.327163229658211,0.897686620558073,0.5684593957574459,1,1,1
2022,06,049,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,06,051,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,06,053,80.01705143941994,49.556722318028626,35.65104777911895,1.3204515992049637,1.0021208029912487,0.9567001271999334,1,1,1
2022,06,055,78.11897973337443,46.910957691626834,30.567964262922782,1.1456808199121522,0.9497256151531244,0.7898319506487981,1,1,1
2022,06,057,73.21923459666102,60.432130045190235,22.675195158017818,1.1218769079558906,1.1581730183542531,0.5753726412353506,1,1,1
2022,06,059,77.22841792686876,44.42978946658812,26.756544581660073,1.185564118757272,0.9208660505713976,0.7989170365449842,1,1,1
2022,06,061,68.04794246903715,45.017318721253766,27.115269759108102,1.2321853775469436,1.0918743966838909,0.8255524586900259,1,1,1
2022,06,063,118.4392908953136,95.06631380475638,NA,1.6693233148275377,1.6252779782674998,NA,3,3,NA
2022,06,065,65.54092349780414,43.52869157883531,26.968386519534743,1.0971879640682538,0.9677366123709144,0.8275611392782583,1,1,1
2022,06,067,78.32602446393476,43.860505709525235,23.76636347039809,1.2934608841043091,0.9948428125896404,0.7429310881774933,1,1,1
2022,06,069,78.16987963980921,50.589435283253714,NA,1.3721891197765623,1.2057162055641286,NA,2,2,NA
2022,06,071,65.85701546279003,41.80147880148425,24.374763167866618,1.123190819914862,0.9370228903649054,0.8023304281924971,1,1,1
2022,06,073,77.48263365772222,46.44384237085736,26.910537064239904,1.1551887291827845,0.8739429114395408,0.7178666117301422,1,1,1
2022,06,075,94.70043466140805,79.19970784641069,61.65267334299941,1.3995529491931404,1.2571845933699022,1.082251520158254,1,1,1
2022,06,077,66.29799353305211,39.84969038336009,22.11489434026401,1.173836698858648,0.9013637245735052,0.6851453175457481,1,1,1
2022,06,079,76.90913168616603,50.64233188624081,26.241745621590585,1.2342541023436624,1.0754555388204718,0.8957316489616232,1,1,1
2022,06,081,90.36514384454482,60.857244472998865,35.61416342104743,1.3627338042259072,1.0806190700182416,0.9419149483007452,1,1,1
2022,06,083,84.50590886099232,57.7596569312238,32.7416815936601,1.222398491745988,0.970550014619408,0.7941431905769961,1,1,1
2022,06,085,82.40394128867084,57.950348628274774,37.133060745521554,1.3793796346351963,1.1245265622789968,1.0115880379178204,1,1,1
2022,06,087,84.0406487893966,64.49066465500984,40.791873963515755,1.2092834023470698,1.146698278416898,1.0016998341625207,1,1,1
2022,06,089,77.10767001720546,45.522543980610926,34.86505277795335,1.2951492649944158,0.946303957210313,0.8007711269831237,1,1,1
2022,06,091,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,06,093,94.3256349268887,75.67305189283968,77.43339055087965,1.432452094743789,1.4577538276265207,1.4145661742769426,3,3,3
2022,06,095,69.91270846242962,45.453219724589076,23.010334439232736,1.1516286337796695,0.9229807712339326,0.831598215307173,1,1,1
2022,06,097,77.67829965888218,54.64174781000244,37.867835209826,1.2239832065074785,1.1155376400376924,0.962960593654043,1,1,1
2022,06,099,65.59545316682711,36.61134399863119,23.632773938795655,1.1942821726688908,0.935901274702712,0.8157288581770319,1,1,1
2022,06,101,68.64034987473863,42.43731131784856,21.484282675490427,1.168661954107929,1.046454315815415,0.6753328606318443,2,2,2
2022,06,103,80.20735341612534,53.107514333791904,32.95168119862685,1.361320746057164,1.221746537089304,1.1597662086073464,2,2,2
2022,06,105,88.70699950392878,NA,NA,1.4463172069351984,NA,NA,3,NA,NA
2022,06,107,79.8007896625987,47.073416181048,33.710798320809964,1.3444005743000718,1.0594210021297013,0.946731576533672,1,1,1
2022,06,109,80.6372809239881,56.863883453352535,43.48120621972955,1.2875301913270232,1.149606737109468,0.9826101287923548,3,3,3
2022,06,111,71.57629366888233,43.22507622655456,30.493197278911566,1.1449729943643598,0.9208745264714034,0.9107355442176872,1,1,1
2022,06,113,76.03855552538691,42.821076634905126,22.818872933510317,1.2082812924246538,0.8705513478296278,0.5616025099553518,1,1,1
2022,06,115,68.73925186233642,42.43731131784856,21.48428267549043,1.1696509739839072,1.046454315815415,0.6753328606318443,2,2,2
2022,08,001,87.26048268241166,58.044160227977336,34.9302991044909,1.4316722590035589,1.2871214557944093,1.157366780181645,1,1,1
2022,08,003,111.71072134098812,103.5829930920817,88.25774483192414,1.6483814588009478,1.7118981375233748,1.4998924602539552,3,3,3
2022,08,005,84.92154097780478,50.939887967497974,28.886799256165634,1.4047576352288418,1.1002634790623695,1.0111411538145736,1,1,1
2022,08,007,79.21072183520872,NA,NA,1.3682513155035605,NA,NA,3,NA,NA
2022,08,009,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,08,011,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,08,013,86.89990727997545,62.506063812421985,30.939247344441668,1.452993202392177,1.235784121378681,0.9769588101511149,1,1,1
2022,08,014,87.04563512768544,44.735618862469465,28.852937598832256,1.7215379864917169,1.4053971242972092,1.2696752219924583,2,2,2
2022,08,015,89.66886210790041,NA,NA,1.4260203042473212,NA,NA,3,NA,NA
2022,08,017,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,08,019,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,08,021,137.84650588033668,NA,NA,1.9097393041944333,NA,NA,3,NA,NA
2022,08,023,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,08,025,NA,NA,NA,NA,NA,NA,NA,NA,NA
