year,state,place,subgroup_type,subgroup,share_affordable_available_30_ami,share_affordable_available_30_ami_quality,share_affordable_available_50_ami,share_affordable_available_50_ami_quality,share_affordable_available_80_ami,share_affordable_available_80_ami_quality
2021,06,02364,tenure,Renter,NA,NA,NA,NA,1.0676067726676697,2
2021,06,03526,tenure,All,0.3066185051202924,2,0.48568127146568063,2,0.7606935877895337,2
2021,06,03526,tenure,Owner,0.49348319713530986,2,0.5782796628442499,2,0.7186951737894424,2
2021,06,03526,tenure,Renter,0.17753406435918692,2,0.4237850213780211,2,0.7895481541746193,2
2021,06,04982,tenure,All,0.33758032835871205,2,0.49185331311625785,2,0.938601129423534,2
2021,06,04982,tenure,Owner,NA,NA,0.5916332018327525,2,0.8170099817282911,2
2021,06,04982,tenure,Renter,0.2555839103428002,2,0.4479581812110257,2,0.9897301825253209,2
2021,06,06000,tenure,All,0.40168602194813363,1,0.5903347635570337,1,0.9481712639710321,1
2021,06,06000,tenure,Owner,0.31956773446545733,1,0.5006497566936982,1,0.6807493611475538,1
2021,06,06000,tenure,Renter,0.424189298824666,1,0.6212776627702725,1,1.0574276015979427,1
2021,06,08786,tenure,All,0.4167595307613271,3,0.6837554803894884,3,1.0308001582085564,3
2021,06,08786,tenure,Owner,0.6282719051535347,3,0.8379287400545684,3,0.878800997293129,3
2021,06,08786,tenure,Renter,0.2565442744311644,3,0.5379967154935544,3,1.1736434110294598,3
2021,06,08954,tenure,All,0.2535899556424329,1,0.45839032664003937,1,0.8262329439821544,1
2021,06,08954,tenure,Owner,NA,NA,0.5725067385444744,1,0.6701154432585493,1
2021,06,08954,tenure,Renter,0.22096921670222494,1,0.408432976714915,1,0.9072291521211613,1
2021,06,11194,tenure,All,0.263436405161783,1,0.42763862390253476,1,0.7523233216627049,1
2021,06,11194,tenure,Owner,0.4196928384652979,1,0.599022884879304,1,0.7683750317324535,1
2021,06,11194,tenure,Renter,NA,NA,0.1620649527411064,1,0.7317975149016394,1
2021,06,11530,tenure,All,0.5011912163435492,1,0.654483430238554,1,0.9272285380576702,1
2021,06,11530,tenure,Owner,0.45170841279446877,1,0.5746863866645818,1,0.7798604794734906,1
2021,06,11530,tenure,Renter,NA,NA,0.7630365332309443,1,1.211801684900043,1
2021,06,13014,tenure,All,0.2397348372415158,1,0.39449818621523575,1,0.7813956728498875,1
2021,06,13014,tenure,Owner,NA,NA,0.6167129201356768,1,0.7946152446789158,1
2021,06,13014,tenure,Renter,0.18758135902108827,1,0.3223545900490539,1,0.7763885767054538,1
2021,06,13210,tenure,All,NA,NA,0.3151989085241073,2,0.48838561067731606,2
2021,06,13210,tenure,Owner,NA,NA,NA,NA,0.5396275129860103,2
2021,06,13210,tenure,Renter,NA,NA,NA,NA,0.42706314511691085,2
2021,06,13214,tenure,All,NA,NA,0.32671846981470415,2,0.48926125407274423,2
2021,06,13214,tenure,Owner,NA,NA,NA,NA,0.5437634152158359,2
2021,06,13214,tenure,Renter,NA,NA,NA,NA,NA,NA
2021,06,13392,tenure,All,0.3459731222865412,1,0.5541129176476295,1,0.88818766968462,1
2021,06,13392,tenure,Owner,0.5538688087008073,1,0.6963171914673358,1,0.7827459210253224,1
2021,06,13392,tenure,Renter,0.19878408092663827,1,0.461617283068334,1,0.9761140247065387,1
2021,06,13588,tenure,All,0.26941511192513606,1,0.4582557244730283,1,0.8237860857678169,1
2021,06,13588,tenure,Owner,0.47852893556097503,1,0.5867945938425231,1,0.7946480913453838,1
2021,06,13588,tenure,Renter,0.15599917677607555,1,0.36595827678079534,1,0.8466807448193664,1
2021,06,14218,tenure,All,0.19437745195312778,1,0.3736468448017569,1,0.4999631268901943,1
2021,06,14218,tenure,Owner,NA,NA,NA,NA,0.5867404982948736,1
2021,06,14218,tenure,Renter,NA,NA,0.249109001851376,1,0.4546284920291289,1
2021,06,15044,tenure,All,0.2853453798476304,2,0.6354172375098779,2,0.8901173861436046,2
2021,06,15044,tenure,Owner,0.2823923304093555,2,0.5775364308888454,2,0.7378306395960519,2
2021,06,15044,tenure,Renter,0.28810120596061517,2,0.6841066701757007,2,1.0531487655641896,2
2021,06,16000,tenure,All,0.3350541356920328,3,0.4949490255894444,3,0.8597366334937517,3
2021,06,16000,tenure,Owner,0.37502365459918185,3,0.5667962056241544,3,0.8215161804553046,3
2021,06,16000,tenure,Renter,0.3076194055306549,3,0.43733487098299373,3,0.8985948898687478,3
2021,06,16350,tenure,All,0.3130751280499004,2,0.35483142628255787,2,0.5224750408770249,2
2021,06,16350,tenure,Owner,NA,NA,0.4283997362655158,2,0.5071944676624688,2
2021,06,16350,tenure,Renter,NA,NA,0.26271854834494257,2,0.5403695002962233,2
2021,06,16532,tenure,All,0.39575506918150405,2,0.5033707829071052,2,0.9909411203583092,2
2021,06,16532,tenure,Owner,0.49140231681475177,2,0.6289323338953382,2,0.7523737209765693,2
2021,06,16532,tenure,Renter,0.3318301614216632,2,0.42774112026490696,2,1.1465314411394445,2
2021,06,17918,tenure,All,0.4082281647462146,2,0.7703623932706133,2,1.0491770398095799,2
2021,06,17918,tenure,Owner,0.5003313970010861,2,0.6758742911649027,2,0.8686924135513278,2
2021,06,17918,tenure,Renter,0.32753834296484324,2,0.8767015104129997,2,1.2611683343909177,2
2021,06,19766,tenure,All,0.3424576352528356,1,0.49405878119405405,1,0.8624238026490381,1
2021,06,19766,tenure,Owner,0.6209105850956423,1,0.648526989182124,1,0.722000178931236,1
2021,06,19766,tenure,Renter,0.1590388191078521,1,0.41097164543786946,1,0.9531254630212322,1
2021,06,21712,tenure,All,0.25554079866936125,2,0.46771616587646475,2,0.8942406326222955,2
2021,06,21712,tenure,Owner,0.41995189385313053,2,0.46305221884646897,2,0.7685277319143888,2
2021,06,21712,tenure,Renter,0.1646450796329501,2,0.4704876756995344,2,0.9891690721163121,2
2021,06,22020,tenure,All,0.18529124658196644,1,0.3683589013370447,1,0.5994764321364444,1
2021,06,22020,tenure,Owner,NA,NA,0.4976430148127079,1,0.7173661568141635,1
2021,06,22020,tenure,Renter,NA,NA,0.2483433927262085,1,0.4662446912961881,1
2021,06,22230,tenure,All,0.28945120985826983,1,0.5751458466923622,1,0.9527001027809394,1
2021,06,22230,tenure,Owner,0.4539131605557647,1,0.5982122371983871,1,0.7426354522658519,1
2021,06,22230,tenure,Renter,0.24672397789412948,1,0.5675021051144131,1,1.0411148614758234,1
2021,06,22804,tenure,All,0.36415160904731897,1,0.5058408260607389,1,0.9223613334273288,1
2021,06,22804,tenure,Owner,0.5838664618963589,1,0.6345714496072105,1,0.8315736733193708,1
2021,06,22804,tenure,Renter,0.2082980337437216,1,0.4235362392142718,1,0.9955265340005842,1
2021,06,23182,tenure,All,0.23819190688861822,1,0.28969632875056656,1,0.6556808661277108,1
2021,06,23182,tenure,Owner,NA,NA,0.448,1,0.7696887429444315,1
2021,06,23182,tenure,Renter,NA,NA,0.18969555035128807,1,0.5590195331309519,1
2021,06,24638,tenure,All,0.21066297458301755,2,0.3444336179890803,2,0.6203607842616007,2
2021,06,24638,tenure,Owner,NA,NA,0.390836408116224,2,0.5486299130370013,2
2021,06,24638,tenure,Renter,NA,NA,NA,NA,0.7226040410071118,2
2021,06,24680,tenure,All,0.31381356974950203,1,0.38685431794852915,1,0.6300979181201,1
2021,06,24680,tenure,Owner,NA,NA,0.35818223607532684,1,0.4578344326802423,1
2021,06,24680,tenure,Renter,0.3193800801232291,1,0.4072688536895015,1,0.8075177526176155,1
2021,06,26000,tenure,All,0.4376881014535479,2,0.5366104308894829,2,0.8401668039663187,2
2021,06,26000,tenure,Owner,0.5554105327099751,2,0.7135870226156085,2,0.8298724318285047,2
2021,06,26000,tenure,Renter,0.3479131515241346,2,0.4079583404126846,2,0.8488781664598823,2
2021,06,27000,tenure,All,0.3133207183426437,3,0.4292151841318361,3,0.7802614542982232,3
2021,06,27000,tenure,Owner,0.4063977546249578,3,0.5116209566989809,3,0.6800271314585108,3
2021,06,27000,tenure,Renter,0.27746035604255215,3,0.39662274727062896,3,0.8283993699414794,3
2021,06,28000,tenure,All,0.2993369502518392,3,0.5383476337068587,3,0.9514890487500992,3
2021,06,28000,tenure,Owner,0.6060482974029374,3,0.7193416523936037,3,0.8187881303380651,3
2021,06,28000,tenure,Renter,0.12972740432898716,3,0.44901724667002607,3,1.0252231961065033,3
2021,06,29000,tenure,All,0.3189301580314623,3,0.5936851710785954,3,0.9421688534122887,3
2021,06,29000,tenure,Owner,0.5417644845835222,3,0.6652360009914771,3,0.8634446885208175,3
2021,06,29000,tenure,Renter,0.18794991205061556,3,0.5373123741642023,3,1.014949275461068,3
2021,06,30000,tenure,All,0.18502097901551864,2,0.3348126624249668,2,0.7808643868831584,2
2021,06,30000,tenure,Owner,0.2901007275468159,2,0.5072290750337625,2,0.6042435380666793,2
2021,06,30000,tenure,Renter,0.16267550391818297,2,0.29444677227292393,2,0.8298181239226944,2
2021,06,32548,tenure,All,0.17686927916002337,2,0.6031055988112834,2,1.0390604085361697,2
2021,06,32548,tenure,Owner,NA,NA,NA,NA,0.9445927977083407,2
2021,06,32548,tenure,Renter,0.11210857096025266,2,0.554654564482825,2,1.0638629864549443,2
2021,06,33000,tenure,All,0.3623223322294043,1,0.508731947285614,1,0.9126019353069545,1
2021,06,33000,tenure,Owner,0.5815995888422734,1,0.6610738759299872,1,0.8701427386285211,1
2021,06,33000,tenure,Renter,0.23779898110896613,1,0.3952242473867959,1,0.9483817704844533,1
2021,06,33182,tenure,All,0.3876790192733407,2,0.5558554988801299,2,0.748622699326211,2
2021,06,33182,tenure,Owner,0.5154874946700564,2,0.681531113680329,2,0.8061688523836756,2
2021,06,33182,tenure,Renter,NA,NA,0.405640193363269,2,0.681798680469723,2
2021,06,33434,tenure,All,0.3892169568995876,2,0.6078679331068569,2,0.831202034026102,2
2021,06,33434,tenure,Owner,NA,NA,0.6967257158784587,2,0.8468021081884425,2
2021,06,33434,tenure,Renter,NA,NA,NA,NA,0.8154366576298722,2
2021,06,36000,tenure,All,0.3176577575587421,3,0.4881926586940985,3,0.8939991986711637,3
2021,06,36000,tenure,Owner,0.5093627186108446,3,0.6529634854639692,3,0.8084316469458782,3
2021,06,36000,tenure,Renter,0.19580336083099886,3,0.3658548365197755,3,0.9623288864911418,3
2021,06,36448,tenure,All,0.6478157465282421,2,0.7299526531227637,2,0.9973463863779685,2
2021,06,36448,tenure,Owner,NA,NA,0.8249835922326051,2,0.8716011904426423,2
2021,06,36448,tenure,Renter,NA,NA,0.644711362863344,2,1.1461081816236587,2
2021,06,36546,tenure,All,0.354306681226613,1,0.6567508239609108,1,1.047777254681571,1
2021,06,36546,tenure,Owner,0.7098120640347794,1,0.7633845340249062,1,0.917974936151748,1
2021,06,36546,tenure,Renter,0.262619736510469,1,0.6323765393007121,1,1.091181285961565,1
2021,06,36770,tenure,All,0.2573519944495128,2,0.42884120104781465,2,0.8116251422238403,2
2021,06,36770,tenure,Owner,0.41049061766418765,2,0.6089471892956584,2,0.7516516217626501,2
2021,06,36770,tenure,Renter,0.1720965543378161,2,0.3352291548485218,2,0.845924573959792,2
2021,06,37692,tenure,All,NA,NA,0.44373460383283714,2,0.7306817769634439,2
2021,06,37692,tenure,Owner,NA,NA,NA,NA,0.6058883386683057,2
2021,06,37692,tenure,Renter,NA,NA,NA,NA,0.8831947592445566,2
2021,06,39496,tenure,All,0.303597373669355,3,0.4620109344321053,3,0.8569880862083054,3
2021,06,39496,tenure,Owner,NA,NA,0.668590364295623,3,0.7515232260215421,3
2021,06,39496,tenure,Renter,NA,NA,0.3094673903378198,3,0.9394472743190855,3
2021,06,39892,tenure,All,0.46836581003340966,2,0.6262634272228834,2,0.8836366132857912,2
2021,06,39892,tenure,Owner,NA,NA,0.6541132303592874,2,0.7792683830155217,2
2021,06,39892,tenure,Renter,NA,NA,NA,NA,1.039024429158201,2
2021,06,40130,tenure,All,0.4464321527784071,1,0.6693581237860964,1,1.0027065246699298,1
2021,06,40130,tenure,Owner,0.5221744560832227,1,0.6982496329842821,1,0.9150681133130678,1
2021,06,40130,tenure,Renter,0.3941509563297805,1,0.6477924348487542,1,1.0825316351996002,1
2021,06,41992,tenure,All,0.40894684658930536,2,0.5514421366312127,2,0.8517442190366875,2
2021,06,41992,tenure,Owner,NA,NA,0.7144699817186441,2,0.8128133479464066,2
2021,06,41992,tenure,Renter,NA,NA,NA,NA,0.8967539164129689,2
2021,06,43000,tenure,All,0.2610255336670666,2,0.5387024115562743,2,0.9010601080818729,2
2021,06,43000,tenure,Owner,0.41477848911542387,2,0.5348593659370866,2,0.7686669491015934,2
2021,06,43000,tenure,Renter,0.20535638741301018,2,0.5401647485623714,2,0.9586601448623167,2
2021,06,44000,tenure,All,0.27543083053750644,1,0.5163886871569421,1,0.8386424368077361,1
2021,06,44000,tenure,Owner,0.332098202762941,1,0.467447901044812,1,0.6265366654094783,1
2021,06,44000,tenure,Renter,0.2624034359081756,1,0.5294597050417522,1,0.9101624550911858,1
2021,06,45484,tenure,All,NA,NA,0.5297451040135037,3,0.5760689647920627,3
2021,06,45484,tenure,Owner,NA,NA,NA,NA,0.5374787052582769,3
2021,06,45484,tenure,Renter,NA,NA,NA,NA,NA,NA
2021,06,46842,tenure,All,0.4531998910215786,2,0.5201761559358273,2,0.5761757411605941,2
2021,06,46842,tenure,Owner,NA,NA,0.6251197145718498,2,0.64221090387737,2
2021,06,46842,tenure,Renter,NA,NA,NA,NA,0.4616022296705254,2
2021,06,46898,tenure,All,0.3726017704608671,2,0.5436201924275229,2,0.8864643544239035,2
2021,06,46898,tenure,Owner,NA,NA,0.4960835356742623,2,0.7840377076534494,2
2021,06,46898,tenure,Renter,0.349911560060772,2,0.5646169856677026,2,0.9414509438790598,2
2021,06,47766,tenure,All,0.45290672044945035,2,0.6457720433599999,2,1.0262882965218059,2
2021,06,47766,tenure,Owner,NA,NA,0.617383129734876,2,0.706918191617773,2
2021,06,47766,tenure,Renter,NA,NA,NA,NA,1.384755757913677,2
2021,06,48256,tenure,All,0.17468576034544714,1,0.36502654817491925,1,0.7962149421430493,1
2021,06,48256,tenure,Owner,0.24797463860782148,1,0.4832749355196452,1,0.7186170627228408,1
2021,06,48256,tenure,Renter,NA,NA,NA,NA,0.9887751416748717,1
2021,06,48354,tenure,All,0.2701041550140686,1,0.3521237916085789,1,0.6732933546010755,1
2021,06,48354,tenure,Owner,0.29638182765137483,1,0.4519520278558825,1,0.5671247524188825,1
2021,06,48354,tenure,Renter,0.25721876385562653,1,0.30092117127635365,1,0.7403256852222103,1
2021,06,49270,tenure,All,0.21183201681295416,1,0.30800634925716214,1,0.5147567033382745,1
2021,06,49270,tenure,Owner,0.2235671504817555,1,0.32385364179361414,1,0.5673485046528034,1
2021,06,49270,tenure,Renter,0.20004318757656853,1,0.29575557733299124,1,0.4571249760237787,1
2021,06,49670,tenure,All,0.35321511732043703,2,0.5748815685126529,2,0.9796982554290126,2
2021,06,49670,tenure,Owner,NA,NA,0.602351404310908,2,0.6816049668953592,2
2021,06,49670,tenure,Renter,NA,NA,0.5574496201552259,2,1.1882431308751984,2
2021,06,50076,tenure,All,NA,NA,0.49434496971182057,2,0.545493296713839,2
2021,06,50076,tenure,Owner,NA,NA,NA,NA,0.6224373524105304,2
2021,06,50076,tenure,Renter,NA,NA,NA,NA,NA,NA
2021,06,50258,tenure,All,0.34267071661604226,2,0.5483172348870441,2,0.7965936268358658,2
2021,06,50258,tenure,Owner,0.361672146547675,2,0.6176583004204358,2,0.7482153941651147,2
2021,06,50258,tenure,Renter,NA,NA,0.47589434421883503,2,0.8535653613626052,2
2021,06,51182,tenure,All,0.3625708494339732,3,0.5538331746181833,3,0.9641475345331209,3
2021,06,51182,tenure,Owner,0.4314380894180796,3,0.7092212386301459,3,0.7694984133246071,3
2021,06,51182,tenure,Renter,NA,NA,0.400559974732037,3,1.1608542267592534,3
2021,06,52526,tenure,All,0.5423429214205366,1,0.5906606133605115,1,0.8926338957833982,1
2021,06,52526,tenure,Owner,0.7642609517806492,1,0.6988707653701381,1,0.8719262295081968,1
2021,06,52526,tenure,Renter,NA,NA,0.4748753356348293,1,0.9201015259608876,1
2021,06,53000,tenure,All,0.44301086757998487,3,0.687431284539156,3,0.9579688181969326,3
2021,06,53000,tenure,Owner,0.4223251763102848,3,0.617379700744136,3,0.7752053896838141,3
2021,06,53000,tenure,Renter,0.4496470215253818,3,0.7156627774889673,3,1.0404670608381072,3
2021,06,53322,tenure,All,0.3113782914542327,2,0.4268332665495341,2,0.847573164691424,2
2021,06,53322,tenure,Owner,0.5255825056739357,2,0.6541916386837445,2,0.8030342222247516,2
2021,06,53322,tenure,Renter,0.20439767738690987,2,0.2883991429758082,2,0.8744808170075168,2
2021,06,53896,tenure,All,0.19870258182196668,1,0.2147542835994684,1,0.48550134619811214,1
2021,06,53896,tenure,Owner,0.2962301624044371,1,0.2791857191059765,1,0.491195464669698,1
2021,06,53896,tenure,Renter,0.12894817764871394,1,0.17262884546955357,1,0.4812222255081564,1
2021,06,53980,tenure,All,0.25344422180272336,2,0.5423989284386811,2,0.9154846118700919,2
2021,06,53980,tenure,Owner,0.46936367209048263,2,0.572081434850779,2,0.7123578790989766,2
2021,06,53980,tenure,Renter,0.09284810166326331,2,0.5202447762499245,2,1.0769184087956314,2
2021,06,54652,tenure,All,0.2743832814935198,1,0.4420030334680672,1,0.8504412567211898,1
2021,06,54652,tenure,Owner,0.2413191644318858,1,0.44671875584150733,1,0.7199343262238797,1
2021,06,54652,tenure,Renter,0.2931651492526113,1,0.4386475189769722,1,0.9455425098493768,1
2021,06,55156,tenure,All,0.3398976882235798,1,0.5577116180128505,1,0.8844876611002588,1
2021,06,55156,tenure,Owner,0.5484834388676344,1,0.5871901468897658,1,0.8307331648384809,1
2021,06,55156,tenure,Renter,0.16596788351319255,1,0.5243185041870447,1,0.966964411749007,1
2021,06,56000,tenure,All,0.25140488143782724,3,0.4255051554134223,3,0.7701321355401922,3
2021,06,56000,tenure,Owner,0.17219049440953677,3,0.38587978891285457,3,0.5541997200471835,3
2021,06,56000,tenure,Renter,0.273922659380834,3,0.43765463364935203,3,0.8688514799125401,3
2021,06,56700,tenure,All,NA,NA,NA,NA,0.7558246419293148,2
2021,06,56700,tenure,Owner,NA,NA,NA,NA,0.7211130967822519,2
2021,06,56700,tenure,Renter,NA,NA,NA,NA,NA,NA
