year,state,place,share_affordable_80_ami,share_affordable_50_ami,share_affordable_30_ami,share_affordable_80_ami_quality,share_affordable_50_ami_quality,share_affordable_30_ami_quality
2022,01,03076,0.7100754722273701,0.6532226141488279,0.36296509532262045,2,2,2
2022,01,07000,0.7724677816162204,0.64149518437383,0.3672361146265508,2,2,2
2022,01,35896,0.6697572764261487,0.33934669670522827,0.1897877492304737,3,3,3
2022,01,37000,0.7935224193062929,0.7272042803295108,0.28661019349629413,2,2,2
2022,01,50000,0.6926724909008058,0.35729834230586205,0.3219567468325071,1,1,1
2022,01,51000,0.6700856797244417,0.4765111525928863,0.172889224102778,1,1,1
2022,01,77256,0.8795745045775784,0.7194576103332407,0.3282460283714012,2,2,2
2022,02,03000,0.7115686008939109,0.7367027595804623,0.18485132287520487,1,1,1
2022,04,04720,0.46459735918034273,0.11908699242589202,NA,2,2,NA
2022,04,07940,0.2481243224851362,0.2855230645562799,0.20209919744407373,2,2,2
2022,04,12000,0.39875918650370024,0.12099989375614838,0.09968499457359162,1,1,1
2022,04,23620,0.5335989213390914,0.35880725481132036,0.17756004547145418,2,2,2
2022,04,27400,0.3060847770007265,0.1696967714070928,0.09510491641177067,1,1,1
2022,04,27820,0.6115141364048916,0.3402209931913437,0.13900806286862802,1,1,1
2022,04,28380,0.3553932356725057,0.15655082393967573,NA,2,2,NA
2022,04,46000,0.525314989212846,0.23555909297645575,0.08830416590723507,1,1,1
2022,04,54050,0.292819587054388,0.15544064996219395,0.14066838201834897,2,2,2
2022,04,55000,0.6078297765482864,0.3106469558944527,0.15041827840507,1,1,1
2022,04,65000,0.33544774508474845,0.12978368448227187,0.12376890707802891,2,2,2
2022,04,71510,0.20865604901944884,0.09461366599925486,0.11861303177093328,1,1,1
2022,04,73000,0.7872791402194034,0.2884867241284508,0.13413615083550529,1,1,1
2022,04,77000,0.6015340081651546,0.4042327682223448,0.18502556364949896,1,1,1
2022,04,85540,0.6368708377396974,0.40845644866475805,0.42670152309502357,2,2,2
2022,05,23290,0.8439861714831971,0.934058168749125,0.40197565386242745,2,2,2
2022,05,24550,0.7207946900751684,0.6428729385336596,0.6223809987242429,2,2,2
2022,05,35710,0.7211911938324531,0.5354735358941787,0.38846523961377316,2,2,2
2022,05,41000,0.8919656018280189,0.7505209653883398,0.31049216929901624,1,1,1
2022,05,66080,0.816858554332684,0.80458582918423,0.5159812887198219,3,3,3
2022,06,00562,0.7465809588362214,0.455137340935445,0.2749657632114147,2,2,2
2022,06,00884,0.8675878937962338,0.41069323896961507,0.12226303145843868,2,2,2
2022,06,02000,0.7908054031457951,0.3839661259019663,0.15667494604342347,1,1,1
2022,06,02252,0.4634879885657335,0.42759272567239187,0.2618007505312723,1,1,1
2022,06,02364,0.4915791676654682,0.20348066648175803,0.08063065450953143,2,2,2
2022,06,03526,0.6052631887207117,0.35221898579195965,0.1820649934004715,2,2,2
2022,06,04982,0.743882088842254,0.3563811100069878,0.18127853881278538,2,2,2
2022,06,06000,0.8744418076659387,0.47814984784828385,0.2787676478119771,1,1,1
