year,state,county,subgroup_type,subgroup,ratio_affordable_30ami_quality,ratio_affordable_50ami_quality,ratio_affordable_80ami_quality,ratio_available_30ami,ratio_available_50ami,ratio_available_80ami,ratio_affordable_30ami,ratio_affordable_50ami,ratio_affordable_80ami,ratio_available_30ami_quality,ratio_available_50ami_quality,ratio_available_80ami_quality
2022,19,143,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,19,143,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,19,143,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,19,143,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,19,145,tenure,All,NA,3,3,NA,0.9279560543199049,1.0836262452418632,NA,2.4731356384408882,1.9176564141220074,NA,3,3
2021,19,145,tenure,All,NA,NA,3,NA,NA,1.223621351228512,NA,NA,2.07635210347347,NA,NA,3
2022,19,145,tenure,Owner,NA,NA,3,NA,NA,0.9522064261690694,NA,NA,1.9222539976731512,NA,NA,3
2021,19,145,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,19,145,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,19,145,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,19,147,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,19,147,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,19,147,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,19,147,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,19,147,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,19,147,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,19,149,tenure,All,NA,3,3,NA,0.7924435590527049,0.9975216932346304,NA,2.113584248614447,1.716420185396115,NA,3,3
2021,19,149,tenure,All,NA,NA,3,NA,NA,1.1473922849624072,NA,NA,1.9216363289453027,NA,NA,3
2022,19,149,tenure,Owner,NA,NA,3,NA,NA,0.9445675933295573,NA,NA,1.933418309606215,NA,NA,3
2021,19,149,tenure,Owner,NA,NA,3,NA,NA,1.0432941019395243,NA,NA,2.0093099652708237,NA,NA,3
2022,19,149,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,19,149,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,19,151,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,19,151,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,19,151,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,19,151,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,19,151,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,19,151,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,19,153,tenure,All,1,1,1,0.33412021064100234,0.768180858444183,0.999759857392236,0.960898250711216,1.573613247669894,1.6129917150800321,1,1,1
2021,19,153,tenure,All,1,1,1,0.4069005546014972,0.8341158194425011,1.011606248090186,1.2041208089192625,1.69439712857262,1.7516355546158018,1,1,1
2022,19,153,tenure,Owner,1,1,1,0.46416950435111615,0.6845673989693518,0.9436319158902826,1.909496783957624,2.0460401410360727,1.9022016343101025,1,1,1
2021,19,153,tenure,Owner,1,1,1,0.5996121240220248,0.8229262070139625,0.9774776486670358,2.3920805094581907,2.4396300575832957,2.243082563242154,1,1,1
2022,19,153,tenure,Renter,1,1,1,0.24744035910626924,0.8351806574300462,1.063657910329844,0.3286427598729006,1.1950556913882098,1.2837448153268813,1,1,1
2021,19,153,tenure,Renter,1,1,1,0.28231009057454826,0.8415757246744866,1.0440222260414727,0.4360898558191806,1.1975642792063959,1.2848500531559501,1,1,1
2022,19,155,tenure,All,2,2,2,0.45648692132789526,0.8408814484035659,0.9760739325690422,1.540199905382565,1.9763578132934698,1.5678563370696323,2,2,2
2021,19,155,tenure,All,2,2,2,0.7319251443379464,0.9349417110428009,1.007411880458211,1.7369948528297081,1.8262499579847242,1.6422975705513527,2,2,2
2022,19,155,tenure,Owner,2,2,2,0.465623062512358,0.7393400721435829,0.9662599073030367,3.099322696211992,2.5996379663397824,1.8462298057101607,2,2,2
2021,19,155,tenure,Owner,2,2,2,0.8626668443237504,0.8877271488604908,0.9976134500511707,2.6785411392471987,2.290277239935172,1.9610584102633726,2,2,2
2022,19,155,tenure,Renter,2,2,2,0.4506784291449462,0.9438060781188911,0.9908394169279293,0.5489550942590589,1.3445869891817979,1.1490354164247214,2,2,2
2021,19,155,tenure,Renter,2,2,2,0.6252165289598582,0.9844852426601125,1.0211514358055158,0.9685246512880398,1.3393334379111599,1.1953247373688332,2,2,2
2022,19,157,tenure,All,NA,NA,3,NA,NA,1.4067014147431125,NA,NA,2.262595036559655,NA,NA,3
2021,19,157,tenure,All,NA,NA,3,NA,NA,1.0892551834142168,NA,NA,1.9174400763116237,NA,NA,3
2022,19,157,tenure,Owner,NA,NA,3,NA,NA,1.2137829696683737,NA,NA,2.2033534460939475,NA,NA,3
2021,19,157,tenure,Owner,NA,NA,3,NA,NA,1.1404209785179327,NA,NA,2.1567388217247436,NA,NA,3
2022,19,157,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,19,157,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,19,159,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,19,159,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,19,159,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,19,159,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,19,159,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,19,159,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,19,161,tenure,All,NA,NA,3,NA,NA,1.8171550716827272,NA,NA,2.8509734314922763,NA,NA,3
2021,19,161,tenure,All,NA,NA,3,NA,NA,1.5467382260918474,NA,NA,2.3963403916237973,NA,NA,3
2022,19,161,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,19,161,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,19,161,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,19,161,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,19,163,tenure,All,1,1,1,0.43712049162338135,0.7774599786552828,0.9940842529711376,1.3530616723973956,1.5856136606189968,1.5806982173174873,1,1,1
2021,19,163,tenure,All,1,1,1,0.4882774340605666,0.8546964460721101,0.9908976207642394,1.6961087593617714,2.056120080466292,1.6998618120644076,1,1,1
2022,19,163,tenure,Owner,1,1,1,0.5981804397270659,0.7458230350963915,0.9524520255863539,3.1905483952489258,2.2990608007909046,1.9831023454157783,1,1,1
2021,19,163,tenure,Owner,1,1,1,0.6691255847427132,0.8400172954275213,0.9796082486070423,2.8434688736955738,2.7208950383742296,2.096099718536389,1,1,1
2022,19,163,tenure,Renter,1,1,1,0.371499176276771,0.8015026296018032,1.0353295310519646,0.6044069192751236,1.0434259954921112,1.1820342205323193,1,1,1
2021,19,163,tenure,Renter,1,1,1,0.33883437407077016,0.8680939226519337,1.003274765413439,0.747992863514719,1.449388318863457,1.265444927262422,1,1,1
2022,19,165,tenure,All,NA,NA,3,NA,NA,1.0954790276535928,NA,NA,1.8031999733930422,NA,NA,3
2021,19,165,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,19,165,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,19,165,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,19,165,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,19,165,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,19,167,tenure,All,3,3,3,0.7887131281628199,1.1157837674379574,1.077450561386714,2.3299900224565526,2.5063129085422515,1.9036277111773123,3,3,3
2021,19,167,tenure,All,3,3,3,0.709381497248746,1.004030795487042,1.098684913273371,2.254751580865965,2.5718742995007586,2.008656724407973,3,3,3
2022,19,167,tenure,Owner,NA,3,3,NA,0.9144451980391832,0.9630578021630791,NA,2.818926072356123,2.0526798777479622,NA,3,3
2021,19,167,tenure,Owner,NA,3,3,NA,1.0062338591971276,1.1252820524807257,NA,2.978763380639017,2.2932348441284787,NA,3,3
2022,19,167,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,19,167,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,19,169,tenure,All,1,1,1,0.43520067355850495,0.9733279257759258,1.0175077403913935,1.3588066215138952,1.8205472221736507,1.5724041811716065,1,1,1
2021,19,169,tenure,All,1,1,1,0.4516883764845301,0.760287867114106,0.9992421327148615,1.3702930276473209,1.7341617409879797,1.5727428199752245,1,1,1
2022,19,169,tenure,Owner,NA,1,1,NA,0.8442352163858605,0.8786695942099699,NA,2.666997026759167,2.0121167764495405,NA,1,1
2021,19,169,tenure,Owner,NA,1,1,NA,0.8425314108255063,0.9311275098731432,NA,3.063603652597396,2.0776411153153203,NA,1,1
2022,19,169,tenure,Renter,1,1,1,0.3675421120620587,1.0337521767924291,1.1148392883985176,0.7781620373101577,1.4243505995541426,1.2641466254944644,1,1,1
2021,19,169,tenure,Renter,1,1,1,0.37413424002014856,0.7266709316991152,1.0496656480502895,0.6914746253620452,1.1907541874737155,1.1989795093117777,1,1,1
2022,19,171,tenure,All,NA,NA,3,NA,NA,1.4712487213021355,NA,NA,2.359438732567625,NA,NA,3
2021,19,171,tenure,All,NA,NA,3,NA,NA,1.0661610126278924,NA,NA,1.9827109039059787,NA,NA,3
2022,19,171,tenure,Owner,NA,NA,3,NA,NA,1.2545306140703967,NA,NA,2.2838431951339504,NA,NA,3
2021,19,171,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,19,171,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,19,171,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,19,173,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,19,173,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,19,173,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,19,173,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,19,173,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,19,173,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,19,175,tenure,All,NA,NA,3,NA,NA,1.1232518551520847,NA,NA,1.9545889365502758,NA,NA,3
2021,19,175,tenure,All,NA,NA,3,NA,NA,1.3259304367998939,NA,NA,2.1293766984821367,NA,NA,3
2022,19,175,tenure,Owner,NA,NA,3,NA,NA,0.9642844333208206,NA,NA,1.929295785710644,NA,NA,3
2021,19,175,tenure,Owner,NA,NA,3,NA,NA,1.2308243157224696,NA,NA,2.417807129217059,NA,NA,3
2022,19,175,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,19,175,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,19,177,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,19,177,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,19,177,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,19,177,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,19,177,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,19,177,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,19,179,tenure,All,3,3,3,0.7321632255739386,0.9726594644652209,1.0855517214691934,1.902295754396264,2.262647636732667,1.8352614962544267,3,3,3
2021,19,179,tenure,All,3,3,3,0.7818706869141857,0.8742430112980909,1.0452943140124782,2.0600634024512994,2.0599858494060195,1.7711826388855747,3,3,3
2022,19,179,tenure,Owner,NA,3,3,NA,0.821036778755414,1.004631505818329,NA,2.3832758036961654,1.8950384993921148,NA,3,3
2021,19,179,tenure,Owner,NA,3,3,NA,0.9306358818084934,1.0257111817866928,NA,2.830580678937944,2.2110899696654807,NA,3,3
2022,19,179,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,19,179,tenure,Renter,NA,NA,3,NA,NA,1.0675363846870927,NA,NA,1.2715460215826355,NA,NA,3
2022,19,181,tenure,All,NA,2,2,NA,0.9646547019687591,0.9947299484355745,NA,2.0929511154708687,1.6674039574095059,NA,2,2
2021,19,181,tenure,All,NA,3,3,NA,1.0260160905486182,1.1230760311430574,NA,2.09988305545249,1.8108093301519388,NA,3,3
2022,19,181,tenure,Owner,NA,2,2,NA,0.921434213042027,0.9733653767185197,NA,2.5599053201323807,1.973194553349883,NA,2,2
2021,19,181,tenure,Owner,NA,3,3,NA,0.8558493077996066,1.0182069912785356,NA,2.414961187845743,1.9813081309524763,NA,3,3
2022,19,181,tenure,Renter,NA,NA,2,NA,NA,1.0346241120182342,NA,NA,1.0963997632675697,NA,NA,2
2021,19,181,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,19,183,tenure,All,NA,3,3,NA,1.0967703739469197,1.1510646986077968,NA,2.4214516423352817,1.8392858265327456,NA,3,3
2021,19,183,tenure,All,NA,3,3,NA,0.9532052694374107,1.0857191920789162,NA,2.077310136532932,1.6887361162878933,NA,3,3
2022,19,183,tenure,Owner,NA,NA,3,NA,NA,1.0228258891090887,NA,NA,1.8658192467264016,NA,NA,3
2021,19,183,tenure,Owner,NA,NA,3,NA,NA,1.0688469312485023,NA,NA,2.0187312287691634,NA,NA,3
2022,19,183,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,19,183,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,19,185,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,19,185,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,19,185,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,19,185,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,19,185,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,19,185,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,19,187,tenure,All,3,3,3,1.1005021130502655,1.2040609193856797,1.1951695257392931,2.345636104587642,2.3332806044707994,2.0372974687016465,3,3,3
2021,19,187,tenure,All,3,3,3,0.7856097265321557,1.072620630281937,1.0940378523415704,3.0039978144546327,2.9318432026967653,2.012378036330609,3,3,3
2022,19,187,tenure,Owner,3,3,3,0.8343618887200466,0.8804892999275666,0.9907697578419526,2.542399518691989,2.6575436331112217,2.233977003446641,3,3,3
2021,19,187,tenure,Owner,NA,3,3,NA,0.9033897130449803,0.9774444792885847,NA,3.183302693465575,2.1320361075214063,NA,3,3
2022,19,187,tenure,Renter,NA,NA,3,NA,NA,1.4871747502418582,NA,NA,1.7563213585569568,NA,NA,3
2021,19,187,tenure,Renter,NA,NA,3,NA,NA,1.3313391697161652,NA,NA,1.768839169716165,NA,NA,3
2022,19,189,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,19,189,tenure,All,NA,NA,3,NA,NA,1.2635539001126754,NA,NA,2.048170525773144,NA,NA,3
2022,19,189,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,19,189,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,19,189,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,19,189,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,19,191,tenure,All,NA,3,3,NA,1.1482633683672183,1.1136118906795112,NA,2.3153648554530517,1.85978239668463,NA,3,3
2021,19,191,tenure,All,NA,3,3,NA,1.3193042392182792,1.227652442885159,NA,2.87015894007298,1.966211199459458,NA,3,3
2022,19,191,tenure,Owner,NA,NA,3,NA,NA,1.0377974294432182,NA,NA,2.0621847432346647,NA,NA,3
2021,19,191,tenure,Owner,NA,NA,3,NA,NA,1.0171762395015957,NA,NA,1.9039563798028627,NA,NA,3
2022,19,191,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,19,191,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,19,193,tenure,All,1,1,1,0.425020646365389,0.7451452469643712,0.9415341164048643,1.4636425467384415,2.0746117813458107,1.8123848955303445,1,1,1
2021,19,193,tenure,All,1,1,1,0.5163723617537933,0.7246812806670594,0.9540779127917659,2.0786373993477785,1.9568894079515142,1.8148629689573597,1,1,1
2022,19,193,tenure,Owner,1,1,1,0.49699371862211944,0.7195955619023006,0.918795864860742,2.4410598664820418,2.6760123919430185,2.133003600356687,1,1,1
2021,19,193,tenure,Owner,1,1,1,0.5905247873885087,0.6726374679994283,0.8891715935136596,2.7685247873885084,2.136593566777178,1.958396522770337,1,1,1
2022,19,193,tenure,Renter,1,1,1,0.36585365853658536,0.7713226205191595,0.9697266464060076,0.6601359456217513,1.4584363411619283,1.4148586197212933,1,1,1
2021,19,193,tenure,Renter,NA,NA,1,NA,NA,1.0554171002939725,NA,NA,1.5907619278801794,NA,NA,1
2022,19,195,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,19,195,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,19,195,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,19,195,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,19,195,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,19,195,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,19,197,tenure,All,NA,NA,3,NA,NA,1.6508437775261835,NA,NA,2.492971720488537,NA,NA,3
2021,19,197,tenure,All,NA,NA,3,NA,NA,1.346486592288119,NA,NA,2.264826776277158,NA,NA,3
2022,19,197,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,19,197,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,19,197,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,19,197,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,20,001,tenure,All,NA,NA,3,NA,NA,1.4694220513918994,NA,NA,2.16000862667914,NA,NA,3
2021,20,001,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,20,001,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,20,001,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,20,001,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,20,001,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,20,003,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,20,003,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,20,003,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,20,003,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,20,003,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,20,003,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,20,005,tenure,All,NA,NA,3,NA,NA,0.976680523911665,NA,NA,1.995435939028122,NA,NA,3
2021,20,005,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,20,005,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,20,005,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,20,005,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,20,005,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,20,007,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,20,007,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,20,007,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,20,007,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,20,007,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,20,007,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,20,009,tenure,All,3,3,3,1.2607055543687709,1.4490054148941054,1.5817845219239666,2.5778498479836527,2.670298890845087,2.353343172164995,3,3,3
2021,20,009,tenure,All,3,3,3,1.4744407659141179,1.4135119376259289,1.5390705752367648,2.8311568961897007,2.7605770553269378,2.2916084729924893,3,3,3
2022,20,009,tenure,Owner,NA,3,3,NA,1.380718517473152,1.25448287856464,NA,3.176076351128858,2.343216892072328,NA,3,3
2021,20,009,tenure,Owner,NA,3,3,NA,1.4891637623700205,1.4033011846548067,NA,3.284210616453019,2.3314944101570916,NA,3,3
2022,20,009,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,20,009,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,20,011,tenure,All,NA,NA,3,NA,NA,1.400959200368241,NA,NA,2.091545775655481,NA,NA,3
2021,20,011,tenure,All,NA,NA,3,NA,NA,1.3153816345583718,NA,NA,2.017333464058725,NA,NA,3
2022,20,011,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,20,011,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,20,011,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,20,011,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,20,013,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,20,013,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,20,013,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,20,013,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,20,013,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,20,013,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,20,015,tenure,All,3,3,3,0.48960380796260605,0.7920377688423964,1.1737702177062528,1.2392841457850454,1.6422213094125229,1.8181657078949771,3,3,3
2021,20,015,tenure,All,3,3,3,0.5435540937635311,1.1137754758232656,1.1826014856384246,1.3780234842183796,2.05839122084406,1.9349970919815254,3,3,3
2022,20,015,tenure,Owner,NA,3,3,NA,0.8719177915089655,1.0705906805295349,NA,2.4001729837435253,2.0297185357679353,NA,3,3
2021,20,015,tenure,Owner,NA,NA,3,NA,NA,0.9189691500529892,NA,NA,2.0768433159694863,NA,NA,3
2022,20,015,tenure,Renter,NA,NA,3,NA,NA,1.2937956407847087,NA,NA,1.572073136017991,NA,NA,3
2021,20,015,tenure,Renter,NA,3,3,NA,1.1881630388986633,1.4482495601274636,NA,1.4704058586045754,1.7920663085013198,NA,3,3
2022,20,017,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,20,017,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,20,017,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,20,017,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,20,017,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,20,017,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,20,019,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,20,019,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,20,019,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,20,019,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,20,019,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,20,019,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,20,021,tenure,All,NA,3,3,NA,1.0612311771194354,1.2811685727428521,NA,2.091834019158332,1.971755148030093,NA,3,3
2021,20,021,tenure,All,NA,3,3,NA,1.285935619511,1.305665305940971,NA,2.2225946476560146,1.961595300355419,NA,3,3
2022,20,021,tenure,Owner,NA,NA,3,NA,NA,0.9231307171880944,NA,NA,1.8973208030585083,NA,NA,3
2021,20,021,tenure,Owner,NA,NA,3,NA,NA,1.2964395036219,NA,NA,2.287701705820002,NA,NA,3
2022,20,021,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,20,021,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,20,023,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,20,023,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,20,023,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,20,023,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,20,023,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
