year,state,county,share_affordable_available_30_ami,share_affordable_available_30_ami_quality,share_affordable_available_50_ami,share_affordable_available_50_ami_quality,share_affordable_available_80_ami,share_affordable_available_80_ami_quality
2022,01,001,0.7854844111325432,2,0.9213984208198805,2,0.9876621205741897,2
2022,01,003,0.3737251201869075,1,0.6102489390004434,1,0.9140411656816793,1
2022,01,005,1.1182205538729875,3,1.3757980070260505,3,1.6234037988267025,3
2022,01,007,0.9355262002033538,3,1.090364126973015,3,1.1163581420789441,3
2022,01,009,0.6846119245668096,2,0.891465737044751,2,0.9735961680974096,2
2022,01,011,NA,NA,NA,NA,NA,NA
2022,01,013,1.2549460246065771,3,1.572211628614145,3,1.8448585659101417,3
2022,01,015,0.7448556185959861,1,0.8416916167664671,1,1.0157268292682926,1
2022,01,017,0.8744841569337627,3,0.9681125620747318,3,1.14892770746746,3
2022,01,019,0.6770068785339123,3,0.7515274912217593,3,1.0338367993135413,3
2022,01,021,0.7905668290144463,3,0.8304869984099427,3,1.0343732136388597,3
2022,01,023,NA,NA,NA,NA,1.6101220510121763,3
2022,01,025,0.9378737810580025,3,1.026441945490945,3,1.3160334387213366,3
2022,01,027,NA,NA,NA,NA,NA,NA
2022,01,029,NA,NA,NA,NA,NA,NA
2022,01,031,0.9425955150915435,2,1.0510820697241399,2,1.1917221080045708,2
2022,01,033,0.681490463077598,3,0.7779333670516175,3,1.1036497237684626,3
2022,01,035,NA,NA,NA,NA,NA,NA
2022,01,037,NA,NA,NA,NA,NA,NA
2022,01,039,0.9795378678119231,3,1.210178985962444,3,1.398310187011122,3
2022,01,041,NA,NA,NA,NA,2.2324500587711733,3
2022,01,043,0.7435368475169182,2,0.8489263622393197,2,0.9622569591773691,2
2022,01,045,0.9708798025076104,2,1.0347385028369045,2,1.158191298241655,2
2022,01,047,0.8340904881663542,3,0.8371792233208126,3,0.9929077900093759,3
2022,01,049,0.7616243211700071,2,0.8449728715874509,2,0.9474776135023714,2
2022,01,051,0.5792123954331018,1,0.7842747945375573,1,0.9821423091499424,1
2022,01,053,0.8806137590091468,3,0.939780866047647,3,1.1832950373964837,3
2022,01,055,0.6649915049834115,1,0.7476109990531966,1,0.9550874659392158,1
2022,01,057,NA,NA,NA,NA,1.1807352622039728,3
2022,01,059,0.7403000252201367,3,0.7612194763435732,3,1.2331187215233463,3
2022,01,061,0.9700154005095376,3,1.0124618004311075,3,1.4013301598761618,3
2022,01,063,NA,NA,NA,NA,NA,NA
2022,01,065,NA,NA,1.1559468940392592,3,1.1946393292319948,3
2022,01,067,1.1222587203524954,3,1.1244196058388025,3,1.6301508257454456,3
2022,01,069,0.7639289720100949,2,0.851068856489902,2,1.074182398340077,2
2022,01,071,0.7796615078811929,2,0.8702657741743453,2,0.9689147608756729,2
2022,01,073,0.47608694025059767,1,0.7284135745968885,1,0.9677524160765116,1
2022,01,075,NA,NA,NA,NA,1.2214900707086158,3
2022,01,077,0.6522869212378181,2,0.7405972135138968,2,1.030244328753787,2
2022,01,079,NA,NA,1.0734700411993792,3,1.0972092918319776,3
2022,01,081,0.4729531942314067,1,0.7887355640768237,1,1.0124680871118779,1
2022,01,083,0.5943870427254957,1,0.902792540342062,1,1.0026507979442791,1
2022,01,085,NA,NA,NA,NA,NA,NA
2022,01,087,NA,NA,NA,NA,1.308032207454247,3
2022,01,089,0.41679447806198655,1,0.8271224227353926,1,1.0315176702965025,1
2022,01,091,0.9574869813763495,3,1.0179991319206758,3,1.1420627370886818,3
2022,01,093,0.7531963910859217,3,0.9178093764115118,3,0.9900745379874245,3
2022,01,095,0.7491035956267253,1,0.7961399473590123,1,0.9290309280713731,1
2022,01,097,0.5348245379051701,1,0.5976274011901762,1,0.921363526061024,1
2022,01,099,0.9637825942402989,3,1.0656540456112844,3,1.3760944432230109,3
2022,01,101,0.35037507438651705,1,0.663021103312612,1,1.0160987492134612,1
2022,01,103,0.6712428948837882,1,0.8748767021152025,1,0.9590877694517144,1
2022,01,105,NA,NA,NA,NA,NA,NA
