year,state,place,share_affordable_80AMI,share_affordable_50AMI,share_affordable_30AMI,housing_quality
2021,01,03076,2.384601556280336,2.0699723892734214,1.3204278632924602,2
2021,01,07000,2.481436245819366,2.166454438760235,1.6208806704971928,2
2021,01,35896,2.4769754443198346,1.9445233085667322,1.7741764493952212,3
2021,01,37000,2.8333886068173153,2.7247985027483344,2.439751767862764,2
2021,01,50000,1.8762896975180101,1.6273666435893763,1.704724171081486,1
2021,01,51000,2.8734075457454535,1.711410897983892,1.3516480903726957,1
2021,01,77256,2.6911691349372937,1.6652895145973694,1.2954499597057083,2
2021,02,03000,2.359515833648236,1.9403464537501285,1.3925634750117413,1
2021,04,04720,2.2386888295145146,1.7210353546735278,1.522412926459673,2
2021,04,07940,2.1517121362720335,1.864442690115891,2.373929003295793,2
2021,04,12000,2.3568713827864602,1.5971365659095234,1.5064238635234972,1
2021,04,23620,2.0342101203332303,1.625841256276039,1.7384838316046372,2
2021,04,27400,2.2206315236295775,1.8934633535514098,2.4782734717163457,1
2021,04,27820,2.4424185048236344,1.4875521158332867,1.1731548251204285,1
2021,04,28380,1.8646589800270403,1.5207341259490796,2.1125747639250276,2
2021,04,46000,2.373711718427484,1.731231381254743,1.4504434896748861,1
2021,04,54050,2.1488625282250853,1.608812027029047,1.634178409965339,2
2021,04,55000,2.683691031527858,1.677838191237816,1.3367485552727716,1
2021,04,65000,1.9563276260863145,1.6664554307834822,1.584402106369914,2
2021,04,71510,2.166737260204849,2.1379504640358435,2.64486737762894,1
2021,04,73000,2.4848559116659605,1.28887748375919,1.2516820996895828,1
2021,04,77000,2.7624366253754022,1.8616363648384595,1.3862170251071841,1
2021,04,85540,2.917103656346527,2.4692809652794883,2.342630725071758,2
2021,05,23290,3.278961338718984,2.8851239378019113,1.6154048785627733,2
2021,05,24550,2.8214949002892373,2.2694106641721237,2.1134004237288138,2
2021,05,35710,2.687174603833073,2.008849113020458,1.9035610414996378,2
2021,05,41000,2.678280811808325,2.1584876276024763,1.101345679615345,1
2021,05,66080,3.3082472362839854,2.9074414581403865,1.685068651636064,3
2021,06,00562,2.621566202754906,2.1963984315916947,1.3691074482110348,2
2021,06,00884,3.4347502209190153,1.7103349211405336,1.0663734580512765,2
2021,06,02000,3.114178331424781,1.83763968109266,1.0816968461178835,1
2021,06,02252,2.341670364242451,1.104714160072063,0.6843993513300284,1
2021,06,02364,2.522334527285028,1.2225266606175933,1.3198362793850236,2
2021,06,03526,2.372422984679021,1.3711801714487772,1.0826456354708422,2
2021,06,04982,3.8536683829775256,2.2904136154820716,1.4044581145157944,2
2021,06,06000,2.442163631139153,1.6716901771447354,1.2945693295348504,1
2021,06,08786,2.7487420765428947,1.6244585104689038,1.2838518929213096,3
2021,06,08954,2.101782543729589,1.1745609606288367,0.7523437445710609,1
2021,06,11194,1.8731149294223919,1.1052038206701638,1.1049452955147887,1
2021,06,11530,2.465130706875921,2.2902604039765824,2.6975782335749816,1
2021,06,13014,2.140029985007496,1.2719921402660217,1.1140793509448896,1
2021,06,13210,1.35098053039085,1.1722436888204808,0.9231491952917996,2
2021,06,13214,1.44837814675925,1.2298443975249933,0.9669326563945928,2
2021,06,13392,2.695846309454726,1.4350204229530188,1.0095973050502987,1
2021,06,13588,2.256146806012898,1.4189820209651536,1.01799562104301,1
2021,06,14218,2.4459894603410537,1.6227206377056618,1.1735250367601937,1
2021,06,15044,2.723620359143012,1.8087054065948167,1.1893449046109947,2
2021,06,16000,2.560949701178387,1.5129583574934875,1.4353553602256863,3
2021,06,16350,1.7611752908812153,1.1864265751594698,1.4080603535456697,2
2021,06,16532,2.792424262707734,1.1441238150735162,1.041567231435771,2
2021,06,17918,2.258310667297675,1.821924974840102,1.1458439854475435,2
2021,06,19766,2.5718594330956797,1.4220223236897285,1.0871826771294149,1
2021,06,21712,2.9869442403758963,1.3923482237228775,0.7745410607975082,2
2021,06,22020,1.735885075336374,1.6964402124881868,1.5975070161149807,1
2021,06,22230,3.899942141407608,2.063890152021307,1.2868469546655084,1
2021,06,22804,2.6842956825659194,1.3471413522208544,1.0136948199314568,1
2021,06,23182,2.0232086015443573,1.0513605434957791,1.0720343400653523,1
2021,06,24638,1.826959706959707,1.4976819947375015,0.8354381936471488,2
2021,06,24680,2.459567809192341,1.4231466484037476,1.0211245178442527,1
2021,06,26000,2.5117009716887266,1.882300736516681,1.7269880751434878,1
2021,06,27000,2.9859967609406124,1.6450796840088302,1.278120902724901,1
2021,06,28000,2.8812615660710046,1.7565122530215023,1.2367151638411318,2
2021,06,29000,2.9415095040236903,1.8897982583915238,1.2744616751716782,1
2021,06,30000,2.6298250055704067,1.2579015811979333,0.6279536107521453,1
2021,06,32548,3.6199912439945074,2.0878268890767413,0.7218952236292404,2
2021,06,33000,2.851680389330507,1.4991342709408697,1.2756879228734608,1
2021,06,33182,1.8113517375722603,1.3301671444752223,1.1395157752228346,2
2021,06,33434,2.524362828997098,1.304461518608181,1.3208086185458248,2
2021,06,36000,2.497556722884481,1.357977160994469,1.1621991261902818,1
2021,06,36448,2.4396414825814605,2.1382597472444167,2.3246105828142287,2
2021,06,36546,3.139274230650083,2.1277247416176026,0.9646018606436507,1
2021,06,36770,2.2341954016143153,1.2228921881999668,0.8927655867482696,2
2021,06,37692,2.440127773461107,1.7797556192487556,2.094844844844845,2
2021,06,39496,2.4153582542249197,1.3701147229425932,1.2539228866904404,3
2021,06,39892,2.486551877863838,1.9634931355481968,1.5665175557297462,2
2021,06,40130,2.68691705418129,1.8621894830664385,1.3482325402467157,1
2021,06,41992,1.7841565105837076,1.5861192909521336,1.594840823011567,2
2021,06,43000,3.0329468750013415,1.9051877103961066,0.8866995727370808,1
2021,06,44000,2.6178969014342144,1.6707044743839832,0.8536117028665657,1
2021,06,45484,1.572938547972443,1.4780473797336968,1.3380058910146304,3
2021,06,46842,1.5113819139430733,1.2477950834869944,1.2695439434935107,2
2021,06,46898,2.9260954763823914,1.7512981786605248,1.2607233171112404,2
2021,06,47766,2.935831621093486,2.1936638286251218,1.773856696361158,2
2021,06,48256,1.9980611092137792,1.2768439598446466,1.2814253772580542,1
