year,state,county,share_affordable_available_30_ami,share_affordable_available_30_ami_quality,share_affordable_available_50_ami,share_affordable_available_50_ami_quality,share_affordable_available_80_ami,share_affordable_available_80_ami_quality
2018,01,001,0.5845407422079679,3,0.7647791299042174,3,0.9755367613895561,3
2018,01,003,0.6214950428806034,1,0.7383439772601424,1,1.1692074272090167,1
2018,01,005,1.149545515501041,3,1.149545515501041,3,1.6962674883290678,3
2018,01,007,1.0298416163320545,3,1.184491944876651,3,1.251835609469576,3
2018,01,009,0.9084158295410583,2,1.03959892850179,2,1.1301720262064605,2
2018,01,011,NA,NA,NA,NA,NA,NA
2018,01,013,2.117893618659208,3,2.117893618659208,3,2.484504213293041,3
2018,01,015,0.6887594820320282,1,0.7382652707481107,1,0.9813176937993662,1
2018,01,017,1.1626044319397266,3,1.1626044319397266,3,1.4957629744368182,3
2018,01,019,NA,NA,NA,NA,1.223328273027724,3
2018,01,021,1.0824954626943006,3,1.192042548184283,3,1.4229182480874722,3
2018,01,023,NA,NA,NA,NA,NA,NA
2018,01,025,1.0473120079630802,3,1.0473120079630802,3,1.1712776308596005,3
2018,01,027,NA,NA,NA,NA,NA,NA
2018,01,029,NA,NA,NA,NA,NA,NA
2018,01,031,1.402098526848726,2,1.550216667542505,2,1.5189158604606712,2
2018,01,033,1.0513474519459962,3,1.1852268949559979,3,1.232864578620327,3
2018,01,035,NA,NA,NA,NA,NA,NA
2018,01,037,NA,NA,NA,NA,NA,NA
2018,01,039,1.519991331392111,3,1.519991331392111,3,1.7959813452712512,3
2018,01,041,NA,NA,NA,NA,3.1078516458271266,3
2018,01,043,0.6738941079596588,1,0.6738941079596588,1,0.9726659194643116,1
2018,01,045,0.9896701530160177,3,1.1565969890093488,3,1.4887336632432568,3
2018,01,047,0.8767445497858416,3,0.8767445497858416,3,1.0689766243327812,3
2018,01,049,0.804015769802413,2,0.804015769802413,2,0.9740977184848295,2
2018,01,051,0.5585454452483533,2,0.7347740629705601,2,0.9483909836095321,2
2018,01,053,0.9503873189335944,3,0.9503873189335944,3,1.100923691582879,3
2018,01,055,0.6658415841584159,1,0.815479637135688,1,0.978119980058716,1
2018,01,057,NA,NA,NA,NA,1.8009029519865414,3
2018,01,059,1.263041335286737,3,1.263041335286737,3,1.4285750956998997,3
2018,01,061,1.2577013420998384,3,1.2951380735251834,3,1.9132467803389512,3
2018,01,063,NA,NA,NA,NA,NA,NA
2018,01,065,NA,NA,NA,NA,1.380020457811406,3
2018,01,067,1.573172447193641,3,1.7604068499654604,3,2.5117091981379036,3
2018,01,069,0.8349140497950022,2,0.8751205274107013,2,1.187570471761202,2
2018,01,071,0.8166804046951647,2,0.8166804046951647,2,0.9821263312778888,2
2018,01,073,0.5534395519821841,1,0.7639893096618703,1,1.0270751800697437,1
2018,01,075,NA,NA,NA,NA,NA,NA
2018,01,077,0.9183279108600971,2,1.027225338576493,2,1.121500125843119,2
