year,state,place,subgroup_type,subgroup,share_affordable_available_30_ami,share_affordable_available_30_ami_quality,share_affordable_available_50_ami,share_affordable_available_50_ami_quality,share_affordable_available_80_ami,share_affordable_available_80_ami_quality
2022,01,03076,tenure,All,0.43456004444607277,2,0.780626460302674,2,1.0330518903280712,2
2022,01,03076,tenure,All,NA,NA,0.780626460302674,2,1.0330518903280712,2
2022,01,03076,tenure,All,0.43456004444607277,2,0.780626460302674,2,1.0330518903280712,2
2022,01,03076,tenure,Renter,0.22590490162395674,2,0.47270697973284903,2,0.5840334800209459,2
2022,01,03076,tenure,Renter,NA,NA,0.47270697973284903,2,0.5840334800209459,2
2022,01,03076,tenure,Renter,0.22590490162395674,2,0.47270697973284903,2,0.5840334800209459,2
2022,01,03076,tenure,Owner,0.20865514282211597,2,0.30791948056982493,2,0.44901841030712536,2
2022,01,03076,tenure,Owner,NA,NA,0.30791948056982493,2,0.44901841030712536,2
2022,01,03076,tenure,Owner,0.20865514282211597,2,0.30791948056982493,2,0.44901841030712536,2
2022,01,07000,tenure,All,0.5737117112107994,2,0.8657393691969799,2,1.099419682112788,2
2022,01,07000,tenure,All,0.5737117112107994,2,0.8657393691969799,2,1.099419682112788,2
2022,01,07000,tenure,All,0.5737117112107994,2,0.8657393691969799,2,1.099419682112788,2
2022,01,07000,tenure,Renter,0.2981389076405915,2,0.52401005194214,2,0.6901042780816814,2
2022,01,07000,tenure,Renter,0.2981389076405915,2,0.52401005194214,2,0.6901042780816814,2
2022,01,07000,tenure,Renter,0.2981389076405915,2,0.52401005194214,2,0.6901042780816814,2
2022,01,07000,tenure,Owner,0.27557280357020797,2,0.3417293172548399,2,0.4093154040311064,2
2022,01,07000,tenure,Owner,0.27557280357020797,2,0.3417293172548399,2,0.4093154040311064,2
2022,01,07000,tenure,Owner,0.27557280357020797,2,0.3417293172548399,2,0.4093154040311064,2
2022,01,35896,tenure,All,0.38128926743477837,3,0.5472410132623674,3,0.9770784984634627,3
2022,01,35896,tenure,All,NA,NA,0.5472410132623674,3,0.9770784984634627,3
2022,01,35896,tenure,All,NA,NA,0.5472410132623674,3,0.9770784984634627,3
2022,01,35896,tenure,Renter,0.0856487624289482,3,0.1910934128189164,3,0.4953620330541606,3
2022,01,35896,tenure,Renter,NA,NA,0.1910934128189164,3,0.4953620330541606,3
2022,01,35896,tenure,Renter,NA,NA,0.1910934128189164,3,0.4953620330541606,3
2022,01,35896,tenure,Owner,0.2956405050058301,3,0.356147600443451,3,0.48171646540930213,3
2022,01,35896,tenure,Owner,NA,NA,0.356147600443451,3,0.48171646540930213,3
2022,01,35896,tenure,Owner,NA,NA,0.356147600443451,3,0.48171646540930213,3
2022,01,37000,tenure,All,0.4686184166981194,2,0.899722418160397,2,1.0866274546361572,2
2022,01,37000,tenure,All,0.4686184166981194,2,0.899722418160397,2,1.0866274546361572,2
2022,01,37000,tenure,All,0.4686184166981194,2,0.899722418160397,2,1.0866274546361572,2
2022,01,37000,tenure,Renter,0.1501471445968005,2,0.46962316413069305,2,0.6124034862348602,2
2022,01,37000,tenure,Renter,0.1501471445968005,2,0.46962316413069305,2,0.6124034862348602,2
2022,01,37000,tenure,Renter,0.1501471445968005,2,0.46962316413069305,2,0.6124034862348602,2
2022,01,37000,tenure,Owner,0.31847127210131887,2,0.43009925402970384,2,0.47422396840129705,2
