year,state,place,share_affordable_80_ami,share_affordable_50_ami,share_affordable_30_ami,share_affordable_80_ami_quality,share_affordable_50_ami_quality,share_affordable_30_ami_quality
2021,06,40130,1.3086274029672564,1.082542473252246,0.9483861290250367,1,1,1
2021,06,41992,1.4331425513009597,1.307894587696517,1.469956161769979,2,2,2
2021,06,43000,1.2363031019709207,0.9327066838131006,0.6192507369324756,2,2,2
2021,06,44000,1.0907202078464988,0.7945112138905748,0.48167199964314183,1,1,1
2021,06,45484,1.097662628887054,1.274549714965392,NA,3,3,NA
2021,06,46842,1.0421387140585006,1.0122555255174837,1.0904650203939967,2,2,2
2021,06,46898,1.371863018562207,1.016371724797907,0.8551354174592237,2,2,2
2021,06,47766,1.7879009941035455,1.4726409457403593,1.4205676234258382,2,2,2
2021,06,48256,1.3381092900167006,1.1906181051181082,1.2504996003861522,1,1,1
2021,06,48354,1.2215418193707008,0.991467587626788,0.899302169656356,1,1,1
2021,06,49270,1.0000889463878004,0.9081466717416784,0.8642884601506831,1,1,1
2021,06,49670,1.6368198895980002,1.2706417876018101,0.9989253089736703,2,2,2
2021,06,50076,1.1222787458075554,1.2878882111119412,NA,2,2,NA
2021,06,50258,1.2256386083732944,1.1000615722991764,1.069299133760828,2,2,2
2021,06,51182,1.3214697889005254,0.9484371271736002,0.8799304243967528,3,3,3
2021,06,52526,1.348820366165452,1.1455573056610766,1.2657882050457978,1,1,1
2021,06,53000,1.2647118499724683,1.0694122464235805,0.7990613397602323,3,3,3
2021,06,53322,1.1195595889157794,0.6766121814721621,0.7401716855422893,2,2,2
2021,06,53896,0.8726227498393685,0.7262261352374049,0.6927246009708427,1,1,1
2021,06,53980,1.3353261496174722,1.012988075482279,0.8290434657820256,2,2,2
2021,06,54652,1.3280895278557672,1.0367874936451182,0.9722604284035683,1,1,1
2021,06,55156,1.2916117675366674,1.0030702099007816,0.8133345341389326,1,1,1
2021,06,56000,1.0925237074871124,0.787435741849045,0.5350319684685783,3,3,3
2021,06,56700,1.563810640374329,NA,NA,2,NA,NA
2021,06,57456,1.3051366643938513,0.9904682737600444,0.9979005630308235,2,2,2
2021,06,57792,1.4484641469268282,1.3190032775405744,1.4771995087086578,3,3,3
2021,06,58072,1.326523182989978,1.0222204240045965,0.8302948967473874,1,1,1
2021,06,59444,1.4242525278002673,1.2478074519272735,1.2096576222584134,2,2,2
2021,06,59451,0.9547250648505524,0.9321547077066313,1.0256785050089186,1,1,1
2021,06,59920,1.380094710153547,1.2167055079241682,0.9130898084108461,2,2,2
2021,06,60102,1.5343326965647228,1.5131640785354241,1.0771006257313294,2,2,2
2021,06,60466,1.3715274732481988,1.3881061098482705,1.2953971484329538,2,2,2
2021,06,60620,1.3207338891217324,1.258954288594431,1.120703067032418,2,2,2
2021,06,62000,1.1243065347083805,0.7822418116693646,0.8037234441636757,2,2,2
2021,06,62938,1.306911175619123,1.1487009416648213,1.2450715722312626,1,1,1
2021,06,64000,1.2882996585001418,0.9917931158418278,0.8508139889039598,2,2,2
2021,06,64224,1.3741452904568707,1.0676076030893493,1.2942660317217323,1,1,1
2021,06,65000,1.3631604174659129,0.9631308320314905,0.9575141397514816,3,3,3
2021,06,65042,1.4159833275064433,1.1768713152813497,1.1901999252816775,1,1,1
2021,06,66000,1.2610950947547874,0.9198083180257217,0.6790359518116429,1,1,1
2021,06,67000,1.376483317397212,1.2583642204101804,1.0514515518352896,2,2,2
2021,06,68000,1.3660907207545143,1.177513370368182,1.0456622560054123,1,1,1
2021,06,68084,1.3760409066723185,1.3758868290314024,1.093654875973511,2,2,2
2021,06,68196,1.255665038897964,0.9179741750765734,0.9070631163561103,2,2,2
2021,06,68252,1.3897123281722241,1.127667500235784,0.912339935073737,2,2,2
2021,06,68378,1.4395323025888984,1.472465947163179,NA,2,2,NA
2021,06,69000,1.3571550293160703,1.0410349293067171,0.6457849331752604,2,2,2
2021,06,69070,1.1281822762279603,0.9405410281028903,0.6831076286263389,2,2,2
2021,06,69084,1.6925013759694032,1.1275038929951142,0.9551168890780767,1,1,1
2021,06,69088,1.2938325386616683,0.9437639861622775,0.8978176651825909,1,1,1
2021,06,69196,1.35587191757541,1.025674624877371,0.8580358075970008,2,2,2
2021,06,70000,1.0988987250901805,0.810577068683042,0.5089669108360697,3,3,3
2021,06,70098,1.2015536211826676,0.8569979381800491,0.7915729430513335,1,1,1
2021,06,72016,1.0277466413242247,0.938545956841889,0.9298760875001036,1,1,1
2021,06,73080,1.2708133214006754,1.144024359957338,0.8686350960999406,2,2,2
2021,06,75000,1.3650760881328992,0.9826387706214166,0.8871016401068962,3,3,3
2021,06,77000,1.6148040620935153,1.094201842672648,1.1240457739117335,3,3,3
2021,06,78120,0.9487693833754779,1.0277656646690234,1.1171437605177135,1,1,1
2021,06,78582,1.1236423449676927,1.1469124865031401,1.0451313512322722,1,1,1
2021,06,80000,1.287661943949644,0.9322186595269437,1.0926180505657401,2,2,2
2021,06,80238,1.0405853179173,1.2682055100521221,1.1620854303781134,2,2,2
2021,06,80854,1.3918260125889756,1.0615020027916564,0.8840828230187019,3,3,3
2021,06,81344,1.2314723604256594,0.9723648813890927,0.707618879264628,2,2,2
2021,06,81554,1.0821598597070916,1.0745352619959874,1.1324924451332528,2,2,2
2021,06,81666,1.1269006454104924,0.8636276982908051,0.814567078430591,1,1,1
2021,06,82590,1.420993732180845,1.2838437817447854,1.1498703767345515,2,2,2
2021,06,82954,1.2461202150560153,0.9812453669384729,0.8673359976605907,1,1,1
2021,06,82996,1.370162595197262,0.7923306165675488,0.8362427620059838,2,2,2
2021,06,84200,1.2511069140127453,1.0644284168705749,1.2551987818918988,2,2,2
2021,06,84550,1.2732470879215447,0.9605434227077388,0.818335319975197,2,2,2
2021,06,85292,1.3492388911030082,1.1572973437990082,0.9738626593828811,2,2,2
2021,08,03455,1.5286362817829553,1.187259822245212,1.6132090841003697,1,1,1
2021,08,04000,1.3628588644166029,0.9826557794651803,0.9366371244931987,3,3,3
2021,08,07850,1.2133332309077551,0.9265826266030628,0.77095875407807,2,2,2
2021,08,12815,1.5144490201740333,1.2995909508145334,1.5610558035082074,2,2,2
2021,08,16000,1.3755338481359105,1.314637842909662,1.3550669412963126,3,3,3
2021,08,20000,1.3748420966445543,1.0258200717893167,0.8203112064003731,1,1,1
2021,08,27425,1.3828939564037928,1.2464909312366639,1.165245554614444,2,2,2
2021,08,32155,1.4653500226951874,1.28521426549687,1.192740521169528,2,2,2
2021,08,43000,1.4658146699824606,1.1677609303260992,1.1725351276323537,3,3,3
2021,08,45970,1.4764483484380684,1.351776244099665,1.4660476970689966,2,2,2
2021,08,46465,1.34671917124411,1.429596979639688,1.6949701778815094,2,2,2
2021,08,62000,1.3953145203557713,1.3500541076628017,1.2025377269950988,3,3,3
2021,08,77290,1.516510731974553,1.0740322753153388,1.0525526962997287,2,2,2
2021,08,83835,1.5464229936009317,1.0687830046211897,1.4247857811633597,2,2,2
2021,09,08000,1.2144063854271234,1.0814568356009744,0.6331046978128639,1,1,1
2021,09,18430,1.5278215891093478,1.1592420107855885,0.8007739957857541,2,2,2
2021,09,37000,1.2342553612296217,1.1464164989175434,0.5337078651685393,3,3,3
2021,09,52000,1.169397382570762,0.8313739252500438,0.5446751863684771,1,1,1
2021,09,55990,1.0273093522265653,0.8449353260505329,0.5691353911868863,2,2,2
2021,09,73000,1.1794462022621641,0.8961420648551647,0.4950466181575617,3,3,3
2021,09,80000,1.3472168410176935,1.2941970898318376,0.7737834283209118,2,2,2
2021,11,50000,1.3293265091031832,1.1640029213444978,0.7766065790813729,1,1,1
2021,12,07300,1.1582206676344617,1.0880880759227178,1.125336312583825,2,2,2
2021,12,07875,1.3991831189742523,1.2682268327183372,1.1198676470660356,2,2,2
2021,12,10275,1.4893972194136698,1.2963489551685206,1.2688576435262926,1,1,1
2021,12,12875,1.431092527809107,1.1413803292148874,0.8639463946944294,2,2,2
2021,12,14400,1.320803215157441,1.009035798760385,0.9692269301812012,1,1,1
2021,12,16475,1.5000486964427984,1.0522913135382803,1.0142339163029677,2,2,2
2021,12,16725,1.2403541935342328,0.9779794068788715,1.0775677437377782,2,2,2
2021,12,17200,1.6390767953602792,1.6725177283253945,1.4421697993126565,2,2,2
2021,12,17935,0.9749323646364872,0.6606243087132849,0.6344200330734704,2,2,2
2021,12,24000,1.2173850671316593,0.8268741708653364,0.6041741905617188,3,3,3
2021,12,24125,1.5365223869875035,1.1788817951865715,0.9281440929985503,2,2,2
2021,12,25175,1.3808218776702317,0.9894094582692791,0.7855526234656921,1,1,1
2021,12,30000,1.1871478672340283,0.8834377011699489,0.821590848266499,2,2,2
2021,12,32000,1.2420654662099941,0.8494704629061374,0.7230144395581959,2,2,2
2021,12,32275,1.2668165193584435,1.0481863074595295,0.7934691882403059,3,3,3
2021,12,35000,1.407190906170642,1.1737136666236534,1.0317174418207606,3,3,3
2021,12,36950,1.2725653736339666,0.8594613832000015,0.7634550352312821,2,2,2
2021,12,38250,1.6772869907617718,1.4573234736832783,1.522937680104875,2,2,2
2021,12,39425,1.7034461116714246,1.390345586373351,1.3252157976490948,2,2,2
2021,12,43975,1.6173429806764785,1.572489651801086,1.5735119701275964,2,2,2
2021,12,45000,0.9954410003504475,0.7463905039128722,0.5238483983283511,2,2,2
2021,12,45025,1.050827269980536,0.6859711455851952,0.5823560892786257,2,2,2
2021,12,45060,1.1781691635442875,0.9732527569194611,0.8874876426607519,2,2,2
2021,12,45975,1.3818065344147148,1.1778732226997481,0.9369615725381308,2,2,2
2021,12,49675,1.6558527989809781,2.09444221853357,1.851071888493296,3,3,3
2021,12,53000,1.2548405951241746,0.7065556162689904,0.6035771799394558,3,3,3
2021,12,54000,1.4257788259568593,1.2821041062815386,1.4234347312463085,1,1,1
2021,12,54200,1.4102927959888367,1.5028487569060776,1.6251868890166763,2,2,2
2021,12,55775,1.5250813454724461,1.2365692202802547,1.0074102450946358,2,2,2
2021,12,57425,1.31943454623823,0.9872610465294496,0.8790588537410412,2,2,2
2021,12,58050,1.3098229423660934,0.8559507694794932,0.6789865246148363,2,2,2
2021,12,58715,1.6077311387397266,1.7521226910883487,2.050548761476079,1,1,1
2021,12,63000,1.3466968139779314,1.1479645072765876,0.9717537551955202,3,3,3
2021,12,69700,1.267159962711799,0.9374108201653247,0.8476504770743392,2,2,2
2021,12,70600,1.4217329065048225,0.9814365210240574,0.7130862051463479,1,1,1
2021,12,71000,1.2771635190518635,0.9128579474399539,0.7935963283604344,2,2,2
2021,12,76600,1.240161556548936,0.9711430492947732,0.7066161412095593,2,2,2
2021,13,03440,1.3635048988068905,0.9991098544350194,0.7953884503531367,2,2,2
2021,13,04000,1.3920117318625018,0.9767218532148986,0.7754210089061018,3,3,3
2021,13,04204,1.5624576418757365,1.2130278931246108,1.0474236999737252,1,1,1
2021,13,19000,1.6495255646502045,1.3180136925818693,1.08823332268598,3,3,3
2021,13,42425,2.0293954714980127,NA,NA,2,NA,NA
2021,13,49008,1.6143899819776562,1.4100403017717806,1.3806529930155658,1,1,1
2021,13,67284,1.6772840590350584,1.2737928199931756,NA,2,2,NA
2021,13,68516,1.442960541676395,0.9250875774723796,0.5448926480156148,1,1,1
2021,13,69000,1.4828045858794576,1.0677351541635907,0.8610464313562387,3,3,3
2021,13,80508,2.619939304043172,2.2313307510290663,1.9100144657544647,2,2,2
2021,15,71550,1.15625943589724,1.0508042570302365,0.9401443100038477,1,1,1
2021,16,08830,1.6057843741071223,1.4388379438856485,1.3719073404086708,2,2,2
2021,16,52120,1.4802872596573549,1.449619872279781,1.4843605525513937,3,3,3
2021,16,56260,1.7068447419531787,1.5708165896790747,1.7301058934748563,2,2,2
2021,17,02154,1.8939880671368774,1.5315203183422232,0.9469651073211786,3,3,3
2021,17,03012,1.7619890915088978,1.4905088555569594,1.1367332423107623,2,2,2
2021,17,06613,1.737905401227795,1.8334066403069846,1.548405931706929,2,2,2
2021,17,12385,1.8897753097891568,1.8579435624659497,1.2517562443707693,3,3,3
2021,17,14000,1.3179438198377047,1.1001065026864356,0.6361342479387684,1,1,1
2021,17,14351,1.4800226891299335,1.3838671323606053,0.6223079196384067,2,2,2
2021,17,23074,1.650656339580953,1.4699493062274311,1.1136113368448488,2,2,2
2021,17,24582,1.5099684676883527,1.2622522671709677,0.7756166504098991,2,2,2
2021,17,38570,1.662935073707642,1.498166406409555,1.277237173410392,2,2,2
2021,17,51622,1.6445030847522761,1.1167993599810904,0.6436508205508403,2,2,2
2021,17,59000,1.5038301469028568,1.695287772381864,1.4073516980548257,3,3,3
2021,17,65000,1.6193689279454142,1.5771269047863745,1.4891972663603652,3,3,3
2021,17,68003,1.7018918676295212,1.2955193911242122,0.9043831874203103,2,2,2
2021,17,72000,1.9107869179413657,2.2152102811381864,1.6722326466820376,2,2,2
2021,17,79293,1.6550089193379287,1.6511120179284169,1.1621186867983528,2,2,2
2021,18,05860,1.486684840201383,1.2790012177076802,0.8070917267483225,2,2,2
2021,18,10342,2.2057235523182066,2.2027487377353254,NA,2,2,NA
2021,18,22000,1.556504507731568,1.8431404813744605,1.7420334196864455,3,3,3
2021,18,23278,2.4410260473025684,2.6427925402361745,NA,2,2,NA
2021,18,25000,1.7976024286276486,1.7719781499048552,1.4733039132528527,1,1,1
2021,18,31000,1.509256809111792,1.540141705947884,1.265195783733804,3,3,3
2021,18,36003,1.6208664658532117,1.5874381415978722,1.0722617186015069,1,1,1
2021,18,71000,1.867419258393408,1.7605050496763894,1.6170954723618547,3,3,3
2021,19,12000,1.6348597453352562,1.896539199990373,1.6808529950722377,3,3,3
2021,19,19000,1.7402545711504516,2.1166534111362054,1.7474645157445325,3,3,3
2021,19,21000,1.7178816352761965,1.6546203522435998,1.2160815336132103,3,3,3
2021,19,73335,1.8285167685761052,1.9801487187189462,2.0874279862991836,2,2,2
2021,20,36000,1.502272322177092,1.5050328985500698,1.1780567473478198,3,3,3
2021,20,38900,1.52050535225789,1.3574316949508354,0.8311045546133111,1,1,1
2021,20,52575,1.8569202159868852,1.6546877970174043,1.1337450527960107,2,2,2
2021,20,53775,1.9349862378109168,1.682924283474314,1.1417581010439342,2,2,2
2021,20,71000,1.4999107146687012,1.495163887946768,1.3409375759400897,3,3,3
2021,20,79000,1.6438937135023894,1.7402136099585954,1.3821567921277018,2,2,2
2021,21,46027,1.6056587728275127,1.3617710100919889,0.9375412567189514,1,1,1
2021,21,48006,1.70076113852263,1.4577731925164266,1.2834591181499058,2,2,2
2021,22,05000,1.4528864362140794,1.2484370886788594,0.9486422131866331,3,3,3
2021,22,40735,1.8192549438121068,1.6384487105455745,1.4312151956409795,2,2,2
2021,22,41155,1.6226009377003363,1.622895431225462,1.6602210865806954,2,2,2
2021,22,55000,1.2126226387465222,0.900152787184778,0.7571431327532653,3,3,3
2021,22,70000,1.559949418173538,1.3468081012813895,1.214680561724042,3,3,3
2021,24,04000,1.3651696422728437,1.218843648208469,0.7746205887730847,2,2,2
2021,24,30325,1.519413641966033,1.3785797962711175,1.1911359461914333,2,2,2
2021,25,07000,1.2389182351059616,0.9414683427923123,0.7791727227252191,2,2,2
2021,25,09000,1.2108534274968452,1.0166445721019297,0.901707881159936,2,2,2
2021,25,11000,1.118335124411011,0.8325389444315275,0.8133870524677227,3,3,3
2021,25,23000,1.338434357881629,1.4295905092220869,0.659672927517839,2,2,2
2021,25,34550,1.294715978688247,1.087217068601081,0.7344768837732114,2,2,2
2021,25,37000,1.2383521666836337,1.035964588712652,0.902500434103143,3,3,3
2021,25,37490,1.1980781195566224,0.9984651633508554,0.8081864754545381,1,1,1
2021,25,45000,1.3362923229047152,1.207695160056278,0.6924678635894739,3,3,3
2021,25,45560,1.373929189157372,1.1678102465967128,0.8184857733932802,2,2,2
2021,25,55745,1.311553210411076,1.0434757963949666,0.8024953318621627,1,1,1
2021,25,62535,1.2969725266692924,0.8017137563579124,0.702218067476842,2,2,2
2021,25,67000,1.260372360746759,0.9203622411945663,0.7241751237927146,3,3,3
2021,25,82000,1.4153486577866528,1.056822101665151,0.746307765602668,3,3,3
2021,26,03000,1.4731368602854742,1.204535961293282,0.7312319137671933,3,3,3
2021,26,21000,1.5772519353494043,1.377842373344138,0.9616761529234936,3,3,3
2021,26,22000,1.3481327722644671,1.3166030960773456,1.161694252171375,1,1,1
2021,26,27440,1.6249890360448955,1.095760039774536,0.6791480124813458,2,2,2
2021,26,29000,1.5029658224272668,1.5651231669435817,1.3391980360065467,3,3,3
2021,26,34000,1.6204633917176023,1.3991949034533944,1.2582650209870636,1,1,1
2021,26,46000,1.668595383966951,1.83365799411566,1.4361598342951087,3,3,3
2021,26,49000,1.9176384747885222,1.8478123839906047,1.594802624042847,2,2,2
2021,26,69035,2.067246172121055,1.6222783907804286,1.2884995715149146,2,2,2
2021,26,74900,1.6343477995540985,1.1032806498974872,0.6791480124813458,2,2,2
2021,26,76460,1.5496206843164577,1.364777179236043,1.1749086960813344,1,1,1
2021,26,80700,1.9165728126037769,1.6323140118667274,1.2947647448641484,2,2,2
2021,26,84000,1.7761570194924716,1.5351561000259015,1.47095617572715,2,2,2
2021,26,86000,1.6203925490008255,1.5579612305195079,1.2998229005691824,2,2,2
2021,26,88940,1.7634542780928362,1.602786058243522,NA,2,2,NA
2021,27,06616,1.607041774769839,1.5935325326341556,1.3239638468510677,2,2,2
2021,27,07966,1.6024063314881742,1.7366284622731614,NA,2,2,NA
2021,27,17000,1.723928270156234,1.6894711202744708,1.2117069975459152,3,3,3
2021,27,43000,1.4824660848732905,1.2273982881700893,0.8433849973441123,2,2,2
2021,27,51730,1.6820083682008369,1.5144092219020173,NA,2,2,NA
2021,27,54880,1.879388552114925,1.9585069004165836,1.9370086309879362,2,2,2
2021,27,58000,1.5764339061706911,1.498540738627636,1.0725070838023523,1,1,1
2021,27,71428,1.7376288680397864,1.8207753452547917,NA,2,2,NA
2021,28,36000,1.3964119760657268,1.1482350922578821,1.0579000352562273,3,3,3
2021,29,15670,1.704915821260812,1.6765978595941402,0.955899934350676,2,2,2
2021,29,35000,1.7154178948274619,1.8440460943666817,1.5214064724676082,3,3,3
2021,29,38000,1.581235163686972,1.4634946687422932,1.0991061783162723,1,1,1
2021,29,41348,2.0287997899419237,1.8521501633484256,NA,1,1,NA
2021,29,54074,2.2336661664802278,2.020994207181504,NA,2,2,NA
2021,29,65000,1.466480569720415,1.5832648364293933,1.1076431324621603,3,3,3
2021,29,70000,1.6245725942431763,1.4921204178348186,1.1854666604329156,3,3,3
2021,30,06550,1.6009945110158743,1.6231503332846335,1.5487175131289146,1,1,1
2021,31,28000,1.5765660234090297,1.562755396540646,1.2132969264927216,3,3,3
2021,31,37000,1.5732826444728103,1.3494773507765772,0.8898106141742596,3,3,3
2021,32,31900,1.4094774440067988,1.165705914692624,1.2418601760196382,1,1,1
2021,32,40000,1.296224835324317,0.993764006780101,0.8169509320193462,2,2,2
2021,32,51800,1.4479154123504319,1.105766161569796,1.0718645938765807,1,1,1
2021,32,60600,1.4586107738489977,1.1152701473657434,1.015701336112139,1,1,1
2021,32,68400,1.6696243452489108,1.5920209362374846,2.290813212443528,2,2,2
2021,33,45140,1.3546717918391484,1.4492373849358329,0.8627028579635214,1,1,1
2021,33,50260,1.54076934146722,1.3478771575454167,1.0104659280216943,2,2,2
2021,34,13690,1.2555442396576613,0.9001896184704136,0.48216537728290176,2,2,2
2021,34,21000,1.2179771133259505,1.0021144385949772,0.4196887818217332,3,3,3
2021,34,36000,1.2190722338241382,0.780819304737778,0.4532780959117114,3,3,3
2021,34,51000,1.0993223138625847,0.9201450287531391,0.4587573762079877,3,3,3
2021,34,57000,1.1441092539747248,0.8409475465313029,0.491694016662459,2,2,2
2021,34,74000,1.3364785948245717,1.2394547930089204,0.8693193675541888,2,2,2
2021,35,02000,1.5195099135139454,1.3287518181454958,1.1580997714195884,2,2,2
2021,35,39380,1.3631408300582906,1.3294188642707367,1.3049778697169365,1,1,1
2021,35,63460,1.9736173280985068,2.1987963142308864,2.387308467595013,2,2,2
2021,35,70500,1.6091458777148693,1.4654625390161096,1.472219851359378,2,2,2
2021,36,01000,1.373989106330048,1.2026229826797155,0.7342656991260474,3,3,3
2021,36,11000,1.3234459233815181,1.3157038782588493,0.9315996117875419,2,2,2
2021,36,50617,1.2647525667485415,1.0883464706100925,0.7184739469978235,2,2,2
2021,36,51000,1.1900386195632129,0.9556517422978936,0.6656309415731115,1,1,1
2021,36,63000,1.3622200595047445,1.2881375522146785,0.7785634606730926,3,3,3
2021,36,73000,1.3484824335708918,1.25086445905112,0.8816253628041973,3,3,3
2021,36,84000,1.2419906241683556,1.0595742482174229,0.7137208683420142,2,2,2
2021,37,02140,1.7852311548390236,1.6023712895344426,1.5949760483694817,2,2,2
2021,37,10740,2.277527547287331,1.6710201124394022,1.2765188929029172,2,2,2
2021,37,12000,1.561110240363913,1.129099781971467,0.8972811286236968,2,2,2
2021,37,14100,2.0988230968775468,1.779971437738124,1.67996131964287,2,2,2
2021,37,19000,1.70652824456378,1.208596429776172,1.0608933632743802,3,3,3
2021,37,22920,1.496869090786674,0.9909344052460594,0.8965703749119077,1,1,1
2021,37,25580,1.471092932568039,1.3507995383330211,1.1710657161347002,2,2,2
2021,37,28000,1.5896549542286702,1.1997778343202492,1.09634558961097,2,2,2
2021,37,28080,1.4283429064641455,1.1380934203096111,0.9251496720079287,2,2,2
2021,37,31400,1.7920150442758322,1.564122276228918,1.4423082741193372,2,2,2
2021,37,55000,1.7067297636090872,1.2874080134548194,0.8324357869438698,3,3,3
2021,37,74440,1.386883707645342,1.2694904655676438,1.098890077723245,2,2,2
2021,37,75000,1.535374639190974,1.3966599110188287,1.1332100698712764,3,3,3
