year,state,place,subgroup_type,subgroup,share_in_preschool,share_in_preschool_lb,share_in_preschool_ub,share_in_preschool_quality
2014,08,27425,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,08,27425,race-ethnicity,"White, Non-Hispanic",0.5154649908062516,0.40840768420508894,0.6225222974074143,2
2014,08,32155,all,All,0.38694673668417107,0.3149174189957479,0.45897605437259426,2
2014,08,32155,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,08,32155,race-ethnicity,Hispanic,0.27149652396633733,0.15968049602878331,0.38331255190389135,2
2014,08,32155,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,08,32155,race-ethnicity,"White, Non-Hispanic",0.4711646136618141,0.35980918174184945,0.5825200455817788,2
2014,08,43000,all,All,0.5450533114832355,0.47198586946201265,0.6181207535044584,3
2014,08,43000,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,08,43000,race-ethnicity,Hispanic,0.5559097486445719,0.4106618526725723,0.7011576446165715,3
2014,08,43000,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,08,43000,race-ethnicity,"White, Non-Hispanic",0.5577764753980715,0.4656762976829894,0.6498766531131537,3
2014,08,45970,all,All,0.5045849988243593,0.4350173601102395,0.574152637538479,2
2014,08,45970,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,08,45970,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,08,45970,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,08,45970,race-ethnicity,"White, Non-Hispanic",0.6075650118203311,0.5121330418733396,0.7029969817673225,2
2014,08,46465,all,All,0.4404034229828851,0.33465594204721877,0.5461509039185515,2
2014,08,46465,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,08,46465,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,08,46465,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,08,46465,race-ethnicity,"White, Non-Hispanic",0.43938828795225665,0.3112814962212498,0.5674950796832635,2
2014,08,62000,all,All,0.37873660462492953,0.2901162035781318,0.4673570056717273,3
2014,08,62000,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,08,62000,race-ethnicity,Hispanic,0.2921582234559334,0.15234560911956277,0.43197083779230405,3
2014,08,62000,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,08,62000,race-ethnicity,"White, Non-Hispanic",0.4431137724550898,0.3282358736304252,0.5579916712797544,3
2014,08,77290,all,All,0.31539075331478766,0.2388740369296497,0.3919074696999256,2
2014,08,77290,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,08,77290,race-ethnicity,Hispanic,0.27856880404617135,0.17073806355580468,0.386399544536538,2
2014,08,77290,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,08,77290,race-ethnicity,"White, Non-Hispanic",0.3582325260323778,0.2584555821727045,0.45800946989205116,2
2014,08,83835,all,All,0.4565444577854643,0.38553244226341365,0.527556473307515,2
2014,08,83835,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,08,83835,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,08,83835,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,08,83835,race-ethnicity,"White, Non-Hispanic",0.47095273910338564,0.36659677486664555,0.5753087033401257,2
2014,09,08000,all,All,0.6372228280625227,0.5270775391900903,0.7473681169349552,1
2014,09,08000,race-ethnicity,"Black, Non-Hispanic",0.6396841066140178,0.45280533540546364,0.8265628778225719,1
2014,09,08000,race-ethnicity,Hispanic,0.6416107382550336,0.47734529185848695,0.8058761846515802,1
2014,09,08000,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,09,08000,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,09,18430,all,All,0.5187165775401069,0.4220848076384903,0.6153483474417235,2
2014,09,18430,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,09,18430,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,09,18430,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,09,18430,race-ethnicity,"White, Non-Hispanic",0.6132796780684104,0.4980990416540078,0.728460314482813,2
2014,09,37000,all,All,0.5811126694717158,0.47419849732723757,0.6880268416161941,3
2014,09,37000,race-ethnicity,"Black, Non-Hispanic",0.636849132176235,0.4619145757694908,0.8117836885829791,3
2014,09,37000,race-ethnicity,Hispanic,0.5152263374485597,0.3815205936896173,0.6489320812075021,3
2014,09,37000,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,09,37000,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,09,52000,all,All,0.6135265700483091,0.49396258953309524,0.733090550563523,1
2014,09,52000,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,09,52000,race-ethnicity,Hispanic,0.3785450061652281,0.16061304692841089,0.5964769654020454,1
2014,09,52000,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,09,52000,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,09,55990,all,All,0.771543985637343,0.6693466559185882,0.8737413153560979,2
2014,09,55990,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,09,55990,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,09,55990,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,09,55990,race-ethnicity,"White, Non-Hispanic",0.8178646196789952,0.7137709465901063,0.921958292767884,2
2014,09,73000,all,All,0.6794330518697226,0.5708027489135417,0.7880633548259035,3
2014,09,73000,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,09,73000,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,09,73000,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,09,73000,race-ethnicity,"White, Non-Hispanic",0.8158236057068742,0.6960542295545025,0.9355929818592459,3
2014,09,80000,all,All,0.4124203821656051,0.2991178155205651,0.5257229488106452,2
2014,09,80000,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,09,80000,race-ethnicity,Hispanic,0.22860020140986909,0.0948763290360044,0.36232407378373377,2
2014,09,80000,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,09,80000,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,11,50000,all,All,0.7005600746766235,0.6584300615882155,0.7426900877650315,1
2014,11,50000,race-ethnicity,"Black, Non-Hispanic",0.6793682627224868,0.6215170257174778,0.7372194997274959,1
2014,11,50000,race-ethnicity,Hispanic,0.5814717477003942,0.4578997851218618,0.7050437102789266,1
2014,11,50000,race-ethnicity,Other Races and Ethnicities,0.777998017839445,0.643238563514839,0.912757472164051,1
2014,11,50000,race-ethnicity,"White, Non-Hispanic",0.8533872598584429,0.791191103108956,0.9155834166079297,1
2014,12,07300,all,All,0.6262233880702318,0.46209648202839926,0.7903502941120644,2
2014,12,07300,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,12,07300,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,12,07300,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,12,07300,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,12,07875,all,All,0.5975674868555605,0.4727996686914546,0.7223353050196664,2
2014,12,07875,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,12,07875,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,12,07875,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,12,07875,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,12,10275,all,All,0.3402173785982488,0.2200085011604622,0.4604262560360354,1
2014,12,10275,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,12,10275,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,12,10275,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,12,10275,race-ethnicity,"White, Non-Hispanic",0.4985698153622281,0.29055013313226224,0.706589497592194,1
2014,12,12875,all,All,0.4697852647718269,0.34710707853083694,0.5924634510128169,2
2014,12,12875,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,12,12875,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,12,12875,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,12,12875,race-ethnicity,"White, Non-Hispanic",0.5398039933558556,0.3866599257387173,0.6929480609729939,2
2014,12,14400,all,All,0.5680423200924657,0.47946181635717,0.6566228238277614,1
2014,12,14400,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,12,14400,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,12,14400,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,12,14400,race-ethnicity,"White, Non-Hispanic",0.5772207916252691,0.4480818691010391,0.706359714149499,1
2014,12,16475,all,All,0.4093857574116707,0.2716187381139832,0.5471527767093582,2
2014,12,16475,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,12,16475,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,12,16475,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,12,16475,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,12,16725,all,All,0.45835043085761185,0.3191987986191862,0.5975020630960375,2
2014,12,16725,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,12,16725,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,12,16725,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,12,16725,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,12,17200,all,All,0.345940494200706,0.2046421223456075,0.48723886605580446,2
2014,12,17200,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,12,17200,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,12,17200,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,12,17200,race-ethnicity,"White, Non-Hispanic",0.42188961646398504,0.2687662587024562,0.5750129742255139,2
2014,12,17935,all,All,0.6148111332007953,0.49644292782765975,0.7331793385739308,2
2014,12,17935,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,12,17935,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,12,17935,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,12,17935,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,12,24000,all,All,0.5302048121868802,0.4316978502769921,0.6287117740967684,3
2014,12,24000,race-ethnicity,"Black, Non-Hispanic",0.4764020932789626,0.3091979641557646,0.6436062224021606,3
2014,12,24000,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,12,24000,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,12,24000,race-ethnicity,"White, Non-Hispanic",0.60406933882744,0.4565479248786654,0.7515907527762145,3
2014,12,24125,all,All,0.4825453306952465,0.33536678123624436,0.6297238801542486,2
2014,12,24125,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,12,24125,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,12,24125,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,12,24125,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,12,25175,all,All,0.5314106684639737,0.43953670673450407,0.6232846301934433,1
2014,12,25175,race-ethnicity,"Black, Non-Hispanic",0.5196824545215006,0.3424086944687072,0.696956214574294,1
2014,12,25175,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,12,25175,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,12,25175,race-ethnicity,"White, Non-Hispanic",0.5525544313850603,0.42419224485056384,0.6809166179195568,1
2014,12,30000,all,All,0.4645640890624017,0.3850023071295858,0.5441258709952176,2
2014,12,30000,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,12,30000,race-ethnicity,Hispanic,0.44453228261236644,0.3562103143104288,0.532854250914304,2
2014,12,30000,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,12,30000,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,12,32000,all,All,0.476226913762495,0.3696470395409324,0.5828067879840576,2
2014,12,32000,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,12,32000,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,12,32000,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,12,32000,race-ethnicity,"White, Non-Hispanic",0.5772377266301882,0.40926635696372615,0.7452090962966503,2
2014,12,32275,all,All,0.5336973956999728,0.4218721027625855,0.64552268863736,3
2014,12,32275,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,12,32275,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,12,32275,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,12,32275,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,12,35000,all,All,0.43728479772864975,0.37723676038103227,0.49733283507626724,3
2014,12,35000,race-ethnicity,"Black, Non-Hispanic",0.521497578977436,0.40609975557870287,0.6368954023761692,3
2014,12,35000,race-ethnicity,Hispanic,0.3312156867582098,0.16679848607794318,0.4956328874384764,3
2014,12,35000,race-ethnicity,Other Races and Ethnicities,0.3723187192317411,0.21221566815704465,0.5324217703064376,3
2014,12,35000,race-ethnicity,"White, Non-Hispanic",0.4024923211766915,0.33513314256909765,0.4698514997842853,3
2014,12,36950,all,All,NA,NA,NA,NA
2014,12,36950,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,12,36950,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,12,36950,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,12,36950,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,12,38250,all,All,0.38783895132000634,0.27070381945106936,0.5049740831889433,2
2014,12,38250,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,12,38250,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,12,38250,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,12,38250,race-ethnicity,"White, Non-Hispanic",0.3845089299410247,0.22777285482623782,0.5412450050558115,2
2014,12,39425,all,All,0.3378681155484819,0.18700487792128268,0.4887313531756811,2
2014,12,39425,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,12,39425,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,12,39425,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,12,39425,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,12,43975,all,All,0.5563834333414742,0.41905003710476096,0.6937168295781875,2
2014,12,43975,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,12,43975,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,12,43975,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,12,43975,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,12,45000,all,All,0.5249751862701085,0.45834264310834316,0.5916077294318739,2
2014,12,45000,race-ethnicity,"Black, Non-Hispanic",0.5751572795942553,0.4374461063036635,0.7128684528848472,2
2014,12,45000,race-ethnicity,Hispanic,0.49902660194856907,0.4143596147331219,0.5836935891640163,2
2014,12,45000,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,12,45000,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,12,45025,all,All,0.6905556325236292,0.5680698604075936,0.8130414046396648,2
2014,12,45025,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,12,45025,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,12,45025,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,12,45025,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,12,45060,all,All,0.5023134349039454,0.3844117379026278,0.620215131905263,2
2014,12,45060,race-ethnicity,"Black, Non-Hispanic",0.6155054693972626,0.44750132850426566,0.7835096102902595,2
2014,12,45060,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,12,45060,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,12,45060,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,12,45975,all,All,0.545479615767795,0.44118537644413397,0.6497738550914561,2
2014,12,45975,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,12,45975,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,12,45975,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,12,45975,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,12,49675,all,All,NA,NA,NA,NA
2014,12,49675,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,12,49675,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,12,49675,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,12,49675,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,12,53000,all,All,0.40131110258043257,0.33111247519530845,0.4715097299655567,3
2014,12,53000,race-ethnicity,"Black, Non-Hispanic",0.5169210158853487,0.3948421256008968,0.6389999061698005,3
2014,12,53000,race-ethnicity,Hispanic,0.3132386500232997,0.15496904728459207,0.47150825276200736,3
2014,12,53000,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,12,53000,race-ethnicity,"White, Non-Hispanic",0.38065159838878965,0.25926526993319987,0.5020379268443794,3
2014,12,54000,all,All,0.406905055487053,0.23908341588822687,0.5747266950858791,1
2014,12,54000,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,12,54000,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,12,54000,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,12,54000,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,12,54200,all,All,NA,NA,NA,NA
2014,12,54200,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,12,54200,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,12,54200,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,12,54200,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,12,55775,all,All,0.5824386016141715,0.5020677359438127,0.6628094672845303,2
2014,12,55775,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,12,55775,race-ethnicity,Hispanic,0.5566366893685627,0.44003134775038083,0.6732420309867446,2
2014,12,55775,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,12,55775,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,12,57425,all,All,0.6000594457338508,0.49759452314330244,0.7025243683243992,2
2014,12,57425,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,12,57425,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,12,57425,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,12,57425,race-ethnicity,"White, Non-Hispanic",0.6766689152350099,0.5359723249276456,0.8173655055423743,2
2014,12,58050,all,All,0.5318961795994714,0.4350317029116146,0.6287606562873282,2
2014,12,58050,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,12,58050,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,12,58050,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,12,58050,race-ethnicity,"White, Non-Hispanic",0.5558926509955351,0.41961558239338514,0.692169719597685,2
2014,12,58715,all,All,0.4176226999418529,0.26588178771929255,0.5693636121644132,1
2014,12,58715,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,12,58715,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,12,58715,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,12,58715,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,12,63000,all,All,0.4857330569901233,0.3799558319580992,0.5915102820221474,3
2014,12,63000,race-ethnicity,"Black, Non-Hispanic",0.5501123624549459,0.35662044059681264,0.7436042843130791,3
2014,12,63000,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,12,63000,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,12,63000,race-ethnicity,"White, Non-Hispanic",0.47279297658034053,0.29970367607083315,0.6458822770898479,3
2014,12,69700,all,All,0.5987585573246245,0.5006131076236159,0.696904007025633,2
2014,12,69700,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,12,69700,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,12,69700,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,12,69700,race-ethnicity,"White, Non-Hispanic",0.6723387603156772,0.5354084609151532,0.8092690597162012,2
2014,12,70600,all,All,0.5329239192598435,0.41819186317460494,0.6476559753450821,1
2014,12,70600,race-ethnicity,"Black, Non-Hispanic",0.5794860886179386,0.4111525356604877,0.7478196415753895,1
2014,12,70600,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,12,70600,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,12,70600,race-ethnicity,"White, Non-Hispanic",0.46118705084523526,0.3179619027197135,0.604412198970757,1
2014,12,71000,all,All,0.3763389466052362,0.3021898633778731,0.4504880298325993,2
2014,12,71000,race-ethnicity,"Black, Non-Hispanic",0.3128300496428196,0.21591728318172193,0.4097428161039172,2
2014,12,71000,race-ethnicity,Hispanic,0.2763486603366419,0.16011895343947713,0.3925783672338067,2
2014,12,71000,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,12,71000,race-ethnicity,"White, Non-Hispanic",0.5186255176551808,0.39010664170023623,0.6471443936101254,2
2014,12,76600,all,All,0.5072683092412233,0.40588300917844944,0.6086536093039973,2
2014,12,76600,race-ethnicity,"Black, Non-Hispanic",0.5557676600066163,0.4098351525392965,0.701700167473936,2
2014,12,76600,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,12,76600,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,12,76600,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,13,03440,all,All,0.4680648236415634,0.3627798872457815,0.5733497600373453,2
2014,13,03440,race-ethnicity,"Black, Non-Hispanic",0.5017985611510792,0.3329370658059593,0.6706600564961992,2
2014,13,03440,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,13,03440,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,13,03440,race-ethnicity,"White, Non-Hispanic",0.5125000000000001,0.3617135300149983,0.6632864699850018,2
2014,13,04000,all,All,0.569671819158774,0.49862666787664905,0.6407169704408988,3
2014,13,04000,race-ethnicity,"Black, Non-Hispanic",0.556443296767228,0.4639209302567685,0.6489656632776876,3
2014,13,04000,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,13,04000,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,13,04000,race-ethnicity,"White, Non-Hispanic",0.8072500909210824,0.7170790804655971,0.8974211013765676,3
2014,13,04204,all,All,0.3117338003502627,0.24537110515989974,0.3780964955406257,1
2014,13,04204,race-ethnicity,"Black, Non-Hispanic",0.33646112600536193,0.24842899974175303,0.42449325226897083,1
2014,13,04204,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,13,04204,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,13,04204,race-ethnicity,"White, Non-Hispanic",0.2602230483271375,0.14937232098702963,0.37107377566724536,1
2014,13,19000,all,All,0.5091379589196183,0.43163598700355343,0.5866399308356832,3
2014,13,19000,race-ethnicity,"Black, Non-Hispanic",0.5934782608695652,0.4785182455487007,0.7084382761904298,3
2014,13,19000,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,13,19000,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,13,19000,race-ethnicity,"White, Non-Hispanic",0.4448370632116215,0.3104584168190109,0.5792157096042321,3
2014,13,42425,all,All,0.8052396603648299,0.6966551147282407,0.913824206001419,2
2014,13,42425,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,13,42425,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,13,42425,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,13,42425,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,13,49008,all,All,0.4204298416752824,0.289850112408778,0.5510095709417868,1
2014,13,49008,race-ethnicity,"Black, Non-Hispanic",0.38339838868047504,0.2174559786931355,0.5493407986678146,1
2014,13,49008,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,13,49008,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,13,49008,race-ethnicity,"White, Non-Hispanic",0.5141811920926118,0.2970419693015647,0.731320414883659,1
2014,13,67284,all,All,0.549491374424123,0.41407662664514033,0.6849061222031056,2
2014,13,67284,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,13,67284,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,13,67284,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,13,67284,race-ethnicity,"White, Non-Hispanic",0.7353879538993947,0.5996543894146116,0.8711215183841778,2
2014,13,68516,all,All,0.6549502050380784,0.5081443004542879,0.8017561096218689,1
2014,13,68516,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,13,68516,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,13,68516,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,13,68516,race-ethnicity,"White, Non-Hispanic",0.7642384105960265,0.5738618072971833,0.9546150138948697,1
2014,13,69000,all,All,0.4512163793554481,0.3299727582738231,0.5724600004370731,3
2014,13,69000,race-ethnicity,"Black, Non-Hispanic",0.4297532575879365,0.2856179215023994,0.5738885936734736,3
2014,13,69000,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,13,69000,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,13,69000,race-ethnicity,"White, Non-Hispanic",0.4512111504370825,0.2494022871878422,0.6530200136863228,3
2014,13,72122,all,All,NA,NA,NA,NA
2014,13,72122,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,13,72122,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,13,72122,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,13,72122,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,13,80508,all,All,0.5114901186372441,0.3638331298752327,0.6591471073992556,2
2014,13,80508,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,13,80508,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,13,80508,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,13,80508,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,15,71550,all,All,0.48446058605278164,0.41126773746310624,0.557653434642457,1
2014,15,71550,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,15,71550,race-ethnicity,Hispanic,0.5484842179207216,0.34634350286197524,0.7506249329794679,1
2014,15,71550,race-ethnicity,Other Races and Ethnicities,0.4706320052574714,0.3931055276484079,0.5481584828665349,1
2014,15,71550,race-ethnicity,"White, Non-Hispanic",0.5002765738493359,0.3611967340258143,0.6393564136728574,1
2014,16,08830,all,All,0.31801946220446714,0.24680123914156982,0.38923768526736446,2
2014,16,08830,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,16,08830,race-ethnicity,Hispanic,0.22809246881424733,0.10724111704757745,0.3489438205809172,2
