year,state,county,state_name,county_name,share_digital_access,share_digital_access_quality
2017,29,186,Missouri,Ste. Genevieve County,NA,NA
2017,29,187,Missouri,St. Francois County,0.7721293992179168,1
2017,29,189,Missouri,St. Louis County,0.8695698129161822,1
2017,29,195,Missouri,Saline County,NA,NA
2017,29,197,Missouri,Schuyler County,NA,NA
2017,29,199,Missouri,Scotland County,NA,NA
2017,29,201,Missouri,Scott County,NA,NA
2017,29,203,Missouri,Shannon County,NA,NA
2017,29,205,Missouri,Shelby County,NA,NA
2017,29,207,Missouri,Stoddard County,NA,NA
2017,29,209,Missouri,Stone County,NA,NA
2017,29,211,Missouri,Sullivan County,NA,NA
2017,29,213,Missouri,Taney County,NA,NA
2017,29,215,Missouri,Texas County,NA,NA
2017,29,217,Missouri,Vernon County,NA,NA
2017,29,219,Missouri,Warren County,NA,NA
2017,29,221,Missouri,Washington County,NA,NA
2017,29,223,Missouri,Wayne County,NA,NA
2017,29,225,Missouri,Webster County,NA,NA
2017,29,227,Missouri,Worth County,NA,NA
2017,29,229,Missouri,Wright County,NA,NA
2017,29,510,Missouri,St. Louis city,0.7761654140766571,1
2017,30,001,Montana,Beaverhead County,NA,NA
2017,30,003,Montana,Big Horn County,NA,NA
2017,30,005,Montana,Blaine County,NA,NA
2017,30,007,Montana,Broadwater County,NA,NA
2017,30,009,Montana,Carbon County,NA,NA
2017,30,011,Montana,Carter County,NA,NA
2017,30,013,Montana,Cascade County,0.7756252624002878,1
2017,30,015,Montana,Chouteau County,NA,NA
2017,30,017,Montana,Custer County,NA,NA
2017,30,019,Montana,Daniels County,NA,NA
2017,30,021,Montana,Dawson County,NA,NA
2017,30,023,Montana,Deer Lodge County,NA,NA
2017,30,025,Montana,Fallon County,NA,NA
2017,30,027,Montana,Fergus County,NA,NA
2017,30,029,Montana,Flathead County,0.8029057900956064,1
2017,30,031,Montana,Gallatin County,0.9148143969310617,1
2017,30,033,Montana,Garfield County,NA,NA
2017,30,035,Montana,Glacier County,NA,NA
2017,30,037,Montana,Golden Valley County,NA,NA
2017,30,039,Montana,Granite County,NA,NA
2017,30,041,Montana,Hill County,NA,NA
2017,30,043,Montana,Jefferson County,NA,NA
2017,30,045,Montana,Judith Basin County,NA,NA
2017,30,047,Montana,Lake County,NA,NA
2017,30,049,Montana,Lewis and Clark County,0.8020530973451327,1
2017,30,051,Montana,Liberty County,NA,NA
2017,30,053,Montana,Lincoln County,NA,NA
2017,30,055,Montana,McCone County,NA,NA
2017,30,057,Montana,Madison County,NA,NA
2017,30,059,Montana,Meagher County,NA,NA
2017,30,061,Montana,Mineral County,NA,NA
2017,30,063,Montana,Missoula County,0.8580092611564152,1
2017,30,065,Montana,Musselshell County,NA,NA
2017,30,067,Montana,Park County,NA,NA
2017,30,069,Montana,Petroleum County,NA,NA
2017,30,071,Montana,Phillips County,NA,NA
2017,30,073,Montana,Pondera County,NA,NA
2017,30,075,Montana,Powder River County,NA,NA
2017,30,077,Montana,Powell County,NA,NA
2017,30,079,Montana,Prairie County,NA,NA
2017,30,081,Montana,Ravalli County,NA,NA
2017,30,083,Montana,Richland County,NA,NA
2017,30,085,Montana,Roosevelt County,NA,NA
2017,30,087,Montana,Rosebud County,NA,NA
2017,30,089,Montana,Sanders County,NA,NA
2017,30,091,Montana,Sheridan County,NA,NA
2017,30,093,Montana,Silver Bow County,NA,NA
2017,30,095,Montana,Stillwater County,NA,NA
2017,30,097,Montana,Sweet Grass County,NA,NA
2017,30,099,Montana,Teton County,NA,NA
2017,30,101,Montana,Toole County,NA,NA
2017,30,103,Montana,Treasure County,NA,NA
2017,30,105,Montana,Valley County,NA,NA
2017,30,107,Montana,Wheatland County,NA,NA
2017,30,109,Montana,Wibaux County,NA,NA
2017,30,111,Montana,Yellowstone County,0.8535368848731087,1
2017,31,001,Nebraska,Adams County,NA,NA
2017,31,003,Nebraska,Antelope County,NA,NA
2017,31,005,Nebraska,Arthur County,NA,NA
2017,31,007,Nebraska,Banner County,NA,NA
2017,31,009,Nebraska,Blaine County,NA,NA
2017,31,011,Nebraska,Boone County,NA,NA
2017,31,013,Nebraska,Box Butte County,NA,NA
2017,31,015,Nebraska,Boyd County,NA,NA
2017,31,017,Nebraska,Brown County,NA,NA
2017,31,019,Nebraska,Buffalo County,NA,NA
2017,31,021,Nebraska,Burt County,NA,NA
2017,31,023,Nebraska,Butler County,NA,NA
2017,31,025,Nebraska,Cass County,NA,NA
2017,31,027,Nebraska,Cedar County,NA,NA
2017,31,029,Nebraska,Chase County,NA,NA
2017,31,031,Nebraska,Cherry County,NA,NA
2017,31,033,Nebraska,Cheyenne County,NA,NA
2017,31,035,Nebraska,Clay County,NA,NA
2017,31,037,Nebraska,Colfax County,NA,NA
2017,31,039,Nebraska,Cuming County,NA,NA
2017,31,041,Nebraska,Custer County,NA,NA
2017,31,043,Nebraska,Dakota County,NA,NA
2017,31,045,Nebraska,Dawes County,NA,NA
2017,31,047,Nebraska,Dawson County,NA,NA
2017,31,049,Nebraska,Deuel County,NA,NA
2017,31,051,Nebraska,Dixon County,NA,NA
2017,31,053,Nebraska,Dodge County,NA,NA
2017,31,055,Nebraska,Douglas County,0.8535647236595082,1
2017,31,057,Nebraska,Dundy County,NA,NA
2017,31,059,Nebraska,Fillmore County,NA,NA
2017,31,061,Nebraska,Franklin County,NA,NA
2017,31,063,Nebraska,Frontier County,NA,NA
2017,31,065,Nebraska,Furnas County,NA,NA
2017,31,067,Nebraska,Gage County,NA,NA
2017,31,069,Nebraska,Garden County,NA,NA
2017,31,071,Nebraska,Garfield County,NA,NA
2017,31,073,Nebraska,Gosper County,NA,NA
2017,31,075,Nebraska,Grant County,NA,NA
2017,31,077,Nebraska,Greeley County,NA,NA
2017,31,079,Nebraska,Hall County,NA,NA
2017,31,081,Nebraska,Hamilton County,NA,NA
2017,31,083,Nebraska,Harlan County,NA,NA
2017,31,085,Nebraska,Hayes County,NA,NA
2017,31,087,Nebraska,Hitchcock County,NA,NA
2017,31,089,Nebraska,Holt County,NA,NA
2017,31,091,Nebraska,Hooker County,NA,NA
2017,31,093,Nebraska,Howard County,NA,NA
2017,31,095,Nebraska,Jefferson County,NA,NA
2017,31,097,Nebraska,Johnson County,NA,NA
2017,31,099,Nebraska,Kearney County,NA,NA
2017,31,101,Nebraska,Keith County,NA,NA
2017,31,103,Nebraska,Keya Paha County,NA,NA
2017,31,105,Nebraska,Kimball County,NA,NA
2017,31,107,Nebraska,Knox County,NA,NA
2017,31,109,Nebraska,Lancaster County,0.8797761764562356,1
2017,31,111,Nebraska,Lincoln County,NA,NA
2017,31,113,Nebraska,Logan County,NA,NA
2017,31,115,Nebraska,Loup County,NA,NA
2017,31,117,Nebraska,McPherson County,NA,NA
2017,31,119,Nebraska,Madison County,NA,NA
2017,31,121,Nebraska,Merrick County,NA,NA
2017,31,123,Nebraska,Morrill County,NA,NA
2017,31,125,Nebraska,Nance County,NA,NA
2017,31,127,Nebraska,Nemaha County,NA,NA
2017,31,129,Nebraska,Nuckolls County,NA,NA
2017,31,131,Nebraska,Otoe County,NA,NA
2017,31,133,Nebraska,Pawnee County,NA,NA
2017,31,135,Nebraska,Perkins County,NA,NA
2017,31,137,Nebraska,Phelps County,NA,NA
2017,31,139,Nebraska,Pierce County,NA,NA
2017,31,141,Nebraska,Platte County,NA,NA
2017,31,143,Nebraska,Polk County,NA,NA
2017,31,145,Nebraska,Red Willow County,NA,NA
2017,31,147,Nebraska,Richardson County,NA,NA
2017,31,149,Nebraska,Rock County,NA,NA
2017,31,151,Nebraska,Saline County,NA,NA
2017,31,153,Nebraska,Sarpy County,0.9244616906337975,1
2017,31,155,Nebraska,Saunders County,NA,NA
2017,31,157,Nebraska,Scotts Bluff County,NA,NA
2017,31,159,Nebraska,Seward County,NA,NA
2017,31,161,Nebraska,Sheridan County,NA,NA
2017,31,163,Nebraska,Sherman County,NA,NA
2017,31,165,Nebraska,Sioux County,NA,NA
2017,31,167,Nebraska,Stanton County,NA,NA
2017,31,169,Nebraska,Thayer County,NA,NA
2017,31,171,Nebraska,Thomas County,NA,NA
2017,31,173,Nebraska,Thurston County,NA,NA
2017,31,175,Nebraska,Valley County,NA,NA
2017,31,177,Nebraska,Washington County,NA,NA
2017,31,179,Nebraska,Wayne County,NA,NA
2017,31,181,Nebraska,Webster County,NA,NA
2017,31,183,Nebraska,Wheeler County,NA,NA
2017,31,185,Nebraska,York County,NA,NA
2017,32,001,Nevada,Churchill County,NA,NA
2017,32,003,Nevada,Clark County,0.8264534482141122,1
2017,32,005,Nevada,Douglas County,NA,NA
2017,32,007,Nevada,Elko County,NA,NA
2017,32,009,Nevada,Esmeralda County,NA,NA
2017,32,011,Nevada,Eureka County,NA,NA
2017,32,013,Nevada,Humboldt County,NA,NA
2017,32,015,Nevada,Lander County,NA,NA
2017,32,017,Nevada,Lincoln County,NA,NA
2017,32,019,Nevada,Lyon County,NA,NA
2017,32,021,Nevada,Mineral County,NA,NA
2017,32,023,Nevada,Nye County,NA,NA
2017,32,027,Nevada,Pershing County,NA,NA
2017,32,029,Nevada,Storey County,NA,NA
2017,32,031,Nevada,Washoe County,0.831242293379633,1
2017,32,033,Nevada,White Pine County,NA,NA
2017,32,510,Nevada,Carson City,NA,NA
2017,33,001,New Hampshire,Belknap County,NA,NA
2017,33,003,New Hampshire,Carroll County,NA,NA
2017,33,005,New Hampshire,Cheshire County,0.8326016675174409,1
2017,33,007,New Hampshire,Coos County,NA,NA
2017,33,009,New Hampshire,Grafton County,0.8417676407697791,1
2017,33,011,New Hampshire,Hillsborough County,0.9120646288426035,1
2017,33,013,New Hampshire,Merrimack County,0.8644280316042597,1
2017,33,015,New Hampshire,Rockingham County,0.9060501598721024,1
2017,33,017,New Hampshire,Strafford County,0.8807871315424185,1
2017,33,019,New Hampshire,Sullivan County,NA,NA
2017,34,001,New Jersey,Atlantic County,0.8256673974062161,1
2017,34,003,New Jersey,Bergen County,0.9022202791005447,1
2017,34,005,New Jersey,Burlington County,0.8920778335200429,1
2017,34,007,New Jersey,Camden County,0.8267301800478449,1
2017,34,009,New Jersey,Cape May County,0.8583464048980418,1
2017,34,011,New Jersey,Cumberland County,0.8113657882278681,1
2017,34,013,New Jersey,Essex County,0.8052174584456424,1
2017,34,015,New Jersey,Gloucester County,0.871973469155042,1
2017,34,017,New Jersey,Hudson County,0.8685065063952426,1
2017,34,019,New Jersey,Hunterdon County,0.9162877716622795,1
2017,34,021,New Jersey,Mercer County,0.8131985057123108,1
2017,34,023,New Jersey,Middlesex County,0.8553246498462056,1
2017,34,025,New Jersey,Monmouth County,0.8959389463235014,1
2017,34,027,New Jersey,Morris County,0.9141793933227907,1
2017,34,029,New Jersey,Ocean County,0.8297077224846909,1
2017,34,031,New Jersey,Passaic County,0.8482870834991122,1
2017,34,033,New Jersey,Salem County,0.7966211039877424,1
2017,34,035,New Jersey,Somerset County,0.9197383548757969,1
2017,34,037,New Jersey,Sussex County,0.9074275226608735,1
2017,34,039,New Jersey,Union County,0.8250691602941022,1
2017,34,041,New Jersey,Warren County,0.8772663540105401,1
2017,35,001,New Mexico,Bernalillo County,0.8353755470552474,1
2017,35,003,New Mexico,Catron County,NA,NA
2017,35,005,New Mexico,Chaves County,0.7021563342318059,1
2017,35,006,New Mexico,Cibola County,NA,NA
2017,35,007,New Mexico,Colfax County,NA,NA
2017,35,009,New Mexico,Curry County,NA,NA
2017,35,011,New Mexico,De Baca County,NA,NA
2017,35,013,New Mexico,Doña Ana County,0.7035034000079532,1
2017,35,015,New Mexico,Eddy County,NA,NA
2017,35,017,New Mexico,Grant County,NA,NA
2017,35,019,New Mexico,Guadalupe County,NA,NA
2017,35,021,New Mexico,Harding County,NA,NA
2017,35,023,New Mexico,Hidalgo County,NA,NA
2017,35,025,New Mexico,Lea County,0.7903429034290342,1
2017,35,027,New Mexico,Lincoln County,NA,NA
2017,35,028,New Mexico,Los Alamos County,NA,NA
2017,35,029,New Mexico,Luna County,NA,NA
2017,35,031,New Mexico,McKinley County,0.44353270407437273,1
2017,35,033,New Mexico,Mora County,NA,NA
2017,35,035,New Mexico,Otero County,0.7901073586299822,1
2017,35,037,New Mexico,Quay County,NA,NA
2017,35,039,New Mexico,Rio Arriba County,NA,NA
2017,35,041,New Mexico,Roosevelt County,NA,NA
2017,35,043,New Mexico,Sandoval County,0.8302635975861459,1
2017,35,045,New Mexico,San Juan County,0.6659686883689221,1
2017,35,047,New Mexico,San Miguel County,NA,NA
2017,35,049,New Mexico,Santa Fe County,0.8063345593064495,1
2017,35,051,New Mexico,Sierra County,NA,NA
2017,35,053,New Mexico,Socorro County,NA,NA
2017,35,055,New Mexico,Taos County,NA,NA
2017,35,057,New Mexico,Torrance County,NA,NA
2017,35,059,New Mexico,Union County,NA,NA
2017,35,061,New Mexico,Valencia County,0.7244963769490497,1
2017,36,001,New York,Albany County,0.8372212914035314,1
2017,36,003,New York,Allegany County,NA,NA
2017,36,005,New York,Bronx County,0.7570086411301924,1
2017,36,007,New York,Broome County,0.793750954149916,1
2017,36,009,New York,Cattaraugus County,0.7218479604449938,1
2017,36,011,New York,Cayuga County,0.7820537738905086,1
2017,36,013,New York,Chautauqua County,0.7650091372511302,1
2017,36,015,New York,Chemung County,0.8337829875647347,1
2017,36,017,New York,Chenango County,NA,NA
2017,36,019,New York,Clinton County,0.8083383609055981,1
2017,36,021,New York,Columbia County,NA,NA
2017,36,023,New York,Cortland County,NA,NA
2017,36,025,New York,Delaware County,NA,NA
2017,36,027,New York,Dutchess County,0.8814820403044048,1
2017,36,029,New York,Erie County,0.8186989513348999,1
2017,36,031,New York,Essex County,NA,NA
2017,36,033,New York,Franklin County,NA,NA
2017,36,035,New York,Fulton County,NA,NA
2017,36,037,New York,Genesee County,NA,NA
2017,36,039,New York,Greene County,NA,NA
2017,36,041,New York,Hamilton County,NA,NA
2017,36,043,New York,Herkimer County,NA,NA
2017,36,045,New York,Jefferson County,0.8415326850871282,1
2017,36,047,New York,Kings County,0.7993020456525308,1
2017,36,049,New York,Lewis County,NA,NA
2017,36,051,New York,Livingston County,0.8674620829120323,1
2017,36,053,New York,Madison County,0.8168229326775285,1
2017,36,055,New York,Monroe County,0.835375092417918,1
2017,36,057,New York,Montgomery County,NA,NA
2017,36,059,New York,Nassau County,0.8899744506441033,1
2017,36,061,New York,New York County,0.8524072973941991,1
2017,36,063,New York,Niagara County,0.7887411317519936,1
2017,36,065,New York,Oneida County,0.806588579795022,1
2017,36,067,New York,Onondaga County,0.782902282603428,1
2017,36,069,New York,Ontario County,0.8436078713919034,1
2017,36,071,New York,Orange County,0.8236392010477035,1
2017,36,073,New York,Orleans County,NA,NA
2017,36,075,New York,Oswego County,0.8599116834526114,1
2017,36,077,New York,Otsego County,NA,NA
2017,36,079,New York,Putnam County,0.9062201510897566,1
2017,36,081,New York,Queens County,0.8360043054475872,1
2017,36,083,New York,Rensselaer County,0.843120056860284,1
2017,36,085,New York,Richmond County,0.7993011627206458,1
2017,36,087,New York,Rockland County,0.8309622929707389,1
2017,36,089,New York,St. Lawrence County,0.8222785797893094,1
2017,36,091,New York,Saratoga County,0.8928067119489596,1
2017,36,093,New York,Schenectady County,0.872853004773367,1
2017,36,095,New York,Schoharie County,NA,NA
2017,36,097,New York,Schuyler County,NA,NA
2017,36,099,New York,Seneca County,NA,NA
2017,36,101,New York,Steuben County,0.7909957792715335,1
2017,36,103,New York,Suffolk County,0.8592591977996221,1
2017,36,105,New York,Sullivan County,0.7898595462262695,1
2017,36,107,New York,Tioga County,NA,NA
2017,36,109,New York,Tompkins County,0.8371364653243848,1
2017,36,111,New York,Ulster County,0.8826247420882857,1
2017,36,113,New York,Warren County,0.8264540677658996,1
2017,36,115,New York,Washington County,NA,NA
2017,36,117,New York,Wayne County,0.7972218439329974,1
2017,36,119,New York,Westchester County,0.8444826298946481,1
2017,36,121,New York,Wyoming County,NA,NA
2017,36,123,New York,Yates County,NA,NA
2017,37,001,North Carolina,Alamance County,0.7761725000388373,1
2017,37,003,North Carolina,Alexander County,NA,NA
2017,37,005,North Carolina,Alleghany County,NA,NA
2017,37,007,North Carolina,Anson County,NA,NA
2017,37,009,North Carolina,Ashe County,NA,NA
2017,37,011,North Carolina,Avery County,NA,NA
2017,37,013,North Carolina,Beaufort County,NA,NA
2017,37,015,North Carolina,Bertie County,NA,NA
2017,37,017,North Carolina,Bladen County,NA,NA
2017,37,019,North Carolina,Brunswick County,0.8167166084505044,1
2017,37,021,North Carolina,Buncombe County,0.8057576657509837,1
2017,37,023,North Carolina,Burke County,0.7205926013894662,1
2017,37,025,North Carolina,Cabarrus County,0.8755652497739,1
2017,37,027,North Carolina,Caldwell County,0.7602418979686774,1
2017,37,029,North Carolina,Camden County,NA,NA
2017,37,031,North Carolina,Carteret County,0.863445097515362,1
2017,37,033,North Carolina,Caswell County,NA,NA
2017,37,035,North Carolina,Catawba County,0.824335252636346,1
2017,37,037,North Carolina,Chatham County,0.741574198900757,1
2017,37,039,North Carolina,Cherokee County,NA,NA
2017,37,041,North Carolina,Chowan County,NA,NA
2017,37,043,North Carolina,Clay County,NA,NA
2017,37,045,North Carolina,Cleveland County,0.6350576889090863,1
2017,37,047,North Carolina,Columbus County,NA,NA
2017,37,049,North Carolina,Craven County,0.8216274519640797,1
2017,37,051,North Carolina,Cumberland County,0.8486554635009632,1
2017,37,053,North Carolina,Currituck County,NA,NA
2017,37,055,North Carolina,Dare County,NA,NA
2017,37,057,North Carolina,Davidson County,0.8053096010257184,1
2017,37,059,North Carolina,Davie County,NA,NA
2017,37,061,North Carolina,Duplin County,NA,NA
2017,37,063,North Carolina,Durham County,0.8555854205814959,1
2017,37,065,North Carolina,Edgecombe County,NA,NA
2017,37,067,North Carolina,Forsyth County,0.8279317947760936,1
2017,37,069,North Carolina,Franklin County,0.7986728382419203,1
2017,37,071,North Carolina,Gaston County,0.790332541567696,1
2017,37,073,North Carolina,Gates County,NA,NA
2017,37,075,North Carolina,Graham County,NA,NA
2017,37,077,North Carolina,Granville County,NA,NA
2017,37,079,North Carolina,Greene County,NA,NA
2017,37,081,North Carolina,Guilford County,0.740864866460957,1
2017,37,083,North Carolina,Halifax County,NA,NA
2017,37,085,North Carolina,Harnett County,0.7977111506397205,1
2017,37,087,North Carolina,Haywood County,NA,NA
2017,37,089,North Carolina,Henderson County,0.8379382303839733,1
2017,37,091,North Carolina,Hertford County,NA,NA
2017,37,093,North Carolina,Hoke County,NA,NA
2017,37,095,North Carolina,Hyde County,NA,NA
2017,37,097,North Carolina,Iredell County,0.8355060765739697,1
2017,37,099,North Carolina,Jackson County,NA,NA
2017,37,101,North Carolina,Johnston County,0.7942735488355926,1
2017,37,103,North Carolina,Jones County,NA,NA
2017,37,105,North Carolina,Lee County,NA,NA
2017,37,107,North Carolina,Lenoir County,NA,NA
2017,37,109,North Carolina,Lincoln County,0.8010167248225244,1
2017,37,111,North Carolina,McDowell County,NA,NA
2017,37,113,North Carolina,Macon County,NA,NA
2017,37,115,North Carolina,Madison County,NA,NA
2017,37,117,North Carolina,Martin County,NA,NA
2017,37,119,North Carolina,Mecklenburg County,0.8813715704652239,1
2017,37,121,North Carolina,Mitchell County,NA,NA
2017,37,123,North Carolina,Montgomery County,NA,NA
2017,37,125,North Carolina,Moore County,0.8359341080321798,1
2017,37,127,North Carolina,Nash County,0.7624144780401677,1
2017,37,129,North Carolina,New Hanover County,0.8265875895138648,1
2017,37,131,North Carolina,Northampton County,NA,NA
2017,37,133,North Carolina,Onslow County,0.8726744093675028,1
2017,37,135,North Carolina,Orange County,0.8730389687913892,1
2017,37,137,North Carolina,Pamlico County,NA,NA
2017,37,139,North Carolina,Pasquotank County,NA,NA
2017,37,141,North Carolina,Pender County,NA,NA
2017,37,143,North Carolina,Perquimans County,NA,NA
2017,37,145,North Carolina,Person County,NA,NA
2017,37,147,North Carolina,Pitt County,0.8397927158601562,1
2017,37,149,North Carolina,Polk County,NA,NA
2017,37,151,North Carolina,Randolph County,0.7767544922618842,1
2017,37,153,North Carolina,Richmond County,NA,NA
2017,37,155,North Carolina,Robeson County,0.5666688716897091,1
2017,37,157,North Carolina,Rockingham County,0.7343192812715964,1
2017,37,159,North Carolina,Rowan County,0.7898457460091822,1
2017,37,161,North Carolina,Rutherford County,0.6943350499848531,1
2017,37,163,North Carolina,Sampson County,NA,NA
2017,37,165,North Carolina,Scotland County,NA,NA
2017,37,167,North Carolina,Stanly County,NA,NA
2017,37,169,North Carolina,Stokes County,NA,NA
2017,37,171,North Carolina,Surry County,0.630562638109808,1
2017,37,173,North Carolina,Swain County,NA,NA
2017,37,175,North Carolina,Transylvania County,NA,NA
2017,37,177,North Carolina,Tyrrell County,NA,NA
2017,37,179,North Carolina,Union County,0.9040150731098904,1
2017,37,181,North Carolina,Vance County,NA,NA
2017,37,183,North Carolina,Wake County,0.929541129519652,1
2017,37,185,North Carolina,Warren County,NA,NA
2017,37,187,North Carolina,Washington County,NA,NA
2017,37,189,North Carolina,Watauga County,NA,NA
2017,37,191,North Carolina,Wayne County,0.8326278290025146,1
2017,37,193,North Carolina,Wilkes County,0.7739366388272192,1
2017,37,195,North Carolina,Wilson County,0.7650163985631735,1
2017,37,197,North Carolina,Yadkin County,NA,NA
2017,37,199,North Carolina,Yancey County,NA,NA
2017,38,001,North Dakota,Adams County,NA,NA
2017,38,003,North Dakota,Barnes County,NA,NA
2017,38,005,North Dakota,Benson County,NA,NA
2017,38,007,North Dakota,Billings County,NA,NA
2017,38,009,North Dakota,Bottineau County,NA,NA
2017,38,011,North Dakota,Bowman County,NA,NA
2017,38,013,North Dakota,Burke County,NA,NA
2017,38,015,North Dakota,Burleigh County,0.8258897862474841,1
2017,38,017,North Dakota,Cass County,0.8608567712780631,1
2017,38,019,North Dakota,Cavalier County,NA,NA
2017,38,021,North Dakota,Dickey County,NA,NA
2017,38,023,North Dakota,Divide County,NA,NA
2017,38,025,North Dakota,Dunn County,NA,NA
2017,38,027,North Dakota,Eddy County,NA,NA
2017,38,029,North Dakota,Emmons County,NA,NA
2017,38,031,North Dakota,Foster County,NA,NA
2017,38,033,North Dakota,Golden Valley County,NA,NA
2017,38,035,North Dakota,Grand Forks County,0.7692557053941909,1
2017,38,037,North Dakota,Grant County,NA,NA
2017,38,039,North Dakota,Griggs County,NA,NA
2017,38,041,North Dakota,Hettinger County,NA,NA
2017,38,043,North Dakota,Kidder County,NA,NA
2017,38,045,North Dakota,LaMoure County,NA,NA
2017,38,047,North Dakota,Logan County,NA,NA
2017,38,049,North Dakota,McHenry County,NA,NA
2017,38,051,North Dakota,McIntosh County,NA,NA
2017,38,053,North Dakota,McKenzie County,NA,NA
2017,38,055,North Dakota,McLean County,NA,NA
2017,38,057,North Dakota,Mercer County,NA,NA
2017,38,059,North Dakota,Morton County,NA,NA
2017,38,061,North Dakota,Mountrail County,NA,NA
2017,38,063,North Dakota,Nelson County,NA,NA
2017,38,065,North Dakota,Oliver County,NA,NA
2017,38,067,North Dakota,Pembina County,NA,NA
2017,38,069,North Dakota,Pierce County,NA,NA
2017,38,071,North Dakota,Ramsey County,NA,NA
2017,38,073,North Dakota,Ransom County,NA,NA
2017,38,075,North Dakota,Renville County,NA,NA
2017,38,077,North Dakota,Richland County,NA,NA
2017,38,079,North Dakota,Rolette County,NA,NA
2017,38,081,North Dakota,Sargent County,NA,NA
2017,38,083,North Dakota,Sheridan County,NA,NA
2017,38,085,North Dakota,Sioux County,NA,NA
2017,38,087,North Dakota,Slope County,NA,NA
2017,38,089,North Dakota,Stark County,NA,NA
2017,38,091,North Dakota,Steele County,NA,NA
2017,38,093,North Dakota,Stutsman County,NA,NA
2017,38,095,North Dakota,Towner County,NA,NA
2017,38,097,North Dakota,Traill County,NA,NA
2017,38,099,North Dakota,Walsh County,NA,NA
2017,38,101,North Dakota,Ward County,0.8655650829867884,1
2017,38,103,North Dakota,Wells County,NA,NA
2017,38,105,North Dakota,Williams County,NA,NA
2017,39,001,Ohio,Adams County,NA,NA
2017,39,003,Ohio,Allen County,0.8096985711489528,1
2017,39,005,Ohio,Ashland County,NA,NA
2017,39,007,Ohio,Ashtabula County,0.7971883173496077,1
2017,39,009,Ohio,Athens County,0.7175998918870219,1
2017,39,011,Ohio,Auglaize County,NA,NA
2017,39,013,Ohio,Belmont County,0.6930272108843537,1
2017,39,015,Ohio,Brown County,NA,NA
2017,39,017,Ohio,Butler County,0.8804671432064318,1
2017,39,019,Ohio,Carroll County,NA,NA
2017,39,021,Ohio,Champaign County,NA,NA
2017,39,023,Ohio,Clark County,0.8407618554029541,1
2017,39,025,Ohio,Clermont County,0.8475408578224507,1
2017,39,027,Ohio,Clinton County,NA,NA
2017,39,029,Ohio,Columbiana County,0.760373019928462,1
2017,39,031,Ohio,Coshocton County,NA,NA
2017,39,033,Ohio,Crawford County,NA,NA
2017,39,035,Ohio,Cuyahoga County,0.7940254461529416,1
2017,39,037,Ohio,Darke County,NA,NA
2017,39,039,Ohio,Defiance County,NA,NA
2017,39,041,Ohio,Delaware County,0.9392088174982912,1
2017,39,043,Ohio,Erie County,0.7983570062396137,1
2017,39,045,Ohio,Fairfield County,0.8287710600998671,1
2017,39,047,Ohio,Fayette County,NA,NA
2017,39,049,Ohio,Franklin County,0.8790434955219129,1
2017,39,051,Ohio,Fulton County,NA,NA
2017,39,053,Ohio,Gallia County,NA,NA
2017,39,055,Ohio,Geauga County,0.8385109041344844,1
2017,39,057,Ohio,Greene County,0.8762651704201994,1
2017,39,059,Ohio,Guernsey County,NA,NA
2017,39,061,Ohio,Hamilton County,0.8381267995554168,1
2017,39,063,Ohio,Hancock County,0.8673847506594649,1
2017,39,065,Ohio,Hardin County,NA,NA
2017,39,067,Ohio,Harrison County,NA,NA
2017,39,069,Ohio,Henry County,NA,NA
2017,39,071,Ohio,Highland County,NA,NA
2017,39,073,Ohio,Hocking County,NA,NA
2017,39,075,Ohio,Holmes County,NA,NA
2017,39,077,Ohio,Huron County,NA,NA
2017,39,079,Ohio,Jackson County,NA,NA
2017,39,081,Ohio,Jefferson County,0.7914505852718922,1
2017,39,083,Ohio,Knox County,NA,NA
2017,39,085,Ohio,Lake County,0.869546739199728,1
2017,39,087,Ohio,Lawrence County,NA,NA
2017,39,089,Ohio,Licking County,0.855421116562288,1
2017,39,091,Ohio,Logan County,NA,NA
2017,39,093,Ohio,Lorain County,0.7936691197235742,1
2017,39,095,Ohio,Lucas County,0.8214101817856183,1
2017,39,097,Ohio,Madison County,NA,NA
2017,39,099,Ohio,Mahoning County,0.804555279148485,1
2017,39,101,Ohio,Marion County,0.8005686596451884,1
2017,39,103,Ohio,Medina County,0.8939111434814275,1
2017,39,105,Ohio,Meigs County,NA,NA
2017,39,107,Ohio,Mercer County,NA,NA
2017,39,109,Ohio,Miami County,0.8640849845551118,1
2017,39,111,Ohio,Monroe County,NA,NA
2017,39,113,Ohio,Montgomery County,0.8377564347462974,1
2017,39,115,Ohio,Morgan County,NA,NA
2017,39,117,Ohio,Morrow County,NA,NA
2017,39,119,Ohio,Muskingum County,0.757180867146399,1
2017,39,121,Ohio,Noble County,NA,NA
2017,39,123,Ohio,Ottawa County,NA,NA
2017,39,125,Ohio,Paulding County,NA,NA
2017,39,127,Ohio,Perry County,NA,NA
2017,39,129,Ohio,Pickaway County,NA,NA
2017,39,131,Ohio,Pike County,NA,NA
2017,39,133,Ohio,Portage County,0.8145859085290482,1
2017,39,135,Ohio,Preble County,NA,NA
2017,39,137,Ohio,Putnam County,NA,NA
2017,39,139,Ohio,Richland County,0.7460916772113148,1
2017,39,141,Ohio,Ross County,0.796482052016909,1
2017,39,143,Ohio,Sandusky County,NA,NA
2017,39,145,Ohio,Scioto County,0.7325138048908756,1
2017,39,147,Ohio,Seneca County,NA,NA
