year,state,county,share_meps20_black,share_meps20_black_quality,share_meps20_hispanic,share_meps20_hispanic_quality,share_meps20_white,share_meps20_white_quality
2022,01,001,0.21332275971451228,1,0.09898989898989899,1,0.1559551361936977,1
2022,01,003,0.5276297335203366,1,0.5868121442125237,1,0.29432799013563504,1
2022,01,005,0.5446091252542865,1,0.6748768472906403,1,0.27905255366395265,1
2022,01,007,0.9463487332339792,1,0.8529411764705882,1,0.8423022929340197,1
2022,01,009,0.3055555555555556,1,0.7344701583434835,1,0.531506468215329,1
2022,01,011,1,1,1,1,1,3
2022,01,013,1,1,1,1,1,1
2022,01,015,0.8201173147946991,1,0.6855482933914306,1,0.6433268858800774,1
2022,01,017,0.9958448753462604,1,0.9921465968586387,1,0.9664153529814942,1
2022,01,019,0.8187134502923976,1,0.8070175438596491,1,0.8872506504770165,1
2022,01,021,0.8277571251548946,1,0.928975487115022,1,0.9042741776639748,1
2022,01,023,1,1,1,3,1,1
2022,01,025,1,1,1,1,1,1
2022,01,027,1,1,1,1,1,1
2022,01,029,1,1,0.9361702127659575,1,0.6107705779334501,1
2022,01,031,0.3263553408480945,1,0.332651670074983,1,0.34945976455410416,1
2022,01,033,0.6327180140038192,1,0.49344978165938863,1,0.5617261471230881,1
2022,01,035,0.8719626168224299,1,0.8666666666666667,1,0.4340836012861736,1
2022,01,037,1,1,1,1,1,1
2022,01,039,0.8321536905965622,1,0.9130434782608695,1,0.8611111111111112,1
2022,01,041,1,1,1,1,1,1
2022,01,043,0.4,1,0.4742990654205608,1,0.47536257994775244,1
2022,01,045,0.9868554095045501,1,0.9766187050359713,1,0.9111361079865017,1
2022,01,047,0.9725348941918055,1,1,1,0.9974937343358395,1
2022,01,049,0.9763313609467456,1,0.9904912836767037,1,0.987419405566913,1
2022,01,051,0.5345737295195779,1,0.5441176470588235,1,0.31052141527001864,1
2022,01,053,0.9087340529931305,1,0.88125,1,0.777932474765054,1
2022,01,055,0.9356890459363958,1,0.860061919504644,1,0.614010437575271,1
2022,01,057,0.7410071942446043,1,0.7547169811320755,1,0.8329452852153667,1
2022,01,059,0.3686868686868687,1,0.44614670380687094,1,0.6255732398165632,1
2022,01,061,0.8133971291866029,1,0.9218241042345277,1,0.8246232766912472,1
2022,01,063,1,1,1,2,1,3
2022,01,065,1,1,1,1,1,1
2022,01,067,0.4847222222222222,1,0.34831460674157305,1,0.16113161131611317,1
2022,01,069,0.9070154974170972,1,0.8129084967320261,1,0.695030440322809,1
2022,01,071,0.7168141592920354,1,0.7332123411978222,1,0.7214547997901731,1
2022,01,073,0.8182596350578312,1,0.6976961104374592,1,0.11384791636832307,1
2022,01,075,1,1,1,1,1,1
2022,01,077,0.6789791806581599,1,0.6529032258064517,1,0.4419680403700589,1
2022,01,079,0.9090909090909091,1,0.8679245283018868,1,0.8707988980716254,1
2022,01,081,0.44192634560906513,1,0.43458140513251997,1,0.3489407430150445,1
2022,01,083,0.10542822677925211,1,0.3490737377406466,1,0.19325873739466778,1
2022,01,085,1,1,1,2,1,1
2022,01,087,1,1,1,2,1,1
2022,01,089,0.39976066007432137,1,0.3882409330563988,1,0.07965979420587006,1
2022,01,091,1,1,1,1,1,1
2022,01,093,0.7091836734693877,1,0.7280701754385965,1,0.7072622909907662,1
2022,01,095,0.5518867924528302,1,0.9115960496973559,1,0.6041869954759159,1
2022,01,097,0.8387274860258092,1,0.7586520947176685,1,0.63084729862266,1
2022,01,099,1,1,1,1,1,1
2022,01,101,0.8505665722379604,1,0.8691927512355848,1,0.24727389352148813,1
2022,01,103,0.7899076517150396,1,0.821948212083847,1,0.4668280063423183,1
2022,01,105,1,1,1,2,1,1
2022,01,107,1,1,1,1,1,1
2022,01,109,1,1,1,1,1,1
2022,01,111,1,1,1,1,1,1
2022,01,113,0.6812816188870152,1,0.6639004149377593,1,0.662478184991274,1
2022,01,115,0.3181530676786844,1,0.3932432432432432,1,0.34831252889505315,1
2022,01,117,0.11256429096252756,1,0.13876077802285944,1,0.09808864646835037,1
2022,01,119,0.7670278637770898,1,0.15789473684210525,2,0.01524390243902439,1
2022,01,121,0.8664660958111549,1,0.8273195876288659,1,0.724875021548009,1
2022,01,123,0.8389261744966443,1,0.7716763005780347,1,0.880188679245283,1
2022,01,125,0.725580360453905,1,0.6105193075898802,1,0.22085516822358928,1
2022,01,127,0.7655677655677655,1,0.7005141388174807,1,0.8099101347978033,1
2022,01,129,0.7952622673434856,1,0.6428571428571429,2,0.5763760049474336,1
2022,01,131,1,1,1,3,1,2
2022,01,133,0.5897435897435898,1,0.726027397260274,1,0.5888982812059735,1
2022,02,013,NA,NA,NA,NA,0,2
2022,02,016,NA,NA,0,1,0,1
2022,02,020,0.1829330608073582,1,0.13002680965147453,1,0.030470314444985658,1
2022,02,050,0,3,0.2222222222222222,3,0.11864406779661017,1
2022,02,060,0,3,0,3,0,2
2022,02,063,0,3,0,1,0.011437908496732025,1
2022,02,066,0.7142857142857143,3,0.42857142857142855,3,0.19,1
2022,02,068,0,1,0,1,0,1
2022,02,070,1,3,0.05263157894736842,2,0.18032786885245902,1
2022,02,090,0,1,0,1,0,1
2022,02,100,0,3,0,3,0,1
2022,02,105,0,3,0,3,0,1
2022,02,110,0,2,0,1,0,1
2022,02,122,0,1,0.017994858611825194,1,0.002470762642068852,1
2022,02,130,0,2,0,1,0,1
2022,02,150,0.13636363636363635,2,0.019230769230769232,1,0.00322234156820623,1
2022,02,158,1,3,1,3,1,3
2022,02,164,0,3,NA,NA,0.23076923076923078,1
2022,02,170,0,1,0,1,0.0016501650165016502,1
2022,02,180,0.75,3,0.3333333333333333,2,0.38235294117647056,1
2022,02,185,0,3,0,3,0.14285714285714285,2
2022,02,188,0.42857142857142855,3,0.8,3,0.7272727272727273,2
2022,02,195,0,2,0,2,0,1
2022,02,198,0,3,0.22580645161290322,1,0.15343915343915343,1
2022,02,220,0,3,0,1,0,1
2022,02,230,0,3,0,3,0,1
2022,02,240,0.5,3,0,1,0.11071849234393404,1
2022,02,275,0,3,0,3,0,1
2022,02,282,NA,NA,0,3,0,2
2022,02,290,0.057692307692307696,1,0,1,0.008842443729903537,1
2022,04,001,0.4,2,0.16164053075995174,1,0.13344788087056128,1
2022,04,003,0.33043478260869563,1,0.6591678097850937,1,0.24591708542713567,1
2022,04,005,0.29411764705882354,1,0.24219590958019377,1,0.1300866154600425,1
2022,04,007,0.3333333333333333,1,0.44633809304467986,1,0.3552094920281795,1
2022,04,009,0,1,0.057327258921791954,1,0.037241379310344824,1
