year,state,county,share_hs_degree,share_hs_degree_lb,share_hs_degree_ub,share_hs_degree_quality
2018,29,209,NA,NA,NA,3
2018,29,211,NA,NA,NA,3
2018,29,213,NA,NA,NA,3
2018,29,215,NA,NA,NA,3
2018,29,217,NA,NA,NA,3
2018,29,219,NA,NA,NA,3
2018,29,221,NA,NA,NA,3
2018,29,223,NA,NA,NA,3
2018,29,225,NA,NA,NA,3
2018,29,227,NA,NA,NA,3
2018,29,229,NA,NA,NA,3
2018,29,510,0.9978621937181384,0.9935802870576927,1,3
2018,30,001,NA,NA,NA,3
2018,30,003,NA,NA,NA,3
2018,30,005,NA,NA,NA,3
2018,30,007,NA,NA,NA,3
2018,30,009,NA,NA,NA,3
2018,30,011,NA,NA,NA,3
2018,30,013,NA,NA,NA,3
2018,30,015,NA,NA,NA,3
2018,30,017,NA,NA,NA,3
2018,30,019,NA,NA,NA,3
2018,30,021,NA,NA,NA,3
2018,30,023,NA,NA,NA,3
2018,30,025,NA,NA,NA,3
2018,30,027,NA,NA,NA,3
2018,30,029,NA,NA,NA,3
2018,30,031,0.9767838405036726,0.9315696381079306,1,3
2018,30,033,NA,NA,NA,3
2018,30,035,NA,NA,NA,3
2018,30,037,NA,NA,NA,3
2018,30,039,NA,NA,NA,3
2018,30,041,NA,NA,NA,3
2018,30,043,NA,NA,NA,3
2018,30,045,NA,NA,NA,3
2018,30,047,NA,NA,NA,3
2018,30,049,NA,NA,NA,3
2018,30,051,NA,NA,NA,3
2018,30,053,NA,NA,NA,3
2018,30,055,NA,NA,NA,3
2018,30,057,NA,NA,NA,3
2018,30,059,NA,NA,NA,3
2018,30,061,NA,NA,NA,3
2018,30,063,NA,NA,NA,3
2018,30,065,NA,NA,NA,3
2018,30,067,NA,NA,NA,3
2018,30,069,NA,NA,NA,3
2018,30,071,NA,NA,NA,3
2018,30,073,NA,NA,NA,3
2018,30,075,NA,NA,NA,3
2018,30,077,NA,NA,NA,3
2018,30,079,NA,NA,NA,3
2018,30,081,NA,NA,NA,3
2018,30,083,NA,NA,NA,3
2018,30,085,NA,NA,NA,3
2018,30,087,NA,NA,NA,3
2018,30,089,NA,NA,NA,3
2018,30,091,NA,NA,NA,3
2018,30,093,NA,NA,NA,3
2018,30,095,NA,NA,NA,3
2018,30,097,NA,NA,NA,3
2018,30,099,NA,NA,NA,3
2018,30,101,NA,NA,NA,3
2018,30,103,NA,NA,NA,3
2018,30,105,NA,NA,NA,3
2018,30,107,NA,NA,NA,3
2018,30,109,NA,NA,NA,3
2018,30,111,NA,NA,NA,3
2018,31,001,NA,NA,NA,3
2018,31,003,NA,NA,NA,3
2018,31,005,NA,NA,NA,3
2018,31,007,NA,NA,NA,3
2018,31,009,NA,NA,NA,3
2018,31,011,NA,NA,NA,3
2018,31,013,NA,NA,NA,3
2018,31,015,NA,NA,NA,3
2018,31,017,NA,NA,NA,3
2018,31,019,NA,NA,NA,3
2018,31,021,NA,NA,NA,3
2018,31,023,NA,NA,NA,3
2018,31,025,NA,NA,NA,3
2018,31,027,NA,NA,NA,3
2018,31,029,NA,NA,NA,3
2018,31,031,NA,NA,NA,3
2018,31,033,NA,NA,NA,3
2018,31,035,NA,NA,NA,3
2018,31,037,NA,NA,NA,3
2018,31,039,NA,NA,NA,3
2018,31,041,NA,NA,NA,3
2018,31,043,NA,NA,NA,3
2018,31,045,NA,NA,NA,3
2018,31,047,NA,NA,NA,3
2018,31,049,NA,NA,NA,3
2018,31,051,NA,NA,NA,3
2018,31,053,NA,NA,NA,3
2018,31,055,0.9473293267607535,0.9095314180725041,0.9851272354490029,1
2018,31,057,NA,NA,NA,3
2018,31,059,NA,NA,NA,3
2018,31,061,NA,NA,NA,3
2018,31,063,NA,NA,NA,3
2018,31,065,NA,NA,NA,3
2018,31,067,NA,NA,NA,3
2018,31,069,NA,NA,NA,3
2018,31,071,NA,NA,NA,3
2018,31,073,NA,NA,NA,3
2018,31,075,NA,NA,NA,3
2018,31,077,NA,NA,NA,3
2018,31,079,NA,NA,NA,3
2018,31,081,NA,NA,NA,3
2018,31,083,NA,NA,NA,3
2018,31,085,NA,NA,NA,3
2018,31,087,NA,NA,NA,3
2018,31,089,NA,NA,NA,3
2018,31,091,NA,NA,NA,3
2018,31,093,NA,NA,NA,3
2018,31,095,NA,NA,NA,3
2018,31,097,NA,NA,NA,3
2018,31,099,NA,NA,NA,3
2018,31,101,NA,NA,NA,3
2018,31,103,NA,NA,NA,3
2018,31,105,NA,NA,NA,3
2018,31,107,NA,NA,NA,3
2018,31,109,0.9803343949044586,0.9464632985927972,1,1
2018,31,111,NA,NA,NA,3
2018,31,113,NA,NA,NA,3
2018,31,115,NA,NA,NA,3
2018,31,117,NA,NA,NA,3
2018,31,119,NA,NA,NA,3
2018,31,121,NA,NA,NA,3
2018,31,123,NA,NA,NA,3
2018,31,125,NA,NA,NA,3
2018,31,127,NA,NA,NA,3
2018,31,129,NA,NA,NA,3
2018,31,131,NA,NA,NA,3
2018,31,133,NA,NA,NA,3
2018,31,135,NA,NA,NA,3
2018,31,137,NA,NA,NA,3
2018,31,139,NA,NA,NA,3
2018,31,141,NA,NA,NA,3
2018,31,143,NA,NA,NA,3
2018,31,145,NA,NA,NA,3
2018,31,147,NA,NA,NA,3
2018,31,149,NA,NA,NA,3
2018,31,151,NA,NA,NA,3
2018,31,153,NA,NA,NA,3
2018,31,155,NA,NA,NA,3
2018,31,157,NA,NA,NA,3
2018,31,159,NA,NA,NA,3
2018,31,161,NA,NA,NA,3
2018,31,163,NA,NA,NA,3
2018,31,165,NA,NA,NA,3
2018,31,167,NA,NA,NA,3
2018,31,169,NA,NA,NA,3
2018,31,171,NA,NA,NA,3
2018,31,173,NA,NA,NA,3
2018,31,175,NA,NA,NA,3
2018,31,177,NA,NA,NA,3
2018,31,179,NA,NA,NA,3
2018,31,181,NA,NA,NA,3
2018,31,183,NA,NA,NA,3
2018,31,185,NA,NA,NA,3
2018,32,001,NA,NA,NA,3
2018,32,003,0.8932016331770285,0.8590305642902216,0.9273727020638354,1
2018,32,005,NA,NA,NA,3
2018,32,007,NA,NA,NA,3
2018,32,009,NA,NA,NA,3
2018,32,011,NA,NA,NA,3
2018,32,013,NA,NA,NA,3
2018,32,015,NA,NA,NA,3
2018,32,017,NA,NA,NA,3
2018,32,019,NA,NA,NA,3
2018,32,021,NA,NA,NA,3
2018,32,023,NA,NA,NA,3
2018,32,027,NA,NA,NA,3
2018,32,029,NA,NA,NA,3
2018,32,031,0.8548218029350105,0.7692676770015484,0.9403759288684727,1
2018,32,033,NA,NA,NA,3
2018,32,510,NA,NA,NA,3
2018,33,001,NA,NA,NA,3
2018,33,003,NA,NA,NA,3
2018,33,005,1,1,1,3
2018,33,007,NA,NA,NA,3
2018,33,009,0.9884686346863468,0.9658374870703665,1,3
2018,33,011,0.8584192745856476,0.7649701440837471,0.9518684050875481,3
2018,33,013,0.963736052788604,0.9193535623929873,1,3
2018,33,015,0.9579596021534007,0.9167786822447408,0.9991405220620606,3
2018,33,017,0.9112207151664612,0.8128441973607882,1,3
2018,33,019,NA,NA,NA,3
2018,34,001,0.970124355769153,0.9306634030688501,1,3
2018,34,003,0.9753031729331635,0.9508908823546341,0.9997154635116928,1
2018,34,005,0.8835028248587571,0.8096573166260317,0.9573483330914825,3
2018,34,007,0.974738747634329,0.9468289193741902,1,1
2018,34,009,NA,NA,NA,3
2018,34,011,0.9339339002987211,0.8530308088680836,1,3
2018,34,013,0.8371946612943842,0.7653995790806378,0.9089897435081307,1
2018,34,015,0.9048931011681728,0.7979484537240114,1,3
2018,34,017,0.9117954851248318,0.830069039960757,0.9935219302889066,1
2018,34,019,NA,NA,NA,3
2018,34,021,0.9680200222469411,0.9097363514182449,1,1
2018,34,023,0.9721296361960144,0.9403428691408668,1,1
2018,34,025,0.9438695749274175,0.888607750077725,0.9991313997771101,1
2018,34,027,0.9145244799709329,0.8354767143864343,0.9935722455554314,1
2018,34,029,0.9244988498192573,0.8449892704045447,1,1
2018,34,031,0.9011881041989521,0.8360816962071185,0.9662945121907858,1
2018,34,033,NA,NA,NA,3
2018,34,035,0.9298302344381568,0.8367002383888783,1,3
2018,34,037,0.9867527173913043,0.9606985861171423,1,3
2018,34,039,0.9410352187833512,0.8907362551846724,0.99133418238203,3
2018,34,041,0.95,0.8538341788083064,1,3
2018,35,001,0.8713813326732062,0.7985052901753342,0.9442573751710781,1
2018,35,003,NA,NA,NA,3
2018,35,005,NA,NA,NA,3
2018,35,006,NA,NA,NA,3
2018,35,007,NA,NA,NA,3
2018,35,009,NA,NA,NA,3
2018,35,011,NA,NA,NA,3
2018,35,013,0.935008885503935,0.8613670730559264,1,3
2018,35,015,NA,NA,NA,3
2018,35,017,NA,NA,NA,3
2018,35,019,NA,NA,NA,3
2018,35,021,NA,NA,NA,3
2018,35,023,NA,NA,NA,3
2018,35,025,NA,NA,NA,3
2018,35,027,NA,NA,NA,3
2018,35,028,NA,NA,NA,3
2018,35,029,NA,NA,NA,3
2018,35,031,0.7528314457028648,0.6029520171106955,0.902710874295034,3
2018,35,033,NA,NA,NA,3
2018,35,035,NA,NA,NA,3
2018,35,037,NA,NA,NA,3
2018,35,039,NA,NA,NA,3
2018,35,041,NA,NA,NA,3
2018,35,043,NA,NA,NA,3
2018,35,045,NA,NA,NA,3
2018,35,047,NA,NA,NA,3
2018,35,049,NA,NA,NA,3
2018,35,051,NA,NA,NA,3
2018,35,053,NA,NA,NA,3
2018,35,055,NA,NA,NA,3
2018,35,057,NA,NA,NA,3
2018,35,059,NA,NA,NA,3
2018,35,061,NA,NA,NA,3
2018,36,001,0.9704986149584488,0.9409943425391721,1,1
2018,36,003,0.9497588424437299,0.8932282289248675,1,3
2018,36,005,0.7695488046018335,0.7119689324958013,0.8271286767078657,1
2018,36,007,0.9728178608025141,0.9252999964375268,1,3
2018,36,009,0.9497588424437299,0.8932282289248675,1,3
2018,36,011,NA,NA,NA,3
2018,36,013,0.9429269375971574,0.8891391480322733,0.9967147271620415,3
2018,36,015,NA,NA,NA,3
2018,36,017,NA,NA,NA,3
2018,36,019,0.9684063187362527,0.9332489548965238,1,3
2018,36,021,NA,NA,NA,3
2018,36,023,0.9834947483290137,0.9675416157615486,0.9994478808964788,3
2018,36,025,NA,NA,NA,3
2018,36,027,0.8780977896851976,0.7924853876040074,0.9637101917663877,1
2018,36,029,0.9291770379589297,0.8946028414374435,0.9637512344804159,1
2018,36,031,NA,NA,NA,3
2018,36,033,NA,NA,NA,3
2018,36,035,NA,NA,NA,3
2018,36,037,NA,NA,NA,3
2018,36,039,NA,NA,NA,3
2018,36,041,NA,NA,NA,3
2018,36,043,NA,NA,NA,3
2018,36,045,0.9477092828016311,0.8910808424537704,1,3
2018,36,047,0.8836053108732526,0.8501026594198199,0.9171079623266852,1
2018,36,049,NA,NA,NA,3
2018,36,051,0.9015895278167368,0.8167910594563712,0.9863879961771025,3
2018,36,053,0.9834947483290137,0.9675416157615486,0.9994478808964788,3
2018,36,055,0.9153652889304892,0.8430991117409171,0.9876314661200613,1
2018,36,057,NA,NA,NA,3
2018,36,059,0.9544713078939703,0.9252383527893961,0.9837042629985444,1
2018,36,061,0.9264633900549941,0.8887042873365902,0.964222492773398,1
2018,36,063,0.9025864964729593,0.7789694220380782,1,3
2018,36,065,0.8935710669307552,0.7780056697766287,1,1
2018,36,067,0.9333865892490328,0.893234956525595,0.9735382219724706,1
2018,36,069,0.909412955465587,0.8183270098411146,1,3
2018,36,071,0.8974587605884976,0.7792026994643817,1,3
2018,36,073,NA,NA,NA,3
2018,36,075,0.8827250608272506,0.799742210809374,0.9657079108451271,3
2018,36,077,0.9520415738678545,0.9049834555300155,0.9990996922056935,3
2018,36,079,NA,NA,NA,3
2018,36,081,0.8854960180055401,0.8498113335786569,0.9211807024324233,1
2018,36,083,1,1,1,3
2018,36,085,0.9478682170542636,0.8864813588533207,1,3
2018,36,087,0.8056858956665747,0.683853774123666,0.9275180172094833,3
2018,36,089,0.9564011708519489,0.9050820550700515,1,3
2018,36,091,0.8699569936514437,0.7048259064819701,1,3
2018,36,093,0.9969088098918083,0.9907324685929784,1,3
2018,36,095,NA,NA,NA,3
2018,36,097,NA,NA,NA,3
2018,36,099,NA,NA,NA,3
2018,36,101,0.8021594138946133,0.6795709407865536,0.9247478870026731,3
2018,36,103,0.9541180701844525,0.9268876638742888,0.9813484764946162,1
2018,36,105,NA,NA,NA,3
2018,36,107,NA,NA,NA,3
2018,36,109,0.999028277135361,0.9971161222835776,1,1
2018,36,111,0.9446246052426931,0.8673105013290227,1,3
2018,36,113,NA,NA,NA,3
2018,36,115,NA,NA,NA,3
2018,36,117,NA,NA,NA,3
2018,36,119,0.8915491100028573,0.8372672792813984,0.9458309407243162,1
2018,36,121,NA,NA,NA,3
2018,36,123,NA,NA,NA,3
2018,37,001,0.8066655612667882,0.67964225747123,0.9336888650623465,3
2018,37,003,NA,NA,NA,3
2018,37,005,NA,NA,NA,3
2018,37,007,NA,NA,NA,3
2018,37,009,NA,NA,NA,3
2018,37,011,NA,NA,NA,3
2018,37,013,NA,NA,NA,3
2018,37,015,NA,NA,NA,3
2018,37,017,NA,NA,NA,3
2018,37,019,NA,NA,NA,3
2018,37,021,0.931329576288875,0.8601602989827083,1,3
2018,37,023,NA,NA,NA,3
2018,37,025,0.710425003872673,0.49561106265584653,0.9252389450894996,3
2018,37,027,NA,NA,NA,3
2018,37,029,NA,NA,NA,3
2018,37,031,NA,NA,NA,3
2018,37,033,NA,NA,NA,3
2018,37,035,0.9274261603375528,0.8367474007575465,1,3
2018,37,037,NA,NA,NA,3
2018,37,039,NA,NA,NA,3
2018,37,041,NA,NA,NA,3
2018,37,043,NA,NA,NA,3
2018,37,045,NA,NA,NA,3
2018,37,047,NA,NA,NA,3
2018,37,049,0.9952138797487287,0.9856619305210926,1,3
2018,37,051,0.8949555863417814,0.8341674053656155,0.9557437673179473,1
2018,37,053,NA,NA,NA,3
2018,37,055,NA,NA,NA,3
2018,37,057,NA,NA,NA,3
2018,37,059,NA,NA,NA,3
2018,37,061,NA,NA,NA,3
2018,37,063,0.9318181818181819,0.8539958370077936,1,1
2018,37,065,NA,NA,NA,3
2018,37,067,0.8449427145568286,0.7558871853453637,0.9339982437682934,1
2018,37,069,NA,NA,NA,3
2018,37,071,0.8707596253902186,0.7605424853991238,0.9809767653813133,3
2018,37,073,NA,NA,NA,3
2018,37,075,NA,NA,NA,3
2018,37,077,NA,NA,NA,3
2018,37,079,NA,NA,NA,3
2018,37,081,0.8762117822520507,0.7793861868998725,0.9730373776042288,1
2018,37,083,NA,NA,NA,3
2018,37,085,0.9074446680080482,0.8152553381362898,0.9996339978798067,3
2018,37,087,NA,NA,NA,3
2018,37,089,NA,NA,NA,3
2018,37,091,NA,NA,NA,3
2018,37,093,NA,NA,NA,3
2018,37,095,NA,NA,NA,3
2018,37,097,0.8214960037443317,0.6559125036556934,0.98707950383297,3
2018,37,099,NA,NA,NA,3
2018,37,101,NA,NA,NA,3
2018,37,103,NA,NA,NA,3
2018,37,105,NA,NA,NA,3
2018,37,107,NA,NA,NA,3
2018,37,109,NA,NA,NA,3
2018,37,111,NA,NA,NA,3
2018,37,113,NA,NA,NA,3
2018,37,115,NA,NA,NA,3
2018,37,117,NA,NA,NA,3
2018,37,119,0.8811911623439002,0.8224221006608643,0.939960224026936,1
2018,37,121,NA,NA,NA,3
2018,37,123,NA,NA,NA,3
2018,37,125,NA,NA,NA,3
2018,37,127,NA,NA,NA,3
2018,37,129,0.9453211106436722,0.8891626363023001,1,3
2018,37,131,NA,NA,NA,3
2018,37,133,0.9721389409553813,0.9413679164469542,1,1
2018,37,135,0.9984800781674086,0.9954897032731312,1,1
2018,37,137,NA,NA,NA,3
2018,37,139,NA,NA,NA,3
2018,37,141,NA,NA,NA,3
2018,37,143,NA,NA,NA,3
2018,37,145,NA,NA,NA,3
2018,37,147,0.9686012242121967,0.9327702755074362,1,3
2018,37,149,NA,NA,NA,3
2018,37,151,0.9565217391304348,0.9053104997111004,1,3
2018,37,153,NA,NA,NA,3
2018,37,155,0.9494715575187078,0.9018151765869323,0.9971279384504833,3
2018,37,157,NA,NA,NA,3
2018,37,159,0.9000927930714506,0.7691182223763442,1,3
2018,37,161,NA,NA,NA,3
2018,37,163,NA,NA,NA,3
2018,37,165,NA,NA,NA,3
2018,37,167,NA,NA,NA,3
2018,37,169,NA,NA,NA,3
2018,37,171,NA,NA,NA,3
2018,37,173,NA,NA,NA,3
2018,37,175,NA,NA,NA,3
2018,37,177,NA,NA,NA,3
2018,37,179,0.8754089141829451,0.7560291723633005,0.9947886560025897,3
2018,37,181,NA,NA,NA,3
2018,37,183,0.9457284029327383,0.9080958971712885,0.9833609086941881,1
2018,37,185,NA,NA,NA,3
2018,37,187,NA,NA,NA,3
2018,37,189,0.9132254464285714,0.826998595672611,0.9994522971845318,3
2018,37,191,NA,NA,NA,3
2018,37,193,NA,NA,NA,3
2018,37,195,NA,NA,NA,3
2018,37,197,NA,NA,NA,3
2018,37,199,NA,NA,NA,3
2018,38,001,NA,NA,NA,3
2018,38,003,NA,NA,NA,3
2018,38,005,NA,NA,NA,3
2018,38,007,NA,NA,NA,3
2018,38,009,NA,NA,NA,3
2018,38,011,NA,NA,NA,3
2018,38,013,NA,NA,NA,3
2018,38,015,NA,NA,NA,3
2018,38,017,0.9935852981969487,0.980909994511465,1,3
2018,38,019,NA,NA,NA,3
2018,38,021,NA,NA,NA,3
2018,38,023,NA,NA,NA,3
2018,38,025,NA,NA,NA,3
2018,38,027,NA,NA,NA,3
2018,38,029,NA,NA,NA,3
2018,38,031,NA,NA,NA,3
2018,38,033,NA,NA,NA,3
2018,38,035,0.9969307220111078,0.9907780996974649,1,3
2018,38,037,NA,NA,NA,3
2018,38,039,NA,NA,NA,3
2018,38,041,NA,NA,NA,3
2018,38,043,NA,NA,NA,3
2018,38,045,NA,NA,NA,3
2018,38,047,NA,NA,NA,3
2018,38,049,NA,NA,NA,3
2018,38,051,NA,NA,NA,3
2018,38,053,NA,NA,NA,3
2018,38,055,NA,NA,NA,3
2018,38,057,NA,NA,NA,3
2018,38,059,NA,NA,NA,3
2018,38,061,NA,NA,NA,3
2018,38,063,NA,NA,NA,3
2018,38,065,NA,NA,NA,3
2018,38,067,NA,NA,NA,3
2018,38,069,NA,NA,NA,3
2018,38,071,NA,NA,NA,3
2018,38,073,NA,NA,NA,3
2018,38,075,NA,NA,NA,3
2018,38,077,NA,NA,NA,3
2018,38,079,NA,NA,NA,3
2018,38,081,NA,NA,NA,3
2018,38,083,NA,NA,NA,3
2018,38,085,NA,NA,NA,3
2018,38,087,NA,NA,NA,3
2018,38,089,NA,NA,NA,3
2018,38,091,NA,NA,NA,3
2018,38,093,NA,NA,NA,3
2018,38,095,NA,NA,NA,3
2018,38,097,NA,NA,NA,3
2018,38,099,NA,NA,NA,3
2018,38,101,NA,NA,NA,3
2018,38,103,NA,NA,NA,3
2018,38,105,NA,NA,NA,3
2018,39,001,NA,NA,NA,3
2018,39,003,0.780309936189608,0.6040369372550534,0.9565829351241626,3
2018,39,005,NA,NA,NA,3
2018,39,007,NA,NA,NA,3
2018,39,009,0.9766166281755196,0.9482654291248025,1,3
2018,39,011,NA,NA,NA,3
2018,39,013,NA,NA,NA,3
2018,39,015,NA,NA,NA,3
2018,39,017,0.966688829787234,0.9263828921221836,1,1
2018,39,019,NA,NA,NA,3
2018,39,021,NA,NA,NA,3
2018,39,023,0.9475474907853699,0.8750020541358114,1,3
2018,39,025,0.84014324112109,0.6899099340215407,0.9903765482206393,3
2018,39,027,NA,NA,NA,3
2018,39,029,NA,NA,NA,3
2018,39,031,NA,NA,NA,3
2018,39,033,NA,NA,NA,3
2018,39,035,0.9137345621432036,0.8680274492084665,0.9594416750779406,1
2018,39,037,NA,NA,NA,3
2018,39,039,NA,NA,NA,3
2018,39,041,1,1,1,3
2018,39,043,NA,NA,NA,3
2018,39,045,NA,NA,NA,3
2018,39,047,NA,NA,NA,3
2018,39,049,0.9073786519438694,0.8641604963582957,0.950596807529443,1
2018,39,051,0.9945398703219201,0.983801560988694,1,3
2018,39,053,0.9766166281755196,0.9482654291248025,1,3
2018,39,055,NA,NA,NA,3
2018,39,057,0.9976811594202899,0.993105838978051,1,3
2018,39,059,NA,NA,NA,3
2018,39,061,0.9690632644251523,0.9364310098526972,1,1
2018,39,063,0.9748987854251012,0.9256607502472612,1,3
2018,39,065,NA,NA,NA,3
2018,39,067,NA,NA,NA,3
2018,39,069,NA,NA,NA,3
2018,39,071,NA,NA,NA,3
2018,39,073,NA,NA,NA,3
2018,39,075,NA,NA,NA,3
2018,39,077,NA,NA,NA,3
2018,39,079,NA,NA,NA,3
2018,39,081,NA,NA,NA,3
2018,39,083,NA,NA,NA,3
2018,39,085,0.9341018144856266,0.883198047293724,0.9850055816775292,3
2018,39,087,NA,NA,NA,3
2018,39,089,0.9480961497553712,0.8758994698285705,1,3
2018,39,091,NA,NA,NA,3
2018,39,093,0.9647106001871407,0.8970565533505545,1,3
2018,39,095,0.8428352828074747,0.7559445631072014,0.929726002507748,1
2018,39,097,NA,NA,NA,3
2018,39,099,0.9281543321700049,0.8648456696534054,0.9914629946866044,3
2018,39,101,NA,NA,NA,3
2018,39,103,0.9084870848708487,0.8157191431063872,1,3
2018,39,105,0.9766166281755195,0.9482654291248024,1,3
2018,39,107,NA,NA,NA,3
2018,39,109,NA,NA,NA,3
2018,39,111,NA,NA,NA,3
2018,39,113,0.9429074269623372,0.8916401507545187,0.9941747031701557,1
2018,39,115,NA,NA,NA,3
2018,39,117,NA,NA,NA,3
2018,39,119,NA,NA,NA,3
2018,39,121,NA,NA,NA,3
2018,39,123,NA,NA,NA,3
2018,39,125,NA,NA,NA,3
2018,39,127,NA,NA,NA,3
2018,39,129,NA,NA,NA,3
2018,39,131,NA,NA,NA,3
2018,39,133,0.9895109479480791,0.9689708474203637,1,3
2018,39,135,NA,NA,NA,3
2018,39,137,NA,NA,NA,3
2018,39,139,NA,NA,NA,3
2018,39,141,NA,NA,NA,3
2018,39,143,NA,NA,NA,3
2018,39,145,NA,NA,NA,3
2018,39,147,NA,NA,NA,3
2018,39,149,NA,NA,NA,3
2018,39,151,0.9037874870740016,0.826325823477053,0.9812491506709502,3
2018,39,153,0.948051948051948,0.9017837028593423,0.9943201932445538,1
2018,39,155,0.8664358991266088,0.7348057168705167,0.9980660813827009,3
2018,39,157,NA,NA,NA,3
2018,39,159,NA,NA,NA,3
2018,39,161,NA,NA,NA,3
2018,39,163,NA,NA,NA,3
2018,39,165,0.9302164502164503,0.8596242463985879,1,3
2018,39,167,NA,NA,NA,3
2018,39,169,0.8486784140969164,0.7523006382860105,0.9450561899078223,3
2018,39,171,NA,NA,NA,3
2018,39,173,0.9731911809339765,0.9519016720956284,0.9944806897723246,3
2018,39,175,NA,NA,NA,3
2018,40,001,NA,NA,NA,3
2018,40,003,NA,NA,NA,3
2018,40,005,NA,NA,NA,3
2018,40,007,NA,NA,NA,3
2018,40,009,NA,NA,NA,3
2018,40,011,NA,NA,NA,3
2018,40,013,NA,NA,NA,3
2018,40,015,NA,NA,NA,3
2018,40,017,NA,NA,NA,3
2018,40,019,NA,NA,NA,3
2018,40,021,NA,NA,NA,3
2018,40,023,NA,NA,NA,3
2018,40,025,NA,NA,NA,3
2018,40,027,0.9609120521172638,0.9200552026080007,1,3
2018,40,029,NA,NA,NA,3
2018,40,031,0.9614160184481151,0.9031923882605873,1,3
2018,40,033,NA,NA,NA,3
2018,40,035,NA,NA,NA,3
2018,40,037,0.9294791426389158,0.8802455965295694,0.9787126887482623,3
2018,40,039,NA,NA,NA,3
2018,40,041,NA,NA,NA,3
2018,40,043,NA,NA,NA,3
2018,40,045,NA,NA,NA,3
2018,40,047,NA,NA,NA,3
2018,40,049,NA,NA,NA,3
2018,40,051,NA,NA,NA,3
2018,40,053,NA,NA,NA,3
2018,40,055,NA,NA,NA,3
2018,40,057,NA,NA,NA,3
2018,40,059,NA,NA,NA,3
2018,40,061,NA,NA,NA,3
2018,40,063,NA,NA,NA,3
2018,40,065,NA,NA,NA,3
2018,40,067,NA,NA,NA,3
2018,40,069,NA,NA,NA,3
2018,40,071,NA,NA,NA,3
2018,40,073,NA,NA,NA,3
2018,40,075,NA,NA,NA,3
2018,40,077,NA,NA,NA,3
2018,40,079,NA,NA,NA,3
2018,40,081,NA,NA,NA,3
2018,40,083,NA,NA,NA,3
2018,40,085,NA,NA,NA,3
2018,40,087,NA,NA,NA,3
2018,40,089,NA,NA,NA,3
2018,40,091,NA,NA,NA,3
2018,40,093,NA,NA,NA,3
2018,40,095,NA,NA,NA,3
2018,40,097,NA,NA,NA,3
2018,40,099,NA,NA,NA,3
2018,40,101,NA,NA,NA,3
2018,40,103,NA,NA,NA,3
2018,40,105,NA,NA,NA,3
2018,40,107,NA,NA,NA,3
2018,40,109,0.8008335674815023,0.6901966990064399,0.9114704359565646,1
2018,40,111,NA,NA,NA,3
2018,40,113,NA,NA,NA,3
2018,40,115,NA,NA,NA,3
2018,40,117,NA,NA,NA,3
2018,40,119,0.9381434070360757,0.8817672803286182,0.9945195337435332,3
2018,40,121,NA,NA,NA,3
2018,40,123,NA,NA,NA,3
2018,40,125,NA,NA,NA,3
2018,40,127,NA,NA,NA,3
2018,40,129,NA,NA,NA,3
2018,40,131,NA,NA,NA,3
2018,40,133,NA,NA,NA,3
2018,40,135,NA,NA,NA,3
2018,40,137,NA,NA,NA,3
2018,40,139,NA,NA,NA,3
2018,40,141,NA,NA,NA,3
2018,40,143,0.8718399601574164,0.8112283820938395,0.9324515382209932,1
2018,40,145,NA,NA,NA,3
2018,40,147,NA,NA,NA,3
2018,40,149,NA,NA,NA,3
2018,40,151,NA,NA,NA,3
2018,40,153,NA,NA,NA,3
2018,41,001,NA,NA,NA,3
2018,41,003,0.954602201793213,0.892175485172799,1,3
2018,41,005,0.8581495497846796,0.7465304768076637,0.9697686227616955,3
2018,41,007,NA,NA,NA,3
2018,41,009,NA,NA,NA,3
2018,41,011,NA,NA,NA,3
2018,41,013,NA,NA,NA,3
2018,41,015,NA,NA,NA,3
2018,41,017,NA,NA,NA,3
2018,41,019,NA,NA,NA,3
2018,41,021,NA,NA,NA,3
2018,41,023,NA,NA,NA,3
2018,41,025,NA,NA,NA,3
2018,41,027,NA,NA,NA,3
2018,41,029,0.7728744249446243,0.6002980558440562,0.9454507940451925,3
2018,41,031,NA,NA,NA,3
2018,41,033,NA,NA,NA,3
2018,41,035,NA,NA,NA,3
2018,41,037,NA,NA,NA,3
2018,41,039,0.8932381610254049,0.8017927478334936,0.9846835742173161,1
2018,41,041,NA,NA,NA,3
2018,41,043,0.9546022017932131,0.8921754851727991,1,3
2018,41,045,NA,NA,NA,3
2018,41,047,0.9107301587301587,0.8299333116885396,0.9915270057717779,3
2018,41,049,NA,NA,NA,3
2018,41,051,0.9354415431045795,0.8859654354868861,0.9849176507222729,1
2018,41,053,0.8963457484188335,0.8080000357410669,0.9846914610966001,3
2018,41,055,NA,NA,NA,3
2018,41,057,NA,NA,NA,3
2018,41,059,NA,NA,NA,3
2018,41,061,NA,NA,NA,3
2018,41,063,NA,NA,NA,3
2018,41,065,NA,NA,NA,3
2018,41,067,0.9205117622781676,0.867423137071554,0.9736003874847811,3
2018,41,069,NA,NA,NA,3
2018,41,071,0.8963457484188334,0.8080000357410668,0.9846914610966,3
2018,42,001,0.9631347090192441,0.9110321505836513,1,3
2018,42,003,0.9195541469320894,0.8840121303521526,0.9550961635120261,1
2018,42,005,0.9480937660999486,0.8881590615488568,1,3
2018,42,007,0.9383812149632914,0.8623686841137386,1,3
2018,42,009,NA,NA,NA,3
