year,state,place,state_name,place_name,share_digital_access,share_digital_access_quality
2016,06,81344,California,Upland city,0.8691722169362512,1
2016,06,81554,California,Vacaville city,0.9150074930421751,1
2016,06,81666,California,Vallejo city,0.8803038175115664,1
2016,06,82590,California,Victorville city,0.8924488613846294,1
2016,06,82954,California,Visalia city,0.8730565563266194,1
2016,06,82996,California,Vista city,0.8954497632824829,1
2016,06,84200,California,West Covina city,0.8547868714086291,1
2016,06,84550,California,Westminster city,0.8561641352811107,1
2016,06,85292,California,Whittier city,0.8111388919085408,1
2016,08,03455,Colorado,Arvada city,0.8880697928026172,1
2016,08,04000,Colorado,Aurora city,0.8428337550230689,1
2016,08,07850,Colorado,Boulder city,0.9381978966301117,1
2016,08,12815,Colorado,Centennial city,0.9536164114940795,1
2016,08,16000,Colorado,Colorado Springs city,0.8943421358991992,1
2016,08,20000,Colorado,Denver city,0.8522104224956593,1
2016,08,27425,Colorado,Fort Collins city,0.8868282733192123,1
2016,08,32155,Colorado,Greeley city,0.7958949411025171,1
2016,08,43000,Colorado,Lakewood city,0.8901110523532523,1
2016,08,45970,Colorado,Longmont city,0.8396065499204003,1
2016,08,46465,Colorado,Loveland city,0.8741101410342512,1
2016,08,62000,Colorado,Pueblo city,0.7330878534674031,1
2016,08,77290,Colorado,Thornton city,0.8988344783687087,1
2016,08,83835,Colorado,Westminster city,0.8590300315399735,1
2016,09,08000,Connecticut,Bridgeport city,0.7394207147951501,1
2016,09,18430,Connecticut,Danbury city,0.8482047290065194,1
2016,09,37000,Connecticut,Hartford city,0.6492462738927987,1
2016,09,52000,Connecticut,New Haven city,0.7616798544235213,1
2016,09,55990,Connecticut,Norwalk city,0.9005560622554356,1
2016,09,73000,Connecticut,Stamford city,0.8815339108387915,1
2016,09,80000,Connecticut,Waterbury city,0.7077556551652247,1
2016,11,50000,District of Columbia,Washington city,0.7905212966814938,1
2016,12,07300,Florida,Boca Raton city,0.9063406259425097,1
2016,12,07875,Florida,Boynton Beach city,0.8583347758352086,1
2016,12,10275,Florida,Cape Coral city,0.8350660876731434,1
2016,12,12875,Florida,Clearwater city,0.7991596823511296,1
2016,12,14400,Florida,Coral Springs city,0.9461683285684401,1
2016,12,16475,Florida,Davie town,0.8976291229493942,1
2016,12,16725,Florida,Deerfield Beach city,0.7980495603517186,1
2016,12,17200,Florida,Deltona city,0.8289841116995667,1
2016,12,17935,Florida,Doral city,NA,NA
2016,12,24000,Florida,Fort Lauderdale city,0.820607440737489,1
2016,12,24125,Florida,Fort Myers city,0.768415777793686,1
2016,12,25175,Florida,Gainesville city,0.8250910662468358,1
2016,12,30000,Florida,Hialeah city,0.6592486240727446,1
2016,12,32000,Florida,Hollywood city,0.8215964875890203,1
2016,12,32275,Florida,Homestead city,0.7693236081229994,1
2016,12,35000,Florida,Jacksonville city,0.8020901509553467,1
2016,12,36950,Florida,Kissimmee city,0.6495576041135869,1
2016,12,38250,Florida,Lakeland city,0.6418982983182794,1
2016,12,39425,Florida,Largo city,0.7528539697298414,1
2016,12,43975,Florida,Melbourne city,0.8248385681148517,1
2016,12,45000,Florida,Miami city,0.6308900826637646,1
2016,12,45025,Florida,Miami Beach city,0.7490158574828192,1
2016,12,45060,Florida,Miami Gardens city,0.6981069512268644,1
2016,12,45975,Florida,Miramar city,0.8621553884711779,1
2016,12,49675,Florida,North Port city,NA,NA
2016,12,53000,Florida,Orlando city,0.8473317985462635,1
2016,12,54000,Florida,Palm Bay city,0.8733544805709754,1
2016,12,54200,Florida,Palm Coast city,0.7755963755162424,1
2016,12,55775,Florida,Pembroke Pines city,0.807322773305635,1
2016,12,57425,Florida,Plantation city,0.8588646391660991,1
2016,12,58050,Florida,Pompano Beach city,0.8016148814390842,1
2016,12,58715,Florida,Port St. Lucie city,0.8777656929770044,1
2016,12,63000,Florida,St. Petersburg city,0.8356307815572875,1
2016,12,69700,Florida,Sunrise city,0.677787640415047,1
2016,12,70600,Florida,Tallahassee city,0.8813658562550734,1
2016,12,71000,Florida,Tampa city,0.8277203357875726,1
2016,12,76600,Florida,West Palm Beach city,0.8140550397082463,1
2016,13,03440,Georgia,Athens-Clarke County unified government (balance),0.7869629944704382,1
2016,13,04000,Georgia,Atlanta city,0.8001135103062198,1
2016,13,04204,Georgia,Augusta-Richmond County consolidated government (balance),0.7450582731673021,1
2016,13,19000,Georgia,Columbus city,0.7733364361884163,1
2016,13,42425,Georgia,Johns Creek city,0.9545304293532155,1
2016,13,49008,Georgia,Macon-Bibb County,0.7273168869921238,1
2016,13,67284,Georgia,Roswell city,0.9487967544641485,1
2016,13,68516,Georgia,Sandy Springs city,0.9148130934200916,1
2016,13,69000,Georgia,Savannah city,0.7954229358958149,1
2016,13,80508,Georgia,Warner Robins city,0.7814802298073673,1
2016,15,71550,Hawaii,Urban Honolulu CDP,0.800454675946401,1
2016,16,08830,Idaho,Boise City city,0.7262840965263111,1
2016,16,52120,Idaho,Meridian city,0.7730288720186502,1
2016,16,56260,Idaho,Nampa city,0.8730734662627742,1
2016,17,02154,Illinois,Arlington Heights village,0.8250898399215942,1
2016,17,03012,Illinois,Aurora city,0.8702811819496765,1
2016,17,06613,Illinois,Bloomington city,0.8284529038555393,1
2016,17,12385,Illinois,Champaign city,0.8277960574207262,1
2016,17,14000,Illinois,Chicago city,0.7707939194638259,1
2016,17,14351,Illinois,Cicero town,0.7073127361635919,1
2016,17,23074,Illinois,Elgin city,0.8121940003786957,1
2016,17,24582,Illinois,Evanston city,0.8772744470814845,1
2016,17,38570,Illinois,Joliet city,0.8549487698503787,1
2016,17,51622,Illinois,Naperville city,0.9521826649826334,1
2016,17,59000,Illinois,Peoria city,0.7331423440372856,1
2016,17,65000,Illinois,Rockford city,0.7723833231672135,1
2016,17,68003,Illinois,Schaumburg village,0.9103735282176207,1
2016,17,72000,Illinois,Springfield city,0.7955277280858676,1
2016,17,79293,Illinois,Waukegan city,0.8103315072341621,1
2016,18,05860,Indiana,Bloomington city,0.800204175722848,1
2016,18,10342,Indiana,Carmel city,0.946839911146274,1
2016,18,22000,Indiana,Evansville city,0.7471044356335085,1
2016,18,23278,Indiana,Fishers city,0.9668991138585219,1
2016,18,25000,Indiana,Fort Wayne city,0.8179176848627119,1
2016,18,31000,Indiana,Hammond city,0.7159373627981853,1
2016,18,36003,Indiana,Indianapolis city (balance),0.7857342556434376,1
2016,18,71000,Indiana,South Bend city,0.6668636192727078,1
2016,19,12000,Iowa,Cedar Rapids city,0.8100101019377354,1
2016,19,19000,Iowa,Davenport city,0.7200932093918594,1
2016,19,21000,Iowa,Des Moines city,0.7954175066697249,1
2016,19,73335,Iowa,Sioux City city,0.7449914782776473,1
2016,20,36000,Kansas,Kansas City city,0.7201353947488793,1
2016,20,38900,Kansas,Lawrence city,0.8467375225990248,1
2016,20,52575,Kansas,Olathe city,0.9099942427020918,1
2016,20,53775,Kansas,Overland Park city,0.9315254591530162,1
2016,20,71000,Kansas,Topeka city,0.6518622136737192,1
2016,20,79000,Kansas,Wichita city,0.7990124107054679,1
2016,21,46027,Kentucky,Lexington-Fayette urban county,0.8537561842736575,1
2016,21,48006,Kentucky,Louisville/Jefferson County metro government (balance),0.8221400543314217,1
2016,22,05000,Louisiana,Baton Rouge city,0.7713298917487399,1
2016,22,40735,Louisiana,Lafayette city,0.8298099974243655,1
2016,22,41155,Louisiana,Lake Charles city,0.6953119884763963,1
2016,22,55000,Louisiana,New Orleans city,0.7256907777525833,1
2016,22,70000,Louisiana,Shreveport city,0.6717874690434252,1
2016,24,04000,Maryland,Baltimore city,0.7313352245587948,1
2016,24,30325,Maryland,Frederick city,0.8136859626410209,1
2016,25,07000,Massachusetts,Boston city,0.8365347245059643,1
2016,25,09000,Massachusetts,Brockton city,0.7782938636660997,1
2016,25,11000,Massachusetts,Cambridge city,0.8730584676960862,1
2016,25,23000,Massachusetts,Fall River city,0.6813415491054537,1
2016,25,34550,Massachusetts,Lawrence city,0.7073597655295938,1
2016,25,37000,Massachusetts,Lowell city,0.6872470167691742,1
2016,25,37490,Massachusetts,Lynn city,0.799970269064962,1
2016,25,45000,Massachusetts,New Bedford city,0.7707292327203551,1
2016,25,45560,Massachusetts,Newton city,0.9033290441782968,1
2016,25,55745,Massachusetts,Quincy city,0.8372191924751088,1
2016,25,62535,Massachusetts,Somerville city,0.8723924432449596,1
2016,25,67000,Massachusetts,Springfield city,0.7198089240347801,1
2016,25,82000,Massachusetts,Worcester city,0.7769516728624535,1
2016,26,03000,Michigan,Ann Arbor city,0.8922284508615518,1
2016,26,21000,Michigan,Dearborn city,0.8480200243886785,1
2016,26,22000,Michigan,Detroit city,0.5945081856572629,1
2016,26,27440,Michigan,Farmington Hills city,0.8659785067873303,1
2016,26,29000,Michigan,Flint city,0.5323863197714815,1
2016,26,34000,Michigan,Grand Rapids city,0.8197617758527341,1
2016,26,46000,Michigan,Lansing city,0.7335508979608384,1
2016,26,49000,Michigan,Livonia city,0.8664832670067573,1
2016,26,69035,Michigan,Rochester Hills city,0.905541787882053,1
2016,26,74900,Michigan,Southfield city,0.83956069840709,1
2016,26,76460,Michigan,Sterling Heights city,0.8652053001799443,1
2016,26,80700,Michigan,Troy city,0.8996981799335386,1
2016,26,84000,Michigan,Warren city,0.7799440226976458,1
2016,26,86000,Michigan,Westland city,0.8103494914520667,1
2016,26,88940,Michigan,Wyoming city,0.8849740932642487,1
2016,27,06616,Minnesota,Bloomington city,0.8227092714153963,1
2016,27,07966,Minnesota,Brooklyn Park city,0.8434195806719353,1
2016,27,17000,Minnesota,Duluth city,0.8058456897287759,1
2016,27,43000,Minnesota,Minneapolis city,0.8025839703093551,1
2016,27,51730,Minnesota,Plymouth city,0.9205494648916732,1
2016,27,54880,Minnesota,Rochester city,0.8564482120573175,1
2016,27,58000,Minnesota,St. Paul city,0.8277262129553292,1
2016,27,71428,Minnesota,Woodbury city,0.9562938577492853,1
2016,28,36000,Mississippi,Jackson city,0.7806065086479077,1
2016,29,15670,Missouri,Columbia city,0.8386061439706557,1
2016,29,35000,Missouri,Independence city,0.7592781042968993,1
2016,29,38000,Missouri,Kansas City city,0.7859557421216739,1
2016,29,41348,Missouri,Lee's Summit city,0.8831246273106739,1
2016,29,54074,Missouri,O'Fallon city,0.9078381548084441,1
2016,29,65000,Missouri,St. Louis city,0.7301342962574,1
2016,29,70000,Missouri,Springfield city,0.7691902976013815,1
2016,30,06550,Montana,Billings city,0.8325193106267617,1
2016,31,28000,Nebraska,Lincoln city,0.8536205577207125,1
2016,31,37000,Nebraska,Omaha city,0.8010245563761862,1
2016,32,31900,Nevada,Henderson city,0.8661445001261853,1
2016,32,40000,Nevada,Las Vegas city,0.7949235766400529,1
2016,32,51800,Nevada,North Las Vegas city,0.8090072046510334,1
2016,32,60600,Nevada,Reno city,0.7912798991131049,1
2016,32,68400,Nevada,Sparks city,0.7905852007093342,1
2016,33,45140,New Hampshire,Manchester city,0.8578704406059686,1
2016,33,50260,New Hampshire,Nashua city,0.8484143229677817,1
2016,34,13690,New Jersey,Clifton city,0.8102972618801296,1
2016,34,21000,New Jersey,Elizabeth city,0.754034027202262,1
2016,34,36000,New Jersey,Jersey City city,0.8344682344682345,1
2016,34,51000,New Jersey,Newark city,0.6467120591307143,1
2016,34,57000,New Jersey,Paterson city,0.5680299155401776,1
2016,34,74000,New Jersey,Trenton city,0.5907482587805877,1
2016,35,02000,New Mexico,Albuquerque city,0.8031350999013208,1
2016,35,39380,New Mexico,Las Cruces city,0.7325435931476423,1
2016,35,63460,New Mexico,Rio Rancho city,0.8653542175599942,1
2016,35,70500,New Mexico,Santa Fe city,0.7903359542530379,1
2016,36,01000,New York,Albany city,0.8148652261624092,1
2016,36,11000,New York,Buffalo city,0.7117647613035736,1
2016,36,50617,New York,New Rochelle city,0.8342420559124848,1
2016,36,51000,New York,New York city,0.7896193380593558,1
2016,36,63000,New York,Rochester city,0.7447454184772341,1
2016,36,73000,New York,Syracuse city,0.6602362554400923,1
2016,36,84000,New York,Yonkers city,0.7872987229317046,1
2016,37,02140,North Carolina,Asheville city,0.8114424281184214,1
2016,37,10740,North Carolina,Cary town,0.9468141563567615,1
2016,37,12000,North Carolina,Charlotte city,0.855832728819071,1
2016,37,14100,North Carolina,Concord city,0.8613196742173581,1
2016,37,19000,North Carolina,Durham city,0.8400187969924812,1
2016,37,22920,North Carolina,Fayetteville city,0.8117772615983426,1
2016,37,25580,North Carolina,Gastonia city,0.8103115802293718,1
2016,37,28000,North Carolina,Greensboro city,0.6860922385491828,1
2016,37,28080,North Carolina,Greenville city,0.801455657814931,1
2016,37,31400,North Carolina,High Point city,0.7691667629723795,1
2016,37,55000,North Carolina,Raleigh city,0.8996310289700342,1
2016,37,74440,North Carolina,Wilmington city,0.7622746241239542,1
2016,37,75000,North Carolina,Winston-Salem city,0.7820555776600423,1
2016,38,25700,North Dakota,Fargo city,0.8421109666233203,1
2016,39,01000,Ohio,Akron city,0.7385248763106258,1
2016,39,15000,Ohio,Cincinnati city,0.775443514181389,1
2016,39,16000,Ohio,Cleveland city,0.6587287440732951,1
2016,39,18000,Ohio,Columbus city,0.8422802932001959,1
2016,39,21000,Ohio,Dayton city,0.7319914171860632,1
2016,39,61000,Ohio,Parma city,0.8277804410354745,1
2016,39,77000,Ohio,Toledo city,0.7943820795448774,1
2016,40,09050,Oklahoma,Broken Arrow city,0.9083654643955293,1
2016,40,23200,Oklahoma,Edmond city,0.9103074029537817,1
2016,40,41850,Oklahoma,Lawton city,0.8438098086124401,1
2016,40,52500,Oklahoma,Norman city,0.8463349519665342,1
2016,40,55000,Oklahoma,Oklahoma City city,0.8285306539000855,1
2016,40,75000,Oklahoma,Tulsa city,0.8004590896735027,1
2016,41,05350,Oregon,Beaverton city,0.9138840507588952,1
2016,41,05800,Oregon,Bend city,0.8639420869236379,1
2016,41,23850,Oregon,Eugene city,0.8364243377994793,1
2016,41,31250,Oregon,Gresham city,0.817282954144176,1
2016,41,34100,Oregon,Hillsboro city,0.8898206575888409,1
2016,41,47000,Oregon,Medford city,0.8467612726024262,1
2016,41,59000,Oregon,Portland city,0.8694753842304397,1
2016,41,64900,Oregon,Salem city,0.8342460993729215,1
2016,42,02000,Pennsylvania,Allentown city,0.7465465465465465,1
2016,42,06088,Pennsylvania,Bethlehem city,0.8230146651909241,1
2016,42,24000,Pennsylvania,Erie city,0.719046667332867,1
2016,42,60000,Pennsylvania,Philadelphia city,0.7320326436345774,1
2016,42,61000,Pennsylvania,Pittsburgh city,0.7927953044754219,1
2016,42,63624,Pennsylvania,Reading city,0.7561886271142142,1
2016,42,69000,Pennsylvania,Scranton city,0.7019359472429891,1
2016,44,19180,Rhode Island,Cranston city,0.8305514540668935,1
2016,44,54640,Rhode Island,Pawtucket city,0.7957607263142481,1
2016,44,59000,Rhode Island,Providence city,0.7447481519683685,1
2016,44,74300,Rhode Island,Warwick city,0.8249545557827767,1
2016,45,13330,South Carolina,Charleston city,0.7721851557368549,1
2016,45,16000,South Carolina,Columbia city,0.7994036668146927,1
2016,45,48535,South Carolina,Mount Pleasant town,0.9344574036511156,1
2016,45,50875,South Carolina,North Charleston city,0.6772105068442471,1
2016,46,59020,South Dakota,Sioux Falls city,0.8538006634934372,1
2016,47,14000,Tennessee,Chattanooga city,0.7494505798283321,1
2016,47,15160,Tennessee,Clarksville city,0.7924221674427098,1
2016,47,27740,Tennessee,Franklin city,0.934843390550345,1
2016,47,40000,Tennessee,Knoxville city,0.7693969508055059,1
2016,47,48000,Tennessee,Memphis city,0.6709576492471971,1
2016,47,51560,Tennessee,Murfreesboro city,0.8370298353284317,1
2016,47,52006,Tennessee,Nashville-Davidson metropolitan government (balance),0.8363847173144876,1
2016,48,01000,Texas,Abilene city,0.753417876673581,1
2016,48,01924,Texas,Allen city,0.9572547019827818,1
2016,48,03000,Texas,Amarillo city,0.7634795881478704,1
2016,48,04000,Texas,Arlington city,0.8071711440139492,1
2016,48,05000,Texas,Austin city,0.8528256075976225,1
2016,48,06128,Texas,Baytown city,0.7576900178606867,1
2016,48,07000,Texas,Beaumont city,0.6105341571359713,1
2016,48,10768,Texas,Brownsville city,0.4217224442721072,1
2016,48,10912,Texas,Bryan city,0.7750559091691037,1
2016,48,13024,Texas,Carrollton city,0.8541110816920915,1
2016,48,13552,Texas,Cedar Park city,0.9630430863529836,1
2016,48,15976,Texas,College Station city,0.8429348097161953,1
2016,48,16432,Texas,Conroe city,0.8072496726621184,1
2016,48,17000,Texas,Corpus Christi city,0.8179034520510452,1
2016,48,19000,Texas,Dallas city,0.7411385419014823,1
2016,48,19972,Texas,Denton city,0.8827228596646073,1
2016,48,22660,Texas,Edinburg city,0.7295816364309515,1
2016,48,24000,Texas,El Paso city,0.7829484131727249,1
2016,48,26232,Texas,Flower Mound town,0.9863789213808368,1
2016,48,27000,Texas,Fort Worth city,0.8341341888163228,1
2016,48,27684,Texas,Frisco city,0.9669868271673905,1
2016,48,29000,Texas,Garland city,0.8830215769951741,1
2016,48,30464,Texas,Grand Prairie city,0.8053356644488693,1
2016,48,35000,Texas,Houston city,0.7656752101300243,1
2016,48,37000,Texas,Irving city,0.8669195733370801,1
2016,48,39148,Texas,Killeen city,0.834443024209703,1
2016,48,41464,Texas,Laredo city,0.5856919927271687,1
2016,48,41980,Texas,League City city,0.9354132924161055,1
2016,48,42508,Texas,Lewisville city,0.8769501318929783,1
2016,48,43888,Texas,Longview city,0.8055865189167923,1
2016,48,45000,Texas,Lubbock city,0.7863053966833882,1
2016,48,45384,Texas,McAllen city,0.8674698795180723,1
2016,48,45744,Texas,McKinney city,0.8891047650950507,1
2016,48,47892,Texas,Mesquite city,0.8882071073914269,1
2016,48,48072,Texas,Midland city,0.8345305339443675,1
2016,48,48768,Texas,Mission city,0.73176248046714365,1
2016,48,50820,Texas,New Braunfels city,0.843087263877622,1
2016,48,53388,Texas,Odessa city,0.8319952570341642,1
2016,48,56000,Texas,Pasadena city,0.8763196327978302,1
2016,48,56348,Texas,Pearland city,0.9423664715329223,1
2016,48,57200,Texas,Pharr city,0.5763917957304311,1
2016,48,58016,Texas,Plano city,0.93434971997510885,1
2016,48,61796,Texas,Richardson city,0.9137022856479871,1
2016,48,63500,Texas,Round Rock city,0.9561791689152725,1
2016,48,64472,Texas,San Angelo city,0.7500464154046097,1
2016,48,65000,Texas,San Antonio city,0.7706532518056666,1
2016,48,70808,Texas,Sugar Land city,0.9555594283722552,1
2016,48,72176,Texas,Temple city,0.7814401259752344,1
2016,48,74144,Texas,Tyler city,0.7163424970118439,1
2016,48,76000,Texas,Waco city,0.7135262477588292,1
2016,48,79000,Texas,Wichita Falls city,0.7662563172217183,1
2016,49,43660,Utah,Layton city,0.8376231068443267,1
2016,49,44320,Utah,Lehi city,NA,NA
2016,49,55980,Utah,Ogden city,0.7707200729542983,1
2016,49,57300,Utah,Orem city,0.9044435978249575,1
2016,49,62470,Utah,Provo city,0.6673872457502211,1
2016,49,65330,Utah,St. George city,0.8028269613924288,1
2016,49,67000,Utah,Salt Lake City city,0.7974981164428048,1
2016,49,67440,Utah,Sandy city,0.8599558916194077,1
2016,49,70850,Utah,South Jordan city,0.8744458744458744,1
2016,49,82950,Utah,West Jordan city,0.9325469959454479,1
2016,49,83470,Utah,West Valley City city,0.8533422459893049,1
2016,51,01000,Virginia,Alexandria city,0.9057030411449016,1
2016,51,16000,Virginia,Chesapeake city,0.8824672520512451,1
2016,51,35000,Virginia,Hampton city,0.818478802532253,1
2016,51,47672,Virginia,Lynchburg city,0.7607188237429661,1
2016,51,56000,Virginia,Newport News city,0.8264476252439817,1
2016,51,57000,Virginia,Norfolk city,0.8293595722898419,1
2016,51,64000,Virginia,Portsmouth city,0.7599617643042469,1
2016,51,67000,Virginia,Richmond city,0.7093801797086278,1
2016,51,68000,Virginia,Roanoke city,0.7225973041480113,1
2016,51,76432,Virginia,Suffolk city,0.8222728226023909,1
2016,51,82000,Virginia,Virginia Beach city,0.8885702215267076,1
