year,state,place,state_name,place_name,share_digital_access,share_digital_access_quality
2016,01,03076,Alabama,Auburn city,NA,NA
2016,01,07000,Alabama,Birmingham city,0.7071029883373836,1
2016,01,35896,Alabama,Hoover city,0.9105263157894737,1
2016,01,37000,Alabama,Huntsville city,0.8329277377700521,1
2016,01,50000,Alabama,Mobile city,0.6783224731019851,1
2016,01,51000,Alabama,Montgomery city,0.7887736560402477,1
2016,01,77256,Alabama,Tuscaloosa city,0.7248643736402941,1
2016,02,03000,Alaska,Anchorage municipality,0.9130823095706373,1
2016,04,04720,Arizona,Avondale city,0.8285426902394677,1
2016,04,07940,Arizona,Buckeye city,NA,NA
2016,04,12000,Arizona,Chandler city,0.8913547532295462,1
2016,04,23620,Arizona,Flagstaff city,0.852182669994308,1
2016,04,27400,Arizona,Gilbert town,0.957899697071693,1
2016,04,27820,Arizona,Glendale city,0.7734025269703239,1
2016,04,28380,Arizona,Goodyear city,0.8994717728623308,1
2016,04,46000,Arizona,Mesa city,0.8569760485930562,1
2016,04,54050,Arizona,Peoria city,0.8857260868068701,1
2016,04,55000,Arizona,Phoenix city,0.8123546414894784,1
2016,04,65000,Arizona,Scottsdale city,0.9103860986745866,1
2016,04,71510,Arizona,Surprise city,0.9228795621218276,1
2016,04,73000,Arizona,Tempe city,0.8653604797099428,1
2016,04,77000,Arizona,Tucson city,0.8339265448047715,1
2016,04,85540,Arizona,Yuma city,0.81342980009298,1
2016,05,23290,Arkansas,Fayetteville city,0.812641949090051,1
2016,05,24550,Arkansas,Fort Smith city,0.7386713594368676,1
2016,05,35710,Arkansas,Jonesboro city,0.7998913375666407,1
2016,05,41000,Arkansas,Little Rock city,0.7688578677179985,1
2016,05,66080,Arkansas,Springdale city,0.6854130052724078,1
2016,06,00562,California,Alameda city,0.8850616388687454,1
2016,06,00884,California,Alhambra city,0.8546137339055794,1
2016,06,02000,California,Anaheim city,0.9024935771497657,1
2016,06,02252,California,Antioch city,0.8676931182858648,1
2016,06,02364,California,Apple Valley town,0.8903464934199566,1
2016,06,03526,California,Bakersfield city,0.8716986962156781,1
2016,06,04982,California,Bellflower city,0.7972914315478774,1
2016,06,06000,California,Berkeley city,0.892790485698164,1
2016,06,08786,California,Buena Park city,0.9049458713648907,1
2016,06,08954,California,Burbank city,0.8548767311658972,1
2016,06,11194,California,Carlsbad city,0.9303073967339097,1
2016,06,11530,California,Carson city,0.8553315238464522,1
2016,06,13014,California,Chico city,0.8455623838788052,1
2016,06,13210,California,Chino city,0.8906149188545337,1
2016,06,13214,California,Chino Hills city,0.9428119537168068,1
2016,06,13392,California,Chula Vista city,0.8401788068659828,1
2016,06,13588,California,Citrus Heights city,0.8751349616271266,1
2016,06,14218,California,Clovis city,0.8851830234303344,1
2016,06,15044,California,Compton city,0.7748686436904444,1
2016,06,16000,California,Concord city,0.8700924794974699,1
2016,06,16350,California,Corona city,0.887914901999409,1
2016,06,16532,California,Costa Mesa city,0.9028247698481391,1
2016,06,17918,California,Daly City city,0.8853771724953744,1
2016,06,19766,California,Downey city,0.8839980395760583,1
2016,06,21712,California,El Cajon city,0.8503097358769686,1
2016,06,22020,California,Elk Grove city,0.9226811103588355,1
2016,06,22230,California,El Monte city,0.764908803992807,1
2016,06,22804,California,Escondido city,0.8408755262635836,1
2016,06,23182,California,Fairfield city,0.8912351750072317,1
2016,06,24638,California,Folsom city,0.9334354597512492,1
2016,06,24680,California,Fontana city,0.8408274002903159,1
2016,06,26000,California,Fremont city,0.9131412449894551,1
2016,06,27000,California,Fresno city,0.7970027903396517,1
2016,06,28000,California,Fullerton city,0.8884847156787553,1
2016,06,29000,California,Garden Grove city,0.8585020327758917,1
2016,06,30000,California,Glendale city,0.8336155066455148,1
2016,06,32548,California,Hawthorne city,0.7196744024939383,1
2016,06,33000,California,Hayward city,0.8707852900069881,1
2016,06,33182,California,Hemet city,0.7099949092143221,1
2016,06,33434,California,Hesperia city,0.8603089321692411,1
2016,06,36000,California,Huntington Beach city,0.878604521633459,1
2016,06,36448,California,Indio city,0.7080648816654256,1
2016,06,36546,California,Inglewood city,0.8080776779258341,1
2016,06,36770,California,Irvine city,0.919583125709015,1
2016,06,37692,California,Jurupa Valley city,0.8342454728370221,1
2016,06,39496,California,Lake Forest city,0.9196501220504475,1
2016,06,39892,California,Lakewood city,0.9057082963799081,1
2016,06,40130,California,Lancaster city,0.7488484799935915,1
2016,06,41992,California,Livermore city,0.9258512471950308,1
2016,06,43000,California,Long Beach city,0.8357394771380054,1
2016,06,44000,California,Los Angeles city,0.8031053549204986,1
2016,06,45484,California,Manteca city,0.8541565973900435,1
2016,06,46842,California,Menifee city,0.8935432962810484,1
2016,06,46898,California,Merced city,0.8679658147888196,1
2016,06,47766,California,Milpitas city,0.9351552251858329,1
2016,06,48256,California,Mission Viejo city,0.9268423563081326,1
2016,06,48354,California,Modesto city,0.8535365698176821,1
2016,06,49270,California,Moreno Valley city,0.9091895149141308,1
2016,06,49670,California,Mountain View city,0.9039026180572547,1
2016,06,50076,California,Murrieta city,0.921389514313284,1
2016,06,50258,California,Napa city,0.8365259686177833,1
2016,06,51182,California,Newport Beach city,0.9313271398356135,1
2016,06,52526,California,Norwalk city,0.8260610794926162,1
2016,06,53000,California,Oakland city,0.8063814174742542,1
2016,06,53322,California,Oceanside city,0.8757919599112686,1
2016,06,53896,California,Ontario city,0.8442880456956344,1
2016,06,53980,California,Orange city,0.9054510371442354,1
2016,06,54652,California,Oxnard city,0.7792363964325083,1
2016,06,55156,California,Palmdale city,0.8514188807235726,1
2016,06,56000,California,Pasadena city,0.8408240039066033,1
2016,06,56700,California,Perris city,0.8497190197555182,1
2016,06,57456,California,Pittsburg city,0.9043834414159637,1
2016,06,57792,California,Pleasanton city,0.9447504534157318,1
2016,06,58072,California,Pomona city,0.813705884009802,1
2016,06,59444,California,Rancho Cordova city,0.874080695623908,1
2016,06,59451,California,Rancho Cucamonga city,0.9167159300344264,1
2016,06,59920,California,Redding city,0.8381772318490898,1
2016,06,60102,California,Redwood City city,0.8810616313999934,1
2016,06,60466,California,Rialto city,0.6784269238041217,1
2016,06,60620,California,Richmond city,0.8851469283813557,1
2016,06,62000,California,Riverside city,0.86590411558669,1
2016,06,62938,California,Roseville city,0.9172989690721649,1
2016,06,64000,California,Sacramento city,0.8296236054406917,1
2016,06,64224,California,Salinas city,0.7655955594031675,1
2016,06,65000,California,San Bernardino city,0.6815089779005525,1
2016,06,65042,California,San Buenaventura (Ventura) city,0.8650012306177701,1
2016,06,66000,California,San Diego city,0.881553519484554,1
2016,06,67000,California,San Francisco city,0.8676425901093663,1
2016,06,68000,California,San Jose city,0.9018183974260954,1
2016,06,68084,California,San Leandro city,0.8160791377190725,1
2016,06,68196,California,San Marcos city,0.9170556678046401,1
2016,06,68252,California,San Mateo city,0.910126582278481,1
2016,06,68378,California,San Ramon city,0.9711378496537316,1
2016,06,69000,California,Santa Ana city,0.8291113683473766,1
2016,06,69070,California,Santa Barbara city,0.8723503313797447,1
2016,06,69084,California,Santa Clara city,0.9269237700486574,1
2016,06,69088,California,Santa Clarita city,0.91354742490314,1
2016,06,69196,California,Santa Maria city,0.7979668232530828,1
2016,06,70000,California,Santa Monica city,0.8943192637258013,1
2016,06,70098,California,Santa Rosa city,0.8541166941839818,1
2016,06,72016,California,Simi Valley city,0.9251584592881521,1
2016,06,73080,California,South Gate city,0.8429425132564599,1
2016,06,75000,California,Stockton city,0.7513327977798875,1
2016,06,77000,California,Sunnyvale city,0.9025513378967019,1
2016,06,78120,California,Temecula city,0.9466068630764032,1
2016,06,78582,California,Thousand Oaks city,0.9219517403373906,1
2016,06,80000,California,Torrance city,0.8795277352930205,1
2016,06,80238,California,Tracy city,0.90704457074484,1
2016,06,80854,California,Tustin city,0.9145178254089145,1
