year,state,place,share_meps20_black,share_meps20_black_quality,share_meps20_hispanic,share_meps20_hispanic_quality,share_meps20_white,share_meps20_white_quality
2021,06,62000,0,1,0,1,0,1
2021,06,62938,0,1,0,1,0,1
2021,06,64000,0,1,0,1,0,1
2021,06,64224,0,1,0,1,0,1
2021,06,65000,0,1,0,1,0,1
2021,06,65042,0,1,0,1,0,1
2021,06,66000,0,1,0,1,0,1
2021,06,67000,0,1,0,1,0,1
2021,06,68000,0,1,0,1,0,1
2021,06,68084,0,1,0,1,0,1
2021,06,68196,0,1,0,1,0,1
2021,06,68252,0,1,0,1,0,1
2021,06,68378,0,1,0,1,0,1
2021,06,69000,0,1,0,1,0,1
2021,06,69070,0,1,0,1,0,1
2021,06,69084,0,1,0,1,0,1
2021,06,69088,0,1,0,1,0,1
2021,06,69196,0,1,0,1,0,1
2021,06,70000,0,1,0,1,0,1
2021,06,70098,0,1,0,1,0,1
2021,06,72016,0,1,0,1,0,1
2021,06,73080,0,1,0,1,0,1
2021,06,75000,0,1,0,1,0,1
2021,06,77000,0,1,0,1,0,1
2021,06,78120,0,1,0,1,0,1
2021,06,78582,0,1,0,1,0,1
2021,06,80000,0,1,0,1,0,1
2021,06,80238,0,1,0,1,0,1
2021,06,80854,0,1,0,1,0,1
2021,06,81344,0,1,0,1,0,1
2021,06,81554,0,1,0,1,0,1
2021,06,81666,0,1,0,1,0,1
2021,06,82590,0,1,0,1,0,1
2021,06,82954,0,1,0,1,0,1
2021,06,82996,0,1,0,1,0,1
2021,06,84200,0,1,0,1,0,1
2021,06,84550,0,1,0,1,0,1
2021,06,85292,0,1,0,1,0,1
2021,08,03455,0,1,0,1,0,1
2021,08,04000,0,1,0,1,0,1
2021,08,07850,0,1,0,1,0,1
2021,08,12815,0,1,0,1,0,1
2021,08,16000,0,1,0,1,0,1
2021,08,20000,0,1,0,1,0,1
2021,08,27425,0,1,0,1,0,1
2021,08,32155,0,1,0,1,0,1
2021,08,43000,0,1,0,1,0,1
2021,08,45970,0,1,0,1,0,1
2021,08,46465,0,1,0,1,0,1
2021,08,62000,0,1,0,1,0,1
2021,08,77290,0,1,0,1,0,1
2021,08,83835,0,1,0,1,0,1
2021,09,08000,0,1,0,1,0,1
2021,09,18430,0,1,0,1,0,1
2021,09,37000,0,1,0,1,0,1
2021,09,52000,0,1,0,1,0,1
2021,09,55990,0,1,0,1,0,1
2021,09,73000,0,1,0,1,0,1
2021,09,80000,0,1,0,1,0,1
2021,11,50000,0,1,0,1,0,1
2021,12,07300,0,1,0,1,0,1
2021,12,07875,0,1,0,1,0,1
2021,12,10275,0,1,0,1,0,1
2021,12,12875,0,1,0,1,0,1
2021,12,14400,0,1,0,1,0,1
2021,12,16475,0,1,0,1,0,1
2021,12,16725,0,1,0,1,0,1
2021,12,17200,0,1,0,1,0,1
2021,12,17935,0,1,0,1,0,1
2021,12,24000,0,1,0,1,0,1
2021,12,24125,0,1,0,1,0,1
2021,12,25175,0,1,0,1,0,1
2021,12,30000,0,1,0,1,0,1
2021,12,32000,0,1,0,1,0,1
2021,12,32275,0,1,0,1,0,1
2021,12,35000,0,1,0,1,0,1
2021,12,36950,0,1,0,1,0,1
2021,12,38250,0,1,0,1,0,1
2021,12,39425,0,1,0,1,0,1
2021,12,43975,0,1,0,1,0,1
2021,12,45000,0,1,0,1,0,1
2021,12,45025,0,1,0,1,0,1
2021,12,45060,0,1,0,1,0,1
2021,12,45975,0,1,0,1,0,1
2021,12,49675,0,1,0,1,0,1
2021,12,53000,0,1,0,1,0,1
2021,12,54000,0,1,0,1,0,1
2021,12,54200,0,1,0,1,0,1
2021,12,55775,0,1,0,1,0,1
2021,12,57425,0,1,0,1,0,1
2021,12,58050,0,1,0,1,0,1
2021,12,58715,0,1,0,1,0,1
2021,12,63000,0,2,0,1,0,1
2021,12,69700,0,1,0,1,0,1
2021,12,70600,0,1,0,1,0,1
2021,12,71000,0,1,0,1,0,1
2021,12,76600,0,1,0,1,0,1
2021,13,03440,0,1,0,1,0,1
2021,13,04000,0,1,0,1,0,1
2021,13,04204,0,1,0,1,0,1
2021,13,19000,0,1,0,1,0,1
2021,13,42425,0,1,0,1,0,1
2021,13,49008,0,1,0,1,0,1
2021,13,67284,0,1,0,1,0,1
2021,13,68516,0,1,0,1,0,1
2021,13,69000,0,1,0,1,0,1
2021,13,72122,NA,NA,NA,NA,NA,NA
2021,13,80508,0,1,0,1,0,1
2021,15,71550,NA,NA,NA,NA,NA,NA
2021,16,08830,0,1,0,1,0,1
2021,16,52120,0,1,0,1,0,1
2021,16,56260,0,1,0,1,0,1
2021,17,02154,0,1,0,1,0,1
2021,17,03012,0,1,0,1,0,1
2021,17,06613,0,1,0,1,0,1
2021,17,12385,0,1,0,1,0,1
2021,17,14000,0,1,0,1,0,1
2021,17,14351,0,1,0,1,0,1
2021,17,23074,0,1,0,1,0,1
2021,17,24582,0,1,0,1,0,1
2021,17,38570,0,1,0,1,0,1
2021,17,51622,0,1,0,1,0,1
2021,17,59000,0,1,0,1,0,1
2021,17,65000,0,1,0,1,0,1
2021,17,68003,0,1,0,1,0,1
2021,17,72000,0,1,0,1,0,1
2021,17,79293,0,1,0,1,0,1
2021,18,05860,0,1,0,1,0,1
2021,18,10342,0,1,0,1,0,1
2021,18,22000,0,1,0,1,0,1
2021,18,23278,0,1,0,1,0,1
2021,18,25000,0,1,0,1,0,1
2021,18,31000,0,1,0,1,0,1
2021,18,36003,NA,NA,NA,NA,NA,NA
2021,18,71000,0,1,0,1,0,1
2021,19,12000,0,1,0,1,0,1
2021,19,19000,0,1,0,1,0,1
2021,19,21000,0,1,0,1,0,1
2021,19,73335,0,1,0,1,0,1
2021,20,36000,0,1,0,1,0,1
2021,20,38900,0,1,0,1,0,1
2021,20,52575,0,1,0,1,0,1
2021,20,53775,0,1,0,1,0,1
2021,20,71000,0,1,0,1,0,1
2021,20,79000,0,1,0,1,0,1
2021,21,46027,0,1,0,1,0,1
2021,21,48006,0,1,0,1,0,1
2021,22,05000,0,1,0,1,0,1
2021,22,40735,0,1,0,1,0,1
2021,22,41155,0,1,0,1,0,1
2021,22,55000,0,1,0,1,0,1
2021,22,70000,0,1,0,1,0,1
2021,24,04000,0,1,0,1,0,1
2021,24,30325,0,1,0,1,0,1
2021,25,07000,0,1,0,1,0,1
2021,25,09000,0,1,0,1,0,1
2021,25,11000,0,1,0,1,0,1
2021,25,23000,0,1,0,1,0,1
2021,25,34550,0,1,0,1,0,1
2021,25,37000,0,1,0,1,0,1
2021,25,37490,0,1,0,1,0,1
2021,25,45000,0,1,0,1,0,1
2021,25,45560,0,1,0,1,0,1
2021,25,55745,0,1,0,1,0,1
2021,25,62535,0,1,0,1,0,1
2021,25,67000,0,1,0,1,0,1
2021,25,82000,0,1,0,1,0,1
2021,26,03000,0,1,0,1,0,1
2021,26,21000,0,1,0,1,0,1
2021,26,22000,0,1,0,1,0,1
2021,26,27440,0,1,0,1,0,1
2021,26,29000,0,1,0,1,0,1
2021,26,34000,0,1,0,1,0,1
2021,26,46000,0,1,0,1,0,1
2021,26,49000,0,1,0,1,0,1
2021,26,69035,0,1,0,1,0,1
2021,26,74900,0,1,0,1,0,1
2021,26,76460,0,1,0,1,0,1
2021,26,80700,0,1,0,1,0,1
2021,26,84000,0,1,0,1,0,1
2021,26,86000,0,1,0,1,0,1
2021,26,88940,0,1,0,1,0,1
2021,27,06616,0,1,0,1,0,1
2021,27,07966,0,1,0,1,0,1
2021,27,17000,0,1,0,1,0,1
2021,27,43000,0,1,0,1,0,1
2021,27,51730,0,1,0,1,0,1
2021,27,54880,0,1,0,1,0,1
2021,27,58000,NA,NA,NA,NA,NA,NA
2021,27,71428,0,1,0,1,0,1
2021,28,36000,0,1,0,1,0,1
2021,29,15670,0,1,0,1,0,1
2021,29,35000,0,1,0,1,0,1
2021,29,38000,0,1,0,1,0,1
2021,29,41348,0,1,0,1,0,1
2021,29,54074,0,1,0,1,0,1
2021,29,65000,0,1,0,1,0,1
2021,29,70000,0,1,0,1,0,1
2021,30,06550,0,1,0,1,0,1
2021,31,28000,0,1,0,1,0,1
2021,31,37000,0,1,0,1,0,1
2021,32,31900,0,1,0,1,0,1
2021,32,40000,0,1,0,1,0,1
2021,32,51800,0,1,0,1,0,1
2021,32,60600,0,1,0,1,0,1
2021,32,68400,0,1,0,1,0,1
2021,33,45140,0,1,0,1,0,1
2021,33,50260,0,1,0,1,0,1
2021,34,13690,0,1,0,1,0,1
2021,34,21000,0,1,0,1,0,1
2021,34,36000,0,1,0,1,0,1
2021,34,51000,0,1,0,1,0,1
2021,34,57000,0,1,0,1,0,1
2021,34,74000,0,1,0,1,0,1
2021,35,02000,0,1,0,1,0,1
2021,35,39380,0,1,0,1,0,1
2021,35,63460,0,1,0,1,0,1
2021,35,70500,0,1,0,1,0,1
2021,36,01000,0,1,0,1,0,1
2021,36,11000,0,1,0,1,0,1
2021,36,50617,0,1,0,1,0,1
2021,36,51000,0,1,0,1,0,1
2021,36,63000,0,1,0,1,0,1
2021,36,73000,0,1,0,1,0,1
2021,36,84000,0,1,0,1,0,1
2021,37,02140,0,1,0,1,0,1
2021,37,10740,0,1,0,1,0,1
2021,37,12000,0,1,0,1,0,1
2021,37,14100,0,1,0,1,0,1
2021,37,19000,0,1,0,1,0,1
2021,37,22920,0,1,0,1,0,1
2021,37,25580,0,1,0,1,0,1
2021,37,28000,0,1,0,1,0,1
2021,37,28080,0,1,0,1,0,1
2021,37,31400,0,1,0,1,0,1
2021,37,55000,0,1,0,1,0,1
2021,37,74440,0,1,0,1,0,1
2021,37,75000,0,1,0,1,0,1
2021,38,25700,0,1,0,1,0,1
2021,39,01000,0,1,0,1,0,1
2021,39,15000,0,1,0,1,0,1
2021,39,16000,0,1,0,1,0,1
2021,39,18000,0,1,0,1,0,1
2021,39,21000,0,1,0,1,0,1
2021,39,61000,0,1,0,1,0,1
2021,39,77000,0,1,0,1,0,1
2021,40,09050,0,1,0,1,0,1
2021,40,23200,0,1,0,1,0,1
2021,40,41850,0,1,0,1,0,1
2021,40,52500,0,1,0,1,0,1
2021,40,55000,0,1,0,1,0,1
2021,40,75000,0,1,0,1,0,1
2021,41,05350,0,1,0,1,0,1
2021,41,05800,0,1,0,1,0,1
2021,41,23850,0,1,0,1,0,1
2021,41,31250,0,1,0,1,0,1
2021,41,34100,0,1,0,1,0,1
2021,41,47000,0,1,0,1,0,1
2021,41,59000,0,1,0,1,0,1
2021,41,64900,0,1,0,1,0,1
2021,42,02000,0,1,0,1,0,1
2021,42,06088,0,1,0,1,0,1
2021,42,24000,0,1,0,1,0,1
2021,42,60000,0,1,0,1,0,1
2021,42,61000,0,1,0,1,0,1
2021,42,63624,0,1,0,1,0,1
2021,42,69000,0,1,0,1,0,1
2021,44,19180,0,1,0,1,0,1
2021,44,54640,0,1,0,1,0,1
2021,44,59000,0,1,0,1,0,1
2021,44,74300,0,1,0,1,0,1
2021,45,13330,0,1,0,1,0,1
2021,45,16000,0,1,0,1,0,1
2021,45,48535,0,1,0,1,0,1
2021,45,50875,0,1,0,1,0,1
2021,46,59020,0,1,0,1,0,1
2021,47,14000,0,1,0,1,0,1
2021,47,15160,0,1,0,1,0,1
2021,47,27740,0,1,0,1,0,1
2021,47,40000,0,1,0,1,0,1
2021,47,48000,0,1,0,1,0,1
2021,47,51560,0,1,0,1,0,1
2021,47,52006,0,1,0,1,0,1
2021,48,01000,0,1,0,1,0,1
2021,48,01924,0,1,0,1,0,1
2021,48,03000,0,1,0,1,0,1
2021,48,04000,0,1,0,1,0,1
2021,48,05000,0,1,0,1,0,1
2021,48,06128,0,1,0,1,0,1
2021,48,07000,0,1,0,1,0,1
2021,48,10768,0,1,0,1,0,1
2021,48,10912,0,1,0,1,0,1
2021,48,13024,0,1,0,1,0,1
2021,48,13552,0,1,0,1,0,1
2021,48,15976,0,1,0,1,0,1
2021,48,16432,0,1,0,1,0,1
2021,48,17000,0,1,0,1,0,1
2021,48,19000,0,1,0,1,0,1
2021,48,19972,0,1,0,1,0,1
2021,48,22660,0,1,0,1,0,1
2021,48,24000,0,1,0,1,0,1
2021,48,26232,0,1,0,1,0,1
2021,48,27000,0,1,0,1,0,1
2021,48,27684,0,1,0,1,0,1
2021,48,29000,0,1,0,1,0,1
2021,48,30464,0,1,0,1,0,1
2021,48,35000,0,1,0,1,0,1
2021,48,37000,0,1,0,1,0,1
2021,48,39148,0,1,0,1,0,1
2021,48,41464,0,1,0,1,0,1
2021,48,41980,0,1,0,1,0,1
2021,48,42508,0,1,0,1,0,1
2021,48,43888,0,1,0,1,0,1
2021,48,45000,0,1,0,1,0,1
2021,48,45384,0,1,0,1,0,1
2021,48,45744,0,1,0,1,0,1
2021,48,47892,0,1,0,1,0,1
2021,48,48072,0,1,0,1,0,1
2021,48,48768,0,1,0,1,0,1
2021,48,50820,0,1,0,1,0,1
2021,48,53388,0,1,0,1,0,1
2021,48,56000,0,1,0,1,0,1
2021,48,56348,0,1,0,1,0,1
2021,48,57200,0,1,0,1,0,1
2021,48,58016,0,1,0,1,0,1
2021,48,61796,0,1,0,1,0,1
2021,48,63500,0,1,0,1,0,1
2021,48,64472,0,1,0,1,0,1
2021,48,65000,0,1,0,1,0,1
2021,48,70808,0,1,0,1,0,1
2021,48,72176,0,1,0,1,0,1
2021,48,74144,0,1,0,1,0,1
2021,48,76000,0,1,0,1,0,1
2021,48,79000,0,1,0,1,0,1
2021,49,43660,0,1,0,1,0,1
2021,49,44320,0,1,0,1,0,1
2021,49,55980,0,1,0,1,0,1
2021,49,57300,0,1,0,1,0,1
2021,49,62470,0,1,0,1,0,1
2021,49,65330,0,3,0,1,0,1
2021,49,67000,0,1,0,1,0,1
2021,49,67440,0,1,0,1,0,1
2021,49,70850,0,1,0,1,0,1
2021,49,82950,0,1,0,1,0,1
2021,49,83470,0,1,0,1,0,1
2021,51,01000,0,1,0,1,0,1
2021,51,16000,0,1,0,1,0,1
2021,51,35000,0,1,0,1,0,1
2021,51,47672,0,1,0,1,0,1
2021,51,56000,0,1,0,1,0,1
2021,51,57000,0,1,0,1,0,1
2021,51,64000,0,1,0,1,0,1
2021,51,67000,0,1,0,1,0,1
2021,51,68000,0,1,0,1,0,1
2021,51,76432,0,1,0,1,0,1
2021,51,82000,0,1,0,1,0,1
2021,53,03180,0,1,0,1,0,1
2021,53,05210,0,1,0,1,0,1
2021,53,05280,0,1,0,1,0,1
2021,53,22640,0,1,0,1,0,1
2021,53,23515,0,1,0,1,0,1
2021,53,35275,0,1,0,1,0,1
2021,53,35415,0,1,0,1,0,1
2021,53,35940,0,1,0,1,0,1
2021,53,53545,0,1,0,1,0,1
2021,53,57745,0,1,0,1,0,1
2021,53,63000,0,1,0,1,0,1
2021,53,67000,0,1,0,1,0,1
2021,53,67167,0,1,0,1,0,1
2021,53,70000,0,1,0,1,0,1
2021,53,74060,0,1,0,1,0,1
2021,53,80010,0,1,0,1,0,1
2021,55,02375,0,1,0,1,0,1
2021,55,31000,0,1,0,1,0,1
2021,55,39225,0,1,0,1,0,1
2021,55,48000,0,1,0,1,0,1
2021,55,53000,0,1,0,1,0,1
2021,55,66000,0,1,0,1,0,1
2020,01,03076,0,1,0,1,0,1
2020,01,07000,0.916463492878224,1,0.7433173406442769,1,0.1169953467759805,1
2020,01,35896,0,1,0,1,0,1
2020,01,37000,0.45612090680100753,1,0.4551228942281138,1,0.07857657101717577,1
2020,01,50000,0.7112104978620927,1,0.5265405735204393,1,0.3684597475799534,1
2020,01,51000,0.7920392534507268,1,0.8919047619047619,1,0.3958431743032593,1
2020,01,77256,0.5795861011752683,1,0.5994194484760522,1,0.09173239848086474,1
2020,02,03000,0.31596269884805267,1,0.19412724306688417,1,0.05435105435105435,1
2020,04,04720,0.10269445856634468,1,0.12021732476277931,1,0.06555213374395072,1
2020,04,07940,0.05726141078838174,1,0.05996055226824457,1,0.027031324534902212,1
2020,04,12000,5.347593582887701e-4,1,0.0029992942836979536,1,0.00119194773088469,1
2020,04,23620,0.1,1,0.10358565737051793,1,0.022160148975791435,1
2020,04,27400,0,1,0,1,0,1
2020,04,27820,0.2413946258050189,1,0.19519298245614036,1,0.06112445468359394,1
2020,04,28380,0.04247572815533981,1,0.040672859653527495,1,0.005025914873566829,1
2020,04,46000,0.1805091283106197,1,0.16504252802343267,1,0.03414917531762269,1
2020,04,54050,0.15740120562625587,1,0.1965065502183406,1,0.05093224192814916,1
2020,04,55000,0.38689104453614875,1,0.44368167340965825,1,0.06920947400799754,1
2020,04,65000,0,1,0,1,0,1
2020,04,71510,0.057304785894206546,1,0.07127609108159393,1,0.01266112424681565,1
2020,04,73000,0.220180420982292,1,0.16433021806853582,1,0.03751453027581105,1
2020,04,77000,0.48793774319066147,1,0.48399148594138397,1,0.16387121045866382,1
2020,04,85540,0.29461756373937675,1,0.28781182478884304,1,0.13846153846153847,1
2020,05,23290,0.10693069306930693,1,0.08256172839506173,1,0.034980011422044544,1
2020,05,24550,0.7041719342604298,1,0.8272690106295993,1,0.40443313953488375,1
2020,05,35710,0.8434607645875252,1,0.7838205302515295,1,0.3849388881587594,1
2020,05,41000,0.6252496520002421,1,0.6645909383723427,1,0.1657423877785916,1
2020,05,66080,0.6563106796116505,1,0.7713113225144562,1,0.49282296650717705,1
2020,06,00562,0,1,0,1,0,1
2020,06,00884,0,1,0,1,0,1
2020,06,02000,0.17341640706126688,1,0.24937485792225506,1,0.07212968471148126,1
2020,06,02252,0.24560061208875286,1,0.29108727320884653,1,0.15828877005347594,1
2020,06,02364,0.41363636363636364,1,0.28748975689702266,1,0.16535908267954133,1
2020,06,03526,0.5123642548737407,1,0.5181750557897347,1,0.20060462997473807,1
2020,06,04982,0.0981067125645439,1,0.09352869352869353,1,0.0593607305936073,1
2020,06,06000,0,1,0,1,0,1
2020,06,08786,0.07636363636363637,1,0.08723441008809811,1,0.013458950201884253,1
2020,06,08954,0,1,0,1,0,1
2020,06,11194,0,1,0,1,0,1
2020,06,11530,0.0666908300108735,1,0.1499083129584352,1,0.07105263157894737,1
2020,06,13014,0.05704697986577181,1,0.04309656823623304,1,0.02239577351556219,1
2020,06,13210,0.01182033096926714,1,0.04268018018018018,1,0.007851534618129907,1
2020,06,13214,0,1,0,1,0,1
2020,06,13392,0.06062149770759042,1,0.14689140032765946,1,0.047324040612631214,1
2020,06,13588,0,1,0,1,0,1
2020,06,14218,0.07142857142857142,1,0.06474957151018854,1,0.026867167919799498,1
2020,06,15044,1,1,1,1,1,1
2020,06,16000,0.0338680926916221,1,0.06024930747922438,1,0.004417797412432944,1
2020,06,16350,0.014810045074050225,1,0.07963655799037947,1,0.005754385964912281,1
2020,06,16532,0.04790419161676647,1,0.12987783181117304,1,0.008859357696566999,1
2020,06,17918,0,1,0,1,0,1
2020,06,19766,0,1,0,1,0,1
2020,06,21712,0.4601542416452442,1,0.28738167447844865,1,0.2316136853448276,1
2020,06,22020,0,1,0,1,0,1
2020,06,22230,0.5833333333333334,1,0.6926702961094144,1,0.39655172413793105,1
2020,06,22804,0.16052060737527116,1,0.2968289276291966,1,0.031471631205673756,1
2020,06,23182,0.15274803711634546,1,0.21654395842355997,1,0.048932847475273294,1
2020,06,24638,0,1,0,1,0,1
2020,06,24680,0.16418495297805644,1,0.2722379370005218,1,0.2184137106416899,1
2020,06,26000,0,1,0,1,0,1
2020,06,27000,0.5326276608119112,1,0.5646166058958869,1,0.20468807678110004,1
2020,06,28000,0.06143344709897611,1,0.10450432534553047,1,0.01622849724115547,1
2020,06,29000,0.1643835616438356,1,0.1865432538269847,1,0.0330820770519263,1
2020,06,30000,0.06046511627906977,1,0.08140120967741936,1,0.06383810734187115,1
2020,06,32548,0.3975806451612903,1,0.3565924657534247,1,0.09397590361445783,1
2020,06,33000,0,1,0,1,0,1
2020,06,33182,0.4397590361445783,1,0.3779029924617376,1,0.2452737539896882,1
2020,06,33434,0.3918918918918919,1,0.2624513035660773,1,0.16354816354816354,1
2020,06,36000,0,1,0.07699832308552264,1,0.0013253224951404843,1
2020,06,36448,0.4675324675324675,1,0.5356044667421913,1,0.18327067669172933,1
2020,06,36546,0.47726136931534235,1,0.8090823592637377,1,0.49230769230769234,1
2020,06,36770,0,1,0,1,0,1
2020,06,37692,0.08904109589041095,1,0.11405502392344498,1,0.02390710382513661,1
2020,06,39496,0,1,0,1,0,1
2020,06,39892,9.302325581395349e-4,1,0.04320511407472721,1,0.002530044275774826,1
2020,06,40130,0.5952999220981563,1,0.5930138509756344,1,0.3780487804878049,1
2020,06,41992,0,1,0,1,0,1
2020,06,43000,0.33015665796344645,1,0.36880059680048627,1,0.042933576928096046,1
2020,06,44000,0.7333635422061108,1,0.8640501803703481,1,0.17583828012193164,1
2020,06,45484,0.06072106261859583,1,0.1144564467938405,1,0.060350030175015085,1
2020,06,46842,0,1,0,1,0,1
2020,06,46898,0.4034917555771096,1,0.43560166541533,1,0.25387780943336496,1
2020,06,47766,0,1,0,1,0,1
2020,06,48256,0,1,0,1,0,1
2020,06,48354,0.1823020625415835,1,0.26346396149000095,1,0.0833555259653795,1
2020,06,49270,0.3599309153713299,1,0.4046021093000959,1,0.29465449804432853,1
2020,06,49670,0,1,0,1,0,1
2020,06,50076,0,1,0,1,0,1
2020,06,50258,0,1,0,1,0,1
2020,06,51182,0,1,0,1,0,1
2020,06,52526,0.07586206896551724,1,0.10726421158967765,1,0.07395498392282958,1
2020,06,53000,0.4558055805580558,1,0.6867024448419797,1,0.11292270531400966,1
2020,06,53322,0.17325800376647835,1,0.12364830072090628,1,0.01988910318225651,1
2020,06,53896,0.22053872053872053,1,0.2728047740835465,1,0.11054172767203514,1
2020,06,53980,0,1,0,1,0,1
2020,06,54652,0.15777777777777777,1,0.33713946954661445,1,0.3485915492957746,1
2020,06,55156,0.4720575783234547,1,0.4796502095099289,1,0.312625250501002,1
2020,06,56000,0.09558823529411764,1,0.1505121159130652,1,0.019766852508869743,1
2020,06,56700,0.3796542553191489,1,0.5579573775494634,1,0.42924528301886794,1
2020,06,57456,0.05096952908587258,1,0.06248313090418354,1,0.07537688442211055,1
2020,06,57792,0,1,0,1,0,1
2020,06,58072,0.7698695136417556,1,0.8397996837111228,1,0.68,1
2020,06,59444,0.21265822784810126,1,0.2594915813799934,1,0.10146561443066517,1
2020,06,59451,0,1,0,1,0,1
2020,06,59920,0.3125,1,0.22351959966638865,1,0.1320500879644003,1
2020,06,60102,0.19718309859154928,1,0.2316409124356144,1,0.015654118524040254,1
2020,06,60466,0.5303983228511531,1,0.5706586180877439,1,0.41156462585034015,1
2020,06,60620,0.30822212656048215,1,0.284992255645227,1,0.1843501326259947,1
2020,06,62000,0.11039161270428616,1,0.1648235152391278,1,0.04419178376059208,1
2020,06,62938,0,1,0,1,0,1
2020,06,64000,0.5036418045282592,1,0.48960351847416667,1,0.25581290147471275,1
2020,06,64224,0.12875536480686695,1,0.3389061178460671,1,0.06749418153607448,1
2020,06,65000,0.8456755228942906,1,0.8421805136737028,1,0.6303501945525292,1
2020,06,65042,0,1,0,1,0,1
2020,06,66000,0.32582768819769103,1,0.277573122091735,1,0.015991340074298227,1
2020,06,67000,0.1114076050700467,1,0.03484671687705527,1,0.007180081065431384,1
2020,06,68000,0.04284257055423325,1,0.09155336557471788,1,0.004885278296190581,1
