year,state,county,share_meps20_black,share_meps20_black_quality,share_meps20_hispanic,share_meps20_hispanic_quality,share_meps20_white,share_meps20_white_quality
2021,01,001,0,1,0,1,0,1
2021,01,003,0,1,0,1,0,1
2021,01,005,0,1,0,1,0,1
2021,01,007,0,1,0,1,0,1
2021,01,009,0,1,0,1,0,1
2021,01,011,0,1,0,1,0,2
2021,01,013,0,1,0,1,0,1
2021,01,015,0,1,0,1,0,1
2021,01,017,0,1,0,1,0,1
2021,01,019,0,1,0,1,0,1
2021,01,021,0,1,0,1,0,1
2021,01,023,0,1,0,3,0,1
2021,01,025,0,1,0,1,0,1
2021,01,027,0,1,0,1,0,1
2021,01,029,0,1,0,1,0,1
2021,01,031,0,1,0,1,0,1
2021,01,033,0,1,0,1,0,1
2021,01,035,0,1,0,1,0,1
2021,01,037,0,1,0,1,0,1
2021,01,039,0,1,0,1,0,1
2021,01,041,0,1,0,1,0,1
2021,01,043,0,1,0,1,0,1
2021,01,045,0,1,0,1,0,1
2021,01,047,0,1,0,1,0,1
2021,01,049,0,1,0,1,0,1
2021,01,051,0,1,0,1,0,1
2021,01,053,0,1,0,1,0,1
2021,01,055,0,1,0,1,0,1
2021,01,057,0,1,0,1,0,1
2021,01,059,0,1,0,1,0,1
2021,01,061,0,1,0,1,0,1
2021,01,063,0,1,0,2,NA,NA
2021,01,065,0,1,0,1,0,1
2021,01,067,0,1,0,1,0,1
2021,01,069,0,1,0,1,0,1
2021,01,071,0,1,0,1,0,1
2021,01,073,0,1,0,1,0,1
2021,01,075,0,1,0,1,0,1
2021,01,077,0,1,0,1,0,1
2021,01,079,0,1,0,1,0,1
2021,01,081,0,1,0,1,0,1
2021,01,083,0,1,0,1,0,1
2021,01,085,0,1,0,1,0,2
2021,01,087,0,1,0,2,0,1
2021,01,089,0,1,0,1,0,1
2021,01,091,0,1,0,1,0,1
2021,01,093,0,1,0,1,0,1
2021,01,095,0,1,0,1,0,1
2021,01,097,0,1,0,1,0,1
2021,01,099,0,1,0,1,0,1
2021,01,101,0,1,0,1,0,1
2021,01,103,0,1,0,1,0,1
2021,01,105,0,1,0,3,0,1
2021,01,107,0,1,0,1,0,1
2021,01,109,0,1,0,1,0,1
2021,01,111,0,1,0,1,0,1
2021,01,113,0,1,0,1,0,1
2021,01,115,0,1,0,1,0,1
2021,01,117,0,1,0,1,0,1
2021,01,119,0,1,0,3,0,1
2021,01,121,0,1,0,1,0,1
2021,01,123,0,1,0,1,0,1
2021,01,125,0,1,0,1,0,1
2021,01,127,0,1,0,1,0,1
2021,01,129,0,1,0,2,0,1
2021,01,131,0,1,0,3,0,2
2021,01,133,0,1,0,1,0,1
2021,02,013,NA,NA,NA,NA,0,2
2021,02,016,NA,NA,0,1,0,1
2021,02,020,0,1,0,1,0,1
2021,02,050,0,3,0,3,0,1
2021,02,060,0,3,0,3,0,2
2021,02,063,0,3,0,2,0,1
2021,02,066,0,3,0,3,0,1
2021,02,068,0,1,0,1,0,1
2021,02,070,0,3,0,2,0,1
2021,02,090,0,1,0,1,0,1
2021,02,100,0,3,0,3,0,1
2021,02,105,0,3,0,3,0,1
2021,02,110,0,1,0,1,0,1
2021,02,122,0,1,0,1,0,1
2021,02,130,0,2,0,1,0,1
2021,02,150,0,2,0,1,0,1
2021,02,158,0,3,NA,NA,0,3
2021,02,164,0,3,NA,NA,0,1
2021,02,170,0,1,0,1,0,1
2021,02,180,0,3,0,2,0,1
2021,02,185,0,3,NA,NA,0,1
2021,02,188,0,3,0,3,0,2
2021,02,195,0,3,0,2,0,1
2021,02,198,0,3,0,2,0,1
2021,02,220,0,3,0,1,0,1
2021,02,230,0,3,0,3,0,1
2021,02,240,0,3,0,1,0,1
2021,02,275,0,3,0,3,0,1
2021,02,282,NA,NA,0,3,0,2
2021,02,290,0,1,0,1,0,1
2021,04,001,0,2,0,1,0,1
2021,04,003,0,1,0,1,0,1
2021,04,005,0,1,0,1,0,1
2021,04,007,0,1,0,1,0,1
2021,04,009,0,1,0,1,0,1
2021,04,011,0,2,0,1,0,1
2021,04,012,0,3,0,1,0,1
2021,04,013,0,1,0,1,0,1
2021,04,015,0,1,0,1,0,1
2021,04,017,0,1,0,1,0,1
2021,04,019,0,1,0,1,0,1
2021,04,021,0,1,0,1,0,1
2021,04,023,0,2,0,1,0,1
2021,04,025,0,1,0,1,0,1
2021,04,027,0,1,0,1,0,1
2021,05,001,0,1,0,1,0,1
2021,05,003,0,1,0,1,0,1
2021,05,005,0,2,0,1,0,1
2021,05,007,0,1,0,1,0,1
2021,05,009,0,2,0,1,0,1
2021,05,011,0,1,0,1,0,1
2021,05,013,0,1,0,2,0,1
2021,05,015,0,2,0,1,0,1
2021,05,017,0,1,0,1,0,1
2021,05,019,0,1,0,1,0,1
2021,05,021,0,2,0,1,0,1
2021,05,023,0,2,0,1,0,1
2021,05,025,0,1,0,1,0,1
2021,05,027,0,1,0,1,0,1
2021,05,029,0,1,0,1,0,1
2021,05,031,0,1,0,1,0,1
2021,05,033,0,1,0,1,0,1
2021,05,035,0,1,0,1,0,1
2021,05,037,0,1,0,1,0,1
2021,05,039,0,1,0,1,0,1
2021,05,041,0,1,0,1,0,1
2021,05,043,0,1,0,1,0,1
2021,05,045,0,1,0,1,0,1
2021,05,047,0,3,0,1,0,1
2021,05,049,0,3,0,2,0,1
2021,05,051,0,1,0,1,0,1
2021,05,053,0,1,0,1,0,1
2021,05,055,0,1,0,1,0,1
2021,05,057,0,1,0,1,0,1
2021,05,059,0,1,0,1,0,1
2021,05,061,0,1,0,1,0,1
2021,05,063,0,1,0,1,0,1
2021,05,065,0,3,0,1,0,1
2021,05,067,0,1,0,1,0,1
2021,05,069,0,1,0,1,0,1
2021,05,071,0,1,0,1,0,1
2021,05,073,0,1,0,2,0,1
2021,05,075,0,3,0,1,0,1
2021,05,077,0,1,0,2,0,1
2021,05,079,0,1,0,1,0,1
2021,05,081,0,1,0,1,0,1
2021,05,083,0,1,0,1,0,1
2021,05,085,0,1,0,1,0,1
2021,05,087,0,3,0,1,0,1
2021,05,089,0,3,0,1,0,1
2021,05,091,0,1,0,1,0,1
2021,05,093,0,1,0,1,0,1
2021,05,095,0,1,0,1,0,1
2021,05,097,0,3,0,1,0,1
2021,05,099,0,1,0,1,0,1
2021,05,101,0,3,0,2,0,1
2021,05,103,0,1,0,1,0,1
2021,05,105,0,2,0,1,0,1
2021,05,107,0,1,0,1,0,1
2021,05,109,0,1,0,1,0,1
2021,05,111,0,1,0,1,0,1
2021,05,113,0,2,0,1,0,1
2021,05,115,0,1,0,1,0,1
2021,05,117,0,1,0,2,0,1
2021,05,119,0,1,0,1,0,1
2021,05,121,0,2,0,1,0,1
2021,05,123,0,1,0,1,0,1
2021,05,125,0,1,0,1,0,1
2021,05,127,0,2,0,1,0,1
2021,05,129,0,3,0,2,0,1
2021,05,131,0,1,0,1,0,1
2021,05,133,0,1,0,1,0,1
2021,05,135,0,1,0,1,0,1
2021,05,137,0,3,0,1,0,1
2021,05,139,0,1,0,1,0,1
2021,05,141,0,2,0,1,0,1
2021,05,143,0,1,0,1,0,1
2021,05,145,0,1,0,1,0,1
2021,05,147,0,1,0,2,0,1
2021,05,149,0,1,0,1,0,1
2021,06,001,0,1,0,1,0,1
2021,06,003,NA,NA,0,3,0,2
2021,06,005,0,2,0,1,0,1
2021,06,007,0,1,0,1,0,1
2021,06,009,0,1,0,1,0,1
2021,06,011,0,1,0,1,0,1
2021,06,013,0,1,0,1,0,1
2021,06,015,0,2,0,1,0,1
2021,06,017,0,1,0,1,0,1
2021,06,019,0,1,0,1,0,1
2021,06,021,0,1,0,1,0,1
2021,06,023,0,1,0,1,0,1
2021,06,025,0,1,0,1,0,1
2021,06,027,0,2,0,1,0,1
2021,06,029,0,1,0,1,0,1
2021,06,031,0,1,0,1,0,1
2021,06,033,0,1,0,1,0,1
2021,06,035,0,1,0,1,0,1
2021,06,037,0,1,0,1,0,1
2021,06,039,0,1,0,1,0,1
2021,06,041,0,1,0,1,0,1
2021,06,043,0,3,0,1,0,1
2021,06,045,0,1,0,1,0,1
2021,06,047,0,1,0,1,0,1
2021,06,049,0,3,0,1,0,1
2021,06,051,NA,NA,0,1,0,1
2021,06,053,0,1,0,1,0,1
2021,06,055,0,1,0,1,0,1
2021,06,057,0,1,0,1,0,1
2021,06,059,0,1,0,1,0,1
2021,06,061,0,1,0,1,0,1
2021,06,063,0,2,0,1,0,1
2021,06,065,0,1,0,1,0,1
2021,06,067,0,1,0,1,0,1
2021,06,069,0,1,0,1,0,1
2021,06,071,0,1,0,1,0,1
2021,06,073,0,1,0,1,0,1
2021,06,075,0,1,0,1,0,1
2021,06,077,0,1,0,1,0,1
2021,06,079,0,1,0,1,0,1
2021,06,081,0,1,0,1,0,1
2021,06,083,0,1,0,1,0,1
2021,06,085,0,1,0,1,0,1
2021,06,087,0,1,0,1,0,1
2021,06,089,0,1,0,1,0,1
2021,06,091,0,3,0,1,0,1
2021,06,093,0,1,0,1,0,1
2021,06,095,0,1,0,1,0,1
2021,06,097,0,1,0,1,0,1
2021,06,099,0,1,0,1,0,1
2021,06,101,0,1,0,1,0,1
2021,06,103,0,1,0,1,0,1
2021,06,105,0,3,0,1,0,1
2021,06,107,0,1,0,1,0,1
2021,06,109,0,1,0,1,0,1
2021,06,111,0,1,0,1,0,1
2021,06,113,0,1,0,1,0,1
2021,06,115,0,1,0,1,0,1
2021,08,001,0,1,0,1,0,1
2021,08,003,0,3,0,1,0,1
2021,08,005,0,1,0,1,0,1
2021,08,007,0,3,0,1,0,1
2021,08,009,0,3,0,1,0,1
2021,08,011,0,3,0,1,0,1
2021,08,013,0,1,0,1,0,1
2021,08,014,0,1,0,1,0,1
2021,08,015,0,3,0,1,0,1
2021,08,017,0,3,0,1,0,1
2021,08,019,0,3,0,1,0,1
2021,08,021,0,3,0,1,0,1
2021,08,023,0,3,0,1,0,1
2021,08,025,0,3,0,1,0,1
2021,08,027,0,3,0,3,0,1
2021,08,029,0,3,0,1,0,1
2021,08,031,0,1,0,1,0,1
2021,08,033,NA,NA,0,3,0,1
