year,state,county,subgroup_type,subgroup,share_in_preschool,share_in_preschool_lb,share_in_preschool_ub,share_in_preschool_quality
2014,35,028,all,All,NA,NA,NA,NA
2014,35,028,income,"$50,000 or More",NA,NA,NA,NA
2014,35,028,income,"Less than $50,000",NA,NA,NA,NA
2014,35,029,all,All,0.23788848263254112,0.15788645353304065,0.31789051173204164,3
2014,35,029,income,"$50,000 or More",NA,NA,NA,NA
2014,35,029,income,"Less than $50,000",NA,NA,NA,NA
2014,35,031,all,All,0.4233308877476156,0.3344085972653285,0.5122531782299027,2
2014,35,031,income,"$50,000 or More",0.4265616207090602,0.29762484413100365,0.5554983972871167,2
2014,35,031,income,"Less than $50,000",0.4203463203463204,0.320902875088579,0.5197897656040618,2
2014,35,033,all,All,NA,NA,NA,NA
2014,35,033,income,"$50,000 or More",NA,NA,NA,NA
2014,35,033,income,"Less than $50,000",NA,NA,NA,NA
2014,35,035,all,All,0.36665004985044863,0.28583438385053084,0.4474657158503664,2
2014,35,035,income,"$50,000 or More",NA,NA,NA,NA
2014,35,035,income,"Less than $50,000",0.24930491195551435,0.16274591359002888,0.3358639103209998,2
2014,35,037,all,All,NA,NA,NA,NA
2014,35,037,income,"$50,000 or More",NA,NA,NA,NA
2014,35,037,income,"Less than $50,000",NA,NA,NA,NA
2014,35,039,all,All,0.35422163588390504,0.2371286200305191,0.471314651737291,3
2014,35,039,income,"$50,000 or More",NA,NA,NA,NA
2014,35,039,income,"Less than $50,000",0.34183191690273845,0.1825198445610369,0.50114398924444,3
2014,35,041,all,All,NA,NA,NA,NA
2014,35,041,income,"$50,000 or More",NA,NA,NA,NA
2014,35,041,income,"Less than $50,000",NA,NA,NA,NA
2014,35,043,all,All,0.4678988326848249,0.3505724979297665,0.5852251674398833,1
2014,35,043,income,"$50,000 or More",0.5364455364455365,0.3823904807074253,0.6905005921836477,1
2014,35,043,income,"Less than $50,000",0.36766467065868264,0.2019840413774415,0.5333452999399237,1
2014,35,045,all,All,0.38759673851415766,0.31117863544961255,0.4640148415787027,1
2014,35,045,income,"$50,000 or More",0.344620240066799,0.22872659721360103,0.4605138829199969,1
2014,35,045,income,"Less than $50,000",0.429976204334492,0.3212384034238254,0.5387140052451586,1
2014,35,047,all,All,0.35422163588390504,0.23712862003051913,0.4713146517372909,3
2014,35,047,income,"$50,000 or More",NA,NA,NA,NA
2014,35,047,income,"Less than $50,000",NA,NA,NA,NA
2014,35,049,all,All,0.3414357110404362,0.2514820794746441,0.43138934260622824,1
2014,35,049,income,"$50,000 or More",0.3620933521923621,0.24321215694365217,0.480974547441072,1
2014,35,049,income,"Less than $50,000",0.3222270933800965,0.19344839654326285,0.4510057902169301,1
2014,35,051,all,All,NA,NA,NA,NA
2014,35,051,income,"$50,000 or More",NA,NA,NA,NA
2014,35,051,income,"Less than $50,000",NA,NA,NA,NA
2014,35,053,all,All,NA,NA,NA,NA
2014,35,053,income,"$50,000 or More",NA,NA,NA,NA
2014,35,053,income,"Less than $50,000",NA,NA,NA,NA
2014,35,055,all,All,0.354221635883905,0.23712862003051907,0.4713146517372909,3
2014,35,055,income,"$50,000 or More",NA,NA,NA,NA
2014,35,055,income,"Less than $50,000",NA,NA,NA,NA
2014,35,057,all,All,NA,NA,NA,NA
2014,35,057,income,"$50,000 or More",NA,NA,NA,NA
2014,35,057,income,"Less than $50,000",NA,NA,NA,NA
2014,35,059,all,All,NA,NA,NA,NA
2014,35,059,income,"$50,000 or More",NA,NA,NA,NA
2014,35,059,income,"Less than $50,000",NA,NA,NA,NA
2014,35,061,all,All,0.31428571428571433,0.22203047412431337,0.40654095444711535,1
2014,35,061,income,"$50,000 or More",0.2953980099502488,0.16455269113855503,0.42624332876194254,1
2014,35,061,income,"Less than $50,000",0.33491847826086957,0.19494019425629752,0.4748967622654416,1
2014,36,001,all,All,0.48616491422246816,0.3832502152860162,0.58907961315892,1
2014,36,001,income,"$50,000 or More",0.5973913043478261,0.47097639532569646,0.7238062133699557,1
2014,36,001,income,"Less than $50,000",0.2914764079147641,0.13406749787482114,0.44888531795470704,1
2014,36,003,all,All,0.5317725752508361,0.4418493375546296,0.6216958129470426,2
2014,36,003,income,"$50,000 or More",0.5769993390614674,0.4545687997346657,0.6994298783882691,2
2014,36,003,income,"Less than $50,000",0.47368421052631576,0.3327045032157336,0.614663917836898,2
2014,36,005,all,All,0.4320046893317702,0.4036410922287218,0.46036828643481864,1
2014,36,005,income,"$50,000 or More",0.4853618000511378,0.4328527941365117,0.537870805965764,1
2014,36,005,income,"Less than $50,000",0.40480231982459863,0.369513135183159,0.4400915044660383,1
2014,36,007,all,All,0.4926584206747876,0.4017469720391209,0.5835698693104543,1
2014,36,007,income,"$50,000 or More",0.5570713118574888,0.4373275694162429,0.6768150542987348,1
2014,36,007,income,"Less than $50,000",0.3917633989065588,0.2720203455578914,0.5115064522552262,1
2014,36,009,all,All,0.5317725752508362,0.44184933755462974,0.6216958129470427,2
2014,36,009,income,"$50,000 or More",0.5769993390614673,0.4545687997346656,0.699429878388269,2
2014,36,009,income,"Less than $50,000",0.47368421052631576,0.3327045032157335,0.614663917836898,2
2014,36,011,all,All,0.5177195685670262,0.3456829545578826,0.6897561825761698,2
2014,36,011,income,"$50,000 or More",0.5721716514954486,0.38121811347777385,0.7631251895131232,2
2014,36,011,income,"Less than $50,000",NA,NA,NA,NA
2014,36,013,all,All,0.3816216216216216,0.27913445200972253,0.4841087912335207,1
2014,36,013,income,"$50,000 or More",0.42913385826771655,0.2777615347211738,0.5805061818142593,1
2014,36,013,income,"Less than $50,000",0.3483455882352941,0.2148764639115148,0.4818147125590734,1
2014,36,015,all,All,0.4564382920801768,0.3642474774096928,0.5486291067506608,2
2014,36,015,income,"$50,000 or More",0.5262624210911848,0.3982097929236314,0.6543150492587382,2
2014,36,015,income,"Less than $50,000",0.3889671241057127,0.2536718920885269,0.5242623561228985,2
2014,36,017,all,All,0.4274750575594781,0.284523369678516,0.5704267454404403,2
2014,36,017,income,"$50,000 or More",NA,NA,NA,NA
2014,36,017,income,"Less than $50,000",NA,NA,NA,NA
2014,36,019,all,All,0.47094535993061576,0.3908309932732361,0.5510597265879954,2
2014,36,019,income,"$50,000 or More",0.5017721518987343,0.3900202387314075,0.6135240650660609,2
2014,36,019,income,"Less than $50,000",0.4307900067521946,0.29919136207279357,0.5623886514315954,2
2014,36,021,all,All,0.3803564656806977,0.2818356188395003,0.4788773125218951,2
2014,36,021,income,"$50,000 or More",0.4615873015873016,0.3305696829262398,0.5926049202483634,2
2014,36,021,income,"Less than $50,000",NA,NA,NA,NA
2014,36,023,all,All,0.29004614370468035,0.19537844470219773,0.38471384270716297,2
2014,36,023,income,"$50,000 or More",NA,NA,NA,NA
2014,36,023,income,"Less than $50,000",NA,NA,NA,NA
2014,36,025,all,All,0.4274750575594781,0.2845233696785159,0.5704267454404404,2
2014,36,025,income,"$50,000 or More",NA,NA,NA,NA
2014,36,025,income,"Less than $50,000",NA,NA,NA,NA
2014,36,027,all,All,0.5613010842368641,0.4708278978290046,0.6517742706447236,1
2014,36,027,income,"$50,000 or More",0.638648537288834,0.5459469422645711,0.7313501323130969,1
2014,36,027,income,"Less than $50,000",0.4008547008547009,0.22187859124025228,0.5798308104691494,1
2014,36,029,all,All,0.5455022292158406,0.49246233542934015,0.598542123002341,1
2014,36,029,income,"$50,000 or More",0.6122644522516768,0.550984913651696,0.6735439908516576,1
2014,36,029,income,"Less than $50,000",0.464747923507823,0.38380915263791215,0.545686694377734,1
2014,36,031,all,All,0.4709453599306158,0.3908309932732361,0.5510597265879955,3
2014,36,031,income,"$50,000 or More",0.5017721518987341,0.39002023873140745,0.6135240650660608,3
2014,36,031,income,"Less than $50,000",NA,NA,NA,NA
2014,36,033,all,All,0.4709453599306158,0.3908309932732362,0.5510597265879954,3
2014,36,033,income,"$50,000 or More",0.5017721518987341,0.3900202387314075,0.6135240650660608,3
2014,36,033,income,"Less than $50,000",NA,NA,NA,NA
2014,36,035,all,All,0.4441193680514921,0.3081200045263497,0.5801187315766345,2
2014,36,035,income,"$50,000 or More",NA,NA,NA,NA
2014,36,035,income,"Less than $50,000",NA,NA,NA,NA
2014,36,037,all,All,0.5541338582677164,0.4290863030813314,0.6791814134541014,2
2014,36,037,income,"$50,000 or More",NA,NA,NA,NA
2014,36,037,income,"Less than $50,000",NA,NA,NA,NA
2014,36,039,all,All,0.38035646568069775,0.28183561883950037,0.47887731252189514,2
2014,36,039,income,"$50,000 or More",0.4615873015873016,0.3305696829262398,0.5926049202483634,2
2014,36,039,income,"Less than $50,000",NA,NA,NA,NA
2014,36,041,all,All,NA,NA,NA,NA
2014,36,041,income,"$50,000 or More",NA,NA,NA,NA
2014,36,041,income,"Less than $50,000",NA,NA,NA,NA
2014,36,043,all,All,0.43518411112006566,0.3456290303877209,0.5247391918524105,2
2014,36,043,income,"$50,000 or More",0.3987333877594722,0.27283774820442447,0.52462902731452,2
2014,36,043,income,"Less than $50,000",0.4666826249047997,0.34012940533070385,0.5932358444788957,2
2014,36,045,all,All,0.3802207314434105,0.3143173071096991,0.44612415577712194,1
2014,36,045,income,"$50,000 or More",0.3806451612903226,0.28379791533700743,0.4774924072436378,1
2014,36,045,income,"Less than $50,000",0.3799348062296269,0.29763429974916933,0.4622353127100845,1
2014,36,047,all,All,0.5218093490787876,0.5017622519375358,0.5418564462200395,1
2014,36,047,income,"$50,000 or More",0.5948048220436281,0.5672957247864847,0.6223139193007714,1
2014,36,047,income,"Less than $50,000",0.4623507586928602,0.43240879905896784,0.4922927183267526,1
2014,36,049,all,All,0.38022073144341045,0.314317307109699,0.4461241557771219,3
2014,36,049,income,"$50,000 or More",NA,NA,NA,NA
2014,36,049,income,"Less than $50,000",NA,NA,NA,NA
2014,36,051,all,All,0.5040341718082582,0.4085996289858007,0.5994687146307156,2
2014,36,051,income,"$50,000 or More",0.5147679324894514,0.3982096551353598,0.631326209843543,2
2014,36,051,income,"Less than $50,000",0.4902386117136659,0.325446625366851,0.6550305980604808,2
2014,36,053,all,All,0.2900461437046803,0.19537844470219765,0.3847138427071629,2
2014,36,053,income,"$50,000 or More",0.3479212253829322,0.2143789442503921,0.48146350651547226,2
2014,36,053,income,"Less than $50,000",NA,NA,NA,NA
2014,36,055,all,All,0.49411221426922186,0.4400976051568274,0.5481268233816163,1
2014,36,055,income,"$50,000 or More",0.5750242013552759,0.5020660180241663,0.6479823846863855,1
2014,36,055,income,"Less than $50,000",0.4201095809269954,0.35868897800982424,0.48153018384416657,1
2014,36,057,all,All,0.4441193680514921,0.30812000452634963,0.5801187315766345,2
2014,36,057,income,"$50,000 or More",NA,NA,NA,NA
2014,36,057,income,"Less than $50,000",NA,NA,NA,NA
2014,36,059,all,All,0.6118850372564447,0.5801201614676337,0.6436499130452558,1
2014,36,059,income,"$50,000 or More",0.644653909488388,0.6121290912737826,0.6771787277029934,1
2014,36,059,income,"Less than $50,000",0.4674674674674675,0.370882101791547,0.5640528331433878,1
2014,36,061,all,All,0.636250123221503,0.5944992406364551,0.6780010058065509,1
2014,36,061,income,"$50,000 or More",0.7180315904707293,0.668851720874902,0.7672114600665566,1
2014,36,061,income,"Less than $50,000",0.5031961825875574,0.4328423774274651,0.5735499877476496,1
2014,36,063,all,All,0.5107458912768648,0.39087571851469527,0.6306160640390343,1
2014,36,063,income,"$50,000 or More",0.5794912559618441,0.4186700849436694,0.7403124269800189,1
2014,36,063,income,"Less than $50,000",0.4238833181403829,0.2580485602878126,0.5897180759929532,1
2014,36,065,all,All,0.4675000673546803,0.3903489190613346,0.5446512156480261,1
2014,36,065,income,"$50,000 or More",0.4237957700852959,0.33381132769799593,0.513780212472596,1
2014,36,065,income,"Less than $50,000",0.4975574960216738,0.3880279725417938,0.6070870195015539,1
2014,36,067,all,All,0.4305964257518122,0.3691352515708226,0.49205759993280174,1
2014,36,067,income,"$50,000 or More",0.4650698451733419,0.3781745708571695,0.5519651194895142,1
2014,36,067,income,"Less than $50,000",0.3893612806550247,0.2943306028352198,0.4843919584748296,1
2014,36,069,all,All,0.44786432160804024,0.3520065263434928,0.5437221168725876,1
2014,36,069,income,"$50,000 or More",0.4870420017873101,0.35819290433636153,0.6158910992382587,1
2014,36,069,income,"Less than $50,000",0.35820895522388063,0.19113239856939548,0.5252855118783658,1
2014,36,071,all,All,0.470398773006135,0.3942201677709417,0.5465773782413282,1
2014,36,071,income,"$50,000 or More",0.5138025366824173,0.4196754685194163,0.6079296048454182,1
2014,36,071,income,"Less than $50,000",0.40641494112870485,0.3054857899621201,0.5073440922952897,1
2014,36,073,all,All,NA,NA,NA,NA
2014,36,073,income,"$50,000 or More",NA,NA,NA,NA
2014,36,073,income,"Less than $50,000",NA,NA,NA,NA
2014,36,075,all,All,0.3614344133375275,0.27843574254186815,0.4444330841331869,1
2014,36,075,income,"$50,000 or More",0.4297159504734159,0.30035489161249784,0.5590770093343339,1
2014,36,075,income,"Less than $50,000",0.30952380952380953,0.1871721925368783,0.43187542651074073,1
2014,36,077,all,All,0.461758398856326,0.36811829507671495,0.5553985026359369,2
2014,36,077,income,"$50,000 or More",0.4377510040160643,0.31349943790896057,0.5620025701231681,2
2014,36,077,income,"Less than $50,000",0.48926380368098155,0.332013486897331,0.6465141204646321,2
2014,36,079,all,All,0.6196230062832285,0.5060262284733207,0.7332197840931364,1
2014,36,079,income,"$50,000 or More",0.6880952380952381,0.5710752975697895,0.8051151786206867,1
2014,36,079,income,"Less than $50,000",NA,NA,NA,NA
2014,36,081,all,All,0.4838233273801346,0.45668659205642326,0.510960062703846,1
2014,36,081,income,"$50,000 or More",0.5153922542204568,0.4843019617537793,0.5464825466871341,1
2014,36,081,income,"Less than $50,000",0.4401801119387283,0.3943794316290077,0.4859807922484489,1
2014,36,083,all,All,0.5094043887147336,0.4051499513166951,0.613658826112772,1
2014,36,083,income,"$50,000 or More",0.5145518044237486,0.3839727474604748,0.6451308613870224,1
2014,36,083,income,"Less than $50,000",0.5033967391304348,0.3236281865694657,0.6831652916914039,1
2014,36,085,all,All,0.4798014378637453,0.4315366280235259,0.5280662477039647,1
2014,36,085,income,"$50,000 or More",0.5356611178779267,0.4647404678467897,0.6065817679090637,1
2014,36,085,income,"Less than $50,000",0.3837913367489521,0.3010924965884797,0.4664901769094244,1
2014,36,087,all,All,0.48476363037390874,0.4115498612673828,0.5579773994804347,1
2014,36,087,income,"$50,000 or More",0.5677655677655677,0.47619187734049007,0.6593392581906454,1
2014,36,087,income,"Less than $50,000",0.3870390261367705,0.2964669492120576,0.4776111030614834,1
2014,36,089,all,All,0.3697513249082755,0.2787170140227667,0.4607856357937844,1
2014,36,089,income,"$50,000 or More",0.45099818511796735,0.33562990195539394,0.5663664682805408,1
2014,36,089,income,"Less than $50,000",0.30347890451517395,0.17186123917633137,0.43509656985401657,1
2014,36,091,all,All,0.671219512195122,0.5857320323528559,0.7567069920373881,1
2014,36,091,income,"$50,000 or More",0.6903253062948881,0.5917423640869671,0.788908248502809,1
2014,36,091,income,"Less than $50,000",0.6073446327683616,0.42145463383582293,0.7932346317009003,1
2014,36,093,all,All,0.4078194532739987,0.29603061790261515,0.5196082886453823,1
2014,36,093,income,"$50,000 or More",0.3699205978514713,0.23452235561996973,0.5053188400829729,1
2014,36,093,income,"Less than $50,000",0.48855721393034823,0.3367159790179852,0.6403984488427112,1
2014,36,095,all,All,0.4617583988563259,0.3681182950767149,0.5553985026359369,3
2014,36,095,income,"$50,000 or More",NA,NA,NA,NA
2014,36,095,income,"Less than $50,000",NA,NA,NA,NA
2014,36,097,all,All,0.40889478924659806,0.31103931478311475,0.5067502637100814,3
2014,36,097,income,"$50,000 or More",NA,NA,NA,NA
2014,36,097,income,"Less than $50,000",NA,NA,NA,NA
2014,36,099,all,All,NA,NA,NA,NA
2014,36,099,income,"$50,000 or More",NA,NA,NA,NA
2014,36,099,income,"Less than $50,000",NA,NA,NA,NA
2014,36,101,all,All,0.4196526351049493,0.34502505170733744,0.4942802185025612,2
2014,36,101,income,"$50,000 or More",0.49473186317951173,0.40291172580101353,0.5865520005580099,2
2014,36,101,income,"Less than $50,000",0.29944432212551614,0.19624604848349467,0.4026425957675376,2
2014,36,103,all,All,0.5634064557831374,0.5205820611538066,0.6062308504124683,1
2014,36,103,income,"$50,000 or More",0.6197253020023167,0.5753891463474922,0.6640614576571412,1
2014,36,103,income,"Less than $50,000",0.41119369027756714,0.32979804836189114,0.49258933219324313,1
2014,36,105,all,All,0.3367768595041322,0.22009341999606752,0.4534602990121969,2
2014,36,105,income,"$50,000 or More",0.42049736247174074,0.2851049750048673,0.5558897499386142,2
2014,36,105,income,"Less than $50,000",NA,NA,NA,NA
2014,36,107,all,All,0.5833683326333474,0.48795250542461777,0.6787841598420771,2
2014,36,107,income,"$50,000 or More",0.6596002422774077,0.5651331608737831,0.7540673236810322,2
2014,36,107,income,"Less than $50,000",NA,NA,NA,NA
2014,36,109,all,All,0.5536659108087679,0.428140394355791,0.6791914272617449,1
2014,36,109,income,"$50,000 or More",0.5430686406460296,0.3709224369223926,0.7152148443696665,1
2014,36,109,income,"Less than $50,000",0.5672413793103448,0.4082392158781089,0.7262435427425807,1
2014,36,111,all,All,0.4541996823059035,0.34634608964676894,0.5620532749650381,1
2014,36,111,income,"$50,000 or More",0.5253843415916483,0.3999806278904435,0.6507880552928531,1
2014,36,111,income,"Less than $50,000",0.35058558905720594,0.17190919424447512,0.5292619838699367,1
2014,36,113,all,All,0.6216114457831325,0.5089598388796589,0.7342630526866062,2
2014,36,113,income,"$50,000 or More",0.6688269604666234,0.5496223369857639,0.7880315839474828,2
2014,36,113,income,"Less than $50,000",NA,NA,NA,NA
2014,36,115,all,All,0.6216114457831325,0.5089598388796589,0.7342630526866062,2
2014,36,115,income,"$50,000 or More",0.6688269604666234,0.549622336985764,0.7880315839474827,2
2014,36,115,income,"Less than $50,000",NA,NA,NA,NA
2014,36,117,all,All,0.4997011356843992,0.3745061263449705,0.624896145023828,2
2014,36,117,income,"$50,000 or More",0.6496644295302014,0.4798997723885395,0.8194290866718634,2
2014,36,117,income,"Less than $50,000",0.3793103448275862,0.20545607812669772,0.5531646115284746,2
2014,36,119,all,All,0.6509964944868237,0.6046871529995129,0.6973058359741345,1
2014,36,119,income,"$50,000 or More",0.715579737480333,0.6677448829882184,0.7634145919724475,1
2014,36,119,income,"Less than $50,000",0.5165193244814793,0.41282188568726064,0.620216763275698,1
2014,36,121,all,All,0.5040341718082582,0.4085996289858008,0.5994687146307156,2
2014,36,121,income,"$50,000 or More",0.5147679324894514,0.3982096551353598,0.631326209843543,2
2014,36,121,income,"Less than $50,000",NA,NA,NA,NA
2014,36,123,all,All,NA,NA,NA,NA
2014,36,123,income,"$50,000 or More",NA,NA,NA,NA
2014,36,123,income,"Less than $50,000",NA,NA,NA,NA
2014,37,001,all,All,0.27873303167420815,0.19206642359523152,0.3653996397531848,1
2014,37,001,income,"$50,000 or More",0.4748283752860412,0.32251829198326565,0.6271384585888168,1
2014,37,001,income,"Less than $50,000",0.1504491017964072,0.04202910304461918,0.25886910054819523,1
2014,37,003,all,All,0.34527911784975873,0.248628247359508,0.4419299883400095,3
2014,37,003,income,"$50,000 or More",NA,NA,NA,NA
2014,37,003,income,"Less than $50,000",NA,NA,NA,NA
2014,37,005,all,All,NA,NA,NA,NA
2014,37,005,income,"$50,000 or More",NA,NA,NA,NA
2014,37,005,income,"Less than $50,000",NA,NA,NA,NA
2014,37,007,all,All,NA,NA,NA,NA
2014,37,007,income,"$50,000 or More",NA,NA,NA,NA
2014,37,007,income,"Less than $50,000",NA,NA,NA,NA
2014,37,009,all,All,0.40021652832912313,0.30167081091813464,0.4987622457401116,3
2014,37,009,income,"$50,000 or More",NA,NA,NA,NA
2014,37,009,income,"Less than $50,000",NA,NA,NA,NA
2014,37,011,all,All,NA,NA,NA,NA
2014,37,011,income,"$50,000 or More",NA,NA,NA,NA
2014,37,011,income,"Less than $50,000",NA,NA,NA,NA
2014,37,013,all,All,0.3988368533823079,0.3163952499170142,0.4812784568476018,2
2014,37,013,income,"$50,000 or More",NA,NA,NA,NA
2014,37,013,income,"Less than $50,000",0.32770448548812664,0.23022091504652,0.4251880559297333,2
2014,37,015,all,All,0.35718562874251497,0.27662680701667797,0.437744450468352,3
2014,37,015,income,"$50,000 or More",NA,NA,NA,NA
2014,37,015,income,"Less than $50,000",NA,NA,NA,NA
2014,37,017,all,All,NA,NA,NA,NA
2014,37,017,income,"$50,000 or More",NA,NA,NA,NA
2014,37,017,income,"Less than $50,000",NA,NA,NA,NA
2014,37,019,all,All,0.38494045332308874,0.279320163315134,0.4905607433310435,1
2014,37,019,income,"$50,000 or More",0.4224283305227656,0.26739080876071264,0.5774658522848185,1
2014,37,019,income,"Less than $50,000",0.35356386732533523,0.19951126637601643,0.507616468274654,1
2014,37,021,all,All,0.4458296230335411,0.32805590052048234,0.5636033455465999,1
2014,37,021,income,"$50,000 or More",0.5203336809176226,0.366677265920334,0.6739900959149111,1
2014,37,021,income,"Less than $50,000",0.34734665747760163,0.19017972552554271,0.5045135894296605,1
2014,37,023,all,All,0.35846516324469874,0.2792521533251148,0.43767817316428265,2
2014,37,023,income,"$50,000 or More",0.3839721254355401,0.236132199565981,0.5318120513050992,2
2014,37,023,income,"Less than $50,000",0.33463541666666674,0.21784796638728893,0.45142286694604455,2
2014,37,025,all,All,0.43600695281043833,0.3607846569473945,0.5112292486734822,1
2014,37,025,income,"$50,000 or More",0.567823510301716,0.46139871511277875,0.6742483054906532,1
2014,37,025,income,"Less than $50,000",0.312949873068868,0.22610117291887363,0.3997985732188624,1
2014,37,027,all,All,0.34527911784975873,0.248628247359508,0.44192998834000946,2
2014,37,027,income,"$50,000 or More",0.4535165723524657,0.31929191222718634,0.587741232477745,2
2014,37,027,income,"Less than $50,000",0.2648648648648649,0.14672579572486635,0.38300393400486343,2
2014,37,029,all,All,NA,NA,NA,NA
2014,37,029,income,"$50,000 or More",NA,NA,NA,NA
2014,37,029,income,"Less than $50,000",NA,NA,NA,NA
2014,37,031,all,All,0.3988368533823079,0.3163952499170141,0.4812784568476018,2
2014,37,031,income,"$50,000 or More",0.4970845481049563,0.3513213396350695,0.642847756574843,2
2014,37,031,income,"Less than $50,000",0.32770448548812664,0.23022091504652,0.4251880559297333,2
2014,37,033,all,All,0.273431448489543,0.2028631275214813,0.34399976945760463,3
2014,37,033,income,"$50,000 or More",NA,NA,NA,NA
2014,37,033,income,"Less than $50,000",NA,NA,NA,NA
2014,37,035,all,All,0.5485055060304143,0.4059732340174778,0.6910377780433508,1
2014,37,035,income,"$50,000 or More",0.6996966632962589,0.54470869188337,0.8546846347091478,1
2014,37,035,income,"Less than $50,000",0.38562091503267976,0.1921063510750714,0.579135478990288,1
2014,37,037,all,All,0.3080779944289693,0.198598452721134,0.41755753613680463,2
2014,37,037,income,"$50,000 or More",0.3717728055077453,0.2137470292309108,0.5297985817845797,2
2014,37,037,income,"Less than $50,000",0.2472885032537961,0.12927574894138594,0.36530125756620624,2
2014,37,039,all,All,0.38059389376829783,0.28459796586014907,0.4765898216764466,3
2014,37,039,income,"$50,000 or More",NA,NA,NA,NA
2014,37,039,income,"Less than $50,000",NA,NA,NA,NA
2014,37,041,all,All,NA,NA,NA,NA
2014,37,041,income,"$50,000 or More",NA,NA,NA,NA
2014,37,041,income,"Less than $50,000",NA,NA,NA,NA
2014,37,043,all,All,NA,NA,NA,NA
2014,37,043,income,"$50,000 or More",NA,NA,NA,NA
2014,37,043,income,"Less than $50,000",NA,NA,NA,NA
2014,37,045,all,All,0.31413582528713085,0.23871828454841432,0.3895533660258474,2
2014,37,045,income,"$50,000 or More",NA,NA,NA,NA
2014,37,045,income,"Less than $50,000",0.2197788928892783,0.11591400897151988,0.32364377680703665,2
2014,37,047,all,All,0.3657992565055762,0.2030274223699812,0.5285710906411712,2
2014,37,047,income,"$50,000 or More",NA,NA,NA,NA
2014,37,047,income,"Less than $50,000",NA,NA,NA,NA
2014,37,049,all,All,0.5088551549652119,0.4185082557450744,0.5992020541853494,1
2014,37,049,income,"$50,000 or More",0.6067415730337079,0.4559660825884634,0.7575170634789524,1
2014,37,049,income,"Less than $50,000",0.4451983298538622,0.3287405017747272,0.5616561579329973,1
2014,37,051,all,All,0.4238319890427637,0.37242218862295506,0.47524178946257223,1
2014,37,051,income,"$50,000 or More",0.3531882397861779,0.2597165789506878,0.4466599006216681,1
2014,37,051,income,"Less than $50,000",0.4706477732793522,0.3989290210846728,0.5423665254740316,1
2014,37,053,all,All,0.4394432928634883,0.36568027513263657,0.5132063105943401,3
2014,37,053,income,"$50,000 or More",NA,NA,NA,NA
2014,37,053,income,"Less than $50,000",NA,NA,NA,NA
2014,37,055,all,All,0.35718562874251497,0.27662680701667797,0.437744450468352,3
2014,37,055,income,"$50,000 or More",NA,NA,NA,NA
2014,37,055,income,"Less than $50,000",NA,NA,NA,NA
2014,37,057,all,All,0.39734904270986743,0.3040608372448021,0.4906372481749328,1
2014,37,057,income,"$50,000 or More",0.5986622073578596,0.47078641337457783,0.7265380013411413,1
2014,37,057,income,"Less than $50,000",0.23894736842105263,0.14006443502826163,0.33783030181384366,1
2014,37,059,all,All,0.38176265270506105,0.2761464909711703,0.4873788144389518,2
2014,37,059,income,"$50,000 or More",NA,NA,NA,NA
2014,37,059,income,"Less than $50,000",NA,NA,NA,NA
2014,37,061,all,All,0.3197325956662056,0.22905911600016332,0.4104060753322479,2
2014,37,061,income,"$50,000 or More",0.4126328217237309,0.28548022847995613,0.5397854149675055,2
2014,37,061,income,"Less than $50,000",0.26021180030257185,0.14181628807270322,0.3786073125324405,2
2014,37,063,all,All,0.3745111571198528,0.270803166701856,0.4782191475378495,1
2014,37,063,income,"$50,000 or More",0.5396825396825397,0.3947063776829447,0.6846587016821346,1
2014,37,063,income,"Less than $50,000",0.183531746031746,0.0817655746437041,0.28529791741978794,1
2014,37,065,all,All,NA,NA,NA,NA
2014,37,065,income,"$50,000 or More",NA,NA,NA,NA
2014,37,065,income,"Less than $50,000",NA,NA,NA,NA
2014,37,067,all,All,0.4197154471544716,0.3420622046387112,0.497368689670232,1
2014,37,067,income,"$50,000 or More",0.6095862351495289,0.4974685731872033,0.7217038971118546,1
2014,37,067,income,"Less than $50,000",0.28587929540860524,0.1850039305550147,0.38675466026219574,1
2014,37,069,all,All,0.3913663931501962,0.2751274506129151,0.5076053356874773,2
2014,37,069,income,"$50,000 or More",NA,NA,NA,NA
2014,37,069,income,"Less than $50,000",0.3734484619535888,0.23323298248556223,0.5136639414216153,2
2014,37,071,all,All,0.3579154375614553,0.25831258529416523,0.4575182898287453,1
2014,37,071,income,"$50,000 or More",0.48148148148148145,0.3577348833341525,0.6052280796288104,1
2014,37,071,income,"Less than $50,000",0.25984714873603765,0.13348717398614093,0.38620712348593433,1
2014,37,073,all,All,NA,NA,NA,NA
2014,37,073,income,"$50,000 or More",NA,NA,NA,NA
2014,37,073,income,"Less than $50,000",NA,NA,NA,NA
2014,37,075,all,All,NA,NA,NA,NA
2014,37,075,income,"$50,000 or More",NA,NA,NA,NA
2014,37,075,income,"Less than $50,000",NA,NA,NA,NA
2014,37,077,all,All,0.273431448489543,0.2028631275214813,0.34399976945760463,2
2014,37,077,income,"$50,000 or More",0.4630434782608696,0.31967283270117275,0.6064141238205664,2
2014,37,077,income,"Less than $50,000",0.16847172081829123,0.08611700059672486,0.25082644103985763,2
2014,37,079,all,All,0.4760141390338327,0.4054061875368637,0.5466220905308018,3
2014,37,079,income,"$50,000 or More",NA,NA,NA,NA
2014,37,079,income,"Less than $50,000",NA,NA,NA,NA
2014,37,081,all,All,0.3584468664850136,0.29716277849468414,0.4197309544753431,1
