"year","state","place","share_digital_access","share_digital_access_quality"
2018,"06","84550",0.737784872143534,2
2018,"06","85292",0.70606211577934,2
2018,"08","03455",0.751001477266262,1
2018,"08","04000",0.691664070074646,3
2018,"08","07850",0.830392910591162,2
2018,"08","12815",0.851055306172729,2
2018,"08","16000",0.749509620645051,3
2018,"08","20000",0.717515902734259,1
2018,"08","27425",0.775663623820016,2
2018,"08","32155",0.652005994927369,2
2018,"08","43000",0.776890335477378,3
2018,"08","45970",0.771237882870327,2
2018,"08","46465",0.723559678509727,2
2018,"08","62000",0.578152256195899,3
2018,"08","77290",0.737418731858445,2
2018,"08","83835",0.765984680850643,2
2018,"09","08000",0.617385799355056,1
2018,"09","18430",0.805653937793805,2
2018,"09","37000",0.49801647848642,3
2018,"09","52000",0.632670283303195,1
2018,"09","55990",0.824239793200071,2
2018,"09","73000",0.81353641202865,3
2018,"09","80000",0.557987086598649,2
2018,"11","50000",0.699730912374121,1
2018,"12","07300",0.786941941013474,2
2018,"12","07875",0.724061504967077,2
2018,"12","10275",0.721697008362789,1
2018,"12","12875",0.683052355648931,2
2018,"12","14400",0.812840813759437,1
2018,"12","16475",0.794653707237879,2
2018,"12","16725",0.677717631206003,2
2018,"12","17200",0.655964117594813,2
2018,"12","17935",0.679244306418219,2
2018,"12","24000",0.675092507012792,3
2018,"12","24125",0.606927577848888,2
2018,"12","25175",0.742515256301378,1
2018,"12","30000",0.519824474628123,2
2018,"12","32000",0.696201834316891,2
2018,"12","32275",0.646278526294385,3
2018,"12","35000",0.655093964975054,3
2018,"12","36950",0.611460545767092,2
2018,"12","38250",0.570481685680145,2
2018,"12","39425",0.686170481179515,2
2018,"12","43975",0.752693535582217,2
2018,"12","45000",0.527242559272094,2
2018,"12","45025",0.688201975594646,2
2018,"12","45060",0.574489802744516,2
2018,"12","45975",0.699818098670722,2
2018,"12","49675",0.726406263296741,3
2018,"12","53000",0.69001930504356,3
2018,"12","54000",0.735232173302578,1
2018,"12","54200",0.68018724346262,2
2018,"12","55775",0.776259551566644,2
2018,"12","57425",0.716357844204282,2
2018,"12","58050",0.67017581091742,2
2018,"12","58715",0.766065294682317,1
2018,"12","63000",0.699372921566497,3
2018,"12","69700",0.723509126200886,2
2018,"12","70600",0.74076505729966,1
2018,"12","71000",0.674368618147453,2
2018,"12","76600",0.593107069600715,2
2018,"13","03440",0.708326274775538,2
2018,"13","04000",0.657612740168463,3
2018,"13","04204",0.565503575189845,1
2018,"13","19000",0.605374036091899,3
2018,"13","42425",0.889407627197289,2
2018,"13","49008",0.576820195648418,1
2018,"13","67284",0.825355135714287,2
2018,"13","68516",0.778910741864057,1
2018,"13","69000",0.639232445607232,3
2018,"13","80508",0.664793448497575,2
2018,"15","71550",0.702073223715438,1
2018,"16","08830",0.67565928408337,2
2018,"16","52120",0.691891375335636,3
2018,"16","56260",0.620279282834667,2
2018,"17","02154",0.755638302400038,3
2018,"17","03012",0.703340650308146,2
2018,"17","06613",0.678350640124548,2
2018,"17","12385",0.675268791136862,3
2018,"17","14000",0.628414911699578,1
2018,"17","14351",0.6415328161715,2
2018,"17","23074",0.730767988430483,2
2018,"17","24582",0.763801813865725,2
2018,"17","38570",0.70077725328922,2
2018,"17","51622",0.827713247756857,2
2018,"17","59000",0.620788004726399,3
2018,"17","65000",0.591538746447346,3
2018,"17","68003",0.815400570727392,2
2018,"17","72000",0.626385053967799,2
2018,"17","79293",0.614386218383914,2
2018,"18","05860",0.72877541098727,2
2018,"18","10342",0.868834606338653,2
2018,"18","22000",0.635570567974786,3
2018,"18","23278",0.852564805343863,2
2018,"18","25000",0.657843444303995,1
2018,"18","31000",0.524366616989568,3
2018,"18","36003",0.603840300863794,1
2018,"18","71000",0.565437542784597,3
2018,"19","12000",0.716524121341708,3
2018,"19","19000",0.652159641924655,3
2018,"19","21000",0.642099281508727,3
2018,"19","73335",0.588482144675997,2
2018,"20","36000",0.573779237450611,3
2018,"20","38900",0.738886248757938,1
2018,"20","52575",0.792031974954589,2
2018,"20","53775",0.844060016668381,2
2018,"20","71000",0.556442682259437,3
2018,"20","79000",0.624366642092207,2
2018,"21","46027",0.719101298056021,1
2018,"21","48006",0.691365729937699,2
2018,"22","05000",0.626111592723765,3
2018,"22","40735",0.713111193611283,2
2018,"22","41155",0.559838466758246,2
2018,"22","55000",0.549453046385562,3
2018,"22","70000",0.490923816048718,3
2018,"24","04000",0.555033635860357,2
2018,"24","30325",0.787166976121594,2
2018,"25","07000",0.720589011498992,2
2018,"25","09000",0.670312640373731,2
2018,"25","11000",0.793629828512039,3
2018,"25","23000",0.564089655474325,2
2018,"25","34550",0.690984262469992,2
2018,"25","37000",0.623580313683072,3
2018,"25","37490",0.67419233186675,1
2018,"25","45000",0.602510277267559,3
2018,"25","45560",0.86835168803033,2
2018,"25","55745",0.753558143296135,1
2018,"25","62535",0.766289271991288,2
2018,"25","67000",0.549773355053474,3
2018,"25","82000",0.632440789936046,3
2018,"26","03000",0.820228534435482,3
2018,"26","21000",0.642136232561764,3
2018,"26","22000",0.433727815581274,1
2018,"26","27440",0.7528655567663,2
2018,"26","29000",0.432479787739981,3
2018,"26","34000",0.666943426762277,1
2018,"26","46000",0.634282022280626,3
2018,"26","49000",0.758881179688774,2
2018,"26","69035",0.822558648130365,2
2018,"26","74900",0.7528655567663,2
2018,"26","76460",0.755612418287588,1
2018,"26","80700",0.824652300168119,2
2018,"26","84000",0.657228252320277,2
2018,"26","86000",0.652847639136784,2
2018,"26","88940",0.677594348123851,2
2018,"27","06616",0.747523007636577,2
2018,"27","07966",0.771369550764555,2
2018,"27","17000",0.679932357469448,3
2018,"27","43000",0.693278260083936,2
2018,"27","51730",0.843815420248541,2
2018,"27","54880",0.733552739838736,2
2018,"27","58000",0.663557522123894,1
2018,"27","71428",0.85459433596865,2
2018,"28","36000",0.534643472237952,3
2018,"29","15670",0.745840242438104,2
2018,"29","35000",0.636850000278778,3
2018,"29","38000",0.621619022374032,1
2018,"29","41348",0.794722706998234,1
2018,"29","54074",0.804803911554773,2
2018,"29","65000",0.579714066015436,3
2018,"29","70000",0.577804184973457,3
2018,"30","06550",0.703643163488822,1
2018,"31","28000",0.744718555450496,3
2018,"31","37000",0.711831165709503,3
2018,"32","31900",0.782086852625881,1
2018,"32","40000",0.657263369996159,2
2018,"32","51800",0.69599301655849,1
2018,"32","60600",0.691237831232093,1
2018,"32","68400",0.697273309212812,2
2018,"33","45140",0.724483062032556,1
2018,"33","50260",0.796078727664236,2
2018,"34","13690",0.647268149882679,2
2018,"34","21000",0.570728325989008,3
2018,"34","36000",0.70734059732192,3
2018,"34","51000",0.531355792254975,3
2018,"34","57000",0.473272548493787,2
2018,"34","74000",0.556596971881759,2
2018,"35","02000",0.633731750460577,2
2018,"35","39380",0.60643434564199,1
2018,"35","63460",0.626703816585978,2
2018,"35","70500",0.594807416132832,2
2018,"36","01000",0.659745866435232,3
2018,"36","11000",0.56616059897221,2
2018,"36","50617",0.701329677078424,2
2018,"36","51000",0.681682319123057,1
2018,"36","63000",0.550463801444466,3
2018,"36","73000",0.558149206234405,3
2018,"36","84000",0.674981295425395,2
2018,"37","02140",0.686758594304119,2
2018,"37","10740",0.86978654347384,2
2018,"37","12000",0.726205059598006,2
2018,"37","14100",0.748973583061441,2
2018,"37","19000",0.716768343209337,3
2018,"37","22920",0.669690419989815,1
2018,"37","25580",0.638206407217589,2
2018,"37","28000",0.591189947924737,2
2018,"37","28080",0.588486171550839,2
2018,"37","31400",0.631545136349851,2
2018,"37","55000",0.778547725641001,3
2018,"37","74440",0.729620782181869,2
2018,"37","75000",0.616025026781501,3
2018,"38","25700",0.706542685802844,2
2018,"39","01000",0.600358237688105,3
2018,"39","15000",0.590266731972015,2
2018,"39","16000",0.480387698615459,3
2018,"39","18000",0.707177207952503,2
2018,"39","21000",0.547394015253852,3
2018,"39","61000",0.67590618336887,3
2018,"39","77000",0.580823043913151,3
2018,"40","09050",0.718297998776367,2
2018,"40","23200",0.758911884820378,2
2018,"40","41850",0.59726736818908,1
2018,"40","52500",0.69995246696454,2
2018,"40","55000",0.632060463266977,3
2018,"40","75000",0.653736347619532,3
2018,"41","05350",0.809294138896561,2
2018,"41","05800",0.672655269004153,2
2018,"41","23850",0.729792967973118,2
2018,"41","31250",0.699997908147279,2
2018,"41","34100",0.78421316850342,1
2018,"41","47000",0.678860923667395,2
2018,"41","59000",0.750195434477965,2
2018,"41","64900",0.676553844477729,2
2018,"42","02000",0.585110673530877,3
2018,"42","06088",0.687199630314233,2
2018,"42","24000",0.583926707642352,3
2018,"42","60000",0.597393994418104,1
2018,"42","61000",0.679664872936633,2
2018,"42","63624",0.581339239805403,2
2018,"42","69000",0.618137673665752,3
2018,"44","19180",0.724875819590701,2
2018,"44","54640",0.664949045500215,2
2018,"44","59000",0.598578983226811,3
2018,"44","74300",0.770168378539363,2
2018,"45","13330",0.651958048462862,2
2018,"45","16000",0.651737282352703,3
2018,"45","48535",0.711530272682827,2
2018,"45","50875",0.603570605477829,2
2018,"46","59020",0.701868707934733,1
2018,"47","14000",0.615569055840452,3
2018,"47","15160",0.685581543104475,2
2018,"47","27740",0.831612338076025,3
2018,"47","40000",0.607682003702133,3
2018,"47","48000",0.501585484212096,2
2018,"47","51560",0.697680080362162,2
2018,"47","52006",0.675530387017516,1
2018,"48","01000",0.600336410633485,3
2018,"48","01924",0.834655733600591,2
2018,"48","03000",0.579646831202062,3
2018,"48","04000",0.67977557782172,3
2018,"48","05000",0.745941055658876,2
2018,"48","06128",0.527744940210432,2
2018,"48","07000",0.534828023049096,3
2018,"48","10768",0.35946054732457,1
2018,"48","10912",0.652688702516034,2
2018,"48","13024",0.773024203349616,2
2018,"48","13552",0.827266518416238,3
2018,"48","15976",0.652688702516034,2
2018,"48","16432",0.623563262424897,3
2018,"48","17000",0.578354990875037,2
2018,"48","19000",0.588884328721581,2
2018,"48","19972",0.759379111402743,2
2018,"48","22660",0.456164370144769,2
2018,"48","24000",0.553985339948116,2
2018,"48","26232",0.903259886305145,2
2018,"48","27000",0.6435942904726,2
2018,"48","27684",0.855990383192916,2
2018,"48","29000",0.69412219368644,3
2018,"48","30464",0.603132819739069,2
2018,"48","35000",0.589266092849921,2
2018,"48","37000",0.654819752368926,3
2018,"48","39148",0.737077221602178,1
2018,"48","41464",0.500735352273057,1
2018,"48","41980",0.787188718504594,2
2018,"48","42508",0.763922775930169,1
2018,"48","43888",0.515910861616082,2
2018,"48","45000",0.612590052743489,3
2018,"48","45384",0.590269635651666,1
2018,"48","45744",0.780663747364269,1
2018,"48","47892",0.629605350345743,2
2018,"48","48072",0.636102179349768,1
2018,"48","48768",0.518903269808923,2
2018,"48","50820",0.719394072281146,2
2018,"48","53388",0.537077853819015,2
2018,"48","56000",0.582469532261944,3
2018,"48","56348",0.811615830000597,2
2018,"48","57200",0.388364300944258,2
2018,"48","58016",0.84896586100352,1
2018,"48","61796",0.768104023237668,2
2018,"48","63500",0.826540743397698,2
2018,"48","64472",0.581275648605411,1
2018,"48","65000",0.608070218134092,2
2018,"48","70808",0.832219712120923,2
2018,"48","72176",0.610115344520295,2
2018,"48","74144",0.551714972013564,1
2018,"48","76000",0.507468711530899,1
2018,"48","79000",0.561093616400075,3
2018,"49","43660",0.768749805580614,3
2018,"49","44320",0.758698807397562,3
2018,"49","55980",0.636625751440344,2
2018,"49","57300",0.769447529140462,2
2018,"49","62470",0.668339416058394,1
2018,"49","65330",0.653193667507587,2
2018,"49","67000",0.693118150572381,3
2018,"49","67440",0.767175247808052,2
2018,"49","70850",0.741979583841228,3
2018,"49","82950",0.752981487739868,2
2018,"49","83470",0.646061489352611,2
2018,"51","01000",0.801511882136069,3
2018,"51","16000",0.699102755821406,3
2018,"51","35000",0.711552930382758,3
2018,"51","47672",0.547895046015273,2
2018,"51","56000",0.621909867451809,2
2018,"51","57000",0.602330170554661,2
2018,"51","64000",0.549008923097882,3
2018,"51","67000",0.604110919122856,3
2018,"51","68000",0.588283024991886,3
2018,"51","76432",0.562372934368973,2
2018,"51","82000",0.794372038614692,2
2018,"53","03180",0.758110335628833,2
2018,"53","05210",0.882947571737761,1
2018,"53","05280",0.726472802559759,2
2018,"53","22640",0.750690611286739,2
2018,"53","23515",0.768005406003219,2
2018,"53","35275",0.6885425081975,2
2018,"53","35415",0.769385235354938,1
2018,"53","35940",0.883646820034988,2
2018,"53","53545",0.67117927585986,2
2018,"53","57745",0.783882507701531,2
2018,"53","63000",0.810138092307789,2
2018,"53","67000",0.698344667883825,3
2018,"53","67167",0.714702120389827,2
2018,"53","70000",0.683231895262974,3
2018,"53","74060",0.745997814983112,1
2018,"53","80010",0.594569021873564,2
2018,"55","02375",0.696558272286824,3
2018,"55","31000",0.614121244276478,2
2018,"55","39225",0.700550273560065,2
2018,"55","48000",0.772316684395675,3
2018,"55","53000",0.548933659975307,2
2018,"55","66000",0.661997276916632,3
2021,"01","03076",0.672929769807196,2
2021,"01","07000",0.5218961907526,3
2021,"01","35896",0.769736397373755,3
2021,"01","37000",0.739647374878316,3
2021,"01","50000",0.557119799269834,3
2021,"01","51000",0.652593194946587,3
2021,"01","77256",0.640165821020426,2
2021,"02","03000",0.733914428979802,2
2021,"04","04720",0.730657700304106,2
2021,"04","07940",0.713054752349189,2
2021,"04","12000",0.822940616264279,3
2021,"04","23620",0.610635421360973,3
2021,"04","27400",0.872640247651535,1
2021,"04","27820",0.659054480474904,1
2021,"04","28380",0.820795624834568,2
2021,"04","46000",0.721090160138352,2
2021,"04","54050",0.783830973879587,2
2021,"04","55000",0.687894418390264,2
2021,"04","65000",0.817111811163184,3
2021,"04","71510",0.77100933940869,1
2021,"04","73000",0.77381662247911,3
2021,"04","77000",0.671777859731347,2
2021,"04","85540",0.589760162825238,2
2021,"05","23290",0.653074632095305,2
2021,"05","24550",0.566123261507008,2
2021,"05","35710",0.550679705573986,2
2021,"05","41000",0.616450727170547,1
2021,"05","66080",0.654678383785772,3
2021,"06","00562",0.783883250752784,2
2021,"06","00884",0.747656341320865,2
2021,"06","02000",0.736676414839447,3
2021,"06","02252",0.741566327311576,1
2021,"06","02364",0.75450973617261,2
2021,"06","03526",0.673112082975204,2
2021,"06","04982",0.67469318416056,2
2021,"06","06000",0.834595618068704,1
2021,"06","08786",0.783245101802479,3
2021,"06","08954",0.766200659558541,1
2021,"06","11194",0.869034917184396,1
2021,"06","11530",0.742069122919691,1
2021,"06","13014",0.760337786940491,1
2021,"06","13210",0.792871661463414,2
2021,"06","13214",0.798419283172443,2
2021,"06","13392",0.757607613344056,1
2021,"06","13588",0.762442058126231,1
2021,"06","14218",0.783481960652183,1
2021,"06","15044",0.557778807059984,2
2021,"06","16000",0.814539339570776,3
2021,"06","16350",0.756100746038257,2
2021,"06","16532",0.788383999959873,2
2021,"06","17918",0.81435406254481,2
2021,"06","19766",0.724905250451828,1
2021,"06","21712",0.778641539685746,2
2021,"06","22020",0.82392156494882,1
2021,"06","22230",0.561019031854229,1
2021,"06","22804",0.692080436527714,1
2021,"06","23182",0.773736001317523,1
2021,"06","24638",0.868077827667308,2
2021,"06","24680",0.737186421868197,1
2021,"06","26000",0.886171943571675,2
2021,"06","27000",0.648965825794206,3
2021,"06","28000",0.761134385977122,3
2021,"06","29000",0.720087463270442,3
2021,"06","30000",0.715765216202057,2
2021,"06","32548",0.707602557888876,2
2021,"06","33000",0.786134145425503,1
2021,"06","33182",0.721761949781131,2
2021,"06","33434",0.75498330428337,2
2021,"06","36000",0.8180646667951,3
2021,"06","36448",0.646661395103284,2
2021,"06","36546",0.66465471440967,1
2021,"06","36770",0.845516317654868,2
2021,"06","37692",0.772619331553671,2
2021,"06","39496",0.852978749790938,3
2021,"06","39892",0.784496866257401,2
2021,"06","40130",0.684066324782881,1
2021,"06","41992",0.8808013074723,2
2021,"06","43000",0.736334857459357,2
2021,"06","44000",0.709557702125037,1
2021,"06","45484",0.768641904066243,3
2021,"06","46842",0.766486731583247,2
2021,"06","46898",0.655136726919529,2
2021,"06","47766",0.855067400534753,2
2021,"06","48256",0.867690324366502,1
2021,"06","48354",0.680906544798816,1
2021,"06","49270",0.761459008357674,1
2021,"06","49670",0.865922345859403,2
2021,"06","50076",0.849251948018265,2
2021,"06","50258",0.751995076418094,2
2021,"06","51182",0.836140221274611,3
2021,"06","52526",0.734023899207689,1
2021,"06","53000",0.736286429904234,3
2021,"06","53322",0.832381996338963,2
2021,"06","53896",0.711801987465845,1
2021,"06","53980",0.814328812486918,2
2021,"06","54652",0.772239021497661,1
2021,"06","55156",0.681182754161874,1
2021,"06","56000",0.768309747688583,3
2021,"06","56700",0.727032658161749,2
2021,"06","57456",0.764061100372448,2
2021,"06","57792",0.8808013074723,3
2021,"06","58072",0.660605546266647,1
2021,"06","59444",0.779277983133757,2
2021,"06","59451",0.792883055062248,1
2021,"06","59920",0.639504718634751,2
2021,"06","60102",0.838742091358389,2
2021,"06","60466",0.718630621412632,2
2021,"06","60620",0.700269183434935,2
2021,"06","62000",0.74295558626365,2
2021,"06","62938",0.815247760347031,1
2021,"06","64000",0.751057937810235,2
2021,"06","64224",0.621940531412326,1
2021,"06","65000",0.585682886570165,3
2021,"06","65042",0.771925840246546,1
2021,"06","66000",0.807871250697877,1
2021,"06","67000",0.792633872338541,2
2021,"06","68000",0.820931467027178,1
2021,"06","68084",0.783854377269805,2
2021,"06","68196",0.761331549260005,2
2021,"06","68252",0.841491823553165,2
2021,"06","68378",0.899364554490946,2
2021,"06","69000",0.692529466298303,2
2021,"06","69070",0.803332092330603,2
2021,"06","69084",0.87985245027455,1
2021,"06","69088",0.815992229187207,1
2021,"06","69196",0.70605843786615,2
2021,"06","70000",0.816023625797847,3
2021,"06","70098",0.752012440919315,1
2021,"06","72016",0.793101619111536,1
2021,"06","73080",0.599152479735889,2
2021,"06","75000",0.650769155284221,3
2021,"06","77000",0.868938806102324,3
2021,"06","78120",0.855340302543751,1
2021,"06","78582",0.821266433121518,1
2021,"06","80000",0.81837397316494,2
2021,"06","80238",0.769019026157401,2
2021,"06","80854",0.852269595427518,3
2021,"06","81344",0.727146401985112,2
2021,"06","81554",0.77923756572115,2
2021,"06","81666",0.740383506507752,1
2021,"06","82590",0.72357160774711,2
2021,"06","82954",0.697542028032389,1
2021,"06","82996",0.819768661672357,2
2021,"06","84200",0.754823892810888,2
2021,"06","84550",0.742144962329422,2
2021,"06","85292",0.720857952823653,2
2021,"08","03455",0.79543756435566,1
2021,"08","04000",0.738908223149362,3
2021,"08","07850",0.837306748177679,2
2021,"08","12815",0.872878195616308,2
2021,"08","16000",0.795028656627963,3
2021,"08","20000",0.768568567976931,1
2021,"08","27425",0.799652182063273,2
2021,"08","32155",0.699013843856368,2
2021,"08","43000",0.801462914045491,3
2021,"08","45970",0.808967700724859,2
2021,"08","46465",0.748477403280504,2
2021,"08","62000",0.623606681612934,3
2021,"08","77290",0.745953209345764,2
2021,"08","83835",0.792989302061136,2
2021,"09","08000",0.603942245908455,1
2021,"09","18430",0.814643635231871,2
2021,"09","37000",0.51785409556314,3
2021,"09","52000",0.657402065137377,1
2021,"09","55990",0.808572801537722,2
2021,"09","73000",0.819061930662128,3
2021,"09","80000",0.597144947132756,2
2021,"11","50000",0.741083636457447,1
2021,"12","07300",0.793002457010362,2
2021,"12","07875",0.733120161665987,2
2021,"12","10275",0.748682873044647,1
2021,"12","12875",0.716483927049937,2
2021,"12","14400",0.837643227085253,1
2021,"12","16475",0.824432862523572,2
2021,"12","16725",0.707557052769961,2
2021,"12","17200",0.617554471946176,2
2021,"12","17935",0.706521503863553,2
2021,"12","24000",0.722536297704105,3
2021,"12","24125",0.651285160296857,2
2021,"12","25175",0.719535523838818,1
2021,"12","30000",0.6133375076019,2
2021,"12","32000",0.729483160056968,2
2021,"12","32275",0.692302575875023,3
2021,"12","35000",0.665968997211342,3
2021,"12","36950",0.704057329972048,2
2021,"12","38250",0.605476916499509,2
2021,"12","39425",0.698642590757102,2
2021,"12","43975",0.758053893204116,2
2021,"12","45000",0.57515037788359,2
2021,"12","45025",0.705102061532077,2
2021,"12","45060",0.624904763621877,2
2021,"12","45975",0.6760175354835,2
2021,"12","49675",0.753025656369212,3
2021,"12","53000",0.701077091849877,3
2021,"12","54000",0.751193683232699,1
2021,"12","54200",0.584387229660144,2
2021,"12","55775",0.760939211842324,2
2021,"12","57425",0.755499276024148,2
2021,"12","58050",0.720340167268108,2
2021,"12","58715",0.801979366903028,1
2021,"12","63000",0.746377919908084,3
2021,"12","69700",0.761381396758969,2
2021,"12","70600",0.755313167949482,1
2021,"12","71000",0.701400608634186,2
2021,"12","76600",0.645448913946213,2
2021,"13","03440",0.734942981031881,2
2021,"13","04000",0.727172370956815,3
2021,"13","04204",0.590865260556016,1
2021,"13","19000",0.612052660856666,3
2021,"13","42425",0.889498301575668,2
2021,"13","49008",0.613668198540192,1
2021,"13","67284",0.856026710897467,2
2021,"13","68516",0.826379930748863,1
2021,"13","69000",0.683257588631538,3
2021,"13","80508",0.718468509164477,2
2021,"15","71550",0.724264538608885,1
2021,"16","08830",0.763056796642865,2
2021,"16","52120",0.783783921167217,3
2021,"16","56260",0.707855223292653,2
2021,"17","02154",0.776809232505401,3
2021,"17","03012",0.744637398592458,2
2021,"17","06613",0.676111929307806,2
2021,"17","12385",0.692442109122014,3
2021,"17","14000",0.667488084094989,1
2021,"17","14351",0.686324244345804,2
2021,"17","23074",0.749913305281134,2
2021,"17","24582",0.786238118071813,2
2021,"17","38570",0.727664131033348,2
2021,"17","51622",0.85300040161772,2
2021,"17","59000",0.652577237498673,3
2021,"17","65000",0.611007848241482,3
2021,"17","68003",0.827694499659516,2
2021,"17","72000",0.613753987947536,2
2021,"17","79293",0.649785514717076,2
2021,"18","05860",0.751347095871239,2
2021,"18","10342",0.870100768984674,2
2021,"18","22000",0.663091614521418,3
2021,"18","23278",0.860239844735491,2
2021,"18","25000",0.694130481409623,1
2021,"18","31000",0.559505144536992,3
2021,"18","36003",0.650039539899535,1
2021,"18","71000",0.620446096451874,3
2021,"19","12000",0.744243693438612,3
2021,"19","19000",0.707626331212923,3
2021,"19","21000",0.65007785193296,3
2021,"19","73335",0.643861087230342,2
2021,"20","36000",0.603396734667061,3
2021,"20","38900",0.770417588664001,1
2021,"20","52575",0.82986138428371,2
