year,state,place,meps20_black,meps20_black_quality,meps20_hispanic,meps20_hispanic_quality,meps20_white,meps20_white_quality
2018,06,48354,.6768769,1,.75764543,1,.49457002,1
2018,06,49270,.99140263,1,.99387509,1,.98465568,1
2018,06,49670,.0090909088,1,.094923645,1,.0068623712,1
2018,06,50076,0,1,0,1,0,1
2018,06,50258,.16470589,1,.3444812,1,.11319112,1
2018,06,51182,0,1,0,1,0,1
2018,06,52526,.93841642,1,.884413,1,.85340315,1
2018,06,53000,.66356361,1,.84305763,1,.17699777,1
2018,06,53322,.40927258,1,.39992651,1,.12991142,1
2018,06,53896,.37621832,1,.76615852,1,.2373078,1
2018,06,53980,.41975307,1,.59966528,1,.19935691,1
2018,06,54652,.63505155,1,.7668553,1,.71274835,1
2018,06,55156,.91425741,1,.92094934,1,.61531937,1
2018,06,56000,.25100806,1,.29963681,1,.089158647,1
2018,06,56700,.9481982,1,.94603282,1,.94911736,1
2018,06,57456,.59585494,1,.62452108,1,.5842185,1
2018,06,57792,0,1,0,1,0,1
2018,06,58072,.79571104,1,.89344472,1,.66318929,1
2018,06,59444,.85089684,1,.87335801,1,.67385352,1
2018,06,59451,.15077139,1,.21035598,1,.075218476,1
2018,06,59920,.55744684,1,.53754264,1,.37969205,1
2018,06,60102,.26027396,1,.34604716,1,.037491705,1
2018,06,60466,1,1,1,1,1,1
2018,06,60620,.76298058,1,.8791635,1,.36278448,1
2018,06,62000,.57107371,1,.68878567,1,.33657858,1
2018,06,62938,.017377567,1,.074040219,1,.013838311,1
2018,06,64000,.71203995,1,.70081037,1,.40860939,1
2018,06,64224,.54655868,1,.71890587,1,.37979206,1
2018,06,65000,.9823103,1,.98591071,1,.95587188,1
2018,06,65042,.13592233,1,.21807601,1,.079159692,1
2018,06,66000,.61075002,1,.61762172,1,.078307211,1
2018,06,67000,.28081092,1,.28387538,1,.053279631,1
2018,06,68000,.22737102,1,.46031496,1,.044649322,1
2018,06,68084,.33212474,1,.34881499,1,.24332978,1
2018,06,68196,.070234112,1,.18275829,1,.028464666,1
2018,06,68252,.03846154,1,.059768066,1,.02153432,1
2018,06,68378,0,1,0,1,0,1
2018,06,69000,.60986549,1,.8876527,1,.12946729,1
2018,06,69070,.096774191,1,.28501087,1,.032630615,1
2018,06,69084,0,1,0,1,0,1
2018,06,69088,0,1,0,1,0,1
2018,06,69196,.56321841,1,.84722388,1,.18738347,1
2018,06,70000,0,1,0,1,0,1
2018,06,70098,.18991597,1,.40925416,1,.065883502,1
2018,06,72016,.0039467192,1,.10091358,1,.010423247,1
2018,06,73080,1,1,1,1,1,1
2018,06,75000,.77968234,1,.83113098,1,.53948241,1
2018,06,77000,0,1,0,1,0,1
2018,06,78120,.3078261,1,.26144812,1,.21522367,1
2018,06,78582,.050925925,1,.070180304,1,.005725896,1
2018,06,80000,.11877394,1,.14267032,1,.011980831,1
2018,06,80238,.17821783,1,.31593132,1,.12640885,1
2018,06,80854,.44444445,1,.68948877,1,.24803862,1
2018,06,81344,.3897883,1,.37273327,1,.12952381,1
2018,06,81554,.16625917,1,.24181548,1,.068446845,1
2018,06,81666,.52646673,1,.5890612,1,.48615092,1
2018,06,82590,.95358652,1,.94994193,1,.90214306,1
2018,06,82954,.69650656,1,.71514517,1,.51805133,1
2018,06,82996,.50362319,1,.66906947,1,.38795474,1
2018,06,84200,.45023698,1,.44385323,1,.27549946,1
2018,06,84550,.71875,1,.83285242,1,.46683672,1
2018,06,85292,.5,1,.56942707,1,.23987256,1
2018,08,03455,.22,1,.25334132,1,.076311134,1
2018,08,04000,.3172704,1,.40870199,1,.089199379,1
2018,08,07850,0,1,0,1,0,1
2018,08,12815,.10034602,1,.29796955,1,.012383329,1
2018,08,16000,.39337891,1,.3966172,1,.14072604,1
2018,08,20000,.44153747,1,.57932949,1,.13256404,1
2018,08,27425,.096256681,1,.13982499,1,.044248637,1
2018,08,32155,.41720429,1,.40800068,1,.1252384,1
2018,08,43000,.22162162,1,.33894321,1,.10409476,1
2018,08,45970,.0867052,1,.27869099,1,.047857367,1
2018,08,46465,.07272727,1,.14271012,1,.066457354,1
2018,08,62000,.47416973,1,.62432718,1,.41201928,1
2018,08,77290,.26463103,1,.2628437,1,.064995356,1
2018,08,83835,.10243902,1,.15057385,1,.033603828,1
2018,09,08000,.78942704,1,.78695726,1,.63523746,1
2018,09,18430,.22952853,1,.33660772,1,.18800889,1
2018,09,37000,.90334779,1,.93523294,1,.87445039,1
2018,09,52000,.61641467,1,.61068928,1,.28932261,1
2018,09,55990,.1118177,1,.13320497,1,.04160101,1
2018,09,73000,.069606416,1,.054979719,1,.020243675,1
2018,09,80000,.91408765,1,.9011634,1,.7786811,1
2018,11,50000,.62581146,1,.20675778,1,.031279892,1
2018,12,07300,.044294294,1,.024643607,1,.032588273,1
2018,12,07875,.66271698,1,.39003062,1,.14677827,1
2018,12,10275,.057534248,1,.04193956,1,.012613171,1
2018,12,12875,.46431255,1,.40204677,1,.16220869,1
2018,12,14400,.16464975,1,.11307873,1,.047110699,1
2018,12,16475,.29605436,1,.19439608,1,.091838911,1
2018,12,16725,.91714466,1,.74317741,1,.71916008,1
2018,12,17200,.15575916,1,.14428727,1,.14632678,1
2018,12,17935,0,1,0,1,0,1
2018,12,24000,.89330757,1,.65479118,1,.37659574,1
2018,12,24125,.46188852,1,.37336275,1,.10314351,1
2018,12,25175,.3816922,1,.15418342,1,.1020018,1
2018,12,30000,.9276213,1,.84339559,1,.76176888,1
2018,12,32000,.75622869,1,.70558822,1,.63262439,1
2018,12,32275,.91842216,1,.82317722,1,.80922693,1
2018,12,35000,.62654442,1,.38907871,1,.2210363,1
2018,12,36950,.3548387,1,.40280139,1,.30942076,1
2018,12,38250,.414545,1,.40037864,1,.25948182,1
2018,12,39425,.21694089,1,.18052818,1,.1462585,1
2018,12,43975,.70785874,1,.51992995,1,.37666243,1
2018,12,45000,.82453996,1,.53594124,1,.18914126,1
2018,12,45025,.2754491,1,.29214731,1,.091379307,1
2018,12,45060,.96333331,1,.89713544,1,.96190476,1
2018,12,45975,.63712585,1,.25427914,1,.21322957,1
2018,12,49675,.083969466,1,.082439676,1,.071953252,1
2018,12,53000,.62761486,1,.32633194,1,.11380231,1
2018,12,54000,.62251264,1,.57176,1,.51272041,1
2018,12,54200,.33913043,1,.28405619,1,.25843057,1
2018,12,55775,.23491916,1,.10831957,1,.063221276,1
2018,12,57425,.65345514,1,.25939119,1,.16355141,1
2018,12,58050,.95505911,1,.87356603,1,.58241206,1
2018,12,58715,0,1,0,1,0,1
2018,12,63000,0,1,0,1,0,1
2018,12,69700,.58389121,1,.47866955,1,.47226277,1
2018,12,70600,.52719957,1,.34138614,1,.11143202,1
2018,12,71000,.7335903,1,.59220952,1,.23770164,1
2018,12,76600,.92693323,1,.87901378,1,.46757871,1
2018,13,03440,1,1,1,1,1,1
2018,13,04000,.67777503,1,.34856528,1,.043454122,1
2018,13,04204,.99770063,1,.99831223,1,.99392653,1
2018,13,19000,.88069439,1,.75295913,1,.45992059,1
2018,13,42425,0,1,0,1,0,1
2018,13,49008,.99536783,1,.9957338,1,.99129891,1
2018,13,67284,.15019763,1,.31468004,1,.038026124,1
2018,13,68516,0,1,0,1,0,1
2018,13,69000,.70382524,1,.5065617,1,.21708328,1
2018,13,72122,,,,,,
2018,13,80508,.76313746,1,.68663597,1,.47944739,1
2018,15,71550,,,,,,
2018,16,08830,.20433018,1,.22375,1,.1260386,1
2018,16,52120,.043835618,1,.034832601,1,.016994676,1
2018,16,56260,.19135803,1,.3082594,1,.2489585,1
2018,17,02154,0,1,0,1,0,1
2018,17,03012,.41142133,1,.69684106,1,.099782832,1
2018,17,06613,.41707921,1,.49050087,1,.26166147,1
2018,17,12385,.40172413,1,.38557214,1,.19819278,1
2018,17,14000,.89019299,1,.86303627,1,.33560565,1
2018,17,14351,.9831081,1,.99277484,1,1,1
2018,17,23074,.8606928,1,.88655561,1,.45924765,1
2018,17,24582,.0613801,1,.055681303,1,.018419975,1
2018,17,38570,.71667743,1,.76396412,1,.33755529,1
2018,17,51622,0,1,0,1,0,1
2018,17,59000,.85528183,1,.78453737,1,.41650754,1
2018,17,65000,.8271094,1,.81269449,1,.65105104,1
2018,17,68003,0,1,0,1,0,1
2018,17,72000,.71921867,1,.6025641,1,.58672774,1
2018,17,79293,.98511499,1,.9812929,1,.9931857,1
2018,18,05860,.32102728,1,.18906942,1,.11131899,1
2018,18,10342,0,1,0,1,0,1
2018,18,22000,.6775924,1,.55555558,1,.35436133,1
2018,18,23278,0,1,0,1,0,1
2018,18,25000,.74760461,1,.73315364,1,.31176713,1
2018,18,31000,.94770962,1,.96768951,1,.95156527,1
2018,18,36003,.72518766,1,.70545918,1,.38597116,1
2018,18,71000,.80351084,1,.73784977,1,.63389045,1
2018,19,12000,.39463049,1,.27723464,1,.15272678,1
2018,19,19000,.43031123,1,.4003984,1,.29498526,1
2018,19,21000,.6668607,1,.7108565,1,.43370068,1
2018,19,73335,.25331971,1,.2345808,1,.14302513,1
2018,20,36000,.89207274,1,.92581713,1,.66477776,1
2018,20,38900,.1193634,1,.12809917,1,.069343068,1
2018,20,52575,.036235087,1,.12744722,1,.016111966,1
2018,20,53775,0,1,0,1,0,1
2018,20,71000,.79845816,1,.76423246,1,.3899079,1
2018,20,79000,.81084222,1,.86809033,1,.56706709,1
2018,21,46027,.47760728,1,.45695364,1,.22570638,1
2018,21,48006,.73162687,1,.71219993,1,.53563923,1
2018,22,05000,.59176964,1,.40732318,1,.068685167,1
2018,22,40735,.53718853,1,.31824234,1,.13930462,1
2018,22,41155,.72540945,1,.4605968,1,.12348808,1
2018,22,55000,.84378195,1,.67095715,1,.21718061,1
2018,22,70000,.66988355,1,.44261065,1,.10681164,1
2018,24,04000,.85382229,1,.83630431,1,.47467178,1
2018,24,30325,.14095613,1,.25298691,1,.038884193,1
2018,25,07000,.65250546,1,.65178818,1,.17139907,1
2018,25,09000,.5920549,1,.66094583,1,.4877544,1
2018,25,11000,0,1,0,1,0,1
2018,25,23000,.88083416,1,.89543307,1,.69073659,1
2018,25,34550,1,1,1,1,1,1
2018,25,37000,.96816975,1,.92607355,1,.88642591,1
2018,25,37490,.89530891,1,.91998899,1,.69928402,1
2018,25,45000,.91179383,1,.92233479,1,.80285174,1
2018,25,45560,0,1,0,1,0,1
2018,25,55745,.25343511,1,.26206896,1,.13905039,1
2018,25,62535,.36907217,1,.47443461,1,.2099625,1
2018,25,67000,.99525893,1,.9943316,1,.99479526,1
2018,25,82000,.78366405,1,.84325963,1,.57715225,1
2018,26,03000,.03662597,1,.024669074,1,.05516199,1
2018,26,21000,.7452901,1,.71599567,1,.67906862,1
2018,26,22000,.99824882,1,.99850827,1,.95361835,1
2018,26,27440,0,1,0,1,0,1
2018,26,29000,.89677715,1,.79611653,1,.65868133,1
2018,26,34000,.61046326,1,.66034156,1,.12319546,1
2018,26,46000,.79608893,1,.766352,1,.54854465,1
2018,26,49000,.34550196,1,.11682893,1,.079439253,1
2018,26,69035,0,1,0,1,0,1
2018,26,74900,.6042223,1,.5,1,.14455445,1
2018,26,76460,.2585752,1,.12524851,1,.24206686,1
2018,26,80700,0,1,0,1,0,1
2018,26,84000,.76843363,1,.54694837,1,.29356039,1
2018,26,86000,.44417307,1,.30573249,1,.29708272,1
2018,26,88940,.7555359,1,.82853776,1,.50200135,1
2018,27,06616,.10373648,1,.12287334,1,.012545454,1
2018,27,07966,.70095801,1,.82049304,1,.53382087,1
2018,27,17000,.48318583,1,.33956388,1,.19097376,1
2018,27,43000,.73497951,1,.68847388,1,.18135555,1
2018,27,51730,.022879465,1,.0042872452,1,.00162584,1
2018,27,54880,.15160351,1,.13532609,1,.040642899,1
2018,27,58000,.74683547,1,.44117647,1,.021978023,1
2018,27,71428,0,1,0,1,0,1
2018,28,36000,1,1,1,1,1,1
2018,29,15670,.39528102,1,.35650769,1,.17282936,1
2018,29,35000,.46591422,1,.50964886,1,.36510327,1
2018,29,38000,.76777166,1,.67050141,1,.18290731,1
2018,29,41348,.02601156,1,.0050825919,1,.013732222,1
2018,29,54074,0,1,0,1,0,1
2018,29,65000,.90106082,1,.41501105,1,.075388841,1
2018,29,70000,.67302191,1,.55854344,1,.44817409,1
2018,30,06550,.056910571,1,.091090426,1,.042053789,1
2018,31,28000,.39777777,1,.34634653,1,.15109722,1
2018,31,37000,.43281251,1,.65518004,1,.10823426,1
2018,32,31900,.40000001,1,.33211577,1,.21198311,1
2018,32,40000,.70067793,1,.78582007,1,.36358932,1
2018,32,51800,.77125889,1,.80067933,1,.55490029,1
2018,32,60600,.40458488,1,.5461697,1,.17131311,1
2018,32,68400,.4257642,1,.58217615,1,.17360729,1
2018,33,45140,.3474074,1,.40153539,1,.24894565,1
2018,33,50260,.1843318,1,.31232396,1,.13171166,1
2018,34,13690,.18778281,1,.34728581,1,.16616039,1
2018,34,21000,.97139895,1,.94622469,1,.88785481,1
2018,34,36000,.86351275,1,.77360189,1,.68033826,1
2018,34,51000,.94621623,1,.96616042,1,.96397245,1
2018,34,57000,1,1,1,1,1,1
2018,34,74000,.98680174,1,.98950714,1,.8309859,1
2018,35,02000,.63625252,1,.68814564,1,.31045201,1
2018,35,39380,.57565218,1,.6521557,1,.49843848,1
2018,35,63460,.049627792,1,.093257658,1,.066551127,1
2018,35,70500,.43333334,1,.64747298,1,.28779167,1
2018,36,01000,.8237136,1,.71170175,1,.23518132,1
2018,36,11000,.96733743,1,.9252919,1,.61239296,1
2018,36,50617,.064061791,1,.21305032,1,.039926063,1
2018,36,51000,.69733846,1,.65841228,1,.10022794,1
2018,36,63000,.86052758,1,.79719454,1,.26256359,1
2018,36,73000,.98694605,1,.95986038,1,.70684409,1
2018,36,84000,.6837709,1,.68961012,1,.34105653,1
2018,37,02140,.23311445,1,.35556373,1,.16654904,1
2018,37,10740,.0013755158,1,.0010007506,1,.00022053959,1
2018,37,12000,.5978772,1,.62191606,1,.11498836,1
2018,37,14100,.23156554,1,.2731891,1,.14232603,1
2018,37,19000,.51263458,1,.53127998,1,.095443062,1
2018,37,22920,.77336472,1,.64771521,1,.43128583,1
2018,37,25580,.82996809,1,.80438823,1,.48167038,1
2018,37,28000,.71381289,1,.71681863,1,.16154589,1
2018,37,28080,.78944689,1,.69179332,1,.3202877,1
2018,37,31400,.73266727,1,.75451529,1,.35978553,1
2018,37,55000,.35227495,1,.33357036,1,.067111745,1
2018,37,74440,.62828946,1,.44734499,1,.14826933,1
2018,37,75000,.71590477,1,.67117119,1,.11902098,1
2018,38,25700,.26886529,1,.13787375,1,.065602072,1
2018,39,01000,.8358739,1,.72850239,1,.41063538,1
2018,39,15000,.67802596,1,.56448299,1,.14389685,1
2018,39,16000,.82984984,1,.7666235,1,.44864187,1
2018,39,18000,.89966857,1,.82939583,1,.55355048,1
2018,39,21000,.89103955,1,.73656321,1,.56155062,1
2018,39,61000,.3428064,1,.28268877,1,.21432592,1
2018,39,77000,.8173331,1,.69737935,1,.46324387,1
2018,40,09050,.11341393,1,.15958475,1,.095663264,1
2018,40,23200,.0664794,1,.082931243,1,.026593626,1
2018,40,41850,.67017651,1,.69992971,1,.58431447,1
2018,40,52500,.42054263,1,.3501749,1,.32483339,1
2018,40,55000,.39208823,1,.26276204,1,.27927595,1
2018,40,75000,.74292892,1,.73442239,1,.39938101,1
2018,41,05350,.21956521,1,.27351829,1,.12256729,1
2018,41,05800,.079646021,1,.15210991,1,.042398944,1
2018,41,23850,.17548746,1,.30819932,1,.15808429,1
2018,41,31250,.31213874,1,.3446776,1,.27149627,1
2018,41,34100,.17460318,1,.34951156,1,.15052083,1
2018,41,47000,.44067797,1,.57084692,1,.34697387,1
2018,41,59000,.45862168,1,.44041678,1,.15965174,1
2018,41,64900,.56335282,1,.78430688,1,.33760446,1
2018,42,02000,.86799997,1,.91395378,1,.24855748,1
2018,42,06088,.30480045,1,.44894204,1,.13425526,1
2018,42,24000,.90911019,1,.83086056,1,.48585048,1
2018,42,60000,.98858285,1,.97308445,1,.90319479,1
2018,42,61000,.87515253,1,.54994851,1,.21905674,1
2018,42,63624,.83433372,1,.9228214,1,.21079749,1
2018,42,69000,.98714858,1,.99745142,1,.94545847,1
2018,44,19180,.31262526,1,.39072621,1,.10922962,1
2018,44,54640,.95539457,1,.92109257,1,.82767856,1
2018,44,59000,.91315454,1,.93421841,1,.89002758,1
2018,44,74300,0,1,0,1,0,1
2018,45,13330,.65240717,1,.4237968,1,.21571527,1
2018,45,16000,.63075638,1,.5222196,1,.32629418,1
2018,45,48535,0,1,0,2,0,1
2018,45,50875,.80508155,1,.80732483,1,.34358522,1
2018,46,59020,.44731978,1,.43239668,1,.12150627,1
2018,47,14000,.92558283,1,.9697094,1,.61281013,1
2018,47,15160,.48362377,1,.39712918,1,.34881684,1
2018,47,27740,0,1,0,1,0,1
2018,47,40000,.6108551,1,.42974603,1,.17072189,1
2018,47,48000,.92596555,1,.9238593,1,.5172587,1
2018,47,51560,.27904898,1,.35080108,1,.10591456,1
2018,47,52006,.77286375,1,.82717019,1,.4614774,1
2018,48,01000,.62394536,1,.60438007,1,.37244087,1
2018,48,01924,.10462928,1,.15662241,1,.035581838,1
2018,48,03000,.69212347,1,.67277694,1,.24739325,1
2018,48,04000,.35698479,1,.54986101,1,.16371508,1
2018,48,05000,.54092497,1,.59911847,1,.062518798,1
2018,48,06128,.5860312,1,.65919548,1,.48412484,1
2018,48,07000,.74439996,1,.74233806,1,.1997328,1
2018,48,10768,.96721309,1,.97938126,1,.98397434,1
2018,48,10912,.78731585,1,.81536877,1,.59105909,1
2018,48,13024,.17650463,1,.48866478,1,.1131037,1
2018,48,13552,0,1,0,1,0,1
2018,48,15976,0,1,0,1,0,1
2018,48,16432,.28468263,1,.57924229,1,.39230087,1
2018,48,17000,.59043115,1,.59670663,1,.27208808,1
2018,48,19000,.85997725,1,.84400797,1,.2345559,1
2018,48,19972,.2792373,1,.33027393,1,.18191175,1
2018,48,22660,.72388059,1,.88209885,1,.77041602,1
2018,48,24000,.60432601,1,.69681865,1,.51980716,1
2018,48,26232,0,1,0,1,0,1
2018,48,27000,.75178719,1,.78741354,1,.24392988,1
2018,48,27684,0,1,0,1,0,1
2018,48,29000,.62942576,1,.70476377,1,.57022423,1
2018,48,30464,.57136571,1,.76901531,1,.55413878,1
2018,48,35000,.79929841,1,.81007296,1,.27500001,1
2018,48,37000,.52360374,1,.69717288,1,.51856148,1
2018,48,39148,.54234964,1,.57134098,1,.4986296,1
2018,48,41464,.60294116,1,.78949481,1,.67241377,1
2018,48,41980,.018438177,1,.05196771,1,.011306209,1
2018,48,42508,.18249428,1,.34795436,1,.07891234,1
2018,48,43888,.56454939,1,.60128677,1,.31846604,1
2018,48,45000,.77412331,1,.63709325,1,.31101134,1
2018,48,45384,.85714287,1,.88310361,1,.68646288,1
2018,48,45744,.055543955,1,.13010111,1,.017486127,1
2018,48,47892,.64381999,1,.78920782,1,.66384405,1
2018,48,48072,.19708373,1,.22440714,1,.04301716,1
2018,48,48768,.47887325,1,.83862191,1,.46085408,1
2018,48,50820,.075000003,1,.097756408,1,.05035485,1
2018,48,53388,.28190339,1,.39035678,1,.19968508,1
2018,48,56000,.77530867,1,.83662367,1,.53911805,1
2018,48,56348,0,1,0,1,0,1
2018,48,57200,.97500002,1,.97039849,1,.98048782,1
2018,48,58016,.1013316,1,.1951551,1,.034473985,1
2018,48,61796,.22929381,1,.21677002,1,.058677044,1
2018,48,63500,.11298627,1,.13903233,1,.032677785,1
2018,48,64472,.34079999,1,.37303197,1,.21691974,1
2018,48,65000,.59493893,1,.66774648,1,.22534098,1
2018,48,70808,.057725694,1,.085330307,1,.026367335,1
2018,48,72176,.62102509,1,.5358935,1,.33500341,1
2018,48,74144,.66538972,1,.80455786,1,.3105222,1
2018,48,76000,.83411181,1,.76302487,1,.36868614,1
2018,48,79000,.66033256,1,.67058611,1,.44303411,1
2018,49,43660,0,1,0,1,0,1
2018,49,44320,0,1,0,1,0,1
2018,49,55980,.31455398,1,.44708681,1,.13457888,1
2018,49,57300,.020547945,1,.04335634,1,.013617098,1
2018,49,62470,.1573604,1,.20463321,1,.068414219,1
2018,49,65330,0,3,0,1,0,1
2018,49,67000,.4915548,1,.54970568,1,.11124245,1
2018,49,67440,.16724738,1,.13980161,1,.027699411,1
2018,49,70850,0,1,0,1,0,1
2018,49,82950,.01718213,1,.022504725,1,.0055817664,1
2018,49,83470,.50537634,1,.5141983,1,.38307747,1
2018,51,01000,.16867021,1,.21666388,1,.062227149,1
2018,51,16000,.20435144,1,.14199699,1,.042851213,1
2018,51,35000,.37546977,1,.32298136,1,.2571491,1
2018,51,47672,.62601441,1,.46911958,1,.30966881,1
2018,51,56000,.81661445,1,.79226547,1,.64013344,1
2018,51,57000,.62296838,1,.52945006,1,.29801428,1
2018,51,64000,.57851809,1,.45356372,1,.31268883,1
2018,51,67000,.63369489,1,.61289251,1,.16372597,1
2018,51,68000,.87141401,1,.72535211,1,.36304051,1
2018,51,76432,.1982407,1,.1229611,1,.078440063,1
2018,51,82000,.14622816,1,.060485378,1,.018559381,1
2018,53,03180,.17344312,1,.23095238,1,.14506213,1
2018,53,05210,0,1,0,1,0,1
2018,53,05280,.031578947,1,.044025157,1,.01228191,1
2018,53,22640,.035363458,1,.05098325,1,.033712015,1
2018,53,23515,.21515989,1,.23832823,1,.10819009,1
2018,53,35275,.41390729,1,.41820487,1,.19932061,1
2018,53,35415,.39723319,1,.43814531,1,.20690268,1
2018,53,35940,0,1,0,1,0,1
2018,53,53545,.45762712,1,.60013711,1,.1809755,1
2018,53,57745,.0057531381,1,.001934236,1,.0016058395,1
2018,53,63000,.22930439,1,.1962287,1,.022779465,1
2018,53,67000,.46400693,1,.41526952,1,.26477498,1
2018,53,67167,.059459459,1,.20751342,1,.028206015,1
2018,53,70000,.47840887,1,.4896,1,.24992552,1
2018,53,74060,.12413793,1,.16773631,1,.075839885,1
2018,53,80010,.5419355,1,.77891856,1,.33022875,1
2018,55,02375,.030037547,1,.013873474,1,.0063478979,1
2018,55,31000,.48473284,1,.4573122,1,.11525484,1
2018,55,39225,.54579502,1,.46667802,1,.23627557,1
2018,55,48000,.22837085,1,.25600561,1,.096898548,1
2018,55,53000,.89299798,1,.79296911,1,.44988987,1
2018,55,66000,.62439537,1,.56834388,1,.29085618,1
2017,01,03076,0,1,0,1,0,1
2017,01,07000,.92705798,1,.75203586,1,.12389924,1
2017,01,35896,0,1,0,1,0,1
2017,01,37000,.5446133,1,.50032276,1,.11967982,1
2017,01,50000,.81478858,1,.67223066,1,.5544036,1
2017,01,51000,.82626289,1,.89496404,1,.43919939,1
2017,01,77256,.62330765,1,.65510947,1,.092471361,1
2017,02,03000,.73324215,1,.60498917,1,.29877639,1
2017,04,04720,.48804972,1,.46524683,1,.36387014,1
2017,04,07940,.26016259,1,.30492446,1,.15542185,1
2017,04,12000,.10124703,1,.16573264,1,.023109844,1
2017,04,23620,.18446602,1,.21488947,1,.044365857,1
